energy_ev,total_up,Ge_p_up,Ge_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-6.00000000,4.53316493,0.04837971,0.00000000,3.39919081,1.89137682,0.01895282,3.06408488
-5.99399700,4.52382805,0.04610807,0.00000000,3.31291494,1.94210874,0.01769578,3.08297359
-5.98799400,4.51745924,0.04400144,0.00000000,3.22970858,1.99205338,0.01648104,3.10253234
-5.98199100,4.51226780,0.04206209,0.00000000,3.14938852,2.03978572,0.01531739,3.12128073
-5.97598799,4.50633167,0.04028781,0.00000000,3.07163519,2.08387846,0.01421192,3.13767706
-5.96998499,4.49766523,0.03867226,0.00000000,2.99601772,2.12294486,0.01316997,3.15016997
-5.96398199,4.48429380,0.03720544,0.00000000,2.92202505,2.15568299,0.01219512,3.15725386
-5.95797899,4.46433182,0.03587428,0.00000000,2.84910140,2.18091962,0.01128936,3.15752602
-5.95197599,4.43606102,0.03466335,0.00000000,2.77668445,2.19765191,0.01045315,3.14974270
-5.94597299,4.39800522,0.03355562,0.00000000,2.70424404,2.20508487,0.00968563,3.13287175
-5.93996998,4.34899796,0.03253323,0.00000000,2.63131953,2.20266301,0.00898482,3.10613906
-5.93396698,4.28823985,0.03157833,0.00000000,2.55755367,2.19009451,0.00834783,3.06906674
-5.92796398,4.21534270,0.03067380,0.00000000,2.48272118,2.16736680,0.00777109,3.02150104
-5.92196098,4.13035825,0.02980399,0.00000000,2.40675053,2.13475261,0.00725059,2.96362849
-5.91595798,4.03379003,0.02895530,0.00000000,2.32973776,2.09280616,0.00678207,2.89597957
-5.90995498,3.92658760,0.02811671,0.00000000,2.25195158,2.04234945,0.00636127,2.81941938
-5.90395198,3.81012336,0.02728016,0.00000000,2.17382958,1.98444919,0.00598403,2.73512579
-5.89794897,3.68615300,0.02644076,0.00000000,2.09596573,1.92038530,0.00564650,2.64455596
-5.89194597,3.55676125,0.02559693,0.00000000,2.01908988,1.85161203,0.00534523,2.54940254
-5.88594297,3.42429523,0.02475035,0.00000000,1.94404049,1.77971353,0.00507723,2.45154154
-5.87993997,3.29128858,0.02390578,0.00000000,1.87173190,1.70635534,0.00484007,2.35297400
-5.87393697,3.16037933,0.02307084,0.00000000,1.80311786,1.63323383,0.00463187,2.25576387
-5.86793397,3.03422506,0.02225557,0.00000000,1.73915337,1.56202543,0.00445129,2.16197459
-5.86193097,2.91541881,0.02147210,0.00000000,1.68075629,1.49433736,0.00429756,2.07360687
-5.85592796,2.80640897,0.02073408,0.00000000,1.62877104,1.43166179,0.00417040,1.99253985
-5.84992496,2.70942603,0.02005630,0.00000000,1.58393558,1.37533462,0.00407001,1.92047791
-5.84392196,2.62641892,0.01945412,0.00000000,1.54685338,1.32650038,0.00399703,1.85890459
-5.83791896,2.55900270,0.01894307,0.00000000,1.51797140,1.28608406,0.00395246,1.80904524
-5.83191596,2.50841929,0.01853844,0.00000000,1.49756474,1.25477056,0.00393768,1.77183919
-5.82591296,2.47551184,0.01825494,0.00000000,1.48572850,1.23299220,0.00395436,1.74792190
-5.81990995,2.46071310,0.01810640,0.00000000,1.48237685,1.22092429,0.00400447,1.73761735
-5.81390695,2.46404734,0.01810556,0.00000000,1.48724884,1.21848859,0.00409025,1.74094017
-5.80790395,2.48514493,0.01826391,0.00000000,1.49992049,1.22536419,0.00421418,1.75760699
-5.80190095,2.52326831,0.01859159,0.00000000,1.51982218,1.24100515,0.00437896,1.78705588
-5.79589795,2.57734738,0.01909730,0.00000000,1.54626027,1.26466407,0.00458748,1.82847284
-5.78989495,2.64602261,0.01978829,0.00000000,1.57844161,1.29542055,0.00484279,1.88082367
-5.78389195,2.72769343,0.02067026,0.00000000,1.61549988,1.33221334,0.00514805,1.94289001
-5.77788894,2.82056983,0.02174735,0.00000000,1.65652217,1.37387516,0.00550645,2.01330768
-5.77188594,2.92272490,0.02302205,0.00000000,1.70057489,1.41916877,0.00592113,2.09060603
-5.76588294,3.03214626,0.02449511,0.00000000,1.74672775,1.46682318,0.00639509,2.17324665
-5.75987994,3.14678464,0.02616534,0.00000000,1.79407500,1.51556876,0.00693102,2.25966030
-5.75387694,3.26459807,0.02802950,0.00000000,1.84175327,1.56417022,0.00753119,2.34828089
-5.74787394,3.38359055,0.03008202,0.00000000,1.88895561,1.61145641,0.00819726,2.43757568
-5.74187094,3.50184452,0.03231485,0.00000000,1.93494159,1.65634626,0.00893015,2.52607114
-5.73586793,3.61754682,0.03471714,0.00000000,1.97904350,1.69787011,0.00972986,2.61237413
-5.72986493,3.72900827,0.03727513,0.00000000,2.02066901,1.73518615,0.01059530,2.69518844
-5.72386193,3.83467726,0.03997192,0.00000000,2.05930086,1.76759174,0.01152418,2.77332694
-5.71785893,3.93314824,0.04278746,0.00000000,2.09449409,1.79452960,0.01251289,2.84571966
-5.71185593,4.02316608,0.04569854,0.00000000,2.12587165,1.81558917,0.01355645,2.91141862
-5.70585293,4.10362736,0.04867892,0.00000000,2.15311915,1.83050361,0.01464846,2.96959997
-5.69984992,4.17357976,0.05169967,0.00000000,2.17597945,1.83914285,0.01578114,3.01956429
-5.69384692,4.23222073,0.05472953,0.00000000,2.19424770,1.84150356,0.01694545,3.06073575
-5.68784392,4.27889614,0.05773551,0.00000000,2.20776749,1.83769667,0.01813115,3.09266076
-5.68184092,4.31309981,0.06068360,0.00000000,2.21642824,1.82793331,0.01932706,3.11500665
-5.67583792,4.33447410,0.06353959,0.00000000,2.22016426,1.81250977,0.02052122,3.12756065
-5.66983492,4.34281173,0.06626995,0.00000000,2.21895514,1.79179235,0.02170123,3.13022927
-5.66383192,4.33805861,0.06884284,0.00000000,2.21282766,1.76620259,0.02285446,3.12303813
-5.65782891,4.32031712,0.07122902,0.00000000,2.20185850,1.73620331,0.02396842,3.10613179
-5.65182591,4.28984929,0.07340286,0.00000000,2.18617757,1.70228596,0.02503098,3.07977343
-5.64582291,4.24707886,0.07534317,0.00000000,2.16597134,1.66495948,0.02603075,3.04434371
-5.63981991,4.19259164,0.07703400,0.00000000,2.14148570,1.62474063,0.02695727,3.00033856
-5.63381691,4.12713327,0.07846519,0.00000000,2.11302781,1.58214616,0.02780125,2.94836518
-5.62781391,4.05160382,0.07963289,0.00000000,2.08096666,1.53768643,0.02855480,2.88913624
-5.62181091,3.96704891,0.08053977,0.00000000,2.04573199,1.49186067,0.02921151,2.82346184
-5.61580790,3.87464722,0.08119506,0.00000000,2.00781153,1.44515355,0.02976658,2.75223933
-5.60980490,3.77569454,0.08161440,0.00000000,1.96774650,1.39803312,0.03021686,2.67644117
-5.60380190,3.67158501,0.08181955,0.00000000,1.92612566,1.35094981,0.03056085,2.59710109
-5.59779890,3.56379001,0.08183785,0.00000000,1.88357804,1.30433652,0.03079867,2.51529917
-5.59179590,3.45383578,0.08170160,0.00000000,1.84076493,1.25860955,0.03093203,2.43214627
-5.58579290,3.34328061,0.08144734,0.00000000,1.79837133,1.21417028,0.03096409,2.34876863
-5.57978989,3.23369268,0.08111505,0.00000000,1.75709744,1.17140757,0.03089944,2.26629313
-5.57378689,3.12662925,0.08074732,0.00000000,1.71765048,1.13070048,0.03074393,2.18583371
-5.56778389,3.02361813,0.08038857,0.00000000,1.68073709,1.09242135,0.03050461,2.10847961
-5.56178089,2.92614164,0.08008419,0.00000000,1.64705661,1.05693889,0.03018962,2.03528535
-5.55577789,2.83562352,0.07987993,0.00000000,1.61729508,1.02462101,0.02980806,1.96726272
-5.54977489,2.75341842,0.07982112,0.00000000,1.59212002,0.99583704,0.02936994,1.90537459
-5.54377189,2.68080384,0.07995220,0.00000000,1.57217575,0.97095919,0.02888599,1.85053009
-5.53776888,2.61897376,0.08031615,0.00000000,1.55807880,0.95036259,0.02836764,1.80358077
-5.53176588,2.56903324,0.08095410,0.00000000,1.55041315,0.93442394,0.02782679,1.76531714
-5.52576288,2.53199310,0.08190494,0.00000000,1.54972488,0.92351815,0.02727576,1.73646485
-5.51975988,2.50876381,0.08320494,0.00000000,1.55651568,0.91801302,0.02672705,1.71767995
-5.51375688,2.50014772,0.08488747,0.00000000,1.57123509,0.91826167,0.02619321,1.70954264
-5.50775388,2.50682909,0.08698260,0.00000000,1.59427109,0.92459283,0.02568657,1.71254912
-5.50175088,2.52936151,0.08951675,0.00000000,1.62593905,0.93729907,0.02521908,1.72710127
-5.49574787,2.56815243,0.09251223,0.00000000,1.66646905,0.95662326,0.02480198,1.75349423
