energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.83191596,1.78420371,0.00172743,0.02666952,0.68986638,0.28623067,0.01464841,1.16083264,0.52414111,0.19797014
-5.82591296,1.68961170,0.00158900,0.02514986,0.65225203,0.26787875,0.01432610,1.09986514,0.49238442,0.18934129
-5.81990995,1.59272045,0.00145305,0.02362687,0.61363506,0.24939885,0.01395880,1.03732694,0.46019069,0.18032105
-5.81390695,1.49453009,0.00132071,0.02210779,0.57447788,0.23100065,0.01354565,0.97387899,0.42791732,0.17099237
-5.80790395,1.39602687,0.00119304,0.02060030,0.53523453,0.21287947,0.01308709,0.91017404,0.39590928,0.16144206
-5.80190095,1.29816607,0.00107095,0.01911242,0.49634188,0.19521312,0.01258494,0.84684534,0.36449248,0.15175937
-5.79589795,1.20185677,0.00095523,0.01765227,0.45821209,0.17815972,0.01204232,0.78449651,0.33396805,0.14203448
-5.78989495,1.10794870,0.00084652,0.01622798,0.42122624,0.16185625,0.01146358,0.72369289,0.30460781,0.13235701
-5.78389195,1.01722138,0.00074527,0.01484741,0.38572935,0.14641780,0.01085414,0.66495425,0.27665088,0.12281450
-5.77788894,0.93037558,0.00065181,0.01351803,0.35202663,0.13193763,0.01022034,0.60874911,0.25030135,0.11349099
-5.77188594,0.84802698,0.00056627,0.01224673,0.32038110,0.11848772,0.00956918,0.55549045,0.22572714,0.10446567
-5.76588294,0.77070216,0.00048866,0.01103967,0.29101228,0.10611989,0.00890809,0.50553289,0.20305984,0.09581164
-5.75987994,0.69883658,0.00041885,0.00990217,0.26409595,0.09486726,0.00824473,0.45917122,0.18239535,0.08759484
-5.75387694,0.63277448,0.00035660,0.00883865,0.23976479,0.08474605,0.00758669,0.41664010,0.16379534,0.07987317
-5.74787394,0.57277053,0.00030155,0.00785258,0.21810975,0.07575750,0.00694132,0.37811492,0.14728927,0.07269574
-5.74187094,0.51899293,0.00025329,0.00694649,0.19918200,0.06788998,0.00631552,0.34371354,0.13287683,0.06610247
-5.73586793,0.47152789,0.00021135,0.00612203,0.18299529,0.06112102,0.00571558,0.31349895,0.12053064,0.06012374
-5.72986493,0.43038516,0.00017521,0.00538006,0.16952865,0.05541936,0.00514704,0.28748254,0.11019917,0.05478042
-5.72386193,0.39550444,0.00014435,0.00472075,0.15872930,0.05074687,0.00461465,0.26562810,0.10180960,0.05008403
-5.71785893,0.36676259,0.00011825,0.00414373,0.15051572,0.04706041,0.00412229,0.24785615,0.09527082,0.04603713
-5.71185593,0.34398135,0.00009638,0.00364825,0.14478076,0.04431344,0.00367300,0.23404880,0.09047618,0.04263391
-5.70585293,0.32693543,0.00007824,0.00323334,0.14139487,0.04245760,0.00326897,0.22405482,0.08730619,0.03986090
-5.69984992,0.31536094,0.00006339,0.00289799,0.14020936,0.04144402,0.00291167,0.21769502,0.08563113,0.03769791
-5.69384692,0.30896385,0.00005138,0.00264129,0.14105972,0.04122449,0.00260186,0.21476770,0.08531347,0.03611893
-5.68784392,0.30742838,0.00004185,0.00246259,0.14376895,0.04175256,0.00233974,0.21505421,0.08621022,0.03509328
-5.68184092,0.31042527,0.00003444,0.00236159,0.14815100,0.04298431,0.00212504,0.21832445,0.08817518,0.03458664
-5.67583792,0.31761956,0.00002886,0.00233843,0.15401421,0.04487912,0.00195714,0.22434223,0.09106107,0.03456218
-5.66983492,0.32867788,0.00002486,0.00239373,0.16116474,0.04740010,0.00183514,0.23287038,0.09472172,0.03498160
-5.66383192,0.34327489,0.00002223,0.00252859,0.16940999,0.05051449,0.00175800,0.24367543,0.09901401,0.03580616
-5.65782891,0.36109881,0.00002078,0.00274454,0.17856187,0.05419368,0.00172457,0.25653177,0.10379992,0.03699754
-5.65182591,0.38185577,0.00002037,0.00304345,0.18843991,0.05841316,0.00173369,0.27122508,0.10894834,0.03851862
-5.64582291,0.40527275,0.00002089,0.00342735,0.19887404,0.06315213,0.00178417,0.28755504,0.11433674,0.04033406
-5.63981991,0.43109905,0.00002225,0.00389828,0.20970699,0.06839293,0.00187485,0.30533694,0.11985272,0.04241079
-5.63381691,0.45910621,0.00002437,0.00445807,0.22079615,0.07412014,0.00200456,0.32440233,0.12539525,0.04471816
-5.62781391,0.48908627,0.00002719,0.00510803,0.23201494,0.08031959,0.00217212,0.34459867,0.13087557,0.04722805
-5.62181091,0.52084849,0.00003068,0.00584871,0.24325338,0.08697702,0.00237625,0.36578772,0.13621779,0.04991472
-5.61580790,0.55421475,0.00003479,0.00667958,0.25441815,0.09407674,0.00261557,0.38784319,0.14135911,0.05275447
-5.60980490,0.58901386,0.00003950,0.00759878,0.26543183,0.10160011,0.00288849,0.41064738,0.14624960,0.05572519
-5.60380190,0.62507510,0.00004475,0.00860283,0.27623169,0.10952411,0.00319318,0.43408735,0.15085161,0.05880581
-5.59779890,0.66222169,0.00005053,0.00968637,0.28676781,0.11781999,0.00352752,0.45805078,0.15513885,0.06197566
-5.59179590,0.70026445,0.00005679,0.01084206,0.29700102,0.12645219,0.00388901,0.48242185,0.15909518,0.06521385
-5.58579290,0.73899647,0.00006349,0.01206038,0.30690054,0.13537757,0.00427485,0.50707765,0.16271312,0.06849868
-5.57978989,0.77818927,0.00007057,0.01332970,0.31644168,0.14454511,0.00468183,0.53188533,0.16599238,0.07180718
-5.57378689,0.81759094,0.00007799,0.01463625,0.32560379,0.15389619,0.00510646,0.55670055,0.16893825,0.07511477
-5.56778389,0.85692687,0.00008568,0.01596436,0.33436864,0.16336544,0.00554497,0.58136731,0.17156018,0.07839521
-5.56178089,0.89590313,0.00009358,0.01729672,0.34271935,0.17288227,0.00599347,0.60571961,0.17387056,0.08162071
-5.55577789,0.93421286,0.00010162,0.01861472,0.35064003,0.18237306,0.00644803,0.62958486,0.17588372,0.08476235
-5.54977489,0.97154535,0.00010974,0.01989895,0.35811625,0.19176386,0.00690488,0.65278904,0.17761538,0.08779072
-5.54377189,1.00759767,0.00011789,0.02112972,0.36513619,0.20098367,0.00736053,0.67516357,0.17908237,0.09067687
-5.53776888,1.04208817,0.00012601,0.02228767,0.37169244,0.20996797,0.00781204,0.69655324,0.18030278,0.09339338
-5.53176588,1.07477114,0.00013405,0.02335440,0.37778440,0.21866240,0.00825715,0.71682514,0.18129640,0.09591560
-5.52576288,1.10545176,0.00014200,0.02431311,0.38342087,0.22702639,0.00869449,0.73587763,0.18208542,0.09822297
-5.51975988,1.13400017,0.00014984,0.02514921,0.38862271,0.23503637,0.00912373,0.75364890,0.18269523,0.10030032
-5.51375688,1.16036374,0.00015758,0.02585090,0.39342520,0.24268845,0.00954573,0.77012442,0.18315528,0.10213900
-5.50775388,1.18457643,0.00016526,0.02640959,0.39787985,0.25000025,0.00996255,0.78534253,0.18349985,0.10373790
-5.50175088,1.20676424,0.00017293,0.02682035,0.40205542,0.25701172,0.01037755,0.79939763,0.18376849,0.10510408
-5.49574787,1.22714617,0.00018069,0.02708208,0.40603774,0.26378470,0.01079529,0.81244052,0.18400621,0.10625318
-5.48974487,1.24603010,0.00018866,0.02719761,0.40992850,0.27040133,0.01122141,0.82467551,0.18426318,0.10720927
-5.48374187,1.26380351,0.00019698,0.02717367,0.41384265,0.27696102,0.01166246,0.83635426,0.18459400,0.10800445
-5.47773887,1.28091920,0.00020583,0.02702062,0.41790463,0.28357635,0.01212559,0.84776656,0.18505644,0.10867792
-5.47173587,1.29787651,0.00021544,0.02675212,0.42224351,0.29036778,0.01261827,0.85922818,0.18570976,0.10927471
-5.46573287,1.31519901,0.00022605,0.02638464,0.42698730,0.29745760,0.01314788,0.87106662,0.18661265,0.10984413
-5.45972986,1.33340974,0.00023798,0.02593682,0.43225672,0.30496332,0.01372128,0.88360532,0.18782093,0.11043793
-5.45372686,1.35300545,0.00025156,0.02542884,0.43815892,0.31299089,0.01434439,0.89714735,0.18938515,0.11110834
-5.44772386,1.37443118,0.00026718,0.02488166,0.44478141,0.32162817,0.01502178,0.91195947,0.19134827,0.11190613
-5.44172086,1.39805693,0.00028530,0.02431629,0.45218677,0.33093892,0.01575621,0.92825761,0.19374354,0.11287870
-5.43571786,1.42415771,0.00030641,0.02375309,0.46040846,0.34095790,0.01654836,0.94619465,0.19659280,0.11406839
-5.42971486,1.45289826,0.00033110,0.02321112,0.46944806,0.35168718,0.01739645,0.96585128,0.19990537,0.11551110
-5.42371186,1.48432341,0.00036002,0.02270755,0.47927417,0.36309405,0.01829616,0.98723065,0.20367747,0.11723520
-5.41770885,1.51835481,0.00039390,0.02225719,0.48982318,0.37511078,0.01924048,1.01025710,0.20789248,0.11926091
-5.41170585,1.55479406,0.00043357,0.02187219,0.50100173,0.38763602,0.02021979,1.03477910,0.21252177,0.12160007
-5.40570285,1.59333230,0.00047994,0.02156181,0.51269091,0.40053821,0.02122202,1.06057624,0.21752635,0.12425629
-5.39969985,1.63356536,0.00053399,0.02133233,0.52475190,0.41366040,0.02223292,1.08736984,0.22285893,0.12722550
-5.39369685,1.67501374,0.00059681,0.02118717,0.53703260,0.42682661,0.02323652,1.11483657,0.22846656,0.13049674
-5.38769385,1.71714604,0.00066954,0.02112703,0.54937495,0.43984913,0.02421557,1.14262402,0.23429345,0.13405323
-5.38169085,1.75940428,0.00075338,0.02115016,0.56162242,0.45253645,0.02515214,1.17036748,0.24028386,0.13787346
-5.37568784,1.80122963,0.00084955,0.02125277,0.57362717,0.46470137,0.02602825,1.19770666,0.24638494,0.14193242
-5.36968484,1.84208696,0.00095925,0.02142941,0.58525643,0.47616879,0.02682652,1.22430151,0.25254913,0.14620263
-5.36368184,1.88148662,0.00108364,0.02167342,0.59639772,0.48678272,0.02753079,1.24984600,0.25873623,0.15065511
-5.35767884,1.91900245,0.00122375,0.02197739,0.60696263,0.49641215,0.02812673,1.27407926,0.26491476,0.15526012
-5.35167584,1.95428492,0.00138048,0.02233361,0.61688892,0.50495553,0.02860234,1.29679344,0.27106268,0.15998765
-5.34567284,1.98706891,0.00155449,0.02273445,0.62614090,0.51234338,0.02894839,1.31783792,0.27716746,0.16480775
-5.33966983,2.01717608,0.00174614,0.02317272,0.63470821,0.51853934,0.02915873,1.33711995,0.28322537,0.16969051
-5.33366683,2.04451194,0.00195545,0.02364198,0.64260304,0.52353921,0.02923045,1.35460186,0.28924031,0.17460605
-5.32766383,2.06905827,0.00218202,0.02413680,0.64985630,0.52736843,0.02916392,1.37029519,0.29522203,0.17952428
-5.32166083,2.09086189,0.00242497,0.02465287,0.65651279,0.53007817,0.02896270,1.38425256,0.30118416,0.18441468
-5.31565783,2.11002074,0.00268292,0.02518717,0.66262608,0.53174017,0.02863334,1.39655783,0.30714199,0.18924617
-5.30965483,2.12666855,0.00295395,0.02573805,0.66825326,0.53244093,0.02818500,1.40731552,0.31311031,0.19398706
-5.30365183,2.14095938,0.00323558,0.02630520,0.67345005,0.53227553,0.02762906,1.41664023,0.31910144,0.19860521
-5.29764882,2.15305302,0.00352479,0.02688971,0.67826652,0.53134151,0.02697862,1.42464674,0.32512351,0.20306842
-5.29164582,2.16310244,0.00381806,0.02749396,0.68274376,0.52973324,0.02624798,1.43144152,0.33117925,0.20734502
-5.28564282,2.17124366,0.00411141,0.02812164,0.68691148,0.52753703,0.02545213,1.43711600,0.33726508,0.21140471
-5.27963982,2.17758876,0.00440048,0.02877762,0.69078674,0.52482727,0.02460619,1.44174189,0.34337083,0.21521956
-5.27363682,2.18222200,0.00468067,0.02946790,0.69437357,0.52166389,0.02372497,1.44536856,0.34947981,0.21876508
-5.26763382,2.18519887,0.00494722,0.03019948,0.69766358,0.51809094,0.02282255,1.44802235,0.35556919,0.22202134
-5.26163082,2.18654768,0.00519534,0.03098027,0.70063707,0.51413653,0.02191196,1.44970760,0.36161075,0.22497395
-5.25562781,2.18627307,0.00542040,0.03181887,0.70326465,0.50981387,0.02100488,1.45040891,0.36757169,0.22761491
-5.24962481,2.18436070,0.00561804,0.03272442,0.70550901,0.50512326,0.02011151,1.45009412,0.37341549,0.22994310
-5.24362181,2.18078243,0.00578432,0.03370636,0.70732654,0.50005484,0.01924050,1.44871775,0.37910268,0.23196441
-5.23761881,2.17550113,0.00591588,0.03477406,0.70866881,0.49459166,0.01839890,1.44622423,0.38459147,0.23369154
-5.23161581,2.16847474,0.00601003,0.03593656,0.70948357,0.48871303,0.01759221,1.44255070,0.38983808,0.23514318
-5.22561281,2.15965897,0.00606486,0.03720209,0.70971539,0.48239772,0.01682455,1.43762912,0.39479689,0.23634295
-5.21960980,2.14900850,0.00607929,0.03857760,0.70930584,0.47562673,0.01609872,1.43138763,0.39942036,0.23731776
-5.21360680,2.13647677,0.00605316,0.04006829,0.70819343,0.46838569,0.01541640,1.42375108,0.40365871,0.23809601
-5.20760380,2.12201433,0.00598717,0.04167703,0.70631325,0.46066648,0.01477832,1.41464107,0.40745956,0.23870547
-5.20160080,2.10556636,0.00588289,0.04340384,0.70359676,0.45246821,0.01418438,1.40397551,0.41076760,0.23917116
-5.19559780,2.08706975,0.00574269,0.04524535,0.69997170,0.44379746,0.01363382,1.39166828,0.41352426,0.23951317
-5.18959480,2.06645033,0.00556967,0.04719436,0.69536238,0.43466796,0.01312532,1.37762905,0.41566780,0.23974481
-5.18359180,2.04362073,0.00536751,0.04923942,0.68969060,0.42509964,0.01265714,1.36176380,0.41713352,0.23987095
-5.17758879,2.01847959,0.00514038,0.05136457,0.68287711,0.41511739,0.01222712,1.34397613,0.41785453,0.23988692
-5.17158579,1.99091230,0.00489276,0.05354923,0.67484379,0.40474960,0.01183276,1.32416961,0.41776284,0.23977778
-5.16558279,1.96079362,0.00462933,0.05576824,0.66551652,0.39402658,0.01147129,1.30225117,0.41679095,0.23951834
-5.15957979,1.92799234,0.00435478,0.05799207,0.65482851,0.38297919,0.01113964,1.27813558,0.41487382,0.23907366
-5.15357679,1.89237773,0.00407371,0.06018731,0.64272404,0.37163764,0.01083447,1.25175062,0.41195114,0.23840023
-5.14757379,1.85382759,0.00379048,0.06231732,0.62916236,0.36003066,0.01055221,1.22304300,0.40796985,0.23744765
-5.14157079,1.81223748,0.00350909,0.06434303,0.61412154,0.34818507,0.01028908,1.19198429,0.40288673,0.23616082
-5.13556778,1.76753064,0.00323314,0.06622402,0.59760186,0.33612583,0.01004115,1.15857689,0.39667098,0.23448252
-5.12956478,1.71966790,0.00296570,0.06791967,0.57962876,0.32387639,0.00980435,1.12285926,0.38930651,0.23235617
-5.12356178,1.66865709,0.00270934,0.06939048,0.56025491,0.31145954,0.00957462,1.08491035,0.38079403,0.22972881
-5.11755878,1.61456132,0.00246605,0.07059939,0.53956134,0.29889846,0.00934792,1.04485265,0.37115259,0.22655401
-5.11155578,1.55750561,0.00223731,0.07151313,0.51765753,0.28621803,0.00912040,1.00285386,0.36042061,0.22279462
-5.10555278,1.49768152,0.00202406,0.07210357,0.49468037,0.27344621,0.00888847,0.95912686,0.34865631,0.21842527
-5.09954977,1.43534947,0.00182677,0.07234893,0.47079216,0.26061536,0.00864890,0.91392799,0.33593746,0.21343449
-5.09354677,1.37083857,0.00164550,0.07223477,0.44617750,0.24776358,0.00839895,0.86755384,0.32236056,0.20782632
-5.08754377,1.30454414,0.00147994,0.07175489,0.42103954,0.23493570,0.00813648,0.82033642,0.30803932,0.20162142
-5.08154077,1.23692283,0.00132950,0.07091188,0.39559554,0.22218410,0.00785996,0.77263730,0.29310267,0.19485758
-5.07553777,1.16848574,0.00119338,0.06971745,0.37007198,0.20956918,0.00756860,0.72484068,0.27769232,0.18758968
-5.06953477,1.09978986,0.00107059,0.06819246,0.34469969,0.19715949,0.00726235,0.67734601,0.26195994,0.17988902
-5.06353177,1.03142819,0.00096009,0.06636657,0.31970883,0.18503149,0.00694188,0.63056029,0.24606410,0.17184216
-5.05752876,0.96401898,0.00086076,0.06427776,0.29532432,0.17326899,0.00660863,0.58489045,0.23016713,0.16354927
-5.05152576,0.89819452,0.00077152,0.06197139,0.27176161,0.16196227,0.00626472,0.54073612,0.21443194,0.15512205
-5.04552276,0.83458987,0.00069132,0.05949915,0.24922306,0.15120691,0.00591289,0.49848301,0.19901896,0.14668138
-5.03951976,0.77383193,0.00061916,0.05691779,0.22789496,0.14110237,0.00555642,0.45849705,0.18408323,0.13835466
-5.03351676,0.71652910,0.00055415,0.05428765,0.20794525,0.13175050,0.00519905,0.42111946,0.16977180,0.13027305
-5.02751376,0.66326172,0.00049551,0.05167112,0.18952200,0.12325373,0.00484483,0.38666270,0.15622136,0.12256870
-5.02151076,0.61457357,0.00044253,0.04913111,0.17275247,0.11571341,0.00449809,0.35540747,0.14355633,0.11537190
-5.01550775,0.57096440,0.00039462,0.04672944,0.15774277,0.10922793,0.00416324,0.32760046,0.13188720,0.10880844
-5.00950475,0.53288352,0.00035129,0.04452534,0.14457809,0.10389096,0.00384474,0.30345297,0.12130926,0.10299709
-5.00350175,0.50072455,0.00031212,0.04257408,0.13332319,0.09978968,0.00354695,0.28314009,0.11190172,0.09804733
-4.99749875,0.47482113,0.00027680,0.04092571,0.12402331,0.09700316,0.00327410,0.26680048,0.10372712,0.09405736
-4.99149575,0.45544356,0.00024504,0.03962397,0.11670509,0.09560076,0.00303018,0.25453642,0.09683103,0.09111234
-4.98549275,0.44279638,0.00021663,0.03870547,0.11137773,0.09564070,0.00281887,0.24641419,0.09124202,0.08928307
-4.97948974,0.43701670,0.00019140,0.03819906,0.10803399,0.09716885,0.00264352,0.24246459,0.08697191,0.08862497
-4.97348674,0.43817328,0.00016921,0.03812546,0.10665124,0.10021759,0.00250709,0.24268352,0.08401616,0.08917735
-4.96748374,0.44626641,0.00014994,0.03849713,0.10719237,0.10480498,0.00241210,0.24703265,0.08235446,0.09096317
-4.96148074,0.46122842,0.00013351,0.03931841,0.10960659,0.11093410,0.00236063,0.25544012,0.08195158,0.09398904
-4.95547774,0.48292512,0.00011982,0.04058588,0.11383016,0.11859270,0.00235425,0.26780133,0.08275826,0.09824565
-4.94947474,0.51115787,0.00010881,0.04228903,0.11978701,0.12775310,0.00239400,0.28397986,0.08471234,0.10370850
-4.94347174,0.54566665,0.00010042,0.04441106,0.12738942,0.13837241,0.00248038,0.30380865,0.08774006,0.11033899
-4.93746873,0.58613399,0.00009459,0.04692993,0.13653859,0.15039300,0.00261327,0.32709140,0.09175746,0.11808578
-4.93146573,0.63218987,0.00009127,0.04981955,0.14712541,0.16374336,0.00279192,0.35360429,0.09667202,0.12688647
-4.92546273,0.68341749,0.00009041,0.05305115,0.15903129,0.17833916,0.00301492,0.38309827,0.10238444,0.13666944
-4.91945973,0.73936006,0.00009196,0.05659467,0.17212911,0.19408467,0.00328012,0.41530158,0.10879054,0.14735593
-4.91345673,0.79952826,0.00009587,0.06042018,0.18628446,0.21087430,0.00358469,0.44992293,0.11578337,0.15886219
-4.90745373,0.86340846,0.00010211,0.06449934,0.20135700,0.22859440,0.00392500,0.48665498,0.12325534,0.17110171
-4.90145073,0.93047140,0.00011062,0.06880675,0.21720206,0.24712513,0.00429671,0.52517833,0.13110054,0.18398739
-4.89544772,1.00018110,0.00012135,0.07332109,0.23367242,0.26634241,0.00469474,0.56516578,0.13921693,0.19743358
-4.88944472,1.07200381,0.00013423,0.07802617,0.25062027,0.28611986,0.00511334,0.60628687,0.14750862,0.21135796
-4.88344172,1.14541673,0.00014920,0.08291163,0.26789922,0.30633067,0.00554615,0.64821258,0.15588799,0.22568311
-4.87743872,1.21991624,0.00016617,0.08797342,0.28536650,0.32684936,0.00598631,0.69062003,0.16427759,0.24033778
-4.87143572,1.29502534,0.00018505,0.09321388,0.30288507,0.34755336,0.00642658,0.73319719,0.17261186,0.25525770
-4.86543272,1.37030031,0.00020573,0.09864149,0.32032574,0.36832453,0.00685951,0.77564738,0.18083849,0.27038607
-4.85942971,1.44533623,0.00022807,0.10427028,0.33756918,0.38905038,0.00727758,0.81769361,0.18891942,0.28567354
-4.85342671,1.51977144,0.00025193,0.11011887,0.35450779,0.40962527,0.00767344,0.85908256,0.19683138,0.30107781
-4.84742371,1.59329085,0.00027715,0.11620920,0.37104739,0.42995137,0.00804009,0.89958829,0.20456594,0.31656291
-4.84142071,1.66562805,0.00030356,0.12256500,0.38710862,0.44993967,0.00837106,0.93901549,0.21212916,0.33209804
-4.83541771,1.73656647,0.00033097,0.12921004,0.40262810,0.46951083,0.00866067,0.97720237,0.21954060,0.34765634
-4.82941471,1.80593939,0.00035919,0.13616627,0.41755927,0.48859607,0.00890412,1.01402307,0.22683198,0.36321341
-4.82341171,1.87362911,0.00038802,0.14345189,0.43187287,0.50713804,0.00909771,1.04938948,0.23404522,0.37874578
-4.81740870,1.93956520,0.00041728,0.15107948,0.44555703,0.52509168,0.00923893,1.08325252,0.24123024,0.39422954
-4.81140570,2.00372185,0.00044678,0.15905423,0.45861696,0.54242501,0.00932651,1.11560261,0.24844223,0.40963895
-4.80540270,2.06611438,0.00047636,0.16737239,0.47107414,0.55911979,0.00936052,1.14646939,0.25573877,0.42494537
-4.79939970,2.12679481,0.00050586,0.17602006,0.48296510,0.57517202,0.00934224,1.17592027,0.26317669,0.44011642
-4.79339670,2.18584635,0.00053514,0.18497221,0.49433960,0.59059198,0.00927420,1.20405796,0.27080879,0.45511537
-4.78739370,2.24337681,0.00056409,0.19419223,0.50525836,0.60540394,0.00915999,1.23101659,0.27868067,0.46990093
-4.78139070,2.29951081,0.00059262,0.20363182,0.51579026,0.61964517,0.00900414,1.25695640,0.28682759,0.48442729
-4.77538769,2.35438069,0.00062066,0.21323137,0.52600894,0.63336427,0.00881194,1.28205690,0.29527154,0.49864437
-4.76938469,2.40811625,0.00064816,0.22292081,0.53598910,0.64661873,0.00858919,1.30650856,0.30401874,0.51249838
-4.76338169,2.46083336,0.00067507,0.23262084,0.54580229,0.65947161,0.00834201,1.33050305,0.31305748,0.52593252
-4.75737869,2.51262182,0.00070134,0.24224462,0.55551254,0.67198748,0.00807661,1.35422235,0.32235666,0.53888784
-4.75137569,2.56353275,0.00072695,0.25169982,0.56517184,0.68422760,0.00779906,1.37782696,0.33186485,0.55130419
-4.74537269,2.61356619,0.00075184,0.26089096,0.57481569,0.69624461,0.00751509,1.40144382,0.34151019,0.56312124
-4.73936968,2.66265954,0.00077594,0.26972199,0.58445905,0.70807696,0.00722993,1.42515436,0.35120111,0.57427953
-4.73336668,2.71067759,0.00079916,0.27809913,0.59409273,0.71974333,0.00694816,1.44898349,0.36082789,0.58472165
-4.72736368,2.75740506,0.00082137,0.28593369,0.60368061,0.73123747,0.00667361,1.47289013,0.37026512,0.59439337
-4.72136068,2.80254243,0.00084241,0.29314500,0.61315791,0.74252384,0.00640932,1.49676000,0.37937500,0.60324491
-4.71535768,2.84570584,0.00086209,0.29966325,0.62243063,0.75353439,0.00615751,1.52040145,0.38801156,0.61123224
-4.70935468,2.88643158,0.00088018,0.30543216,0.63137643,0.76416685,0.00591963,1.54354474,0.39602547,0.61831848
-4.70335168,2.92418563,0.00089641,0.31041143,0.63984697,0.77428486,0.00569641,1.56584528,0.40326960,0.62447537
-4.69734867,2.95837841,0.00091050,0.31457884,0.64767181,0.78372002,0.00548799,1.58689098,0.40960488,0.62968480
-4.69134567,2.98838432,0.00092216,0.31793196,0.65466373,0.79227613,0.00529400,1.60621376,0.41490655,0.63394031
-4.68534267,3.01356576,0.00093109,0.32048934,0.66062540,0.79973539,0.00511376,1.62330481,0.41907024,0.63724857
-4.67933967,3.03330050,0.00093702,0.32229116,0.66535708,0.80586651,0.00494639,1.63763328,0.42201796,0.63963068
-4.67333667,3.04701146,0.00093970,0.32339925,0.66866519,0.81043435,0.00479102,1.64866742,0.42370352,0.64112323
-4.66733367,3.05419720,0.00093892,0.32389650,0.67037109,0.81321071,0.00464688,1.65589729,0.42411715,0.64177895
-4.66133067,3.05446173,0.00093456,0.32388549,0.67031995,0.81398570,0.00451350,1.65885800,0.42328918,0.64166691
-4.65532766,3.04754177,0.00092654,0.32348658,0.66838901,0.81257917,0.00439077,1.65715221,0.42129249,0.64087210
-4.64932466,3.03333008,0.00091490,0.32283522,0.66449496,0.80885148,0.00427909,1.65047064,0.41824349,0.63949433
-4.64332166,3.01189308,0.00089974,0.32207873,0.65859986,0.80271316,0.00417937,1.63860959,0.41430164,0.63764636
