energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.36368184,7.67879678,0.02443071,0.23947549,2.67249391,4.71375714,2.16139533,0.00000000
-5.35767884,7.37382934,0.02370889,0.22966693,2.61334688,4.49156484,2.09534085,0.00000000
-5.35167584,7.06497611,0.02297542,0.22003006,2.55515404,4.26533712,2.02951267,0.00000000
-5.34567284,6.75348823,0.02223021,0.21060569,2.49741172,4.03666635,1.96369056,0.00000000
-5.33966983,6.44057988,0.02147268,0.20142274,2.43954237,3.80713435,1.89764390,0.00000000
-5.33366683,6.12743360,0.02070201,0.19249909,2.38093205,3.57828699,1.83115308,0.00000000
-5.32766383,5.81520741,0.01991733,0.18384282,2.32096873,3.35161127,1.76403003,0.00000000
-5.32166083,5.50504366,0.01911799,0.17545395,2.25908001,3.12851582,1.69613712,0.00000000
-5.31565783,5.19807894,0.01830376,0.16732645,2.19476840,2.91031571,1.62740364,0.00000000
-5.30965483,4.89545482,0.01747505,0.15945045,2.12764276,2.69822182,1.55783927,0.00000000
-5.30365183,4.59832844,0.01663305,0.15181462,2.05744444,2.49333496,1.48754423,0.00000000
-5.29764882,4.30788239,0.01577986,0.14440839,1.98406729,2.29664456,1.41671556,0.00000000
-5.29164582,4.02533294,0.01491856,0.13722416,1.90757057,2.10903153,1.34564960,0.00000000
-5.28564282,3.75193611,0.01405321,0.13025917,1.82818451,1.93127465,1.27474050,0.00000000
-5.27963982,3.48899079,0.01318885,0.12351708,1.74630841,1.76405978,1.20447507,0.00000000
-5.27363682,3.23783863,0.01233135,0.11700910,1.66250156,1.60799114,1.13542413,0.00000000
-5.26763382,2.99986033,0.01148738,0.11075469,1.57746764,1.46360385,1.06823080,0.00000000
-5.26163082,2.77646829,0.01066417,0.10478173,1.49203329,1.33137685,1.00359626,0.00000000
-5.25562781,2.56909572,0.00986941,0.09912625,1.40712217,1.21174558,0.94226336,0.00000000
-5.24962481,2.37918238,0.00911101,0.09383165,1.32372538,1.10511375,0.88499883,0.00000000
-5.24362181,2.20815720,0.00839696,0.08894747,1.24286984,1.01186358,0.83257438,0.00000000
-5.23761881,2.05741836,0.00773510,0.08452787,1.16558561,0.93236406,0.78574742,0.00000000
-5.23161581,1.92831098,0.00713301,0.08062968,1.09287363,0.86697691,0.74524170,0.00000000
-5.22561281,1.82210314,0.00659777,0.07731030,1.02567477,0.81605983,0.71172829,0.00000000
-5.21960980,1.73996037,0.00613592,0.07462543,0.96484142,0.77996692,0.68580741,0.00000000
-5.21360680,1.68291926,0.00575327,0.07262670,0.91111219,0.75904618,0.66799118,0.00000000
-5.20760380,1.65186063,0.00545481,0.07135938,0.86509064,0.75363399,0.65868782,0.00000000
-5.20160080,1.64748260,0.00524464,0.07086008,0.82722830,0.76404669,0.65818734,0.00000000
-5.19559780,1.67027433,0.00512588,0.07115477,0.79781243,0.79056957,0.66664919,0.00000000
-5.18959480,1.72049091,0.00510057,0.07225688,0.77695857,0.83344344,0.68409198,0.00000000
-5.18359180,1.79813030,0.00516964,0.07416586,0.76460806,0.89284931,0.71038576,0.00000000
-5.17758879,1.90291307,0.00533284,0.07686599,0.76053022,0.96889182,0.74524697,0.00000000
-5.17158579,2.03426594,0.00558863,0.08032569,0.76432927,1.06158204,0.78823658,0.00000000
-5.16558279,2.19131019,0.00593417,0.08449723,0.77545534,1.17082039,0.83876159,0.00000000
-5.15957979,2.37285584,0.00636526,0.08931696,0.79321963,1.29638065,0.89608039,0.00000000
-5.15357679,2.57740267,0.00687627,0.09470603,0.81681289,1.43789582,0.95931194,0.00000000
-5.14757379,2.80314882,0.00746015,0.10057160,0.84532698,1.59484667,1.02744921,0.00000000
-5.14157079,3.04800748,0.00810841,0.10680858,0.87777884,1.76655374,1.09937658,0.00000000
-5.13556778,3.30963208,0.00881115,0.11330179,0.91313611,1.95217335,1.17389133,0.00000000
-5.12956478,3.58544959,0.00955719,0.11992853,0.95034400,2.15069804,1.24972866,0.00000000
-5.12356178,3.87270159,0.01033410,0.12656152,0.98835233,2.36096157,1.32558981,0.00000000
-5.11755878,4.16849190,0.01112846,0.13307208,1.02614215,2.58164836,1.40017249,0.00000000
-5.11155578,4.46983934,0.01192601,0.13933345,1.06275113,2.81130709,1.47220280,0.00000000
-5.10555278,4.77373379,0.01271196,0.14522420,1.09729690,3.04836781,1.54046745,0.00000000
-5.09954977,5.07719338,0.01347128,0.15063149,1.12899759,3.29116169,1.60384523,0.00000000
-5.09354677,5.37732053,0.01418908,0.15545422,1.15718907,3.53794259,1.66133647,0.00000000
-5.08754377,5.67135443,0.01485095,0.15960579,1.18133811,3.78690931,1.71208936,0.00000000
-5.08154077,5.95671792,0.01544336,0.16301651,1.20105135,4.03622766,1.75542203,0.00000000
-5.07553777,6.23105677,0.01595407,0.16563541,1.21607962,4.28405132,1.79083943,0.00000000
-5.06953477,6.49226998,0.01637248,0.16743155,1.22631779,4.52854090,1.81804436,0.00000000
-5.06353177,6.73853017,0.01668993,0.16839462,1.23180007,4.76788073,1.83694217,0.00000000
-5.05752876,6.96829384,0.01690004,0.16853494,1.23269133,5.00029316,1.84763889,0.00000000
-5.05152576,7.18030193,0.01699888,0.16788279,1.22927482,5.22405076,1.85043309,0.00000000
-5.04552276,7.37357149,0.01698513,0.16648710,1.22193686,5.43748663,1.84580173,0.00000000
-5.03951976,7.54738025,0.01686011,0.16441366,1.21114934,5.63900376,1.83438067,0.00000000
-5.03351676,7.70124584,0.01662777,0.16174274,1.19745082,5.82708416,1.81694093,0.00000000
-5.02751376,7.83490184,0.01629454,0.15856647,1.18142683,6.00029893,1.79436148,0.00000000
-5.02151076,7.94827298,0.01586912,0.15498584,1.16369034,6.15731991,1.76759986,0.00000000
-5.01550775,8.04145140,0.01536222,0.15110759,1.14486292,6.29693391,1.73766176,0.00000000
-5.00950475,8.11467581,0.01478618,0.14704108,1.12555716,6.41805974,1.70557058,0.00000000
-5.00350175,8.16831476,0.01415458,0.14289514,1.10636085,6.51976822,1.67233820,0.00000000
-4.99749875,8.20285465,0.01348181,0.13877512,1.08782309,6.60130483,1.63893752,0.00000000
-4.99149575,8.21889255,0.01278260,0.13478017,1.07044256,6.66211398,1.60627782,0.00000000
-4.98549275,8.21713324,0.01207161,0.13100083,1.05465802,6.70186384,1.57518319,0.00000000
-4.97948974,8.19838933,0.01136296,0.12751687,1.04084074,6.72046996,1.54637456,0.00000000
-4.97348674,8.16358288,0.01066989,0.12439559,1.02928909,6.71811581,1.52045536,0.00000000
-4.96748374,8.11374667,0.01000434,0.12169052,1.02022474,6.69526824,1.49790109,0.00000000
-4.96148074,8.05002338,0.00937677,0.11944045,1.01379054,6.65268601,1.47905239,0.00000000
-4.95547774,7.97366082,0.00879586,0.11766891,1.01004980,6.59141953,1.46411191,0.00000000
-4.94947474,7.88600189,0.00826838,0.11638405,1.00898693,6.51280060,1.45314445,0.00000000
-4.94347174,7.78846841,0.00779916,0.11557890,1.01050928,6.41842147,1.44608039,0.00000000
-4.93746873,7.68253859,0.00739104,0.11523196,1.01445032,6.31010299,1.44272224,0.00000000
-4.93146573,7.56971848,0.00704497,0.11530824,1.02057403,6.18985256,1.44275406,0.00000000
-4.92546273,7.45150864,0.00676009,0.11576049,1.02858076,6.05981325,1.44575365,0.00000000
-4.91945973,7.32936775,0.00653399,0.11653089,1.03811457,5.92220608,1.45120732,0.00000000
-4.91345673,7.20467534,0.00636286,0.11755288,1.04877202,5.77926808,1.45852717,0.00000000
-4.90745373,7.07869628,0.00624178,0.11875334,1.06011274,5.63318917,1.46707042,0.00000000
-4.90145073,6.95254975,0.00616504,0.12005489,1.07167143,5.48605106,1.47616081,0.00000000
-4.89544772,6.82718522,0.00612638,0.12137837,1.08297142,5.33977159,1.48511139,0.00000000
-4.88944472,6.70336794,0.00611935,0.12264538,1.09353943,5.19605741,1.49324853,0.00000000
-4.88344172,6.58167560,0.00613762,0.12378086,1.10292137,5.05636794,1.49993634,0.00000000
-4.87743872,6.46250741,0.00617523,0.12471560,1.11069857,4.92189243,1.50460109,0.00000000
-4.87143572,6.34610603,0.00622695,0.12538862,1.11650422,4.79354186,1.50675474,0.00000000
-4.86543272,6.23259197,0.00628847,0.12574933,1.12003926,4.67195587,1.50601705,0.00000000
-4.85942971,6.12200908,0.00635668,0.12575943,1.12108724,4.55752474,1.50213529,0.00000000
-4.85342671,6.01437927,0.00642983,0.12539445,1.11952756,4.45042503,1.49500100,0.00000000
-4.84742371,5.90976354,0.00650774,0.12464492,1.11534648,4.35066691,1.48466306,0.00000000
-4.84142071,5.80832625,0.00659187,0.12351702,1.10864549,4.25815058,1.47133647,0.00000000
-4.83541771,5.71039889,0.00668544,0.12203285,1.09964647,4.17272853,1.45540644,0.00000000
-4.82941471,5.61653950,0.00679344,0.12023017,1.08869340,4.09426986,1.43742739,0.00000000
-4.82341171,5.52758411,0.00692264,0.11816165,1.07625030,4.02272313,1.41811667,0.00000000
-4.81740870,5.44468643,0.00708152,0.11589372,1.06289536,3.95817387,1.39834311,0.00000000
-4.81140570,5.36934289,0.00728016,0.11350490,1.04931115,3.90089321,1.37911029,0.00000000
-4.80540270,5.30340024,0.00753010,0.11108387,1.03627112,3.85137464,1.36153502,0.00000000
-4.79939970,5.24904408,0.00784413,0.10872710,1.02462249,3.81035643,1.34682128,0.00000000
-4.79339670,5.20876721,0.00823604,0.10653637,1.01526594,3.77882779,1.33623021,0.00000000
-4.78739370,5.18531772,0.00872036,0.10461594,1.00913246,3.75801797,1.33104688,0.00000000
-4.78139070,5.18162764,0.00931197,0.10306974,1.00715784,3.74936809,1.33254434,0.00000000
-4.77538769,5.20072397,0.01002578,0.10199846,1.01025544,3.75448650,1.34194605,0.00000000
-4.76938469,5.24562457,0.01087629,0.10149664,1.01928784,3.77508908,1.36038741,0.00000000
-4.76338169,5.31922244,0.01187715,0.10164996,1.03503814,3.81292703,1.38887744,0.00000000
-4.75737869,5.42416227,0.01304072,0.10253251,1.05818156,3.86970484,1.42826158,0.00000000
-4.75137569,5.56271399,0.01437756,0.10420449,1.08925829,3.94699200,1.47918673,0.00000000
-4.74537269,5.73664814,0.01589597,0.10671001,1.12864844,4.04613220,1.54206950,0.00000000
-4.73936968,5.94711797,0.01760153,0.11007530,1.17654977,4.16815387,1.61706889,0.00000000
-4.73336668,6.19455344,0.01949662,0.11430727,1.23295927,4.31368610,1.70406421,0.00000000
-4.72736368,6.47857169,0.02158004,0.11939250,1.29765921,4.48288363,1.80263949,0.00000000
-4.72136068,6.79790827,0.02384661,0.12529666,1.37020850,4.67536430,1.91207492,0.00000000
-4.71535768,7.15037269,0.02628692,0.13196438,1.44993991,4.89016197,2.03134620,0.00000000
-4.70935468,7.53283122,0.02888710,0.13931973,1.53596368,5.12569730,2.15913235,0.00000000
-4.70335168,7.94121867,0.03162875,0.14726707,1.62717768,5.37976802,2.29383203,0.00000000
-4.69734867,8.37058018,0.03448889,0.15569255,1.72228447,5.64955977,2.43358860,0.00000000
-4.69134567,8.81514269,0.03744020,0.16446599,1.81981474,5.93167768,2.57632352,0.00000000
-4.68534267,9.26841493,0.04045121,0.17344337,1.91815705,6.22219826,2.71977745,0.00000000
-4.67933967,9.72331352,0.04348675,0.18246965,2.01559307,6.51674027,2.86155826,0.00000000
-4.67333667,10.17231193,0.04650852,0.19138206,2.11033740,6.81055278,2.99919461,0.00000000
-4.66733367,10.60760810,0.04947574,0.20001364,2.20058088,7.09861782,3.13019378,0.00000000
-4.66133067,11.02130584,0.05234601,0.20819707,2.28453619,7.37576477,3.25210188,0.00000000
-4.65532766,11.40560453,0.05507616,0.21576860,2.36048401,7.63679291,3.36256472,0.00000000
-4.64932466,11.75299128,0.05762326,0.22257198,2.42681849,7.87659853,3.45938737,0.00000000
-4.64332166,12.05642960,0.05994565,0.22846234,2.48209027,8.09030279,3.54059041,0.00000000
-4.63731866,12.30953858,0.06200402,0.23330984,2.52504566,8.27337620,3.60446100,0.00000000
-4.63131566,12.50675694,0.06376238,0.23700295,2.55466046,8.42175606,3.64959699,0.00000000
-4.62531266,12.64348665,0.06518910,0.23945133,2.57016727,8.53195316,3.67494269,0.00000000
-4.61930965,12.71621159,0.06625777,0.24058816,2.57107533,8.60114425,3.67981485,0.00000000
-4.61330665,12.72258755,0.06694795,0.24037178,2.55718208,8.62724756,3.66391821,0.00000000
-4.60730365,12.66150062,0.06724582,0.23878666,2.52857618,8.60897882,3.62734995,0.00000000
-4.60130065,12.53309234,0.06714457,0.23584371,2.48563191,8.54588615,3.57059311,0.00000000
-4.59529765,12.33875099,0.06664464,0.23157969,2.42899522,8.43836251,3.49449925,0.00000000
-4.58929465,12.08106950,0.06575374,0.22605604,2.35956206,8.28763564,3.40026111,0.00000000
-4.58329165,11.76377179,0.06448665,0.21935689,2.27845001,8.09573570,3.28937636,0.00000000
-4.57728864,11.39161007,0.06286484,0.21158657,2.18696420,7.86544175,3.16360390,0.00000000
-4.57128564,10.97023703,0.06091586,0.20286651,2.08655904,7.60020911,3.02491434,0.00000000
-4.56528264,10.50605734,0.05867259,0.19333177,1.97879716,7.30407994,2.87543649,0.00000000
-4.55927964,10.00606353,0.05617234,0.18312733,1.86530711,6.98158018,2.71740177,0.00000000
-4.55327664,9.47766196,0.05345583,0.17240417,1.74774136,6.63760638,2.55308852,0.00000000
-4.54727364,8.92849449,0.05056613,0.16131539,1.62773599,6.27730606,2.38476797,0.00000000
-4.54127064,8.36626173,0.04754757,0.15001252,1.50687345,5.90595567,2.21465367,0.00000000
-4.53526763,7.79855311,0.04444462,0.13864197,1.38664938,5.52883994,2.04485575,0.00000000
-4.52926463,7.23268892,0.04130087,0.12734201,1.26844450,5.15113632,1.87734131,0.00000000
-4.52326163,6.67557862,0.03815806,0.11624009,1.15350201,4.77780793,1.71390186,0.00000000
-4.51725863,6.13359886,0.03505523,0.10545075,1.04291099,4.41350790,1.55612829,0.00000000
-4.51125563,5.61249398,0.03202797,0.09507410,0.93759588,4.06249748,1.40539379,0.00000000
-4.50525263,5.11730053,0.02910790,0.08519484,0.83831178,3.72857971,1.26284458,0.00000000
-4.49924962,4.65229665,0.02632221,0.07588197,0.74564525,3.41504981,1.12939810,0.00000000
-4.49324662,4.22097616,0.02369338,0.06718892,0.66002016,3.12466257,1.00574817,0.00000000
-4.48724362,3.82604606,0.02123912,0.05915423,0.58170769,2.85961688,0.89237616,0.00000000
-4.48124062,3.46944601,0.01897235,0.05180269,0.51083985,2.62155635,0.78956741,0.00000000
-4.47523762,3.15238709,0.01690137,0.04514682,0.44742561,2.41158506,0.69743169,0.00000000
-4.46923462,2.87540706,0.01503013,0.03918854,0.39136880,2.23029660,0.61592660,0.00000000
-4.46323162,2.63843904,0.01335854,0.03392115,0.34248688,2.07781453,0.54488284,0.00000000
-4.45722861,2.44088989,0.01188295,0.02933126,0.30052998,1.95384202,0.48403026,0.00000000
-4.45122561,2.28172516,0.01059655,0.02540088,0.26519924,1.85771832,0.43302354,0.00000000
-4.44522261,2.15955688,0.00948987,0.02210925,0.23616414,1.78847965,0.39146675,0.00000000
-4.43921961,2.07273112,0.00855132,0.01943470,0.21307809,1.74492203,0.35893581,0.00000000
-4.43321661,2.01941207,0.00776763,0.01735619,0.19559203,1.72566391,0.33499832,0.00000000
-4.42721361,1.99765995,0.00712434,0.01585463,0.18336570,1.72920602,0.31923011,0.00000000
-4.42121061,2.00550031,0.00660626,0.01491390,0.17607639,1.75398685,0.31122811,0.00000000
-4.41520760,2.04098246,0.00619786,0.01452151,0.17342517,1.79843151,0.31061942,0.00000000
-4.40920460,2.10222564,0.00588363,0.01466897,0.17514046,1.86099269,0.31706623,0.00000000
-4.40320160,2.18745144,0.00564843,0.01535175,0.18097913,1.94018234,0.33026691,0.00000000
-4.39719860,2.29500199,0.00547774,0.01656886,0.19072521,2.03459327,0.34995309,0.00000000
-4.39119560,2.42334353,0.00535790,0.01832216,0.20418646,2.14290997,0.37588329,0.00000000
-4.38519260,2.57105592,0.00527632,0.02061528,0.22118902,2.26390885,0.40783333,0.00000000
-4.37918959,2.73680889,0.00522157,0.02345232,0.24157042,2.39644809,0.44558415,0.00000000
-4.37318659,2.91932674,0.00518352,0.02683622,0.26517147,2.53944810,0.48890761,0.00000000
-4.36718359,3.11734346,0.00515341,0.03076709,0.29182718,2.69186386,0.53755092,0.00000000
-4.36118059,3.32955107,0.00512383,0.03524030,0.32135740,2.85265110,0.59122078,0.00000000
-4.35517759,3.55454426,0.00508874,0.04024467,0.35355748,3.02072839,0.64956767,0.00000000
-4.34917459,3.79076485,0.00504343,0.04576065,0.38818955,3.19493793,0.71217162,0.00000000
-4.34317159,4.03644975,0.00498446,0.05175868,0.42497478,3.37400749,0.77853000,0.00000000
-4.33716858,4.28958625,0.00490952,0.05819790,0.46358731,3.55651669,0.84804840,0.00000000
-4.33116558,4.54787818,0.00481737,0.06502508,0.50365004,3.74087019,0.92003521,0.00000000
-4.32516258,4.80872618,0.00470771,0.07217410,0.54473288,3.92528036,0.99370065,0.00000000
-4.31915958,5.06922478,0.00458101,0.07956592,0.58635359,4.10776156,1.06816057,0.00000000
-4.31315658,5.32617810,0.00443840,0.08710910,0.62798154,4.28613766,1.14244550,0.00000000
-4.30715358,5.57613522,0.00428151,0.09470092,0.66904436,4.45806348,1.21551459,0.00000000
