energy_ev,total_up,Cu_p_up,Cu_d_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,1.13249451,0.23631305,0.22124325,0.31393856,0.00000000,0.01151336,0.06044224,0.03384440,0.55272790
-5.99399700,1.13347134,0.23612354,0.21979060,0.31735058,0.00000000,0.01191659,0.05821728,0.03445726,0.55664863
-5.98799400,1.13247569,0.23577484,0.21782027,0.32033828,0.00000000,0.01228687,0.05597155,0.03500030,0.55958843
-5.98199100,1.12978746,0.23534346,0.21539203,0.32294891,0.00000000,0.01262100,0.05374901,0.03547929,0.56164534
-5.97598799,1.12568962,0.23490227,0.21257012,0.32522387,0.00000000,0.01291634,0.05159151,0.03590152,0.56291896
-5.96998499,1.12045991,0.23451862,0.20942169,0.32719672,0.00000000,0.01317079,0.04953780,0.03627555,0.56350706
-5.96398199,1.11436447,0.23425315,0.20601558,0.32889177,0.00000000,0.01338267,0.04762291,0.03661098,0.56350304
-5.95797899,1.10765369,0.23415948,0.20242137,0.33032364,0.00000000,0.01355070,0.04587762,0.03691817,0.56299433
-5.95197599,1.10056032,0.23428462,0.19870882,0.33149766,0.00000000,0.01367392,0.04432829,0.03720801,0.56206196
-5.94597299,1.09329986,0.23467023,0.19494765,0.33241115,0.00000000,0.01375161,0.04299678,0.03749164,0.56078111
-5.93996998,1.08607308,0.23535448,0.19120756,0.33305561,0.00000000,0.01378330,0.04190072,0.03778020,0.55922270
-5.93396698,1.07907040,0.23637463,0.18755851,0.33341966,0.00000000,0.01376869,0.04105374,0.03808456,0.55745589
-5.92796398,1.07247764,0.23776997,0.18407112,0.33349254,0.00000000,0.01370770,0.04046601,0.03841514,0.55555128
-5.92196098,1.06648285,0.23958511,0.18081725,0.33326813,0.00000000,0.01360041,0.04014466,0.03878168,0.55358455
-5.91595798,1.06128340,0.24187332,0.17787041,0.33274911,0.00000000,0.01344720,0.04009437,0.03919306,0.55164030
-5.90995498,1.05709302,0.24469976,0.17530629,0.33195112,0.00000000,0.01324868,0.04031788,0.03965710,0.54981585
-5.90395198,1.05414795,0.24814441,0.17320288,0.33090660,0.00000000,0.01300585,0.04081643,0.04018044,0.54822453
-5.89794897,1.05271173,0.25230439,0.17164057,0.32966814,0.00000000,0.01272009,0.04159018,0.04076835,0.54699828
-5.89194597,1.05307818,0.25729562,0.17070176,0.32831096,0.00000000,0.01239327,0.04263850,0.04142460,0.54628934
-5.88594297,1.05557199,0.26325346,0.17047023,0.32693448,0.00000000,0.01202777,0.04396008,0.04215132,0.54627058
-5.87993997,1.06054675,0.27033236,0.17103007,0.32566270,0.00000000,0.01162651,0.04555304,0.04294883,0.54713456
-5.87393697,1.06838020,0.27870430,0.17246421,0.32464333,0.00000000,0.01119299,0.04741479,0.04381555,0.54909105
-5.86793397,1.07946661,0.28855594,0.17485265,0.32404553,0.00000000,0.01073126,0.04954186,0.04474787,0.55236302
-5.86193097,1.09420653,0.30008457,0.17827021,0.32405643,0.00000000,0.01024585,0.05192960,0.04574006,0.55718121
-5.85592796,1.11299406,0.31349276,0.18278415,0.32487625,0.00000000,0.00974177,0.05457182,0.04678424,0.56377725
-5.84992496,1.13620198,0.32898187,0.18845138,0.32671241,0.00000000,0.00922435,0.05746035,0.04787034,0.57237577
-5.84392196,1.16416546,0.34674454,0.19531572,0.32977255,0.00000000,0.00869915,0.06058463,0.04898615,0.58318552
-5.83791896,1.19716463,0.36695629,0.20340492,0.33425688,0.00000000,0.00817182,0.06393125,0.05011747,0.59638992
-5.83191596,1.23540688,0.38976655,0.21272793,0.34035004,0.00000000,0.00764798,0.06748354,0.05124823,0.61213742
-5.82591296,1.27900947,0.41528928,0.22327215,0.34821270,0.00000000,0.00713303,0.07122123,0.05236077,0.63053191
-5.81990995,1.32798326,0.44359368,0.23500116,0.35797338,0.00000000,0.00663205,0.07512017,0.05343618,0.65162374
-5.81390695,1.38221811,0.47469506,0.24785268,0.36972062,0.00000000,0.00614962,0.07915213,0.05445462,0.67540159
-5.80790395,1.44147081,0.50854656,0.26173718,0.38349594,0.00000000,0.00568975,0.08328477,0.05539581,0.70178559
-5.80190095,1.50535609,0.54503186,0.27653700,0.39928789,0.00000000,0.00525577,0.08748163,0.05623945,0.73062207
-5.79589795,1.57334126,0.58395943,0.29210633,0.41702739,0.00000000,0.00485027,0.09170233,0.05696575,0.76168028
-5.78989495,1.64474504,0.62505861,0.30827184,0.43658474,0.00000000,0.00447505,0.09590287,0.05755588,0.79465125
-5.78389195,1.71874102,0.66797799,0.32483429,0.45776842,0.00000000,0.00413111,0.10003604,0.05799250,0.82914903
-5.77788894,1.79436590,0.71228622,0.34157103,0.48032589,0.00000000,0.00381872,0.10405204,0.05826013,0.86471459
-5.77188594,1.87053273,0.75747571,0.35823940,0.50394648,0.00000000,0.00353740,0.10789911,0.05834559,0.90082220
-5.76588294,1.94604926,0.80296920,0.37458107,0.52826638,0.00000000,0.00328604,0.11152437,0.05823833,0.93688853
-5.75987994,2.01964091,0.84812933,0.39032718,0.55287582,0.00000000,0.00306296,0.11487478,0.05793064,0.97228422
-5.75387694,2.08997830,0.89227117,0.40520433,0.57732814,0.00000000,0.00286603,0.11789814,0.05741786,1.00634772
-5.74787394,2.15570861,0.93467735,0.41894113,0.60115062,0.00000000,0.00269277,0.12054425,0.05669845,1.03840117
-5.74187094,2.21548992,0.97461573,0.43127524,0.62385692,0.00000000,0.00254048,0.12276610,0.05577406,1.06776782
-5.73586793,2.26802777,1.01135879,0.44196066,0.64496056,0.00000000,0.00240633,0.12452109,0.05464939,1.09379061
-5.72986493,2.31211265,1.04420442,0.45077507,0.66398908,0.00000000,0.00228747,0.12577233,0.05333214,1.11585114
-5.72386193,2.34665720,1.07249731,0.45752694,0.68049853,0.00000000,0.00218114,0.12648988,0.05183278,1.13338856
-5.71785893,2.37073181,1.09565004,0.46206211,0.69408754,0.00000000,0.00208474,0.12665191,0.05016435,1.14591764
-5.71185593,2.38359723,1.11316334,0.46426975,0.70441058,0.00000000,0.00199590,0.12624587,0.04834216,1.15304522
-5.70585293,2.38473281,1.12464435,0.46408719,0.71118988,0.00000000,0.00191253,0.12526942,0.04638354,1.15448453
-5.69984992,2.37385932,1.12982238,0.46150370,0.71422543,0.00000000,0.00183288,0.12373123,0.04430746,1.15006664
-5.69384692,2.35095499,1.12856134,0.45656275,0.71340270,0.00000000,0.00175551,0.12165164,0.04213420,1.13974854
-5.68784392,2.31626437,1.12086830,0.44936294,0.70869767,0.00000000,0.00167936,0.11906298,0.03988507,1.12361755
-5.68184092,2.27029916,1.10689781,0.44005726,0.70017902,0.00000000,0.00160371,0.11600971,0.03758199,1.10189159
-5.67583792,2.21383096,1.08695162,0.42885084,0.68800725,0.00000000,0.00152817,0.11254828,0.03524721,1.07491556
-5.66983492,2.14787619,1.06147403,0.41599720,0.67243085,0.00000000,0.00145267,0.10874668,0.03290294,1.04315355
-5.66383192,2.07367350,1.03104273,0.40179312,0.65377951,0.00000000,0.00137739,0.10468377,0.03057110,1.00717745
-5.65782891,1.99265461,0.99635571,0.38657236,0.63245486,0.00000000,0.00130279,0.10044830,0.02827300,0.96765228
-5.65182591,1.90640968,0.95821462,0.37069828,0.60891888,0.00000000,0.00122952,0.09613772,0.02602912,0.92531881
-5.64582291,1.81664840,0.91750536,0.35455588,0.58368059,0.00000000,0.00115843,0.09185678,0.02385891,0.88097408
-5.63981991,1.72515846,0.87517647,0.33854327,0.55728157,0.00000000,0.00109050,0.08771594,0.02178058,0.83545081
-5.63381691,1.63376260,0.83221626,0.32306295,0.53028073,0.00000000,0.00102684,0.08382962,0.01981105,0.78959618
