energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.70036923,0.02467339,0.09448901,0.33009363,0.71126113,0.00000000,0.55469883,0.24786079
-5.99399700,1.68850317,0.02625841,0.09610344,0.32514508,0.70604889,0.00000000,0.55734504,0.24320045
-5.98799400,1.68204385,0.02804724,0.09795062,0.32137089,0.70376497,0.00000000,0.56288471,0.23902437
-5.98199100,1.68090867,0.03005596,0.10002628,0.31869147,0.70429725,0.00000000,0.57118721,0.23534194
-5.97598799,1.68494796,0.03229998,0.10232178,0.31698828,0.70749631,0.00000000,0.58209731,0.23216057
-5.96998499,1.69394730,0.03479353,0.10482426,0.31610915,0.71317853,0.00000000,0.59543848,0.22948530
-5.96398199,1.70763011,0.03754890,0.10751685,0.31587460,0.72112944,0.00000000,0.61101605,0.22731804
-5.95797899,1.72566064,0.04057580,0.11037891,0.31608521,0.73110740,0.00000000,0.62862007,0.22565679
-5.95197599,1.74764753,0.04388052,0.11338640,0.31652945,0.74284765,0.00000000,0.64802786,0.22449465
-5.94597299,1.77314794,0.04746524,0.11651223,0.31699175,0.75606649,0.00000000,0.66900629,0.22381896
-5.93996998,1.80167237,0.05132725,0.11972673,0.31726046,0.77046585,0.00000000,0.69131366,0.22361044
-5.93396698,1.83269006,0.05545834,0.12299806,0.31713524,0.78573785,0.00000000,0.71470138,0.22384244
-5.92796398,1.86563509,0.05984422,0.12629268,0.31643378,0.80156949,0.00000000,0.73891523,0.22448049
-5.92196098,1.89991295,0.06446407,0.12957580,0.31499741,0.81764727,0.00000000,0.76369639,0.22548205
-5.91595798,1.93490754,0.06929033,0.13281183,0.31269549,0.83366156,0.00000000,0.78878225,0.22679652
-5.90995498,1.96998856,0.07428856,0.13596473,0.30942854,0.84931075,0.00000000,0.81390703,0.22836559
-5.90395198,2.00451893,0.07941766,0.13899848,0.30512985,0.86430494,0.00000000,0.83880231,0.23012387
-5.89794897,2.03786239,0.08463016,0.14187733,0.29976589,0.87836922,0.00000000,0.86319756,0.23199980
-5.89194597,2.06939088,0.08987281,0.14456619,0.29333532,0.89124634,0.00000000,0.88682073,0.23391684
-5.88594297,2.09849172,0.09508742,0.14703087,0.28586692,0.90269886,0.00000000,0.90939902,0.23579483
-5.87993997,2.12457450,0.10021179,0.14923834,0.27741660,0.91251066,0.00000000,0.93065999,0.23755158
-5.87393697,2.14707758,0.10518093,0.15115700,0.26806368,0.92048802,0.00000000,0.95033287,0.23910445
-5.86793397,2.16547408,0.10992833,0.15275690,0.25790657,0.92646012,0.00000000,0.96815051,0.24037214
-5.86193097,2.17927756,0.11438739,0.15400995,0.24705839,0.93027919,0.00000000,0.98385160,0.24127632
-5.85592796,2.18804723,0.11849286,0.15489025,0.23564228,0.93182044,0.00000000,0.99718350,0.24174334
-5.84992496,2.19139279,0.12218236,0.15537428,0.22378711,0.93098173,0.00000000,1.00790557,0.24170569
-5.84392196,2.18897900,0.12539778,0.15544127,0.21162331,0.92768328,0.00000000,1.01579291,0.24110344
-5.83791896,2.18052996,0.12808666,0.15507350,0.19927921,0.92186744,0.00000000,1.02064058,0.23988544
-5.83191596,2.16583322,0.13020348,0.15425666,0.18687798,0.91349861,0.00000000,1.02226804,0.23801035
-5.82591296,2.14474364,0.13171066,0.15298028,0.17453502,0.90256343,0.00000000,1.02052390,0.23544739
-5.81990995,2.11718710,0.13257956,0.15123811,0.16235608,0.88907124,0.00000000,1.01529061,0.23217700
-5.81390695,2.08316394,0.13279113,0.14902854,0.15043593,0.87305481,0.00000000,1.00648908,0.22819113
-5.80790395,2.04275193,0.13233640,0.14635502,0.13885756,0.85457132,0.00000000,0.99408297,0.22349344
-5.80190095,1.99610887,0.13121669,0.14322643,0.12769199,0.83370350,0.00000000,0.97808248,0.21809922
-5.79589795,1.94347434,0.12944365,0.13965743,0.11699841,0.81056079,0.00000000,0.95854746,0.21203511
-5.78989495,1.88517066,0.12703900,0.13566865,0.10682477,0.78528047,0.00000000,0.93558960,0.20533865
-5.78389195,1.82160266,0.12403406,0.13128691,0.09720863,0.75802852,0.00000000,0.90937369,0.19805765
-5.77788894,1.75325612,0.12046909,0.12654518,0.08817825,0.72900009,0.00000000,0.88011762,0.19024940
-5.77188594,1.68069471,0.11639243,0.12148258,0.07975385,0.69841952,0.00000000,0.84809118,0.18197966
-5.76588294,1.60455535,0.11185944,0.11614402,0.07194893,0.66653966,0.00000000,0.81361363,0.17332161
-5.75987994,1.52554175,0.10693137,0.11057990,0.06477163,0.63364048,0.00000000,0.77704995,0.16435455
-5.75387694,1.44441643,0.10167404,0.10484553,0.05822617,0.60002695,0.00000000,0.73880595,0.15516265
-5.74787394,1.36199101,0.09615652,0.09900047,0.05231414,0.56602606,0.00000000,0.69932228,0.14583348
