energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.82591296,3.04848826,0.12011380,0.05228055,0.05405815,0.11654146,0.33748900,2.23656505
-5.81990995,2.94900658,0.11718978,0.05079073,0.05222924,0.11561499,0.32920268,2.15521007
-5.81390695,2.84362174,0.11391731,0.04907628,0.05035847,0.11438810,0.31975086,2.07002746
-5.80790395,2.73391923,0.11036909,0.04716502,0.04849026,0.11290785,0.30931710,1.98216447
-5.80190095,2.62159332,0.10662383,0.04508837,0.04666819,0.11122606,0.29810461,1.89284517
-5.79589795,2.50838712,0.10276367,0.04288035,0.04493379,0.10939711,0.28632947,1.80332672
-5.78989495,2.39603175,0.09887142,0.04057651,0.04332528,0.10747573,0.27421338,1.71485551
-5.78389195,2.28618709,0.09502770,0.03821283,0.04187654,0.10551475,0.26197627,1.62862467
-5.77788894,2.18038617,0.09130824,0.03582466,0.04061605,0.10356299,0.24982915,1.54573445
-5.77188594,2.07998546,0.08778132,0.03344572,0.03956608,0.10166337,0.23796742,1.46715701
-5.76588294,1.98612269,0.08450555,0.03110722,0.03874197,0.09985133,0.22656501,1.39370663
-5.75987994,1.89968406,0.08152801,0.02883708,0.03815170,0.09815359,0.21576951,1.32601670
-5.75387694,1.82128165,0.07888291,0.02665937,0.03779559,0.09658739,0.20569848,1.26452397
-5.74787394,1.75124197,0.07659074,0.02459388,0.03766633,0.09516013,0.19643710,1.20946065
-5.74187094,1.68960570,0.07465798,0.02265591,0.03774919,0.09386948,0.18803714,1.16085443
-5.73586793,1.63613844,0.07307739,0.02085619,0.03802248,0.09270399,0.18051736,1.11853622
-5.72986493,1.59035168,0.07182884,0.01920104,0.03845826,0.09164406,0.17386514,1.08215499
-5.72386193,1.55153284,0.07088055,0.01769263,0.03902327,0.09066325,0.16803928,1.05119904
-5.71785893,1.51878298,0.07019089,0.01632938,0.03967997,0.08972998,0.16297382,1.02502247
-5.71185593,1.49106025,0.06971039,0.01510645,0.04038783,0.08880932,0.15858267,1.00287571
-5.70585293,1.46722731,0.06938410,0.01401637,0.04110466,0.08786504,0.15476472,0.98393870
-5.69984992,1.44610051,0.06915398,0.01304962,0.04178799,0.08686163,0.15140941,0.96735530
-5.69384692,1.42649878,0.06896147,0.01219528,0.04239645,0.08576627,0.14840223,0.95226740
-5.68784392,1.40729043,0.06874982,0.01144170,0.04289115,0.08455073,0.14563021,0.93784756
-5.68184092,1.38743582,0.06846636,0.01077711,0.04323691,0.08319305,0.14298693,0.92332870
-5.67583792,1.36602448,0.06806446,0.01019016,0.04340333,0.08167892,0.14037702,0.90802994
-5.66983492,1.34230547,0.06750515,0.00967045,0.04336574,0.08000287,0.13772000,0.89137762
-5.66383192,1.31570988,0.06675836,0.00920895,0.04310581,0.07816894,0.13495320,0.87292100
-5.65782891,1.28586517,0.06580369,0.00879837,0.04261206,0.07619115,0.13203384,0.85234215
-5.65182591,1.25260099,0.06463080,0.00843342,0.04187998,0.07409346,0.12894020,0.82946011
-5.64582291,1.21594678,0.06323924,0.00811101,0.04091196,0.07190947,0.12567183,0.80422926
-5.63981991,1.17612179,0.06163800,0.00783035,0.03971697,0.06968172,0.12224891,0.77673262
-5.63381691,1.13351813,0.05984461,0.00759299,0.03830999,0.06746063,0.11871084,0.74717036
-5.62781391,1.08867817,0.05788393,0.00740278,0.03671128,0.06530324,0.11511410,0.71584458
-5.62181091,1.04226749,0.05578674,0.00726576,0.03494545,0.06327168,0.11152963,0.68314107
-5.61580790,0.99504464,0.05358816,0.00718998,0.03304050,0.06143141,0.10803974,0.64950913
-5.60980490,0.94782932,0.05132602,0.00718529,0.03102671,0.05984940,0.10473476,0.61544039
-5.60380190,0.90147010,0.04903918,0.00726309,0.02893558,0.05859218,0.10170962,0.58144762
-5.59779890,0.85681317,0.04676605,0.00743594,0.02679878,0.05772382,0.09906039,0.54804435
-5.59179590,0.81467311,0.04454321,0.00771727,0.02464717,0.05730404,0.09688093,0.51572618
-5.58579290,0.77580663,0.04240421,0.00812091,0.02250993,0.05738623,0.09525983,0.48495426
-5.57978989,0.74088999,0.04037871,0.00866071,0.02041384,0.05801566,0.09427765,0.45614153
-5.57378689,0.71050058,0.03849181,0.00935003,0.01838271,0.05922788,0.09400441,0.42964196
-5.56778389,0.68510296,0.03676376,0.01020123,0.01643693,0.06104714,0.09449767,0.40574292
-5.56178089,0.66503928,0.03520987,0.01122519,0.01459325,0.06348524,0.09580083,0.38466061
-5.55577789,0.65052413,0.03384067,0.01243075,0.01286464,0.06654043,0.09794196,0.36653850
-5.54977489,0.64164332,0.03266232,0.01382420,0.01126040,0.07019680,0.10093299,0.35144829
-5.54377189,0.63835642,0.03167715,0.01540877,0.00978627,0.07442383,0.10476924,0.33939324
-5.53776888,0.64050235,0.03088428,0.01718411,0.00844470,0.07917643,0.10942937,0.33031326
-5.53176588,0.64780773,0.03028033,0.01914592,0.00723526,0.08439526,0.11487556,0.32409144
-5.52576288,0.65989733,0.02986012,0.02128558,0.00615496,0.09000757,0.12105407,0.32056143
-5.51975988,0.67630619,0.02961725,0.02358986,0.00519875,0.09592833,0.12789604,0.31951540
-5.51375688,0.69649294,0.02954465,0.02604086,0.00435990,0.10206190,0.13531858,0.32071214
-5.50775388,0.71985401,0.02963494,0.02861594,0.00363050,0.10830401,0.14322608,0.32388490
-5.50175088,0.74573827,0.02988069,0.03128794,0.00300177,0.11454418,0.15151191,0.32874888
-5.49574787,0.77346194,0.03027447,0.03402550,0.00246451,0.12066844,0.16006021,0.33500815
-5.48974487,0.80232349,0.03080875,0.03679356,0.00200938,0.12656233,0.16874819,0.34236184
-5.48374187,0.83161845,0.03147575,0.03955412,0.00162718,0.13211409,0.17744848,0.35050965
-5.47773887,0.86065383,0.03226706,0.04226703,0.00130904,0.13721795,0.18603192,0.35915663
-5.47173587,0.88876215,0.03317333,0.04489108,0.00104665,0.14177742,0.19437054,0.36801741
-5.46573287,0.91531487,0.03418385,0.04738514,0.00083230,0.14570851,0.20234075,0.37681979
-5.45972986,0.93973520,0.03528624,0.04970941,0.00065905,0.14894267,0.20982674,0.38530796
-5.45372686,0.96150991,0.03646612,0.05182673,0.00052067,0.15142945,0.21672395,0.39324540
-5.44772386,0.98020028,0.03770701,0.05370387,0.00041175,0.15313873,0.22294253,0.40041739
-5.44172086,0.99545163,0.03899034,0.05531283,0.00032763,0.15406242,0.22841081,0.40663351
-5.43571786,1.00700157,0.04029554,0.05663201,0.00026438,0.15421559,0.23307845,0.41172981
-5.42971486,1.01468646,0.04160050,0.05764718,0.00021876,0.15363699,0.23691928,0.41557095
-5.42371186,1.01844603,0.04288200,0.05835234,0.00018819,0.15238883,0.23993371,0.41805205
-5.41770885,1.01832577,0.04411642,0.05875024,0.00017064,0.15055593,0.24215044,0.41910028
-5.41170585,1.01447710,0.04528055,0.05885268,0.00016463,0.14824423,0.24362749,0.41867616
-5.40570285,1.00715484,0.04635243,0.05868051,0.00016913,0.14557855,0.24445232,0.41677427
-5.39969985,0.99671214,0.04731226,0.05826321,0.00018351,0.14269984,0.24474096,0.41342349
-5.39369685,0.98359259,0.04814326,0.05763828,0.00020752,0.13976190,0.24463615,0.40868644
-5.38769385,0.96831961,0.04883244,0.05685020,0.00024116,0.13692754,0.24430431,0.40265814
-5.38169085,0.95148317,0.04937122,0.05594920,0.00028470,0.13436442,0.24393151,0.39546379
-5.37568784,0.93372397,0.04975589,0.05498965,0.00033858,0.13224062,0.24371830,0.38725561
-5.36968484,0.91571546,0.04998777,0.05402842,0.00040339,0.13071993,0.24387367,0.37820875
-5.36368184,0.89814401,0.05007323,0.05312292,0.00047978,0.12995712,0.24460813,0.36851635
-5.35767884,0.88168768,0.05002331,0.05232914,0.00056845,0.13009314,0.24612616,0.35838376
-5.35167584,0.86699432,0.04985326,0.05169972,0.00067004,0.13125053,0.24861830,0.34802226
-5.34567284,0.85465948,0.04958166,0.05128195,0.00078513,0.13352900,0.25225312,0.33764225
-5.33966983,0.84520507,0.04922952,0.05111601,0.00091415,0.13700148,0.25716927,0.32744634
-5.33366683,0.83905939,0.04881914,0.05123337,0.00105733,0.14171054,0.26346819,0.31762248
-5.32766383,0.83653939,0.04837296,0.05165541,0.00121466,0.14766560,0.27120754,0.30833753
-5.32166083,0.83783606,0.04791231,0.05239248,0.00138584,0.15484080,0.28039588,0.29973142
-5.31565783,0.84300341,0.04745632,0.05344315,0.00157022,0.16317380,0.29098875,0.29191227
-5.30965483,0.85195198,0.04702086,0.05479403,0.00176677,0.17256562,0.30288658,0.28495272
-5.30365183,0.86444711,0.04661776,0.05641987,0.00197409,0.18288152,0.31593450,0.27888754
-5.29764882,0.88011243,0.04625412,0.05828424,0.00219036,0.19395306,0.32992421,0.27371276
-5.29164582,0.89843867,0.04593199,0.06034043,0.00241337,0.20558133,0.34459809,0.26938640
-5.28564282,0.91879762,0.04564828,0.06253296,0.00264051,0.21754134,0.35965523,0.26583066
-5.27963982,0.94046101,0.04539495,0.06479923,0.00286886,0.22958744,0.37475959,0.26293566
-5.27363682,0.96262358,0.04515949,0.06707162,0.00309519,0.24145977,0.38954973,0.26056445
-5.26763382,0.98442966,0.04492558,0.06927970,0.00331604,0.25289138,0.40364993,0.25855912
-5.26163082,1.00500232,0.04467400,0.07135263,0.00352783,0.26361599,0.41668230,0.25674773
-5.25562781,1.02347374,0.04438365,0.07322158,0.00372693,0.27337600,0.42827930,0.25495176
-5.24962481,1.03901590,0.04403271,0.07482211,0.00390976,0.28193043,0.43809626,0.25299370
-5.24362181,1.05086998,0.04359970,0.07609638,0.00407291,0.28906263,0.44582328,0.25070448
-5.23761881,1.05837354,0.04306468,0.07699518,0.00421324,0.29458731,0.45119602,0.24793045
-5.23161581,1.06098414,0.04241016,0.07747956,0.00432800,0.29835662,0.45400500,0.24453947
-5.22561281,1.05829851,0.04162206,0.07752220,0.00441488,0.30026504,0.45410279,0.24042602
-5.21960980,1.05006648,0.04069030,0.07710826,0.00447214,0.30025297,0.45140906,0.23551504
-5.21360680,1.03619913,0.03960936,0.07623576,0.00449866,0.29830857,0.44591301,0.22976438
-5.20760380,1.01677090,0.03837845,0.07491561,0.00449396,0.29446817,0.43767329,0.22316586
-5.20160080,0.99201569,0.03700160,0.07317104,0.00445828,0.28881491,0.42681541,0.21574485
-5.19559780,0.96231734,0.03548740,0.07103670,0.00439252,0.28147583,0.41352669,0.20755861
-5.18959480,0.92819488,0.03384864,0.06855733,0.00429830,0.27261756,0.39804919,0.19869333
-5.18359180,0.89028353,0.03210177,0.06578616,0.00417786,0.26244080,0.38067091,0.18926026
-5.17758879,0.84931227,0.03026617,0.06278307,0.00403402,0.25117375,0.36171560,0.17939106
-5.17158579,0.80607910,0.02836339,0.05961251,0.00387017,0.23906496,0.34153184,0.16923257
-5.16558279,0.76142510,0.02641636,0.05634150,0.00369014,0.22637578,0.32048174,0.15894141
-5.15957979,0.71620844,0.02444852,0.05303753,0.00349814,0.21337277,0.29892977,0.14867854
-5.15357679,0.67127934,0.02248307,0.04976656,0.00329872,0.20032038,0.27723225,0.13860405
-5.14757379,0.62745697,0.02054223,0.04659126,0.00309664,0.18747416,0.25572775,0.12887237
-5.14157079,0.58550907,0.01864662,0.04356938,0.00289688,0.17507478,0.23472881,0.11962813
-5.13556778,0.54613498,0.01681475,0.04075246,0.00270455,0.16334298,0.21451527,0.11100272
-5.12956478,0.50995238,0.01506263,0.03818477,0.00252486,0.15247564,0.19532920,0.10311170
-5.12356178,0.47748816,0.01340354,0.03590261,0.00236314,0.14264305,0.17737157,0.09605300
-5.11755878,0.44917328,0.01184785,0.03393391,0.00222480,0.13398740,0.16080071,0.08990604
-5.11155578,0.42534174,0.01040309,0.03229813,0.00211535,0.12662234,0.14573236,0.08473162
-5.10555278,0.40623312,0.00907396,0.03100647,0.00204047,0.12063383,0.13224115,0.08057258
-5.09954977,0.39199853,0.00786262,0.03006236,0.00200595,0.11608177,0.12036345,0.07745505
-5.09354677,0.38270934,0.00676887,0.02946209,0.00201781,0.11300262,0.11010118,0.07539032
-5.08754377,0.37836817,0.00579052,0.02919577,0.00208227,0.11141263,0.10142649,0.07437702
-5.08154077,0.37892153,0.00492371,0.02924836,0.00220575,0.11131153,0.09428696,0.07440365
-5.07553777,0.38427347,0.00416332,0.02960078,0.00239492,0.11268652,0.08861120,0.07545116
-5.06953477,0.39429966,0.00350330,0.03023119,0.00265661,0.11551643,0.08431444,0.07749565
-5.06353177,0.40886123,0.00293705,0.03111623,0.00299777,0.11977567,0.08130421,0.08051089
-5.05752876,0.42781793,0.00245779,0.03223222,0.00342537,0.12543806,0.07948560,0.08447062
-5.05152576,0.45104004,0.00205883,0.03355641,0.00394627,0.13248017,0.07876631,0.08935062
-5.04552276,0.47841862,0.00173390,0.03506804,0.00456709,0.14088418,0.07906108,0.09513031
-5.03951976,0.50987390,0.00147737,0.03674935,0.00529397,0.15064015,0.08029564,0.10179404
-5.03351676,0.54536136,0.00128454,0.03858642,0.00613238,0.16174759,0.08241003,0.10933185
-5.02751376,0.58487569,0.00115173,0.04056985,0.00708690,0.17421636,0.08536124,0.11773978
-5.02151076,0.62845225,0.00107657,0.04269527,0.00816098,0.18806684,0.08912523,0.12701982
-5.01550775,0.67616645,0.00105803,0.04496364,0.00935671,0.20332949,0.09369823,0.13717937
-5.00950475,0.72813093,0.00109662,0.04738137,0.01067464,0.22004377,0.09909741,0.14823041
-5.00350175,0.78449100,0.00119442,0.04996024,0.01211361,0.23825657,0.10536092,0.16018841
-4.99749875,0.84541847,0.00135519,0.05271709,0.01367061,0.25802024,0.11254724,0.17307098
-4.99149575,0.91110427,0.00158440,0.05567339,0.01534081,0.27939030,0.12073391,0.18689646
-4.98549275,0.98175016,0.00188924,0.05885459,0.01711748,0.30242291,0.13001573,0.20168243
-4.97948974,1.05755980,0.00227860,0.06228931,0.01899217,0.32717230,0.14050227,0.21744425
-4.97348674,1.13872938,0.00276302,0.06600843,0.02095487,0.35368806,0.15231485,0.23419365
-4.96748374,1.22543815,0.00335454,0.07004404,0.02299425,0.38201255,0.16558297,0.25193742
-4.96148074,1.31783866,0.00406657,0.07442824,0.02509795,0.41217817,0.18044012,0.27067616
-4.95547774,1.41604699,0.00491365,0.07919191,0.02725301,0.44420480,0.19701917,0.29040315
-4.94947474,1.52013272,0.00591113,0.08436342,0.02944619,0.47809711,0.21544721,0.31110319
-4.94347174,1.63010861,0.00707480,0.08996724,0.03166437,0.51384182,0.23583997,0.33275147
-4.93746873,1.74591996,0.00842041,0.09602256,0.03389496,0.55140484,0.25829594,0.35531230
-4.93146573,1.86743332,0.00996319,0.10254193,0.03612617,0.59072822,0.28289029,0.37873777
-4.92546273,1.99442492,0.01171719,0.10952985,0.03834725,0.63172693,0.30966861,0.40296620
-4.91945973,2.12656850,0.01369462,0.11698158,0.04054869,0.67428538,0.33864094,0.42792039
-4.91345673,2.26342325,0.01590518,0.12488191,0.04272220,0.71825394,0.36977599,0.45350577
-4.90745373,2.40442199,0.01835533,0.13320418,0.04486065,0.76344541,0.40299603,0.47960837
-4.90145073,2.54886047,0.02104753,0.14190956,0.04695789,0.80963171,0.43817268,0.50609295
-4.89544772,2.69588842,0.02397964,0.15094649,0.04900842,0.85654108,0.47512383,0.53280115
-4.88944472,2.84450361,0.02714425,0.16025063,0.05100702,0.90385596,0.51361204,0.55955015
-4.88344172,2.99354971,0.03052826,0.16974510,0.05294825,0.95121215,0.55334471,0.58613184
-4.87743872,3.14171926,0.03411250,0.17934123,0.05482603,0.99819925,0.59397621,0.61231288
-4.87143572,3.28756253,0.03787163,0.18893985,0.05663315,1.04436299,0.63511215,0.63783579
-4.86543272,3.42950338,0.04177416,0.19843303,0.05836083,1.08920962,0.67631594,0.66242123
-4.85942971,3.56586234,0.04578281,0.20770641,0.05999843,1.13221249,0.71711750,0.68577179
-4.85342671,3.69488733,0.04985506,0.21664201,0.06153324,1.17282102,0.75702423,0.70757707
-4.84742371,3.81479157,0.05394394,0.22512147,0.06295043,1.21047185,0.79553371,0.72752028
-4.84142071,3.92379807,0.05799915,0.23302968,0.06423322,1.24460212,0.83214801,0.74528615
-4.83541771,4.02018930,0.06196834,0.24025861,0.06536320,1.27466439,0.86638902,0.76056991
-4.82941471,4.10236039,0.06579855,0.24671124,0.06632080,1.30014271,0.89781423,0.77308700
-4.82341171,4.16887371,0.06943789,0.25230548,0.06708597,1.32056927,0.92603235,0.78258325
-4.81740870,4.21851244,0.07283718,0.25697773,0.06763900,1.33554076,0.95071803,0.78884490
-4.81140570,4.25033048,0.07595166,0.26068613,0.06796139,1.34473379,0.97162502,0.79170804
-4.80540270,4.26369605,0.07874267,0.26341315,0.06803677,1.34791850,0.98859698,0.79106701
-4.79939970,4.25832666,0.08117907,0.26516744,0.06785186,1.34496956,1.00157553,0.78688115
-4.79339670,4.23431311,0.08323855,0.26598475,0.06739729,1.33587404,1.01060480,0.77917961
-4.78739370,4.19213096,0.08490863,0.26592791,0.06666838,1.32073547,1.01583225,0.76806372
-4.78139070,4.13263820,0.08618724,0.26508570,0.06566572,1.29977388,1.01750559,0.75370692
-4.77538769,4.05705884,0.08708302,0.26357073,0.06439552,1.27332162,1.01596557,0.73635183
-4.76938469,3.96695254,0.08761513,0.26151622,0.06286981,1.24181505,1.01163515,0.71630482
-4.76338169,3.86417132,0.08781267,0.25907190,0.06110630,1.20578247,1.00500502,0.69392798
-4.75737869,3.75080495,0.08771369,0.25639908,0.05912809,1.16582874,0.99661632,0.66962900
-4.75137569,3.62911742,0.08736377,0.25366515,0.05696307,1.12261726,0.98704112,0.64384921
-4.74537269,3.50147697,0.08681437,0.25103760,0.05464315,1.07685020,0.97686139,0.61705035
-4.73936968,3.37028289,0.08612084,0.24867790,0.05220332,1.02924787,0.96664752,0.58970070
-4.73336668,3.23789226,0.08534029,0.24673551,0.04968061,0.98052812,0.95693718,0.56226099
-4.72736368,3.10654967,0.08452941,0.24534213,0.04711292,0.93138669,0.94821551,0.53517096
-4.72136068,2.97832312,0.08374224,0.24460657,0.04453786,0.88247947,0.94089749,0.50883679
-4.71535768,2.85504849,0.08302815,0.24461044,0.04199166,0.83440725,0.93531320,0.48362017
-4.70935468,2.73828501,0.08242996,0.24540477,0.03950815,0.78770354,0.93169677,0.45982942
-4.70335168,2.62928316,0.08198242,0.24700786,0.03711784,0.74282603,0.93017934,0.43771272
-4.69734867,2.52896602,0.08171103,0.24940431,0.03484723,0.70015160,0.93078642,0.41745400
-4.69134567,2.43792459,0.08163129,0.25254536,0.03271829,0.65997515,0.93343971,0.39917132
-4.68534267,2.35642638,0.08174849,0.25635062,0.03074815,0.62251185,0.93796335,0.38291782
-4.67933967,2.28443675,0.08205784,0.26071093,0.02894904,0.58790264,0.94409415,0.36868507
-4.67333667,2.22165124,0.08254519,0.26549242,0.02732843,0.55622225,0.95149552,0.35640860
-4.66733367,2.16753700,0.08318813,0.27054158,0.02588939,0.52748946,0.95977431,0.34597521
-4.66133067,2.12138120,0.08395743,0.27569100,0.02463106,0.50167862,0.96849975,0.33723171
-4.65532766,2.08234365,0.08481882,0.28076573,0.02354939,0.47873189,0.97722379,0.32999471
-4.64932466,2.04951123,0.08573496,0.28558983,0.02263782,0.45857159,0.98550173,0.32406086
-4.64332166,2.02195140,0.08666745,0.28999294,0.02188818,0.44111170,0.99291224,0.31921715
-4.63731866,1.99876237,0.08757896,0.29381648,0.02129149,0.42626835,0.99907590,0.31525081
-4.63131566,1.97911771,0.08843505,0.29691941,0.02083881,0.41396839,1.00367132,0.31195846
-4.62531266,1.96230345,0.08920595,0.29918298,0.02052196,0.40415594,1.00644814,0.30915394
-4.61930965,1.94774636,0.08986790,0.30051465,0.02033423,0.39679655,1.00723642,0.30667484
-4.61330665,1.93503221,0.09040416,0.30085076,0.02027087,0.39187885,1.00595179,0.30438721
-4.60730365,1.92391368,0.09080556,0.30015789,0.02032951,0.38941368,1.00259643,0.30218858
-4.60130065,1.91430797,0.09107059,0.29843305,0.02051032,0.38943086,0.99725569,0.30000905
-4.59529765,1.90628447,0.09120506,0.29570248,0.02081615,0.39197376,0.99009074,0.29781071
-4.58929465,1.90004382,0.09122124,0.29201940,0.02125232,0.39709218,0.98132751,0.29558530
-4.58329165,1.89588952,0.09113672,0.28746066,0.02182640,0.40483379,0.97124279,0.29335056
-4.57728864,1.89419407,0.09097287,0.28212258,0.02254779,0.41523472,0.96014808,0.29114534
-4.57128564,1.89536160,0.09075315,0.27611629,0.02342721,0.42830989,0.94837206,0.28902398
-4.56528264,1.89978910,0.09050131,0.26956260,0.02447602,0.44404356,0.93624283,0.28705009
-4.55927964,1.90782859,0.09023949,0.26258698,0.02570561,0.46238066,0.92407068,0.28529033
-4.55327664,1.91975215,0.08998664,0.25531452,0.02712665,0.48321951,0.91213235,0.28380837
-4.54727364,1.93572178,0.08975693,0.24786550,0.02874842,0.50640630,0.90065761,0.28265938
-4.54127064,1.95576572,0.08955867,0.24035138,0.03057809,0.53173173,0.88981884,0.28188543
-4.53526763,1.97976223,0.08939346,0.23287173,0.03262016,0.55893008,0.87972403,0.28151179
-4.52926463,2.00743181,0.08925589,0.22551183,0.03487592,0.58768087,0.87041350,0.28154456
-4.52326163,2.03833792,0.08913357,0.21834126,0.03734298,0.61761306,0.86186047,0.28196945
-4.51725863,2.07189611,0.08900773,0.21141338,0.04001501,0.64831179,0.85397517,0.28275188
-4.51125563,2.10739080,0.08885412,0.20476556,0.04288149,0.67932724,0.84661232,0.28383823
-4.50525263,2.14399868,0.08864434,0.19842022,0.04592769,0.71018532,0.83958128,0.28515810
-4.49924962,2.18081733,0.08834738,0.19238638,0.04913468,0.74039980,0.83265833,0.28662753
-4.49324662,2.21689733,0.08793143,0.18666170,0.05247950,0.76948513,0.82560026,0.28815272
-4.48724362,2.25127633,0.08736568,0.18123487,0.05593542,0.79696955,0.81815850,0.28963426
-4.48124062,2.28301307,0.08662220,0.17608799,0.05947233,0.82240776,0.81009309,0.29097141
-4.47523762,2.31121984,0.08567765,0.17119914,0.06305717,0.84539275,0.80118562,0.29206640
-4.46923462,2.33509195,0.08451482,0.16654466,0.06665445,0.86556605,0.79125070,0.29282830
-4.46323162,2.35393294,0.08312394,0.16210134,0.07022682,0.88262625,0.78014537,0.29317658
-4.45722861,2.36717478,0.08150361,0.15784830,0.07373577,0.89633527,0.76777622,0.29304393
-4.45122561,2.37439250,0.07966149,0.15376854,0.07714226,0.90652243,0.75410398,0.29237855
-4.44522261,2.37531331,0.07761452,0.14985021,0.08040747,0.91308612,0.73914566,0.29114565
-4.43921961,2.36982021,0.07538894,0.14608760,0.08349358,0.91599324,0.72297430,0.28932835
-4.43321661,2.35795082,0.07301985,0.14248178,0.08636457,0.91527666,0.70571679,0.28692792
-4.42721361,2.33989205,0.07055065,0.13904110,0.08898703,0.91103098,0.68754979,0.28396352
-4.42121061,2.31597149,0.06803213,0.13578145,0.09133098,0.90340697,0.66869456,0.28047148
-4.41520760,2.28664643,0.06552143,0.13272634,0.09337076,0.89260511,0.64941074,0.27650424
-4.40920460,2.25249139,0.06308096,0.12990692,0.09508577,0.87886861,0.62998969,0.27212913
-4.40320160,2.21418478,0.06077708,0.12736179,0.09646125,0.86247639,0.61074774,0.26742689
-4.39719860,2.17249542,0.05867887,0.12513674,0.09748903,0.84373616,0.59201943,0.26249018
-4.39119560,2.12826907,0.05685686,0.12328432,0.09816805,0.82297800,0.57415102,0.25742201
-4.38519260,2.08241511,0.05538167,0.12186323,0.09850482,0.80054853,0.55749444,0.25233404
-4.37918959,2.03589339,0.05432280,0.12093743,0.09851373,0.77680569,0.54240132,0.24734493
-4.37318659,1.98970068,0.05374723,0.12057509,0.09821707,0.75211416,0.52921743,0.24257839
-4.36718359,1.94485661,0.05371820,0.12084706,0.09764488,0.72684118,0.51827697,0.23816119
-4.36118059,1.90238835,0.05429379,0.12182511,0.09683451,0.70135286,0.50989686,0.23422089
-4.35517759,1.86331388,0.05552554,0.12357975,0.09582991,0.67601049,0.50437063,0.23088324
-4.34917459,1.82862330,0.05745703,0.12617769,0.09468066,0.65116690,0.50196198,0.22826935
-4.34317159,1.79925821,0.06012243,0.12967896,0.09344074,0.62716258,0.50289775,0.22649251
-4.33716858,1.77608920,0.06354496,0.13413383,0.09216705,0.60432154,0.50736060,0.22565476
-4.33116558,1.75989189,0.06773548,0.13957951,0.09091778,0.58294671,0.51548126,0.22584330
-4.32516258,1.75132214,0.07269110,0.14603689,0.08975063,0.56331514,0.52733082,0.22712678
-4.31915958,1.75089132,0.07839397,0.15350738,0.08872094,0.54567283,0.54291332,0.22955178
-4.31315658,1.75894288,0.08481021,0.16197008,0.08787987,0.53022959,0.56215906,0.23313940
-4.30715358,1.77563136,0.09188930,0.17137944,0.08727263,0.51715401,0.58491909,0.23788249
