energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Ca_p_up,Ca_p_down,Ca_d_up,Ca_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,1.38450899,-0.81604383,0.00457168,-0.00086239,0.11673458,-0.01467147,0.00861516,-0.00602848,0.00000000,-0.00000000,0.73097785,-0.43542381,0.50788302,-0.17894476,0.01367381,-0.01533579,0.68743988,-0.50844091
-5.99399700,1.44949590,-0.84350208,0.00538455,-0.00080419,0.11674404,-0.01511472,0.00925078,-0.00630755,0.00000000,-0.00000000,0.79869175,-0.45605005,0.51964485,-0.18445981,0.01390171,-0.01559778,0.73008183,-0.52607483
-5.98799400,1.51914589,-0.86866191,0.00630048,-0.00077244,0.11622072,-0.01553711,0.00994629,-0.00657427,0.00000000,-0.00000000,0.87330427,-0.47527466,0.53094522,-0.18952835,0.01420565,-0.01578157,0.77672151,-0.54225272
-5.98199100,1.59336119,-0.89097418,0.00732417,-0.00076823,0.11520082,-0.01592555,0.01070018,-0.00682362,0.00000000,-0.00000000,0.95466399,-0.49280586,0.54180310,-0.19401624,0.01458443,-0.01588177,0.82725008,-0.55663722
-5.97598799,1.67197794,-0.90997984,0.00845895,-0.00079310,0.11373355,-0.01626835,0.01150992,-0.00705109,0.00000000,-0.00000000,1.04248211,-0.50839871,0.55225509,-0.19780742,0.01503643,-0.01589545,0.88149162,-0.56894744
-5.96998499,1.75474576,-0.92533038,0.00970651,-0.00084904,0.11187956,-0.01655565,0.01237180,-0.00725287,0.00000000,-0.00000000,1.13631668,-0.52186715,0.56234906,-0.20080852,0.01555947,-0.01582230,0.93919229,-0.57897178
-5.96398199,1.84130803,-0.93680520,0.01106666,-0.00093862,0.10970915,-0.01677982,0.01328076,-0.00742600,0.00000000,-0.00000000,1.23556005,-0.53309473,0.57213711,-0.20295291,0.01615080,-0.01566475,1.00001054,-0.58657877
-5.95797899,1.93118458,-0.94432528,0.01253707,-0.00106497,0.10730015,-0.01693584,0.01423028,-0.00756857,0.00000000,-0.00000000,1.33943090,-0.54204378,0.58166843,-0.20420386,0.01680692,-0.01542791,1.06350926,-0.59172567
-5.95197599,2.02375861,-0.94796264,0.01411315,-0.00123182,0.10473584,-0.01702163,0.01521233,-0.00767980,0.00000000,-0.00000000,1.44697214,-0.54876255,0.59098266,-0.20455690,0.01752350,-0.01511951,1.12915110,-0.59446440
-5.94597299,2.11826950,-0.94794521,0.01578789,-0.00144350,0.10210284,-0.01703828,0.01621734,-0.00776017,0.00000000,-0.00000000,1.55705555,-0.55338996,0.60010421,-0.20404119,0.01829530,-0.01474971,1.19629747,-0.59494452
-5.93996998,2.21381293,-0.94465686,0.01755188,-0.00170490,0.09948924,-0.01699029,0.01723428,-0.00781147,0.00000000,-0.00000000,1.66839403,-0.55615782,0.60903824,-0.20271984,0.01911603,-0.01433080,1.26421217,-0.59341331
-5.93396698,2.30934916,-0.93863274,0.01939326,-0.00202140,0.09698292,-0.01688569,0.01825074,-0.00783679,0.00000000,-0.00000000,1.77956169,-0.55739029,0.61776836,-0.20068931,0.01997832,-0.01387688,1.33206998,-0.59021270
-5.92796398,2.40371997,-0.93054980,0.02129791,-0.00239881,0.09467022,-0.01673610,0.01925320,-0.00784053,0.00000000,-0.00000000,1.88902174,-0.55750064,0.62625666,-0.19807776,0.02087375,-0.01340347,1.39897035,-0.58577330
-5.92196098,2.49567421,-0.92121306,0.02324960,-0.00284323,0.09263498,-0.01655680,0.02022729,-0.00782830,0.00000000,-0.00000000,1.99516169,-0.55698521,0.63444584,-0.19504247,0.02179287,-0.01292706,1.46395612,-0.58060553
-5.91595798,2.58390116,-0.91153783,0.02523026,-0.00336092,0.09095787,-0.01636665,0.02115813,-0.00780683,0.00000000,-0.00000000,2.09633468,-0.55641488,0.64226352,-0.19176654,0.02272527,-0.01246469,1.52603671,-0.57528835
-5.90995498,2.66707036,-0.90252864,0.02722033,-0.00395812,0.08971614,-0.01618802,0.02203073,-0.00778383,0.00000000,-0.00000000,2.19090570,-0.55642426,0.64962843,-0.18845475,0.02365982,-0.01203347,1.58421493,-0.57045572
-5.90395198,2.74387625,-0.89525535,0.02919912,-0.00464085,0.08898352,-0.01604665,0.02283044,-0.00776779,0.00000000,-0.00000000,2.27730066,-0.55769876,0.65645799,-0.18532891,0.02458476,-0.01165012,1.63751642,-0.56678130
-5.89794897,2.81308527,-0.89082729,0.03114531,-0.00541470,0.08883039,-0.01597152,0.02354339,-0.00776779,0.00000000,-0.00000000,2.35405635,-0.56096014,0.66267684,-0.18262280,0.02548801,-0.01133058,1.68502032,-0.56496187
-5.89194597,2.87358285,-0.89036608,0.03303731,-0.00628462,0.08932389,-0.01599458,0.02415695,-0.00779327,0.00000000,-0.00000000,2.41986881,-0.56695081,0.66822553,-0.18057670,0.02635743,-0.01108961,1.72588971,-0.56569981
-5.88594297,2.92441780,-0.89497788,0.03485383,-0.00725462,0.09052807,-0.01615051,0.02466018,-0.00785377,0.00000000,-0.00000000,2.47363798,-0.57641719,0.67306880,-0.17943191,0.02718102,-0.01094040,1.75940030,-0.56968534
-5.87993997,2.96484141,-0.90572580,0.03657423,-0.00832762,0.09250377,-0.01647644,0.02504416,-0.00795869,0.00000000,-0.00000000,2.51450614,-0.59009279,0.67720271,-0.17942514,0.02794728,-0.01089432,1.78496589,-0.57757872
-5.87393697,2.99433884,-0.92360315,0.03817903,-0.00950511,0.09530822,-0.01701152,0.02530233,-0.00811704,0.00000000,-0.00000000,2.54188843,-0.60868118,0.68065987,-0.18078307,0.02864539,-0.01096062,1.80215925,-0.58999307
-5.86793397,3.01265101,-0.94950798,0.03965022,-0.01078704,0.09899423,-0.01779653,0.02543073,-0.00833720,0.00000000,-0.00000000,2.55549351,-0.63283917,0.68351246,-0.18371705,0.02926547,-0.01114630,1.81072725,-0.60747807
-5.86193097,3.01978532,-0.98421951,0.04097161,-0.01217155,0.10360897,-0.01887332,0.02542811,-0.00862666,0.00000000,-0.00000000,2.55533348,-0.66316072,0.68587237,-0.18841815,0.02979875,-0.01145588,1.81059946,-0.63050490
-5.85592796,3.01601459,-1.02837687,0.04212908,-0.01365482,0.10919221,-0.02028417,0.02529597,-0.00899182,0.00000000,-0.00000000,2.54172234,-0.70016145,0.68788849,-0.19505255,0.03023772,-0.01189138,1.80188979,-0.65945273
-5.84992496,3.00186396,-1.08246030,0.04311080,-0.01523100,0.11577412,-0.02207104,0.02503849,-0.00943780,0.00000000,-0.00000000,2.51526291,-0.74426428,0.68974086,-0.20375727,0.03057623,-0.01245224,1.78489094,-0.69459696
