energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.85592796,0.76111472,0.26747108,0.29274047,0.00748688,0.11816064,0.26755766,0.00000000
-5.84992496,0.76357198,0.26140745,0.30362693,0.00703248,0.11094359,0.26699056,0.00000000
-5.84392196,0.76957716,0.25591364,0.31633656,0.00657641,0.10412724,0.26761769,0.00000000
-5.83791896,0.77929204,0.25108819,0.33084194,0.00612669,0.09782126,0.26949698,0.00000000
-5.83191596,0.79280573,0.24700645,0.34708520,0.00569062,0.09212304,0.27266406,0.00000000
-5.82591296,0.81013185,0.24371834,0.36497932,0.00527463,0.08711576,0.27713070,0.00000000
-5.81990995,0.83120922,0.24124753,0.38441064,0.00488413,0.08286674,0.28288443,0.00000000
-5.81390695,0.85590589,0.23959196,0.40524275,0.00452347,0.07942655,0.28988915,0.00000000
-5.80790395,0.88402627,0.23872564,0.42732154,0.00419587,0.07682841,0.29808685,0.00000000
-5.80190095,0.91532102,0.23860160,0.45048112,0.00390342,0.07508820,0.30740020,0.00000000
-5.79589795,0.94949909,0.23915574,0.47455048,0.00364714,0.07420483,0.31773596,0.00000000
-5.78989495,0.98624128,0.24031142,0.49936051,0.00342704,0.07416101,0.32898893,0.00000000
-5.78389195,1.02521458,0.24198438,0.52475093,0.00324223,0.07492438,0.34104623,0.00000000
-5.77788894,1.06608662,0.24408781,0.55057703,0.00309101,0.07644887,0.35379177,0.00000000
-5.77188594,1.10853923,0.24653734,0.57671557,0.00297103,0.07867631,0.36711056,0.00000000
-5.76588294,1.15228070,0.24925544,0.60306960,0.00287946,0.08153821,0.38089267,0.00000000
-5.75987994,1.19705579,0.25217538,0.62957197,0.00281306,0.08495766,0.39503669,0.00000000
-5.75387694,1.24265310,0.25524417,0.65618715,0.00276839,0.08885127,0.40945246,0.00000000
-5.74787394,1.28890942,0.25842459,0.68291117,0.00274193,0.09313120,0.42406296,0.00000000
-5.74187094,1.33571053,0.26169619,0.70976972,0.00273017,0.09770710,0.43880527,0.00000000
-5.73586793,1.38298868,0.26505510,0.73681422,0.00272975,0.10248801,0.45363052,0.00000000
-5.72986493,1.43071656,0.26851282,0.76411601,0.00273753,0.10738417,0.46850290,0.00000000
-5.72386193,1.47889817,0.27209399,0.79175893,0.00275067,0.11230868,0.48339776,0.00000000
-5.71785893,1.52755695,0.27583332,0.81983047,0.00276670,0.11717891,0.49829886,0.00000000
-5.71185593,1.57672173,0.27977179,0.84841197,0.00278349,0.12191780,0.51319500,0.00000000
-5.70585293,1.62641140,0.28395239,0.87756822,0.00279933,0.12645485,0.52807618,0.00000000
-5.69984992,1.67661892,0.28841562,0.90733717,0.00281291,0.13072685,0.54292951,0.00000000
-5.69384692,1.72729577,0.29319494,0.93772012,0.00282327,0.13467839,0.55773511,0.00000000
-5.68784392,1.77833771,0.29831254,0.96867309,0.00282984,0.13826208,0.57246230,0.00000000
-5.68184092,1.82957281,0.30377555,1.00009992,0.00283234,0.14143851,0.58706629,0.00000000
-5.67583792,1.88075254,0.30957294,1.03184752,0.00283077,0.14417602,0.60148558,0.00000000
-5.66983492,1.93154681,0.31567335,1.06370373,0.00282539,0.14645026,0.61564037,0.00000000
-5.66383192,1.98154322,0.32202392,1.09539808,0.00281663,0.14824363,0.62943197,0.00000000
-5.65782891,2.03025124,0.32855026,1.12660566,0.00280508,0.14954461,0.64274357,0.00000000
-5.65182591,2.07711099,0.33515754,1.15695392,0.00279146,0.15034705,0.65544206,0.00000000
-5.64582291,2.12150672,0.34173273,1.18603241,0.00277654,0.15064947,0.66738116,0.00000000
-5.63981991,2.16278441,0.34814787,1.21340503,0.00276117,0.15045441,0.67840557,0.00000000
-5.63381691,2.20027276,0.35426419,1.23862428,0.00274620,0.14976787,0.68835604,0.00000000
-5.62781391,2.23330658,0.35993698,1.26124687,0.00273251,0.14859890,0.69707501,0.00000000
-5.62181091,2.26125156,0.36502091,1.28085007,0.00272094,0.14695929,0.70441267,0.00000000
-5.61580790,2.28352903,0.36937548,1.29704779,0.00271230,0.14486341,0.71023293,0.00000000
-5.60980490,2.29963949,0.37287048,1.30950581,0.00270737,0.14232818,0.71441911,0.00000000
-5.60380190,2.30918367,0.37539108,1.31795515,0.00270684,0.13937322,0.71687896,0.00000000
-5.59779890,2.31187988,0.37684227,1.32220312,0.00271133,0.13602095,0.71754865,0.00000000
-5.59179590,2.30757680,0.37715255,1.32214127,0.00272136,0.13229686,0.71639564,0.00000000
-5.58579290,2.29626099,0.37627658,1.31774996,0.00273731,0.12822973,0.71342011,0.00000000
-5.57978989,2.27805858,0.37419673,1.30909924,0.00275944,0.12385177,0.70865493,0.00000000
-5.57378689,2.25323132,0.37092345,1.29634610,0.00278785,0.11919876,0.70216416,0.00000000
-5.56778389,2.22216700,0.36649451,1.27972822,0.00282247,0.11430997,0.69404022,0.00000000
-5.56178089,2.18536493,0.36097311,1.25955464,0.00286300,0.10922803,0.68439983,0.00000000
-5.55577789,2.14341733,0.35444504,1.23619379,0.00290900,0.10399859,0.67337908,0.00000000
-5.54977489,2.09698762,0.34701509,1.21005976,0.00295978,0.09866977,0.66112779,0.00000000
-5.54377189,2.04678691,0.33880279,1.18159732,0.00301448,0.09329150,0.64780366,0.00000000
-5.53776888,1.99354985,0.32993794,1.15126666,0.00307206,0.08791475,0.63356648,0.00000000
-5.53176588,1.93801119,0.32055590,1.11952855,0.00313133,0.08259050,0.61857270,0.00000000
-5.52576288,1.88088401,0.31079309,1.08683066,0.00319094,0.07736881,0.60297070,0.00000000
-5.51975988,1.82284086,0.30078279,1.05359554,0.00324951,0.07229770,0.58689698,0.00000000
-5.51375688,1.76449828,0.29065145,1.02021082,0.00330559,0.06742215,0.57047344,0.00000000
-5.50775388,1.70640521,0.28051559,0.98702189,0.00335777,0.06278305,0.55380577,0.00000000
-5.50175088,1.64903562,0.27047943,0.95432707,0.00340469,0.05841633,0.53698299,0.00000000
-5.49574787,1.59278511,0.26063329,0.92237536,0.00344512,0.05435219,0.52007802,0.00000000
-5.48974487,1.53797107,0.25105263,0.89136633,0.00347801,0.05061446,0.50314919,0.00000000
-5.48374187,1.48483614,0.24179784,0.86145210,0.00350251,0.04722022,0.48624235,0.00000000
-5.47773887,1.43355387,0.23291450,0.83274072,0.00351800,0.04417952,0.46939345,0.00000000
-5.47173587,1.38423617,0.22443422,0.80530057,0.00352413,0.04149540,0.45263129,0.00000000
-5.46573287,1.33694149,0.21637573,0.77916532,0.00352080,0.03916401,0.43598020,0.00000000
-5.45972986,1.29168321,0.20874617,0.75433902,0.00350818,0.03717502,0.41946245,0.00000000
-5.45372686,1.24843747,0.20154260,0.73080078,0.00348664,0.03551207,0.40310016,0.00000000
-5.44772386,1.20715006,0.19475335,0.70850906,0.00345678,0.03415347,0.38691667,0.00000000
-5.44172086,1.16774207,0.18835942,0.68740503,0.00341934,0.03307292,0.37093724,0.00000000
-5.43571786,1.13011415,0.18233575,0.66741532,0.00337515,0.03224039,0.35518919,0.00000000
-5.42971486,1.09414959,0.17665224,0.64845388,0.00332510,0.03162300,0.33970138,0.00000000
-5.42371186,1.05971622,0.17127482,0.63042336,0.00327010,0.03118590,0.32450329,0.00000000
-5.41770885,1.02666774,0.16616623,0.61321602,0.00321098,0.03089324,0.30962380,0.00000000
-5.41170585,0.99484460,0.16128681,0.59671458,0.00314847,0.03070902,0.29508973,0.00000000
-5.40570285,0.96407508,0.15659527,0.58079317,0.00308320,0.03059793,0.28092449,0.00000000
-5.39969985,0.93417678,0.15204939,0.56531862,0.00301562,0.03052613,0.26714682,0.00000000
-5.39369685,0.90495894,0.14760683,0.55015230,0.00294603,0.03046195,0.25376987,0.00000000
-5.38769385,0.87622569,0.14322591,0.53515263,0.00287455,0.03037647,0.24080063,0.00000000
-5.38169085,0.84778035,0.13886661,0.52017823,0.00280117,0.03024402,0.22823980,0.00000000
-5.37568784,0.81943069,0.13449145,0.50509174,0.00272574,0.03004263,0.21608217,0.00000000
-5.36968484,0.79099500,0.13006654,0.48976402,0.00264801,0.02975426,0.20431736,0.00000000
-5.36368184,0.76230854,0.12556254,0.47407870,0.00256770,0.02936500,0.19293091,0.00000000
-5.35767884,0.73323019,0.12095564,0.45793673,0.00248447,0.02886515,0.18190576,0.00000000
-5.35167584,0.70364861,0.11622835,0.44126056,0.00239804,0.02824917,0.17122371,0.00000000
-5.34567284,0.67348779,0.11137022,0.42399785,0.00230819,0.02751555,0.16086706,0.00000000
-5.33966983,0.64271134,0.10637828,0.40612433,0.00221478,0.02666657,0.15082011,0.00000000
-5.33366683,0.61132530,0.10125725,0.38764558,0.00211780,0.02570797,0.14107054,0.00000000
-5.32766383,0.57937934,0.09601952,0.36859772,0.00201740,0.02464856,0.13161043,0.00000000
-5.32166083,0.54696604,0.09068482,0.34904680,0.00191385,0.02349979,0.12243706,0.00000000
-5.31565783,0.51421849,0.08527963,0.32908697,0.00180759,0.02227520,0.11355333,0.00000000
-5.30965483,0.48130617,0.07983636,0.30883757,0.00169919,0.02098996,0.10496783,0.00000000
-5.30365183,0.44842946,0.07439234,0.28843921,0.00158936,0.01966025,0.09669456,0.00000000
-5.29764882,0.41581303,0.06898866,0.26804914,0.00147887,0.01830280,0.08875246,0.00000000
-5.29164582,0.38369863,0.06366896,0.24783617,0.00136860,0.01693435,0.08116460,0.00000000
-5.28564282,0.35233747,0.05847815,0.22797539,0.00125944,0.01557121,0.07395739,0.00000000
-5.27963982,0.32198289,0.05346127,0.20864298,0.00115231,0.01422879,0.06715958,0.00000000
-5.27363682,0.29288342,0.04866235,0.19001140,0.00104806,0.01292133,0.06080135,0.00000000
-5.26763382,0.26527674,0.04412352,0.17224511,0.00094754,0.01166156,0.05491349,0.00000000
-5.26163082,0.23938472,0.03988423,0.15549711,0.00085149,0.01046053,0.04952667,0.00000000
-5.25562781,0.21540968,0.03598072,0.13990627,0.00076055,0.00932749,0.04467085,0.00000000
-5.24962481,0.19353199,0.03244566,0.12559560,0.00067526,0.00826981,0.04037490,0.00000000
-5.24362181,0.17390886,0.02930799,0.11267139,0.00059604,0.00729304,0.03666640,0.00000000
-5.23761881,0.15667439,0.02659297,0.10122318,0.00052316,0.00640100,0.03357148,0.00000000
-5.23161581,0.14194050,0.02432227,0.09132447,0.00045680,0.00559588,0.03111492,0.00000000
-5.22561281,0.12979866,0.02251424,0.08303389,0.00039702,0.00487843,0.02932015,0.00000000
-5.21960980,0.12032203,0.02118414,0.07639684,0.00034376,0.00424822,0.02820938,0.00000000
-5.21360680,0.11356792,0.02034439,0.07144736,0.00029689,0.00370381,0.02780364,0.00000000
-5.20760380,0.10958010,0.02000478,0.06820989,0.00025618,0.00324303,0.02812270,0.00000000
-5.20160080,0.10839086,0.02017259,0.06670108,0.00022135,0.00286323,0.02918497,0.00000000
-5.19559780,0.11002274,0.02085253,0.06693131,0.00019208,0.00256151,0.03100709,0.00000000
-5.18959480,0.11448957,0.02204662,0.06890582,0.00016801,0.00233492,0.03360357,0.00000000
-5.18359180,0.12179706,0.02375393,0.07262561,0.00014876,0.00218072,0.03698613,0.00000000
-5.17758879,0.13194280,0.02597019,0.07808787,0.00013397,0.00209655,0.04116306,0.00000000
-5.17158579,0.14491577,0.02868730,0.08528616,0.00012325,0.00208057,0.04613850,0.00000000
-5.16558279,0.16069567,0.03189286,0.09421030,0.00011624,0.00213165,0.05191171,0.00000000
-5.15957979,0.17925206,0.03556966,0.10484610,0.00011262,0.00224949,0.05847655,0.00000000
-5.15357679,0.20054364,0.03969526,0.11717510,0.00011207,0.00243471,0.06582111,0.00000000
-5.14757379,0.22451798,0.04424170,0.13117433,0.00011432,0.00268896,0.07392761,0.00000000
-5.14157079,0.25111173,0.04917546,0.14681628,0.00011914,0.00301500,0.08277278,0.00000000
-5.13556778,0.28025157,0.05445757,0.16406909,0.00012633,0.00341671,0.09232855,0.00000000
-5.12956478,0.31185605,0.06004407,0.18289712,0.00013575,0.00389919,0.10256334,0.00000000
-5.12356178,0.34583827,0.06588681,0.20326178,0.00014731,0.00446873,0.11344380,0.00000000
-5.11755878,0.38210945,0.07193454,0.22512268,0.00016098,0.00513281,0.12493702,0.00000000
-5.11155578,0.42058306,0.07813427,0.24843901,0.00017678,0.00590006,0.13701316,0.00000000
-5.10555278,0.46117956,0.08443297,0.27317096,0.00019480,0.00678018,0.14964840,0.00000000
-5.09954977,0.50383109,0.09077944,0.29928113,0.00021522,0.00778385,0.16282804,0.00000000
-5.09354677,0.54848605,0.09712629,0.32673568,0.00023828,0.00892253,0.17654959,0.00000000
-5.08754377,0.59511290,0.10343198,0.35550504,0.00026432,0.01020827,0.19082564,0.00000000
-5.08154077,0.64370300,0.10966274,0.38556397,0.00029375,0.01165346,0.20568631,0.00000000
-5.07553777,0.69427177,0.11579431,0.41689097,0.00032707,0.01327053,0.22118103,0.00000000
-5.06953477,0.74685817,0.12181333,0.44946667,0.00036489,0.01507154,0.23737944,0.00000000
-5.06353177,0.80152203,0.12771836,0.48327140,0.00040788,0.01706784,0.25437126,0.00000000
-5.05752876,0.85833910,0.13352028,0.51828182,0.00045680,0.01926957,0.27226492,0.00000000
-5.05152576,0.91739400,0.13924224,0.55446673,0.00051247,0.02168523,0.29118489,0.00000000
-5.04552276,0.97877096,0.14491884,0.59178231,0.00057574,0.02432116,0.31126774,0.00000000
-5.03951976,1.04254298,0.15059475,0.63016687,0.00064753,0.02718111,0.33265680,0.00000000
-5.03351676,1.10875947,0.15632275,0.66953567,0.00072871,0.03026573,0.35549568,0.00000000
-5.02751376,1.17743337,0.16216110,0.70977591,0.00082015,0.03357216,0.37992086,0.00000000
-5.02151076,1.24852804,0.16817058,0.75074236,0.00092266,0.03709368,0.40605342,0.00000000
-5.01550775,1.32194487,0.17441110,0.79225407,0.00103692,0.04081940,0.43399046,0.00000000
-5.00950475,1.39751217,0.18093815,0.83409229,0.00116349,0.04473407,0.46379637,0.00000000
-5.00350175,1.47497623,0.18779926,0.87600007,0.00130274,0.04881798,0.49549447,0.00000000
-4.99749875,1.55399490,0.19503048,0.91768351,0.00145482,0.05304696,0.52905944,0.00000000
-4.99149575,1.63413441,0.20265330,0.95881497,0.00161961,0.05739256,0.56441079,0.00000000
-4.98549275,1.71486965,0.21067189,0.99903804,0.00179671,0.06182227,0.60140787,0.00000000
-4.97948974,1.79558816,0.21907104,1.03797418,0.00198541,0.06629991,0.63984677,0.00000000
-4.97348674,1.87559779,0.22781478,1.07523089,0.00218464,0.07078616,0.67945922,0.00000000
-4.96748374,1.95413790,0.23684576,1.11041100,0.00239301,0.07523908,0.71991377,0.00000000
-4.96148074,2.03039378,0.24608550,1.14312269,0.00260878,0.07961487,0.76081938,0.00000000
-4.95547774,2.10351378,0.25543555,1.17298991,0.00282988,0.08386859,0.80173127,0.00000000
-4.94947474,2.17262853,0.26477940,1.19966268,0.00305395,0.08795498,0.84215903,0.00000000
-4.94347174,2.23687172,0.27398523,1.22282678,0.00327836,0.09182933,0.88157687,0.00000000
-4.93746873,2.29540155,0.28290930,1.24221263,0.00350028,0.09544832,0.91943541,0.00000000
-4.93146573,2.34742214,0.29139995,1.25760272,0.00371672,0.09877085,0.95517508,0.00000000
-4.92546273,2.39220425,0.29930197,1.26883761,0.00392462,0.10175895,0.98824024,0.00000000
-4.91945973,2.42910447,0.30646124,1.27582009,0.00412091,0.10437846,1.01809392,0.00000000
-4.91345673,2.45758245,0.31272941,1.27851745,0.00430261,0.10659981,1.04423240,0.00000000
-4.90745373,2.47721532,0.31796857,1.27696188,0.00446689,0.10839862,1.06619924,0.00000000
-4.90145073,2.48770917,0.32205551,1.27124899,0.00461115,0.10975620,1.08359824,0.00000000
-4.89544772,2.48890700,0.32488562,1.26153452,0.00473312,0.11065997,1.09610478,0.00000000
-4.88944472,2.48079303,0.32637622,1.24802961,0.00483088,0.11110369,1.10347526,0.00000000
-4.88344172,2.46349327,0.32646910,1.23099453,0.00490297,0.11108763,1.10555414,0.00000000
-4.87743872,2.43727221,0.32513237,1.21073153,0.00494840,0.11061847,1.10227842,0.00000000
-4.87143572,2.40252607,0.32236137,1.18757666,0.00496666,0.10970917,1.09367941,0.00000000
-4.86543272,2.35977260,0.31817878,1.16189128,0.00495779,0.10837857,1.07988164,0.00000000
-4.85942971,2.30963787,0.31263381,1.13405319,0.00492232,0.10665095,1.06109917,0.00000000
-4.85342671,2.25284075,0.30580060,1.10444802,0.00486130,0.10455541,1.03762918,0.00000000
-4.84742371,2.19017537,0.29777598,1.07346088,0.00477623,0.10212508,1.00984346,0.00000000
-4.84142071,2.12249247,0.28867646,1.04146879,0.00466901,0.09939639,0.97817785,0.00000000
-4.83541771,2.05068018,0.27863493,1.00883406,0.00454195,0.09640811,0.94312027,0.00000000
-4.82941471,1.97564507,0.26779685,0.97589880,0.00439763,0.09320046,0.90519777,0.00000000
-4.82341171,1.89829419,0.25631647,0.94298086,0.00423888,0.08981423,0.86496309,0.00000000
-4.81740870,1.81951869,0.24435289,0.91037125,0.00406869,0.08628989,0.82298125,0.00000000
-4.81140570,1.74017963,0.23206635,0.87833314,0.00389016,0.08266680,0.77981671,0.00000000
-4.80540270,1.66109652,0.21961479,0.84710244,0.00370642,0.07898250,0.73602153,0.00000000
-4.79939970,1.58303871,0.20715082,0.81688985,0.00352057,0.07527219,0.69212487,0.00000000
-4.79339670,1.50671993,0.19481917,0.78788422,0.00333565,0.07156824,0.64862422,0.00000000
-4.78739370,1.43279583,0.18275467,0.76025697,0.00315459,0.06789997,0.60597842,0.00000000
-4.78139070,1.36186420,0.17108080,0.73416720,0.00298016,0.06429349,0.56460271,0.00000000
-4.77538769,1.29446764,0.15990888,0.70976710,0.00281496,0.06077172,0.52486569,0.00000000
-4.76938469,1.23109787,0.14933764,0.68720724,0.00266140,0.05735456,0.48708819,0.00000000
-4.76338169,1.17220119,0.13945336,0.66664120,0.00252168,0.05405911,0.45154369,0.00000000
-4.75737869,1.11818419,0.13033033,0.64822918,0.00239782,0.05090002,0.41846025,0.00000000
-4.75137569,1.06941915,0.12203165,0.63214013,0.00229159,0.04788984,0.38802342,0.00000000
-4.74537269,1.02624822,0.11461010,0.61855200,0.00220460,0.04503941,0.36038001,0.00000000
-4.73936968,0.98898594,0.10810921,0.60765005,0.00213820,0.04235823,0.33564212,0.00000000
-4.73336668,0.95791960,0.10256422,0.59962285,0.00209355,0.03985479,0.31389143,0.00000000
-4.72736368,0.93330715,0.09800300,0.59465633,0.00207158,0.03753679,0.29518315,0.00000000
-4.72136068,0.91537276,0.09444683,0.59292576,0.00207298,0.03541140,0.27954964,0.00000000
-4.71535768,0.90430005,0.09191095,0.59458629,0.00209821,0.03348523,0.26700340,0.00000000
-4.70935468,0.90022345,0.09040496,0.59976230,0.00214744,0.03176445,0.25753938,0.00000000
-4.70335168,0.90321836,0.08993298,0.60853631,0.00222057,0.03025464,0.25113660,0.00000000
-4.69734867,0.91329077,0.09049371,0.62093812,0.00231721,0.02896063,0.24775906,0.00000000
-4.69134567,0.93036715,0.09208034,0.63693479,0.00243664,0.02788638,0.24735610,0.00000000
-4.68534267,0.95428560,0.09468037,0.65642236,0.00257782,0.02703465,0.24986231,0.00000000
-4.67933967,0.98478899,0.09827540,0.67921979,0.00273936,0.02640684,0.25519708,0.00000000
-4.67333667,1.02152086,0.10284106,0.70506581,0.00291955,0.02600274,0.26326413,0.00000000
-4.66733367,1.06402478,0.10834685,0.73361901,0.00311637,0.02582032,0.27395095,0.00000000
-4.66133067,1.11174730,0.11475625,0.76446152,0.00332749,0.02585565,0.28712845,0.00000000
-4.65532766,1.16404496,0.12202681,0.79710615,0.00355033,0.02610275,0.30265094,0.00000000
-4.64932466,1.22019492,0.13011045,0.83100698,0.00378208,0.02655363,0.32035627,0.00000000
-4.64332166,1.27940908,0.13895381,0.86557288,0.00401977,0.02719834,0.34006651,0.00000000
-4.63731866,1.34085089,0.14849865,0.90018355,0.00426034,0.02802505,0.36158876,0.00000000
-4.63131566,1.40365418,0.15868226,0.93420707,0.00450069,0.02902021,0.38471639,0.00000000
-4.62531266,1.46694294,0.16943785,0.96701847,0.00473774,0.03016881,0.40923032,0.00000000
-4.61930965,1.52985112,0.18069477,0.99801807,0.00496853,0.03145449,0.43490045,0.00000000
-4.61330665,1.59154136,0.19237867,1.02664886,0.00519026,0.03285986,0.46148705,0.00000000
-4.60730365,1.65122168,0.20441139,1.05241205,0.00540034,0.03436662,0.48874202,0.00000000
-4.60130065,1.70815947,0.21671076,1.07487993,0.00559646,0.03595580,0.51641003,0.00000000
-4.59529765,1.76169194,0.22919013,1.09370551,0.00577661,0.03760785,0.54422941,0.00000000
-4.58929465,1.81123296,0.24175781,1.10862864,0.00593911,0.03930278,0.57193296,0.00000000
-4.58329165,1.85627601,0.25431649,1.11947818,0.00608260,0.04102022,0.59924856,0.00000000
-4.57728864,1.89639356,0.26676260,1.12617061,0.00620608,0.04273945,0.62589993,0.00000000
-4.57128564,1.93123334,0.27898586,1.12870501,0.00630887,0.04443941,0.65160741,0.00000000
-4.56528264,1.96051211,0.29086905,1.12715525,0.00639057,0.04609875,0.67608924,0.00000000
-4.55927964,1.98400799,0.30228820,1.12165973,0.00645109,0.04769581,0.69906316,0.00000000
-4.55327664,2.00155195,0.31311321,1.11240959,0.00649057,0.04920874,0.72024885,0.00000000
-4.54727364,2.01301981,0.32320903,1.09963623,0.00650937,0.05061555,0.73937103,0.00000000
-4.54127064,2.01832533,0.33243756,1.08359885,0.00650808,0.05189432,0.75616350,0.00000000
-4.53526763,2.01741522,0.34066004,1.06457285,0.00648744,0.05302347,0.77037402,0.00000000
-4.52926463,2.01026675,0.34774018,1.04283972,0.00644838,0.05398204,0.78176999,0.00000000
-4.52326163,1.99688801,0.35354780,1.01867896,0.00639198,0.05475011,0.79014483,0.00000000
-4.51725863,1.97732110,0.35796284,0.99236231,0.00631951,0.05530929,0.79532482,0.00000000
-4.51125563,1.95164780,0.36087971,0.96415047,0.00623241,0.05564320,0.79717599,0.00000000
-4.50525263,1.91999739,0.36221166,0.93429220,0.00613233,0.05573802,0.79561099,0.00000000
-4.49924962,1.88255583,0.36189502,0.90302572,0.00602113,0.05558303,0.79059529,0.00000000
-4.49324662,1.83957550,0.35989309,0.87058182,0.00590091,0.05517108,0.78215250,0.00000000
-4.48724362,1.79138468,0.35619944,0.83718841,0.00577404,0.05449905,0.77036843,0.00000000
-4.48124062,1.73839562,0.35084047,0.80307583,0.00564311,0.05356815,0.75539353,0.00000000
-4.47523762,1.68111063,0.34387702,0.76848243,0.00551099,0.05238417,0.73744354,0.00000000
-4.46923462,1.62012527,0.33540499,0.73365975,0.00538081,0.05095752,0.71679816,0.00000000
-4.46323162,1.55612825,0.32555485,0.69887698,0.00525588,0.04930315,0.69379766,0.00000000
-4.45722861,1.48989767,0.31449003,0.66442415,0.00513969,0.04744032,0.66883759,0.00000000
-4.45122561,1.42229349,0.30240439,0.63061382,0.00503588,0.04539218,0.64236161,0.00000000
-4.44522261,1.35424648,0.28951864,0.59778108,0.00494809,0.04318524,0.61485283,0.00000000
-4.43921961,1.28674403,0.27607606,0.56628178,0.00487997,0.04084875,0.58682384,0.00000000
-4.43321661,1.22081316,0.26233759,0.53648916,0.00483504,0.03841389,0.55880600,0.00000000
-4.42721361,1.15750171,0.24857658,0.50878878,0.00481662,0.03591303,0.53133817,0.00000000
-4.42121061,1.09785816,0.23507327,0.48357227,0.00482774,0.03337884,0.50495550,0.00000000
-4.41520760,1.04291095,0.22210932,0.46122989,0.00487107,0.03084355,0.48017854,0.00000000
-4.40920460,0.99364800,0.20996247,0.44214243,0.00494880,0.02833808,0.45750306,0.00000000
-4.40320160,0.95099699,0.19890155,0.42667250,0.00506262,0.02589144,0.43739080,0.00000000
-4.39719860,0.91580688,0.18918184,0.41515568,0.00521364,0.02353005,0.42026136,0.00000000
-4.39119560,0.88883112,0.18104088,0.40789167,0.00540238,0.02127734,0.40648541,0.00000000
-4.38519260,0.87071267,0.17469480,0.40513568,0.00562869,0.01915330,0.39637908,0.00000000
-4.37918959,0.86197096,0.17033507,0.40709022,0.00589182,0.01717432,0.39019962,0.00000000
-4.37318659,0.86299087,0.16812565,0.41389756,0.00619034,0.01535311,0.38814214,0.00000000
-4.36718359,0.87401354,0.16820051,0.42563282,0.00652224,0.01369865,0.39033736,0.00000000
-4.36118059,0.89512907,0.17066144,0.44229801,0.00688492,0.01221643,0.39685008,0.00000000
-4.35517759,0.92627101,0.17557613,0.46381706,0.00727522,0.01090860,0.40767834,0.00000000
-4.34917459,0.96721257,0.18297637,0.49003208,0.00768949,0.00977432,0.42275317,0.00000000
-4.34317159,1.01756477,0.19285659,0.52070097,0.00812362,0.00881011,0.44193869,0.00000000
-4.33716858,1.07677662,0.20517257,0.55549668,0.00857314,0.00801028,0.46503274,0.00000000
-4.33116558,1.14413764,0.21984044,0.59400825,0.00903319,0.00736732,0.49176796,0.00000000
-4.32516258,1.21878303,0.23673623,0.63574391,0.00949868,0.00687240,0.52181358,0.00000000
-4.31915958,1.29970192,0.25569583,0.68013639,0.00996429,0.00651575,0.55477791,0.00000000
-4.31315658,1.38574912,0.27651574,0.72655065,0.01042455,0.00628712,0.59021189,0.00000000
-4.30715358,1.47566064,0.29895467,0.77429399,0.01087393,0.00617618,0.62761390,0.00000000
