energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-3.11255628,0.00126017,0.00000060,0.00001075,0.00002136,0.00031962,0.00105576,0.00001753,0.00029176
-3.10655328,0.00092725,0.00000044,0.00000781,0.00001570,0.00023518,0.00077753,0.00001288,0.00021422
-3.10055028,0.00067780,0.00000033,0.00000564,0.00001145,0.00017189,0.00056882,0.00000940,0.00015627
-3.09454727,0.00049236,0.00000024,0.00000404,0.00000830,0.00012483,0.00041347,0.00000681,0.00011329
-3.08854427,0.00035565,0.00000017,0.00000288,0.00000597,0.00009012,0.00029881,0.00000490,0.00008166
-3.08254127,0.00025583,0.00000012,0.00000204,0.00000427,0.00006476,0.00021496,0.00000350,0.00005860
-3.07653827,0.00018379,0.00000009,0.00000144,0.00000303,0.00004642,0.00015433,0.00000249,0.00004196
-3.07053527,0.00013264,0.00000006,0.00000101,0.00000213,0.00003335,0.00011115,0.00000175,0.00003014
-3.06453227,0.00009726,0.00000005,0.00000070,0.00000149,0.00002424,0.00008112,0.00000123,0.00002193
-3.05852926,0.00007394,0.00000003,0.00000048,0.00000104,0.00001814,0.00006111,0.00000085,0.00001645
-3.05252626,0.00006012,0.00000003,0.00000033,0.00000072,0.00001436,0.00004891,0.00000059,0.00001310
-3.04652326,0.00005417,0.00000002,0.00000023,0.00000049,0.00001248,0.00004312,0.00000040,0.00001148
-3.04052026,0.00005526,0.00000002,0.00000015,0.00000034,0.00001222,0.00004296,0.00000027,0.00001136
-3.03451726,0.00006329,0.00000002,0.00000010,0.00000023,0.00001352,0.00004821,0.00000019,0.00001269
-3.02851426,0.00007880,0.00000002,0.00000007,0.00000015,0.00001645,0.00005920,0.00000012,0.00001553
-3.02251126,0.00010302,0.00000003,0.00000005,0.00000011,0.00002121,0.00007678,0.00000008,0.00002011
-3.01650825,0.00013791,0.00000004,0.00000004,0.00000007,0.00002818,0.00010235,0.00000006,0.00002678
-3.01050525,0.00018622,0.00000005,0.00000003,0.00000006,0.00003791,0.00013791,0.00000004,0.00003607
-3.00450225,0.00025163,0.00000007,0.00000003,0.00000005,0.00005113,0.00018615,0.00000002,0.00004868
-2.99849925,0.00033887,0.00000010,0.00000003,0.00000005,0.00006880,0.00025057,0.00000002,0.00006552
-2.99249625,0.00045393,0.00000013,0.00000004,0.00000006,0.00009212,0.00033556,0.00000001,0.00008775
-2.98649325,0.00060424,0.00000017,0.00000005,0.00000008,0.00012260,0.00044663,0.00000001,0.00011679
-2.98049025,0.00079893,0.00000023,0.00000007,0.00000011,0.00016208,0.00059051,0.00000001,0.00015441
-2.97448724,0.00104900,0.00000030,0.00000011,0.00000016,0.00021280,0.00077533,0.00000001,0.00020275
-2.96848424,0.00136765,0.00000039,0.00000017,0.00000024,0.00027742,0.00101084,0.00000001,0.00026434
-2.96248124,0.00177044,0.00000050,0.00000025,0.00000036,0.00035911,0.00130856,0.00000001,0.00034221
-2.95647824,0.00227558,0.00000064,0.00000038,0.00000054,0.00046155,0.00168193,0.00000002,0.00043987
-2.95047524,0.00290403,0.00000082,0.00000056,0.00000080,0.00058898,0.00214647,0.00000002,0.00056139
-2.94447224,0.00367971,0.00000104,0.00000083,0.00000118,0.00074626,0.00271986,0.00000003,0.00071139
-2.93846923,0.00462948,0.00000131,0.00000121,0.00000172,0.00093881,0.00342196,0.00000005,0.00089509
-2.93246623,0.00578313,0.00000163,0.00000176,0.00000250,0.00117267,0.00427483,0.00000007,0.00111826
-2.92646323,0.00717319,0.00000202,0.00000253,0.00000360,0.00145441,0.00530253,0.00000011,0.00138722
-2.92046023,0.00883462,0.00000249,0.00000363,0.00000516,0.00179110,0.00653095,0.00000015,0.00170877
-2.91445723,0.01080439,0.00000304,0.00000516,0.00000733,0.00219019,0.00798747,0.00000022,0.00209010
-2.90845423,0.01312079,0.00000369,0.00000728,0.00001033,0.00265941,0.00970049,0.00000031,0.00253871
-2.90245123,0.01582273,0.00000444,0.00001021,0.00001447,0.00320659,0.01169887,0.00000044,0.00306220
-2.89644822,0.01894870,0.00000532,0.00001422,0.00002012,0.00383946,0.01401122,0.00000061,0.00366817
-2.89044522,0.02253582,0.00000632,0.00001965,0.00002778,0.00456543,0.01666518,0.00000086,0.00436395
-2.88444222,0.02661856,0.00000746,0.00002698,0.00003807,0.00539140,0.01968649,0.00000119,0.00515646
-2.87843922,0.03122762,0.00000874,0.00003678,0.00005181,0.00632344,0.02309822,0.00000163,0.00605193
-2.87243622,0.03638871,0.00001017,0.00004980,0.00007001,0.00736660,0.02691981,0.00000224,0.00705573
-2.86643322,0.04212146,0.00001176,0.00006694,0.00009393,0.00852467,0.03116638,0.00000304,0.00817217
-2.86043022,0.04843851,0.00001350,0.00008937,0.00012512,0.00979999,0.03584806,0.00000411,0.00940432
-2.85442721,0.05534495,0.00001541,0.00011848,0.00016548,0.01119337,0.04096955,0.00000551,0.01075398
-2.84842421,0.06283804,0.00001747,0.00015600,0.00021731,0.01270403,0.04653008,0.00000735,0.01222163
-2.84242121,0.07090747,0.00001970,0.00020398,0.00028335,0.01432965,0.05252357,0.00000975,0.01380653
-2.83641821,0.07953622,0.00002207,0.00026489,0.00036685,0.01606662,0.05893937,0.00001285,0.01550692
-2.83041521,0.08870200,0.00002461,0.00034165,0.00047159,0.01791033,0.06576337,0.00001683,0.01732038
-2.82441221,0.09837938,0.00002730,0.00043766,0.00060196,0.01985568,0.07297971,0.00002191,0.01924428
-2.81840920,0.10854269,0.00003014,0.00055686,0.00076295,0.02189770,0.08057297,0.00002835,0.02127638
-2.81240620,0.11916951,0.00003316,0.00070376,0.00096018,0.02403239,0.08853089,0.00003647,0.02341565
-2.80640320,0.13024483,0.00003636,0.00088348,0.00119991,0.02625767,0.09684756,0.00004664,0.02566309
-2.80040020,0.14176576,0.00003977,0.00110172,0.00148897,0.02857440,0.10552706,0.00005930,0.02802273
-2.79439720,0.15374656,0.00004345,0.00136481,0.00183473,0.03098763,0.11458728,0.00007494,0.03050275
-2.78839420,0.16622394,0.00004744,0.00167964,0.00224499,0.03350782,0.12406404,0.00009417,0.03311652
-2.78239120,0.17926233,0.00005184,0.00205366,0.00272786,0.03615212,0.13401509,0.00011766,0.03588379
-2.77638819,0.19295887,0.00005675,0.00249478,0.00329155,0.03894557,0.14452407,0.00014615,0.03883173
-2.77038519,0.20744802,0.00006230,0.00301128,0.00394421,0.04192230,0.15570397,0.00018052,0.04199591
-2.76438219,0.22290534,0.00006867,0.00361171,0.00469365,0.04512655,0.16770020,0.00022171,0.04542116
-2.75837919,0.23955032,0.00007605,0.00430474,0.00554707,0.04861346,0.18069276,0.00027077,0.04916221
-2.75237619,0.25764803,0.00008470,0.00509897,0.00651074,0.05244960,0.19489764,0.00032884,0.05328411
-2.74637319,0.27750927,0.00009487,0.00600279,0.00758969,0.05671328,0.21056703,0.00039713,0.05786230
-2.74037019,0.29948928,0.00010689,0.00702414,0.00878737,0.06149437,0.22798848,0.00047693,0.06298247
-2.73436718,0.32398460,0.00012111,0.00817030,0.01010534,0.06689378,0.24748256,0.00056960,0.06873994
-2.72836418,0.35142831,0.00013790,0.00944771,0.01154294,0.07302249,0.26939936,0.00067651,0.07523879
-2.72236118,0.38228340,0.00015767,0.01086171,0.01309710,0.08000009,0.29411344,0.00079905,0.08259048
-2.71635818,0.41703437,0.00018084,0.01241636,0.01476205,0.08795293,0.32201750,0.00093858,0.09091220
-2.71035518,0.45617719,0.00020787,0.01411426,0.01652926,0.09701161,0.35351458,0.00109642,0.10032472
-2.70435218,0.50020772,0.00023916,0.01595638,0.01838738,0.10730824,0.38900915,0.00127374,0.11094993
-2.69834917,0.54960863,0.00027516,0.01794190,0.02032227,0.11897304,0.42889687,0.00147160,0.12290804
-2.69234617,0.60483527,0.00031625,0.02006814,0.02231717,0.13213073,0.47355350,0.00169083,0.13631438
-2.68634317,0.66630050,0.00036278,0.02233046,0.02435297,0.14689640,0.52332278,0.00193201,0.15127602
-2.68034017,0.73435891,0.00041502,0.02472226,0.02640852,0.16337129,0.57850386,0.00219542,0.16788807
-2.67433717,0.80929068,0.00047319,0.02723491,0.02846113,0.18163823,0.63933815,0.00248096,0.18622984
-2.66833417,0.89128545,0.00053740,0.02985785,0.03048706,0.20175715,0.70599616,0.00278812,0.20636092
-2.66233117,0.98042664,0.00060763,0.03257858,0.03246207,0.22376052,0.77856443,0.00311595,0.22831720
-2.65632816,1.07667652,0.00068375,0.03538278,0.03436208,0.24764907,0.85703301,0.00346300,0.25210704
-2.65032516,1.17986269,0.00076549,0.03825442,0.03616374,0.27338777,0.94128377,0.00382729,0.27770759
-2.64432216,1.28966629,0.00085243,0.04117581,0.03784504,0.30090241,1.03108006,0.00420633,0.30506147
-2.63831916,1.40561256,0.00094399,0.04412780,0.03938586,0.33007676,1.12605804,0.00459710,0.33407394
-2.63231616,1.52706431,0.00103944,0.04708993,0.04076843,0.36075063,1.22572023,0.00499606,0.36461073
-2.62631316,1.65321873,0.00113791,0.05004055,0.04197774,0.39271891,1.32943172,0.00539921,0.39649667
-2.62031016,1.78310823,0.00123837,0.05295706,0.04300181,0.42573182,1.43641939,0.00580212,0.42951523
-2.61430715,1.91560562,0.00133968,0.05581612,0.04383183,0.45949640,1.54577473,0.00620003,0.46340934
-2.60830415,2.04943403,0.00144058,0.05859390,0.04446228,0.49367942,1.65646051,0.00658788,0.49788333
-2.60230115,2.18318202,0.00153974,0.06126641,0.04489080,0.52791177,1.76732155,0.00696049,0.53260638
-2.59629815,2.31532375,0.00163578,0.06380983,0.04511804,0.56179427,1.87709980,0.00731259,0.56721736
-2.59029515,2.44424440,0.00172727,0.06620093,0.04514743,0.59490497,1.98445375,0.00763900,0.60133121
-2.58429215,2.56827036,0.00181281,0.06841755,0.04498485,0.62680774,2.08798193,0.00793473,0.63454677
-2.57828914,2.68570393,0.00189106,0.07043913,0.04463824,0.65706201,2.18625030,0.00819511,0.66645596
-2.57228614,2.79486168,0.00196072,0.07224731,0.04411724,0.68523348,2.27782283,0.00841590,0.69665415
-2.56628314,2.89411548,0.00202065,0.07382654,0.04343279,0.71090541,2.36129470,0.00859342,0.72475143
-2.56028014,2.98193521,0.00206981,0.07516474,0.04259677,0.73369024,2.43532708,0.00872466,0.75038454
-2.55427714,3.05693157,0.00210736,0.07625399,0.04162164,0.75324105,2.49868249,0.00880731,0.77322894
-2.54827414,3.11789765,0.00213265,0.07709112,0.04052019,0.76926257,2.55025951,0.00883989,0.79301064
-2.54227114,3.16384761,0.00214525,0.07767831,0.03930529,0.78152111,2.58912558,0.00882177,0.80951732
-2.53626813,3.19405075,0.00214492,0.07802358,0.03798974,0.78985318,2.61454655,0.00875316,0.82260805
-2.53026513,3.20805970,0.00213170,0.07814108,0.03658616,0.79417228,2.62601176,0.00863515,0.83222138
-2.52426213,3.20573090,0.00210582,0.07805131,0.03510691,0.79447348,2.62325341,0.00846966,0.83838100
-2.51825913,3.18723660,0.00206774,0.07778107,0.03356409,0.79083559,2.60625937,0.00825937,0.84119879
-2.51225613,3.15306718,0.00201813,0.07736315,0.03196955,0.78342066,2.57527852,0.00800769,0.84087473
-2.50625313,3.10402335,0.00195786,0.07683583,0.03033490,0.77247073,2.53081819,0.00771862,0.83769358
-2.50025013,3.04119819,0.00188794,0.07624205,0.02867155,0.75830177,2.47363365,0.00739670,0.83201810
-2.49424712,2.96594915,0.00180953,0.07562838,0.02699071,0.74129506,2.40470966,0.00704682,0.82427902
-2.48824412,2.87986098,0.00172388,0.07504364,0.02530343,0.72188615,2.32523478,0.00667418,0.81496176
-2.48224112,2.78470063,0.00163233,0.07453742,0.02362051,0.70055183,2.23656915,0.00628408,0.80459049
-2.47623812,2.68236572,0.00153625,0.07415832,0.02195251,0.67779553,2.14020711,0.00588189,0.79370991
-2.47023512,2.57482861,0.00143701,0.07395217,0.02030965,0.65413168,2.03773582,0.00547283,0.78286544
-2.46423212,2.46407803,0.00133597,0.07396011,0.01870171,0.63006966,1.93079176,0.00506193,0.77258272
-2.45822911,2.35206073,0.00123440,0.07421679,0.01713790,0.60609804,1.82101650,0.00465391,0.76334708
-2.45222611,2.24062539,0.00113352,0.07474862,0.01562678,0.58266955,1.71001374,0.00425310,0.75558406
-2.44622311,2.13147100,0.00103445,0.07557231,0.01417606,0.56018765,1.59930902,0.00386337,0.74964184
-2.44022011,2.02610199,0.00093818,0.07669362,0.01279251,0.53899502,1.49031372,0.00348809,0.74577638
-2.43421711,1.92579149,0.00084555,0.07810651,0.01148190,0.51936466,1.38429463,0.00313009,0.74414012
-2.42821411,1.83155455,0.00075729,0.07979276,0.01024882,0.50149372,1.28234999,0.00279164,0.74477476
-2.42221111,1.74413189,0.00067398,0.08172200,0.00909671,0.48550058,1.18539274,0.00247447,0.74760874
-2.41620810,1.66398485,0.00059603,0.08385230,0.00802777,0.47142499,1.09414130,0.00217977,0.75245948
-2.41020510,1.59130135,0.00052374,0.08613124,0.00704304,0.45923151,1.00911776,0.00190823,0.75904051
-2.40420210,1.52601239,0.00045729,0.08849747,0.00614236,0.44881579,0.93065323,0.00166007,0.76697325
-2.39819910,1.46781789,0.00039670,0.09088272,0.00532451,0.44001354,0.85889962,0.00143511,0.77580296
-2.39219610,1.41622061,0.00034192,0.09321415,0.00458729,0.43261176,0.79384690,0.00123280,0.78501828
-2.38619310,1.37056621,0.00029280,0.09541700,0.00392761,0.42636150,0.73534475,0.00105229,0.79407333
-2.38019010,1.33008741,0.00024910,0.09741738,0.00334167,0.42099178,0.68312732,0.00089248,0.80241165
-2.37418709,1.29395023,0.00021053,0.09914513,0.00282509,0.41622384,0.63683976,0.00075208,0.80949057
-2.36818409,1.26129992,0.00017677,0.10053657,0.00237305,0.41178511,0.59606521,0.00062968,0.81480517
-2.36218109,1.23130463,0.00014745,0.10153702,0.00198044,0.40742226,0.56035097,0.00052379,0.81791045
-2.35617809,1.20319478,0.00012217,0.10210304,0.00164199,0.40291285,0.52923276,0.00043287,0.81844085
-2.35017509,1.17629652,0.00010055,0.10220418,0.00135242,0.39807478,0.50225601,0.00035539,0.81612619
-2.34417209,1.15005798,0.00008221,0.10182426,0.00110655,0.39277357,0.47899353,0.00028986,0.81080315
-2.33816908,1.12406736,0.00006676,0.10096197,0.00089934,0.38692678,0.45905900,0.00023486,0.80242196
-2.33216608,1.09806244,0.00005385,0.09963103,0.00072603,0.38050576,0.44211596,0.00018903,0.79104792
-2.32616308,1.07193143,0.00004314,0.09785952,0.00058216,0.37353450,0.42788231,0.00015113,0.77685776
-2.32016008,1.04570555,0.00003433,0.09568879,0.00046365,0.36608590,0.41613046,0.00012003,0.76013104
-2.31415708,1.01954416,0.00002713,0.09317175,0.00036674,0.35827559,0.40668363,0.00009468,0.74123716
-2.30815408,0.99371351,0.00002130,0.09037076,0.00028811,0.35025376,0.39940870,0.00007419,0.72061850
-2.30215108,0.96856052,0.00001660,0.08735511,0.00022479,0.34219540,0.39420651,0.00005774,0.69877073
-2.29614807,0.94448321,0.00001286,0.08419830,0.00017418,0.33428955,0.39100022,0.00004463,0.67622104
-2.29014507,0.92189938,0.00000989,0.08097522,0.00013403,0.32672809,0.38972281,0.00003426,0.65350558
-2.28414207,0.90121526,0.00000755,0.07775933,0.00010242,0.31969458,0.39030436,0.00002613,0.63114692
-2.27813907,0.88279587,0.00000572,0.07461992,0.00007772,0.31335383,0.39266004,0.00001979,0.60963274
-2.27213607,0.86693835,0.00000431,0.07161976,0.00005857,0.30784252,0.39667964,0.00001488,0.58939654
-2.26613307,0.85384976,0.00000322,0.06881291,0.00004383,0.30326152,0.40221906,0.00001111,0.57080128
-2.26013007,0.84363022,0.00000239,0.06624308,0.00003257,0.29967003,0.40909450,0.00000824,0.55412652
-2.25412706,0.83626205,0.00000177,0.06394244,0.00002403,0.29708190,0.41707951,0.00000607,0.53955951
-2.24812406,0.83160543,0.00000129,0.06193088,0.00001761,0.29546421,0.42590508,0.00000444,0.52719052
-2.24212106,0.82940043,0.00000094,0.06021587,0.00001281,0.29473820,0.43526292,0.00000323,0.51701245
-2.23611806,0.82927520,0.00000068,0.05879274,0.00000926,0.29478226,0.44481150,0.00000233,0.50892450
-2.23011506,0.83075980,0.00000049,0.05764548,0.00000664,0.29543698,0.45418465,0.00000167,0.50273974
-2.22411206,0.83330469,0.00000035,0.05674789,0.00000473,0.29651188,0.46300226,0.00000119,0.49819586
-2.21810905,0.83630288,0.00000025,0.05606520,0.00000335,0.29779343,0.47088240,0.00000084,0.49496873
-2.21210605,0.83911466,0.00000017,0.05555575,0.00000235,0.29905397,0.47745425,0.00000059,0.49268792
-2.20610305,0.84109352,0.00000012,0.05517305,0.00000164,0.30006118,0.48237114,0.00000041,0.49095344
-2.20010005,0.84161197,0.00000008,0.05486781,0.00000114,0.30058743,0.48532306,0.00000028,0.48935300
-2.19409705,0.84008618,0.00000006,0.05458997,0.00000078,0.30041885,0.48604787,0.00000019,0.48747899
-2.18809405,0.83599822,0.00000004,0.05429071,0.00000053,0.29936351,0.48434079,0.00000013,0.48494441
-2.18209105,0.82891489,0.00000003,0.05392426,0.00000036,0.29725850,0.48006154,0.00000009,0.48139730
-2.17608804,0.81850265,0.00000002,0.05344948,0.00000024,0.29397552,0.47313904,0.00000006,0.47653293
-2.17008504,0.80453778,0.00000001,0.05283120,0.00000016,0.28942496,0.46357317,0.00000004,0.47010353
-2.16408204,0.78691185,0.00000001,0.05204120,0.00000011,0.28355815,0.45143385,0.00000003,0.46192522
-2.15807904,0.76563223,0.00000001,0.05105893,0.00000007,0.27636798,0.43685734,0.00000002,0.45188201
-2.15207604,0.74081800,0.00000000,0.04987180,0.00000005,0.26788775,0.42004015,0.00000001,0.43992692
-2.14607304,0.71269163,0.00000000,0.04847524,0.00000003,0.25818856,0.40123080,0.00000001,0.42608030
-2.14007004,0.68156710,0.00000000,0.04687239,0.00000002,0.24737530,0.38072005,0.00000000,0.41042567
-2.13406703,0.64783504,0.00000000,0.04507349,0.00000001,0.23558165,0.35882985,0.00000000,0.39310334
-2.12806403,0.61194598,0.00000000,0.04309514,0.00000001,0.22296417,0.33590189,0.00000000,0.37430239
-2.12206103,0.57439227,0.00000000,0.04095928,0.00000001,0.20969603,0.31228595,0.00000000,0.35425121
-2.11605803,0.53568985,0.00000000,0.03869210,0.00000001,0.19596044,0.28832887,0.00000000,0.33320741
-2.11005503,0.49636034,0.00000000,0.03632284,0.00000001,0.18194429,0.26436425,0.00000000,0.31144730
-2.10405203,0.45691447,0.00000000,0.03388260,0.00000002,0.16783204,0.24070363,0.00000000,0.28925558
-2.09804902,0.41783721,0.00000000,0.03140319,0.00000002,0.15380035,0.21762901,0.00000000,0.26691557
-2.09204602,0.37957523,0.00000000,0.02891603,0.00000004,0.14001332,0.19538728,0.00000001,0.24470036
-2.08604302,0.34252684,0.00000000,0.02645116,0.00000006,0.12661867,0.17418631,0.00000001,0.22286515
-2.08004002,0.30703474,0.00000000,0.02403644,0.00000009,0.11374494,0.15419290,0.00000001,0.20164095
-2.07403702,0.27338138,0.00000000,0.02169685,0.00000015,0.10149954,0.13553236,0.00000002,0.18122983
-2.06803402,0.24178703,0.00000000,0.01945403,0.00000023,0.08996781,0.11828961,0.00000003,0.16180162
-2.06203102,0.21241021,0.00000000,0.01732592,0.00000036,0.07921297,0.10251156,0.00000005,0.14349216
-2.05602801,0.18535016,0.00000000,0.01532662,0.00000055,0.06927676,0.08821049,0.00000008,0.12640296
-2.05002501,0.16065110,0.00000000,0.01346639,0.00000085,0.06018079,0.07536820,0.00000012,0.11060199
-2.04402201,0.13830778,0.00000001,0.01175178,0.00000130,0.05192840,0.06394061,0.00000018,0.09612564
-2.03801901,0.11827195,0.00000001,0.01018586,0.00000196,0.04450688,0.05386264,0.00000028,0.08298145
-2.03201601,0.10045940,0.00000001,0.00876858,0.00000294,0.03788990,0.04505302,0.00000042,0.07115146
-2.02601301,0.08475718,0.00000002,0.00749714,0.00000439,0.03204005,0.03741895,0.00000062,0.06059598
-2.02001001,0.07103067,0.00000003,0.00636644,0.00000650,0.02691142,0.03086037,0.00000092,0.05125757
-2.01400700,0.05913036,0.00000004,0.00536951,0.00000955,0.02245198,0.02527385,0.00000135,0.04306495
-2.00800400,0.04889800,0.00000006,0.00449802,0.00001394,0.01860588,0.02055584,0.00000197,0.03593689
-2.00200100,0.04017204,0.00000009,0.00374260,0.00002021,0.01531539,0.01660548,0.00000286,0.02978569
-1.99599800,0.03279238,0.00000013,0.00309335,0.00002907,0.01252270,0.01332674,0.00000412,0.02452046
-1.98999500,0.02660422,0.00000018,0.00254013,0.00004152,0.01017132,0.01063012,0.00000588,0.02004982
-1.98399200,0.02146116,0.00000026,0.00207286,0.00005887,0.00820724,0.00843380,0.00000834,0.01628428
-1.97798899,0.01722757,0.00000037,0.00168182,0.00008289,0.00657979,0.00666442,0.00001174,0.01313805
-1.97198599,0.01378029,0.00000051,0.00135783,0.00011586,0.00524228,0.00525748,0.00001641,0.01053052
-1.96598299,0.01100976,0.00000071,0.00109241,0.00016079,0.00415232,0.00415746,0.00002277,0.00838719
-1.95997999,0.00882065,0.00000098,0.00087790,0.00022155,0.00327209,0.00331778,0.00003137,0.00664039
-1.95397699,0.00713221,0.00000133,0.00070759,0.00030308,0.00256829,0.00270061,0.00004291,0.00522955
-1.94797399,0.00587828,0.00000181,0.00057569,0.00041165,0.00201208,0.00227657,0.00005828,0.00410128
-1.94197099,0.00500720,0.00000245,0.00047743,0.00055511,0.00157891,0.00202451,0.00007858,0.00320921
-1.93596798,0.00448159,0.00000327,0.00040907,0.00074321,0.00124819,0.00193119,0.00010521,0.00251372
-1.92996498,0.00427819,0.00000435,0.00036786,0.00098793,0.00100312,0.00199118,0.00013984,0.00198151
-1.92396198,0.00438763,0.00000574,0.00035211,0.00130384,0.00083029,0.00220670,0.00018454,0.00158511
-1.91795898,0.00481439,0.00000753,0.00036110,0.00170849,0.00071946,0.00258763,0.00024180,0.00130244
-1.91195598,0.00557675,0.00000979,0.00039518,0.00222273,0.00066323,0.00315161,0.00031455,0.00111623
-1.90595298,0.00670691,0.00001265,0.00045568,0.00287113,0.00065683,0.00392423,0.00040628,0.00101359
-1.89994997,0.00825110,0.00001622,0.00054499,0.00368223,0.00069791,0.00493927,0.00052100,0.00098552
-1.89394697,0.01026975,0.00002066,0.00066650,0.00468882,0.00078633,0.00623900,0.00066335,0.00102651
-1.88794397,0.01283766,0.00002612,0.00082467,0.00592805,0.00092405,0.00787452,0.00083857,0.00113417
-1.88194097,0.01604405,0.00003279,0.00102498,0.00744149,0.00111498,0.00990604,0.00105253,0.00130888
-1.87593797,0.01999253,0.00004086,0.00127398,0.00927492,0.00136494,0.01240313,0.00131166,0.00155354
-1.86993497,0.02480076,0.00005057,0.00157922,0.01147797,0.00168156,0.01544480,0.00162297,0.00187324
-1.86393197,0.03059985,0.00006214,0.00194929,0.01410355,0.00207425,0.01911954,0.00199388,0.00227512
-1.85792896,0.03753347,0.00007582,0.00239371,0.01720696,0.00255416,0.02352502,0.00243218,0.00276804
-1.85192596,0.04575638,0.00009186,0.00292292,0.02084471,0.00313416,0.02876766,0.00294578,0.00336245
-1.84592296,0.05543264,0.00011050,0.00354813,0.02507310,0.00382875,0.03496186,0.00354255,0.00407013
-1.83991996,0.06673316,0.00013199,0.00428124,0.02994645,0.00465403,0.04222896,0.00423009,0.00490395
-1.83391696,0.07983287,0.00015655,0.00513465,0.03551512,0.00562764,0.05069584,0.00501538,0.00587767
-1.82791396,0.09490726,0.00018438,0.00612110,0.04182322,0.00676859,0.06049321,0.00590451,0.00700561
-1.82191096,0.11212850,0.00021563,0.00725341,0.04890621,0.00809717,0.07175353,0.00690232,0.00830241
-1.81590795,0.13166119,0.00025042,0.00854428,0.05678842,0.00963473,0.08460870,0.00801206,0.00978270
-1.80990495,0.15365774,0.00028880,0.01000599,0.06548054,0.01140346,0.09918735,0.00923500,0.01146076
-1.80390195,0.17825355,0.00033076,0.01165009,0.07497725,0.01342609,0.11561195,0.01057013,0.01335016
-1.79789895,0.20556219,0.00037619,0.01348713,0.08525509,0.01572558,0.13399570,0.01201388,0.01546343
-1.79189595,0.23567062,0.00042491,0.01552629,0.09627075,0.01832468,0.15443931,0.01355982,0.01781161
-1.78589295,0.26863464,0.00047667,0.01777513,0.10795978,0.02124550,0.17702761,0.01519854,0.02040398
-1.77988994,0.30447478,0.00053108,0.02023922,0.12023604,0.02450898,0.20182630,0.01691757,0.02324757
-1.77388694,0.34317268,0.00058770,0.02292190,0.13299175,0.02813436,0.22887865,0.01870137,0.02634694
-1.76788394,0.38466826,0.00064599,0.02582400,0.14609842,0.03213853,0.25820242,0.02053155,0.02970375
-1.76188094,0.42885754,0.00070532,0.02894361,0.15940859,0.03653544,0.28978702,0.02238705,0.03331655
-1.75587794,0.47559155,0.00076502,0.03227589,0.17275837,0.04133538,0.32359097,0.02424459,0.03718048
-1.74987494,0.52467605,0.00082434,0.03581301,0.18597084,0.04654442,0.35953982,0.02607914,0.04128713
-1.74387194,0.57587246,0.00088253,0.03954400,0.19886004,0.05216369,0.39752454,0.02786455,0.04562442
-1.73786893,0.62889975,0.00093882,0.04345483,0.21123567,0.05818891,0.43740062,0.02957419,0.05017651
-1.73186593,0.68343748,0.00099243,0.04752847,0.22290808,0.06460985,0.47898777,0.03118176,0.05492391
-1.72586293,0.73912987,0.00104267,0.05174510,0.23369355,0.07141003,0.52207056,0.03266201,0.05984355
-1.71985993,0.79559098,0.00108888,0.05608235,0.24341955,0.07856653,0.56639993,0.03399154,0.06490905
-1.71385693,0.85241084,0.00113049,0.06051570,0.25192975,0.08604999,0.61169565,0.03514953,0.07009104
-1.70785393,0.90916252,0.00116706,0.06501895,0.25908864,0.09382484,0.65764990,0.03611844,0.07535762
-1.70185093,0.96540998,0.00119826,0.06956479,0.26478549,0.10184974,0.70393194,0.03688454,0.08067490
-1.69584792,1.02071667,0.00122390,0.07412545,0.26893751,0.11007832,0.75019372,0.03743840,0.08600763
-1.68984492,1.07465452,0.00124396,0.07867341,0.27149207,0.11846008,0.79607662,0.03777521,0.09131999
-1.68384192,1.12681327,0.00125856,0.08318224,0.27242788,0.12694153,0.84121888,0.03789488,0.09657631
-1.67783892,1.17680973,0.00126797,0.08762735,0.27175517,0.13546750,0.88526375,0.03780211,0.10174195
-1.67183592,1.22429678,0.00127262,0.09198682,0.26951471,0.14398254,0.92786792,0.03750613,0.10678413
-1.66583292,1.26897160,0.00127305,0.09624210,0.26577600,0.15243236,0.96870996,0.03702045,0.11167273
-1.65982991,1.31058280,0.00126992,0.10037870,0.26063446,0.16076524,1.00749834,0.03636236,0.11638098
-1.65382691,1.34893615,0.00126398,0.10438667,0.25420798,0.16893327,1.04397864,0.03555233,0.12088608
-1.64782391,1.38389827,0.00125605,0.10826089,0.24663283,0.17689336,1.07793947,0.03461339,0.12516960
-1.64182091,1.41539820,0.00124697,0.11200116,0.23805933,0.18460800,1.10921669,0.03357033,0.12921769
-1.63581791,1.44342637,0.00123757,0.11561195,0.22864721,0.19204555,1.13769564,0.03244896,0.13302103
-1.62981491,1.46803090,0.00122867,0.11910198,0.21856105,0.19918015,1.16331105,0.03127531,0.13657453
-1.62381191,1.48931125,0.00122100,0.12248333,0.20796590,0.20599123,1.18604457,0.03007488,0.13987677
-1.61780890,1.50740918,0.00121522,0.12577044,0.19702320,0.21246251,1.20591988,0.02887195,0.14292919
-1.61180590,1.52249755,0.00121186,0.12897875,0.18588720,0.21858070,1.22299560,0.02768890,0.14573508
-1.60580290,1.53476728,0.00121130,0.13212314,0.17470184,0.22433381,1.23735637,0.02654570,0.14829834
-1.59979990,1.54441319,0.00121377,0.13521632,0.16359831,0.22970940,1.24910248,0.02545942,0.15062229
