energy_ev,total_up,Bi_p_up,Bi_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,0.66969125,0.21336355,0.00697915,0.09575061,0.00000000,0.22894232,0.04111444
-5.99399700,0.67933582,0.21499701,0.00680087,0.09920789,0.00000000,0.23608923,0.04152524
-5.98799400,0.69114910,0.21726119,0.00664169,0.10340301,0.00000000,0.24542487,0.04204525
-5.98199100,0.70504056,0.22015668,0.00650213,0.10834391,0.00000000,0.25704517,0.04265725
-5.97598799,0.72096178,0.22369262,0.00638251,0.11405993,0.00000000,0.27109660,0.04334566
-5.96998499,0.73891632,0.22789056,0.00628302,0.12060228,0.00000000,0.28777950,0.04409718
-5.96398199,0.75896733,0.23278793,0.00620385,0.12804338,0.00000000,0.30734911,0.04490133
-5.95797899,0.78124216,0.23844086,0.00614518,0.13647501,0.00000000,0.33011384,0.04575085
-5.95197599,0.80593336,0.24492595,0.00610726,0.14600531,0.00000000,0.35643052,0.04664195
-5.94597299,0.83329548,0.25234078,0.00609048,0.15675456,0.00000000,0.38669628,0.04757431
-5.93996998,0.86363728,0.26080289,0.00609533,0.16884998,0.00000000,0.42133702,0.04855090
-5.93396698,0.89730934,0.27044703,0.00612248,0.18241939,0.00000000,0.46079235,0.04957764
-5.92796398,0.93468691,0.28142068,0.00617266,0.19758419,0.00000000,0.50549724,0.05066275
-5.92196098,0.97614874,0.29387779,0.00624666,0.21445163,0.00000000,0.55586068,0.05181598
-5.91595798,1.02205219,0.30797082,0.00634527,0.23310685,0.00000000,0.61224180,0.05304767
-5.90995498,1.07270586,0.32384155,0.00646910,0.25360483,0.00000000,0.67492444,0.05436769
-5.90395198,1.12834082,0.34161072,0.00661858,0.27596263,0.00000000,0.74409080,0.05578436
-5.89794897,1.18908177,0.36136721,0.00679374,0.30015244,0.00000000,0.81979552,0.05730325
-5.89194597,1.25491986,0.38315715,0.00699415,0.32609555,0.00000000,0.90194143,0.05892627
-5.88594297,1.32568864,0.40697365,0.00721879,0.35365785,0.00000000,0.99025814,0.06065062
-5.87993997,1.40104465,0.43274770,0.00746593,0.38264710,0.00000000,1.08428502,0.06246819
-5.87393697,1.48045439,0.46034086,0.00773313,0.41281220,0.00000000,1.18335986,0.06436501
