energy_ev,total_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.23761881,3.86690436,1.54980022,3.35424651,0.00080237,0.31348676,0.16299875,0.00000000
-5.23161581,3.83722958,1.51036828,3.33419042,0.00078805,0.31245602,0.16270166,0.00000000
-5.22561281,3.80863580,1.46943875,3.31553623,0.00077247,0.31116137,0.16217494,0.00000000
-5.21960980,3.77974544,1.42661243,3.29709509,0.00075549,0.30943940,0.16136348,0.00000000
-5.21360680,3.74934742,1.38160958,3.27780804,0.00073701,0.30714822,0.16022404,0.00000000
-5.20760380,3.71643169,1.33427772,3.25677659,0.00071700,0.30417099,0.15872611,0.00000000
-5.20160080,3.68021170,1.28459276,3.23328328,0.00069546,0.30041837,0.15685209,0.00000000
-5.19559780,3.64013480,1.23265390,3.20680231,0.00067242,0.29582970,0.15459698,0.00000000
-5.18959480,3.59588148,1.17867319,3.17700061,0.00064799,0.29037328,0.15196745,0.00000000
-5.18359180,3.54735449,1.12296061,3.14373055,0.00062228,0.28404552,0.14898056,0.00000000
-5.17758879,3.49465963,1.06590602,3.10701533,0.00059545,0.27686930,0.14566214,0.00000000
-5.17158579,3.43807971,1.00795907,3.06702852,0.00056770,0.26889158,0.14204497,0.00000000
-5.16558279,3.37804394,0.94960832,3.02406950,0.00053924,0.26018044,0.13816685,0.00000000
-5.15957979,3.31509457,0.89136073,2.97853630,0.00051032,0.25082175,0.13406876,0.00000000
-5.15357679,3.24985265,0.83372251,2.93089738,0.00048120,0.24091565,0.12979302,0.00000000
-5.14757379,3.18298480,0.77718211,2.88166400,0.00045216,0.23057288,0.12538181,0.00000000
-5.14157079,3.11517237,0.72219599,2.83136434,0.00042351,0.21991131,0.12087579,0.00000000
-5.13556778,3.04708439,0.66917757,2.78052049,0.00039555,0.20905263,0.11631318,0.00000000
-5.12956478,2.97935521,0.61848957,2.72962934,0.00036864,0.19811934,0.11172902,0.00000000
-5.12356178,2.91256751,0.57043960,2.67914777,0.00034311,0.18723219,0.10715489,0.00000000
-5.11755878,2.84724114,0.52527897,2.62948274,0.00031934,0.17650808,0.10261890,0.00000000
-5.11155578,2.78382772,0.48320427,2.58098630,0.00029771,0.16605843,0.09814589,0.00000000
-5.10555278,2.72271097,0.44436135,2.53395540,0.00027864,0.15598802,0.09375796,0.00000000
-5.09954977,2.66421200,0.40885105,2.48863627,0.00026257,0.14639440,0.08947511,0.00000000
-5.09354677,2.60859925,0.37673630,2.44523263,0.00024995,0.13736760,0.08531599,0.00000000
-5.08754377,2.55610172,0.34804986,2.40391714,0.00024127,0.12899029,0.08129872,0.00000000
-5.08154077,2.50692469,0.32280226,2.36484509,0.00023706,0.12133815,0.07744159,0.00000000
-5.07553777,2.46126655,0.30098925,2.32816930,0.00023785,0.11448048,0.07376380,0.00000000
-5.06953477,2.41933546,0.28259860,2.29405495,0.00024422,0.10848082,0.07028593,0.00000000
-5.06353177,2.38136443,0.26761555,2.26269342,0.00025677,0.10339755,0.06703025,0.00000000
-5.05752876,2.34762360,0.25602679,2.23431355,0.00027609,0.09928435,0.06402087,0.00000000
-5.05152576,2.31842837,0.24782270,2.20918960,0.00030279,0.09619039,0.06128351,0.00000000
-5.04552276,2.29414246,0.24299779,2.18764461,0.00033747,0.09416023,0.05884513,0.00000000
-5.03951976,2.27517496,0.24154921,2.17004860,0.00038070,0.09323326,0.05673322,0.00000000
-5.03351676,2.26197103,0.24347344,2.15681092,0.00043298,0.09344281,0.05497497,0.00000000
-5.02751376,2.25499597,0.24876141,2.14836682,0.00049476,0.09481476,0.05359613,0.00000000
-5.02151076,2.25471309,0.25739219,2.14515812,0.00056638,0.09736575,0.05261978,0.00000000
-5.01550775,2.26155604,0.26932558,2.14760896,0.00064804,0.10110117,0.05206501,0.00000000
-5.00950475,2.27589673,0.28449413,2.15609722,0.00073979,0.10601276,0.05194557,0.00000000
-5.00350175,2.29801048,0.30279488,2.17092328,0.00084148,0.11207628,0.05226853,0.00000000
-4.99749875,2.32804026,0.32408154,2.19227773,0.00095275,0.11924911,0.05303311,0.00000000
-4.99149575,2.36596216,0.34815736,2.22020981,0.00107300,0.12746820,0.05422963,0.00000000
-4.98549275,2.41155437,0.37476949,2.25459887,0.00120139,0.13664830,0.05583872,0.00000000
-4.97948974,2.46437208,0.40360513,2.29513070,0.00133678,0.14668095,0.05783091,0.00000000
-4.97348674,2.52373019,0.43429001,2.34128092,0.00147781,0.15743412,0.06016646,0.00000000
-4.96748374,2.58869597,0.46638951,2.39230684,0.00162284,0.16875274,0.06279564,0.00000000
-4.96148074,2.65809284,0.49941257,2.44724937,0.00176998,0.18046029,0.06565944,0.00000000
-4.95547774,2.73051619,0.53281867,2.50494557,0.00191717,0.19236137,0.06869061,0.00000000
-4.94947474,2.80436152,0.56602765,2.56405219,0.00206217,0.20424530,0.07181515,0.00000000
-4.94347174,2.87786410,0.59843223,2.62307965,0.00220264,0.21589073,0.07495414,0.00000000
-4.93746873,2.94914931,0.62941284,2.68043553,0.00233619,0.22707100,0.07802575,0.00000000
-4.93146573,3.01629124,0.65835420,2.73447573,0.00246046,0.23756023,0.08094765,0.00000000
-4.92546273,3.07737748,0.68466309,2.78356116,0.00257318,0.24713976,0.08363935,0.00000000
-4.91945973,3.13057681,0.70778638,2.82611727,0.00267224,0.25560476,0.08602465,0.00000000
-4.91345673,3.17420658,0.72722867,2.86069346,0.00275579,0.26277072,0.08803402,0.00000000
-4.90745373,3.20679644,0.74256868,2.88601941,0.00282226,0.26847940,0.08960678,0.00000000
-4.90145073,3.22714509,0.75347348,2.90105535,0.00287047,0.27260412,0.09069292,0.00000000
-4.89544772,3.23436699,0.75970999,2.90503352,0.00289961,0.27505403,0.09125467,0.00000000
-4.88944472,3.22792666,0.76115307,2.89748871,0.00290934,0.27577713,0.09126757,0.00000000
-4.88344172,3.20765861,0.75778980,2.87827610,0.00289976,0.27476194,0.09072105,0.00000000
-4.87743872,3.17377187,0.74971968,2.84757549,0.00287143,0.27203770,0.08961850,0.00000000
-4.87143572,3.12683881,0.73715076,2.80588160,0.00282533,0.26767306,0.08797690,0.00000000
-4.86543272,3.06776893,0.72039173,2.75398101,0.00276286,0.26177335,0.08582584,0.00000000
-4.85942971,2.99776882,0.69984055,2.69291696,0.00268577,0.25447661,0.08320625,0.00000000
-4.85342671,2.91829063,0.67596993,2.62394385,0.00259607,0.24594839,0.08016868,0.00000000
-4.84742371,2.83097151,0.64931046,2.54847385,0.00249605,0.23637581,0.07677127,0.00000000
-4.84142071,2.73756721,0.62043212,2.46801826,0.00238808,0.22596096,0.07307765,0.00000000
-4.83541771,2.63988309,0.58992502,2.38412682,0.00227464,0.21491402,0.06915469,0.00000000
-4.82941471,2.53970595,0.55838026,2.29832757,0.00215816,0.20344642,0.06507022,0.00000000
-4.82341171,2.43873964,0.52637156,2.21207044,0.00204099,0.19176429,0.06089097,0.00000000
-4.81740870,2.33854763,0.49443856,2.12667692,0.00192531,0.18006247,0.05668061,0.00000000
-4.81140570,2.24050456,0.46307238,2.04329791,0.00181306,0.16851931,0.05249812,0.00000000
-4.80540270,2.14575877,0.43270375,1.96288145,0.00170593,0.15729241,0.04839644,0.00000000
-4.79939970,2.05520698,0.40369433,1.88615135,0.00160526,0.14651547,0.04442145,0.00000000
-4.79339670,1.96948145,0.37633109,1.81359697,0.00151209,0.13629616,0.04061133,0.00000000
-4.78739370,1.88894968,0.35082400,1.74547431,0.00142709,0.12671529,0.03699631,0.00000000
-4.78139070,1.81372571,0.32730672,1.68181741,0.00135060,0.11782685,0.03359864,0.00000000
-4.77538769,1.74369194,0.30584013,1.62245915,0.00128265,0.10965924,0.03043296,0.00000000
-4.76938469,1.67852961,0.28641835,1.56705969,0.00122297,0.10221718,0.02750685,0.00000000
-4.76338169,1.61775610,0.26897672,1.51514098,0.00117102,0.09548443,0.02482160,0.00000000
-4.75737869,1.56076688,0.25340129,1.46612524,0.00112608,0.08942697,0.02237311,0.00000000
-4.75137569,1.50687980,0.23953940,1.41937538,0.00108726,0.08399660,0.02015284,0.00000000
-4.74537269,1.45537977,0.22721064,1.37423558,0.00105356,0.07913462,0.01814886,0.00000000
-4.73936968,1.40556157,0.21621794,1.33006998,0.00102393,0.07477560,0.01634677,0.00000000
-4.73336668,1.35676934,0.20635815,1.28629809,0.00099731,0.07085095,0.01473070,0.00000000
-4.72736368,1.30843106,0.19743194,1.24242557,0.00097271,0.06729223,0.01328408,0.00000000
-4.72136068,1.26008706,0.18925244,1.19806926,0.00094920,0.06403415,0.01199038,0.00000000
-4.71535768,1.21141169,0.18165267,1.15297599,0.00092597,0.06101699,0.01083373,0.00000000
-4.70935468,1.16222793,0.17449142,1.10703471,0.00090237,0.05818865,0.00979935,0.00000000
-4.70335168,1.11251472,0.16765755,1.06028197,0.00087790,0.05550611,0.00887392,0.00000000
-4.69734867,1.06240744,0.16107269,1.01290100,0.00085227,0.05293640,0.00804577,0.00000000
-4.69134567,1.01219186,0.15469239,0.96521498,0.00082533,0.05045697,0.00730500,0.00000000
-4.68534267,0.96229253,0.14850583,0.91767508,0.00079714,0.04805574,0.00664350,0.00000000
-4.67933967,0.91325631,0.14253417,0.87084416,0.00076794,0.04573062,0.00605490,0.00000000
-4.67333667,0.86573203,0.13682777,0.82537705,0.00073809,0.04348867,0.00553442,0.00000000
-4.66733367,0.82044733,0.13146250,0.78199832,0.00070814,0.04134504,0.00507874,0.00000000
-4.66133067,0.77818369,0.12653520,0.74147848,0.00067875,0.03932162,0.00468580,0.00000000
-4.65532766,0.73975042,0.12215861,0.70460943,0.00065068,0.03744552,0.00435462,0.00000000
-4.64932466,0.70595872,0.11845604,0.67218000,0.00062481,0.03574753,0.00408511,0.00000000
-4.64332166,0.67759627,0.11555567,0.64495224,0.00060210,0.03426046,0.00387785,0.00000000
-4.63731866,0.65540327,0.11358510,0.62363907,0.00058360,0.03301755,0.00373400,0.00000000
-4.63131566,0.64005037,0.11266586,0.60888378,0.00057045,0.03205094,0.00365512,0.00000000
-4.62531266,0.63211895,0.11290838,0.60124185,0.00056390,0.03139023,0.00364308,0.00000000
-4.61930965,0.63208418,0.11440737,0.60116538,0.00056534,0.03106119,0.00370004,0.00000000
-4.61330665,0.64030136,0.11723780,0.60899056,0.00057632,0.03108468,0.00382840,0.00000000
-4.60730365,0.65699560,0.12145160,0.62492838,0.00059866,0.03147568,0.00403086,0.00000000
-4.60130065,0.68225545,0.12707513,0.64905895,0.00063445,0.03224264,0.00431054,0.00000000
-4.59529765,0.71603053,0.13410759,0.68132955,0.00068619,0.03338699,0.00467107,0.00000000
-4.58929465,0.75813353,0.14252040,0.72155682,0.00075688,0.03490293,0.00511683,0.00000000
-4.58329165,0.80824675,0.15225761,0.76943308,0.00085015,0.03677746,0.00565318,0.00000000
-4.57728864,0.86593326,0.16323743,0.82453704,0.00097038,0.03899071,0.00628682,0.00000000
-4.57128564,0.93065268,0.17535476,0.88634880,0.00112287,0.04151644,0.00702608,0.00000000
-4.56528264,1.00178148,0.18848489,0.95426900,0.00131399,0.04432291,0.00788136,0.00000000
-4.55927964,1.07863730,0.20248806,1.02764181,0.00155131,0.04737390,0.00886552,0.00000000
-4.55327664,1.16050672,0.21721490,1.10578115,0.00184379,0.05062996,0.00999432,0.00000000
-4.54727364,1.24667577,0.23251261,1.18799937,0.00220188,0.05404987,0.01128679,0.00000000
-4.54127064,1.33646177,0.24823144,1.27363737,0.00263764,0.05759214,0.01276558,0.00000000
-4.53526763,1.42924541,0.26423144,1.36209475,0.00316481,0.06121666,0.01445721,0.00000000
-4.52926463,1.52450134,0.28038892,1.45285878,0.00379882,0.06488625,0.01639223,0.00000000
-4.52326163,1.62182552,0.29660246,1.54553021,0.00455670,0.06856826,0.01860514,0.00000000
-4.51725863,1.72095769,0.31279800,1.63984463,0.00545700,0.07223580,0.02113418,0.00000000
-4.51125563,1.82179708,0.32893259,1.73568741,0.00651948,0.07586895,0.02402082,0.00000000
-4.50525263,1.92440973,0.34499674,1.83310094,0.00776485,0.07945543,0.02730901,0.00000000
-4.49924962,2.02902628,0.36101470,1.93228284,0.00921422,0.08299104,0.03104409,0.00000000
-4.49324662,2.13602910,0.37704287,2.03357430,0.01088859,0.08647952,0.03527146,0.00000000
-4.48724362,2.24592851,0.39316603,2.13743807,0.01280812,0.08993207,0.04003486,0.00000000
-4.48124062,2.35932813,0.40949141,2.24442642,0.01499133,0.09336627,0.04537445,0.00000000
-4.47523762,2.47688030,0.42614096,2.35513965,0.01745420,0.09680457,0.05132460,0.00000000
-4.46923462,2.59923299,0.44324183,2.47017676,0.02020922,0.10027245,0.05791153,0.00000000
-4.46323162,2.72697045,0.46091568,2.59008003,0.02326438,0.10379612,0.06515090,0.00000000
-4.45722861,2.86055020,0.47926725,2.71527629,0.02662216,0.10740013,0.07304535,0.00000000
-4.45122561,3.00023973,0.49837281,2.84601775,0.03027863,0.11110477,0.08158226,0.00000000
-4.44522261,3.14605629,0.51826916,2.98232571,0.03422255,0.11492358,0.09073176,0.00000000
-4.43921961,3.29771352,0.53894381,3.12394052,0.03843474,0.11886107,0.10044512,0.00000000
-4.43321661,3.45457844,0.56032710,3.27028125,0.04288756,0.12291074,0.11065369,0.00000000
-4.42721361,3.61564214,0.58228671,3.42041790,0.04754472,0.12705360,0.12126856,0.00000000
-4.42121061,3.77950682,0.60462517,3.57305904,0.05236137,0.13125733,0.13218091,0.00000000
-4.41520760,3.94439130,0.62708064,3.72655642,0.05728447,0.13547606,0.14326320,0.00000000
-4.40920460,4.10815604,0.64933111,3.87892795,0.06225364,0.13965093,0.15437125,0.00000000
-4.40320160,4.26834800,0.67100214,4.02789896,0.06720225,0.14371143,0.16534714,0.00000000
-4.39719860,4.42226407,0.69167776,4.17096100,0.07205889,0.14757742,0.17602298,0.00000000
-4.39119560,4.56703146,0.71091424,4.30544628,0.07674922,0.15116184,0.18622529,0.00000000
-4.38519260,4.69970166,0.72825612,4.42861502,0.08119800,0.15437392,0.19578002,0.00000000
-4.37918959,4.81735447,0.74325380,4.53775198,0.08533134,0.15712285,0.20451797,0.00000000
-4.37318659,4.91720715,0.75548181,4.63026812,0.08907912,0.15932159,0.21228032,0.00000000
-4.36718359,4.99672414,0.76455697,4.70380268,0.09237733,0.16089079,0.21892417,0.00000000
-4.36118059,5.05372181,0.77015546,4.75632077,0.09517045,0.16176251,0.22432777,0.00000000
-4.35517759,5.08646348,0.77202801,4.78620206,0.09741355,0.16188361,0.22839520,0.00000000
-4.34917459,5.09374002,0.77001243,4.79231601,0.09907418,0.16121858,0.23106035,0.00000000
-4.34317159,5.07493201,0.76404282,4.77408008,0.10013384,0.15975180,0.23228988,0.00000000
-4.33716858,5.03005047,0.75415510,4.73149801,0.10058905,0.15748894,0.23208517,0.00000000
-4.33116558,4.95975416,0.74048849,4.66517633,0.10045188,0.15445753,0.23048302,0.00000000
-4.32516258,4.86534242,0.72328298,4.57631813,0.09974997,0.15070671,0.22755510,0.00000000
-4.31915958,4.74872416,0.70287287,4.46669457,0.09852596,0.14630610,0.22340615,0.00000000
-4.31315658,4.61236408,0.67967675,4.33859530,0.09683640,0.14134389,0.21817104,0.00000000
-4.30715358,4.45920902,0.65418437,4.19476018,0.09475015,0.13592421,0.21201070,0.00000000
