energy_ev,total_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,1.90305631,0.23070528,0.00000000,1.07074999,0.00000000,0.40970190,0.39454862
-5.99399700,1.91890212,0.23621557,0.00000000,1.07630968,0.00000000,0.40518240,0.40289860
-5.98799400,1.92968447,0.24090082,0.00000000,1.07926292,0.00000000,0.40009434,0.40999164
-5.98199100,1.93511973,0.24466945,0.00000000,1.07949305,0.00000000,0.39451206,0.41569036
-5.97598799,1.93495616,0.24743551,0.00000000,1.07689970,0.00000000,0.38850998,0.41986796
-5.96998499,1.92898755,0.24912194,0.00000000,1.07140551,0.00000000,0.38216167,0.42241324
-5.96398199,1.91706762,0.24966379,0.00000000,1.06296329,0.00000000,0.37553925,0.42323559
-5.95797899,1.89912443,0.24901137,0.00000000,1.05156319,0.00000000,0.36871319,0.42226969
-5.95197599,1.87517358,0.24713312,0.00000000,1.03723937,0.00000000,0.36175243,0.41947962
-5.94597299,1.84532924,0.24401795,0.00000000,1.02007552,0.00000000,0.35472458,0.41486222
-5.93996998,1.80981216,0.23967701,0.00000000,1.00020893,0.00000000,0.34769626,0.40844932
-5.93396698,1.76895397,0.23414469,0.00000000,0.97783266,0.00000000,0.34073338,0.40030879
-5.92796398,1.72319716,0.22747874,0.00000000,0.95319550,0.00000000,0.33390134,0.39054429
-5.92196098,1.67309075,0.21975960,0.00000000,0.92659977,0.00000000,0.32726512,0.37929371
-5.91595798,1.61928152,0.21108882,0.00000000,0.89839685,0.00000000,0.32088917,0.36672626
-5.90995498,1.56250135,0.20158672,0.00000000,0.86898077,0.00000000,0.31483717,0.35303846
-5.90395198,1.50355117,0.19138927,0.00000000,0.83878004,0.00000000,0.30917171,0.33844920
-5.89794897,1.44328239,0.18064459,0.00000000,0.80824825,0.00000000,0.30395391,0.32319402
-5.89194597,1.38257659,0.16950889,0.00000000,0.77785383,0.00000000,0.29924297,0.30751897
-5.88594297,1.32232467,0.15814233,0.00000000,0.74806944,0.00000000,0.29509586,0.29167430
-5.87993997,1.26340618,0.14670485,0.00000000,0.71936150,0.00000000,0.29156701,0.27590823
-5.87393697,1.20666979,0.13535215,0.00000000,0.69218030,0.00000000,0.28870815,0.26046111
-5.86793397,1.15291560,0.12423206,0.00000000,0.66695089,0.00000000,0.28656820,0.24556014
-5.86193097,1.10287979,0.11348135,0.00000000,0.64406509,0.00000000,0.28519323,0.23141485
-5.85592796,1.05722194,0.10322310,0.00000000,0.62387476,0.00000000,0.28462639,0.21821335
-5.84992496,1.01651525,0.09356480,0.00000000,0.60668628,0.00000000,0.28490776,0.20611956
-5.84392196,0.98123936,0.08459701,0.00000000,0.59275629,0.00000000,0.28607405,0.19527137
-5.83791896,0.95177594,0.07639284,0.00000000,0.58228849,0.00000000,0.28815807,0.18577958
