energy_ev,total_up,B_p_up,B_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,0.86433337,0.11421380,0.00000000,0.39732812,0.00000000,0.26576010,0.22066813
-5.99399700,0.89091011,0.12377731,0.00000000,0.39891769,0.00000000,0.27229775,0.23664679
-5.98799400,0.91619897,0.13329735,0.00000000,0.39975765,0.00000000,0.27791827,0.25267667
-5.98199100,0.93976105,0.14263999,0.00000000,0.39979564,0.00000000,0.28249878,0.26852874
-5.97598799,0.96114416,0.15166550,0.00000000,0.39897602,0.00000000,0.28593038,0.28396010
-5.96998499,0.97989444,0.16023159,0.00000000,0.39724196,0.00000000,0.28812056,0.29871923
-5.96398199,0.99556910,0.16819690,0.00000000,0.39453798,0.00000000,0.28899568,0.31255205
-5.95797899,1.00774981,0.17542470,0.00000000,0.39081268,0.00000000,0.28850298,0.32520849
-5.95197599,1.01605615,0.18178663,0.00000000,0.38602162,0.00000000,0.28661231,0.33644932
-5.94597299,1.02015861,0.18716637,0.00000000,0.38013010,0.00000000,0.28331730,0.34605305
-5.93996998,1.01979059,0.19146311,0.00000000,0.37311595,0.00000000,0.27863598,0.35382260
-5.93396698,1.01475877,0.19459460,0.00000000,0.36497185,0.00000000,0.27261072,0.35959135
-5.92796398,1.00495154,0.19649974,0.00000000,0.35570746,0.00000000,0.26530753,0.36322860
-5.92196098,0.99034495,0.19714052,0.00000000,0.34535082,0.00000000,0.25681462,0.36464382
-5.91595798,0.97100599,0.19650334,0.00000000,0.33394938,0.00000000,0.24724036,0.36378984
-5.90995498,0.94709294,0.19459948,0.00000000,0.32157016,0.00000000,0.23671067,0.36066465
-5.90395198,0.91885291,0.19146491,0.00000000,0.30829946,0.00000000,0.22536594,0.35531174
-5.89794897,0.88661651,0.18715920,0.00000000,0.29424172,0.00000000,0.21335752,0.34781907
-5.89194597,0.85079002,0.18176381,0.00000000,0.27951792,0.00000000,0.20084409,0.33831658
-5.88594297,0.81184538,0.17537977,0.00000000,0.26426332,0.00000000,0.18798789,0.32697250
-5.87993997,0.77030847,0.16812467,0.00000000,0.24862495,0.00000000,0.17495109,0.31398849
-5.87393697,0.72674615,0.16012941,0.00000000,0.23275867,0.00000000,0.16189236,0.29959392
-5.86793397,0.68175285,0.15153461,0.00000000,0.21682620,0.00000000,0.14896376,0.28403957
-5.86193097,0.63593708,0.14248691,0.00000000,0.20099218,0.00000000,0.13630820,0.26759092
-5.85592796,0.58990858,0.13313528,0.00000000,0.18542141,0.00000000,0.12405737,0.25052144
-5.84992496,0.54426666,0.12362761,0.00000000,0.17027647,0.00000000,0.11233030,0.23310606
-5.84392196,0.49959014,0.11410746,0.00000000,0.15571581,0.00000000,0.10123263,0.21561511
-5.83791896,0.45642929,0.10471135,0.00000000,0.14189242,0.00000000,0.09085644,0.19830900
-5.83191596,0.41529996,0.09556645,0.00000000,0.12895317,0.00000000,0.08128069,0.18143368
-5.82591296,0.37668015,0.08678884,0.00000000,0.11703884,0.00000000,0.07257227,0.16521712
-5.81990995,0.34100882,0.07848230,0.00000000,0.10628479,0.00000000,0.06478746,0.14986676
-5.81390695,0.30868698,0.07073770,0.00000000,0.09682232,0.00000000,0.05797373,0.13556806
-5.80790395,0.28008063,0.06363278,0.00000000,0.08878050,0.00000000,0.05217183,0.12248388
-5.80190095,0.25552527,0.05723249,0.00000000,0.08228844,0.00000000,0.04741793,0.11075481
-5.79589795,0.23533151,0.05158957,0.00000000,0.07747778,0.00000000,0.04374581,0.10050012
-5.78989495,0.21979119,0.04674547,0.00000000,0.07448523,0.00000000,0.04118883,0.09181924
-5.78389195,0.20918348,0.04273136,0.00000000,0.07345496,0.00000000,0.03978166,0.08479350
-5.77788894,0.20378046,0.03956925,0.00000000,0.07454058,0.00000000,0.03956161,0.07948803
-5.77188594,0.20385139,0.03727298,0.00000000,0.07790649,0.00000000,0.04056947,0.07595350
-5.76588294,0.20966551,0.03584912,0.00000000,0.08372851,0.00000000,0.04284977,0.07422758
-5.75987994,0.22149258,0.03529769,0.00000000,0.09219333,0.00000000,0.04645040,0.07433598
-5.75387694,0.23960110,0.03561254,0.00000000,0.10349697,0.00000000,0.05142161,0.07629300
-5.74787394,0.26425387,0.03678156,0.00000000,0.11784180,0.00000000,0.05781427,0.08010138
-5.74187094,0.29570086,0.03878649,0.00000000,0.13543230,0.00000000,0.06567759,0.08575165
-5.73586793,0.33416947,0.04160254,0.00000000,0.15646943,0.00000000,0.07505615,0.09322085
-5.72986493,0.37985249,0.04519782,0.00000000,0.18114371,0.00000000,0.08598654,0.10247086
-5.72386193,0.43289407,0.04953259,0.00000000,0.20962722,0.00000000,0.09849360,0.11344633
-5.71785893,0.49337437,0.05455842,0.00000000,0.24206464,0.00000000,0.11258648,0.12607251
-5.71185593,0.56129352,0.06021751,0.00000000,0.27856367,0.00000000,0.12825466,0.14025315
-5.70585293,0.63655574,0.06644201,0.00000000,0.31918526,0.00000000,0.14546419,0.15586860
-5.69984992,0.71895450,0.07315368,0.00000000,0.36393398,0.00000000,0.16415425,0.17277455
-5.69384692,0.80815954,0.08026384,0.00000000,0.41274905,0.00000000,0.18423445,0.19080133
-5.68784392,0.90370686,0.08767374,0.00000000,0.46549650,0.00000000,0.20558278,0.20975419
-5.68184092,1.00499233,0.09527538,0.00000000,0.52196292,0.00000000,0.22804466,0.22941456
-5.67583792,1.11126968,0.10295284,0.00000000,0.58185137,0.00000000,0.25143309,0.24954245
-5.66983492,1.22165355,0.11058407,0.00000000,0.64477968,0.00000000,0.27553006,0.26987994
-5.66383192,1.33512775,0.11804321,0.00000000,0.71028154,0.00000000,0.30008920,0.29015576
-5.65782891,1.45055908,0.12520321,0.00000000,0.77781067,0.00000000,0.32483976,0.31009091
-5.65182591,1.56671625,0.13193884,0.00000000,0.84674794,0.00000000,0.34949178,0.32940495
-5.64582291,1.68229374,0.13812986,0.00000000,0.91641159,0.00000000,0.37374229,0.34782297
-5.63981991,1.79593971,0.14366426,0.00000000,0.98607013,0.00000000,0.39728242,0.36508269
-5.63381691,1.90628700,0.14844139,0.00000000,1.05495765,0.00000000,0.41980501,0.38094163
-5.62781391,2.01198613,0.15237494,0.00000000,1.12229108,0.00000000,0.44101264,0.39518381
-5.62181091,2.11173895,0.15539541,0.00000000,1.18728857,0.00000000,0.46062549,0.40762577
-5.61580790,2.20433141,0.15745221,0.00000000,1.24918841,0.00000000,0.47838889,0.41812159
-5.60980490,2.28866421,0.15851509,0.00000000,1.30726772,0.00000000,0.49408013,0.42656659
-5.60380190,2.36377989,0.15857491,0.00000000,1.36086003,0.00000000,0.50751424,0.43289962
-5.59779890,2.42888513,0.15764368,0.00000000,1.40937103,0.00000000,0.51854849,0.43710371
-5.59179590,2.48336739,0.15575386,0.00000000,1.45229188,0.00000000,0.52708537,0.43920512
-5.58579290,2.52680518,0.15295702,0.00000000,1.48920944,0.00000000,0.53307403,0.43927082
-5.57978989,2.55897151,0.14932179,0.00000000,1.51981313,0.00000000,0.53650995,0.43740451
-5.57378689,2.57983077,0.14493137,0.00000000,1.54389807,0.00000000,0.53743309,0.43374136
-5.56778389,2.58952908,0.13988053,0.00000000,1.56136467,0.00000000,0.53592449,0.42844188
-5.56178089,2.58837907,0.13427247,0.00000000,1.57221475,0.00000000,0.53210165,0.42168508
-5.55577789,2.57683996,0.12821540,0.00000000,1.57654456,0.00000000,0.52611282,0.41366136
-5.54977489,2.55549418,0.12181930,0.00000000,1.57453525,0.00000000,0.51813064,0.40456547
-5.54377189,2.52502180,0.11519277,0.00000000,1.56644152,0.00000000,0.50834540,0.39458991
-5.53776888,2.48617433,0.10844019,0.00000000,1.55257901,0.00000000,0.49695823,0.38391903
-5.53176588,2.43974914,0.10165926,0.00000000,1.53331132,0.00000000,0.48417473,0.37272410
-5.52576288,2.38656586,0.09493912,0.00000000,1.50903736,0.00000000,0.47019908,0.36115963
-5.51975988,2.32744574,0.08835882,0.00000000,1.48017963,0.00000000,0.45522912,0.34936092
-5.51375688,2.26319479,0.08198654,0.00000000,1.44717396,0.00000000,0.43945238,0.33744295
-5.50775388,2.19459133,0.07587922,0.00000000,1.41046122,0.00000000,0.42304334,0.32550058
