energy_ev,total_up,Ag_p_up,Ag_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-3.27463732,1.88509992,0.41220550,0.32987300,0.60391358,1.23555418,0.02967293,0.05534203,0.29386304,0.00000000
-3.26863432,1.91291631,0.40901447,0.32779888,0.62116275,1.26657434,0.02912684,0.05522472,0.30012265,0.00000000
-3.26263132,1.93456144,0.40376967,0.32441962,0.63640265,1.29411821,0.02839194,0.05484232,0.30599378,0.00000000
-3.25662831,1.95006820,0.39667815,0.31985862,0.64953526,1.31794835,0.02748196,0.05421691,0.31148713,0.00000000
-3.25062531,1.95959787,0.38798767,0.31427005,0.66049761,1.33789086,0.02641426,0.05337601,0.31663019,0.00000000
-3.24462231,1.96342157,0.37797676,0.30783173,0.66925968,1.35383149,0.02520915,0.05235145,0.32146341,0.00000000
-3.23861931,1.96189821,0.36694380,0.30073729,0.67582130,1.36571001,0.02388916,0.05117812,0.32603571,0.00000000
-3.23261631,1.95544999,0.35519563,0.29318782,0.68020836,1.37351328,0.02247830,0.04989252,0.33039940,0.00000000
-3.22661331,1.94453701,0.34303626,0.28538348,0.68246850,1.37726759,0.02100125,0.04853147,0.33460494,0.00000000
-3.22061031,1.92963232,0.33075604,0.27751556,0.68266656,1.37703091,0.01948264,0.04713069,0.33869578,0.00000000
-3.21460730,1.91119876,0.31862190,0.26975918,0.68088014,1.37288544,0.01794637,0.04572360,0.34270365,0.00000000
-3.20860430,1.88966879,0.30686903,0.26226710,0.67719544,1.36493116,0.01641499,0.04434029,0.34664450,0.00000000
-3.20260130,1.86542820,0.29569432,0.25516482,0.67170362,1.35328049,0.01490916,0.04300664,0.35051551,0.00000000
-3.19659830,1.83880460,0.28525178,0.24854723,0.66449787,1.33805452,0.01344731,0.04174371,0.35429319,0.00000000
-3.19059530,1.81006088,0.27565015,0.24247687,0.65567137,1.31938082,0.01204532,0.04056743,0.35793287,0.00000000
-3.18459230,1.77939406,0.26695265,0.23698384,0.64531600,1.29739281,0.01071634,0.03948851,0.36136962,0.00000000
-3.17858929,1.74693900,0.25917884,0.23206735,0.63352213,1.27223072,0.00947080,0.03851267,0.36452054,0.00000000
-3.17258629,1.71277686,0.25230836,0.22769869,0.62037910,1.24404370,0.00831640,0.03764106,0.36728835,0.00000000
-3.16658329,1.67694739,0.24628633,0.22382548,0.60597649,1.21299301,0.00725830,0.03687096,0.36956622,0.00000000
-3.16058029,1.63946416,0.24103002,0.22037695,0.59040598,1.17925568,0.00629929,0.03619657,0.37124341,0.00000000
-3.15457729,1.60033178,0.23643647,0.21726987,0.57376356,1.14302847,0.00544009,0.03560997,0.37221161,0.00000000
-3.14857429,1.55956386,0.23239060,0.21441484,0.55615196,1.10453156,0.00467964,0.03510218,0.37237152,0.00000000
-3.14257129,1.51720062,0.22877327,0.21172267,0.53768300,1.06401170,0.00401543,0.03466410,0.37163938,0.00000000
-3.13656828,1.47332504,0.22546916,0.20911036,0.51847967,1.02174446,0.00344381,0.03428752,0.36995296,0.00000000
-3.13056528,1.42807650,0.22237375,0.20650654,0.49867780,0.97803524,0.00296031,0.03396597,0.36727685,0.00000000
-3.12456228,1.38166113,0.21939935,0.20385594,0.47842704,0.93321906,0.00255993,0.03369540,0.36360651,0.00000000
-3.11855928,1.33435819,0.21647967,0.20112284,0.45789111,0.88765881,0.00223738,0.03347469,0.35897100,0.00000000
-3.11255628,1.28652210,0.21357302,0.19829324,0.43724725,0.84174213,0.00198730,0.03330594,0.35343408,0.00000000
-3.10655328,1.23858004,0.21066378,0.19537567,0.41668473,0.79587703,0.00180442,0.03319449,0.34709367,0.00000000
-3.10055028,1.19102512,0.20776228,0.19240072,0.39640259,0.75048630,0.00168373,0.03314878,0.34007951,0.00000000
-3.09454727,1.14440562,0.20490315,0.18941927,0.37660666,0.70600121,0.00162051,0.03317987,0.33254938,0.00000000
-3.08854427,1.09931089,0.20214225,0.18649955,0.35750589,0.66285457,0.00161045,0.03330085,0.32468368,0.00000000
-3.08254127,1.05635469,0.19955241,0.18372336,0.33930839,0.62147380,0.00164962,0.03352606,0.31667899,0.00000000
-3.07653827,1.01615700,0.19721839,0.18118144,0.32221722,0.58227420,0.00173452,0.03387018,0.30874073,0.00000000
-3.07053527,0.97932530,0.19523118,0.17896862,0.30642615,0.54565284,0.00186203,0.03434727,0.30107532,0.00000000
-3.06453227,0.94643659,0.19368216,0.17717865,0.29211590,0.51198353,0.00202943,0.03496979,0.29388235,0.00000000
-3.05852926,0.91802099,0.19265743,0.17589941,0.27945071,0.48161302,0.00223436,0.03574771,0.28734710,0.00000000
-3.05252626,0.89454818,0.19223266,0.17520848,0.26857578,0.45485880,0.00247482,0.03668768,0.28163375,0.00000000
-3.04652326,0.87641730,0.19246875,0.17516952,0.25961558,0.43200847,0.00274921,0.03779246,0.27687989,0.00000000
-3.04052026,0.86395116,0.19340862,0.17582966,0.25267319,0.41332092,0.00305632,0.03906046,0.27319230,0.00000000
-3.03451726,0.85739496,0.19507530,0.17721799,0.24783074,0.39902897,0.00339544,0.04048563,0.27064449,0.00000000
-3.02851426,0.85691979,0.19747143,0.17934531,0.24515087,0.38934349,0.00376644,0.04205755,0.26927600,0.00000000
-3.02251126,0.86263057,0.20058034,0.18220515,0.24467927,0.38445857,0.00416984,0.04376190,0.26909352,0.00000000
-3.01650825,0.87457815,0.20436850,0.18577608,0.24644792,0.38455736,0.00460705,0.04558108,0.27007380,0.00000000
-3.01050525,0.89277454,0.20878936,0.19002504,0.25047898,0.38981800,0.00508045,0.04749515,0.27216802,0.00000000
-3.00450225,0.91721048,0.21378834,0.19491164,0.25678898,0.40041919,0.00559360,0.04948300,0.27530766,0.00000000
-2.99849925,0.94787404,0.21930867,0.20039306,0.26539297,0.41654478,0.00615145,0.05152363,0.27941112,0.00000000
-2.99249625,0.98476881,0.22529781,0.20642937,0.27630831,0.43838671,0.00676046,0.05359750,0.28439110,0.00000000
-2.98649325,1.02793053,0.23171404,0.21298880,0.28955774,0.46614590,0.00742875,0.05568791,0.29016194,0.00000000
-2.98049025,1.07744046,0.23853289,0.22005274,0.30517141,0.50003056,0.00816623,0.05778235,0.29664673,0.00000000
-2.97448724,1.13343453,0.24575292,0.22761997,0.32318757,0.54025159,0.00898462,0.05987365,0.30378359,0.00000000
-2.96848424,1.19610702,0.25340058,0.23570999,0.34365183,0.58701497,0.00989743,0.06196094,0.31153082,0.00000000
-2.96248124,1.26570802,0.26153376,0.24436501,0.36661462,0.64051104,0.01091982,0.06405029,0.31987047,0.00000000
-2.95647824,1.34253436,0.27024378,0.25365047,0.39212713,0.70090105,0.01206841,0.06615508,0.32881023,0.00000000
-2.95047524,1.42691379,0.27965558,0.26365398,0.42023563,0.76830118,0.01336097,0.06829597,0.33838333,0.00000000
-2.94447224,1.51918291,0.28992601,0.27448249,0.45097439,0.84276489,0.01481592,0.07050045,0.34864648,0.00000000
-2.93846923,1.61965963,0.30124019,0.28625800,0.48435759,0.92426422,0.01645188,0.07280210,0.35967591,0.00000000
-2.93246623,1.72861132,0.31380605,0.29911168,0.52037062,1.01267112,0.01828695,0.07523940,0.37156168,0.00000000
-2.92646323,1.84622020,0.32784711,0.31317681,0.55896119,1.10773982,0.02033806,0.07785432,0.38440060,0.00000000
-2.92046023,1.97254782,0.34359388,0.32858079,0.60003081,1.20909132,0.02262011,0.08069055,0.39828797,0.00000000
-2.91445723,2.10750053,0.36127407,0.34543666,0.64342727,1.31620118,0.02514523,0.08379170,0.41330880,0.00000000
-2.90845423,2.25079811,0.38110222,0.36383448,0.68893860,1.42839155,0.02792188,0.08719927,0.42952883,0.00000000
-2.90245123,2.40194748,0.40326887,0.38383313,0.73628897,1.54482838,0.03095412,0.09095068,0.44698592,0.00000000
-2.89644822,2.56022331,0.42793012,0.40545286,0.78513709,1.66452438,0.03424089,0.09507741,0.46568231,0.00000000
-2.89044522,2.72465720,0.45519766,0.42866917,0.83507725,1.78634824,0.03777535,0.09960327,0.48557816,0.00000000
-2.88444222,2.89403644,0.48513007,0.45340823,0.88564332,1.90904017,0.04154453,0.10454294,0.50658683,0.00000000
-2.87843922,3.06691323,0.51772554,0.47954431,0.93631564,2.03123350,0.04552895,0.10990084,0.52857220,0.00000000
-2.87243622,3.24162433,0.55291645,0.50689927,0.98653074,2.15148190,0.04970264,0.11567032,0.55134810,0.00000000
-2.86643322,3.41632111,0.59056616,0.53524435,1.03569366,2.26829135,0.05403327,0.12183334,0.57468023,0.00000000
-2.86043022,3.58900879,0.63046802,0.56430414,1.08319227,2.38015578,0.05848257,0.12836050,0.59829029,0.00000000
-2.85442721,3.75759376,0.67234688,0.59376266,1.12841332,2.48559496,0.06300692,0.13521148,0.62186225,0.00000000
-2.84842421,3.91993701,0.71586285,0.62327130,1.17075933,2.58319342,0.06755827,0.14233591,0.64505063,0.00000000
-2.84242121,4.07391166,0.76061747,0.65245823,1.20966582,2.67163857,0.07208507,0.14967457,0.66749033,0.00000000
-2.83641821,4.21746217,0.80616179,0.68093898,1.24461809,2.74975672,0.07653357,0.15716087,0.68880757,0.00000000
-2.83041521,4.34866279,0.85200623,0.70832757,1.27516677,2.81654551,0.08084900,0.16472265,0.70863163,0.00000000
-2.82441221,4.46577280,0.89763185,0.73424780,1.30094161,2.87120136,0.08497699,0.17228398,0.72660666,0.00000000
-2.81840920,4.56728631,0.94250252,0.75834414,1.32166285,2.91314108,0.08886488,0.17976721,0.74240325,0.00000000
-2.81240620,4.65197456,0.98607759,0.78029175,1.33714969,2.94201673,0.09246297,0.18709493,0.75572918,0.00000000
-2.80640320,4.71891910,1.02782456,0.79980521,1.34732553,2.95772322,0.09572572,0.19419185,0.76633883,0.00000000
-2.80040020,4.76753461,1.06723136,0.81664559,1.35221976,2.96039873,0.09861276,0.20098658,0.77404104,0.00000000
-2.79439720,4.79758066,1.10381776,0.83062569,1.35196610,2.95041780,0.10108967,0.20741319,0.77870493,0.00000000
-2.78839420,4.80916214,1.13714552,0.84161314,1.34679751,2.92837778,0.10312863,0.21341247,0.78026365,0.00000000
-2.78239120,4.80271877,1.16682708,0.84953148,1.33703790,2.89507925,0.10470874,0.21893294,0.77871574,0.00000000
-2.77638819,4.77900423,1.19253238,0.85435919,1.32309108,2.85150142,0.10581619,0.22393145,0.77412430,0.00000000
-2.77038519,4.73905626,1.21399389,0.85612688,1.30542733,2.79877337,0.10644418,0.22837358,0.76661393,0.00000000
-2.76438219,4.68415911,1.23100957,0.85491284,1.28456817,2.73814263,0.10659262,0.23223357,0.75636567,0.00000000
-2.75837919,4.61580009,1.24344397,0.85083735,1.26106987,2.67094188,0.10626774,0.23549399,0.74361016,0.00000000
-2.75237619,4.53562213,1.25122744,0.84405602,1.23550647,2.59855536,0.10548153,0.23814514,0.72861944,0.00000000
-2.74637319,4.44537414,1.25435367,0.83475254,1.20845266,2.52238563,0.10425108,0.24018421,0.71169767,0.00000000
-2.74037019,4.34686130,1.25287580,0.82313134,1.18046748,2.44382200,0.10259792,0.24161424,0.69317121,0.00000000
-2.73436718,4.24189673,1.24690140,0.80941028,1.15207902,2.36421123,0.10054732,0.24244298,0.67337844,0.00000000
-2.72836418,4.13225629,1.23658643,0.79381386,1.12377090,2.28483115,0.09812768,0.24268166,0.65265980,0.00000000
-2.72236118,4.01963769,1.22212874,0.77656720,1.09597070,2.20686773,0.09536983,0.24234389,0.63134824,0.00000000
-2.71635818,3.90562501,1.20376119,0.75789071,1.06904085,2.13139581,0.09230657,0.24144446,0.60976061,0.00000000
-2.71035518,3.79165925,1.18174474,0.73799599,1.04327197,2.05936364,0.08897211,0.23999847,0.58819009,0.00000000
-2.70435218,3.67901539,1.15636179,0.71708255,1.01887897,1.99158127,0.08540169,0.23802049,0.56689994,0.00000000
-2.69834917,3.56878596,1.12790986,0.69533570,0.99599976,1.92871253,0.08163118,0.23552410,0.54611864,0.00000000
-2.69234617,3.46187125,1.09669589,0.67292531,0.97469653,1.87127063,0.07769680,0.23252158,0.52603658,0.00000000
-2.68634317,3.35897550,1.06303122,0.65000540,0.95495943,1.81961690,0.07363478,0.22902388,0.50680419,0.00000000
-2.68034017,3.26060886,1.02722725,0.62671447,0.93671238,1.77396255,0.06948110,0.22504095,0.48853149,0.00000000
-2.67433717,3.16709430,0.98959195,0.60317634,0.91982074,1.73437312,0.06527120,0.22058218,0.47128898,0.00000000
-2.66833417,3.07857897,0.95042705,0.57950136,0.90410035,1.70077537,0.06103966,0.21565710,0.45510966,0.00000000
-2.66233117,2.99504908,0.91002597,0.55578788,0.88932778,1.67296639,0.05681992,0.21027627,0.43999208,0.00000000
-2.65632816,2.91634773,0.86867233,0.53212379,0.87525114,1.65062471,0.05264394,0.20445220,0.42590409,0.00000000
-2.65032516,2.84219492,0.82663900,0.50858808,0.86160127,1.63332316,0.04854183,0.19820035,0.41278720,0.00000000
-2.64432216,2.77220909,0.78418750,0.48525224,0.84810275,1.62054338,0.04454155,0.19154001,0.40056138,0.00000000
-2.63831916,2.70592952,0.74156778,0.46218155,0.83448460,1.61169180,0.04066854,0.18449517,0.38912995,0.00000000
-2.63231616,2.64283919,0.69901808,0.43943611,0.82049008,1.60611680,0.03694542,0.17709516,0.37838450,0.00000000
-2.62631316,2.58238739,0.65676488,0.41707169,0.80588559,1.60312681,0.03339175,0.16937503,0.36820973,0.00000000
-2.62031016,2.52401169,0.61502294,0.39514033,0.79046832,1.60200923,0.03002379,0.16137582,0.35848796,0.00000000
-2.61430715,2.46715888,0.57399511,0.37369077,0.77407252,1.60204954,0.02685440,0.15314432,0.34910334,0.00000000
-2.60830415,2.41130449,0.53387210,0.35276870,0.75657430,1.60255044,0.02389295,0.14473280,0.33994551,0.00000000
-2.60230115,2.35597038,0.49483220,0.33241686,0.73789490,1.60285044,0.02114537,0.13619823,0.33091290,0.00000000
-2.59629815,2.30074025,0.45704069,0.31267503,0.71800244,1.60234139,0.01861426,0.12760147,0.32191540,0.00000000
-2.59029515,2.24527265,0.42064933,0.29358004,0.69691219,1.60048441,0.01629905,0.11900608,0.31287653,0.00000000
-2.58429215,2.18931122,0.38579570,0.27516565,0.67468545,1.59682383,0.01419630,0.11047713,0.30373501,0.00000000
-2.57828914,2.13269206,0.35260257,0.25746252,0.65142708,1.59099839,0.01230000,0.10207986,0.29444586,0.00000000
-2.57228614,2.07534793,0.32117739,0.24049816,0.62728199,1.58274949,0.01060197,0.09387833,0.28498091,0.00000000
-2.56628314,2.01730938,0.29161185,0.22429698,0.60243060,1.57192608,0.00909218,0.08593416,0.27532889,0.00000000
-2.56028014,1.95870267,0.26398173,0.20888034,0.57708345,1.55848594,0.00775925,0.07830535,0.26549497,0.00000000
-2.55427714,1.89974477,0.23834690,0.19426672,0.55147531,1.54249334,0.00659081,0.07104531,0.25549997,0.00000000
-2.54827414,1.84073559,0.21475169,0.18047195,0.52585878,1.52411316,0.00557387,0.06420203,0.24537915,0.00000000
-2.54227114,1.78204779,0.19322557,0.16750948,0.50049779,1.50360178,0.00469527,0.05781762,0.23518067,0.00000000
-2.53626813,1.72411471,0.17378406,0.15539074,0.47566104,1.48129513,0.00394191,0.05192793,0.22496386,0.00000000
-2.53026513,1.66741680,0.15642998,0.14412550,0.45161566,1.45759446,0.00330108,0.04656257,0.21479721,0.00000000
-2.52426213,1.61246727,0.14115491,0.13372232,0.42862128,1.43295062,0.00276074,0.04174505,0.20475631,0.00000000
-2.51825913,1.55979760,0.12794086,0.12418897,0.40692465,1.40784748,0.00230963,0.03749325,0.19492161,0.00000000
-2.51225613,1.50994343,0.11676201,0.11553283,0.38675502,1.38278543,0.00193746,0.03381993,0.18537631,0.00000000
-2.50625313,1.46343157,0.10758651,0.10776134,0.36832033,1.35826564,0.00163502,0.03073346,0.17620424,0.00000000
-2.50025013,1.42076855,0.10037827,0.10088237,0.35180441,1.33477591,0.00139421,0.02823862,0.16748787,0.00000000
-2.49424712,1.38243126,0.09509857,0.09490452,0.33736520,1.31277862,0.00120806,0.02633739,0.15930654,0.00000000
-2.48824412,1.34885996,0.09170758,0.08983740,0.32513400,1.29270140,0.00107076,0.02502981,0.15173486,0.00000000
-2.48224112,1.32045380,0.09016559,0.08569179,0.31521579,1.27493073,0.00097761,0.02431469,0.14484142,0.00000000
-2.47623812,1.29756894,0.09043405,0.08247976,0.30769059,1.25980864,0.00092493,0.02419036,0.13868774,0.00000000
-2.47023512,1.28051912,0.09247622,0.08021464,0.30261570,1.24763250,0.00091008,0.02465517,0.13332757,0.00000000
-2.46423212,1.26957838,0.09625764,0.07891090,0.30002873,1.23865751,0.00093129,0.02570799,0.12880643,0.00000000
-2.45822911,1.26498551,0.10174628,0.07858393,0.29995133,1.23310168,0.00098762,0.02734848,0.12516145,0.00000000
-2.45222611,1.26694979,0.10891234,0.07924965,0.30239329,1.23115254,0.00107889,0.02957722,0.12242143,0.00000000
-2.44622311,1.27565729,0.11772794,0.08092403,0.30735693,1.23297507,0.00120552,0.03239574,0.12060719,0.00000000
-2.44022011,1.29127715,0.12816648,0.08362248,0.31484147,1.23872009,0.00136845,0.03580632,0.11973204,0.00000000
-2.43421711,1.31396720,0.14020185,0.08735908,0.32484722,1.24853230,0.00156906,0.03981171,0.11980231,0.00000000
-2.42821411,1.34387824,0.15380747,0.09214565,0.33737926,1.26255742,0.00180901,0.04441472,0.12081810,0.00000000
-2.42221111,1.38115642,0.16895516,0.09799080,0.35245046,1.28094760,0.00209013,0.04961762,0.12277388,0.00000000
-2.41620810,1.42594329,0.18561393,0.10489871,0.37008362,1.30386471,0.00241430,0.05542150,0.12565917,0.00000000
-2.41020510,1.47837316,0.20374851,0.11286792,0.39031253,1.33148103,0.00278334,0.06182550,0.12945905,0.00000000
-2.40420210,1.53856756,0.22331793,0.12188994,0.41318183,1.36397708,0.00319880,0.06882596,0.13415458,0.00000000
-2.39819910,1.60662693,0.24427381,0.13194789,0.43874568,1.40153665,0.00366192,0.07641551,0.13972302,0.00000000
-2.39219610,1.68261954,0.26655866,0.14301504,0.46706499,1.44433901,0.00417340,0.08458207,0.14613790,0.00000000
-2.38619310,1.76656818,0.29010403,0.15505338,0.49820357,1.49254858,0.00473331,0.09330794,0.15336879,0.00000000
-2.38019010,1.85843506,0.31482858,0.16801232,0.53222299,1.54630274,0.00534096,0.10256875,0.16138104,0.00000000
-2.37418709,1.95810583,0.34063625,0.18182745,0.56917665,1.60569818,0.00599475,0.11233258,0.17013511,0.00000000
-2.36818409,2.06537338,0.36741433,0.19641957,0.60910307,1.67077660,0.00669210,0.12255911,0.17958596,0.00000000
-2.36218109,2.17992258,0.39503186,0.21169399,0.65201884,1.74151065,0.00742936,0.13319890,0.18968222,0.00000000
-2.35617809,2.30131702,0.42333821,0.22754019,0.69791161,1.81779100,0.00820176,0.14419292,0.20036535,0.00000000
-2.35017509,2.42898863,0.45216208,0.24383195,0.74673345,1.89941532,0.00900338,0.15547227,0.21156878,0.00000000
-2.34417209,2.56223139,0.48131111,0.26042795,0.79839507,1.98608008,0.00982722,0.16695821,0.22321728,0.00000000
-2.33816908,2.70019991,0.51057210,0.27717302,0.85276116,2.07737591,0.01066521,0.17856258,0.23522636,0.00000000
-2.33216608,2.84191350,0.53971207,0.29389988,0.90964734,2.17278700,0.01150835,0.19018850,0.24750202,0.00000000
-2.32616308,2.98626620,0.56848027,0.31043162,0.96881890,2.27169500,0.01234689,0.20173159,0.25994083,0.00000000
-2.32016008,3.13204296,0.59661109,0.32658465,1.02999152,2.37338744,0.01317048,0.21308147,0.27243033,0.00000000
-2.31415708,3.27794145,0.62382797,0.34217231,1.09283402,2.47707056,0.01396844,0.22412376,0.28484992,0.00000000
-2.30815408,3.42259915,0.64984825,0.35700878,1.15697311,2.58188609,0.01473003,0.23474229,0.29707216,0.00000000
-2.30215108,3.56462461,0.67438878,0.37091343,1.22199988,2.68693134,0.01544474,0.24482168,0.30896445,0.00000000
-2.29614807,3.70263150,0.69717223,0.38371527,1.28747772,2.79128149,0.01610254,0.25425001,0.32039120,0.00000000
-2.29014507,3.83527402,0.71793375,0.39525738,1.35295132,2.89401312,0.01669427,0.26292164,0.33121621,0.00000000
-2.28414207,3.96128179,0.73642783,0.40540110,1.41795611,2.99422756,0.01721184,0.27073989,0.34130547,0.00000000
-2.27813907,4.07949244,0.75243489,0.41402988,1.48202769,3.09107291,0.01764853,0.27761962,0.35052995,0.00000000
-2.27213607,4.18888020,0.76576753,0.42105242,1.54471067,3.18376324,0.01799919,0.28348941,0.35876854,0.00000000
-2.26613307,4.28857875,0.77627582,0.42640511,1.60556643,3.27159409,0.01826040,0.28829345,0.36591093,0.00000000
-2.26013007,4.37789732,0.78385170,0.43005353,1.66417941,3.35395325,0.01843055,0.29199285,0.37186031,0.00000000
-2.25412706,4.45632885,0.78843196,0.43199299,1.72016157,3.43032629,0.01850990,0.29456639,0.37653578,0.00000000
-2.24812406,4.52355020,0.78999988,0.43224800,1.77315497,3.50029661,0.01850055,0.29601068,0.37987443,0.00000000
-2.24212106,4.57941422,0.78858528,0.43087081,1.82283242,3.56354023,0.01840629,0.29633981,0.38183304,0.00000000
-2.23611806,4.62393472,0.78426316,0.42793892,1.86889649,3.61981588,0.01823247,0.29558431,0.38238925,0.00000000
-2.23011506,4.65726524,0.77715082,0.42355200,1.91107709,3.66895134,0.01798579,0.29378980,0.38154233,0.00000000
-2.22411206,4.67967347,0.76740391,0.41782802,1.94912825,3.71082727,0.01767399,0.29101517,0.37931348,0.00000000
-2.21810905,4.69151307,0.75521129,0.41089911,1.98282453,3.74535995,0.01730560,0.28733055,0.37574565,0.00000000
-2.21210605,4.69319510,0.74078943,0.40290728,2.01195767,3.77248447,0.01688961,0.28281518,0.37090302,0.00000000
-2.20610305,4.68516095,0.72437619,0.39400016,2.03633406,3.79213990,0.01643519,0.27755532,0.36487019,0.00000000
-2.20010005,4.66785891,0.70622474,0.38432709,2.05577355,3.80425775,0.01595137,0.27164225,0.35775100,0.00000000
-2.19409705,4.64172577,0.68659756,0.37403571,2.07010988,3.80875486,0.01544679,0.26517057,0.34966723,0.00000000
-2.18809405,4.60717470,0.66576102,0.36326913,2.07919304,3.80553139,0.01492948,0.25823683,0.34075711,0.00000000
-2.18209105,4.56459007,0.64398063,0.35216387,2.08289343,3.79447427,0.01440667,0.25093842,0.33117372,0.00000000
-2.17608804,4.51432921,0.62151712,0.34084854,2.08110788,3.77546599,0.01388468,0.24337293,0.32108333,0.00000000
-2.17008504,4.45673059,0.59862338,0.32944321,2.07376691,3.74839809,0.01336885,0.23563782,0.31066357,0.00000000
-2.16408204,4.39212740,0.57554232,0.31805948,2.06084294,3.71318842,0.01286348,0.22783021,0.30010158,0.00000000
-2.15807904,4.32086512,0.55250551,0.30680100,2.04235871,3.66980082,0.01237191,0.22004704,0.28959204,0.00000000
-2.15207604,4.24332108,0.52973245,0.29576436,2.01839517,3.61826574,0.01189657,0.21238510,0.27933499,0.00000000
-2.14607304,4.15992429,0.50743040,0.28504016,1.98909830,3.55870010,0.01143906,0.20494109,0.26953348,0.00000000
-2.14007004,4.07117341,0.48579446,0.27471408,1.95468401,3.49132485,0.01100029,0.19781147,0.26039102,0.00000000
-2.13406703,3.97765102,0.46500773,0.26486767,1.91544064,3.41647863,0.01058063,0.19109204,0.25210873,0.00000000
-2.12806403,3.88003275,0.44524143,0.25557895,1.87172873,3.33462647,0.01018003,0.18487712,0.24488219,0.00000000
-2.12206103,3.77909010,0.42665479,0.24692249,1.82397759,3.24636250,0.00979821,0.17925843,0.23889804,0.00000000
-2.11605803,3.67568622,0.40939456,0.23896898,1.77267893,3.15240625,0.00943476,0.17432348,0.23433037,0.00000000
-2.11005503,3.57076457,0.39359418,0.23178442,1.71837752,3.05359255,0.00908929,0.17015364,0.23133683,0.00000000
-2.10405203,3.46533098,0.37937253,0.22542871,1.66165924,2.95085526,0.00876156,0.16682192,0.23005467,0.00000000
-2.09804902,3.36042975,0.36683236,0.21995405,1.60313723,2.84520575,0.00845154,0.16439054,0.23059684,0.00000000
-2.09204602,3.25711537,0.35605850,0.21540301,1.54343658,2.73770704,0.00815957,0.16290850,0.23304814,0.00000000
-2.08604302,3.15642129,0.34711600,0.21180655,1.48317846,2.62944513,0.00788638,0.16240925,0.23746176,0.00000000
-2.08004002,3.05932769,0.34004833,0.20918226,1.42296433,2.52149884,0.00763320,0.16290859,0.24385624,0.00000000
-2.07403702,2.96673012,0.33487596,0.20753276,1.36336116,2.41490983,0.00740177,0.16440312,0.25221311,0.00000000
-2.06803402,2.87941077,0.33159527,0.20684471,1.30488818,2.31065412,0.00719446,0.16686917,0.26247536,0.00000000
-2.06203102,2.79801420,0.33017818,0.20708829,1.24800583,2.20961664,0.00701429,0.17026251,0.27454685,0.00000000
-2.05602801,2.72302877,0.33057250,0.20821750,1.19310731,2.11256987,0.00686497,0.17451887,0.28829286,0.00000000
-2.05002501,2.65477483,0.33270317,0.21017116,1.14051315,2.02015738,0.00675093,0.17955527,0.30354179,0.00000000
-2.04402201,2.59340039,0.33647428,0.21287470,1.09046873,1.93288300,0.00667739,0.18527224,0.32008813,0.00000000
-2.03801901,2.53888426,0.34177198,0.21624270,1.04314489,1.85110568,0.00665035,0.19155684,0.33769654,0.00000000
-2.03201601,2.49104662,0.34846817,0.22018200,0.99864124,1.77504021,0.00667659,0.19828635,0.35610720,0.00000000
-2.02601301,2.44956609,0.35642479,0.22459530,0.95699212,1.70476325,0.00676367,0.20533253,0.37504206,0.00000000
-2.02001001,2.41400264,0.36549845,0.22938515,0.91817450,1.64022426,0.00691985,0.21256624,0.39421198,0.00000000
-2.01400700,2.38382463,0.37554538,0.23445789,0.88211746,1.58126042,0.00715406,0.21986225,0.41332442,0.00000000
-2.00800400,2.35843880,0.38642620,0.23972755,0.84871269,1.52761463,0.00747573,0.22710394,0.43209148,0.00000000
-2.00200100,2.33722150,0.39801045,0.24511943,0.81782538,1.47895568,0.00789463,0.23418764,0.45023801,0.00000000
-1.99599800,2.31954940,0.41018048,0.25057303,0.78930506,1.43489942,0.00842066,0.24102657,0.46750932,0.00000000
-1.98999500,2.30482842,0.42283457,0.25604435,0.76299580,1.39502990,0.00906357,0.24755390,0.48367847,0.00000000
-1.98399200,2.29251920,0.43588907,0.26150730,0.73874539,1.35891972,0.00983265,0.25372494,0.49855256,0.00000000
-1.97798899,2.28215817,0.44927934,0.26695410,0.71641318,1.32614857,0.01073636,0.25951834,0.51197794,0.00000000
-1.97198599,2.27337330,0.46295961,0.27239482,0.69587628,1.29631936,0.01178188,0.26493610,0.52384416,0.00000000
-1.96598299,2.26589398,0.47690157,0.27785584,0.67703401,1.26907158,0.01297475,0.27000255,0.53408633,0.00000000
-1.95997999,2.25955489,0.49109184,0.28337750,0.65981063,1.24409129,0.01431831,0.27476222,0.54268603,0.00000000
-1.95397699,2.25429400,0.50552854,0.28901100,0.64415625,1.22111796,0.01581334,0.27927670,0.54967057,0.00000000
-1.94797399,2.25014520,0.52021703,0.29481472,0.63004628,1.19994795,0.01745755,0.28362084,0.55511074,0.00000000
-1.94197099,2.24722633,0.53516519,0.30085018,0.61747935,1.18043502,0.01924524,0.28787824,0.55911718,0.00000000
-1.93596798,2.24572361,0.55037850,0.30717792,0.60647436,1.16248812,0.02116696,0.29213644,0.56183548,0.00000000
-1.92996498,2.24587364,0.56585519,0.31385342,0.59706650,1.14606702,0.02320927,0.29648201,0.56344025,0.00000000
-1.92396198,2.24794419,0.58158191,0.32092350,0.58930304,1.13117626,0.02535463,0.30099585,0.56412847,0.00000000
-1.91795898,2.25221500,0.59753001,0.32842314,0.58323881,1.11785797,0.02758146,0.30574887,0.56411232,0.00000000
-1.91195598,2.25895985,0.61365293,0.33637317,0.57893194,1.10618421,0.02986427,0.31079833,0.56361183,0.00000000
