energy_ev,total_up,B_p_up,B_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,4.21706235,0.68055538,0.00000000,1.92029636,2.15976248,1.26729653,0.00000000
-5.99399700,4.27472888,0.69004884,0.00000000,1.93215433,2.19083324,1.29048278,0.00000000
-5.98799400,4.32903670,0.69866818,0.00000000,1.94232958,2.21964553,1.31360963,0.00000000
-5.98199100,4.38076501,0.70658843,0.00000000,1.95127848,2.24668038,1.33676862,0.00000000
-5.97598799,4.43083764,0.71401128,0.00000000,1.95951776,2.27249975,1.36008246,0.00000000
-5.96998499,4.48029011,0.72115823,0.00000000,1.96760873,2.29772652,1.38369913,0.00000000
-5.96398199,4.53023132,0.72826296,0.00000000,1.97613927,2.32302181,1.40778416,0.00000000
-5.95797899,4.58180120,0.73556333,0.00000000,1.98570428,2.34906039,1.43251160,0.00000000
-5.95197599,4.63612597,0.74329305,0.00000000,1.99688527,2.37650521,1.45805379,0.00000000
-5.94597299,4.69427264,0.75167353,0.00000000,2.01023006,2.40598190,1.48457059,0.00000000
-5.93996998,4.75720452,0.76090611,0.00000000,2.02623347,2.43805424,1.51219829,0.00000000
-5.93396698,4.82573948,0.77116483,0.00000000,2.04531959,2.47320151,1.54103899,0.00000000
-5.92796398,4.90051260,0.78259012,0.00000000,2.06782668,2.51179852,1.57115082,0.00000000
-5.92196098,4.98194462,0.79528340,0.00000000,2.09399501,2.55409903,1.60253959,0.00000000
-5.91595798,5.07021752,0.80930292,0.00000000,2.12395821,2.60022313,1.63515235,0.00000000
-5.90995498,5.16525802,0.82466085,0.00000000,2.15773848,2.65014900,1.66887322,0.00000000
-5.90395198,5.26672975,0.84132159,0.00000000,2.19524546,2.70370924,1.70352183,0.00000000
-5.89794897,5.37403426,0.85920153,0.00000000,2.23627900,2.76059193,1.73885448,0.00000000
-5.89194597,5.48632083,0.87817007,0.00000000,2.28053523,2.82034614,1.77456803,0.00000000
-5.88594297,5.60250448,0.89805186,0.00000000,2.32761570,2.88239180,1.81030650,0.00000000
-5.87993997,5.72129166,0.91863030,0.00000000,2.37703892,2.94603337,1.84566987,0.00000000
-5.87393697,5.84121218,0.93965207,0.00000000,2.42825365,3.01047681,1.88022502,0.00000000
-5.86793397,5.96065652,0.96083255,0.00000000,2.48065338,3.07484924,1.91351791,0.00000000
-5.86193097,6.07791670,0.98186213,0.00000000,2.53359120,3.13822054,1.94508681,0.00000000
