energy_ev,total_up,Bi_p_up,Bi_d_up,Ir_p_up,Ir_d_up,Se_s_up,Se_p_up
-6.00000000,0.91865856,0.23230586,0.00719901,0.16666895,0.70640327,0.00711270,0.02342053
-5.99399700,0.97476743,0.24785231,0.00782541,0.16707560,0.75235095,0.00779835,0.02334697
-5.98799400,1.03666873,0.26525866,0.00848702,0.17032388,0.80182918,0.00849561,0.02380758
-5.98199100,1.10337832,0.28431631,0.00917778,0.17632309,0.85402779,0.00919589,0.02480045
-5.97598799,1.17388969,0.30482617,0.00989136,0.18500734,0.90809940,0.00989008,0.02633074
-5.96998499,1.24720847,0.32660739,0.01062139,0.19634186,0.96318593,0.01056883,0.02841156
-5.96398199,1.32238787,0.34950609,0.01136166,0.21032817,1.01844669,0.01122286,0.03106460
-5.95797899,1.39856373,0.37340331,0.01210644,0.22700765,1.07308697,0.01184330,0.03432030
-5.95197599,1.47498745,0.39822222,0.01285068,0.24646338,1.12638600,0.01242195,0.03821769
-5.94597299,1.55105526,0.42393366,0.01359024,0.26881987,1.17772277,0.01295166,0.04280370
-5.93996998,1.62633202,0.45055990,0.01432207,0.29424046,1.22659865,0.01342659,0.04813202
-5.93396698,1.70056800,0.47817602,0.01504434,0.32292223,1.27265531,0.01384244,0.05426138
-5.92796398,1.77370729,0.50690853,0.01575651,0.35508817,1.31568704,0.01419665,0.06125337
-5.92196098,1.84588676,0.53693106,0.01645933,0.39097679,1.35564641,0.01448851,0.06916965
-5.91595798,1.91742489,0.56845693,0.01715476,0.43082910,1.39264276,0.01471919,0.07806875
-5.90995498,1.98880050,0.60172857,0.01784585,0.47487324,1.42693322,0.01489172,0.08800242
-5.90395198,2.06062160,0.63700409,0.01853648,0.52330723,1.45890644,0.01501078,0.09901166
-5.89794897,2.13358544,0.67454129,0.01923114,0.57628031,1.48905950,0.01508255,0.11112264
-5.89194597,2.20843141,0.71457969,0.01993455,0.63387356,1.51796900,0.01511440,0.12434244
-5.88594297,2.28588875,0.75732135,0.02065133,0.69608076,1.54625761,0.01511451,0.13865514
-5.87993997,2.36662166,0.80291129,0.02138565,0.76279026,1.57455768,0.01509153,0.15401818
-5.87393697,2.45117453,0.85141852,0.02214080,0.83376896,1.60347370,0.01505411,0.17035932
-5.86793397,2.53992044,0.90281871,0.02291891,0.90864949,1.63354570,0.01501049,0.18757443
-5.86193097,2.63301569,0.95697948,0.02372062,0.98692145,1.66521544,0.01496817,0.20552630
-5.85592796,2.73036338,1.01364941,0.02454488,1.06792755,1.69879726,0.01493347,0.22404463
-5.84992496,2.83158820,1.07245144,0.02538876,1.15086563,1.73445548,0.01491129,0.24292736
-5.84392196,2.93602472,1.13288151,0.02624745,1.23479668,1.77218937,0.01490493,0.26194334
-5.83791896,3.04272001,1.19431282,0.02711425,1.31865942,1.81182701,0.01491590,0.28083651
-5.83191596,3.15045163,1.25600594,0.02798076,1.40129106,1.85302825,0.01494398,0.29933138
-5.82591296,3.25776023,1.31712454,0.02883710,1.48145404,1.89529701,0.01498723,0.31713978
-5.81990995,3.36299603,1.37675661,0.02967224,1.55786785,1.93800223,0.01504224,0.33396861
-5.81390695,3.46437712,1.43394019,0.03047443,1.62924493,1.98040658,0.01510433,0.34952833
-5.80790395,3.56005700,1.48769283,0.03123162,1.69432928,2.02170143,0.01516793,0.36354196
-5.80190095,3.64819834,1.53704347,0.03193200,1.75193621,2.06104635,0.01522693,0.37575402
-5.79589795,3.72704916,1.58106549,0.03256447,1.80099155,2.09761092,0.01527512,0.38593923
-5.78989495,3.79501787,1.61890931,0.03311915,1.84056861,2.13061679,0.01530660,0.39391038
-5.78389195,3.85074323,1.64983319,0.03358782,1.86992104,2.15937757,0.01531619,0.39952524
-5.77788894,3.89315565,1.67323070,0.03396431,1.88851023,2.18333451,0.01529977,0.40269182
-5.77188594,3.92152666,1.68865350,0.03424479,1.89602579,2.20208589,0.01525463,0.40337212
-5.76588294,3.93550394,1.69582847,0.03442797,1.89239811,2.21540868,0.01517966,0.40158387
-5.75987994,3.93513009,1.69466822,0.03451517,1.87780237,2.22327111,0.01507550,0.39740034
-5.75387694,3.92084400,1.68527458,0.03451031,1.85265386,2.22583553,0.01494457,0.39094806
-5.74787394,3.89346489,1.66793480,0.03441977,1.81759457,2.22345143,0.01479104,0.38240281
-5.74187094,3.85415972,1.64311076,0.03425204,1.77347201,2.21663897,0.01462067,0.37198376
-5.73586793,3.80439569,1.61142167,0.03401747,1.72131094,2.20606389,0.01444058,0.35994629
-5.72986493,3.74588029,1.57362119,0.03372771,1.66227951,2.19250524,0.01425894,0.34657366
-5.72386193,3.68049200,1.53056997,0.03339530,1.59765140,2.17681763,0.01408462,0.33216806
-5.71785893,3.61020507,1.48320516,0.03303302,1.52876549,2.15989010,0.01392681,0.31704127
-5.71185593,3.53701223,1.43250808,0.03265346,1.45698504,2.14260377,0.01379461,0.30150549
-5.70585293,3.46284910,1.37947181,0.03226837,1.38365803,2.12579051,0.01369666,0.28586465
-5.69984992,3.38952382,1.32506985,0.03188825,1.31008015,2.11019483,0.01364074,0.27040650
-5.69384692,3.31865509,1.27022749,0.03152192,1.23746193,2.09644085,0.01363351,0.25539579
-5.68784392,3.25162139,1.21579676,0.03117620,1.16690114,2.08500592,0.01368019,0.24106877
-5.68184092,3.18952303,1.16253600,0.03085568,1.09936097,2.07620214,0.01378445,0.22762904
-5.67583792,3.13315848,1.11109456,0.03056261,1.03565465,2.07016650,0.01394823,0.21524485
-5.66983492,3.08301511,1.06200306,0.03029695,0.97643654,2.06685969,0.01417173,0.20404777
-5.66383192,3.03927390,1.01566895,0.03005649,0.92219922,2.06607348,0.01445348,0.19413273
-5.65782891,3.00182702,0.97237741,0.02983702,0.87327633,2.06744579,0.01479040,0.18555906
-5.65182591,2.97030642,0.93229676,0.02963274,0.82985017,2.07048233,0.01517795,0.17835258
-5.64582291,2.94412114,0.89548783,0.02943656,0.79196329,2.07458342,0.01561038,0.17250832
