energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.37950633,-2.37950639,0.00040788,-0.00040788,0.40113142,-0.40113144,0.84204795,-0.84204796,0.22027558,-0.22027558,1.11373807,-1.11373809,1.12139846,-1.12139850,0.83916587,-0.83916588,0.00000000,-0.00000000
-5.99399700,2.32666425,-2.32666431,0.00040389,-0.00040389,0.38550522,-0.38550524,0.83375151,-0.83375152,0.21801894,-0.21801893,1.09717646,-1.09717648,1.07951454,-1.07951458,0.83201637,-0.83201638,0.00000000,-0.00000000
-5.98799400,2.26904788,-2.26904795,0.00040298,-0.00040298,0.36960487,-0.36960489,0.82336252,-0.82336254,0.21491116,-0.21491116,1.07831396,-1.07831399,1.03640114,-1.03640119,0.82250766,-0.82250768,0.00000000,-0.00000000
-5.98199100,2.20764599,-2.20764606,0.00040396,-0.00040396,0.35373804,-0.35373805,0.81103574,-0.81103575,0.21099238,-0.21099238,1.05767386,-1.05767388,0.99272872,-0.99272877,0.81078735,-0.81078736,0.00000000,-0.00000000
-5.97598799,2.14347295,-2.14347302,0.00040585,-0.00040585,0.33819439,-0.33819440,0.79696230,-0.79696232,0.20631550,-0.20631550,1.03580175,-1.03580178,0.94912648,-0.94912653,0.79704682,-0.79704683,0.00000000,-0.00000000
-5.96998499,2.07753695,-2.07753702,0.00040780,-0.00040780,0.32323821,-0.32323823,0.78136024,-0.78136026,0.20094421,-0.20094422,1.01324528,-1.01324531,0.90616816,-0.90616820,0.78151186,-0.78151188,0.00000000,-0.00000000
-5.96398199,2.01081052,-2.01081059,0.00040912,-0.00040912,0.30910218,-0.30910219,0.76446496,-0.76446498,0.19495090,-0.19495091,0.99053424,-0.99053427,0.86436093,-0.86436097,0.76443293,-0.76443295,0.00000000,-0.00000000
-5.95797899,1.94420440,-1.94420447,0.00040927,-0.00040927,0.29598239,-0.29598241,0.74651998,-0.74652000,0.18841455,-0.18841455,0.96816194,-0.96816196,0.82413754,-0.82413759,0.74607536,-0.74607538,0.00000000,-0.00000000
-5.95197599,1.87854547,-1.87854554,0.00040781,-0.00040781,0.28403491,-0.28403492,0.72776846,-0.72776849,0.18141873,-0.18141874,0.94656852,-0.94656854,0.78585183,-0.78585187,0.72671002,-0.72671004,0.00000000,-0.00000000
-5.94597299,1.81455958,-1.81455965,0.00040445,-0.00040445,0.27337380,-0.27337381,0.70844550,-0.70844552,0.17404974,-0.17404974,0.92612701,-0.92612704,0.74977745,-0.74977749,0.70660460,-0.70660463,0.00000000,-0.00000000
