energy_ev,total_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-6.00000000,2.03160274,1.30255247,1.06708721,0.00379605,0.20290581,0.87719790,0.00952489
-5.99399700,1.99230846,1.28425039,1.04520436,0.00384314,0.20101940,0.85560463,0.00950673
-5.98799400,1.95098000,1.26424793,1.02258721,0.00387282,0.19874227,0.83279173,0.00949749
-5.98199100,1.90896549,1.24314312,1.00007562,0.00388560,0.19611900,0.80934227,0.00950361
-5.97598799,1.86761077,1.22154194,0.97851260,0.00388251,0.19319456,0.78583157,0.00953135
-5.96998499,1.82821777,1.20003832,0.95871985,0.00386503,0.19001194,0.76280864,0.00958655
-5.96398199,1.79200745,1.17919718,0.94147529,0.00383508,0.18661037,0.74077994,0.00967451
-5.95797899,1.76008822,1.15954072,0.92749305,0.00379494,0.18302421,0.72019605,0.00979981
-5.95197599,1.73343024,1.14153793,0.91740629,0.00374724,0.17928253,0.70144138,0.00996621
-5.94597299,1.71284568,1.12559722,0.91175302,0.00369483,0.17540913,0.68482702,0.01017655
-5.93996998,1.69897490,1.11206167,0.91096494,0.00364075,0.17142319,0.67058656,0.01043262
-5.93396698,1.69227804,1.10120678,0.91535933,0.00358808,0.16734017,0.65887480,0.01073516
-5.92796398,1.69303162,1.09323978,0.92513379,0.00353988,0.16317302,0.64976887,0.01108378
-5.92196098,1.70132956,1.08830049,0.94036372,0.00349908,0.15893339,0.64327152,0.01147695
-5.91595798,1.71708787,1.08646288,0.96100244,0.00346838,0.15463294,0.63931613,0.01191201
-5.90995498,1.74005263,1.08773732,0.98688354,0.00345017,0.15028432,0.63777305,0.01238516
-5.90395198,1.76981070,1.09207298,1.01772570,0.00344643,0.14590208,0.63845694,0.01289154
-5.89794897,1.80580276,1.09936053,1.05313950,0.00345871,0.14150312,0.64113482,0.01342528
-5.89194597,1.84733834,1.10943491,1.09263633,0.00348799,0.13710692,0.64553444,0.01397962
-5.88594297,1.89361284,1.12207840,1.13563925,0.00353471,0.13273532,0.65135291,0.01454701
-5.87993997,1.94372609,1.13702409,1.18149564,0.00359875,0.12841209,0.65826544,0.01511929
-5.87393697,1.99670256,1.15395999,1.22949161,0.00367936,0.12416214,0.66593384,0.01568784
-5.86793397,2.05151293,1.17253394,1.27886784,0.00377525,0.12001061,0.67401503,0.01624383
-5.86193097,2.10709689,1.19235957,1.32883677,0.00388456,0.11598182,0.68216919,0.01677842
-5.85592796,2.16238686,1.21302331,1.37860064,0.00400497,0.11209822,0.69006761,0.01728298
-5.84992496,2.21633224,1.23409267,1.42737022,0.00413370,0.10837937,0.69740013,0.01774941
-5.84392196,2.26792384,1.25512556,1.47438355,0.00426763,0.10484106,0.70388209,0.01817030
-5.83791896,2.31621782,1.27568060,1.51892449,0.00440340,0.10149468,0.70926063,0.01853921
-5.83191596,2.36035866,1.29532814,1.56034025,0.00453745,0.09834676,0.71332031,0.01885090
-5.82591296,2.39960051,1.31366175,1.59805777,0.00466619,0.09539884,0.71588785,0.01910149
-5.81990995,2.43332630,1.33030973,1.63159814,0.00478606,0.09264757,0.71683596,0.01928862
-5.81390695,2.46106418,1.34494623,1.66058898,0.00489366,0.09008510,0.71608611,0.01941158
-5.80790395,2.48250067,1.35730175,1.68477415,0.00498584,0.08769967,0.71361024,0.01947136
-5.80190095,2.49749028,1.36717243,1.70402084,0.00505981,0.08547646,0.70943140,0.01947065
-5.79589795,2.50606139,1.37442793,1.71832364,0.00511321,0.08339850,0.70362317,0.01941385
-5.78989495,2.50841824,1.37901759,1.72780585,0.00514417,0.08144774,0.69630815,0.01930695
-5.78389195,2.50493901,1.38097466,1.73271779,0.00515140,0.07960609,0.68765542,0.01915745
-5.77788894,2.49617022,1.38041838,1.73343242,0.00513421,0.07785647,0.67787715,0.01897417
-5.77188594,2.48281762,1.37755402,1.73043848,0.00509253,0.07618382,0.66722438,0.01876708
-5.76588294,2.46573368,1.37267056,1.72433118,0.00502692,0.07457592,0.65598221,0.01854710
-5.75987994,2.44590216,1.36613636,1.71580086,0.00493854,0.07302408,0.64446444,0.01832583
-5.75387694,2.42441981,1.35839260,1.70561976,0.00482915,0.07152371,0.63300774,0.01811533
-5.74787394,2.40247560,1.34994477,1.69462707,0.00470101,0.07007465,0.62196542,0.01792789
-5.74187094,2.38132759,1.34135227,1.68371250,0.00455685,0.06868127,0.61170084,0.01777573
-5.73586793,2.36227775,1.33321628,1.67379855,0.00439977,0.06735248,0.60258061,0.01767075
-5.72986493,2.34664484,1.32616602,1.66582157,0.00423317,0.06610148,0.59496733,0.01762429
-5.72386193,2.33573573,1.32084375,1.66071194,0.00406063,0.06494539,0.58921218,0.01764687
-5.71785893,2.33081537,1.31788862,1.65937335,0.00388582,0.06390473,0.58564720,0.01774792
-5.71185593,2.33307592,1.31791977,1.66266183,0.00371240,0.06300283,0.58457734,0.01793553
-5.70585293,2.34360558,1.32151902,1.67136447,0.00354391,0.06226515,0.58627249,0.01821624
-5.69984992,2.36335777,1.32921361,1.68617868,0.00338371,0.06171861,0.59095950,0.01859480
-5.69384692,2.39312165,1.34145946,1.70769226,0.00323483,0.06139086,0.59881444,0.01907396
-5.68784392,2.43349478,1.35862550,1.73636510,0.00309999,0.06130965,0.60995545,0.01965431
-5.68184092,2.48485926,1.38097969,1.77251308,0.00298146,0.06150223,0.62443625,0.02033414
-5.67583792,2.54736227,1.40867732,1.81629503,0.00288104,0.06199484,0.64224094,0.02110934
-5.66983492,2.62090227,1.44175212,1.86770335,0.00280006,0.06281230,0.66328020,0.02197340
-5.66383192,2.70512189,1.48011079,1.92655906,0.00273932,0.06397773,0.68738931,0.02291736
-5.65782891,2.79940816,1.52353123,1.99251167,0.00269911,0.06551230,0.71432829,0.02393003
