energy_ev,total_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,5.08354808,0.16049560,0.00000000,2.81843596,0.00000000,2.53438397,1.37743773
-5.99399700,5.24480306,0.16592290,0.00000000,2.91593456,0.00000000,2.59741106,1.42601675
-5.98799400,5.42774315,0.17237552,0.00000000,3.02731639,0.00000000,2.66957759,1.48096190
-5.98199100,5.63078600,0.17979512,0.00000000,3.15157004,0.00000000,2.75014172,1.54181521
-5.97598799,5.85164655,0.18809808,0.00000000,3.28726787,0.00000000,2.83806842,1.60790951
-5.96998499,6.08734323,0.19717591,0.00000000,3.43257180,0.00000000,2.93203153,1.67837117
-5.96398199,6.33422920,0.20689636,0.00000000,3.58525330,0.00000000,3.03042674,1.75213016
-5.95797899,6.58804989,0.21710532,0.00000000,3.74272810,0.00000000,3.13139602,1.82793790
-5.95197599,6.84402690,0.22762955,0.00000000,3.90210561,0.00000000,3.23286362,1.90439258
-5.94597299,7.09696652,0.23828016,0.00000000,4.06025239,0.00000000,3.33258278,1.97997172
-5.93996998,7.34139050,0.24885682,0.00000000,4.21386805,0.00000000,3.42819224,2.05307105
-5.93396698,7.57168454,0.25915256,0.00000000,4.35957139,0.00000000,3.51728039,2.12204841
-5.92796398,7.78225958,0.26895902,0.00000000,4.49399380,0.00000000,3.59745482,2.18527133
-5.92196098,7.96771951,0.27807202,0.00000000,4.61387660,0.00000000,3.66641454,2.24116637
-5.91595798,8.12302879,0.28629719,0.00000000,4.71616854,0.00000000,3.72202187,2.28826823
-5.90995498,8.24367277,0.29345543,0.00000000,4.79811945,0.00000000,3.76237083,2.32526676
-5.90395198,8.32580422,0.29938812,0.00000000,4.85736634,0.00000000,3.78584930,2.35104979
-5.89794897,8.36636938,0.30396162,0.00000000,4.89200822,0.00000000,3.79119194,2.36473984
-5.89194597,8.36320857,0.30707116,0.00000000,4.90066656,0.00000000,3.77752191,2.36572347
-5.88594297,8.31512659,0.30864374,0.00000000,4.88252878,0.00000000,3.74437940,2.35367153
-5.87993997,8.22193050,0.30863994,0.00000000,4.83737308,0.00000000,3.69173589,2.32854999
-5.87393697,8.08443301,0.30705473,0.00000000,4.76557364,0.00000000,3.61999378,2.29062052
-5.86793397,7.90442193,0.30391704,0.00000000,4.66808612,0.00000000,3.52997150,2.24043112
-5.86193097,7.68459738,0.29928822,0.00000000,4.54641428,0.00000000,3.42287501,2.17879724
-5.85592796,7.42847982,0.29325951,0.00000000,4.40255933,0.00000000,3.30025714,2.10677431
-5.84992496,7.14029326,0.28594850,0.00000000,4.23895437,0.00000000,3.16396674,2.02562303
-5.84392196,6.82482910,0.27749487,0.00000000,4.05838682,0.00000000,3.01608987,1.93676879
-5.83791896,6.48729620,0.26805557,0.00000000,3.86391200,0.00000000,2.85888564,1.84175720
-5.83191596,6.13316377,0.25779959,0.00000000,3.65876163,0.00000000,2.69471938,1.74220738
-5.82591296,5.76800295,0.24690264,0.00000000,3.44625056,0.00000000,2.52599560,1.63976500
-5.81990995,5.39733330,0.23554185,0.00000000,3.22968537,0.00000000,2.35509333,1.53605657
-5.81390695,5.02647929,0.22389076,0.00000000,3.01227789,0.00000000,2.18430597,1.43264689
-5.80790395,4.66044147,0.21211484,0.00000000,2.79706647,0.00000000,2.01578750,1.33100066
-5.80190095,4.30378591,0.20036750,0.00000000,2.58684722,0.00000000,1.85150645,1.23244956
-5.79589795,3.96055443,0.18878689,0.00000000,2.38411694,0.00000000,1.69320878,1.13816545
-5.78989495,3.63419733,0.17749353,0.00000000,2.19102888,0.00000000,1.54239005,1.04914018
-5.78389195,3.32752889,0.16658865,0.00000000,2.00936181,0.00000000,1.40027726,0.96617216
-5.77788894,3.04270549,0.15615346,0.00000000,1.84050249,0.00000000,1.26781995,0.88985961
-5.77188594,2.78122496,0.14624915,0.00000000,1.68544086,0.00000000,1.14569021,0.82060019
-5.76588294,2.54394532,0.13691758,0.00000000,1.54477734,0.00000000,1.03429057,0.75859634
-5.75987994,2.33112060,0.12818255,0.00000000,1.41874064,0.00000000,0.93376905,0.70386582
-5.75387694,2.14245091,0.12005164,0.00000000,1.30721497,0.00000000,0.84403989,0.65625662
-5.74787394,1.97714392,0.11251836,0.00000000,1.20977475,0.00000000,0.76480908,0.61546535
-5.74187094,1.83398482,0.10556451,0.00000000,1.12572527,0.00000000,0.69560320,0.58105836
-5.73586793,1.71141181,0.09916279,0.00000000,1.05414759,0.00000000,0.63580053,0.55249474
-5.72986493,1.60759449,0.09327927,0.00000000,0.99394597,0.00000000,0.58466326,0.52915033
-5.72386193,1.52051260,0.08787594,0.00000000,0.94389633,0.00000000,0.54136979,0.51034213
-5.71785893,1.44803298,0.08291304,0.00000000,0.90269432,0.00000000,0.50504621,0.49535230
-5.71185593,1.38798268,0.07835114,0.00000000,0.86900170,0.00000000,0.47479616,0.48345131
-5.70585293,1.33821681,0.07415307,0.00000000,0.84148988,0.00000000,0.44972848,0.47391945
-5.69984992,1.29667964,0.07028551,0.00000000,0.81887974,0.00000000,0.42898214,0.46606664
-5.69384692,1.26145791,0.06672026,0.00000000,0.79997690,0.00000000,0.41174798,0.45924970
-5.68784392,1.23082570,0.06343530,0.00000000,0.78370173,0.00000000,0.39728710,0.45288720
-5.68184092,1.20328018,0.06041548,0.00000000,0.76911381,0.00000000,0.38494570,0.44647134
-5.67583792,1.17756799,0.05765293,0.00000000,0.75543034,0.00000000,0.37416620,0.43957692
-5.66983492,1.15270222,0.05514725,0.00000000,0.74203845,0.00000000,0.36449491,0.43186717
-5.66383192,1.12797003,0.05290532,0.00000000,0.72850138,0.00000000,0.35558602,0.42309665
-5.65782891,1.10293135,0.05094101,0.00000000,0.71455869,0.00000000,0.34720238,0.41311105
-5.65182591,1.07740909,0.04927448,0.00000000,0.70012073,0.00000000,0.33921316,0.40184432
-5.64582291,1.05147162,0.04793142,0.00000000,0.68525787,0.00000000,0.33158860,0.38931320
-5.63981991,1.02540836,0.04694189,0.00000000,0.67018495,0.00000000,0.32439230,0.37560950
-5.63381691,0.99969949,0.04633913,0.00000000,0.65524176,0.00000000,0.31777135,0.36089060
-5.62781391,0.97498095,0.04615808,0.00000000,0.64087003,0.00000000,0.31194461,0.34536847
-5.62181091,0.95200585,0.04643381,0.00000000,0.62758806,0.00000000,0.30718955,0.32929766
