energy_ev,total_up,Al_p_up,Al_d_up,Hf_p_up,Hf_d_up,Se_s_up,Se_p_up
-6.00000000,2.26339943,0.05382719,0.00000000,1.09097457,0.77071610,0.02738366,1.54468835
-5.99399700,2.28996558,0.05427878,0.00000000,1.10561535,0.77676574,0.02767277,1.56789834
-5.98799400,2.31279023,0.05462323,0.00000000,1.12175732,0.77998519,0.02793950,1.58894248
-5.98199100,2.33120758,0.05483126,0.00000000,1.13888252,0.78024588,0.02816385,1.60731679
-5.97598799,2.34463039,0.05487752,0.00000000,1.15644542,0.77747543,0.02832740,1.62255749
-5.96998499,2.35255467,0.05474105,0.00000000,1.17388199,0.77165701,0.02841386,1.63424620
-5.96398199,2.35456258,0.05440568,0.00000000,1.19061982,0.76282721,0.02840945,1.64201436
-5.95797899,2.35032397,0.05386027,0.00000000,1.20608915,0.75107263,0.02830320,1.64554684
-5.95197599,2.33959682,0.05309879,0.00000000,1.21973471,0.73652539,0.02808724,1.64458499
-5.94597299,2.32222685,0.05212028,0.00000000,1.23102801,0.71935781,0.02775687,1.63892924
-5.93996998,2.29814669,0.05092871,0.00000000,1.23948001,0.69977645,0.02731063,1.62844122
-5.93396698,2.26737471,0.04953258,0.00000000,1.24465353,0.67801588,0.02675019,1.61304555
-5.92796398,2.23001355,0.04794464,0.00000000,1.24617533,0.65433224,0.02608020,1.59273127
-5.92196098,2.18624847,0.04618128,0.00000000,1.24374706,0.62899700,0.02530802,1.56755275
-5.91595798,2.13634538,0.04426202,0.00000000,1.23715500,0.60229091,0.02444341,1.53763013
-5.90995498,2.08064844,0.04220885,0.00000000,1.22627789,0.57449841,0.02349816,1.50314905
-5.90395198,2.01957701,0.04004563,0.00000000,1.21109261,0.54590260,0.02248565,1.46435958
-5.89794897,1.95362180,0.03779738,0.00000000,1.19167731,0.51678074,0.02142048,1.42157416
-5.89194597,1.88333996,0.03548965,0.00000000,1.16821184,0.48740042,0.02031796,1.37516441
-5.88594297,1.80934891,0.03314791,0.00000000,1.14097515,0.45801635,0.01919377,1.32555676
-5.87993997,1.73231891,0.03079700,0.00000000,1.11033982,0.42886779,0.01806351,1.27322677
-5.87393697,1.65296411,0.02846058,0.00000000,1.07676366,0.40017655,0.01694237,1.21869219
-5.86793397,1.57203230,0.02616072,0.00000000,1.04077864,0.37214542,0.01584478,1.16250474
-5.86193097,1.49029332,0.02391755,0.00000000,1.00297741,0.34495721,0.01478419,1.10524078
-5.85592796,1.40852637,0.02174894,0.00000000,0.96399782,0.31877407,0.01377280,1.04749107
-5.84992496,1.32750657,0.01967036,0.00000000,0.92450591,0.29373721,0.01282138,0.98984982
-5.84392196,1.24799092,0.01769474,0.00000000,0.88517794,0.26996687,0.01193919,0.93290325
-5.83791896,1.17070434,0.01583240,0.00000000,0.84668199,0.24756256,0.01113383,0.87721818
-5.83191596,1.09632587,0.01409118,0.00000000,0.80965974,0.22660350,0.01041121,0.82333072
-5.82591296,1.02547583,0.01247644,0.00000000,0.77470903,0.20714925,0.00977555,0.77173569
-5.81990995,0.95870408,0.01099130,0.00000000,0.74236781,0.18924051,0.00922935,0.72287682
-5.81390695,0.89647996,0.00963677,0.00000000,0.71309986,0.17290006,0.00877346,0.67713835
-5.80790395,0.83918416,0.00841207,0.00000000,0.68728291,0.15813390,0.00840708,0.63483804
-5.80190095,0.78710295,0.00731481,0.00000000,0.66519937,0.14493251,0.00812791,0.59622197
-5.79589795,0.74042483,0.00634133,0.00000000,0.64703009,0.13327227,0.00793219,0.56146131
