energy_ev,total_up,As_p_up,As_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,5.30247780,1.37445928,0.00000000,2.44602580,0.00000000,1.36727668,1.39743949
-5.99399700,5.26444939,1.40027665,0.00000000,2.39526948,0.00000000,1.35635731,1.40976381
-5.98799400,5.23116103,1.42658676,0.00000000,2.34787408,0.00000000,1.34688638,1.42378905
-5.98199100,5.20264976,1.45306777,0.00000000,2.30420241,0.00000000,1.33895230,1.43940630
-5.97598799,5.17882179,1.47937879,0.00000000,2.26453106,0.00000000,1.33261079,1.45647221
-5.96998499,5.15946732,1.50516780,0.00000000,2.22905228,0.00000000,1.32788533,1.47481213
-5.96398199,5.14427836,1.53008000,0.00000000,2.19787784,0.00000000,1.32476826,1.49422400
-5.95797899,5.13286873,1.55376650,0.00000000,2.17104448,0.00000000,1.32322233,1.51448273
-5.95197599,5.12479499,1.57589292,0.00000000,2.14852042,0.00000000,1.32318254,1.53534509
-5.94597299,5.11957710,1.59614784,0.00000000,2.13021226,0.00000000,1.32455825,1.55655494
-5.93996998,5.11671776,1.61425060,0.00000000,2.11597196,0.00000000,1.32723536,1.57784856
-5.93396698,5.11571932,1.62995825,0.00000000,2.10560331,0.00000000,1.33107852,1.59896016
-5.92796398,5.11609754,1.64307145,0.00000000,2.09886759,0.00000000,1.33593333,1.61962706
-5.92196098,5.11739165,1.65343897,0.00000000,2.09548828,0.00000000,1.34162833,1.63959477
-5.91595798,5.11917046,1.66096071,0.00000000,2.09515469,0.00000000,1.34797700,1.65862154
-5.90995498,5.12103458,1.66558912,0.00000000,2.09752478,0.00000000,1.35477964,1.67648244
-5.90395198,5.12261521,1.66732890,0.00000000,2.10222713,0.00000000,1.36182528,1.69297287
-5.89794897,5.12357012,1.66623525,0.00000000,2.10886276,0.00000000,1.36889365,1.70791143
-5.89194597,5.12357758,1.66241044,0.00000000,2.11700682,0.00000000,1.37575739,1.72114213
-5.88594297,5.12232947,1.65599925,0.00000000,2.12621095,0.00000000,1.38218449,1.73253601
-5.87993997,5.11952426,1.64718317,0.00000000,2.13600643,0.00000000,1.38794119,1.74199214
-5.87393697,5.11486118,1.63617394,0.00000000,2.14590868,0.00000000,1.39279529,1.74943809
-5.86793397,5.10803619,1.62320646,0.00000000,2.15542317,0.00000000,1.39651992,1.75482990
-5.86193097,5.09874061,1.60853159,0.00000000,2.16405297,0.00000000,1.39889777,1.75815164
-5.85592796,5.08666257,1.59240896,0.00000000,2.17130785,0.00000000,1.39972572,1.75941449
-5.84992496,5.07149164,1.57510013,0.00000000,2.17671467,0.00000000,1.39881965,1.75865558
-5.84392196,5.05292627,1.55686235,0.00000000,2.17982875,0.00000000,1.39601936,1.75593639
-5.83791896,5.03068371,1.53794302,0.00000000,2.18024576,0.00000000,1.39119332,1.75134081
-5.83191596,5.00451166,1.51857495,0.00000000,2.17761345,0.00000000,1.38424299,1.74497293
-5.82591296,4.97420080,1.49897261,0.00000000,2.17164271,0.00000000,1.37510662,1.73695444
-5.81990995,4.93959728,1.47932917,0.00000000,2.16211731,0.00000000,1.36376202,1.72742164
-5.81390695,4.90061421,1.45981457,0.00000000,2.14890172,0.00000000,1.35022845,1.71652218
-5.80790395,4.85724122,1.44057421,0.00000000,2.13194654,0.00000000,1.33456709,1.70441146
-5.80190095,4.80955147,1.42172849,0.00000000,2.11129126,0.00000000,1.31688040,1.69124881
-5.79589795,4.75770536,1.40337284,0.00000000,2.08706413,0.00000000,1.29731001,1.67719343
-5.78989495,4.70195090,1.38557833,0.00000000,2.05947908,0.00000000,1.27603340,1.66240039
-5.78389195,4.64262047,1.36839252,0.00000000,2.02882991,0.00000000,1.25325944,1.64701662
-5.77788894,4.58012431,1.35184079,0.00000000,1.99548210,0.00000000,1.22922294,1.63117724
-5.77188594,4.51494120,1.33592773,0.00000000,1.95986253,0.00000000,1.20417858,1.61500226
-5.76588294,4.44760677,1.32063879,0.00000000,1.92244779,0.00000000,1.17839435,1.59859391
-5.75987994,4.37870048,1.30594213,0.00000000,1.88375164,0.00000000,1.15214499,1.58203470
-5.75387694,4.30883177,1.29179054,0.00000000,1.84431218,0.00000000,1.12570548,1.56538646
-5.74787394,4.23862640,1.27812359,0.00000000,1.80467925,0.00000000,1.09934522,1.54869025
-5.74187094,4.16871350,1.26486987,0.00000000,1.76540276,0.00000000,1.07332272,1.53196733
-5.73586793,4.09971417,1.25194951,0.00000000,1.72702207,0.00000000,1.04788141,1.51522118
-5.72986493,4.03223180,1.23927674,0.00000000,1.69005703,0.00000000,1.02324633,1.49844041
-5.72386193,3.96684457,1.22676267,0.00000000,1.65500054,0.00000000,0.99962200,1.48160240
-5.71785893,3.90410010,1.21431811,0.00000000,1.62231290,0.00000000,0.97719140,1.46467763
-5.71185593,3.84451208,1.20185644,0.00000000,1.59241785,0.00000000,0.95611588,1.44763429
-5.70585293,3.78855876,1.18929641,0.00000000,1.56570005,0.00000000,0.93653605,1.43044302
-5.69984992,3.73668277,1.17656478,0.00000000,1.54250389,0.00000000,0.91857325,1.41308139
-5.69384692,3.68929186,1.16359868,0.00000000,1.52313328,0.00000000,0.90233164,1.39553803
-5.68784392,3.64676010,1.15034758,0.00000000,1.50785223,0.00000000,0.88790049,1.37781592
-5.68184092,3.60942893,1.13677474,0.00000000,1.49688578,0.00000000,0.87535653,1.35993484
-5.67583792,3.57760779,1.12285817,0.00000000,1.49042113,0.00000000,0.86476617,1.34193264
-5.66983492,3.55157371,1.10859078,0.00000000,1.48860867,0.00000000,0.85618731,1.32386543
-5.66383192,3.53156989,1.09397999,0.00000000,1.49156271,0.00000000,0.84967071,1.30580643
-5.65782891,3.51780276,1.07904653,0.00000000,1.49936176,0.00000000,0.84526066,1.28784371
-5.65182591,3.51043769,1.06382269,0.00000000,1.51204821,0.00000000,0.84299498,1.27007685
-5.64582291,3.50959337,1.04834990,0.00000000,1.52962734,0.00000000,0.84290426,1.25261262
-5.63981991,3.51533480,1.03267587,0.00000000,1.55206576,0.00000000,0.84501036,1.23556011
-5.63381691,3.52766537,1.01685144,0.00000000,1.57928904,0.00000000,0.84932419,1.21902525
-5.62781391,3.54651817,1.00092719,0.00000000,1.61117879,0.00000000,0.85584293,1.20310532
-5.62181091,3.57174696,0.98495017,0.00000000,1.64756926,0.00000000,0.86454674,1.18788348
-5.61580790,3.60311719,0.96896071,0.00000000,1.68824349,0.00000000,0.87539518,1.17342377
-5.60980490,3.64029757,0.95298976,0.00000000,1.73292927,0.00000000,0.88832342,1.15976678
-5.60380190,3.68285265,0.93705667,0.00000000,1.78129520,0.00000000,0.90323864,1.14692614
-5.59779890,3.73023700,0.92116772,0.00000000,1.83294699,0.00000000,0.92001659,1.13488623
-5.59179590,3.78179142,0.90531553,0.00000000,1.88742437,0.00000000,0.93849883,1.12360098
-5.58579290,3.83674186,0.88947923,0.00000000,1.94419911,0.00000000,0.95849058,1.11299408
-5.57978989,3.89420135,0.87362573,0.00000000,2.00267427,0.00000000,0.97975968,1.10296055
-5.57378689,3.95317562,0.85771173,0.00000000,2.06218527,0.00000000,1.00203669,1.09336954
-5.56778389,4.01257257,0.84168673,0.00000000,2.12200308,0.00000000,1.02501632,1.08406852
-5.56178089,4.07121595,0.82549670,0.00000000,2.18133982,0.00000000,1.04836042,1.07488848
-5.55577789,4.12786331,0.80908831,0.00000000,2.23935710,0.00000000,1.07170243,1.06565015
-5.54977489,4.18122821,0.79241367,0.00000000,2.29517714,0.00000000,1.09465339,1.05617092
-5.54377189,4.23000621,0.77543506,0.00000000,2.34789681,0.00000000,1.11680945,1.04627219
-5.53776888,4.27290442,0.75812971,0.00000000,2.39660436,0.00000000,1.13776060,1.03578697
