energy_ev,total_up,Mo_p_up,Mo_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.47773887,3.77881177,1.08952881,1.97721010,0.88650916,0.01877965,1.29501725,0.00000000
-5.47173587,3.96222263,1.15543380,2.06702726,0.93772504,0.01964262,1.35991501,0.00000000
-5.46573287,4.14416615,1.22514026,2.15594045,0.98772504,0.02048551,1.42678421,0.00000000
-5.45972986,4.32212614,1.29795917,2.24257433,1.03573923,0.02129998,1.49470695,0.00000000
-5.45372686,4.49384467,1.37321591,2.32570804,1.08106019,0.02207944,1.56280842,0.00000000
-5.44772386,4.65737003,1.45025615,2.40430459,1.12306256,0.02281927,1.63026924,0.00000000
-5.44172086,4.81109482,1.52845053,2.47753465,1.16122092,0.02351684,1.69633571,0.00000000
-5.43571786,4.95378286,1.60719793,2.54479359,1.19512512,0.02417154,1.76032781,0.00000000
-5.42971486,5.08458390,1.68592764,2.60571105,1.22449224,0.02478475,1.82164482,0.00000000
-5.42371186,5.20303548,1.76410038,2.66015258,1.24917453,0.02535968,1.87976878,0.00000000
-5.41770885,5.30905188,1.84120833,2.70821308,1.26916275,0.02590127,1.93426565,0.00000000
-5.41170585,5.40290082,1.91677454,2.75020231,1.28458459,0.02641592,1.98478456,0.00000000
-5.40570285,5.48516871,1.99035171,2.78662290,1.29569801,0.02691127,2.03105529,0.00000000
-5.39969985,5.55671618,2.06152078,2.81814173,1.30287953,0.02739585,2.07288437,0.00000000
-5.39369685,5.61862584,2.12988941,2.84555595,1.30660791,0.02787886,2.11015021,0.00000000
-5.38769385,5.67214449,2.19509074,2.86975501,1.30744376,0.02836978,2.14279755,0.00000000
-5.38169085,5.71862254,2.25678264,2.89168038,1.30600583,0.02887810,2.17083176,0.00000000
-5.37568784,5.75945335,2.31464756,2.91228487,1.30294501,0.02941301,2.19431336,0.00000000
-5.36968484,5.79601508,2.36839320,2.93249323,1.29891715,0.02998315,2.21335300,0.00000000
-5.36368184,5.82961769,2.41775423,2.95316594,1.29455595,0.03059635,2.22810732,0.00000000
-5.35767884,5.86145748,2.46249491,2.97506776,1.29044701,0.03125944,2.23877587,0.00000000
-5.35167584,5.89258073,2.50241279,2.99884250,1.28710448,0.03197811,2.24559906,0.00000000
-5.34567284,5.92385813,2.53734327,3.02499489,1.28495107,0.03275681,2.24885730,0.00000000
-5.33966983,5.95597051,2.56716496,3.05388040,1.28430267,0.03359866,2.24887104,0.00000000
-5.33366683,5.98940608,2.59180551,3.08570313,1.28535800,0.03450547,2.24600158,0.00000000
-5.32766383,6.02446854,2.61124769,3.12052159,1.28819390,0.03547772,2.24065220,0.00000000
-5.32166083,6.06129511,2.62553525,3.15826152,1.29276632,0.03651465,2.23326929,0.00000000
-5.31565783,6.09988245,2.63477819,3.19873500,1.29891692,0.03761429,2.22434282,0.00000000
-5.30965483,6.14011849,2.63915689,3.24166404,1.30638478,0.03877357,2.21440584,0.00000000
-5.30365183,6.18181766,2.63892483,3.28670720,1.31482256,0.03998839,2.20403228,0.00000000
-5.29764882,6.22475667,2.63440918,3.33348732,1.32381623,0.04125373,2.19383284,0.00000000
-5.29164582,6.26870838,2.62600916,3.38161847,1.33290709,0.04256368,2.18444832,0.00000000
-5.28564282,6.31347104,2.61419166,3.43073027,1.34161513,0.04391156,2.17654041,0.00000000
-5.27963982,6.35889088,2.59948408,3.48048804,1.34946226,0.04528985,2.17077969,0.00000000
-5.27363682,6.40487634,2.58246439,3.53060753,1.35599432,0.04669030,2.16783098,0.00000000
-5.26763382,6.45140281,2.56374839,3.58086312,1.36080077,0.04810386,2.16833633,0.00000000
-5.26163082,6.49850764,2.54397465,3.63108927,1.36353108,0.04952063,2.17289610,0.00000000
-5.25562781,6.54627564,2.52378758,3.68117515,1.36390711,0.05092991,2.18204884,0.00000000
-5.24962481,6.59481626,2.50381920,3.73105299,1.36173114,0.05232006,2.19625069,0.00000000
-5.24362181,6.64423409,2.48467036,3.78068114,1.35688918,0.05367857,2.21585531,0.00000000
-5.23761881,6.69459498,2.46689232,3.83002326,1.34934982,0.05499200,2.24109523,0.00000000
-5.23161581,6.74589040,2.45096947,3.87902521,1.33915895,0.05624609,2.27206579,0.00000000
-5.22561281,6.79800282,2.43730399,3.92759160,1.32643084,0.05742583,2.30871238,0.00000000
-5.21960980,6.85067503,2.42620332,3.97556373,1.31133652,0.05851564,2.35082211,0.00000000
-5.21360680,6.90348583,2.41787087,4.02270088,1.29409008,0.05949961,2.39802033,0.00000000
-5.20760380,6.95583444,2.41240058,4.06866642,1.27493417,0.06036179,2.44977265,0.00000000
-5.20160080,7.00693516,2.40977542,4.11302000,1.25412528,0.06108661,2.50539259,0.00000000
-5.19559780,7.05582330,2.40986995,4.15521668,1.23191995,0.06165922,2.56405476,0.00000000
-5.18959480,7.10137237,2.41245661,4.19461330,1.20856249,0.06206603,2.62481333,0.00000000
-5.18359180,7.14232217,2.41721552,4.23048199,1.18427485,0.06229517,2.68662510,0.00000000
-5.17758879,7.17731630,2.42374698,4.26203017,1.15924902,0.06233693,2.74837632,0.00000000
-5.17158579,7.20494718,2.43158622,4.28842601,1.13364223,0.06218428,2.80891228,0.00000000
-5.16558279,7.22380613,2.44021948,4.30882779,1.10757488,0.06183317,2.86706843,0.00000000
-5.15957979,7.23253584,2.44910085,4.32241575,1.08113103,0.06128291,2.92170189,0.00000000
-5.15357679,7.22988234,2.45766897,4.32842442,1.05436127,0.06053635,2.97172200,0.00000000
-5.14757379,7.21474368,2.46536322,4.32617368,1.02728731,0.05959994,3.01611892,0.00000000
-5.14157079,7.18621302,2.47163884,4.31509704,0.99990806,0.05848369,3.05398918,0.00000000
-5.13556778,7.14361391,2.47598063,4.29476544,0.97220644,0.05720100,3.08455740,0.00000000
-5.12956478,7.08652644,2.47791523,4.26490569,0.94415660,0.05576834,3.10719360,0.00000000
-5.12356178,7.01480331,2.47702186,4.22541263,0.91573085,0.05420477,3.12142576,0.00000000
-5.11755878,6.92857565,2.47294164,4.17635473,0.88690618,0.05253145,3.12694750,0.00000000
-5.11155578,6.82824893,2.46538576,4.11797317,0.85766985,0.05077100,3.12362103,0.00000000
-5.10555278,6.71448990,2.45414247,4.05067477,0.82802384,0.04894682,3.11147576,0.00000000
-5.09954977,6.58820584,2.43908329,3.97501956,0.79798820,0.04708240,3.09070278,0.00000000
-5.09354677,6.45051771,2.42016831,3.89170386,0.76760314,0.04520067,3.06164610,0.00000000
-5.08754377,6.30272897,2.39745065,3.80154009,0.73692992,0.04332330,3.02479098,0.00000000
-5.08154077,6.14629168,2.37107984,3.70543433,0.70605070,0.04147022,2.98075006,0.00000000
-5.07553777,5.98277160,2.34130393,3.60436291,0.67506750,0.03965905,2.93024780,0.00000000
-5.06953477,5.81381363,2.30846981,3.49934914,0.64410040,0.03790481,2.87410382,0.00000000
-5.06353177,5.64110860,2.27302126,3.39144092,0.61328525,0.03621964,2.81321533,0.00000000
-5.05752876,5.46636241,2.23549436,3.28169017,0.58277092,0.03461267,2.74853915,0.00000000
-5.05152576,5.29126776,2.19650961,3.17113453,0.55271644,0.03309006,2.68107348,0.00000000
-5.04552276,5.11747890,2.15676046,3.06078177,0.52328809,0.03165513,2.61183950,0.00000000
-5.03951976,4.94658943,2.11699813,2.95159704,0.49465644,0.03030856,2.54186319,0.00000000
-5.03351676,4.78011283,2.07801256,2.84449292,0.46699374,0.02904877,2.47215717,0.00000000
-5.02751376,4.61946587,2.04060985,2.74032241,0.44047139,0.02787225,2.40370314,0.00000000
-5.02151076,4.46595450,2.00558679,2.63987444,0.41525782,0.02677411,2.33743476,0.00000000
-5.01550775,4.32076221,1.97370321,2.54387186,0.39151667,0.02574848,2.27422165,0.00000000
-5.00950475,4.18494100,1.94565326,2.45297155,0.36940545,0.02478902,2.21485463,0.00000000
-5.00350175,4.05940491,1.92203695,2.36776664,0.34907452,0.02388946,2.16003276,0.00000000
-4.99749875,3.94492654,1.90333341,2.28879029,0.33066661,0.02304396,2.11035270,0.00000000
-4.99149575,3.84213669,1.88987732,2.21652123,0.31431671,0.02224756,2.06630093,0.00000000
-4.98549275,3.75152773,1.88183996,2.15139049,0.30015243,0.02149652,2.02824920,0.00000000
-4.97948974,3.67346076,1.87921633,2.09378941,0.28829473,0.02078860,1.99645374,0.00000000
-4.97348674,3.60817681,1.88181932,2.04407850,0.27885895,0.02012320,1.97105854,0.00000000
-4.96748374,3.55581224,1.88928178,2.00259695,0.27195613,0.01950152,1.95210273,0.00000000
-4.96148074,3.51641780,1.90106693,1.96967244,0.26769431,0.01892657,1.93953207,0.00000000
-4.95547774,3.48998110,1.91648692,1.94563074,0.26617988,0.01840308,1.93321423,0.00000000
-4.94947474,3.47645142,1.93472934,1.93080471,0.26751860,0.01793741,1.93295728,0.00000000
-4.94347174,3.47576587,1.95489040,1.92554193,0.27181628,0.01753729,1.93853069,0.00000000
-4.93746873,3.48787541,1.97601371,1.93021054,0.27917870,0.01721156,1.94968785,0.00000000
-4.93146573,3.51276918,1.99713283,1.94520247,0.28971083,0.01696987,1.96618888,0.00000000
-4.92546273,3.55049547,2.01731563,1.97093351,0.30351501,0.01682225,1.98782265,0.00000000
-4.91945973,3.60117760,2.03570839,2.00783964,0.32068811,0.01677875,2.01442667,0.00000000
-4.91345673,3.66502326,2.05157757,2.05636923,0.34131747,0.01684896,2.04590357,0.00000000
-4.90745373,3.74232603,2.06434695,2.11697090,0.36547584,0.01704165,2.08223325,0.00000000
-4.90145073,3.83345818,2.07362863,2.19007694,0.39321529,0.01736429,2.12347967,0.00000000
-4.89544772,3.93885442,2.07924606,2.27608267,0.42456034,0.01782268,2.16979176,0.00000000
-4.88944472,4.05898674,2.08124818,2.37532221,0.45950058,0.01842057,2.22139818,0.00000000
-4.88344172,4.19433103,2.07991380,2.48804156,0.49798321,0.01915935,2.27859592,0.00000000
-4.87743872,4.34532690,2.07574620,2.61437001,0.53990584,0.02003779,2.34173332,0.00000000
-4.87143572,4.51233248,2.06945813,2.75429124,0.58511008,0.02105188,2.41118806,0.00000000
-4.86543272,4.69557641,2.06194792,2.90761565,0.63337637,0.02219466,2.48734143,0.00000000
-4.85942971,4.89510964,2.05426799,3.07395532,0.68442046,0.02345626,2.57054997,0.00000000
-4.85342671,5.11075967,2.04758694,3.25270327,0.73789207,0.02482396,2.66111599,0.00000000
-4.84742371,5.34208981,2.04314719,3.44301839,0.79337585,0.02628229,2.75925853,0.00000000
-4.84142071,5.58836598,2.04221959,3.64381719,0.85039501,0.02781336,2.86508607,0.00000000
-4.83541771,5.84853298,2.04605708,3.85377332,0.90841756,0.02939711,2.97857244,0.00000000
-4.82941471,6.12120181,2.05584884,4.07132538,0.96686513,0.03101178,3.09953704,0.00000000
-4.82341171,6.40464885,2.07267667,4.29469314,1.02512408,0.03263433,3.22763011,0.00000000
-4.81740870,6.69682730,2.09747478,4.52190177,1.08255853,0.03424095,3.36232379,0.00000000
-4.81140570,6.99539021,2.13099408,4.75081339,1.13852480,0.03580765,3.50290905,0.00000000
-4.80540270,7.29772439,2.17377196,4.97916485,1.19238664,0.03731077,3.64849849,0.00000000
-4.79939970,7.60099326,2.22610792,5.20461021,1.24353053,0.03872754,3.79803474,0.00000000
-4.79339670,7.90218705,2.28804560,5.42476631,1.29138041,0.04003661,3.95030381,0.00000000
-4.78739370,8.19817799,2.35936141,5.63725977,1.33541114,0.04121851,4.10395280,0.00000000
-4.78139070,8.48577831,2.43955980,5.83977354,1.37516010,0.04225608,4.25751126,0.00000000
-4.77538769,8.76179896,2.52787529,6.03009153,1.41023646,0.04313480,4.40941531,0.00000000
-4.76938469,9.02310733,2.62328104,6.20613989,1.44032773,0.04384306,4.55803403,0.00000000
-4.76338169,9.26668220,2.72450418,6.36602384,1.46520348,0.04437227,4.70169743,0.00000000
-4.75737869,9.48966522,2.83004751,6.50805934,1.48471613,0.04471703,4.83872559,0.00000000
-4.75137569,9.68940802,2.93821759,6.63079931,1.49879903,0.04487503,4.96745863,0.00000000
-4.74537269,9.86351493,3.04715891,6.73305419,1.50746219,0.04484698,5.08628737,0.00000000
-4.73936968,10.00988139,3.15489387,6.81390739,1.51078593,0.04463646,5.19368445,0.00000000
-4.73336668,10.12672843,3.25936786,6.87272580,1.50891319,0.04424967,5.28823576,0.00000000
-4.72736368,10.21263356,3.35849882,6.90916632,1.50204086,0.04369517,5.36867199,0.00000000
-4.72136068,10.26655861,3.45023026,6.92317872,1.49041089,0.04298360,5.43389998,0.00000000
-4.71535768,10.28787454,3.53258633,6.91500572,1.47430150,0.04212733,5.48303327,0.00000000
-4.70935468,10.27638320,3.60372752,6.88518040,1.45401917,0.04114020,5.51542123,0.00000000
-4.70335168,10.23233546,3.66200515,6.83452143,1.42989152,0.04003718,5.53067572,0.00000000
-4.69734867,10.15644503,3.70601266,6.76412581,1.40226147,0.03883414,5.52869420,0.00000000
-4.69134567,10.04989648,3.73463173,6.67535902,1.37148261,0.03754756,5.50967802,0.00000000
-4.68534267,9.91434631,3.74707117,6.56984198,1.33791588,0.03619437,5.47414449,0.00000000
-4.67933967,9.75191519,3.74289669,6.44943412,1.30192717,0.03479170,5.42293143,0.00000000
-4.67333667,9.56517015,3.72205008,6.31621207,1.26388585,0.03335681,5.35719309,0.00000000
-4.66733367,9.35709506,3.68485634,6.17244301,1.22416367,0.03190687,5.27838642,0.00000000
-4.66133067,9.13104879,3.63201831,6.02055249,1.18313384,0.03045891,5.18824724,0.00000000
-4.65532766,8.89071053,3.56459845,5.86308639,1.14116991,0.02902969,5.08875624,0.00000000
-4.64932466,8.64001265,3.48398819,5.70266713,1.09864420,0.02763559,4.98209517,0.00000000
-4.64332166,8.38306220,3.39186604,5.54194474,1.05592553,0.02629251,4.87059434,0.00000000
-4.63731866,8.12405289,3.29014588,5.38354380,1.01337618,0.02501578,4.75667282,0.00000000
-4.63131566,7.86717003,3.18091751,5.23000758,0.97134803,0.02381997,4.64277348,0.00000000
-4.62531266,7.61649166,3.06638202,5.08374111,0.93017803,0.02271882,4.53129511,0.00000000
-4.61930965,7.37588939,2.94878452,4.94695525,0.89018303,0.02172500,4.42452443,0.00000000
-4.61330665,7.14893265,2.83034701,4.82161392,0.85165441,0.02085004,4.32457056,0.00000000
-4.60730365,6.93880019,2.71320408,4.70938649,0.81485257,0.02010409,4.23330481,0.00000000
-4.60130065,6.74820229,2.59934398,4.61160755,0.78000187,0.01949574,4.15230816,0.00000000
-4.59529765,6.57931676,2.49055700,4.52924569,0.74728601,0.01903189,4.08282859,0.00000000
-4.58929465,6.43374110,2.38839304,4.46288263,0.71684439,0.01871758,4.02574996,0.00000000
-4.58329165,6.31246248,2.29412942,4.41270371,0.68876953,0.01855582,3.98157344,0.00000000
-4.57728864,6.21584635,2.20874957,4.37849998,0.66310581,0.01854749,3.95041207,0.00000000
-4.57128564,6.14364359,2.13293275,4.35968178,0.63984942,0.01869126,3.93199815,0.00000000
-4.56528264,6.09501533,2.06705427,4.35530309,0.61894982,0.01898350,3.92570290,0.00000000
-4.55927964,6.06857382,2.01119554,4.36409548,0.60031235,0.01941831,3.93056691,0.00000000
-4.55327664,6.06243716,1.96516261,4.38451007,0.58380211,0.01998747,3.94533995,0.00000000
-4.54727364,6.07429535,1.92851185,4.41476578,0.56924868,0.02068058,3.96852793,0.00000000
-4.54127064,6.10148468,1.90058120,4.45290188,0.55645172,0.02148513,3.99844506,0.00000000
-4.53526763,6.14106780,1.88052534,4.49683276,0.54518708,0.02238666,4.03326887,0.00000000
-4.52926463,6.18991642,1.86735336,4.54440318,0.53521318,0.02336892,4.07109613,0.00000000
-4.52326163,6.24479436,1.85996733,4.59344218,0.52627758,0.02441420,4.10999771,0.00000000
-4.51725863,6.30243846,1.85720062,4.64181415,0.51812337,0.02550352,4.14807070,0.00000000
-4.51125563,6.35963585,1.85785505,4.68746604,0.51049542,0.02661700,4.18348660,0.00000000
-4.50525263,6.41329583,1.86073579,4.72846972,0.50314622,0.02773422,4.21453453,0.00000000
-4.49924962,6.46051558,1.86468367,4.76305897,0.49584127,0.02883455,4.23965875,0.00000000
-4.49324662,6.49863895,1.86860440,4.78966094,0.48836401,0.02989762,4.25749040,0.00000000
-4.48724362,6.52530775,1.87149440,4.80692185,0.48052008,0.03090369,4.26687309,0.00000000
-4.48124062,6.53850563,1.87246323,4.81372724,0.47214117,0.03183409,4.26688271,0.00000000
-4.47523762,6.53659411,1.87075251,4.80921679,0.46308809,0.03267162,4.25684165,0.00000000
-4.46923462,6.51834102,1.86575137,4.79279424,0.45325334,0.03340092,4.23632771,0.00000000
-4.46323162,6.48294105,1.85700845,4.76413245,0.44256300,0.03400887,4.20517825,0.00000000
-4.45722861,6.43002862,1.84424052,4.72317402,0.43097795,0.03448484,4.16348973,0.00000000
-4.45122561,6.35968281,1.82733783,4.67012756,0.41849446,0.03482100,4.11161320,0.00000000
-4.44522261,6.27242441,1.80636601,4.60545984,0.40514400,0.03501247,4.05014584,0.00000000
-4.43921961,6.16920505,1.78156489,4.52988395,0.39099239,0.03505743,3.97991890,0.00000000
-4.43321661,6.05138841,1.75334397,4.44434354,0.37613819,0.03495720,3.90198217,0.00000000
-4.42721361,5.92072369,1.72227495,4.34999318,0.36071035,0.03471616,3.81758523,0.00000000
-4.42121061,5.77931172,1.68908114,4.24817526,0.34486522,0.03434161,3.72815563,0.00000000
-4.41520760,5.62956414,1.65462416,4.14039336,0.32878281,0.03384365,3.63527431,0.00000000
-4.40920460,5.47415636,1.61988805,4.02828271,0.31266254,0.03323484,3.54064845,0.00000000
-4.40320160,5.31597518,1.58596107,3.91357792,0.29671844,0.03252990,3.44608216,0.00000000
-4.39719860,5.15806221,1.55401552,3.79807878,0.28117404,0.03174537,3.35344533,0.00000000
-4.39119560,5.00355408,1.52528591,3.68361456,0.26625693,0.03089918,3.26464131,0.00000000
-4.38519260,4.85562082,1.50104580,3.57200768,0.25219327,0.03001022,3.18157359,0.00000000
-4.37918959,4.71740376,1.48258378,3.46503744,0.23920233,0.02909794,3.10611231,0.00000000
-4.37318659,4.59195396,1.47117865,3.36440465,0.22749114,0.02818186,3.04006096,0.00000000
-4.36718359,4.48217261,1.46807444,3.27169794,0.21724962,0.02728123,2.98512390,0.00000000
-4.36118059,4.39075423,1.47445522,3.18836246,0.20864595,0.02641455,2.94287506,0.00000000
-4.35517759,4.32013382,1.49142013,3.11567175,0.20182267,0.02559927,2.91472845,0.00000000
-4.34917459,4.27243850,1.51995876,3.05470322,0.19689326,0.02485141,2.90191069,0.00000000
-4.34317159,4.24944448,1.56092713,3.00631791,0.19393952,0.02418530,2.90543615,0.00000000
-4.33716858,4.25253982,1.61502449,2.97114479,0.19300960,0.02361331,2.92608484,0.00000000
-4.33116558,4.28269332,1.68277121,2.94956988,0.19411683,0.02314565,2.96438346,0.00000000
-4.32516258,4.34043009,1.76448813,2.94173044,0.19723932,0.02279020,3.02058989,0.00000000
-4.31915958,4.42581401,1.86027779,2.94751408,0.20232018,0.02255239,3.09468137,0.00000000
-4.31315658,4.53843733,1.97000808,2.96656290,0.20926861,0.02243515,3.18634673,0.00000000
-4.30715358,4.67741796,2.09329888,2.99828241,0.21796158,0.02243885,3.29498286,0.00000000
