energy_ev,total_up,Al_p_up,Al_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.84992496,1.57555336,0.05794711,0.00000000,0.01528791,0.96734596,0.41645671,0.57280717
-5.84392196,1.47674769,0.05531969,0.00000000,0.01436175,0.90935892,0.38421838,0.53776342
-5.83791896,1.38354318,0.05284780,0.00000000,0.01347728,0.85451253,0.35440323,0.50423027
-5.83191596,1.29657510,0.05054242,0.00000000,0.01264184,0.80321794,0.32718662,0.47248468
-5.82591296,1.21627012,0.04840765,0.00000000,0.01186135,0.75576559,0.30268140,0.44273484
-5.81990995,1.14286444,0.04644143,0.00000000,0.01114040,0.71233507,0.28094528,0.41512409
-5.81390695,1.07642787,0.04463657,0.00000000,0.01048226,0.67300879,0.26198970,0.38973720
-5.80790395,1.01689223,0.04298182,0.00000000,0.00988910,0.63778825,0.24578925,0.36660841
-5.80190095,0.96408219,0.04146313,0.00000000,0.00936208,0.60661193,0.23229134,0.34573076
-5.79589795,0.91774677,0.04006483,0.00000000,0.00890150,0.57937370,0.22142545,0.32706599
-5.78989495,0.87758986,0.03877084,0.00000000,0.00850699,0.55594063,0.21311165,0.31055446
-5.78389195,0.84329815,0.03756576,0.00000000,0.00817761,0.53616938,0.20726789,0.29612469
-5.77788894,0.81456527,0.03643580,0.00000000,0.00791201,0.51992022,0.20381580,0.28370174
-5.77188594,0.79111112,0.03536951,0.00000000,0.00770849,0.50706817,0.20268487,0.27321435
-5.76588294,0.77269574,0.03435830,0.00000000,0.00756508,0.49751074,0.20381488,0.26460033
-5.75987994,0.75912748,0.03339680,0.00000000,0.00747957,0.49117219,0.20715656,0.25781016
-5.75387694,0.75026546,0.03248290,0.00000000,0.00744952,0.48800417,0.21267068,0.25280863
-5.74787394,0.74601671,0.03161761,0.00000000,0.00747221,0.48798310,0.22032568,0.24957465
-5.74187094,0.74632858,0.03080479,0.00000000,0.00754463,0.49110460,0.23009418,0.24809933
-5.73586793,0.75117738,0.03005063,0.00000000,0.00766340,0.49737551,0.24194864,0.24838265
-5.72986493,0.76055419,0.02936306,0.00000000,0.00782470,0.50680421,0.25585650,0.25042888
-5.72386193,0.77444901,0.02875110,0.00000000,0.00802425,0.51939004,0.27177533,0.25424132
-5.71785893,0.79283452,0.02822414,0.00000000,0.00825725,0.53511241,0.28964806,0.25981656
-5.71185593,0.81565047,0.02779125,0.00000000,0.00851835,0.55392059,0.30939903,0.26713881
-5.70585293,0.84278979,0.02746052,0.00000000,0.00880171,0.57572471,0.33093078,0.27617457
-5.69984992,0.87408750,0.02723850,0.00000000,0.00910102,0.60038868,0.35412209,0.28686815
-5.69384692,0.90931287,0.02712975,0.00000000,0.00940961,0.62772559,0.37882739,0.29913813
-5.68784392,0.94816566,0.02713646,0.00000000,0.00972056,0.65749579,0.40487760,0.31287522
-5.68184092,0.99027653,0.02725831,0.00000000,0.01002690,0.68940801,0.43208245,0.32794153
-5.67583792,1.03521176,0.02749237,0.00000000,0.01032178,0.72312352,0.46023430,0.34417146
-5.66983492,1.08248202,0.02783319,0.00000000,0.01059870,0.75826314,0.48911328,0.36137408
-5.66383192,1.13155495,0.02827298,0.00000000,0.01085173,0.79441694,0.51849349,0.37933704
-5.65782891,1.18187072,0.02880198,0.00000000,0.01107576,0.83115606,0.54815012,0.39783187
-5.65182591,1.23286010,0.02940882,0.00000000,0.01126669,0.86804630,0.57786709,0.41662025
-5.64582291,1.28396381,0.03008100,0.00000000,0.01142164,0.90466261,0.60744488,0.43546133
-5.63981991,1.33465262,0.03080542,0.00000000,0.01153909,0.94060406,0.63670815,0.45411934
-5.63381691,1.38444677,0.03156888,0.00000000,0.01161903,0.97550835,0.66551276,0.47237159
-5.62781391,1.43293407,0.03235866,0.00000000,0.01166295,1.00906520,0.69375191,0.49001606
-5.62181091,1.47978554,0.03316297,0.00000000,0.01167393,1.04102804,0.72136083,0.50687861
-5.61580790,1.52476782,0.03397139,0.00000000,0.01165651,1.07122317,0.74831994,0.52281913
-5.60980490,1.56775170,0.03477528,0.00000000,0.01161658,1.09955615,0.77465606,0.53773654
-5.60380190,1.60871605,0.03556800,0.00000000,0.01156125,1.12601475,0.80044158,0.55157225
-5.59779890,1.64774698,0.03634512,0.00000000,0.01149854,1.15066839,0.82579146,0.56431189
-5.59179590,1.68503202,0.03710450,0.00000000,0.01143718,1.17366396,0.85085809,0.57598524
-5.58579290,1.72084939,0.03784621,0.00000000,0.01138629,1.19521797,0.87582407,0.58666414
-5.57978989,1.75555269,0.03857237,0.00000000,0.01135501,1.21560553,0.90089320,0.59645865
-5.57378689,1.78955169,0.03928692,0.00000000,0.01135221,1.23514628,0.92628001,0.60551132
-5.56778389,1.82328980,0.03999523,0.00000000,0.01138618,1.25418817,0.95219823,0.61398994
-5.56178089,1.85721937,0.04070368,0.00000000,0.01146427,1.27308952,0.97884866,0.62207899
-5.55577789,1.89177592,0.04141915,0.00000000,0.01159265,1.29220038,1.00640723,0.62997015
-5.54977489,1.92735245,0.04214852,0.00000000,0.01177610,1.31184400,1.03501367,0.63785234
-5.54377189,1.96427524,0.04289812,0.00000000,0.01201780,1.33229926,1.06476150,0.64590165
-5.53776888,2.00278230,0.04367324,0.00000000,0.01231924,1.35378506,1.09568996,0.65427174
-5.53176588,2.04300580,0.04447768,0.00000000,0.01268019,1.37644747,1.12777840,0.66308505
-5.52576288,2.08495930,0.04531335,0.00000000,0.01309869,1.40035022,1.16094348,0.67242548
-5.51975988,2.12853070,0.04618008,0.00000000,0.01357119,1.42546921,1.19503955,0.68233269
-5.51375688,2.17348148,0.04707540,0.00000000,0.01409267,1.45169124,1.22986220,0.69279849
-5.50775388,2.21945209,0.04799454,0.00000000,0.01465687,1.47881722,1.26515491,0.70376551
-5.50175088,2.26597369,0.04893058,0.00000000,0.01525654,1.50656945,1.30061855,0.71512820
-5.49574787,2.31248538,0.04987466,0.00000000,0.01588373,1.53460297,1.33592313,0.72673620
-5.48974487,2.35835612,0.05081633,0.00000000,0.01653010,1.56251993,1.37072112,0.73839995
-5.48374187,2.40291016,0.05174401,0.00000000,0.01718720,1.58988659,1.40466169,0.74989816
-5.47773887,2.44545458,0.05264545,0.00000000,0.01784679,1.61625168,1.43740474,0.76098694
-5.47173587,2.48530728,0.05350829,0.00000000,0.01850106,1.64116531,1.46863403,0.77141006
-5.46573287,2.52182393,0.05432050,0.00000000,0.01914285,1.66419728,1.49806838,0.78090970
-5.45972986,2.55442235,0.05507090,0.00000000,0.01976581,1.68495380,1.52547035,0.78923747
-5.45372686,2.58260293,0.05574951,0.00000000,0.02036445,1.70309180,1.55065158,0.79616477
-5.44772386,2.60596417,0.05634781,0.00000000,0.02093421,1.71833009,1.57347477,0.80149237
-5.44172086,2.62421244,0.05685892,0.00000000,0.02147136,1.73045691,1.59385197,0.80505847
-5.43571786,2.63716595,0.05727763,0.00000000,0.02197291,1.73933368,1.61173937,0.80674516
-5.42971486,2.64475279,0.05760026,0.00000000,0.02243647,1.74489505,1.62712932,0.80648290
-5.42371186,2.64700378,0.05782452,0.00000000,0.02286003,1.74714550,1.64003993,0.80425295
-5.41770885,2.64404102,0.05794921,0.00000000,0.02324176,1.74615305,1.65050341,0.80008789
-5.41170585,2.63606322,0.05797384,0.00000000,0.02357979,1.74204096,1.65855416,0.79407012
-5.40570285,2.62332940,0.05789832,0.00000000,0.02387206,1.73497796,1.66421750,0.78632890
-5.39969985,2.60614219,0.05772260,0.00000000,0.02411608,1.72516828,1.66750031,0.77703586
-5.39369685,2.58483232,0.05744643,0.00000000,0.02430892,1.71284192,1.66838433,0.76639970
-5.38769385,2.55974543,0.05706910,0.00000000,0.02444711,1.69824624,1.66682280,0.75466004
-5.38169085,2.53123213,0.05658946,0.00000000,0.02452670,1.68163920,1.66274104,0.74208112
-5.37568784,2.49964202,0.05600588,0.00000000,0.02454333,1.66328471,1.65604089,0.72894535
-5.36968484,2.46532177,0.05531651,0.00000000,0.02449246,1.64345015,1.64660889,0.71554716
-5.36368184,2.42861717,0.05451956,0.00000000,0.02436952,1.62240601,1.63432778,0.70218711
-5.35767884,2.38987844,0.05361373,0.00000000,0.02417024,1.60042705,1.61909030,0.68916650
-5.35167584,2.34946808,0.05259873,0.00000000,0.02389091,1.57779480,1.60081457,0.67678239
-5.34567284,2.30776997,0.05147580,0.00000000,0.02352872,1.55480038,1.57945969,0.66532303
-5.33966983,2.26519855,0.05024832,0.00000000,0.02308201,1.53174714,1.55504045,0.65506358
-5.33366683,2.22220686,0.04892229,0.00000000,0.02255055,1.50895230,1.52764009,0.64626200
-5.32766383,2.17929206,0.04750684,0.00000000,0.02193576,1.48674703,1.49741995,0.63915511
-5.32166083,2.13699780,0.04601450,0.00000000,0.02124080,1.46547450,1.46462534,0.63395457
-5.31565783,2.09591243,0.04446147,0.00000000,0.02047068,1.44548562,1.42958707,0.63084295
-5.30965483,2.05666289,0.04286763,0.00000000,0.01963222,1.42713245,1.39271840,0.62996976
-5.30365183,2.01990429,0.04125641,0.00000000,0.01873396,1.41075947,1.35450747,0.63144769
-5.29764882,1.98630555,0.03965448,0.00000000,0.01778597,1.39669323,1.31550574,0.63534899
-5.29164582,1.95653170,0.03809123,0.00000000,0.01679962,1.38523082,1.27631294,0.64170244
-5.28564282,1.93122392,0.03659820,0.00000000,0.01578728,1.37662805,1.23755942,0.65049092
-5.27963982,1.91097840,0.03520820,0.00000000,0.01476198,1.37108812,1.19988704,0.66164996
-5.27363682,1.89632515,0.03395451,0.00000000,0.01373709,1.36875155,1.16392944,0.67506730
-5.26763382,1.88770795,0.03286987,0.00000000,0.01272595,1.36968813,1.13029289,0.69058391
-5.26163082,1.88546663,0.03198547,0.00000000,0.01174152,1.37389151,1.09953856,0.70799617
-5.25562781,1.88982246,0.03132995,0.00000000,0.01079610,1.38127688,1.07216719,0.72705969
-5.24962481,1.90086731,0.03092844,0.00000000,0.00990108,1.39168190,1.04860647,0.74749434
-5.24362181,1.91855718,0.03080159,0.00000000,0.00906668,1.40487090,1.02920184,0.76899051
-5.23761881,1.94271010,0.03096479,0.00000000,0.00830187,1.42054218,1.01421071,0.79121643
-5.23161581,1.97300840,0.03142741,0.00000000,0.00761425,1.43833791,1.00380003,0.81382613
-5.22561281,2.00900514,0.03219232,0.00000000,0.00700999,1.45785612,0.99804716,0.83646780
-5.21960980,2.05013408,0.03325539,0.00000000,0.00649390,1.47866408,0.99694350,0.85879220
-5.21360680,2.09572295,0.03460539,0.00000000,0.00606947,1.50031237,1.00040050,0.88046077
-5.20760380,2.14500906,0.03622389,0.00000000,0.00573896,1.52234893,1.00825741,0.90115309
-5.20160080,2.19715692,0.03808551,0.00000000,0.00550355,1.54433234,1.02029039,0.92057350
-5.19559780,2.25127714,0.04015830,0.00000000,0.00536345,1.56584388,1.03622232,0.93845666
-5.18959480,2.30644608,0.04240439,0.00000000,0.00531805,1.58649791,1.05573282,0.95457186
-5.18359180,2.36172575,0.04478075,0.00000000,0.00536607,1.60595014,1.07846819,0.96872612
-5.17758879,2.41618358,0.04724022,0.00000000,0.00550562,1.62390383,1.10405086,0.98076608
-5.17158579,2.46891168,0.04973266,0.00000000,0.00573434,1.64011375,1.13208815,0.99057866
-5.16558279,2.51904514,0.05220624,0.00000000,0.00604943,1.65438808,1.16218024,0.99809079
-5.15957979,2.56577922,0.05460881,0.00000000,0.00644768,1.66658838,1.19392713,1.00326819
-5.15357679,2.60838504,0.05688931,0.00000000,0.00692547,1.67662803,1.22693475,1.00611349
-5.14757379,2.64622345,0.05899923,0.00000000,0.00747874,1.68446921,1.26082014,1.00666377
-5.14157079,2.67875687,0.06089398,0.00000000,0.00810293,1.69011902,1.29521576,1.00498781
-5.13556778,2.70555872,0.06253412,0.00000000,0.00879290,1.69362475,1.32977298,1.00118299
-5.12956478,2.72632024,0.06388656,0.00000000,0.00954288,1.69506888,1.36416490,0.99537209
-5.12356178,2.74085453,0.06492545,0.00000000,0.01034632,1.69456371,1.39808855,0.98770011
-5.11755878,2.74909752,0.06563287,0.00000000,0.01119591,1.69224620,1.43126644,0.97833095
-5.11155578,2.75110597,0.06599930,0.00000000,0.01208343,1.68827285,1.46344770,0.96744428
-5.10555278,2.74705244,0.06602375,0.00000000,0.01299982,1.68281497,1.49440875,0.95523241
-5.09954977,2.73721744,0.06571366,0.00000000,0.01393513,1.67605428,1.52395361,0.94189721
-5.09354677,2.72197890,0.06508446,0.00000000,0.01487861,1.66817897,1.55191382,0.92764725
-5.08754377,2.70179956,0.06415891,0.00000000,0.01581880,1.65938029,1.57814816,0.91269495
-5.08154077,2.67721249,0.06296618,0.00000000,0.01674369,1.64984951,1.60254195,0.89725391
-5.07553777,2.64880540,0.06154078,0.00000000,0.01764090,1.63977544,1.62500616,0.88153648
-5.06953477,2.61720422,0.05992125,0.00000000,0.01849792,1.62934232,1.64547619,0.86575134
-5.06353177,2.58305652,0.05814887,0.00000000,0.01930240,1.61872807,1.66391033,0.85010151
-5.05752876,2.54701533,0.05626619,0.00000000,0.02004238,1.60810290,1.68028783,0.83478236
-5.05152576,2.50972367,0.05431572,0.00000000,0.02070665,1.59762807,1.69460666,0.81998001
-5.04552276,2.47180036,0.05233851,0.00000000,0.02128499,1.58745480,1.70688074,0.80586985
-5.03951976,2.43382734,0.05037301,0.00000000,0.02176848,1.57772326,1.71713683,0.79261529
-5.03351676,2.39633865,0.04845394,0.00000000,0.02214971,1.56856146,1.72541098,0.78036667
-5.02751376,2.35981135,0.04661141,0.00000000,0.02242299,1.56008411,1.73174461,0.76926030
-5.02151076,2.32465832,0.04487025,0.00000000,0.02258452,1.55239133,1.73618044,0.75941759
-5.01550775,2.29122300,0.04324951,0.00000000,0.02263243,1.54556721,1.73875820,0.75094425
-5.00950475,2.25977606,0.04176228,0.00000000,0.02256685,1.53967827,1.73951063,0.74392947
-5.00350175,2.23051388,0.04041561,0.00000000,0.02238983,1.53477190,1.73845970,0.73844508
-4.99749875,2.20355871,0.03921076,0.00000000,0.02210527,1.53087481,1.73561359,0.73454473
-4.99149575,2.17896057,0.03814360,0.00000000,0.02171875,1.52799163,1.73096446,0.73226297
-4.98549275,2.15670059,0.03720520,0.00000000,0.02123735,1.52610379,1.72448746,0.73161434
-4.97948974,2.13669569,0.03638255,0.00000000,0.02066936,1.52516872,1.71614103,0.73259246
-4.97348674,2.11880456,0.03565941,0.00000000,0.02002410,1.52511963,1.70586868,0.73516910
-4.96748374,2.10283464,0.03501725,0.00000000,0.01931160,1.52586567,1.69360231,0.73929342
-4.96148074,2.08854998,0.03443622,0.00000000,0.01854233,1.52729287,1.67926693,0.74489124
-4.95547774,2.07567974,0.03389612,0.00000000,0.01772697,1.52926554,1.66278671,0.75186460
-4.94947474,2.06392711,0.03337738,0.00000000,0.01687616,1.53162829,1.64409199,0.76009151
-4.94347174,2.05297835,0.03286193,0.00000000,0.01600029,1.53420861,1.62312693,0.76942612
-4.93746873,2.04251183,0.03233401,0.00000000,0.01510936,1.53681983,1.59985742,0.77969923
-4.93146573,2.03220670,0.03178086,0.00000000,0.01421277,1.53926453,1.57427865,0.79071931
-4.92546273,2.02175106,0.03119324,0.00000000,0.01331931,1.54133810,1.54642200,0.80227412
-4.91945973,2.01084939,0.03056589,0.00000000,0.01243700,1.54283257,1.51636072,0.81413283
-4.91345673,1.99922919,0.02989768,0.00000000,0.01157310,1.54354047,1.48421412,0.82604890
-4.90745373,1.98664666,0.02919173,0.00000000,0.01073409,1.54325878,1.45014975,0.83776357
-4.90145073,1.97289137,0.02845532,0.00000000,0.00992566,1.54179274,1.41438368,0.84901004
-4.89544772,1.95778996,0.02769961,0.00000000,0.00915270,1.53895972,1.37717858,0.85951821
-4.88944472,1.94120886,0.02693929,0.00000000,0.00841938,1.53459283,1.33883970,0.86902004
-4.88344172,1.92305599,0.02619208,0.00000000,0.00772914,1.52854440,1.29970889,0.87725524
-4.87743872,1.90328153,0.02547811,0.00000000,0.00708471,1.52068920,1.26015704,0.88397725
-4.87143572,1.88187788,0.02481923,0.00000000,0.00648817,1.51092728,1.22057499,0.88895925
-4.86543272,1.85887848,0.02423829,0.00000000,0.00594093,1.49918637,1.18136356,0.89199987
-4.85942971,1.83435591,0.02375838,0.00000000,0.00544379,1.48542370,1.14292296,0.89292863
-4.85342671,1.80841889,0.02340202,0.00000000,0.00499695,1.46962711,1.10564195,0.89161046
-4.84742371,1.78120839,0.02319042,0.00000000,0.00460001,1.45181531,1.06988729,0.88794940
-4.84142071,1.75289263,0.02314272,0.00000000,0.00425199,1.43203725,1.03599370,0.88189110
-4.83541771,1.72366129,0.02327532,0.00000000,0.00395137,1.41037049,1.00425473,0.87342396
-4.82941471,1.69371868,0.02360125,0.00000000,0.00369612,1.38691854,0.97491483,0.86257897
-4.82341171,1.66327627,0.02412960,0.00000000,0.00348369,1.36180733,0.94816281,0.84942800
-4.81740870,1.63254473,0.02486510,0.00000000,0.00331110,1.33518087,0.92412692,0.83408088
-4.81140570,1.60172574,0.02580777,0.00000000,0.00317498,1.30719632,0.90287175,0.81668123
-4.80540270,1.57100407,0.02695265,0.00000000,0.00307159,1.27801880,0.88439697,0.79740136
-4.79939970,1.54054025,0.02828977,0.00000000,0.00299695,1.24781620,0.86863808,0.77643651
-4.79339670,1.51046444,0.02980414,0.00000000,0.00294687,1.21675440,0.85546926,0.75399878
-4.78739370,1.48087189,0.03147595,0.00000000,0.00291706,1.18499328,0.84470819,0.73031108
-4.78139070,1.45182045,0.03328091,0.00000000,0.00290319,1.15268378,0.83612299,0.70560143
-4.77538769,1.42333056,0.03519075,0.00000000,0.00290098,1.11996638,0.82944101,0.68009792
-4.76938469,1.39538786,0.03717383,0.00000000,0.00290632,1.08697112,0.82435953,0.65402469
-4.76338169,1.36794864,0.03919600,0.00000000,0.00291530,1.05381936,0.82055797,0.62759889
-4.75737869,1.34094803,0.04122143,0.00000000,0.00292433,1.02062712,0.81771142,0.60102896
-4.75137569,1.31431065,0.04321370,0.00000000,0.00293017,0.98750994,0.81550512,0.57451407
-4.74537269,1.28796332,0.04513688,0.00000000,0.00293001,0.95458904,0.81364936,0.54824472
-4.73936968,1.26184930,0.04695669,0.00000000,0.00292150,0.92199821,0.81189445,0.52240430
-4.73336668,1.23594319,0.04864165,0.00000000,0.00290277,0.88989122,0.81004491,0.49717137
-4.72736368,1.21026578,0.05016425,0.00000000,0.00287247,0.85844897,0.80797257,0.47272245
-4.72136068,1.18489780,0.05150191,0.00000000,0.00282974,0.82788605,0.80562771,0.44923489
-4.71535768,1.15999175,0.05263795,0.00000000,0.00277422,0.79845596,0.80304768,0.42688952
-4.70935468,1.13578090,0.05356231,0.00000000,0.00270599,0.77045456,0.80036248,0.40587289
-4.70335168,1.11258450,0.05427203,0.00000000,0.00262557,0.74422125,0.79779667,0.38637855
-4.69734867,1.09080880,0.05477152,0.00000000,0.00253385,0.72013757,0.79566729,0.36860742
-4.69134567,1.07094315,0.05507253,0.00000000,0.00243202,0.69862286,0.79437744,0.35276685
-4.68534267,1.05355102,0.05519381,0.00000000,0.00232156,0.68012696,0.79440547,0.33906831
-4.67933967,1.03925592,0.05516051,0.00000000,0.00220411,0.66511988,0.79628981,0.32772381
-4.67333667,1.02872243,0.05500331,0.00000000,0.00208145,0.65407867,0.80060974,0.31894083
-4.66733367,1.02263282,0.05475719,0.00000000,0.00195544,0.64747188,0.80796257,0.31291618
-4.66133067,1.02166004,0.05446017,0.00000000,0.00182792,0.64574185,0.81893785,0.30982878
-4.65532766,1.02643814,0.05415174,0.00000000,0.00170071,0.64928579,0.83408969,0.30983174
-4.64932466,1.03753110,0.05387127,0.00000000,0.00157554,0.65843600,0.85390790,0.31304400
-4.64332166,1.05540171,0.05365641,0.00000000,0.00145401,0.67344039,0.87878955,0.31954199
-4.63731866,1.08038166,0.05354151,0.00000000,0.00133756,0.69444394,0.90901179,0.32935170
-4.63131566,1.11264458,0.05355620,0.00000000,0.00122745,0.72147212,0.94470763,0.34244158
-4.62531266,1.15218330,0.05372414,0.00000000,0.00112477,0.75441725,0.98584566,0.35871665
-4.61930965,1.19879283,0.05406206,0.00000000,0.00103040,0.79302849,1.03221508,0.37801441
-4.61330665,1.25206006,0.05457908,0.00000000,0.00094502,0.83690636,1.08341700,0.40010268
-4.60730365,1.31136134,0.05527645,0.00000000,0.00086916,0.88550234,1.13886283,0.42467990
-4.60130065,1.37586826,0.05614751,0.00000000,0.00080314,0.93812409,1.19778035,0.45137791
-4.59529765,1.44456219,0.05717816,0.00000000,0.00074716,0.99394625,1.25922753,0.47976744
-4.58929465,1.51625713,0.05834758,0.00000000,0.00070127,1.05202709,1.32211407,0.50936632
-4.58329165,1.58963049,0.05962931,0.00000000,0.00066539,1.11133047,1.38523003,0.53965014
-4.57728864,1.66326071,0.06099251,0.00000000,0.00063938,1.17075259,1.44728070,0.57006522
-4.57128564,1.73567049,0.06240350,0.00000000,0.00062299,1.22915263,1.50692645,0.60004344
-4.56528264,1.80537383,0.06382732,0.00000000,0.00061594,1.28538633,1.56282590,0.62901838
-4.55927964,1.87092491,0.06522939,0.00000000,0.00061787,1.33834097,1.61368087,0.65644226
-4.55327664,1.93096703,0.06657708,0.00000000,0.00062842,1.38697060,1.65828094,0.68180291
-4.54727364,1.98427909,0.06784116,0.00000000,0.00064719,1.43032988,1.69554589,0.70464006
-4.54127064,2.02981787,0.06899704,0.00000000,0.00067376,1.46760513,1.72456395,0.72456042
-4.53526763,2.06675416,0.07002579,0.00000000,0.00070770,1.49814121,1.74462439,0.74125057
-4.52926463,2.09450108,0.07091485,0.00000000,0.00074858,1.52146306,1.75524267,0.75448741
-4.52326163,2.11273353,0.07165840,0.00000000,0.00079594,1.53729094,1.75617740,0.76414547
-4.51725863,2.12139786,0.07225742,0.00000000,0.00084933,1.54554871,1.74743815,0.77020091
-4.51125563,2.12071158,0.07271944,0.00000000,0.00090827,1.54636487,1.72928397,0.77273185
-4.50525263,2.11115326,0.07305800,0.00000000,0.00097231,1.54006635,1.70221281,0.77191526
-4.49924962,2.09344316,0.07329181,0.00000000,0.00104098,1.52716530,1.66694240,0.76802034
-4.49324662,2.06851583,0.07344384,0.00000000,0.00111380,1.50833981,1.62438364,0.76139882
-4.48724362,2.03748576,0.07354009,0.00000000,0.00119034,1.48440920,1.57560788,0.75247265
-4.48124062,2.00160802,0.07360844,0.00000000,0.00127017,1.45630515,1.52180950,0.74171942
-4.47523762,1.96223530,0.07367737,0.00000000,0.00135289,1.42503993,1.46426562,0.72965640
-4.46923462,1.92077332,0.07377474,0.00000000,0.00143816,1.39167299,1.40429456,0.71682351
-4.46323162,1.87863629,0.07392669,0.00000000,0.00152570,1.35727723,1.34321489,0.70376617
-4.45722861,1.83720378,0.07415660,0.00000000,0.00161527,1.32290609,1.28230636,0.69101831
-4.45122561,1.79778066,0.07448419,0.00000000,0.00170672,1.28956274,1.22277435,0.67908642
-4.44522261,1.76156093,0.07492486,0.00000000,0.00179997,1.25817195,1.16571857,0.66843472
-4.43921961,1.72959630,0.07548910,0.00000000,0.00189500,1.22955566,1.11210717,0.65947219
-4.43321661,1.70277026,0.07618212,0.00000000,0.00199185,1.20441253,1.06275641,0.65254146
-4.42721361,1.68177772,0.07700368,0.00000000,0.00209062,1.18330191,1.01831635,0.64790996
-4.42121061,1.66711037,0.07794798,0.00000000,0.00219141,1.16663227,0.97926241,0.64576323
-4.41520760,1.65904788,0.07900382,0.00000000,0.00229435,1.15465418,0.94589255,0.64620067
-4.40920460,1.65765454,0.08015474,0.00000000,0.00239950,1.14745761,0.91832971,0.64923360
-4.40320160,1.66278118,0.08137942,0.00000000,0.00250689,1.14497343,0.89652886,0.65478552
-4.39719860,1.67407220,0.08265211,0.00000000,0.00261643,1.14697880,0.88028822,0.66269463
-4.39119560,1.69097720,0.08394314,0.00000000,0.00272792,1.15310622,0.86926374,0.67271848
-4.38519260,1.71276716,0.08521960,0.00000000,0.00284101,1.16285582,0.86298650,0.68454057
-4.37918959,1.73855464,0.08644601,0.00000000,0.00295517,1.17561069,0.86088215,0.69777875
-4.37318659,1.76731783,0.08758515,0.00000000,0.00306970,1.19065489,0.86229194,0.71199542
-4.36718359,1.79792795,0.08859893,0.00000000,0.00318375,1.20719369,0.86649470,0.72670913
-4.36118059,1.82917961,0.08944927,0.00000000,0.00329631,1.22437572,0.87272936,0.74140750
-4.35517759,1.85982354,0.09009909,0.00000000,0.00340626,1.24131659,0.88021738,0.75556111
-4.34917459,1.88860097,0.09051330,0.00000000,0.00351240,1.25712342,0.88818475,0.76863805
-4.34317159,1.91427889,0.09065977,0.00000000,0.00361355,1.27091970,0.89588301,0.78011880
-4.33716858,1.93568510,0.09051027,0.00000000,0.00370858,1.28186991,0.90260889,0.78951098
-4.33116558,1.95174225,0.09004140,0.00000000,0.00379652,1.28920314,0.90772211,0.79636354
-4.32516258,1.96149947,0.08923535,0.00000000,0.00387664,1.29223500,0.91066096,0.80027989
-4.31915958,1.96416057,0.08808057,0.00000000,0.00394854,1.29038722,0.91095516,0.80092964
-4.31315658,1.95910782,0.08657232,0.00000000,0.00401221,1.28320405,0.90823583,0.79805833
-4.30715358,1.94592003,0.08471293,0.00000000,0.00406817,1.27036506,0.90224213,0.79149488
