energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,2.16819204,1.20947110,0.35468024,0.01457051,0.22806330,0.98448722,0.56736599,1.06761470,0.00000000
-5.99399700,2.15946941,1.21993867,0.34855023,0.01365579,0.23170927,0.97435232,0.57146718,1.06410003,0.00000000
-5.98799400,2.15276479,1.23071062,0.34262693,0.01271556,0.23600449,0.96237753,0.57687723,1.06086933,0.00000000
-5.98199100,2.14896476,1.24212781,0.33710519,0.01176545,0.24102387,0.94896363,0.58375273,1.05831118,0.00000000
-5.97598799,2.14879458,1.25447031,0.33215187,0.01082015,0.24682010,0.93451623,0.59219280,1.05674873,0.00000000
-5.96998499,2.15278852,1.26794221,0.32790086,0.00989310,0.25342037,0.91943074,0.60223284,1.05642662,0.00000000
-5.96398199,2.16126901,1.28265973,0.32444975,0.00899624,0.26082416,0.90407844,0.61384111,1.05750163,0.00000000
-5.95797899,2.17433515,1.29864326,0.32185823,0.00813979,0.26900214,0.88879412,0.62691820,1.06003747,0.00000000
-5.95197599,2.19186097,1.31581352,0.32014811,0.00733216,0.27789627,0.87386594,0.64129941,1.06400364,0.00000000
-5.94597299,2.21350310,1.33399208,0.31930495,0.00657989,0.28742106,0.85952756,0.65675980,1.06927853,0.00000000
-5.93996998,2.23871730,1.35290612,0.31928112,0.00588774,0.29746582,0.84595304,0.67302173,1.07565622,0.00000000
-5.93396698,2.26678295,1.37219736,0.32000007,0.00525871,0.30789802,0.83325445,0.68976446,1.08285687,0.00000000
-5.92796398,2.29683424,1.39143462,0.32136158,0.00469424,0.31856737,0.82148243,0.70663541,1.09053993,0.00000000
-5.92196098,2.32789662,1.41012976,0.32324770,0.00419437,0.32931065,0.81062943,0.72326258,1.09831980,0.00000000
-5.91595798,2.35892704,1.42775613,0.32552905,0.00375798,0.33995691,0.80063558,0.73926756,1.10578300,0.00000000
-5.90995498,2.38885616,1.44376913,0.32807133,0.00338298,0.35033304,0.79139683,0.75427875,1.11250641,0.00000000
-5.90395198,2.41663110,1.45762788,0.33074163,0.00306656,0.36026935,0.78277510,0.76794420,1.11807566,0.00000000
-5.89794897,2.44125703,1.46881745,0.33341438,0.00280545,0.36960506,0.77460986,0.77994359,1.12210316,0.00000000
-5.89194597,2.46183617,1.47687062,0.33597676,0.00259608,0.37819349,0.76673083,0.78999912,1.12424499,0.00000000
-5.88594297,2.47760307,1.48138877,0.33833336,0.00243483,0.38590671,0.75897116,0.79788474,1.12421620,0.00000000
-5.87993997,2.48795485,1.48206077,0.34041003,0.00231816,0.39263973,0.75118054,0.80343374,1.12180409,0.00000000
-5.87393697,2.49247580,1.47867956,0.34215679,0.00224279,0.39831383,0.74323781,0.80654425,1.11687890,0.00000000
-5.86793397,2.49095558,1.47115574,0.34354979,0.00220576,0.40287923,0.73506252,0.80718282,1.10940184,0.00000000
-5.86193097,2.48340072,1.45952756,0.34459238,0.00220458,0.40631678,0.72662491,0.80538580,1.09943012,0.00000000
-5.85592796,2.47003920,1.44396723,0.34531522,0.00223724,0.40863891,0.71795393,0.80125878,1.08711904,0.00000000
-5.84992496,2.45131825,1.42478300,0.34577552,0.00230223,0.40988959,0.70914302,0.79497406,1.07272091,0.00000000
-5.84392196,2.42789554,1.40241709,0.34605554,0.00239856,0.41014349,0.70035332,0.78676634,1.05658109,0.00000000
-5.83791896,2.40062420,1.37743936,0.34626028,0.00252573,0.40950431,0.69181405,0.77692684,1.03913122,0.00000000
-5.83191596,2.37053213,1.35053676,0.34651469,0.00268365,0.40810233,0.68382019,0.76579599,1.02087971,0.00000000
-5.82591296,2.33879632,1.32249892,0.34696015,0.00287263,0.40609125,0.67672720,0.75375502,1.00239990,0.00000000
-5.81990995,2.30671281,1.29420004,0.34775062,0.00309321,0.40364435,0.67094308,0.74121662,0.98431613,0.00000000
-5.81390695,2.27566306,1.26657758,0.34904835,0.00334616,0.40095017,0.66691785,0.72861494,0.96728797,0.00000000
-5.80790395,2.24707747,1.24060826,0.35101931,0.00363229,0.39820762,0.66513071,0.71639516,0.95199301,0.00000000
-5.80190095,2.22239699,1.21728186,0.35382833,0.00395238,0.39562075,0.66607527,0.70500282,0.93910863,0.00000000
-5.79589795,2.20303348,1.19757357,0.35763419,0.00430704,0.39339317,0.67024323,0.69487318,0.92929297,0.00000000
-5.78989495,2.19032984,1.18241557,0.36258454,0.00469656,0.39172235,0.67810701,0.68642083,0.92316581,0.00000000
-5.78389195,2.18552067,1.17266856,0.36881093,0.00512086,0.39079375,0.69010175,0.68002967,0.92128946,0.00000000
-5.77788894,2.18969435,1.16909401,0.37642392,0.00557930,0.39077513,0.70660742,0.67604342,0.92415044,0.00000000
-5.77188594,2.20375754,1.17232811,0.38550847,0.00607059,0.39181091,0.72793148,0.67475707,0.93214219,0.00000000
-5.76588294,2.22840295,1.18285791,0.39611967,0.00659275,0.39401701,0.75429265,0.67640907,0.94554947,0.00000000
-5.75987994,2.26408135,1.20100078,0.40827902,0.00714296,0.39747618,0.78580664,0.68117480,0.96453487,0.00000000
-5.75387694,2.31097873,1.22688774,0.42197127,0.00771755,0.40223397,0.82247404,0.68916119,0.98912791,0.00000000
-5.74787394,2.36899957,1.26045140,0.43714222,0.00831196,0.40829570,0.86417123,0.70040283,1.01921735,0.00000000
-5.74187094,2.43775695,1.30141914,0.45369726,0.00892075,0.41562439,0.91064461,0.71485962,1.05454691,0.00000000
-5.73586793,2.51657024,1.34931202,0.47150109,0.00953763,0.42413991,0.96150852,0.73241609,1.09471495,0.00000000
-5.72986493,2.60447102,1.40344975,0.49037862,0.01015556,0.43371952,1.01624724,0.75288253,1.13917839,0.00000000
-5.72386193,2.70021741,1.46296191,0.51011695,0.01076678,0.44419973,1.07422115,0.77599790,1.18726084,0.00000000
-5.71785893,2.80231706,1.52680533,0.53046878,0.01136302,0.45537973,1.13467701,0.80143468,1.23816520,0.00000000
-5.71185593,2.90905846,1.59378747,0.55115693,0.01193566,0.46702609,1.19676241,0.82880551,1.29099042,0.00000000
-5.70585293,3.01855016,1.66259525,0.57188008,0.01247589,0.47887901,1.25954387,0.85767156,1.34475226,0.00000000
-5.69984992,3.12876695,1.73182860,0.59231958,0.01297496,0.49065952,1.32202827,0.88755256,1.39840739,0.00000000
-5.69384692,3.23760187,1.80003782,0.61214701,0.01342439,0.50207785,1.38318701,0.91793821,1.45088034,0.00000000
-5.68784392,3.34292246,1.86576359,0.63103258,0.01381623,0.51284234,1.44198208,0.94830071,1.50109243,0.00000000
-5.68184092,3.44262956,1.92757833,0.64865367,0.01414329,0.52266880,1.49739331,0.97810817,1.54799167,0.00000000
-5.67583792,3.53471669,1.98412737,0.66470369,0.01439935,0.53128978,1.54844579,1.00683841,1.59058275,0.00000000
-5.66983492,3.61732783,2.03416866,0.67890053,0.01457938,0.53846353,1.59423665,1.03399279,1.62795587,0.00000000
-5.66383192,3.68881157,2.07660928,0.69099463,0.01467971,0.54398215,1.63396007,1.05910970,1.65931342,0.00000000
-5.65782891,3.74776957,2.11053756,0.70077608,0.01469815,0.54767864,1.66692979,1.08177715,1.68399348,0.00000000
-5.65182591,3.79309734,2.13524941,0.70808071,0.01463408,0.54943251,1.69259833,1.10164411,1.70148914,0.00000000
-5.64582291,3.82401590,2.15026792,0.71279481,0.01448852,0.54917374,1.71057205,1.11843006,1.71146289,0.00000000
-5.63981991,3.84009287,2.15535541,0.71485828,0.01426406,0.54688486,1.72062173,1.13193256,1.71375553,0.00000000
-5.63381691,3.84125221,2.15051742,0.71426617,0.01396486,0.54260109,1.72268826,1.14203232,1.70838922,0.00000000
-5.62781391,3.82777212,2.13599865,0.71106849,0.01359650,0.53640857,1.71688314,1.14869567,1.69556446,0.00000000
-5.62181091,3.80027120,2.11227089,0.70536829,0.01316583,0.52844070,1.70348401,1.15197412,1.67565127,0.00000000
-5.61580790,3.75968334,2.08001360,0.69731807,0.01268077,0.51887277,1.68292529,1.15200112,1.64917487,0.00000000
-5.60980490,3.70722236,2.04008791,0.68711477,0.01215009,0.50791523,1.65578426,1.14898595,1.61679644,0.00000000
-5.60380190,3.64433770,1.99350523,0.67499324,0.01158316,0.49580573,1.62276325,1.14320483,1.57928982,0.00000000
-5.59779890,3.57266283,1.94139162,0.66121880,0.01098969,0.48280048,1.58466838,1.13498974,1.53751498,0.00000000
-5.59179590,3.49395855,1.88494948,0.64607886,0.01037946,0.46916508,1.54238570,1.12471503,1.49238939,0.00000000
-5.58579290,3.41005304,1.82541808,0.62987399,0.00976206,0.45516538,1.49685544,1.11278255,1.44485844,0.00000000
-5.57978989,3.32278107,1.76403419,0.61290882,0.00914668,0.44105871,1.44904525,1.09960566,1.39586585,0.00000000
-5.57378689,3.23392466,1.70199461,0.59548297,0.00854186,0.42708566,1.39992317,1.08559283,1.34632530,0.00000000
-5.56778389,3.14515710,1.64042156,0.57788240,0.00795534,0.41346296,1.35043123,1.07113152,1.29709417,0.00000000
-5.56178089,3.05799260,1.58033224,0.56037145,0.00739387,0.40037745,1.30146033,1.05657290,1.24895026,0.00000000
-5.55577789,2.97374304,1.52261342,0.54318576,0.00686315,0.38798149,1.25382722,1.04221819,1.20257232,0.00000000
-5.54977489,2.89348346,1.46800176,0.52652642,0.00636773,0.37638983,1.20825416,1.02830719,1.15852466,0.00000000
-5.54377189,2.81802727,1.41707026,0.51055544,0.00591096,0.36567806,1.16535181,1.01500946,1.11724654,0.00000000
-5.53776888,2.74791187,1.37022101,0.49539272,0.00549504,0.35588252,1.12560579,1.00241875,1.07904626,0.00000000
-5.53176588,2.68339506,1.32768422,0.48111455,0.00512101,0.34700173,1.08936742,0.99055078,1.04410004,0.00000000
-5.52576288,2.62446199,1.28952326,0.46775372,0.00478887,0.33899901,1.05684857,0.97934468,1.01245552,0.00000000
-5.51975988,2.57084227,1.25564514,0.45530121,0.00449762,0.33180641,1.02812112,0.96866790,0.98403954,0.00000000
-5.51375688,2.52203617,1.22581584,0.44370925,0.00424538,0.32532942,1.00312059,0.95832453,0.95866970,0.00000000
-5.50775388,2.47734882,1.19967976,0.43289584,0.00402958,0.31945247,0.98165421,0.94806658,0.93606916,0.00000000
-5.50175088,2.43593076,1.17678230,0.42275021,0.00384699,0.31404489,0.96341281,0.93760774,0.91588393,0.00000000
-5.49574787,2.39682308,1.15659464,0.41313938,0.00369396,0.30896707,0.94798624,0.92663893,0.89770205,0.00000000
-5.48974487,2.35900532,1.13853974,0.40391511,0.00356649,0.30407663,0.93488187,0.91484493,0.88107373,0.00000000
-5.48374187,2.32144398,1.12201863,0.39492136,0.00346042,0.29923431,0.92354523,0.90192129,0.86553173,0.00000000
-5.47773887,2.28313972,1.10643588,0.38600170,0.00337152,0.29430943,0.91338239,0.88759071,0.85061131,0.00000000
-5.47173587,2.24317143,1.09122345,0.37700641,0.00329564,0.28918470,0.90378295,0.87161802,0.83586885,0.00000000
-5.46573287,2.20073520,1.07586210,0.36779910,0.00322880,0.28376032,0.89414302,0.85382321,0.82089864,0.00000000
-5.45972986,2.15517704,1.05989959,0.35826249,0.00316730,0.27795710,0.88388718,0.83409173,0.80534721,0.00000000
-5.45372686,2.10601784,1.04296517,0.34830311,0.00310778,0.27171863,0.87248869,0.81238166,0.78892479,0.00000000
-5.44772386,2.05297004,1.02477987,0.33785491,0.00304730,0.26501252,0.85948724,0.78872760,0.77141354,0.00000000
-5.44172086,1.99594537,1.00516249,0.32688147,0.00298338,0.25783056,0.84450348,0.76324083,0.75267242,0.00000000
-5.43571786,1.93505380,0.98403096,0.31537698,0.00291402,0.25018792,0.82725001,0.73610618,0.73263859,0.00000000
-5.42971486,1.87059403,0.96139952,0.30336572,0.00283772,0.24212150,0.80753840,0.70757557,0.71132553,0.00000000
-5.42371186,1.80303621,0.93737165,0.29090048,0.00275348,0.23368747,0.78528213,0.67795877,0.68881803,0.00000000
-5.41770885,1.73299815,0.91212957,0.27805970,0.00266080,0.22495816,0.76049553,0.64761178,0.66526448,0.00000000
-5.41170585,1.66121614,0.88592058,0.26494372,0.00255959,0.21601847,0.73328888,0.61692365,0.64086694,0.00000000
-5.40570285,1.58851218,0.85904125,0.25167031,0.00245020,0.20696193,0.70386015,0.58630216,0.61586946,0.00000000
-5.39969985,1.51575911,0.83182008,0.23836969,0.00233331,0.19788667,0.67248388,0.55615933,0.59054543,0.00000000
-5.39369685,1.44384552,0.80459961,0.22517932,0.00220992,0.18889139,0.63949787,0.52689722,0.56518446,0.00000000
-5.38769385,1.37364191,0.77771890,0.21223868,0.00208126,0.18007161,0.60528838,0.49889485,0.54007953,0.00000000
-5.38169085,1.30596982,0.75149710,0.19968435,0.00194872,0.17151627,0.57027472,0.47249672,0.51551505,0.00000000
-5.37568784,1.24157523,0.72621907,0.18764554,0.00181381,0.16330490,0.53489383,0.44800327,0.49175627,0.00000000
-5.36968484,1.18110716,0.70212364,0.17624025,0.00167809,0.15550547,0.49958575,0.42566387,0.46904070,0.00000000
-5.36368184,1.12510255,0.67939507,0.16557227,0.00154312,0.14817292,0.46478042,0.40567226,0.44757176,0.00000000
-5.35767884,1.07397755,0.65815803,0.15572901,0.00141037,0.14134863,0.43088656,0.38816475,0.42751494,0.00000000
-5.35167584,1.02802559,0.63847638,0.14678032,0.00128125,0.13506052,0.39828275,0.37322091,0.40899664,0.00000000
-5.34567284,0.98742191,0.62035559,0.13877817,0.00115701,0.12932413,0.36731127,0.36086675,0.39210560,0.00000000
-5.33966983,0.95223399,0.60374869,0.13175727,0.00103875,0.12414426,0.33827438,0.35107997,0.37689668,0.00000000
-5.33366683,0.92243719,0.58856526,0.12573644,0.00092741,0.11951731,0.31143339,0.34379703,0.36339685,0.00000000
-5.32766383,0.89793450,0.57468294,0.12072067,0.00082372,0.11543411,0.28700999,0.33892152,0.35161292,0.00000000
-5.32166083,0.87857915,0.56196070,0.11670365,0.00072827,0.11188298,0.26518961,0.33633355,0.34154040,0.00000000
-5.31565783,0.86419888,0.55025316,0.11367074,0.00064144,0.10885301,0.24612643,0.33589941,0.33317311,0.00000000
-5.30965483,0.85462045,0.53942503,0.11160198,0.00056349,0.10633721,0.22994945,0.33748136,0.32651284,0.00000000
-5.30365183,0.84969300,0.52936485,0.11047521,0.00049453,0.10433548,0.21676905,0.34094684,0.32157846,0.00000000
-5.29764882,0.84930904,0.51999729,0.11026895,0.00043457,0.10285707,0.20668356,0.34617686,0.31841387,0.00000000
-5.29164582,0.85342179,0.51129317,0.11096494,0.00038353,0.10192249,0.19978520,0.35307312,0.31709438,0.00000000
-5.28564282,0.86205807,0.50327667,0.11255021,0.00034127,0.10156460,0.19616490,0.36156364,0.31773085,0.00000000
-5.27963982,0.87532577,0.49602926,0.11501854,0.00030764,0.10182892,0.19591561,0.37160664,0.32047139,0.00000000
-5.27363682,0.89341543,0.48969006,0.11837122,0.00028245,0.10277292,0.19913366,0.38319247,0.32550033,0.00000000
-5.26763382,0.91659571,0.48445254,0.12261707,0.00026556,0.10446442,0.20591804,0.39634364,0.33303424,0.00000000
-5.26163082,0.94520270,0.48055762,0.12777170,0.00025686,0.10697892,0.21636739,0.41111281,0.34331519,0.00000000
-5.25562781,0.97962335,0.47828347,0.13385600,0.00025626,0.11039622,0.23057479,0.42757887,0.35660120,0.00000000
-5.24962481,1.02027365,0.47793244,0.14089389,0.00026378,0.11479607,0.24862044,0.44584133,0.37315436,0.00000000
-5.24362181,1.06757244,0.47981569,0.14890952,0.00027946,0.12025336,0.27056265,0.46601321,0.39322701,0.00000000
-5.23761881,1.12191183,0.48423624,0.15792392,0.00030344,0.12683278,0.29642735,0.48821267,0.41704641,0.00000000
-5.23161581,1.18362570,0.49147124,0.16795131,0.00033590,0.13458335,0.32619696,0.51255384,0.44479881,0.00000000
-5.22561281,1.25295772,0.50175435,0.17899525,0.00037707,0.14353305,0.35979891,0.53913729,0.47661343,0.00000000
-5.21960980,1.33003035,0.51525900,0.19104487,0.00042722,0.15368369,0.39709478,0.56804052,0.51254729,0.00000000
-5.21360680,1.41481682,0.53208348,0.20407129,0.00048663,0.16500651,0.43787071,0.59930900,0.55257168,0.00000000
-5.20760380,1.50711735,0.55223860,0.21802460,0.00055557,0.17743862,0.48182973,0.63294828,0.59656108,0.00000000
-5.20160080,1.60654140,0.57563865,0.23283149,0.00063424,0.19088060,0.52858683,0.66891765,0.64428519,0.00000000
-5.19559780,1.71249718,0.60209612,0.24839379,0.00072281,0.20519540,0.57766728,0.70712565,0.69540481,0.00000000
-5.18959480,1.82418955,0.63132080,0.26458806,0.00082132,0.22020885,0.62850876,0.74742803,0.74947208,0.00000000
-5.18359180,1.94062696,0.66292316,0.28126641,0.00092967,0.23571160,0.68046749,0.78962811,0.80593525,0.00000000
-5.17758879,2.06063784,0.69642242,0.29825849,0.00104761,0.25146289,0.73282865,0.83347995,0.86414830,0.00000000
-5.17158579,2.18289615,0.73125877,0.31537481,0.00117469,0.26719570,0.78482080,0.87869415,0.92338514,0.00000000
-5.16558279,2.30595562,0.76680961,0.33241123,0.00131023,0.28262346,0.83563412,0.92494616,0.98285810,0.00000000
-5.15957979,2.42829141,0.80240906,0.34915445,0.00145335,0.29744795,0.88444181,0.97188684,1.04174020,0.00000000
-5.15357679,2.54834765,0.83737012,0.36538846,0.00160289,0.31136810,0.93042394,1.01915479,1.09919020,0.00000000
-5.14757379,2.66458901,0.87100842,0.38090151,0.00175750,0.32408943,0.97279273,1.06638986,1.15437969,0.00000000
-5.14157079,2.77555382,0.90266672,0.39549340,0.00191555,0.33533367,1.01081825,1.11324720,1.20652087,0.00000000
-5.13556778,2.87990645,0.93173895,0.40898270,0.00207523,0.34484814,1.04385327,1.15941116,1.25489391,0.00000000
-5.12956478,2.97648644,0.95769279,0.42121358,0.00223455,0.35241455,1.07135620,1.20460819,1.29887261,0.00000000
-5.12356178,3.06435185,0.98008976,0.43206188,0.00239140,0.35785669,1.09291085,1.24861819,1.33794712,0.00000000
-5.11755878,3.14281467,0.99860184,0.44144006,0.00254354,0.36104676,1.10824207,1.29128355,1.37174262,0.00000000
-5.11155578,3.21146657,1.01302390,0.44930081,0.00268874,0.36191001,1.11722646,1.33251543,1.40003302,0.00000000
-5.10555278,3.27019345,1.02328132,0.45563911,0.00282479,0.36042741,1.11989738,1.37229687,1.42274892,0.00000000
-5.09954977,3.31917807,1.02943240,0.46049250,0.00294959,0.35663628,1.11644420,1.41068265,1.43997946,0.00000000
-5.09354677,3.35889053,1.03166551,0.46393965,0.00306118,0.35062895,1.10720542,1.44779572,1.45196778,0.00000000
-5.08754377,3.39006703,1.03029098,0.46609716,0.00315785,0.34254921,1.09265622,1.48382061,1.45910032,0.00000000
-5.08154077,3.41367784,1.02572831,0.46711478,0.00323817,0.33258718,1.07339080,1.51899396,1.46189040,0.00000000
-5.07553777,3.43088608,1.01848901,0.46716919,0.00330104,0.32097237,1.05010033,1.55359284,1.46095674,0.00000000
-5.06953477,3.44299919,1.00915606,0.46645672,0.00334571,0.30796568,1.02354757,1.58792131,1.45699789,0.00000000
-5.06353177,3.45141541,0.99836089,0.46518526,0.00337186,0.29385038,0.99453933,1.62229609,1.45076376,0.00000000
-5.05752876,3.45756768,0.98675878,0.46356571,0.00337954,0.27892272,0.96389789,1.65703183,1.44302544,0.00000000
-5.05152576,3.46286750,0.97500391,0.46180346,0.00336921,0.26348245,0.93243279,1.69242675,1.43454463,0.00000000
-5.04552276,3.46865107,0.96372501,0.46009019,0.00334171,0.24782363,0.90091409,1.72874930,1.42604401,0.00000000
-5.03951976,3.47612989,0.95350270,0.45859626,0.00329820,0.23222617,0.87004824,1.76622619,1.41817980,0.00000000
-5.03351676,3.48634783,0.94484926,0.45746424,0.00324015,0.21694837,0.84045745,1.80503233,1.41151749,0.00000000
-5.02751376,3.50014585,0.93819179,0.45680362,0.00316926,0.20222067,0.81266336,1.84528279,1.40651185,0.00000000
-5.02151076,3.51813570,0.93385916,0.45668691,0.00308740,0.18824075,0.78707541,1.88702703,1.40349173,0.00000000
-5.01550775,3.54068294,0.93207320,0.45714741,0.00299655,0.17517019,0.76398417,1.93024525,1.40265027,0.00000000
-5.00950475,3.56789954,0.93294424,0.45817846,0.00289870,0.16313260,0.74355972,1.97484689,1.40404066,0.00000000
-5.00350175,3.59964570,0.93647110,0.45973441,0.00279581,0.15221312,0.72585474,2.02067102,1.40757749,0.00000000
-4.99749875,3.63554032,0.94254517,0.46173294,0.00268976,0.14245939,0.71081190,2.06748831,1.41304341,0.00000000
-4.99149575,3.67497907,0.95095832,0.46405887,0.00258226,0.13388359,0.69827509,2.11500451,1.42010062,0.00000000
-4.98549275,3.71715909,0.96141399,0.46656902,0.00247481,0.12646549,0.68800355,2.16286505,1.42830669,0.00000000
-4.97948974,3.76110877,0.97354095,0.46909807,0.00236869,0.12015630,0.67968826,2.21066052,1.43713379,0.00000000
-4.97348674,3.80572156,0.98690903,0.47146504,0.00226494,0.11488306,0.67296975,2.25793301,1.44599052,0.00000000
-4.96748374,3.84979215,1.00104591,0.47348024,0.00216433,0.11055332,0.66745634,2.30418297,1.45424550,0.00000000
-4.96148074,3.89205391,1.01545450,0.47495229,0.00206737,0.10706002,0.66274218,2.34887664,1.46125157,0.00000000
-4.95547774,3.93121622,1.02962994,0.47569511,0.00197435,0.10428627,0.65842430,2.39145403,1.46636992,0.00000000
-4.94947474,3.96600062,1.04307574,0.47553442,0.00188531,0.10210989,0.65411801,2.43133728,1.46899306,0.00000000
-4.94347174,3.99517485,1.05531847,0.47431373,0.00180016,0.10040768,0.64947023,2.46793949,1.46856590,0.00000000
-4.93746873,4.01758387,1.06592050,0.47189957,0.00171861,0.09905911,0.64417034,2.50067409,1.46460427,0.00000000
-4.93146573,4.03217733,1.07449051,0.46818569,0.00164029,0.09794962,0.63795829,2.52896449,1.45671029,0.00000000
-4.92546273,4.03803280,1.08069153,0.46309627,0.00156478,0.09697328,0.63062999,2.55225412,1.44458417,0.00000000
-4.91945973,4.03437459,1.08424644,0.45658804,0.00149160,0.09603484,0.62203982,2.57001671,1.42803209,0.00000000
-4.91345673,4.02058789,1.08494099,0.44865112,0.00142028,0.09505129,0.61210070,2.58176650,1.40697023,0.00000000
-4.90745373,3.99622807,1.08262448,0.43930886,0.00135041,0.09395274,0.60078166,2.58706839,1.38142472,0.00000000
-4.90145073,3.96102545,1.07720827,0.42861647,0.00128162,0.09268292,0.58810344,2.58554756,1.35152790,0.00000000
-4.89544772,3.91488536,1.06866259,0.41665871,0.00121363,0.09119908,0.57413252,2.57689850,1.31751112,0.00000000
-4.88944472,3.85788424,1.05701185,0.40354668,0.00114623,0.08947161,0.55897381,2.56089291,1.27969450,0.00000000
-4.88344172,3.79026171,1.04232892,0.38941385,0.00107934,0.08748321,0.54276269,2.53738641,1.23847411,0.00000000
-4.87743872,3.71240940,1.02472872,0.37441154,0.00101293,0.08522790,0.52565662,2.50632373,1.19430734,0.00000000
-4.87143572,3.62485700,1.00436155,0.35870407,0.00094710,0.08270971,0.50782682,2.46774212,1.14769692,0.00000000
-4.86543272,3.52825595,0.98140646,0.34246360,0.00088200,0.07994138,0.48945035,2.42177287,1.09917427,0.00000000
-4.85942971,3.42336161,0.95606479,0.32586510,0.00081784,0.07694286,0.47070293,2.36864085,1.04928293,0.00000000
-4.85342671,3.31101436,0.92855443,0.30908144,0.00075489,0.07373983,0.45175264,2.30866196,0.99856261,0.00000000
-4.84742371,3.19212022,0.89910453,0.29227882,0.00069346,0.07036235,0.43275475,2.24223870,0.94753436,0.00000000
-4.84142071,3.06763161,0.86795107,0.27561278,0.00063384,0.06684342,0.41384781,2.16985374,0.89668746,0.00000000
-4.83541771,2.93852871,0.83533309,0.25922471,0.00057636,0.06321775,0.39515092,2.09206186,0.84646836,0.00000000
-4.82941471,2.80580185,0.80148972,0.24323917,0.00052129,0.05952069,0.37676224,2.00948035,0.79727188,0.00000000
-4.82341171,2.67043524,0.76665776,0.22776196,0.00046891,0.05578716,0.35875865,1.92277820,0.74943497,0.00000000
-4.81740870,2.53339239,0.73106981,0.21287890,0.00041944,0.05205090,0.34119639,1.83266437,0.70323300,0.00000000
-4.81140570,2.39560335,0.69495282,0.19865551,0.00037305,0.04834376,0.32411261,1.73987539,0.65887855,0.00000000
-4.80540270,2.25795386,0.65852692,0.18513733,0.00032987,0.04469515,0.30752752,1.64516271,0.61652254,0.00000000
-4.79939970,2.12127647,0.62200446,0.17235090,0.00028999,0.04113169,0.29144707,1.54928003,0.57625744,0.00000000
-4.79339670,1.98634353,0.58558905,0.16030542,0.00025342,0.03767691,0.27586598,1.45297097,0.53812238,0.00000000
-4.78739370,1.85386210,0.54947474,0.14899472,0.00022013,0.03435111,0.26077076,1.35695735,0.50210952,0.00000000
-4.78139070,1.72447042,0.51384505,0.13839968,0.00019008,0.03117128,0.24614282,1.26192836,0.46817161,0.00000000
-4.77538769,1.59873599,0.47887210,0.12849080,0.00016313,0.02815113,0.23196128,1.16853080,0.43623008,0.00000000
-4.76938469,1.47715496,0.44471562,0.11923084,0.00013915,0.02530117,0.21820555,1.07736061,0.40618337,0.00000000
-4.76338169,1.36015265,0.41152196,0.11057750,0.00011798,0.02262889,0.20485747,0.98895591,0.37791510,0.00000000
-4.75737869,1.24808512,0.37942327,0.10248584,0.00009941,0.02013886,0.19190304,0.90379148,0.35130178,0.00000000
-4.75137569,1.14124152,0.34853662,0.09491056,0.00008326,0.01783304,0.17933363,0.82227496,0.32621970,0.00000000
-4.74537269,1.03984701,0.31896335,0.08780792,0.00006930,0.01571093,0.16714671,0.74474454,0.30255089,0.00000000
-4.73936968,0.94406640,0.29078866,0.08113735,0.00005733,0.01376990,0.15534621,0.67146838,0.28018787,0.00000000
-4.73336668,0.85400800,0.26408132,0.07486261,0.00004714,0.01200542,0.14394232,0.60264545,0.25903731,0.00000000
-4.72736368,0.76972787,0.23889375,0.06895262,0.00003853,0.01041130,0.13295107,0.53840779,0.23902239,0.00000000
-4.72136068,0.69123434,0.21526228,0.06338189,0.00003129,0.00898005,0.12239354,0.47882405,0.22008397,0.00000000
-4.71535768,0.61849257,0.19320777,0.05813064,0.00002526,0.00770305,0.11229489,0.42390409,0.20218083,0.00000000
-4.70935468,0.55142929,0.17273636,0.05318459,0.00002027,0.00657087,0.10268329,0.37360446,0.18528883,0.00000000
-4.70335168,0.48993756,0.15384055,0.04853449,0.00001617,0.00557350,0.09358869,0.32783454,0.16939942,0.00000000
-4.69734867,0.43388144,0.13650043,0.04417550,0.00001282,0.00470058,0.08504167,0.28646309,0.15451755,0.00000000
-4.69134567,0.38310061,0.12068502,0.04010644,0.00001010,0.00394160,0.07707238,0.24932514,0.14065917,0.00000000
-4.68534267,0.33741491,0.10635373,0.03632894,0.00000792,0.00328614,0.06970947,0.21622870,0.12784853,0.00000000
-4.67933967,0.29662849,0.09345788,0.03284661,0.00000616,0.00272400,0.06297923,0.18696147,0.11611543,0.00000000
-4.67333667,0.26053384,0.08194219,0.02966417,0.00000477,0.00224538,0.05690487,0.16129705,0.10549246,0.00000000
-4.66733367,0.22891540,0.07174621,0.02678675,0.00000367,0.00184097,0.05150594,0.13900071,0.09601254,0.00000000
-4.66133067,0.20155272,0.06280571,0.02421914,0.00000281,0.00150209,0.04679786,0.11983449,0.08770650,0.00000000
-4.65532766,0.17822319,0.05505390,0.02196525,0.00000214,0.00122079,0.04279163,0.10356160,0.08060113,0.00000000
-4.64932466,0.15870422,0.04842257,0.02002762,0.00000162,0.00098984,0.03949361,0.08994999,0.07471730,0.00000000
-4.64332166,0.14277489,0.04284298,0.01840704,0.00000122,0.00080287,0.03690539,0.07877522,0.07006855,0.00000000
-4.63731866,0.13021701,0.03824663,0.01710230,0.00000091,0.00065433,0.03502368,0.06982239,0.06665977,0.00000000
