energy_ev,total_up,Cr_p_up,Cr_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.13056528,1.95625845,0.85820559,0.67290022,0.35457889,0.17988273,0.07193564,0.38115516,0.05343066,0.33035609
-3.12456228,1.98109282,0.86137222,0.68532708,0.35835389,0.18008158,0.07283235,0.39314709,0.05319935,0.32596907
-3.11855928,2.00426151,0.86342647,0.69725065,0.36217877,0.18014285,0.07351050,0.40483535,0.05298403,0.32087890
-3.11255628,2.02524064,0.86423848,0.70838764,0.36587371,0.18006057,0.07397252,0.41602601,0.05278395,0.31518235
-3.10655328,2.04349330,0.86367841,0.71846149,0.36925414,0.17982484,0.07422199,0.42651662,0.05259641,0.30898078
-3.10055028,2.05848178,0.86161854,0.72720736,0.37213622,0.17942239,0.07426307,0.43610144,0.05241707,0.30237719
-3.09454727,2.06968153,0.85793631,0.73437733,0.37434252,0.17883732,0.07410007,0.44457716,0.05224049,0.29547348
-3.08854427,2.07659632,0.85251821,0.73974577,0.37570762,0.17805207,0.07373703,0.45174886,0.05206043,0.28836805
-3.08254127,2.07877404,0.84526443,0.74311447,0.37608353,0.17704848,0.07317758,0.45743604,0.05187040,0.28115365
-3.07653827,2.07582239,0.83609397,0.74431765,0.37534459,0.17580900,0.07242483,0.46147852,0.05166396,0.27391579
-3.07053527,2.06742382,0.82494991,0.74322639,0.37339178,0.17431784,0.07148148,0.46374193,0.05143505,0.26673139
-3.06453227,2.05334904,0.81180465,0.73975249,0.37015627,0.17256209,0.07035006,0.46412249,0.05117830,0.25966797
-3.05852926,2.03346839,0.79666468,0.73385147,0.36560199,0.17053277,0.06903324,0.46255113,0.05088914,0.25278316
-3.05252626,2.00776071,0.77957464,0.72552468,0.35972729,0.16822567,0.06753431,0.45899649,0.05056391,0.24612457
-3.04652326,1.97631904,0.76062048,0.71482026,0.35256551,0.16564200,0.06585761,0.45346688,0.05019987,0.23973004
-3.04052026,1.93935307,0.73993133,0.70183300,0.34418456,0.16278887,0.06400905,0.44601104,0.04979516,0.23362812
-3.03451726,1.89718815,0.71768011,0.68670305,0.33468542,0.15967950,0.06199656,0.43671765,0.04934870,0.22783880
-3.02851426,1.85026071,0.69408265,0.66961339,0.32419982,0.15633318,0.05983045,0.42571366,0.04886001,0.22237443
-3.02251126,1.79911053,0.66939535,0.65078626,0.31288695,0.15277506,0.05752373,0.41316149,0.04832912,0.21724082
-3.01650825,1.74436989,0.64391143,0.63047853,0.30092956,0.14903568,0.05509223,0.39925512,0.04775640,0.21243843
-3.01050525,1.68675009,0.61795577,0.60897620,0.28852941,0.14515044,0.05255466,0.38421535,0.04714243,0.20796358
-3.00450225,1.62702590,0.59187872,0.58658821,0.27590231,0.14115876,0.04993240,0.36828433,0.04648797,0.20380981
-2.99849925,1.56601833,0.56604874,0.56363963,0.26327290,0.13710334,0.04724928,0.35171957,0.04579386,0.19996904
-2.99249625,1.50457630,0.54084444,0.54046460,0.25086921,0.13302914,0.04453112,0.33478762,0.04506110,0.19643281
-2.98649325,1.44355780,0.51664595,0.51739901,0.23891729,0.12898253,0.04180518,0.31775762,0.04429089,0.19319330
-2.98049025,1.38381108,0.49382606,0.49477327,0.22763586,0.12501024,0.03909954,0.30089500,0.04348472,0.19024429
-2.97448724,1.32615612,0.47274129,0.47290521,0.21723122,0.12115842,0.03644242,0.28445538,0.04264458,0.18758174
-2.96848424,1.27136709,0.45372305,0.45209337,0.20789250,0.11747167,0.03386142,0.26867898,0.04177307,0.18520426
-2.96248124,1.22015588,0.43706930,0.43261079,0.19978719,0.11399215,0.03138285,0.25378550,0.04087356,0.18311321
-2.95647824,1.17315726,0.42303664,0.41469931,0.19305720,0.11075861,0.02903099,0.23996984,0.03995041,0.18131249
-2.95047524,1.13091564,0.41183326,0.39856472,0.18781547,0.10780561,0.02682758,0.22739844,0.03900902,0.17980797
-2.94447224,1.09387392,0.40361283,0.38437259,0.18414306,0.10516270,0.02479121,0.21620654,0.03805597,0.17860669
-2.93846923,1.06236452,0.39846947,0.37224505,0.18208700,0.10285368,0.02293700,0.20649628,0.03709902,0.17771571
-2.93246623,1.03660287,0.39643410,0.36225854,0.18165879,0.10089596,0.02127628,0.19833571,0.03614711,0.17714077
-2.92646323,1.01668343,0.39747221,0.35444259,0.18283367,0.09930003,0.01981649,0.19175865,0.03521027,0.17688482
-2.92046023,1.00257865,0.40148328,0.34877975,0.18555079,0.09806907,0.01856118,0.18676544,0.03429949,0.17694653
-2.91445723,0.99414092,0.40830202,0.34520668,0.18971422,0.09719872,0.01751014,0.18332451,0.03342655,0.17731889
-2.90845423,0.99110772,0.41770147,0.34361653,0.19519492,0.09667705,0.01665967,0.18137471,0.03260386,0.17798793
-2.90245123,0.99311006,0.42939802,0.34386250,0.20183368,0.09648478,0.01600296,0.18082846,0.03184418,0.17893193
-2.89644822,0.99968426,0.44305855,0.34576279,0.20944507,0.09659574,0.01553055,0.18157536,0.03116044,0.18012086
-2.89044522,1.01028692,0.45830931,0.34910673,0.21782225,0.09697763,0.01523088,0.18348657,0.03056553,0.18151648
-2.88444222,1.02431299,0.47474674,0.35366210,0.22674270,0.09759298,0.01509087,0.18641942,0.03007213,0.18307292
-2.87843922,1.04111641,0.49194978,0.35918342,0.23597470,0.09840046,0.01509653,0.19022246,0.02969251,0.18473788
-2.87243622,1.06003290,0.50949343,0.36542116,0.24528437,0.09935636,0.01523361,0.19474062,0.02943847,0.18645434
-2.86643322,1.08040420,0.52696313,0.37213152,0.25444313,0.10041628,0.01548818,0.19982035,0.02932119,0.18816281
-2.86043022,1.10160290,0.54396950,0.37908644,0.26323524,0.10153688,0.01584717,0.20531457,0.02935120,0.18980396
-2.85442721,1.12305694,0.56016285,0.38608364,0.27146523,0.10267777,0.01629888,0.21108737,0.02953828,0.19132148
-2.84842421,1.14427281,0.57524693,0.39295621,0.27896497,0.10380323,0.01683337,0.21701800,0.02989147,0.19266505
-2.84242121,1.16485637,0.58899121,0.39958140,0.28559988,0.10488390,0.01744275,0.22300438,0.03041892,0.19379324
-2.83641821,1.18453042,0.60124131,0.40588826,0.29127428,0.10589816,0.01812140,0.22896564,0.03112785,0.19467611
-2.83041521,1.20314809,0.61192680,0.41186378,0.29593535,0.10683323,0.01886600,0.23484381,0.03202442,0.19529743
-2.82441221,1.22070131,0.62106622,0.41755714,0.29957575,0.10768593,0.01967552,0.24060453,0.03311349,0.19565630
-2.81840920,1.23732393,0.62876874,0.42308197,0.30223451,0.10846290,0.02055096,0.24623671,0.03439846,0.19576805
-2.81240620,1.25328918,0.63523253,0.42861642,0.30399631,0.10918050,0.02149514,0.25175123,0.03588095,0.19566437
-2.80640320,1.26900147,0.64073951,0.43440081,0.30498894,0.10986410,0.02251223,0.25717876,0.03756052,0.19539272
-2.80040020,1.28498278,0.64564689,0.44073316,0.30537920,0.11054705,0.02360730,0.26256671,0.03943428,0.19501483
-2.79439720,1.30185416,0.65037557,0.44796244,0.30536729,0.11126914,0.02478575,0.26797559,0.04149660,0.19460461
-2.78839420,1.32031301,0.65539585,0.45647981,0.30517981,0.11207479,0.02605271,0.27347494,0.04373878,0.19424532
-2.78239120,1.34110709,0.66121099,0.46670818,0.30506179,0.11301097,0.02741244,0.27913890,0.04614873,0.19402640
-2.77638819,1.36500627,0.66833921,0.47909033,0.30526798,0.11412493,0.02886770,0.28504180,0.04871078,0.19403989
-2.77038519,1.39277304,0.67729474,0.49407592,0.30605368,0.11546192,0.03041924,0.29125386,0.05140555,0.19437678
-2.76438219,1.42513297,0.68856881,0.51210785,0.30766560,0.11706290,0.03206527,0.29783716,0.05420995,0.19512340
-2.75837919,1.46274610,0.70261097,0.53360835,0.31033289,0.11896242,0.03380109,0.30484211,0.05709723,0.19635806
-2.75237619,1.50618032,0.71981174,0.55896520,0.31425882,0.12118677,0.03561878,0.31230451,0.06003727,0.19814800
-2.74637319,1.55588748,0.74048697,0.58851842,0.31961332,0.12375238,0.03750708,0.32024318,0.06299690,0.20054696
-2.74037019,1.61218302,0.76486462,0.62254791,0.32652668,0.12666459,0.03945136,0.32865836,0.06594043,0.20359322
-2.73436718,1.67522966,0.79307431,0.66126231,0.33508444,0.12991690,0.04143377,0.33753078,0.06883022,0.20730838
-2.72836418,1.74502555,0.82514006,0.70478934,0.34532387,0.13349057,0.04343352,0.34682136,0.07162738,0.21169675
-2.72236118,1.82139706,0.86097654,0.75316804,0.35723185,0.13735470,0.04542727,0.35647161,0.07429256,0.21674539
-2.71635818,1.90399644,0.90038879,0.80634301,0.37074439,0.14146675,0.04738974,0.36640452,0.07678673,0.22242480
-2.71035518,1.99230422,0.94307564,0.86416091,0.38574760,0.14577341,0.04929427,0.37652592,0.07907203,0.22869001
-2.70435218,2.08563626,0.98863660,0.92636928,0.40208016,0.15021188,0.05111364,0.38672632,0.08111258,0.23548220
-2.69834917,2.18315527,1.03658215,0.99261789,0.41953710,0.15471139,0.05282078,0.39688301,0.08287525,0.24273057
-2.69234617,2.28388634,1.08634696,1.06246249,0.43787482,0.15919506,0.05438961,0.40686245,0.08433042,0.25035438
-2.68634317,2.38673634,1.13730573,1.13537109,0.45681706,0.16358188,0.05579587,0.41652286,0.08545259,0.25826520
-2.68034017,2.49051634,1.18879110,1.21073252,0.47606174,0.16778881,0.05701779,0.42571706,0.08622093,0.26636900
-2.67433717,2.59396695,1.24011305,1.28786712,0.49528836,0.17173297,0.05803687,0.43429529,0.08661976,0.27456824
-2.66833417,2.69578545,1.29057893,1.36603945,0.51416589,0.17533379,0.05883843,0.44210825,0.08663883,0.28276383
-2.66233117,2.79465454,1.33951368,1.44447245,0.53236066,0.17851510,0.05941207,0.44901014,0.08627357,0.29085680
-2.65632816,2.88927144,1.38627916,1.52236295,0.54954436,0.18120706,0.05975200,0.45486171,0.08552517,0.29874981
-2.65032516,2.97837700,1.43029201,1.59889785,0.56540164,0.18334792,0.05985723,0.45953327,0.08440055,0.30634843
-2.64432216,3.06078368,1.47103925,1.67327075,0.57963732,0.18488550,0.05973154,0.46290760,0.08291223,0.31356219
-2.63831916,3.13540175,1.50809102,1.74469833,0.59198287,0.18577844,0.05938335,0.46488276,0.08107807,0.32030542
-2.63231616,3.20126294,1.54110980,1.81243620,0.60220219,0.18599707,0.05882540,0.46537456,0.07892095,0.32649799
-2.62631316,3.25754081,1.56985600,1.87579366,0.61009633,0.18552397,0.05807426,0.46431880,0.07646829,0.33206591
-2.62031016,3.30356730,1.59418938,1.93414703,0.61550730,0.18435421,0.05714979,0.46167305,0.07375158,0.33694188
-2.61430715,3.33884504,1.61406672,1.98695126,0.61832068,0.18249517,0.05607445,0.45741807,0.07080575,0.34106578
-2.60830415,3.36305519,1.62953566,2.03374949,0.61846720,0.17996611,0.05487255,0.45155861,0.06766849,0.34438527
-2.60230115,3.37606069,1.64072533,2.07418053,0.61592315,0.17679737,0.05356949,0.44412369,0.06437962,0.34685636
-2.59629815,3.37790499,1.64783441,2.10798406,0.61070979,0.17302934,0.05219098,0.43516630,0.06098029,0.34844399
-2.59029515,3.36880678,1.65111740,2.13500377,0.60289170,0.16871123,0.05076232,0.42476246,0.05751226,0.34912280
-2.58429215,3.34915086,1.65086996,2.15518835,0.59257427,0.16389961,0.04930771,0.41300982,0.05401716,0.34887779
-2.57828914,3.31947592,1.64741444,2.16859068,0.57990041,0.15865690,0.04784971,0.40002560,0.05053574,0.34770506
-2.57228614,3.28045987,1.64108633,2.17536531,0.56504664,0.15304982,0.04640878,0.38594416,0.04710721,0.34561247
-2.56628314,3.23290327,1.63222272,2.17576456,0.54821856,0.14714779,0.04500295,0.37091422,0.04376857,0.34262021
-2.56028014,3.17771174,1.62115323,2.17013346,0.52964612,0.14102149,0.04364763,0.35509570,0.04055407,0.33876119
-2.55427714,3.11587781,1.60819416,2.15890374,0.50957853,0.13474142,0.04235554,0.33865652,0.03749473,0.33408124
-2.54827414,3.04846285,1.59364593,2.14258708,0.48827911,0.12837669,0.04113681,0.32176919,0.03461790,0.32863899
-2.54227114,2.97657948,1.57779389,2.12176775,0.46602025,0.12199395,0.03999911,0.30460762,0.03194698,0.32250542
-2.53626813,2.90137477,1.56091219,2.09709478,0.44307835,0.11565646,0.03894792,0.28734388,0.02950122,0.31576308
-2.53026513,2.82401441,1.54327017,2.06927359,0.41972920,0.10942343,0.03798682,0.27014534,0.02729560,0.30850490
-2.52426213,2.74566788,1.52514053,2.03905718,0.39624352,0.10334946,0.03711780,0.25317203,0.02534078,0.30083257
-2.51825913,2.66749461,1.50680829,2.00723677,0.37288300,0.09748415,0.03634162,0.23657439,0.02364322,0.29285471
-2.51225613,2.59063094,1.48857962,1.97463176,0.34989678,0.09187194,0.03565804,0.22049141,0.02220526,0.28468455
-2.50625313,2.51617777,1.47078942,1.94207903,0.32751837,0.08655192,0.03506610,0.20504925,0.02102537,0.27643748
-2.50025013,2.44518860,1.45380666,1.91042138,0.30596323,0.08155789,0.03456427,0.19036020,0.02009837,0.26822844
-2.49424712,2.37865795,1.43803667,1.88049513,0.28542676,0.07691836,0.03415052,0.17652217,0.01941578,0.26016917
-2.48824412,2.31750980,1.42391974,1.85311685,0.26608289,0.07265669,0.03382237,0.16361852,0.01896611,0.25236559
-2.48224112,2.26258623,1.41192554,1.82906930,0.24808330,0.06879121,0.03357683,0.15171830,0.01873528,0.24491526
-2.47623812,2.21463609,1.40254331,1.80908665,0.23155695,0.06533543,0.03341027,0.14087678,0.01870697,0.23790515
-2.47023512,2.17430390,1.39626801,1.79383928,0.21661028,0.06229816,0.03331830,0.13113624,0.01886308,0.23140965
-2.46423212,2.14211918,1.39358289,1.78391835,0.20332769,0.05968376,0.03329562,0.12252694,0.01918413,0.22548910
-2.45822911,2.11848645,1.39493919,1.77982068,0.19177239,0.05749234,0.03333591,0.11506830,0.01964970,0.22018869
-2.45222611,2.10367631,1.40073409,1.78193416,0.18198758,0.05571995,0.03343170,0.10876994,0.02023887,0.21553798
-2.44622311,2.09781792,1.41128788,1.79052448,0.17399773,0.05435892,0.03357439,0.10363291,0.02093070,0.21155082
-2.44022011,2.10089343,1.42682179,1.80572349,0.16781005,0.05339805,0.03375431,0.09965061,0.02170462,0.20822586
-2.43421711,2.11273466,1.44743765,1.82751993,0.16341587,0.05282299,0.03396090,0.09680975,0.02254091,0.20554754
-2.42821411,2.13302251,1.47310077,1.85575302,0.16079213,0.05261655,0.03418300,0.09509095,0.02342110,0.20348747
-2.42221111,2.16128944,1.50362700,1.89010945,0.15990257,0.05275908,0.03440920,0.09446917,0.02432833,0.20200622
-2.41620810,2.19692527,1.53867510,1.93012429,0.16069894,0.05322886,0.03462836,0.09491391,0.02524774,0.20105543
-2.41020510,2.23918658,1.57774509,1.97518608,0.16312188,0.05400251,0.03483013,0.09638910,0.02616672,0.20058016
-2.40420210,2.28720961,1.62018295,2.02454647,0.16710169,0.05505539,0.03500561,0.09885280,0.02707515,0.20052126
-2.39819910,2.34002686,1.66519196,2.07733434,0.17255891,0.05636205,0.03514796,0.10225673,0.02796555,0.20081801
-2.39219610,2.39658689,1.71185037,2.13257450,0.17940467,0.05789657,0.03525298,0.10654562,0.02883316,0.20141055
-2.38619310,2.45577725,1.75913501,2.18921041,0.18754105,0.05963297,0.03531975,0.11165660,0.02967585,0.20224230
-2.38019010,2.51644991,1.80594998,2.24613075,0.19686135,0.06154552,0.03535108,0.11751855,0.03049408,0.20326223
-2.37418709,2.57744856,1.85115946,2.30219886,0.20725036,0.06360902,0.03535388,0.12405162,0.03129061,0.20442682
-2.36818409,2.63763709,1.89362337,2.35628434,0.21858481,0.06579905,0.03533939,0.13116701,0.03207021,0.20570175
-2.36218109,2.69592840,1.93223437,2.40729581,0.23073388,0.06809217,0.03532323,0.13876697,0.03283927,0.20706329
-2.35617809,2.75131246,1.96595493,2.45421349,0.24356005,0.07046605,0.03532525,0.14674528,0.03360535,0.20849921
-2.35017509,2.80288282,1.99385280,2.49612061,0.25692012,0.07289955,0.03536921,0.15498811,0.03437664,0.21000926
-2.34417209,2.84986047,2.01513339,2.53223228,0.27066655,0.07537279,0.03548218,0.16337533,0.03516143,0.21160526
-2.33816908,2.89161410,2.02916798,2.56192057,0.28464905,0.07786716,0.03569388,0.17178232,0.03596756,0.21331059
-2.33216608,2.92767598,2.03551633,2.58473492,0.29871645,0.08036527,0.03603569,0.18008219,0.03680191,0.21515925
-2.32616308,2.95775261,2.03394295,2.60041666,0.31271870,0.08285090,0.03653961,0.18814835,0.03766984,0.21719441
-2.32016008,2.98172974,2.02442645,2.60890727,0.32650906,0.08530895,0.03723705,0.19585737,0.03857478,0.21946646
-2.31415708,2.99967136,2.00716149,2.61034961,0.33994627,0.08772529,0.03815756,0.20309198,0.03951789,0.22203072
-2.30815408,3.01181255,1.98255353,2.60508230,0.35289671,0.09008666,0.03932747,0.20974412,0.04049774,0.22494464
-2.30215108,3.01854653,1.95120653,2.59362712,0.36523636,0.09238051,0.04076859,0.21571784,0.04151013,0.22826487
-2.29614807,3.02040616,1.91390441,2.57667021,0.37685262,0.09459490,0.04249693,0.22093199,0.04254811,0.23204397
-2.29014507,3.01804082,1.87158686,2.55503762,0.38764570,0.09671826,0.04452155,0.22532243,0.04360194,0.23632720
-2.28414207,3.01218946,1.82532091,2.52966633,0.39752977,0.09873932,0.04684356,0.22884384,0.04465932,0.24114928
-2.27813907,3.00365105,1.77626915,2.50157194,0.40643367,0.10064688,0.04945533,0.23147078,0.04570567,0.24653132
-2.27213607,2.99325354,1.72565608,2.47181439,0.41430122,0.10242972,0.05233995,0.23319827,0.04672447,0.25247815
-2.26613307,2.98182291,1.67473385,2.44146317,0.42109119,0.10407651,0.05547097,0.23404149,0.04769776,0.25897612
-2.26013007,2.97015328,1.62474863,2.41156318,0.42677696,0.10557570,0.05881248,0.23403498,0.04860668,0.26599140
-2.25412706,2.95897962,1.57690873,2.38310292,0.43134585,0.10691555,0.06231953,0.23323109,0.04943203,0.27346915
-2.24812406,2.94895401,1.53235551,2.35698586,0.43479834,0.10808416,0.06593883,0.23169803,0.05015489,0.28133334
-2.24212106,2.94062637,1.49213782,2.33400598,0.43714713,0.10906965,0.06960988,0.22951743,0.05075728,0.28948750
-2.23611806,2.93443032,1.45719056,2.31482838,0.43841620,0.10986033,0.07326631,0.22678162,0.05122272,0.29781634
-2.23011506,2.93067463,1.42831778,2.29997517,0.43863994,0.11044505,0.07683759,0.22359089,0.05153687,0.30618814
-2.22411206,2.92954026,1.40618033,2.28981697,0.43786234,0.11081354,0.08025087,0.22005065,0.05168797,0.31445803
-2.21810905,2.93108291,1.39128820,2.28456986,0.43613640,0.11095694,0.08343302,0.21626885,0.05166740,0.32247186
-2.21210605,2.93524067,1.38399712,2.28429760,0.43352363,0.11086825,0.08631283,0.21235361,0.05146991,0.33007067
-2.20610305,2.94184603,1.38450919,2.28891841,0.43009383,0.11054295,0.08882305,0.20841132,0.05109401,0.33709553
-2.20010005,2.95064158,1.39287713,2.29821599,0.42592496,0.10997954,0.09090254,0.20454511,0.05054200,0.34339260
-2.19409705,2.96129840,1.40901140,2.31185369,0.42110318,0.10918008,0.09249816,0.20085381,0.04982011,0.34881812
-2.18809405,2.97343617,1.43268993,2.32939132,0.41572292,0.10815077,0.09356641,0.19743146,0.04893835,0.35324332
-2.18209105,2.98664406,1.46356966,2.35030372,0.40988704,0.10690227,0.09407485,0.19436713,0.04791036,0.35655879
-2.17608804,3.00050140,1.50119959,2.37400025,0.40370691,0.10545014,0.09400306,0.19174527,0.04675313,0.35867836
-2.17008504,3.01459744,1.54503463,2.39984468,0.39730243,0.10381494,0.09334331,0.18964625,0.04548665,0.35954227
-2.16408204,3.02854933,1.59445011,2.42717467,0.39080188,0.10202233,0.09210067,0.18814715,0.04413343,0.35911937
-2.15807904,3.04201787,1.64875631,2.45532056,0.38434164,0.10010295,0.09029280,0.18732269,0.04271808,0.35740851
-2.15207604,3.05472069,1.70721300,2.48362284,0.37806569,0.09809212,0.08794923,0.18724603,0.04126679,0.35443889
-2.14607304,3.06644253,1.76904358,2.51144819,0.37212487,0.09602942,0.08511039,0.18798965,0.03980679,0.35026942
-2.14007004,3.07704261,1.83344879,2.53820372,0.36667601,0.09395813,0.08182611,0.18962590,0.03836587,0.34498718
-2.13406703,3.08645924,1.89961988,2.56334948,0.36188074,0.09192447,0.07815406,0.19222738,0.03697189,0.33870500
-2.12806403,3.09471168,1.96675118,2.58640894,0.35790420,0.08997686,0.07415783,0.19586703,0.03565233,0.33155829
-2.12206103,3.10189966,2.03405207,2.60697769,0.35491354,0.08816497,0.06990501,0.20061788,0.03443393,0.32370133
-2.11605803,3.10820084,2.10075843,2.62473024,0.35307627,0.08653883,0.06546519,0.20655248,0.03334231,0.31530306
-2.11005503,3.11386654,2.16614365,2.63942509,0.35255849,0.08514787,0.06090802,0.21374200,0.03240168,0.30654260
-2.10405203,3.11921604,2.22952916,2.65090808,0.35352295,0.08404000,0.05630141,0.22225514,0.03163460,0.29760473
-2.09804902,3.12462981,2.29029466,2.65911421,0.35612701,0.08326069,0.05170990,0.23215664,0.03106179,0.28867536
-2.09204602,3.13054193,2.34788795,2.66406792,0.36052049,0.08285211,0.04719330,0.24350572,0.03070191,0.27993727
-2.08604302,3.13743177,2.40183451,2.66588199,0.36684332,0.08285240,0.04280558,0.25635425,0.03057142,0.27156617
-2.08004002,3.14581520,2.45174653,2.66475503,0.37522308,0.08329493,0.03859407,0.27074488,0.03068441,0.26372721
-2.07403702,3.15623520,2.49733138,2.66096763,0.38577234,0.08420768,0.03459895,0.28670907,0.03105243,0.25657196
-2.06803402,3.16925190,2.53839919,2.65487713,0.39858584,0.08561268,0.03085306,0.30426500,0.03168434,0.25023602
-2.06203102,3.18543195,2.57486912,2.64691097,0.41373744,0.08752558,0.02738193,0.32341562,0.03258602,0.24483712
-2.05602801,3.20533696,2.60677395,2.63755846,0.43127695,0.08995518,0.02420410,0.34414652,0.03376027,0.24047375
-2.05002501,3.22951097,2.63426244,2.62736112,0.45122680,0.09290313,0.02133155,0.36642404,0.03520644,0.23722436
-2.04402201,3.25846668,2.65759880,2.61690114,0.47357858,0.09636360,0.01877039,0.39019329,0.03692029,0.23514690
-2.03801901,3.29267040,2.67715874,2.60678824,0.49828969,0.10032309,0.01652154,0.41537636,0.03889370,0.23427875
-2.03201601,3.33252563,2.69342168,2.59764470,0.52528000,0.10476016,0.01458150,0.44187070,0.04111448,0.23463695
-2.02601301,3.37835552,2.70695845,2.59008865,0.55442883,0.10964539,0.01294316,0.46954765,0.04356621,0.23621858
-2.02001001,3.43038432,2.71841455,2.58471589,0.58557237,0.11494128,0.01159648,0.49825133,0.04622816,0.23900128
-2.01400700,3.48871830,2.72848862,2.58208035,0.61850167,0.12060232,0.01052925,0.52779791,0.04907529,0.24294384
-2.00800400,3.55332683,2.73790673,2.58267373,0.65296156,0.12657511,0.00972758,0.55797535,0.05207838,0.24798685
-2.00200100,3.62402439,2.74739271,2.58690487,0.68865046,0.13279870,0.00917648,0.58854382,0.05520432,0.25405336
-1.99599800,3.70045437,2.75763574,2.59507945,0.72522160,0.13920502,0.00886014,0.61923679,0.05841648,0.26104957
-1.98999500,3.78207588,2.76925615,2.60738093,0.76228544,0.14571951,0.00876222,0.64976302,0.06167527,0.26886563
-1.98399200,3.86815449,2.78277106,2.62385370,0.79941383,0.15226203,0.00886604,0.67980951,0.06493884,0.27737648
-1.97798899,3.95775820,2.79856141,2.64438913,0.83614560,0.15874786,0.00915456,0.70904542,0.06816392,0.28644299
-1.97198599,4.04975950,2.81684236,2.66871576,0.87199394,0.16508900,0.00961045,0.73712713,0.07130671,0.29591321
-1.96598299,4.14284428,2.83763865,2.69639427,0.90645517,0.17119571,0.01021596,0.76370421,0.07432391,0.30562404
-1.95997999,4.23552838,2.86076680,2.72681807,0.93901908,0.17697815,0.01095289,0.78842646,0.07717374,0.31540318
-1.95397699,4.32618170,2.88582550,2.75921990,0.96918036,0.18234825,0.01180246,0.81095164,0.07981697,0.32507152
-1.94797399,4.41305994,2.91219538,2.79268494,0.99645095,0.18722162,0.01274525,0.83095394,0.08221790,0.33444590
-1.94197099,4.49434332,2.93904891,2.82617007,1.02037283,0.19151958,0.01376118,0.84813264,0.08434523,0.34334227
-1.93596798,4.56818116,2.96537044,2.85852932,1.04053088,0.19517111,0.01482952,0.86222086,0.08617281,0.35157914
-1.92996498,4.63274123,2.98998617,2.88854445,1.05656531,0.19811471,0.01592896,0.87299402,0.08768016,0.35898135
-1.92396198,4.68626180,3.01160307,2.91496011,1.06818306,0.20030011,0.01703783,0.88027746,0.08885290,0.36538391
-1.91795898,4.72710464,3.02885518,2.93652192,1.07516789,0.20168970,0.01813428,0.88395313,0.08968280,0.37063586
-1.91195598,4.75380668,3.04035544,2.95201636,1.07738834,0.20225968,0.01919662,0.88396474,0.09016778,0.37460401
-1.90595298,4.76512824,3.04475078,2.96031068,1.07480358,0.20200077,0.02020364,0.88032122,0.09031153,0.37717637
-1.89994997,4.76009549,3.04077780,2.96039132,1.06746641,0.20091858,0.02113511,0.87309822,0.09012306,0.37826513
-1.89394697,4.73803546,3.02731645,2.95139899,1.05552351,0.19903344,0.02197211,0.86243739,0.08961601,0.37780906
-1.88794397,4.69860173,3.00343920,2.93265922,1.03921252,0.19637990,0.02269756,0.84854362,0.08880785,0.37577517
-1.88194097,4.64178964,2.96845318,2.90370682,1.01885631,0.19300563,0.02329659,0.83167988,0.08771901,0.37215969
-1.87593797,4.56794033,2.92193341,2.86430330,0.99485423,0.18897008,0.02375696,0.81216029,0.08637198,0.36698802
-1.86993497,4.47773326,2.86374535,2.81444657,0.96767083,0.18434269,0.02406940,0.79034119,0.08479038,0.36031402
-1.86393197,4.37216747,2.79405600,2.75437249,0.93782244,0.17920080,0.02422781,0.76661087,0.08299820,0.35221833
-1.85792896,4.25253250,2.71333287,2.68454835,0.90586189,0.17362742,0.02422948,0.74137817,0.08101901,0.34280596
-1.85192596,4.12037011,2.62233116,2.60565859,0.87236216,0.16770887,0.02407512,0.71506050,0.07887539,0.33220326
-1.84592296,3.97742852,2.52206989,2.51858351,0.83789946,0.16153232,0.02376882,0.68807169,0.07658852,0.32055431
-1.83991996,3.82561107,2.41379824,2.42437203,0.80303642,0.15518351,0.02331791,0.66081023,0.07417793,0.30801688
-1.83391696,3.66692152,2.29895388,2.32420956,0.76830598,0.14874452,0.02273267,0.63364825,0.07166133,0.29475828
-1.82791396,3.50340816,2.17911541,2.21938253,0.73419671,0.14229188,0.02202602,0.60692182,0.06905474,0.28095102
-1.82191096,3.33710893,2.05595106,2.11124101,0.70113991,0.13589485,0.02121311,0.58092281,0.06637266,0.26676863
-1.81590795,3.16999964,1.93116621,2.00116079,0.66949926,0.12961415,0.02031082,0.55589260,0.06362832,0.25238174
-1.80990495,3.00394708,1.80645184,1.89050654,0.63956307,0.12350101,0.01933725,0.53201803,0.06083406,0.23795445
-1.80390195,2.84066854,1.68343627,1.78059706,0.61153962,0.11759666,0.01831123,0.50942935,0.05800171,0.22364129
-1.79789895,2.68169887,1.56364185,1.67267407,0.58555559,0.11193217,0.01725175,0.48820058,0.05514295,0.20958461
-1.79189595,2.52836597,1.44844830,1.56787507,0.56165763,0.10652873,0.01617751,0.46835185,0.05226964,0.19591266
-1.78589295,2.38177485,1.33906377,1.46721128,0.53981686,0.10139817,0.01510642,0.44985375,0.04939412,0.18273821
-1.77988994,2.24280041,1.23650430,1.37155080,0.51993617,0.09654392,0.01405524,0.43263341,0.04652934,0.17015785
-1.77388694,2.11208855,1.14158197,1.28160741,0.50185968,0.09196215,0.01303922,0.41658190,0.04368896,0.15825181
-1.76788394,1.99006477,1.05490168,1.19793473,0.48538427,0.08764305,0.01207190,0.40156271,0.04088734,0.14708436
