energy_ev,total_up,Se_s_up,Se_p_up,Sn_p_up,Sn_d_up,Ti_p_up,Ti_d_up
-6.00000000,1.89677302,0.05294817,1.10242447,0.10276638,0.00006208,0.79332485,0.54861526
-5.99399700,1.83786591,0.05365129,1.08278491,0.10093547,0.00005548,0.74456153,0.54699792
-5.98799400,1.78150827,0.05417307,1.06364772,0.09891493,0.00004951,0.69868397,0.54523674
-5.98199100,1.72820229,0.05451623,1.04527944,0.09672700,0.00004420,0.65603317,0.54343186
-5.97598799,1.67838930,0.05468778,1.02792891,0.09439683,0.00003955,0.61685900,0.54168941
-5.96998499,1.63245344,0.05469865,1.01182537,0.09195246,0.00003556,0.58132541,0.54011908
-5.96398199,1.59072569,0.05456302,0.99717641,0.08942454,0.00003222,0.54951755,0.53883118
-5.95797899,1.55348818,0.05429767,0.98416589,0.08684600,0.00002952,0.52145027,0.53793343
-5.95197599,1.52097873,0.05392115,0.97295202,0.08425155,0.00002746,0.49707754,0.53752773
-5.94597299,1.49339601,0.05345290,0.96366610,0.08167715,0.00002602,0.47630256,0.53770728
-5.93996998,1.47090543,0.05291250,0.95641220,0.07915947,0.00002519,0.45898807,0.53855437
-5.93396698,1.45364618,0.05231888,0.95126822,0.07673528,0.00002498,0.44496683,0.54013908
-5.92796398,1.44173961,0.05168970,0.94828866,0.07444100,0.00002537,0.43405194,0.54251927
-5.92196098,1.43529909,0.05104084,0.94750924,0.07231230,0.00002638,0.42604686,0.54574185
-5.91595798,1.43444115,0.05038619,0.94895343,0.07038383,0.00002802,0.42075501,0.54984546
-5.90995498,1.43929756,0.04973745,0.95264063,0.06868905,0.00003031,0.41798878,0.55486444
-5.90395198,1.45002778,0.04910432,0.95859574,0.06726027,0.00003329,0.41757770,0.56083383
-5.89794897,1.46683074,0.04849466,0.96685932,0.06612873,0.00003700,0.41937563,0.56779498
-5.89194597,1.48995501,0.04791499,0.97749781,0.06532479,0.00004149,0.42326668,0.57580139
-5.88594297,1.51970593,0.04737095,0.99061269,0.06487812,0.00004680,0.42916965,0.58492418
-5.87993997,1.55644864,0.04686788,1.00634775,0.06481787,0.00005301,0.43704060,0.59525653
-5.87393697,1.60060568,0.04641138,1.02489355,0.06517282,0.00006016,0.44687355,0.60691664
-5.86793397,1.65264823,0.04600781,1.04648817,0.06597127,0.00006831,0.45869884,0.62004855
-5.86193097,1.71308037,0.04566476,1.07141362,0.06724086,0.00007753,0.47257936,0.63482058
-5.85592796,1.78241619,0.04539125,1.09998759,0.06900811,0.00008784,0.48860433,0.65142092
-5.84992496,1.86114998,0.04519793,1.13255031,0.07129777,0.00009930,0.50688107,0.67005053
-5.84392196,1.94972039,0.04509693,1.16944695,0.07413194,0.00011190,0.52752478,0.69091331
-5.83791896,2.04847004,0.04510163,1.21100603,0.07752894,0.00012565,0.55064687,0.71420393
-5.83191596,2.15760250,0.04522621,1.25751493,0.08150219,0.00014050,0.57634229,0.74009393
-5.82591296,2.27713883,0.04548508,1.30919362,0.08605882,0.00015641,0.60467653,0.76871671
-5.81990995,2.40687665,0.04589215,1.36616818,0.09119846,0.00017327,0.63567304,0.80015230
-5.81390695,2.54635409,0.04646004,1.42844571,0.09691205,0.00019097,0.66930166,0.83441289
-5.80790395,2.69482170,0.04719929,1.49589225,0.10318079,0.00020934,0.70546894,0.87142998
-5.80190095,2.85122449,0.04811755,1.56821525,0.10997550,0.00022820,0.74401092,0.91104411
-5.79589795,3.01419623,0.04921890,1.64495209,0.11725618,0.00024732,0.78468890,0.95299795
-5.78989495,3.18206741,0.05050321,1.72546551,0.12497204,0.00026646,0.82718866,0.99693341
-5.78389195,3.35288737,0.05196572,1.80894688,0.13306194,0.00028535,0.87112323,1.04239315
-5.77788894,3.52446060,0.05359678,1.89442737,0.14145526,0.00030371,0.91603929,1.08882670
-5.77188594,3.69439605,0.05538173,1.98079696,0.15007311,0.00032125,0.96142687,1.13560101
-5.76588294,3.86016762,0.05730105,2.06683051,0.15882995,0.00033769,1.00673197,1.18201524
-5.75987994,4.01918337,0.05933067,2.15121986,0.16763541,0.00035273,1.05137153,1.22731898
-5.75387694,4.16886011,0.06144239,2.23261047,0.17639632,0.00036612,1.09474976,1.27073326
-5.74787394,4.30670008,0.06360453,2.30964077,0.18501873,0.00037763,1.13627528,1.31147327
-5.74187094,4.43036578,0.06578265,2.38098257,0.19340996,0.00038705,1.17537788,1.34877187
-5.73586793,4.53774961,0.06794035,2.44538027,0.20148040,0.00039422,1.21152425,1.38190256
-5.72986493,4.62703479,0.07004009,2.50168732,0.20914517,0.00039904,1.24423171,1.41020116
-5.72386193,4.69674492,0.07204410,2.54889817,0.21632536,0.00040142,1.27307949,1.43308498
-5.71785893,4.74578009,0.07391514,2.58617431,0.22294901,0.00040137,1.29771690,1.45006891
-5.71185593,4.77343820,0.07561736,2.61286366,0.22895166,0.00039892,1.31786835,1.46077765
-5.70585293,4.77942111,0.07711701,2.62851258,0.23427662,0.00039414,1.33333506,1.46495384
-5.69984992,4.76382627,0.07838307,2.63287049,0.23887486,0.00038718,1.34399368,1.46246194
-5.69384692,4.72712476,0.07938784,2.62588753,0.24270474,0.00037820,1.34979227,1.45328787
-5.68784392,4.67012805,0.08010745,2.60770579,0.24573161,0.00036740,1.35074422,1.43753485
-5.68184092,4.59394576,0.08052220,2.57864530,0.24792723,0.00035501,1.34692064,1.41541579
-5.67583792,4.49993733,0.08061690,2.53918582,0.24926940,0.00034128,1.33844205,1.38724287
-5.66983492,4.38966036,0.08038111,2.48994588,0.24974155,0.00032646,1.32547006,1.35341501
-5.66383192,4.26481872,0.07980926,2.43166039,0.24933263,0.00031080,1.30819967,1.31440396
-5.65782891,4.12721272,0.07890074,2.36515798,0.24803716,0.00029456,1.28685266,1.27073961
-5.65182591,3.97869366,0.07765989,2.29133922,0.24585548,0.00027797,1.26167256,1.22299523
-5.64582291,3.82112428,0.07609591,2.21115662,0.24279432,0.00026126,1.23292126,1.17177324
-5.63981991,3.65634616,0.07422274,2.12559689,0.23886743,0.00024463,1.20087743,1.11769177
-5.63381691,3.48615455,0.07205875,2.03566586,0.23409638,0.00022825,1.16583645,1.06137257
-5.62781391,3.31228031,0.06962648,1.94237624,0.22851134,0.00021227,1.12811163,1.00343033
-5.62181091,3.13637862,0.06695224,1.84673773,0.22215186,0.00019683,1.08803626,0.94446353
-5.61580790,2.96002314,0.06406559,1.74974956,0.21506736,0.00018201,1.04596597,0.88504693
-5.60980490,2.78470460,0.06099885,1.65239459,0.20731748,0.00016792,1.00228092,0.82572549
-5.60380190,2.61183228,0.05778648,1.55563467,0.19897203,0.00015459,0.95738724,0.76700978
-5.59779890,2.44273705,0.05446440,1.46040656,0.19011059,0.00014207,0.91171730,0.70937261
-5.59179590,2.27867468,0.05106935,1.36761795,0.18082166,0.00013040,0.86572846,0.65324679
-5.58579290,2.12082824,0.04763817,1.27814307,0.17120147,0.00011959,0.81989997,0.59902386
-5.57978989,1.97030889,0.04420715,1.19281764,0.16135231,0.00010964,0.77472808,0.54705367
-5.57378689,1.82815439,0.04081133,1.11243280,0.15138066,0.00010055,0.73071921,0.49764467
-5.56778389,1.69532515,0.03748392,1.03772814,0.14139494,0.00009233,0.68838151,0.45106479
-5.56178089,1.57269782,0.03425576,0.96938376,0.13150322,0.00008497,0.64821494,0.40754283
-5.55577789,1.46105678,0.03115490,0.90801154,0.12181078,0.00007846,0.61070046,0.36727030
-5.54977489,1.36108393,0.02820620,0.85414602,0.11241781,0.00007280,0.57628849,0.33040361
-5.54377189,1.27334752,0.02543110,0.80823510,0.10341718,0.00006798,0.54538747,0.29706648
-5.53776888,1.19829061,0.02284748,0.77063104,0.09489251,0.00006400,0.51835276,0.26735252
-5.53176588,1.13622016,0.02046960,0.74158221,0.08691653,0.00006084,0.49547642,0.24132793
-5.52576288,1.08729731,0.01830817,0.72122599,0.07954982,0.00005851,0.47697848,0.21903408
-5.51975988,1.05152959,0.01637046,0.70958325,0.07283993,0.00005699,0.46299980,0.20048998
-5.51375688,1.02876581,0.01466049,0.70655479,0.06682104,0.00005627,0.45359711,0.18569451
-5.50775388,1.01869409,0.01317931,0.71192016,0.06151386,0.00005634,0.44874028,0.17462824
