energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,2.62195316,0.00316301,0.59635942,0.56485754,0.27816160,0.01806634,0.82382548,2.15175691,0.62845999
-5.99399700,2.66121399,0.00332327,0.60003372,0.57738804,0.28738607,0.01920664,0.84094996,2.17408225,0.63509019
-5.98799400,2.69347598,0.00349141,0.60120382,0.58877448,0.29691825,0.02034939,0.85707427,2.18646018,0.63972047
-5.98199100,2.71775763,0.00366457,0.59977346,0.59874249,0.30653407,0.02147902,0.87177229,2.18851380,0.64214353
-5.97598799,2.73336140,0.00384003,0.59572415,0.60707971,0.31601935,0.02257902,0.88469257,2.18015931,0.64222970
-5.96998499,2.73988999,0.00401522,0.58911519,0.61364155,0.32517542,0.02363223,0.89556641,2.16160864,0.63993001
-5.96398199,2.73725317,0.00418780,0.58008121,0.61835491,0.33382425,0.02462122,0.90421378,2.13336223,0.63527657
-5.95797899,2.72566542,0.00435570,0.56882722,0.62121985,0.34181310,0.02552870,0.91054658,2.09619229,0.62838039
-5.95197599,2.70563417,0.00451715,0.55562157,0.62230898,0.34901849,0.02633797,0.91456935,2.05111719,0.61942665
-5.94597299,2.67793927,0.00467073,0.54078698,0.62176460,0.35534928,0.02703342,0.91637727,1.99936775,0.60866761
-5.93996998,2.64360416,0.00481536,0.52468995,0.61979353,0.36074885,0.02760102,0.91615134,1.94234685,0.59641349
-5.93396698,2.60385973,0.00495036,0.50772907,0.61665976,0.36519605,0.02802871,0.91415090,1.88158361,0.58302155
-5.92796398,2.56010185,0.00507540,0.49032247,0.61267507,0.36870505,0.02830693,0.91070356,1.81868387,0.56888375
-5.92196098,2.51384387,0.00519052,0.47289500,0.60818784,0.37132385,0.02842891,0.90619269,1.75527880,0.55441350
-5.91595798,2.46666573,0.00529604,0.45586544,0.60357046,0.37313155,0.02839096,0.90104297,1.69297324,0.54003178
-5.90995498,2.42016103,0.00539259,0.43963421,0.59920566,0.37423444,0.02819269,0.89570429,1.63329580,0.52615328
-5.90395198,2.37588410,0.00548099,0.42457203,0.59547239,0.37476103,0.02783706,0.89063457,1.57765236,0.51317287
-5.89794897,2.33529865,0.00556217,0.41100975,0.59273164,0.37485608,0.02733035,0.88628223,1.52728445,0.50145301
-5.89194597,2.29972995,0.00563715,0.39922975,0.59131291,0.37467414,0.02668203,0.88306883,1.48323413,0.49131238
-5.88594297,2.27032237,0.00570689,0.38945918,0.59150183,0.37437260,0.02590446,0.88137278,1.44631637,0.48301627
-5.87993997,2.24800368,0.00577224,0.38186510,0.59352958,0.37410474,0.02501256,0.88151480,1.41709986,0.47676895
-5.87393697,2.23345784,0.00583385,0.37655178,0.59756451,0.37401309,0.02402336,0.88374579,1.39589694,0.47270835
-5.86793397,2.22710725,0.00589210,0.37356016,0.60370649,0.37422340,0.02295550,0.88823780,1.38276266,0.47090330
-5.86193097,2.22910536,0.00594706,0.37286941,0.61198431,0.37483957,0.02182868,0.89507859,1.37750312,0.47135328
-5.85592796,2.23933994,0.00599843,0.37440050,0.62235618,0.37593975,0.02066309,0.90427014,1.37969256,0.47399084
-5.84992496,2.25744716,0.00604554,0.37802171,0.63471349,0.37757390,0.01947891,0.91573118,1.38869831,0.47868646
-5.84392196,2.28283569,0.00608738,0.38355571,0.64888762,0.37976283,0.01829572,0.92930383,1.40371276,0.48525575
-5.83791896,2.31471997,0.00612261,0.39078801,0.66465954,0.38249887,0.01713211,0.94476393,1.42379075,0.49346864
-5.83191596,2.35216116,0.00614963,0.39947636,0.68177162,0.38574801,0.01600523,0.96183472,1.44789092,0.50306014
-5.82591296,2.39411378,0.00616664,0.40936087,0.69994120,0.38945346,0.01493052,0.98020296,1.47491927,0.51374228
-5.81990995,2.43947603,0.00617179,0.42017414,0.71887506,0.39354030,0.01392148,0.99953692,1.50377299,0.52521665
-5.81390695,2.48714106,0.00616322,0.43165139,0.73828410,0.39792106,0.01298950,1.01950496,1.53338283,0.53718696
-5.80790395,2.53604704,0.00613922,0.44353974,0.75789735,0.40250176,0.01214386,1.03979388,1.56275208,0.54937117
-5.80190095,2.58522316,0.00609833,0.45560665,0.77747464,0.40718808,0.01139174,1.06012587,1.59099057,0.56151246
-5.79589795,2.63382952,0.00603941,0.46764686,0.79681696,0.41189129,0.01073829,1.08027309,1.61734235,0.57338878
-5.78989495,2.68118868,0.00596180,0.47948773,0.81577424,0.41653358,0.01018684,1.10006899,1.64120587,0.58482026
-5.78389195,2.72680746,0.00586529,0.49099279,0.83424971,0.42105244,0.00973900,1.11941570,1.66214587,0.59567440
-5.77788894,2.77038773,0.00575026,0.50206324,0.85220091,0.42540385,0.00939494,1.13828697,1.67989690,0.60586867
-5.77188594,2.81182580,0.00561763,0.51263752,0.86963706,0.42956410,0.00915355,1.15672645,1.69435825,0.61537053
-5.76588294,2.85120062,0.00546888,0.52268895,0.88661299,0.43353012,0.00901265,1.17484141,1.70558116,0.62419474
-5.75987994,2.88875130,0.00530600,0.53222169,0.90322001,0.43731844,0.00896918,1.19279208,1.71374892,0.63239832
-5.75387694,2.92484570,0.00513143,0.54126518,0.91957427,0.44096263,0.00901930,1.21077741,1.71915151,0.64007341
-5.74787394,2.95994155,0.00494798,0.54986745,0.93580328,0.44450974,0.00915857,1.22901792,1.72215595,0.64733826
-5.74187094,2.99454266,0.00475871,0.55808778,0.95203140,0.44801566,0.00938197,1.24773664,1.72317445,0.65432714
-5.73586793,3.02915272,0.00456682,0.56598895,0.96836527,0.45153995,0.00968394,1.26713937,1.72263204,0.66117947
-5.72986493,3.06422936,0.00437553,0.57362966,0.98488002,0.45514040,0.01005839,1.28739538,1.72093544,0.66802894
-5.72386193,3.10014121,0.00418795,0.58105758,1.00160726,0.45886767,0.01049869,1.30861971,1.71844512,0.67499310
-5.71785893,3.13713046,0.00400701,0.58830329,1.01852542,0.46276041,0.01099762,1.33085821,1.71545173,0.68216403
-5.71185593,3.17528324,0.00383529,0.59537558,1.03555339,0.46684113,0.01154734,1.35407633,1.71215839,0.68960071
-5.70585293,3.21450947,0.00367499,0.60225834,1.05254765,0.47111322,0.01213932,1.37815234,1.70866938,0.69732324
-5.69984992,3.25453352,0.00352785,0.60890915,1.06930342,0.47555913,0.01276437,1.40287545,1.70498594,0.70530959
-5.69384692,3.29489639,0.00339512,0.61525979,1.08555964,0.48014008,0.01341262,1.42794930,1.70100892,0.71349477
-5.68784392,3.33496921,0.00327752,0.62121852,1.10100775,0.48479713,0.01407359,1.45300045,1.69654812,0.72177261
-5.68184092,3.37397763,0.00317529,0.62667399,1.11530385,0.48945368,0.01473624,1.47759182,1.69133732,0.73000008
-5.67583792,3.41103575,0.00308819,0.63150070,1.12808357,0.49401936,0.01538913,1.50124020,1.68505409,0.73800385
-5.66983492,3.44518772,0.00301559,0.63556552,1.13897891,0.49839480,0.01602058,1.52343716,1.67734290,0.74558884
-5.66383192,3.47545489,0.00295650,0.63873498,1.14763626,0.50247737,0.01661891,1.54367219,1.66784015,0.75254819
-5.65782891,3.50088582,0.00290970,0.64088294,1.15373443,0.50616723,0.01717266,1.56145686,1.65619944,0.75867420
-5.65182591,3.52060649,0.00287377,0.64189809,1.15700196,0.50937360,0.01767086,1.57634876,1.64211567,0.76376959
-5.64582291,3.53386787,0.00284728,0.64169092,1.15723260,0.51202067,0.01810333,1.58797389,1.62534644,0.76765855
-5.63981991,3.54008819,0.00282879,0.64019979,1.15429816,0.51405283,0.01846097,1.59604631,1.60572963,0.77019676
-5.63381691,3.53888757,0.00281702,0.63739554,1.14815807,0.51543902,0.01873598,1.60038390,1.58319623,0.77128012
-5.62781391,3.53011303,0.00281086,0.63328465,1.13886499,0.51617564,0.01892216,1.60091945,1.55777764,0.77085139
-5.62181091,3.51385242,0.00280949,0.62791054,1.12656628,0.51628811,0.01901502,1.59770625,1.52960741,0.76890463
-5.61580790,3.49043643,0.00281242,0.62135295,1.11150116,0.51583076,0.01901199,1.59091803,1.49891713,0.76548691
-5.60980490,3.46042848,0.00281949,0.61372556,1.09399355,0.51488495,0.01891246,1.58084300,1.46602722,0.76069744
-5.60380190,3.42460298,0.00283092,0.60517179,1.07444115,0.51355579,0.01871777,1.56787241,1.43133301,0.75468393
-5.59779890,3.38391305,0.00284727,0.59585908,1.05330112,0.51196715,0.01843118,1.55248395,1.39528712,0.74763647
-5.59179590,3.33944932,0.00286942,0.58597205,1.03107301,0.51025567,0.01805773,1.53522117,1.35837927,0.73977923
-5.58579290,3.29239203,0.00289854,0.57570467,1.00827989,0.50856375,0.01760404,1.51666953,1.32111460,0.73136038
-5.57978989,3.24395889,0.00293598,0.56525213,0.98544853,0.50703204,0.01707808,1.49743065,1.28399185,0.72264073
-5.57378689,3.19535140,0.00298322,0.55480259,0.96308946,0.50579185,0.01648889,1.47809595,1.24748247,0.71388180
-5.56778389,3.14770238,0.00304176,0.54452942,0.94167791,0.50495785,0.01584629,1.45922087,1.21201176,0.70533377
-5.56178089,3.10202743,0.00311302,0.53458414,0.92163655,0.50462159,0.01516052,1.44130132,1.17794295,0.69722403
-5.55577789,3.05918271,0.00319824,0.52509057,0.90332057,0.50484608,0.01444198,1.42475321,1.14556495,0.68974689
-5.54977489,3.01983110,0.00329839,0.51614030,0.88700599,0.50566194,0.01370090,1.40989628,1.11508410,0.68305492
-5.54377189,2.98441838,0.00341403,0.50778974,0.87288145,0.50706517,0.01294709,1.39694299,1.08662032,0.67725239
-5.53776888,2.95316043,0.00354528,0.50005884,0.86104386,0.50901697,0.01218971,1.38599291,1.06020746,0.67239102
-5.53176588,2.92604190,0.00369171,0.49293144,0.85149796,0.51144538,0.01143705,1.37703294,1.03579767,0.66846834
-5.52576288,2.90282627,0.00385231,0.48635723,0.84415982,0.51424897,0.01069647,1.36994324,1.01326938,0.66542855
-5.51975988,2.88307646,0.00402546,0.48025510,0.83886388,0.51730217,0.00997423,1.36450849,0.99243815,0.66316590
-5.51375688,2.86618487,0.00420892,0.47451771,0.83537322,0.52046223,0.00927553,1.36043382,0.97306980,0.66153033
-5.50775388,2.85141097,0.00439986,0.46901699,0.83339248,0.52357723,0.00860447,1.35736463,0.95489502,0.66033509
-5.50175088,2.83792458,0.00459492,0.46361036,0.83258280,0.52649489,0.00796410,1.35490900,0.93762452,0.65936584
-5.49574787,2.82485233,0.00479027,0.45814721,0.83257806,0.52907165,0.00735653,1.35266176,0.92096417,0.65839087
-5.48974487,2.81132511,0.00498172,0.45247548,0.83300167,0.53118149,0.00678300,1.35022871,0.90462924,0.65717189
-5.48374187,2.79652391,0.00516486,0.44644805,0.83348312,0.53272404,0.00624402,1.34724980,0.88835712,0.65547485
-5.47773887,2.77972187,0.00533516,0.43992863,0.83367360,0.53363154,0.00573946,1.34342010,0.87191820,0.65308029
-5.47173587,2.76032050,0.00548812,0.43279690,0.83325999,0.53387408,0.00526874,1.33850725,0.85512427,0.64979273
-5.46573287,2.73787827,0.00561947,0.42495293,0.83197663,0.53346304,0.00483089,1.33236479,0.83783445,0.64544878
-5.45972986,2.71213043,0.00572525,0.41632045,0.82961439,0.53245223,0.00442468,1.32494038,0.81995840,0.63992350
-5.45372686,2.68299905,0.00580200,0.40684927,0.82602676,0.53093674,0.00404872,1.31627864,0.80145689,0.63313481
-5.44772386,2.65059308,0.00584684,0.39651641,0.82113264,0.52904949,0.00370155,1.30651846,0.78233984,0.62504587
-5.44172086,2.61519854,0.00585764,0.38532629,0.81491594,0.52695553,0.00338172,1.29588488,0.76266219,0.61566529
-5.43571786,2.57725954,0.00583300,0.37330991,0.80742201,0.52484442,0.00308779,1.28467606,0.74251783,0.60504525
-5.42971486,2.53735135,0.00577238,0.36052304,0.79875121,0.52292093,0.00281845,1.27324590,0.72203197,0.59327775
-5.42371186,2.49614688,0.00567608,0.34704366,0.78904997,0.52139463,0.00257248,1.26198348,0.70135261,0.58048913
-5.41770885,2.45437862,0.00554523,0.33296872,0.77850001,0.52046877,0.00234882,1.25129024,0.68064124,0.56683329
-5.41170585,2.41279802,0.00538175,0.31841043,0.76730613,0.52032910,0.00214657,1.24155617,0.66006362,0.55248393
-5.40570285,2.37213447,0.00518828,0.30349220,0.75568341,0.52113318,0.00196500,1.23313643,0.63978081,0.53762629
-5.39969985,2.33305617,0.00496806,0.28834445,0.74384445,0.52300077,0.00180356,1.22632949,0.61994106,0.52244870
-5.39369685,2.29613487,0.00472483,0.27310044,0.73198732,0.52600576,0.00166192,1.22135817,0.60067279,0.50713457
-5.38769385,2.26181633,0.00446274,0.25789232,0.72028482,0.53017013,0.00153993,1.21835446,0.58207914,0.49185503
-5.38169085,2.23039799,0.00418612,0.24284750,0.70887573,0.53546037,0.00143767,1.21734900,0.56423410,0.47676273
-5.37568784,2.20201501,0.00389943,0.22808545,0.69785821,0.54178635,0.00135548,1.21826584,0.54718056,0.46198690
-5.36968484,2.17663518,0.00360710,0.21371518,0.68728595,0.54900299,0.00129392,1.22092269,0.53093015,0.44763010
-5.36368184,2.15406294,0.00331338,0.19983320,0.67716692,0.55691449,0.00125385,1.22503663,0.51546488,0.43376654
-5.35767884,2.13395198,0.00302226,0.18652230,0.66746483,0.56528103,0.00123638,1.23023500,0.50074043,0.42044212
-5.35167584,2.11582576,0.00273736,0.17385088,0.65810313,0.57382755,0.00124290,1.23607082,0.48669082,0.40767608
-5.34567284,2.09910446,0.00246190,0.16187294,0.64897114,0.58225429,0.00127509,1.24204190,0.47323416,0.39546396
