energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.24362181,3.99649689,0.69976419,2.18130668,0.00843527,0.27867831,1.09555892,0.94439528,0.02417798,0.49306602
-5.23761881,3.94932799,0.67799711,2.14421986,0.00867336,0.27456945,1.06066992,0.94542821,0.02451711,0.48762128
-5.23161581,3.90078505,0.65582716,2.10626966,0.00892279,0.27072968,1.02662010,0.94609712,0.02480305,0.48169563
-5.22561281,3.85028931,0.63327353,2.06726885,0.00917985,0.26707372,0.99325601,0.94619077,0.02502997,0.47523891
-5.21960980,3.79725162,0.61036443,2.02701780,0.00943987,0.26351690,0.96041352,0.94549887,0.02519260,0.46819744
-5.21360680,3.74109708,0.58713810,1.98531778,0.00969738,0.25997714,0.92792767,0.94381715,0.02528639,0.46051705
-5.20760380,3.68128951,0.56364341,1.94198421,0.00994625,0.25637672,0.89564171,0.94095243,0.02530763,0.45214639
-5.20160080,3.61735504,0.53993992,1.89685948,0.01017986,0.25264392,0.86341518,0.93672777,0.02525360,0.44304019
-5.19559780,3.54890371,0.51609755,1.84982482,0.01039134,0.24871444,0.83113066,0.93098724,0.02512261,0.43316255
-5.18959480,3.47564857,0.49219588,1.80081077,0.01057382,0.24453258,0.79869922,0.92360035,0.02491413,0.42248994
-5.18359180,3.39742142,0.46832325,1.74980582,0.01072064,0.24005217,0.76606432,0.91446583,0.02462878,0.41101385
-5.17758879,3.31418477,0.44457559,1.69686300,0.01082569,0.23523729,0.73320418,0.90351456,0.02426829,0.39874292
-5.17158579,3.22603951,0.42105520,1.64210420,0.01088354,0.23006272,0.70013278,0.89071176,0.02383552,0.38570461
-5.16558279,3.13322833,0.39786949,1.58572202,0.01088977,0.22451415,0.66689931,0.87605807,0.02333431,0.37194609
-5.15957979,3.03613465,0.37512978,1.52797933,0.01084104,0.21858817,0.63358654,0.85958970,0.02276944,0.35753451
-5.15357679,2.93527740,0.35295005,1.46920650,0.01073535,0.21229200,0.60030793,0.84137761,0.02214645,0.34255655
-5.14757379,2.83130192,0.33144595,1.40979656,0.01057201,0.20564308,0.56720395,0.82152575,0.02147151,0.32711730
-5.14157079,2.72496748,0.31073377,1.35019862,0.01035178,0.19866841,0.53443761,0.80016847,0.02075124,0.31133850
-5.13556778,2.61713204,0.29092960,1.29090974,0.01007678,0.19140372,0.50218956,0.77746728,0.01999259,0.29535617
-5.12956478,2.50873481,0.27214846,1.23246583,0.00975045,0.18389255,0.47065283,0.75360703,0.01920262,0.27931791
-5.12356178,2.40077738,0.25450358,1.17543167,0.00937743,0.17618511,0.44002751,0.72879173,0.01838839,0.26337974
-5.11755878,2.29430402,0.23810555,1.12039064,0.00896339,0.16833714,0.41051553,0.70324015,0.01755679,0.24770270
-5.11155578,2.19038165,0.22306152,1.06793427,0.00851485,0.16040860,0.38231563,0.67718135,0.01671445,0.23244948
-5.10555278,2.09008012,0.20947419,1.01865192,0.00803895,0.15246240,0.35561869,0.65085024,0.01586761,0.21778086
-5.09954977,1.99445296,0.19744073,0.97312073,0.00754321,0.14456304,0.33060361,0.62448331,0.01502205,0.20385244
-5.09354677,1.90451904,0.18705143,0.93189589,0.00703533,0.13677529,0.30743350,0.59831457,0.01418306,0.19081140
-5.08754377,1.82124510,0.17838825,0.89550126,0.00652294,0.12916288,0.28625262,0.57257183,0.01335537,0.17879364
-5.08154077,1.74552934,0.17152297,0.86442033,0.00601339,0.12178727,0.26718375,0.54747313,0.01254320,0.16792118
-5.07553777,1.67818589,0.16651532,0.83908734,0.00551359,0.11470649,0.25032605,0.52322362,0.01175018,0.15829989
-5.06953477,1.61993021,0.16341075,0.81987869,0.00502985,0.10797400,0.23575351,0.50001265,0.01097948,0.15001760
-5.06353177,1.57136537,0.16223820,0.80710436,0.00456771,0.10163782,0.22351377,0.47801116,0.01023377,0.14314261
-5.05752876,1.53296924,0.16300774,0.80099958,0.00413196,0.09573961,0.21362738,0.45736929,0.00951528,0.13772248
-5.05152576,1.50508267,0.16570834,0.80171675,0.00372646,0.09031402,0.20608743,0.43821441,0.00882586,0.13378325
-5.04552276,1.48789903,0.17030572,0.80931777,0.00335422,0.08538818,0.20085949,0.42064929,0.00816702,0.13132902
-5.03951976,1.48145534,0.17674063,0.82376717,0.00301738,0.08098131,0.19788203,0.40475076,0.00753995,0.13034180
-5.03351676,1.48562562,0.18492751,0.84492643,0.00271722,0.07710460,0.19706709,0.39056876,0.00694560,0.13078185
-5.02751376,1.50011707,0.19475381,0.87254991,0.00245426,0.07376122,0.19830139,0.37812581,0.00638468,0.13258826
-5.02151076,1.52446960,0.20608004,0.90628292,0.00222830,0.07094662,0.20144799,0.36741723,0.00585772,0.13568005
-5.01550775,1.55805965,0.21874073,0.94566262,0.00203851,0.06864898,0.20634833,0.35841190,0.00536506,0.13995755
-5.00950475,1.60010866,0.23254637,0.99012197,0.00188356,0.06684989,0.21282493,0.35105387,0.00490693,0.14530430
-5.00350175,1.64969683,0.24728633,1.03899748,0.00176166,0.06552529,0.22068469,0.34526469,0.00448339,0.15158939
-4.99749875,1.70578246,0.26273288,1.09154074,0.00167066,0.06464658,0.22972276,0.34094667,0.00409444,0.15867015
-4.99149575,1.76722671,0.27864620,1.14693400,0.00160820,0.06418187,0.23972709,0.33798683,0.00373999,0.16639540
-4.98549275,1.83282377,0.29478031,1.20430961,0.00157173,0.06409741,0.25048353,0.33626162,0.00341990,0.17460896
-4.97948974,1.90133552,0.31088965,1.26277292,0.00155864,0.06435913,0.26178135,0.33564223,0.00313399,0.18315357
-4.97348674,1.97152981,0.32673632,1.32142806,0.00156629,0.06493412,0.27341916,0.33600030,0.00288214,0.19187505
-4.96748374,2.04222098,0.34209745,1.37940565,0.00159213,0.06579225,0.28521088,0.33721377,0.00266423,0.20062645
-4.96148074,2.11231104,0.35677262,1.43589139,0.00163371,0.06690750,0.29699163,0.33917266,0.00248026,0.20927237
-4.95547774,2.18082957,0.37059082,1.49015429,0.00168880,0.06825930,0.30862330,0.34178451,0.00233035,0.21769292
-4.94947474,2.24697038,0.38341674,1.54157311,0.00175534,0.06983351,0.31999940,0.34497904,0.00221476,0.22578745
-4.94347174,2.31012309,0.39515600,1.58965964,0.00183158,0.07162313,0.33104899,0.34871197,0.00213399,0.23347760
-4.93746873,2.36989750,0.40575901,1.63407752,0.00191602,0.07362867,0.34173949,0.35296754,0.00208870,0.24070982
-4.93146573,2.42613942,0.41522326,1.67465539,0.00200748,0.07585808,0.35207791,0.35775965,0.00207985,0.24745688
-4.92546273,2.47893638,0.42359378,1.71139344,0.00210511,0.07832624,0.36211059,0.36313140,0.00210859,0.25371846
-4.91945973,2.52861275,0.43096176,1.74446263,0.00220835,0.08105407,0.37192120,0.36915311,0.00217634,0.25952071
-4.91345673,2.57571364,0.43746118,1.77419642,0.00231693,0.08406714,0.38162690,0.37591859,0.00228470,0.26491467
-4.90745373,2.62097825,0.44326368,1.80107501,0.00243089,0.08739396,0.39137292,0.38354010,0.00243546,0.26997365
-4.90145073,2.66530326,0.44857171,1.82570270,0.00255045,0.09106390,0.40132560,0.39214192,0.00263053,0.27478959
-4.89544772,2.70969808,0.45361031,1.84877921,0.00267608,0.09510497,0.41166404,0.40185297,0.00287186,0.27946861
-4.88944472,2.75523362,0.45861783,1.87106630,0.00280835,0.09954138,0.42257096,0.41279884,0.00316139,0.28412579
-4.88344172,2.80298729,0.46383591,1.89335121,0.00294791,0.10439113,0.43422290,0.42509351,0.00350089,0.28887965
-4.87743872,2.85398667,0.46949931,1.91640867,0.00309544,0.10966374,0.44678038,0.43883137,0.00389194,0.29384626
-4.87143572,2.90915484,0.47582594,1.94096349,0.00325155,0.11535819,0.46037834,0.45407979,0.00433576,0.29913359
-4.86543272,2.96925994,0.48300747,1.96765535,0.00341676,0.12146120,0.47511754,0.47087277,0.00483312,0.30483613
-4.85942971,3.03487175,0.49120114,1.99700778,0.00359137,0.12794599,0.49105714,0.48920603,0.00538422,0.31103010
-4.85342671,3.10632727,0.50052287,2.02940272,0.00377549,0.13477158,0.50820896,0.50903372,0.00598858,0.31776959
-4.84742371,3.18370715,0.51104219,2.06506185,0.00396894,0.14188264,0.52653371,0.53026714,0.00664495,0.32508370
-4.84142071,3.26682410,0.52277902,2.10403567,0.00417125,0.14921002,0.54593943,0.55277529,0.00735122,0.33297476
-4.83541771,3.35522365,0.53570247,2.14620061,0.00438164,0.15667187,0.56628211,0.57638758,0.00810433,0.34141790
-4.82941471,3.44819719,0.54973171,2.19126415,0.00459901,0.16417532,0.58736867,0.60089826,0.00890029,0.35036178
-4.82341171,3.54480632,0.56473870,2.23877757,0.00482198,0.17161872,0.60896203,0.62607253,0.00973405,0.35973045
-4.81740870,3.64391715,0.58055276,2.28815540,0.00504892,0.17889430,0.63078801,0.65165390,0.01059961,0.36942636
-4.81140570,3.74424251,0.59696660,2.33870041,0.00527803,0.18589110,0.65254389,0.67737251,0.01148999,0.37933413
-4.80540270,3.84438992,0.61374357,2.38963270,0.00550737,0.19249815,0.67390805,0.70295385,0.01239731,0.38932500
-4.79939970,3.94291250,0.63062579,2.44012131,0.00573494,0.19860768,0.69455028,0.72812747,0.01331290,0.39926168
-4.79339670,4.03836059,0.64734271,2.48931666,0.00595884,0.20411821,0.71414236,0.75263523,0.01422742,0.40900339
-4.78739370,4.12933121,0.66361993,2.53638225,0.00617728,0.20893751,0.73236836,0.77623868,0.01513101,0.41841072
-4.78139070,4.21451325,0.67918761,2.58052415,0.00638872,0.21298513,0.74893417,0.79872511,0.01601347,0.42735023
-4.77538769,4.29272646,0.69378852,2.62101688,0.00659196,0.21619459,0.76357599,0.81991213,0.01686448,0.43569847
-4.76938469,4.36295268,0.70718512,2.65722481,0.00678621,0.21851499,0.77606733,0.83965049,0.01767380,0.44334538
-4.76338169,4.42435823,0.71916570,2.68861833,0.00697114,0.21991216,0.78622440,0.85782515,0.01843151,0.45019680
-4.75737869,4.47630725,0.72954919,2.71478433,0.00714695,0.22036913,0.79390966,0.87435457,0.01912823,0.45617618
-4.75137569,4.51836581,0.73818872,2.73543105,0.00731439,0.21988613,0.79903354,0.88918845,0.01975535,0.46122546
-4.74537269,4.55029749,0.74497375,2.75038750,0.00747473,0.21847995,0.80155436,0.90230408,0.02030523,0.46530505
-4.73936968,4.57205142,0.74983084,2.75959793,0.00762973,0.21618293,0.80147671,0.91370172,0.02077137,0.46839318
-4.73336668,4.58374412,0.75272309,2.76311223,0.00778160,0.21304142,0.79884824,0.92339934,0.02114860,0.47048453
-4.72736368,4.58563676,0.75364841,2.76107302,0.00793286,0.20911397,0.79375551,0.93142710,0.02143314,0.47158852
-4.72136068,4.57810963,0.75263664,2.75370059,0.00808628,0.20446924,0.78631886,0.93782215,0.02162273,0.47172722
-4.71535768,4.56163558,0.74974593,2.74127676,0.00824469,0.19918384,0.77668686,0.94262391,0.02171662,0.47093314
-4.70935468,4.53675420,0.74505836,2.72412858,0.00841083,0.19333995,0.76503062,0.94587047,0.02171557,0.46924716
-4.70335168,4.50404834,0.73867520,2.70261313,0.00858720,0.18702319,0.75153816,0.94759607,0.02162180,0.46671645
-4.69734867,4.46412425,0.73071199,2.67710401,0.00877591,0.18032041,0.73640929,0.94783019,0.02143885,0.46339292
-4.69134567,4.41759641,0.72129363,2.64798046,0.00897849,0.17331777,0.71985104,0.94659804,0.02117149,0.45933191
-4.68534267,4.36507778,0.71054985,2.61561951,0.00919576,0.16609903,0.70207390,0.94392267,0.02082554,0.45459143
-4.67933967,4.30717559,0.69861110,2.58039147,0.00942777,0.15874409,0.68328893,0.93982839,0.02040765,0.44923187
-4.67333667,4.24449272,0.68560516,2.54265892,0.00967365,0.15132786,0.66370574,0.93434545,0.01992516,0.44331618
-4.66733367,4.17763405,0.67165452,2.50277890,0.00993167,0.14391936,0.64353131,0.92751548,0.01938587,0.43691053
-4.66133067,4.10721701,0.65687470,2.46110797,0.01019919,0.13658120,0.62296949,0.91939746,0.01879784,0.43008522
-4.65532766,4.03388509,0.64137341,2.41800956,0.01047277,0.12936928,0.60222115,0.91007373,0.01816924,0.42291594
-4.64932466,3.95832293,0.62525063,2.37386283,0.01074831,0.12233272,0.58148461,0.89965557,0.01750815,0.41548502
-4.64332166,3.88127145,0.60859953,2.32907209,0.01102115,0.11551401,0.56095626,0.88828786,0.01682249,0.40788273
