energy_ev,total_up,Al_p_up,Al_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-6.00000000,2.18931701,0.05333451,0.00000000,1.94839286,0.63679301,0.01430121,1.42496738
-5.99399700,2.18718349,0.05329351,0.00000000,1.93014411,0.64302541,0.01396018,1.42071867
-5.98799400,2.17936958,0.05307004,0.00000000,1.90501259,0.64845925,0.01355653,1.41319829
-5.98199100,2.16679150,0.05268764,0.00000000,1.87415938,0.65317231,0.01310084,1.40304738
-5.97598799,2.15048644,0.05217399,0.00000000,1.83888494,0.65725397,0.01260485,1.39096897
-5.96998499,2.13158307,0.05155999,0.00000000,1.80059177,0.66080382,0.01208108,1.37770836
-5.96398199,2.11126982,0.05087879,0.00000000,1.76074414,0.66393044,0.01154245,1.36403293
-5.95797899,2.09076173,0.05016465,0.00000000,1.72082593,0.66675022,0.01100192,1.35071169
-5.95197599,2.07126675,0.04945183,0.00000000,1.68229809,0.66938595,0.01047207,1.33849497
-5.94597299,2.05395197,0.04877353,0.00000000,1.64655671,0.67196517,0.00996483,1.32809483
-5.93996998,2.03991085,0.04816070,0.00000000,1.61489310,0.67461807,0.00949106,1.32016647
-5.93396698,2.03013195,0.04764112,0.00000000,1.58845689,0.67747482,0.00906034,1.31529092
-5.92796398,2.02547006,0.04723842,0.00000000,1.56822318,0.68066252,0.00868069,1.31395954
-5.92196098,2.02662039,0.04697132,0.00000000,1.55496470,0.68430148,0.00835837,1.31656048
-5.91595798,2.03409648,0.04685299,0.00000000,1.54922959,0.68850132,0.00809781,1.32336754
-5.90995498,2.04821265,0.04689055,0.00000000,1.55132563,0.69335673,0.00790143,1.33453163
-5.90395198,2.06907153,0.04708487,0.00000000,1.56131123,0.69894335,0.00776973,1.35007526
-5.89794897,2.09655721,0.04743044,0.00000000,1.57899360,0.70531393,0.00770122,1.36989012
-5.89194597,2.13033463,0.04791551,0.00000000,1.60393413,0.71249506,0.00769259,1.39373829
-5.88594297,2.16985539,0.04852246,0.00000000,1.63546118,0.72048480,0.00773880,1.42125693
-5.87993997,2.21437019,0.04922830,0.00000000,1.67268969,0.72925140,0.00783330,1.45196672
-5.87393697,2.26294790,0.05000537,0.00000000,1.71454752,0.73873331,0.00796821,1.48528398
-5.86793397,2.31450084,0.05082225,0.00000000,1.75980761,0.74884065,0.00813462,1.52053625
-5.86193097,2.36781578,0.05164471,0.00000000,1.80712521,0.75945804,0.00832286,1.55698109
-5.85592796,2.42158986,0.05243681,0.00000000,1.85507903,0.77044881,0.00852281,1.59382748
-5.84992496,2.47447008,0.05316207,0.00000000,1.90221510,0.78166034,0.00872420,1.63025930
-5.84392196,2.52509533,0.05378466,0.00000000,1.94709182,0.79293028,0.00891692,1.66546005
