energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.71785893,6.75355004,1.03790824,0.68211895,0.01537398,0.96829040,2.68217162,2.75340106,0.05798891,2.16486804
-5.71185593,6.81633068,1.06346443,0.69703692,0.01533304,0.98051208,2.72034331,2.76596709,0.05772356,2.19535497
-5.70585293,6.87742370,1.08997052,0.71231052,0.01530209,0.99259828,2.75844374,2.77700173,0.05744320,2.22602367
-5.69984992,6.93555151,1.11714669,0.72773810,0.01527745,1.00428910,2.79571150,2.78620752,0.05713772,2.25630863
-5.69384692,6.98963886,1.14470056,0.74313191,0.01525534,1.01534567,2.83144103,2.79339168,0.05680119,2.28568890
-5.68784392,7.03883625,1.17233375,0.75832163,0.01523207,1.02555661,2.86500187,2.79846865,0.05643187,2.31370034
-5.68184092,7.08253278,1.19974793,0.77315689,0.01520416,1.03474335,2.89585388,2.80145801,0.05603219,2.33994488
-5.67583792,7.12035806,1.22665045,0.78750867,0.01516851,1.04276387,2.92355781,2.80247810,0.05560835,2.36409646
-5.66983492,7.15217369,1.25275917,0.80126958,0.01512253,1.04951506,2.94778099,2.80173557,0.05516993,2.38590343
-5.66383192,7.17805498,1.27780646,0.81435311,0.01506420,1.05493338,2.96829797,2.79951150,0.05472921,2.40518778
-5.65782891,7.19826429,1.30154239,0.82669193,0.01499219,1.05899408,2.98498646,2.79614487,0.05430048,2.42184118
-5.65182591,7.21321761,1.32373700,0.83823547,0.01490593,1.06170886,2.99781902,2.79201399,0.05389915,2.43581854
-5.64582291,7.22344658,1.34418187,0.84894703,0.01480556,1.06312234,3.00685094,2.78751710,0.05354095,2.44712946
-5.63981991,7.22955802,1.36269103,0.85880060,0.01469204,1.06330744,3.01220559,2.78305267,0.05324104,2.45582844
-5.63381691,7.23219329,1.37910138,0.86777776,0.01456703,1.06235989,3.01405773,2.77900077,0.05301320,2.46200444
-5.62781391,7.23198982,1.39327288,0.87586489,0.01443291,1.06039231,3.01261619,2.77570597,0.05286907,2.46577055
-5.62181091,7.22954684,1.40508854,0.88305089,0.01429272,1.05752807,3.00810683,2.77346280,0.05281758,2.46725452
-5.61580790,7.22539702,1.41445446,0.88932568,0.01415002,1.05389526,3.00075675,2.77250434,0.05286443,2.46659054
-5.60980490,7.21998546,1.42130004,0.89467945,0.01400891,1.04962107,2.99078073,2.77299437,0.05301180,2.46391292
-5.60380190,7.21365692,1.42557833,0.89910296,0.01387384,1.04482692,2.97837053,2.77502346,0.05325817,2.45935181
-5.59779890,7.20665160,1.42726660,0.90258854,0.01374958,1.03962449,2.96368770,2.77860900,0.05359843,2.45303111
-5.59179590,7.19910926,1.42636712,0.90513195,0.01364109,1.03411276,2.94686009,2.78369907,0.05402402,2.44506842
-5.58579290,7.19108100,1.42290789,0.90673480,0.01355344,1.02837639,2.92798216,2.79017981,0.05452332,2.43557688
-5.57978989,7.18254730,1.41694337,0.90740725,0.01349172,1.02248515,2.90711883,2.79788578,0.05508219,2.42466836
-5.57378689,7.17344088,1.40855486,0.90717082,0.01346094,1.01649462,2.88431255,2.80661254,0.05568450,2.41245755
-5.56778389,7.16367217,1.39785046,0.90606090,0.01346593,1.01044788,2.85959282,2.81613066,0.05631290,2.39906633
-5.56178089,7.15315546,1.38496438,0.90412872,0.01351124,1.00437803,2.83298745,2.82620029,0.05694947,2.38462775
-5.55577789,7.14183337,1.37005535,0.90144253,0.01360107,0.99831133,2.80453462,2.83658526,0.05757645,2.36928910
-5.54977489,7.12969787,1.35330427,0.89808778,0.01373915,0.99227075,2.77429486,2.84706594,0.05817697,2.35321343
-5.54377189,7.11680585,1.33491073,0.89416606,0.01392860,0.98627940,2.74236194,2.85744998,0.05873559,2.33657929
-5.53776888,7.10328810,1.31508868,0.88979293,0.01417187,0.98036394,2.70887190,2.86758031,0.05923886,2.31957836
-5.53176588,7.08935084,1.29406121,0.88509455,0.01447057,0.97455732,2.67400953,2.87733996,0.05967570,2.30241090
-5.52576288,7.07526961,1.27205464,0.88020328,0.01482538,0.96890096,2.63801172,2.88665352,0.06003766,2.28527929
-5.51975988,7.06137582,1.24929223,0.87525253,0.01523591,0.96344595,2.60116756,2.89548527,0.06031908,2.26837992
-5.51375688,7.04803715,1.22598768,0.87037113,0.01570059,0.95825345,2.56381483,2.90383415,0.06051704,2.25189398
-5.50775388,7.03563308,1.20233890,0.86567753,0.01621659,0.95339402,2.52633349,2.91172633,0.06063128,2.23597780
-5.50175088,7.02452769,1.17852229,0.86127434,0.01677974,0.94894611,2.48913611,2.91920587,0.06066398,2.22075345
-5.49574787,7.01504165,1.15468792,0.85724346,0.01738448,0.94499377,2.45265623,2.92632441,0.06061941,2.20630042
-5.48974487,7.00742603,1.13095588,0.85364223,0.01802389,0.94162373,2.41733508,2.93313079,0.06050364,2.19264899
-5.48374187,7.00183969,1.10741404,0.85050084,0.01868969,0.93892214,2.38360761,2.93966150,0.06032413,2.17977608
-5.47773887,6.99833259,1.08411744,0.84782131,0.01937240,0.93697110,2.35188861,2.94593289,0.06008935,2.16760389
-5.47173587,6.99683616,1.06108928,0.84557796,0.02006145,0.93584530,2.32255971,2.95193563,0.05980848,2.15600177
-5.46573287,6.99716194,1.03832350,0.84371959,0.02074544,0.93560890,2.29595791,2.95763211,0.05949102,2.14479127
-5.45972986,6.99900858,1.01578890,0.84217310,0.02141232,0.93631291,2.27236628,2.96295699,0.05914662,2.13375426
-5.45372686,7.00197698,0.99343442,0.84084830,0.02204980,0.93799308,2.25200699,2.96782073,0.05878483,2.12264376
-5.44772386,7.00559252,0.97119542,0.83964384,0.02264561,0.94066851,2.23503713,2.97211602,0.05841498,2.11119673
-5.44172086,7.00933266,0.94900045,0.83845347,0.02318789,0.94434085,2.22154699,2.97572640,0.05804609,2.09914825
-5.43571786,7.01265809,0.92677821,0.83717262,0.02366555,0.94899411,2.21156082,2.97853644,0.05768678,2.08624602
-5.42971486,7.01504478,0.90446424,0.83570457,0.02406866,0.95459507,2.20503955,2.98044257,0.05734528,2.07226437
-5.42371186,7.01601477,0.88200694,0.83396590,0.02438869,0.96109396,2.20188513,2.98136355,0.05702935,2.05701686
-5.41770885,7.01516313,0.85937254,0.83189085,0.02461889,0.96842547,2.20194577,2.98124969,0.05674626,2.04036653
-5.41170585,7.01217897,0.83654888,0.82943433,0.02475445,0.97650986,2.20502180,2.98008997,0.05650267,2.02223330
-5.40570285,7.00685904,0.81354756,0.82657328,0.02479265,0.98525397,2.21087137,2.97791626,0.05630454,2.00259792
-5.39969985,6.99911263,0.79040463,0.82330640,0.02473299,0.99455225,2.21921579,2.97480427,0.05615698,1.98150219
-5.39369685,6.98895746,0.76717961,0.81965229,0.02457714,1.00428741,2.22974417,2.97087089,0.05606404,1.95904561
-5.38769385,6.97650688,0.74395305,0.81564609,0.02432885,1.01433109,2.24211717,2.96626804,0.05602852,1.93537857
-5.38169085,6.96194929,0.72082288,0.81133492,0.02399383,1.02454422,2.25597003,2.96117337,0.05605173,1.91069259
-5.37568784,6.94552142,0.69789967,0.80677245,0.02357952,1.03477746,2.27091486,2.95577828,0.05613328,1.88520837
-5.36968484,6.92747753,0.67530123,0.80201304,0.02309477,1.04487153,2.28654273,2.95027425,0.05627092,1.85916238
-5.36368184,6.90805692,0.65314696,0.79710581,0.02254961,1.05465798,2.30242572,2.94483825,0.05646042,1.83279294
-5.35767884,6.88745236,0.63155221,0.79208913,0.02195485,1.06396012,2.31811957,2.93961839,0.05669551,1.80632668
-5.35167584,6.86578187,0.61062302,0.78698590,0.02132178,1.07259465,2.33316720,2.93472083,0.05696795,1.77996633
-5.34567284,6.84306615,0.59045171,0.78180007,0.02066183,1.08037378,2.34710358,2.93019886,0.05726769,1.75388053
-5.33966983,6.81921348,0.57111332,0.77651442,0.01998633,1.08710820,2.35946214,2.92604506,0.05758314,1.72819632
-5.33366683,6.79401344,0.55266329,0.77109008,0.01930616,1.09261071,2.36978294,2.92218713,0.05790152,1.70299467
-5.32766383,6.76714010,0.53513641,0.76546758,0.01863162,1.09670056,2.37762241,2.91848777,0.05820935,1.67830929
-5.32166083,6.73816461,0.51854699,0.75956955,0.01797224,1.09920844,2.38256464,2.91474866,0.05849297,1.65412872
-5.31565783,6.70657657,0.50289032,0.75330479,0.01733667,1.09998180,2.38423362,2.91071849,0.05873911,1.63040128
-5.30965483,6.67181274,0.48814508,0.74657351,0.01673260,1.09889041,2.38230603,2.90610450,0.05893549,1.60704262
-5.30365183,6.63329137,0.47427666,0.73927341,0.01616678,1.09583188,2.37652386,2.90058677,0.05907136,1.58394515
-5.29764882,6.59044982,0.46124106,0.73130615,0.01564500,1.09073673,2.36670613,2.89383465,0.05913803,1.56098865
-5.29164582,6.54278300,0.44898905,0.72258390,0.01517216,1.08357285,2.35275896,2.88552413,0.05912928,1.53805132
-5.28564282,6.48988019,0.43747031,0.71303541,0.01475231,1.07434907,2.33468331,2.87535511,0.05904163,1.51502050
-5.27963982,6.43145783,0.42663735,0.70261143,0.01438869,1.06311740,2.31257969,2.86306776,0.05887454,1.49180230
-5.27363682,6.36738609,0.41644884,0.69128888,0.01408388,1.04997406,2.28664947,2.84845678,0.05863039,1.46832956
-5.26763382,6.29770775,0.40687218,0.67907379,0.01383974,1.03505893,2.25719247,2.83138290,0.05831435,1.44456775
-5.26163082,6.22264807,0.39788521,0.66600266,0.01365754,1.01855350,2.22460067,2.81178101,0.05793408,1.42051828
-5.25562781,6.14261525,0.38947698,0.65214231,0.01353798,1.00067731,2.18934831,2.78966449,0.05749933,1.39621940
-5.24962481,6.05819148,0.38164741,0.63758806,0.01348118,0.98168306,2.15197867,2.76512572,0.05702141,1.37174451
-5.24362181,5.97011531,0.37440623,0.62246069,0.01348670,0.96185049,2.11308806,2.73833270,0.05651260,1.34719825
-5.23761881,5.87925663,0.36777090,0.60690210,0.01355358,0.94147938,2.07330782,2.70952240,0.05598549,1.32271064
-5.23161581,5.78658578,0.36176407,0.59107005,0.01368031,0.92088190,2.03328505,2.67899106,0.05545238,1.29842994
-5.22561281,5.69313888,0.35641050,0.57513245,0.01386486,0.90037463,1.99366311,2.64708249,0.05492467,1.27451461
-5.21960980,5.59998146,0.35173389,0.55926129,0.01410471,0.88027070,1.95506267,2.61417487,0.05441233,1.25112505
-5.21360680,5.50817260,0.34775369,0.54362685,0.01439693,0.86087211,1.91806428,2.58066713,0.05392349,1.22841584
-5.20760380,5.41873154,0.34448222,0.52839221,0.01473820,0.84246283,1.88319312,2.54696556,0.05346413,1.20652874
-5.20160080,5.33260857,0.34192225,0.51370860,0.01512493,0.82530263,1.85090659,2.51347154,0.05303793,1.18558718
-5.19559780,5.25066150,0.34006527,0.49971167,0.01555340,0.80962207,1.82158524,2.48057093,0.05264624,1.16569238
-5.18959480,5.17363868,0.33889048,0.48651885,0.01601986,0.79561848,1.79552710,2.44862562,0.05228826,1.14692138
-5.18359180,5.10216900,0.33836463,0.47422781,0.01652071,0.78345331,1.77294563,2.41796746,0.05196123,1.12932693
-5.17758879,5.03675864,0.33844266,0.46291609,0.01705261,0.77325046,1.75397091,2.38889471,0.05166084,1.11293926
-5.17158579,4.97779405,0.33906912,0.45264176,0.01761268,0.76509586,1.73865388,2.36167079,0.05138166,1.09776936
-5.16558279,4.92555018,0.34018023,0.44344493,0.01819857,0.75903788,1.72697295,2.33652501,0.05111763,1.08381341
-5.15957979,4.88020242,0.34170651,0.43534987,0.01880860,0.75508856,1.71884241,2.31365491,0.05086258,1.07105806
-5.15357679,4.84184092,0.34357562,0.42836765,0.01944178,0.75322545,1.71412199,2.29322952,0.05061068,1.05948586
-5.14757379,4.81048541,0.34571546,0.42249880,0.02009782,0.75339381,1.71262674,2.27539296,0.05035689,1.04908047
-5.14157079,4.78609912,0.34805705,0.41773602,0.02077713,0.75550906,1.71413660,2.26026776,0.05009732,1.03983112
-5.13556778,4.76860024,0.35053725,0.41406639,0.02148063,0.75945922,1.71840517,2.24795741,0.04982943,1.03173594
-5.12956478,4.75786986,0.35310090,0.41147325,0.02220969,0.76510730,1.72516701,2.23854745,0.04955222,1.02480373
-5.12356178,4.75375567,0.35570250,0.40993729,0.02296582,0.77229358,1.73414338,2.23210517,0.04926615,1.01905415
-5.11755878,4.75607107,0.35830706,0.40943700,0.02375050,0.78083764,1.74504607,2.22867733,0.04897308,1.01451614
-5.11155578,4.76458994,0.36089030,0.40994837,0.02456484,0.79054022,1.75757963,2.22828641,0.04867600,1.01122460
-5.10555278,4.77903766,0.36343810,0.41144384,0.02540932,0.80118504,1.77144192,2.23092528,0.04837873,1.00921577
-5.09954977,4.79907936,0.36594523,0.41389080,0.02628350,0.81254051,1.78632360,2.23655092,0.04808552,1.00852138
-5.09354677,4.82430691,0.36841353,0.41724956,0.02718574,0.82436168,1.80190694,2.24507769,0.04780061,1.00916223
-5.08754377,4.85422612,0.37084969,0.42147117,0.02811299,0.83639233,1.81786445,2.25637082,0.04752782,1.01114156
-5.08154077,4.88824590,0.37326269,0.42649521,0.02906064,0.84836756,1.83385809,2.27024081,0.04727010,1.01443888
-5.07553777,4.92567096,0.37566123,0.43224779,0.03002241,0.86001683,1.84953948,2.28643952,0.04702922,1.01900470
-5.06953477,4.96569969,0.37805129,0.43864008,0.03099041,0.87106767,1.86455163,2.30465856,0.04680543,1.02475669
-5.06353177,5.00742824,0.38043400,0.44556733,0.03195522,0.88125001,1.87853268,2.32453050,0.04659738,1.03157771
-5.05752876,5.04986176,0.38280394,0.45290885,0.03290610,0.89030120,1.89112165,2.34563335,0.04640196,1.03931598
-5.05152576,5.09193302,0.38514817,0.46052877,0.03383130,0.89797158,1.90196646,2.36749835,0.04621445,1.04778752
-5.04552276,5.13252839,0.38744590,0.46827791,0.03471847,0.90403062,1.91073395,2.38962129,0.04602866,1.05678102
-5.03951976,5.17052029,0.38966898,0.47599644,0.03555511,0.90827322,1.91712154,2.41147676,0.04583723,1.06606477
-5.03351676,5.20480509,0.39178310,0.48351765,0.03632913,0.91052616,1.92087011,2.43253518,0.04563206,1.07539556
-5.02751376,5.23434478,0.39374980,0.49067237,0.03702937,0.91065435,1.92177733,2.45228171,0.04540473,1.08452907
-5.02151076,5.25821040,0.39552895,0.49729412,0.03764618,0.90856650,1.91971070,2.47023628,0.04514704,1.09323114
-5.01550775,5.27562503,0.39708185,0.50322461,0.03817193,0.90422007,1.91461952,2.48597380,0.04485155,1.10128943
-5.00950475,5.28600407,0.39837445,0.50831944,0.03860156,0.89762508,1.90654493,2.49914354,0.04451208,1.10852469
-5.00350175,5.28899057,0.39938073,0.51245376,0.03893292,0.88884658,1.89562719,2.50948655,0.04412422,1.11480118
-4.99749875,5.28448333,0.40008588,0.51552751,0.03916708,0.87800549,1.88210969,2.51685030,0.04368567,1.12003539
-4.99149575,5.27265621,0.40048910,0.51747010,0.03930856,0.86527785,1.86633897,2.52119957,0.04319665,1.12420277
-4.98549275,5.25396715,0.40060581,0.51824423,0.03936534,0.85089206,1.84876066,2.52262298,0.04266002,1.12734191
-4.97948974,5.22915594,0.40046912,0.51784863,0.03934878,0.83512451,1.82991112,2.52133458,0.04208146,1.12955589
-4.97348674,5.19923063,0.40013030,0.51631958,0.03927338,0.81829335,1.81040494,2.51767033,0.04146934,1.13101081
-4.96748374,5.16544264,0.39965838,0.51373115,0.03915647,0.80075074,1.79091871,2.51207941,0.04083464,1.13193139
-4.96148074,5.12925145,0.39913860,0.51019403,0.03901768,0.78287381,1.77217168,2.50511060,0.04019066,1.13259388
-4.95547774,5.09228033,0.39866996,0.50585291,0.03887841,0.76505455,1.75490404,2.49739434,0.03955269,1.13331670
-4.94947474,5.05626471,0.39836175,0.50088269,0.03876120,0.74768914,1.73985375,2.48962097,0.03893754,1.13444913
-4.94347174,5.02299551,0.39832936,0.49548339,0.03868904,0.73116693,1.72773300,2.48251627,0.03836309,1.13635874
-4.93746873,4.99425975,0.39868948,0.48987407,0.03868471,0.71585965,1.71920521,2.47681515,0.03784780,1.13941804
-4.93146573,4.97178084,0.39955494,0.48428603,0.03877014,0.70211113,1.71486370,2.47323468,0.03741016,1.14399107
-4.92546273,4.95716101,0.40102939,0.47895536,0.03896577,0.69022795,1.71521291,2.47244752,0.03706821,1.15042049
-4.91945973,4.95182829,0.40320216,0.47411525,0.03929005,0.68047129,1.72065281,2.47505693,0.03683910,1.15901567
-4.91345673,4.95698966,0.40614350,0.46998837,0.03975898,0.67305040,1.73146732,2.48157420,0.03673866,1.17004233
-4.90745373,4.97359240,0.40990047,0.46677939,0.04038580,0.66811763,1.74781684,2.49239952,0.03678106,1.18371399
-4.90145073,5.00229440,0.41449361,0.46466816,0.04118071,0.66576537,1.76973520,2.50780681,0.03697850,1.20018544
-4.89544772,5.04344438,0.41991465,0.46380355,0.04215081,0.66602473,1.79713078,2.52793312,0.03734104,1.21954847
-4.88944472,5.09707215,0.42612539,0.46429838,0.04330000,0.66886611,1.82979158,2.55277274,0.03787633,1.24182956
-4.88344172,5.16288859,0.43305757,0.46622530,0.04462908,0.67420133,1.86739368,2.58217613,0.03858961,1.26698972
-4.87743872,5.24029487,0.44061415,0.46961409,0.04613584,0.68188729,1.90951242,2.61585352,0.03948352,1.29492599
-4.87143572,5.32839980,0.44867145,0.47445016,0.04781520,0.69173084,1.95563566,2.65338283,0.04055813,1.32547446
-4.86543272,5.42604440,0.45708252,0.48067444,0.04965944,0.70349474,2.00517820,2.69422139,0.04181088,1.35841450
-4.85942971,5.53183209,0.46568118,0.48818455,0.05165834,0.71690424,2.05749687,2.73772097,0.04323658,1.39347389
-4.85342671,5.64416352,0.47428688,0.49683732,0.05379936,0.73165422,2.11190546,2.78314540,0.04482744,1.43033458
-4.84742371,5.76127457,0.48270995,0.50645244,0.05606780,0.74741657,2.16768907,2.82969008,0.04657312,1.46863890
-4.84142071,5.88127653,0.49075712,0.51681719,0.05844693,0.76384756,2.22411750,2.87650283,0.04846077,1.50799607
-4.83541771,6.00219733,0.49823715,0.52769213,0.06091810,0.78059519,2.28045750,2.92270523,0.05047515,1.54798891
-4.82941471,6.12202322,0.50496619,0.53881754,0.06346080,0.79730616,2.33598380,2.96741412,0.05259881,1.58818078
-4.82341171,6.23874009,0.51077292,0.54992047,0.06605278,0.81363262,2.38998910,3.00976248,0.05481225,1.62812276
-4.81740870,6.35037403,0.51550307,0.56072216,0.06867013,0.82923843,2.44179313,3.04891947,0.05709426,1.66736111
-4.81140570,6.45503068,0.51902339,0.57094570,0.07128742,0.84380502,2.49075104,3.08410901,0.05942224,1.70544515
-4.80540270,6.55093290,0.52122484,0.58032366,0.07387786,0.85703681,2.53626152,3.11462682,0.06177267,1.74193552
-4.79939970,6.63645655,0.52202492,0.58860554,0.07641359,0.86866609,2.57777461,3.13985544,0.06412164,1.77641280
-4.79339670,6.71016363,0.52136922,0.59556470,0.07886598,0.87845747,2.61479959,3.15927703,0.06644536,1.80848650
-4.78739370,6.77083240,0.51923208,0.60100476,0.08120608,0.88621172,2.64691277,3.17248388,0.06872088,1.83780413
-4.78139070,6.81748366,0.51561637,0.60476509,0.08340512,0.89176901,2.67376524,3.17918617,0.07092667,1.86406013
-4.77538769,6.84940242,0.51055254,0.60672530,0.08543511,0.89501149,2.69509006,3.17921705,0.07304327,1.88700433
-4.76938469,6.86615417,0.50409687,0.60680855,0.08726952,0.89586509,2.71070884,3.17253476,0.07505392,1.90644953
-4.76338169,6.86759467,0.49632912,0.60498354,0.08888397,0.89430040,2.72053691,3.15922176,0.07694501,1.92227773
-4.75737869,6.85387275,0.48734958,0.60126512,0.09025694,0.89033270,2.72458688,3.13948077,0.07870654,1.93444457
-4.75137569,6.82542530,0.47727574,0.59571346,0.09137053,0.88402082,2.72296983,3.11362777,0.08033232,1.94298162
-4.74537269,6.78296410,0.46623860,0.58843173,0.09221105,0.87546504,2.71589387,3.08208212,0.08182014,1.94799611
-4.73936968,6.72745451,0.45437878,0.57956247,0.09276960,0.86480386,2.70365965,3.04535391,0.08317158,1.94966793
-4.73336668,6.66008620,0.44184265,0.56928267,0.09304247,0.85220970,2.68665273,3.00402901,0.08439184,1.94824386
-4.72736368,6.58223674,0.42877839,0.55779778,0.09303141,0.83788378,2.66533282,2.95875210,0.08548927,1.94402903
-4.72136068,6.49542918,0.41533238,0.54533478,0.09274372,0.82205003,2.64022012,2.91020838,0.08647475,1.93737589
-4.71535768,6.40128501,0.40164575,0.53213477,0.09219212,0.80494860,2.61187926,2.85910446,0.08736100,1.92867114
-4.70935468,6.30147441,0.38785143,0.51844513,0.09139440,0.78682890,2.58090140,2.80614921,0.08816181,1.91832111
-4.70335168,6.19766578,0.37407159,0.50451175,0.09037297,0.76794261,2.54788540,2.75203523,0.08889117,1.90673623
-4.69734867,6.09147659,0.36041566,0.49057152,0.08915412,0.74853690,2.51341874,2.69742165,0.08956242,1.89431545
-4.69134567,5.98442782,0.34697890,0.47684544,0.08776719,0.72884813,2.47805929,2.64291900,0.09018754,1.88143115
-4.68534267,5.87790365,0.33384153,0.46353260,0.08624362,0.70909626,2.44231870,2.58907662,0.09077638,1.86841542
-4.67933967,5.77311841,0.32106850,0.45080525,0.08461596,0.68948026,2.40664824,2.53637315,0.09133616,1.85554834
-4.67333667,5.67109175,0.30870969,0.43880513,0.08291677,0.67017458,2.37142771,2.48521034,0.09187105,1.84304874
-4.66733367,5.57263312,0.29680071,0.42764121,0.08117762,0.65132689,2.33695791,2.43591044,0.09238191,1.83106784
-4.66133067,5.47833584,0.28536404,0.41738876,0.07942811,0.63305706,2.30345691,2.38871700,0.09286630,1.81968616
-4.65532766,5.38858058,0.27441058,0.40808997,0.07769502,0.61545729,2.27106017,2.34379899,0.09331853,1.80891352
-4.64932466,5.30354772,0.26394135,0.39975570,0.07600157,0.59859349,2.23982432,2.30125789,0.09372997,1.79869228
-4.64332166,5.22323753,0.25394947,0.39236854,0.07436690,0.58250753,2.20973422,2.26113717,0.09408950,1.78890334
