energy_ev,total_up,Au_p_up,Au_d_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up
-6.00000000,1.72488063,0.21500555,0.88772076,0.01789625,0.00000000,0.09094301,0.29566302
-5.99399700,1.63636422,0.20607164,0.83712925,0.01718071,0.00000000,0.08873575,0.26640124
-5.98799400,1.55903448,0.19906743,0.79257687,0.01662938,0.00000000,0.08643312,0.23983344
-5.98199100,1.49228946,0.19386939,0.75384711,0.01621104,0.00000000,0.08402844,0.21585740
-5.97598799,1.43555658,0.19036664,0.72072521,0.01589824,0.00000000,0.08151745,0.19435172
-5.96998499,1.38831088,0.18846263,0.69300821,0.01566728,0.00000000,0.07889886,0.17518116
-5.96398199,1.35008818,0.18807581,0.67051245,0.01549805,0.00000000,0.07617481,0.15820166
-5.95797899,1.32049246,0.18913950,0.65307793,0.01537394,0.00000000,0.07335111,0.14326471
-5.95197599,1.29919728,0.19160068,0.64056961,0.01528160,0.00000000,0.07043731,0.13022117
-5.94597299,1.28594117,0.19541782,0.63287554,0.01521070,0.00000000,0.06744659,0.11892429
-5.93996998,1.28051730,0.20055787,0.62990207,0.01515362,0.00000000,0.06439556,0.10923207
-5.93396698,1.28275803,0.20699233,0.63156641,0.01510515,0.00000000,0.06130376,0.10100891
-5.92796398,1.29251529,0.21469284,0.63778707,0.01506215,0.00000000,0.05819323,0.09412659
-5.92196098,1.30963793,0.22362618,0.64847290,0.01502324,0.00000000,0.05508783,0.08846467
-5.91595798,1.33394733,0.23374923,0.66351121,0.01498845,0.00000000,0.05201258,0.08391048
-5.90995498,1.36521293,0.24500396,0.68275611,0.01495890,0.00000000,0.04899301,0.08035873
-5.90395198,1.40312925,0.25731279,0.70601752,0.01493654,0.00000000,0.04605448,0.07771087
-5.89794897,1.44729582,0.27057468,0.73305205,0.01492392,0.00000000,0.04322155,0.07587439
-5.89194597,1.49720178,0.28466216,0.76355620,0.01492394,0.00000000,0.04051749,0.07476211
-5.88594297,1.55221621,0.29941961,0.79716276,0.01493978,0.00000000,0.03796385,0.07429156
-5.87993997,1.61158533,0.31466284,0.83344074,0.01497480,0.00000000,0.03558020,0.07438461
-5.87393697,1.67443726,0.33018032,0.87189926,0.01503253,0.00000000,0.03338394,0.07496730
-5.86793397,1.73979452,0.34573591,0.91199557,0.01511671,0.00000000,0.03139031,0.07596992
-5.86193097,1.80659427,0.36107319,0.95314682,0.01523146,0.00000000,0.02961256,0.07732745
-5.85592796,1.87371544,0.37592122,0.99474558,0.01538140,0.00000000,0.02806211,0.07898021
-5.84992496,1.94001195,0.39000151,1.03617821,0.01557189,0.00000000,0.02674897,0.08087476
-5.84392196,2.00435043,0.40303602,1.07684540,0.01580924,0.00000000,0.02568210,0.08296490
-5.83791896,2.06565061,0.41475568,1.11618399,0.01610092,0.00000000,0.02486985,0.08521277
-5.83191596,2.12292649,0.42490923,1.15368878,0.01645584,0.00000000,0.02432043,0.08758997
-5.82591296,2.17532612,0.43327184,1.18893344,0.01688441,0.00000000,0.02404229,0.09007845
-5.81990995,2.22216766,0.43965309,1.22158904,0.01739874,0.00000000,0.02404447,0.09267125
-5.81390695,2.26296994,0.44390405,1.25143940,0.01801258,0.00000000,0.02433679,0.09537295
-5.80790395,2.29747546,0.44592287,1.27839218,0.01874125,0.00000000,0.02492997,0.09819961
-5.80190095,2.32566454,0.44565886,1.30248493,0.01960143,0.00000000,0.02583555,0.10117840
-5.79589795,2.34775947,0.44311461,1.32388561,0.02061078,0.00000000,0.02706567,0.10434664
-5.78989495,2.36421823,0.43834621,1.34288739,0.02178750,0.00000000,0.02863261,0.10775035
-5.78389195,2.37571768,0.43146144,1.35989771,0.02314969,0.00000000,0.03054830,0.11144237
-5.77788894,2.38312697,0.42261610,1.37542198,0.02471465,0.00000000,0.03282352,0.11548000
-5.77188594,2.38747203,0.41200854,1.39004261,0.02649809,0.00000000,0.03546705,0.11992222
-5.76588294,2.38989282,0.39987282,1.40439416,0.02851323,0.00000000,0.03848476,0.12482675
-5.75987994,2.39159517,0.38647060,1.41913576,0.03076996,0.00000000,0.04187860,0.13024681
