energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-6.00000000,1.50534542,0.51160621,0.27241051,0.00175989,0.12861092,0.29150566,0.27336062,0.01687301,0.85566867
-5.99399700,1.57393998,0.55580440,0.29824774,0.00188874,0.13098640,0.30796668,0.27827094,0.01856498,0.90140893
-5.98799400,1.65544515,0.60551871,0.32564470,0.00204767,0.13315733,0.32803441,0.28413768,0.02046254,0.95597405
-5.98199100,1.75033224,0.66074800,0.35446735,0.00223664,0.13512274,0.35198296,0.29108786,0.02254811,1.01964715
-5.97598799,1.85888999,0.72141262,0.38454845,0.00245534,0.13689177,0.38004542,0.29923927,0.02480111,1.09257688
-5.96998499,1.98119796,0.78734535,0.41568803,0.00270322,0.13848249,0.41240315,0.30869601,0.02719786,1.17476143
-5.96398199,2.11710356,0.85828439,0.44765509,0.00297940,0.13992045,0.44917515,0.31954378,0.02971163,1.26603556
-5.95797899,2.26620372,0.93386867,0.48019094,0.00328265,0.14123681,0.49040767,0.33184507,0.03231281,1.36606106
-5.95197599,2.42783186,1.01363607,0.51301382,0.00361140,0.14246623,0.53606464,0.34563448,0.03496925,1.47432133
-5.94597299,2.60105116,1.09702464,0.54582504,0.00396372,0.14364459,0.58601916,0.36091417,0.03764685,1.59012022
-5.93996998,2.78465457,1.18337719,0.57831634,0.00433739,0.14480672,0.64004656,0.37764991,0.04031015,1.71258566
-5.93396698,2.97717232,1.27194915,0.61017837,0.00472996,0.14598411,0.69781960,0.39576786,0.04292315,1.84067811
-5.92796398,3.17688715,1.36191980,0.64110984,0.00513876,0.14720287,0.75890612,0.41515224,0.04545021,1.97320401
-5.92196098,3.38185743,1.45240659,0.67082716,0.00556107,0.14848200,0.82276965,0.43564423,0.04785701,2.10883402
-5.91595798,3.58994806,1.54248221,0.69907404,0.00599416,0.14983200,0.88877318,0.45704226,0.05011151,2.24612599
-5.90995498,3.79886859,1.63119405,0.72563074,0.00643543,0.15125401,0.95618652,0.47910379,0.05218493,2.38355199
-5.90395198,4.00621798,1.71758530,0.75032227,0.00688253,0.15273948,1.02419712,0.50154868,0.05405262,2.51952901
-5.89794897,4.20953486,1.80071714,0.77302547,0.00733342,0.15427037,1.09192446,0.52406420,0.05569485,2.65245240
-5.89194597,4.40635190,1.87969126,0.79367424,0.00778653,0.15581997,1.15843767,0.54631163,0.05709744,2.78073128
-5.88594297,4.59425275,1.95367176,0.81226271,0.00824077,0.15735419,1.22277611,0.56793422,0.05825219,2.90282466
-5.87993997,4.77092978,2.02190578,0.82884617,0.00869562,0.15883339,1.28397223,0.58856646,0.05915712,3.01727739
-5.87393697,4.93424056,2.08374194,0.84353940,0.00915118,0.16021462,1.34107606,0.60784428,0.05981647,3.12275450
-5.86793397,5.08226121,2.13864593,0.85651254,0.00960807,0.16145410,1.39318056,0.62541589,0.06024045,3.21807283
-5.86193097,5.21333458,2.18621255,0.86798441,0.01006748,0.16250998,1.43944680,0.64095290,0.06044479,3.30222885
-5.85592796,5.32611151,2.22617373,0.87821353,0.01053100,0.16334516,1.47912813,0.65416130,0.06045005,3.37442156
-5.84992496,5.41958343,2.25840213,0.88748720,0.01100057,0.16393001,1.51159227,0.66479189,0.06028079,3.43406959
-5.84392196,5.49310520,2.28291018,0.89610886,0.01147824,0.16424503,1.53634054,0.67264983,0.05996449,3.48082189
-5.83791896,5.54640713,2.29984456,0.90438444,0.01196606,0.16428314,1.55302329,0.67760275,0.05953053,3.51456149
-5.83191596,5.57959568,2.30947629,0.91260816,0.01246580,0.16405164,1.56145099,0.67958724,0.05900895,3.53540229
-5.82591296,5.59314296,2.31218693,0.92104835,0.01297882,0.16357364,1.56160036,0.67861343,0.05842932,3.54367893
-5.81990995,5.58786540,2.30845135,0.92993413,0.01350576,0.16288903,1.55361537,0.67476731,0.05781959,3.53993026
-5.81390695,5.56489247,2.29881793,0.93944329,0.01404641,0.16205474,1.53780301,0.66821070,0.05720511,3.52487706
-5.80790395,5.52562687,2.28388696,0.94969227,0.01459949,0.16114441,1.51462396,0.65917889,0.05660770,3.49939501
-5.80190095,5.47169777,2.26428826,0.96072855,0.01516253,0.16024742,1.48467860,0.64797579,0.05604500,3.46448408
-5.79589795,5.40490905,2.24065896,0.97252592,0.01573177,0.15946715,1.44868884,0.63496687,0.05552997,3.42123559
-5.78989495,5.32718462,2.21362247,0.98498301,0.01630212,0.15891874,1.40747664,0.62056991,0.05507057,3.37079830
-5.78389195,5.24051285,2.18376941,0.99792511,0.01686721,0.15872608,1.36193995,0.60524392,0.05466979,3.31434496
-5.77788894,5.14689225,2.15164146,1.01110938,0.01741945,0.15901837,1.31302711,0.58947644,0.05432580,3.25304052
-5.77188594,5.04828014,2.11771866,1.02423318,0.01795020,0.15992613,1.26171059,0.57376971,0.05403234,3.18801315
-5.76588294,4.94654597,2.08241059,1.03694526,0.01845001,0.16157683,1.20896113,0.55862605,0.05377930,3.12032907
-5.75987994,4.84343068,2.04605172,1.04885934,0.01890890,0.16409027,1.15572312,0.54453281,0.05355340,3.05097181
-5.75387694,4.74051279,2.00890082,1.05956932,0.01931664,0.16757381,1.10289196,0.53194759,0.05333906,2.98082635
-5.74787394,4.63918201,1.97114432,1.06866568,0.01966314,0.17211759,1.05129424,0.52128397,0.05311921,2.91066833
-5.74187094,4.54062053,1.93290312,1.07575204,0.01993882,0.17778994,1.00167111,0.51289829,0.05287626,2.84115822
-5.73586793,4.44579171,1.89424220,1.08046131,0.02013493,0.18463315,0.95466529,0.50707798,0.05259289,2.77284010
-5.72986493,4.35543605,1.85518244,1.08247052,0.02024397,0.19265977,0.91081187,0.50403184,0.05225286,2.70614455
-5.72386193,4.27007369,1.81571369,1.08151377,0.02025990,0.20184959,0.87053308,0.50388250,0.05184175,2.64139505
-5.71785893,4.19001282,1.77580839,1.07739270,0.02017851,0.21214766,0.83413667,0.50666160,0.05134745,2.57881706
-5.71185593,4.11536314,1.73543478,1.06998396,0.01999750,0.22346323,0.80181798,0.51230775,0.05076066,2.51854918
-5.70585293,4.04605375,1.69456915,1.05924357,0.01971670,0.23566997,0.77366516,0.52066746,0.05007509,2.46065560
-5.69984992,3.98185451,1.65320645,1.04520795,0.01933804,0.24860755,0.74966717,0.53149920,0.04928766,2.40513912
-5.69384692,3.92240042,1.61136873,1.02799177,0.01886554,0.26208449,0.72972410,0.54448034,0.04839842,2.35195448
-5.68784392,3.86721822,1.56911128,1.00778287,0.01830521,0.27588243,0.71365930,0.55921705,0.04741047,2.30102120
-5.68184092,3.81575463,1.52652632,0.98483460,0.01766486,0.28976173,0.70123277,0.57525672,0.04632971,2.25223599
-5.67583792,3.76740591,1.48374412,0.95945617,0.01695383,0.30346812,0.69215524,0.59210262,0.04516455,2.20548428
-5.66983492,3.72154786,1.44093212,0.93200144,0.01618276,0.31674046,0.68610250,0.60923022,0.04392558,2.16065092
-5.66383192,3.67756608,1.39829193,0.90285700,0.01536320,0.32931911,0.68272948,0.62610477,0.04262517,2.11762992
-5.65782891,3.63488555,1.35605499,0.87242990,0.01450735,0.34095473,0.68168357,0.64219934,0.04127720,2.07633327
-5.65182591,3.59299910,1.31447703,0.84113580,0.01362768,0.35141715,0.68261693,0.65701279,0.03989665,2.03669882
-5.64582291,3.55149389,1.27383204,0.80938790,0.01273661,0.36050389,0.68519741,0.67008688,0.03849936,1.99869722
-5.63981991,3.51007526,1.23440588,0.77758718,0.01184624,0.36804794,0.68911781,0.68102191,0.03710179,1.96233790
-5.63381691,3.46858696,1.19649015,0.74611408,0.01096808,0.37392455,0.69410336,0.68949029,0.03572080,1.92767394
-5.62781391,3.42702714,1.16037651,0.71532198,0.01011285,0.37805659,0.69991735,0.69524741,0.03437349,1.89480578
-5.62181091,3.38555929,1.12635157,0.68553233,0.00929028,0.38041820,0.70636483,0.69813956,0.03307711,1.86388366
-5.61580790,3.34451747,1.09469263,0.65703157,0.00850905,0.38103670,0.71329448,0.69810840,0.03184892,1.83510854
-5.60980490,3.30440549,1.06566422,0.63006955,0.00777665,0.37999243,0.72059875,0.69519197,0.03070608,1.80873142
-5.60380190,3.26588966,1.03951537,0.60485931,0.00709943,0.37741662,0.72821247,0.68952217,0.02966555,1.78505090
-5.59779890,3.22978511,1.01647758,0.58157791,0.00648257,0.37348738,0.73611010,0.68131894,0.02874392,1.76440891
-5.59179590,3.19703589,0.99676333,0.56036812,0.00593012,0.36842386,0.74430192,0.67088131,0.02795726,1.74718454
-5.58579290,3.16868942,0.98056488,0.54134050,0.00544508,0.36247897,0.75282940,0.65857589,0.02732082,1.73378603
-5.57978989,3.14586575,0.96805331,0.52457589,0.00502946,0.35593074,0.76175998,0.64482322,0.02684879,1.72464100
-5.57378689,3.12972279,0.95937747,0.51012768,0.00468440,0.34907296,0.77118158,0.63008254,0.02655394,1.72018514
-5.56778389,3.12141849,0.95466288,0.49802414,0.00441021,0.34220523,0.78119698,0.61483578,0.02644722,1.72084949
-5.56178089,3.12207125,0.95401021,0.48827022,0.00420649,0.33562292,0.79191840,0.59957123,0.02653739,1.72704690
-5.55577789,3.13271987,0.95749352,0.48084907,0.00407216,0.32960749,0.80346231,0.58476760,0.02683057,1.73915779
-5.54977489,3.15428453,0.96515804,0.47572315,0.00400559,0.32441734,0.81594474,0.57087912,0.02732979,1.75751586
-5.54377189,3.18753019,0.97701772,0.47283492,0.00400460,0.32027978,0.82947701,0.55832206,0.02803467,1.78239419
-5.53776888,3.23303372,0.99305241,0.47210729,0.00406651,0.31738409,0.84416222,0.54746313,0.02894106,1.81399236
-5.53176588,3.29115627,1.01320501,0.47344385,0.00418824,0.31587616,0.86009226,0.53861024,0.03004079,1.85242499
-5.52576288,3.36202179,1.03737882,0.47672918,0.00436626,0.31585470,0.87734559,0.53200564,0.03132157,1.89771244
-5.51975988,3.44550300,1.06543508,0.48182919,0.00459673,0.31736907,0.89598560,0.52782166,0.03276694,1.94977402
-5.51375688,3.54121537,1.09719122,0.48859193,0.00487546,0.32041895,0.91605978,0.52615910,0.03435643,2.00842430
-5.50775388,3.64851970,1.13241999,0.49684874,0.00519802,0.32495556,0.93759944,0.52704817,0.03606585,2.07337274
-5.50175088,3.76653357,1.17084963,0.50641606,0.00555976,0.33088457,0.96062005,0.53045172,0.03786771,2.14422694
-5.49574787,3.89415130,1.21216540,0.51709793,0.00595592,0.33807027,0.98512214,0.53627069,0.03973178,2.22049948
-5.48974487,4.03007208,1.25601250,0.52868921,0.00638166,0.34634117,1.01109262,0.54435133,0.04162586,2.30161831
-5.48374187,4.17283514,1.30200054,0.54097941,0.00683221,0.35549646,1.03850643,0.55449379,0.04351654,2.38694024
-5.47773887,4.32086074,1.34970936,0.55375724,0.00730288,0.36531325,1.06732838,0.56646188,0.04537012,2.47576707
-5.47173587,4.47249526,1.39869617,0.56681555,0.00778923,0.37555429,1.09751498,0.57999329,0.04715353,2.56736360
-5.46573287,4.62605843,1.44850374,0.57995652,0.00828709,0.38597585,1.12901606,0.59481006,0.04883530,2.66097668
-5.45972986,4.77989050,1.49866922,0.59299688,0.00879265,0.39633552,1.16177611,0.61062869,0.05038642,2.75585418
-5.45372686,4.93239733,1.54873329,0.60577279,0.00930254,0.40639952,1.19573496,0.62716967,0.05178120,2.85126312
-5.44772386,5.08209098,1.59824911,0.61814423,0.00981382,0.41594947,1.23082793,0.64416584,0.05299797,2.94650566
-5.44172086,5.22762410,1.64679066,0.62999844,0.01032402,0.42478819,1.26698507,0.66136959,0.05401959,3.04093228
-5.43571786,5.36781646,1.69396009,0.64125231,0.01083115,0.43274448,1.30412975,0.67855833,0.05483391,3.13395142
-5.42971486,5.50167242,1.73939356,0.65185339,0.01133359,0.43967667,1.34217643,0.69553845,0.05543388,3.22503496
-5.42371186,5.62838896,1.78276563,0.66177950,0.01183009,0.44547489,1.38102799,0.71214747,0.05581761,3.31371969
-5.41770885,5.74735420,1.82379170,0.67103682,0.01231966,0.45006209,1.42057268,0.72825464,0.05598816,3.39960460
-5.41170585,5.85813720,1.86222885,0.67965650,0.01280145,0.45339376,1.46068115,0.74376003,0.05595313,3.48234475
-5.40570285,5.96047019,1.89787495,0.68769003,0.01327469,0.45545656,1.50120386,0.75859237,0.05572419,3.56164233
-5.39969985,6.05422517,1.93056648,0.69520347,0.01373852,0.45626595,1.54196930,0.77270603,0.05531645,3.63723592
-5.39369685,6.13938679,1.96017533,0.70227092,0.01419194,0.45586301,1.58278347,0.78607735,0.05474769,3.70888926
-5.38769385,6.21602398,1.98660501,0.70896768,0.01463367,0.45431082,1.62343080,0.79870074,0.05403766,3.77638043
-5.38169085,6.28426243,2.00978667,0.71536329,0.01506213,0.45169040,1.66367691,0.81058491,0.05320729,3.83949286
-5.37568784,6.34426011,2.02967546,0.72151509,0.01547534,0.44809668,1.70327320,0.82174948,0.05227803,3.89800897
-5.36968484,6.39618753,2.04624732,0.72746260,0.01587097,0.44363453,1.74196329,0.83222221,0.05127115,3.95170717
-5.36368184,6.44021381,2.05949676,0.73322301,0.01624630,0.43841518,1.77949099,0.84203699,0.05020725,4.00036260
-5.35767884,6.47649935,2.06943548,0.73878815,0.01659833,0.43255312,1.81560950,0.85123265,0.04910580,4.04375172
-5.35167584,6.50519483,2.07609193,0.74412312,0.01692378,0.42616346,1.85009114,0.85985262,0.04798489,4.08166015
-5.34567284,6.52644598,2.07951174,0.74916661,0.01721927,0.41935999,1.88273713,0.86794509,0.04686098,4.11389327
-5.33966983,6.54040291,2.07975864,0.75383294,0.01748140,0.41225375,1.91338647,0.87556372,0.04574888,4.14028853
-5.33366683,6.54723233,2.07691570,0.75801570,0.01770685,0.40495214,1.94192328,0.88276844,0.04466176,4.16072812
-5.32766383,6.54713073,2.07108645,0.76159282,0.01789256,0.39755839,1.96828191,0.88962617,0.04361124,4.17515093
-5.32166083,6.54033677,2.06239563,0.76443273,0.01803581,0.39017139,1.99244909,0.89621104,0.04260751,4.18356250
-5.31565783,6.52714092,2.05098926,0.76640129,0.01813434,0.38288564,2.01446292,0.90260402,0.04165954,4.18604175
-5.30965483,6.50789089,2.03703384,0.76736920,0.01818643,0.37579115,2.03440832,0.90889159,0.04077514,4.18274393
-5.30365183,6.48299203,2.02071473,0.76721945,0.01819097,0.36897339,2.05240917,0.91516347,0.03996120,4.17389901
-5.29764882,6.45290195,2.00223353,0.76585449,0.01814749,0.36251294,2.06861730,0.92150929,0.03922366,4.15980565
-5.29164582,6.41811972,1.98180503,0.76320282,0.01805617,0.35648493,2.08319913,0.92801440,0.03856764,4.14082103
-5.28564282,6.37917029,1.95965364,0.75922470,0.01791784,0.35095830,2.09632048,0.93475487,0.03799736,4.11734705
-5.27963982,6.33658539,1.93600998,0.75391683,0.01773390,0.34599471,2.10813083,0.94179211,0.03751614,4.08981422
-5.27363682,6.29088252,1.91110787,0.74731584,0.01750635,0.34164744,2.11874782,0.94916732,0.03712627,4.05866420
-5.26763382,6.24254393,1.88518214,0.73950046,0.01723765,0.33796003,2.12824330,0.95689633,0.03682890,4.02433253
-5.26163082,6.19199750,1.85846764,0.73059247,0.01693070,0.33496508,2.13663178,0.96496507,0.03662395,3.98723289
-5.25562781,6.13960137,1.83119959,0.72075634,0.01658875,0.33268315,2.14386232,0.97332616,0.03651004,3.94774405
-5.24962481,6.08563370,1.80361529,0.71019768,0.01621536,0.33112182,2.14981446,0.98189697,0.03648441,3.90620063
-5.24362181,6.03028888,1.77595721,0.69916054,0.01581430,0.33027522,2.15429863,0.99055936,0.03654295,3.86288833
-5.23761881,5.97368039,1.74847699,0.68792366,0.01538958,0.33012386,2.15706126,0.99916128,0.03668026,3.81804386
-5.23161581,5.91585055,1.72143998,0.67679577,0.01494532,0.33063497,2.15779428,1.00752030,0.03688982,3.77185960
-5.22561281,5.85678622,1.69512979,0.66610994,0.01448578,0.33176328,2.15614869,1.01542891,0.03716422,3.72449234
-5.21960980,5.79643950,1.66985192,0.65621714,0.01401532,0.33345223,2.15175129,1.02266144,0.03749540,3.67607529
-5.21360680,5.73475140,1.64593609,0.64747898,0.01353836,0.33563561,2.14422385,1.02898227,0.03787503,3.62673224
-5.20760380,5.67167682,1.62373626,0.64025966,0.01305939,0.33823942,2.13320335,1.03415492,0.03829486,3.57659229
-5.20160080,5.60720846,1.60362801,0.63491727,0.01258292,0.34118396,2.11836227,1.03795144,0.03874710,3.52580401
-5.19559780,5.54139762,1.58600273,0.63179448,0.01211344,0.34438602,2.09942776,1.04016179,0.03922476,3.47454727
-5.18959480,5.47436987,1.57125838,0.63120862,0.01165541,0.34776094,2.07619841,1.04060244,0.03972194,3.42304177
