energy_ev,total_up,Ag_p_up,Ag_d_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,5.58177354,1.61951858,2.73763005,0.96430380,0.97587702,0.00288998,0.42422274,0.01284471,1.12086823
-5.99399700,5.62190617,1.63664937,2.73499265,0.97157112,1.00530629,0.00299540,0.42082061,0.01317821,1.14362237
-5.98799400,5.66105091,1.65227397,2.73347464,0.97695973,1.03391331,0.00310872,0.41813280,0.01357893,1.16464444
-5.98199100,5.69873674,1.66629704,2.73305878,0.98049227,1.06136295,0.00322927,0.41621764,0.01403966,1.18367006
-5.97598799,5.73447843,1.67866791,2.73367621,0.98223351,1.08732844,0.00335642,0.41511616,0.01455149,1.20047444
-5.96998499,5.76778651,1.68937625,2.73521034,0.98228556,1.11149806,0.00348956,0.41485086,0.01510395,1.21487688
-5.96398199,5.79817670,1.69844534,2.73750217,0.98078176,1.13358157,0.00362802,0.41542481,0.01568528,1.22674344
-5.95797899,5.82517891,1.70592338,2.74035689,0.97787930,1.15331627,0.00377104,0.41682144,0.01628262,1.23598792
-5.95197599,5.84834622,1.71187367,2.74355202,0.97375138,1.17047232,0.00391773,0.41900470,0.01688239,1.24257121
-5.94597299,5.86726402,1.71636441,2.74684674,0.96857900,1.18485755,0.00406704,0.42192008,0.01747055,1.24649911
-5.93996998,5.88155965,1.71945895,2.74999250,0.96254319,1.19632130,0.00421770,0.42549618,0.01803301,1.24781899
-5.93396698,5.89091302,1.72120742,2.75274465,0.95581798,1.20475747,0.00436822,0.42964704,0.01855601,1.24661552
-5.92796398,5.89506790,1.72164033,2.75487479,0.94856448,1.21010660,0.00451690,0.43427518,0.01902643,1.24300575
-5.92196098,5.89384425,1.72076476,2.75618352,0.94092658,1.21235689,0.00466183,0.43927516,0.01943224,1.23713395
-5.91595798,5.88715080,1.71856346,2.75651297,0.93302823,1.21154432,0.00480091,0.44453774,0.01976277,1.22916644
-5.90995498,5.87499752,1.71499688,2.75575858,0.92497258,1.20775161,0.00493192,0.44995424,0.02000902,1.21928656
-5.90395198,5.85750693,1.71000802,2.75387941,0.91684279,1.20110620,0.00505258,0.45542104,0.02016396,1.20769012
-5.89794897,5.83492334,1.70352974,2.75090619,0.90870437,1.19177718,0.00516061,0.46084391,0.02022265,1.19458122
-5.89194597,5.80761856,1.69549367,2.74694648,0.90060871,1.17997119,0.00525382,0.46614195,0.02018239,1.18016863
-5.88594297,5.77609310,1.68584012,2.74218614,0.89259748,1.16592736,0.00533020,0.47125084,0.02004279,1.16466261
-5.87993997,5.74097160,1.67452811,2.73688662,0.88470733,1.14991140,0.00538799,0.47612513,0.01980567,1.14827200
-5.87393697,5.70299162,1.66154432,2.73137774,0.87697446,1.13220883,0.00542577,0.48073949,0.01947504,1.13120162
-5.86793397,5.66298521,1.64691049,2.72604570,0.86943861,1.11311761,0.00544250,0.48508862,0.01905685,1.11364971
-5.86193097,5.62185322,1.63068822,2.72131663,0.86214602,1.09294027,0.00543760,0.48918584,0.01855879,1.09580533
-5.85592796,5.58053267,1.61298077,2.71763590,0.85515105,1.07197581,0.00541097,0.49306044,0.01798999,1.07784560
-5.84992496,5.53995820,1.59393152,2.71544421,0.84851623,1.05051147,0.00536299,0.49675367,0.01736067,1.05993274
-5.84392196,5.50101900,1.57371913,2.71515120,0.84231068,1.02881489,0.00529452,0.50031388,0.01668182,1.04221097
-5.83791896,5.46451328,1.55254949,2.71710812,0.83660689,1.00712667,0.00520685,0.50379072,0.01596482,1.02480327
-5.83191596,5.43110259,1.53064513,2.72158080,0.83147620,0.98565383,0.00510168,0.50722911,0.01522108,1.00780811
-5.82591296,5.40126857,1.50823262,2.72872461,0.82698308,0.96456436,0.00498100,0.51066302,0.01446171,0.99129642
-5.81990995,5.37527482,1.48552903,2.73856287,0.82317887,0.94398309,0.00484707,0.51410972,0.01369723,0.97530903
-5.81390695,5.35313645,1.46272826,2.75097032,0.82009526,0.92398917,0.00470228,0.51756474,0.01293726,0.95985464
-5.80790395,5.33459959,1.43998826,2.76566260,0.81773810,0.90461522,0.00454907,0.52099792,0.01219040,0.94490881
-5.80190095,5.31913273,1.41742016,2.78219314,0.81608210,0.88584833,0.00438986,0.52435097,0.01146402,0.93041391
