energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.70585293,2.71811196,0.63195173,0.93013616,0.00128492,0.79005075,0.30336860,0.00000000,1.69034601,0.34967706
-5.69984992,2.65926579,0.59876211,0.89786222,0.00122275,0.78740016,0.29258882,0.00000000,1.69156563,0.34204716
-5.69384692,2.59793555,0.56592795,0.86505785,0.00115901,0.78360151,0.28162321,0.00000000,1.68869819,0.33472749
-5.68784392,2.53410374,0.53366753,0.83167162,0.00109432,0.77861144,0.27052195,0.00000000,1.68161040,0.32772923
-5.68184092,2.46794561,0.50219999,0.79772532,0.00102927,0.77245280,0.25934411,0.00000000,1.67031246,0.32108107
-5.67583792,2.39982659,0.47174112,0.76330940,0.00096438,0.76521720,0.24815683,0.00000000,1.65496368,0.31483061
-5.66983492,2.33029229,0.44249913,0.72857618,0.00090018,0.75706468,0.23703414,0.00000000,1.63587236,0.30904456
-5.66383192,2.26005113,0.41467070,0.69373093,0.00083711,0.74822015,0.22605570,0.00000000,1.61348940,0.30380786
-5.65782891,2.18995008,0.38843714,0.65902132,0.00077558,0.73896678,0.21530513,0.00000000,1.58839573,0.29922155
-5.65182591,2.12094415,0.36396079,0.62472580,0.00071599,0.72963627,0.20486825,0.00000000,1.56128375,0.29539938
-5.64582291,2.05406084,0.34138170,0.59114123,0.00065866,0.72059651,0.19483110,0.00000000,1.53293323,0.29246337
-5.63981991,1.99036085,0.32081458,0.55857040,0.00060391,0.71223692,0.18527787,0.00000000,1.50418273,0.29053832
-5.63381691,1.93089664,0.30234620,0.52730986,0.00055202,0.70495213,0.17628886,0.00000000,1.47589767,0.28974565
-5.62781391,1.87667063,0.28603330,0.49763858,0.00050327,0.69912475,0.16793843,0.00000000,1.44893627,0.29019675
-5.62181091,1.82859486,0.27190116,0.46980786,0.00045793,0.69510794,0.16029323,0.00000000,1.42411524,0.29198616
-5.61580790,1.78745398,0.25994284,0.44403287,0.00041626,0.69320879,0.15341063,0.00000000,1.40217648,0.29518509
-5.60980490,1.75387333,0.25011928,0.42048601,0.00037856,0.69367304,0.14733761,0.00000000,1.38375676,0.29983539
-5.60380190,1.72829351,0.24236045,0.39929248,0.00034517,0.69667231,0.14211002,0.00000000,1.36936159,0.30594461
-5.59779890,1.71095302,0.23656727,0.38052802,0.00031645,0.70229418,0.13775241,0.00000000,1.35934483,0.31348216
-5.59179590,1.70187950,0.23261479,0.36421887,0.00029287,0.71053595,0.13427844,0.00000000,1.35389503,0.32237716
-5.58579290,1.70089040,0.23035620,0.35034393,0.00027495,0.72130232,0.13169179,0.00000000,1.35302917,0.33251788
-5.57978989,1.70760295,0.22962781,0.33883886,0.00026335,0.73440719,0.12998759,0.00000000,1.35659429,0.34375308
-5.57378689,1.72145302,0.23025484,0.32960195,0.00025882,0.74957967,0.12915435,0.00000000,1.36427681,0.35589515
-5.56778389,1.74172199,0.23205784,0.32250129,0.00026231,0.76647396,0.12917618,0.00000000,1.37561919,0.36872502
-5.56178089,1.76757036,0.23485940,0.31738304,0.00027489,0.78468267,0.13003529,0.00000000,1.39004301,0.38199863
-5.55577789,1.79807627,0.23849108,0.31408016,0.00029783,0.80375303,0.13171443,0.00000000,1.40687732,0.39545468
-5.54977489,1.83227702,0.24280005,0.31242130,0.00033261,0.82320509,0.13419935,0.00000000,1.42539071,0.40882334
-5.54377189,1.86921143,0.24765529,0.31223932,0.00038088,0.84255101,0.13748089,0.00000000,1.44482547,0.42183544
-5.53776888,1.90796069,0.25295284,0.31337897,0.00044452,0.86131461,0.14155653,0.00000000,1.46443201,0.43423177
-5.53176588,1.94768558,0.25861994,0.31570339,0.00052560,0.87905000,0.14643149,0.00000000,1.48350172,0.44577193
-5.52576288,1.98765802,0.26461778,0.31909908,0.00062634,0.89535840,0.15211884,0.00000000,1.50139664,0.45624244
-5.51975988,2.02728524,0.27094250,0.32347904,0.00074911,0.90990242,0.15863895,0.00000000,1.51757422,0.46546352
-5.51375688,2.06612510,0.27762442,0.32878390,0.00089638,0.92241690,0.16601792,0.00000000,1.53160621,0.47329433
-5.50775388,2.10389202,0.28472540,0.33498109,0.00107063,0.93271596,0.17428514,0.00000000,1.54319054,0.47963638
-5.50175088,2.14045289,0.29233432,0.34206197,0.00127430,0.94069588,0.18347007,0.00000000,1.55215582,0.48443493
-5.49574787,2.17581352,0.30056081,0.35003704,0.00150968,0.94633374,0.19359821,0.00000000,1.55845840,0.48767844
-5.48974487,2.21009623,0.30952749,0.35892971,0.00177882,0.94968207,0.20468667,0.00000000,1.56217233,0.48939601
-5.48374187,2.24351015,0.31936098,0.36876867,0.00208341,0.95085981,0.21673931,0.00000000,1.56347304,0.48965309
-5.47773887,2.27631590,0.33018211,0.37957952,0.00242464,0.95004026,0.22974195,0.00000000,1.56261582,0.48854566
-5.47173587,2.30878689,0.34209575,0.39137610,0.00280309,0.94743677,0.24365775,0.00000000,1.55991057,0.48619336
-5.46573287,2.34116958,0.35518087,0.40415186,0.00321862,0.94328703,0.25842317,0.00000000,1.55569447,0.48273186
-5.45972986,2.37364523,0.36948118,0.41787206,0.00367021,0.93783692,0.27394478,0.00000000,1.55030422,0.47830493
-5.45372686,2.40629548,0.38499707,0.43246704,0.00415589,0.93132491,0.29009716,0.00000000,1.54404964,0.47305672
-5.44772386,2.43907409,0.40167921,0.44782722,0.00467269,0.92396785,0.30672217,0.00000000,1.53719028,0.46712467
-5.44172086,2.47178662,0.41942427,0.46380002,0.00521652,0.91594900,0.32362966,0.00000000,1.52991634,0.46063330
-5.43571786,2.50407959,0.43807307,0.48018911,0.00578224,0.90740893,0.34059986,0.00000000,1.52233517,0.45368939
-5.42971486,2.53543992,0.45741146,0.49675605,0.00636361,0.89843981,0.35738733,0.00000000,1.51446410,0.44637861
-5.42371186,2.56520508,0.47717396,0.51322439,0.00695343,0.88908321,0.37372653,0.00000000,1.50622986,0.43876378
-5.41770885,2.59258355,0.49705013,0.52928625,0.00754360,0.87933167,0.38933868,0.00000000,1.49747482,0.43088478
-5.41170585,2.61668473,0.51669350,0.54461086,0.00812532,0.86913362,0.40393991,0.00000000,1.48796941,0.42276010
-5.40570285,2.63655687,0.53573278,0.55885503,0.00868927,0.85840151,0.41725018,0.00000000,1.47742999,0.41438974
-5.39969985,2.65123105,0.55378477,0.57167492,0.00922586,0.84702235,0.42900267,0.00000000,1.46554109,0.40575935
-5.39369685,2.65976890,0.57046860,0.58273862,0.00972548,0.83487017,0.43895334,0.00000000,1.45198058,0.39684517
-5.38769385,2.66131160,0.58542053,0.59173893,0.01017881,0.82181951,0.44688998,0.00000000,1.43644626,0.38761959
-5.38169085,2.65512747,0.59830862,0.59840577,0.01057707,0.80775907,0.45264063,0.00000000,1.41868223,0.37805679
-5.37568784,2.64065557,0.60884668,0.60251759,0.01091235,0.79260478,0.45608064,0.00000000,1.39850343,0.36813827
-5.36968484,2.61754296,0.61680670,0.60391119,0.01117784,0.77631138,0.45713831,0.00000000,1.37581687,0.35785777
-5.36368184,2.58567357,0.62202917,0.60248950,0.01136809,0.75888196,0.45579862,0.00000000,1.35063825,0.34722540
-5.35767884,2.54518698,0.62443073,0.59822687,0.01147918,0.74037467,0.45210489,0.00000000,1.32310287,0.33627073
-5.35167584,2.49648607,0.62400890,0.59117164,0.01150886,0.72090645,0.44615832,0.00000000,1.29347025,0.32504453
-5.34567284,2.44023298,0.62084325,0.58144583,0.01145667,0.70065333,0.43811536,0.00000000,1.26212189,0.31361932
-5.33966983,2.37733342,0.61509337,0.56924193,0.01132391,0.67984733,0.42818293,0.00000000,1.22955231,0.30208842
-5.33366683,2.30890998,0.60699324,0.55481688,0.01111361,0.65877013,0.41661181,0.00000000,1.19635369,0.29056382
-5.32766383,2.23626570,0.59684262,0.53848367,0.01083044,0.63774372,0.40368844,0.00000000,1.16319478,0.27917274
-5.32166083,2.16083944,0.58499544,0.52060073,0.01048054,0.61711860,0.38972538,0.00000000,1.13079503,0.26805336
-5.31565783,2.08415521,0.57184612,0.50155979,0.01007130,0.59726004,0.37505100,0.00000000,1.09989526,0.25734962
-5.30965483,2.00776764,0.55781402,0.48177254,0.00961110,0.57853301,0.35999875,0.00000000,1.07122614,0.24720570
-5.30365183,1.93320627,0.54332706,0.46165698,0.00910907,0.56128671,0.34489638,0.00000000,1.04547606,0.23776018
-5.29764882,1.86192082,0.52880506,0.44162366,0.00857478,0.54583928,0.33005578,0.00000000,1.02325992,0.22914035
-5.29164582,1.79523023,0.51464357,0.42206280,0.00801794,0.53246349,0.31576359,0.00000000,1.00509022,0.22145686
-5.28564282,1.73427716,0.50119896,0.40333242,0.00744815,0.52137402,0.30227309,0.00000000,0.99135190,0.21479908
-5.27963982,1.67999030,0.48877543,0.38574827,0.00687462,0.51271714,0.28979766,0.00000000,0.98228213,0.20923117
-5.27363682,1.63305547,0.47761432,0.36957560,0.00630596,0.50656296,0.27850587,0.00000000,0.97795591,0.20478929
-5.26763382,1.59389698,0.46788646,0.35502325,0.00575003,0.50290085,0.26851851,0.00000000,0.97827819,0.20147984
-5.26163082,1.56266934,0.45968749,0.34224003,0.00521374,0.50163816,0.25990748,0.00000000,0.98298304,0.19927901
-5.25562781,1.53925967,0.45303661,0.33131351,0.00470303,0.50260225,0.25269654,0.00000000,0.99163971,0.19813336
-5.24962481,1.52330028,0.44787849,0.32227104,0.00422279,0.50554572,0.24686376,0.00000000,1.00366549,0.19796172
-5.24362181,1.51419038,0.44408834,0.31508284,0.00377687,0.51015476,0.24234550,0.00000000,1.01834482,0.19865793
-5.23761881,1.51112596,0.44147978,0.30966691,0.00336815,0.51605995,0.23904166,0.00000000,1.03485381,0.20009464
-5.23161581,1.51313600,0.43981499,0.30589539,0.00299856,0.52284929,0.23682191,0.00000000,1.05228907,0.20212765
-5.22561281,1.51912343,0.43881677,0.30360199,0.00266929,0.53008270,0.23553254,0.00000000,1.06969970,0.20460081
-5.21960980,1.52790877,0.43818183,0.30259015,0.00238081,0.53730746,0.23500376,0.00000000,1.08612106,0.20735117
-5.21360680,1.53827469,0.43759464,0.30264151,0.00213309,0.54407380,0.23505690,0.00000000,1.10060879,0.21021417
-5.20760380,1.54900955,0.43674134,0.30352427,0.00192568,0.54995019,0.23551138,0.00000000,1.11227184,0.21302857
-5.20160080,1.55894811,0.43532294,0.30500128,0.00175792,0.55453744,0.23619120,0.00000000,1.12030294,0.21564116
-5.19559780,1.56700818,0.43306740,0.30683734,0.00162900,0.55748129,0.23693059,0.00000000,1.12400549,0.21791080
-5.18959480,1.57222179,0.42974000,0.30880581,0.00153813,0.55848292,0.23757880,0.00000000,1.12281571,0.21971185
-5.18359180,1.57376005,0.42515169,0.31069408,0.00148458,0.55730703,0.23800388,0.00000000,1.11631927,0.22093687
-5.17758879,1.57095135,0.41916520,0.31230809,0.00146779,0.55378730,0.23809535,0.00000000,1.10426200,0.22149852
-5.17158579,1.56329254,0.41169867,0.31347567,0.00148739,0.54782918,0.23776581,0.00000000,1.08655428,0.22133063
-5.16558279,1.55045334,0.40272685,0.31404890,0.00154319,0.53940989,0.23695151,0.00000000,1.06326932,0.22038863
-5.15957979,1.53227445,0.39227999,0.31390552,0.00163521,0.52857603,0.23561202,0.00000000,1.03463564,0.21864915
-5.15357679,1.50876010,0.38044057,0.31294943,0.00176359,0.51543888,0.23372906,0.00000000,1.00102426,0.21610913
-5.14757379,1.48006582,0.36733823,0.31111060,0.00192856,0.50016778,0.23130464,0.00000000,0.96293154,0.21278446
-5.14157079,1.44648254,0.35314316,0.30834430,0.00213030,0.48298214,0.22835874,0.00000000,0.92095857,0.20870815
-5.13556778,1.40841806,0.33805845,0.30462998,0.00236890,0.46414226,0.22492657,0.00000000,0.87578819,0.20392841
-5.12956478,1.36637690,0.32231177,0.29996983,0.00264419,0.44393971,0.22105572,0.00000000,0.82816068,0.19850648
-5.12356178,1.32093948,0.30614676,0.29438710,0.00295565,0.42268748,0.21680318,0.00000000,0.77884929,0.19251446
-5.11755878,1.27274153,0.28981452,0.28792432,0.00330229,0.40071039,0.21223248,0.00000000,0.72863652,0.18603318
-5.11155578,1.22245435,0.27356565,0.28064142,0.00368253,0.37833608,0.20741092,0.00000000,0.67829204,0.17915016
-5.10555278,1.17076654,0.25764293,0.27261381,0.00409412,0.35588679,0.20240715,0.00000000,0.62855298,0.17195765
-5.09954977,1.11836738,0.24227493,0.26393036,0.00453407,0.33367223,0.19728897,0.00000000,0.58010704,0.16455088
-5.09354677,1.06593223,0.22767081,0.25469136,0.00499859,0.31198346,0.19212150,0.00000000,0.53357877,0.15702632
-5.08754377,1.01410989,0.21401617,0.24500634,0.00548311,0.29108798,0.18696562,0.00000000,0.48951918,0.14948020
-5.08154077,0.96351183,0.20147009,0.23499190,0.00598230,0.27122594,0.18187687,0.00000000,0.44839860,0.14200695
-5.07553777,0.91470322,0.19016334,0.22476931,0.00649008,0.25260735,0.17690456,0.00000000,0.41060259,0.13469785
-5.06953477,0.86819559,0.18019758,0.21446209,0.00699980,0.23541021,0.17209121,0.00000000,0.37643065,0.12763958
-5.06353177,0.82444085,0.17164546,0.20419351,0.00750430,0.21977952,0.16747231,0.00000000,0.34609727,0.12091298
-5.05752876,0.78382654,0.16455164,0.19408405,0.00799612,0.20582682,0.16307628,0.00000000,0.31973505,0.11459162
-5.05152576,0.74667231,0.15893429,0.18424889,0.00846765,0.19363041,0.15892468,0.00000000,0.29739922,0.10874064
-5.04552276,0.71322738,0.15478733,0.17479551,0.00891137,0.18323593,0.15503256,0.00000000,0.27907348,0.10341549
-5.03951976,0.68366916,0.15208293,0.16582147,0.00932001,0.17465738,0.15140911,0.00000000,0.26467654,0.09866093
-5.03351676,0.65810300,0.15077447,0.15741248,0.00968682,0.16787842,0.14805834,0.00000000,0.25406920,0.09451004
-5.02751376,0.63656319,0.15079971,0.14964086,0.01000572,0.16285405,0.14497999,0.00000000,0.24706177,0.09098364
-5.02151076,0.61901536,0.15208421,0.14256445,0.01027154,0.15951255,0.14217051,0.00000000,0.24342169,0.08808981
-5.01550775,0.60536040,0.15454490,0.13622596,0.01048010,0.15775789,0.13962421,0.00000000,0.24288117,0.08582388
-5.00950475,0.59543997,0.15809381,0.13065303,0.01062840,0.15747239,0.13733447,0.00000000,0.24514491,0.08416867
-5.00350175,0.58904365,0.16264196,0.12585872,0.01071469,0.15851988,0.13529500,0.00000000,0.24989790,0.08309522
-4.99749875,0.58591772,0.16810328,0.12184266,0.01073849,0.16074921,0.13350116,0.00000000,0.25681321,0.08256389
-4.99149575,0.58577540,0.17439857,0.11859266,0.01070060,0.16399823,0.13195128,0.00000000,0.26555981,0.08252579
-4.98549275,0.58830835,0.18145947,0.11608684,0.01060308,0.16809805,0.13064797,0.00000000,0.27581037,0.08292467
-4.97948974,0.59319900,0.18923223,0.11429603,0.01044915,0.17287755,0.12959926,0.00000000,0.28724893,0.08369899
-4.97348674,0.60013344,0.19768126,0.11318640,0.01024307,0.17816809,0.12881969,0.00000000,0.29957833,0.08478424
-4.96748374,0.60881414,0.20679227,0.11272228,0.00999001,0.18380816,0.12833113,0.00000000,0.31252715,0.08611542
-4.96148074,0.61897202,0.21657487,0.11286873,0.00969586,0.18964788,0.12816342,0.00000000,0.32585605,0.08762942
-4.95547774,0.63037735,0.22706442,0.11359407,0.00936709,0.19555301,0.12835464,0.00000000,0.33936312,0.08926740
-4.94947474,0.64284870,0.23832301,0.11487195,0.00901053,0.20140851,0.12895107,0.00000000,0.35288808,0.09097683
-4.94347174,0.65625952,0.25043950,0.11668294,0.00863319,0.20712122,0.13000673,0.00000000,0.36631495,0.09271333
-4.93746873,0.67054190,0.26352831,0.11901559,0.00824208,0.21262169,0.13158256,0.00000000,0.37957322,0.09444194
-4.93146573,0.68568721,0.27772719,0.12186681,0.00784403,0.21786487,0.13374508,0.00000000,0.39263701,0.09613805
-4.92546273,0.70174334,0.29319367,0.12524155,0.00744558,0.22282972,0.13656481,0.00000000,0.40552254,0.09778763
-4.91945973,0.71880879,0.31010058,0.12915182,0.00705277,0.22751770,0.14011417,0.00000000,0.41828355,0.09938709
-4.91345673,0.73702363,0.32863038,0.13361514,0.00667112,0.23195016,0.14446518,0.00000000,0.43100515,0.10094241
-4.90745373,0.75655791,0.34896893,0.13865236,0.00630545,0.23616472,0.14968694,0.00000000,0.44379609,0.10246797
-4.90145073,0.77759790,0.37129857,0.14428517,0.00595990,0.24021092,0.15584297,0.00000000,0.45677990,0.10398480
-4.89544772,0.80033122,0.39579108,0.15053335,0.00563782,0.24414533,0.16298853,0.00000000,0.47008532,0.10551865
-4.88944472,0.82493130,0.42260063,0.15741182,0.00534180,0.24802632,0.17116819,0.00000000,0.48383644,0.10709777
-4.88344172,0.85154243,0.45185723,0.16492802,0.00507361,0.25190890,0.18041350,0.00000000,0.49814321,0.10875071
-4.87743872,0.88026594,0.48366083,0.17307933,0.00483430,0.25583987,0.19074113,0.00000000,0.51309265,0.11050409
-4.87143572,0.91114867,0.51807638,0.18185110,0.00462418,0.25985354,0.20215146,0.00000000,0.52874137,0.11238067
-4.86543272,0.94417410,0.55513003,0.19121519,0.00444285,0.26396833,0.21462768,0.00000000,0.54510978,0.11439767
-4.85942971,0.97925687,0.59480667,0.20112922,0.00428934,0.26818444,0.22813550,0.00000000,0.56217826,0.11656546
-4.85342671,1.01624099,0.63704863,0.21153650,0.00416210,0.27248265,0.24262348,0.00000000,0.57988553,0.11888682
-4.84742371,1.05490177,0.68175571,0.22236679,0.00405913,0.27682446,0.25802387,0.00000000,0.59812927,0.12135659
-4.84142071,1.09495139,0.72878628,0.23353771,0.00397807,0.28115335,0.27425401,0.00000000,0.61676880,0.12396189
-4.83541771,1.13604773,0.77795914,0.24495682,0.00391625,0.28539731,0.29121812,0.00000000,0.63562986,0.12668280
-4.82941471,1.17780593,0.82905624,0.25652421,0.00387080,0.28947224,0.30880948,0.00000000,0.65451079,0.12949352
-4.82341171,1.21981197,0.88182552,0.26813542,0.00383878,0.29328621,0.32691270,0.00000000,0.67319011,0.13236373
-4.81740870,1.26163752,0.93598412,0.27968464,0.00381719,0.29674414,0.34540618,0.00000000,0.69143462,0.13526038
-4.81140570,1.30285513,0.99122136,0.29106787,0.00380311,0.29975280,0.36416446,0.00000000,0.70900791,0.13814950
-4.80540270,1.34305310,1.04720164,0.30218601,0.00379375,0.30222567,0.38306052,0.00000000,0.72567849,0.14099808
-4.79939970,1.38184918,1.10356711,0.31294760,0.00378648,0.30408748,0.40196782,0.00000000,0.74122734,0.14377591
-4.79339670,1.41890252,1.15994013,0.32327126,0.00377895,0.30527822,0.42076220,0.00000000,0.75545439,0.14645721
-4.78739370,1.45392355,1.21592579,0.33308761,0.00376905,0.30575634,0.43932352,0.00000000,0.76818376,0.14902207
-4.78139070,1.48668126,1.27111455,0.34234060,0.00375499,0.30550102,0.45753713,0.00000000,0.77926765,0.15145756
-4.77538769,1.51700810,1.32508545,0.35098843,0.00373528,0.30451356,0.47529514,0.00000000,0.78858876,0.15375854
-4.76938469,1.54480226,1.37740994,0.35900388,0.00370873,0.30281764,0.49249766,0.00000000,0.79606139,0.15592808
-4.76338169,1.57002771,1.42765677,0.36637416,0.00367448,0.30045869,0.50905400,0.00000000,0.80163139,0.15797755
-4.75737869,1.59271225,1.47539799,0.37310041,0.00363194,0.29750238,0.52488381,0.00000000,0.80527511,0.15992644
-4.75137569,1.61294381,1.52021623,0.37919684,0.00358078,0.29403237,0.53991832,0.00000000,0.80699770,0.16180172
-4.74537269,1.63086540,1.56171298,0.38468961,0.00352092,0.29014742,0.55410153,0.00000000,0.80683093,0.16363709
-4.73936968,1.64666903,1.59951797,0.38961553,0.00345247,0.28595814,0.56739136,0.00000000,0.80483080,0.16547186
-4.73336668,1.66058867,1.63329892,0.39402061,0.00337575,0.28158336,0.57976071,0.00000000,0.80107508,0.16734973
-4.72736368,1.67289268,1.66277147,0.39795843,0.00329120,0.27714650,0.59119818,0.00000000,0.79566106,0.16931727
-4.72136068,1.68387548,1.68770840,0.40148848,0.00319941,0.27277186,0.60170846,0.00000000,0.78870324,0.17142237
-4.71535768,1.69384875,1.70794771,0.40467435,0.00310105,0.26858106,0.61131212,0.00000000,0.78033140,0.17371251
-4.70935468,1.70313194,1.72339875,0.40758173,0.00299689,0.26468968,0.62004479,0.00000000,0.77068855,0.17623297
-4.70335168,1.71204223,1.73404588,0.41027639,0.00288778,0.26120417,0.62795552,0.00000000,0.75992898,0.17902494
-4.69734867,1.72088391,1.73994912,0.41282191,0.00277459,0.25821906,0.63510433,0.00000000,0.74821613,0.18212370
-4.69134567,1.72993724,1.74124156,0.41527737,0.00265827,0.25581452,0.64155892,0.00000000,0.73572024,0.18555671
-4.68534267,1.73944712,1.73812350,0.41769493,0.00253978,0.25405428,0.64739077,0.00000000,0.72261569,0.18934194
-4.67933967,1.74961178,1.73085338,0.42011741,0.00242011,0.25298393,0.65267057,0.00000000,0.70907796,0.19348620
-4.67333667,1.76057201,1.71973598,0.42257599,0.00230027,0.25262958,0.65746341,0.00000000,0.69528029,0.19798385
-4.66733367,1.77240156,1.70510859,0.42508812,0.00218126,0.25299708,0.66182393,0.00000000,0.68139009,0.20281568
-4.66133067,1.78509910,1.68732580,0.42765581,0.00206407,0.25407155,0.66579176,0.00000000,0.66756519,0.20794834
-4.65532766,1.79858271,1.66674412,0.43026441,0.00194969,0.25581753,0.66938766,0.00000000,0.65395025,0.21333409
-4.64932466,1.81268721,1.64370709,0.43288206,0.00183905,0.25817959,0.67261056,0.00000000,0.64067332,0.21891121
-4.64332166,1.82716500,1.61853213,0.43545991,0.00173306,0.26108349,0.67543589,0.00000000,0.62784296,0.22460489
