energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up
-6.00000000,2.12681300,0.61607080,1.16204552,0.02567200,0.05285258,0.49623795,0.00000000,0.69861253,0.00000000
-5.99399700,1.93614998,0.57071516,1.04941007,0.02401045,0.04892769,0.45703189,0.00000000,0.64059721,0.00000000
-5.98799400,1.76004317,0.52727685,0.94691195,0.02232805,0.04524204,0.41966762,0.00000000,0.58625016,0.00000000
-5.98199100,1.59887831,0.48606736,0.85443981,0.02064216,0.04182634,0.38439418,0.00000000,0.53590068,0.00000000
-5.97598799,1.45300435,0.44739675,0.77187688,0.01896995,0.03871079,0.35144777,0.00000000,0.48985443,0.00000000
-5.96998499,1.32272415,0.41156427,0.69910196,0.01732786,0.03592439,0.32104571,0.00000000,0.44838708,0.00000000
-5.96398199,1.20828453,0.37884945,0.63598858,0.01573113,0.03349422,0.29338115,0.00000000,0.41173868,0.00000000
-5.95797899,1.10986594,0.34950404,0.58240222,0.01419349,0.03144484,0.26861859,0.00000000,0.38010882,0.00000000
-5.95197599,1.02757194,0.32374479,0.53819624,0.01272679,0.02979757,0.24689028,0.00000000,0.35365249,0.00000000
-5.94597299,0.96141872,0.30174736,0.50320655,0.01134087,0.02856996,0.22829341,0.00000000,0.33247652,0.00000000
-5.93996998,0.91132479,0.28364111,0.47724553,0.01004341,0.02777519,0.21288805,0.00000000,0.31663651,0.00000000
-5.93396698,0.87710102,0.26950508,0.46009532,0.00883995,0.02742159,0.20069583,0.00000000,0.30613418,0.00000000
-5.92796398,0.85844135,0.25936490,0.45150111,0.00773390,0.02751211,0.19169912,0.00000000,0.30091519,0.00000000
-5.92196098,0.85491450,0.25319068,0.45116456,0.00672670,0.02804398,0.18584092,0.00000000,0.30086718,0.00000000
-5.91595798,0.86595707,0.25089595,0.45873804,0.00581803,0.02900830,0.18302509,0.00000000,0.30581842,0.00000000
-5.90995498,0.89086867,0.25233749,0.47381991,0.00500595,0.03038982,0.18311715,0.00000000,0.31553694,0.00000000
-5.90395198,0.92880977,0.25731626,0.49595149,0.00428725,0.03216678,0.18594558,0.00000000,0.32973045,0.00000000
-5.89794897,0.97880276,0.26557932,0.52461613,0.00365768,0.03431087,0.19130358,0.00000000,0.34804724,0.00000000
-5.89194597,1.03973715,0.27682292,0.55924077,0.00311222,0.03678736,0.19895147,0.00000000,0.37007825,0.00000000
-5.88594297,1.11037942,0.29069672,0.59920046,0.00264537,0.03955540,0.20861967,0.00000000,0.39536063,0.00000000
-5.87993997,1.18938800,0.30680930,0.64382605,0.00225143,0.04256851,0.22001241,0.00000000,0.42338283,0.00000000
-5.87393697,1.27533371,0.32473493,0.69241514,0.00192472,0.04577525,0.23281214,0.00000000,0.45359161,0.00000000
-5.86793397,1.36672561,0.34402152,0.74424638,0.00165979,0.04912008,0.24668463,0.00000000,0.48540067,0.00000000
-5.86193097,1.46204204,0.36419976,0.79859671,0.00145165,0.05254446,0.26128484,0.00000000,0.51820121,0.00000000
-5.85592796,1.55976597,0.38479334,0.85476119,0.00129590,0.05598810,0.27626332,0.00000000,0.55137390,0.00000000
-5.84992496,1.65842376,0.40532978,0.91207470,0.00118890,0.05939025,0.29127311,0.00000000,0.58430223,0.00000000
-5.84392196,1.75662588,0.42535193,0.96993459,0.00112782,0.06269126,0.30597689,0.00000000,0.61638661,0.00000000
-5.83791896,1.85310773,0.44442936,1.02782320,0.00111076,0.06583398,0.32005421,0.00000000,0.64705877,0.00000000
-5.83191596,1.94676869,0.46216958,1.08532904,0.00113679,0.06876530,0.33320848,0.00000000,0.67579597,0.00000000
-5.82591296,2.03670736,0.47822840,1.14216533,0.00120593,0.07143746,0.34517340,0.00000000,0.70213411,0.00000000
-5.81990995,2.12225072,0.49231901,1.19818457,0.00131917,0.07380928,0.35571868,0.00000000,0.72567935,0.00000000
-5.81390695,2.20297543,0.50421939,1.25338793,0.00147840,0.07584716,0.36465464,0.00000000,0.74611747,0.00000000
-5.80790395,2.27871931,0.51377759,1.30792836,0.00168631,0.07752583,0.37183552,0.00000000,0.76322061,0.00000000
-5.80190095,2.34958203,0.52091462,1.36210663,0.00194632,0.07882871,0.37716137,0.00000000,0.77685075,0.00000000
-5.79589795,2.41591384,0.52562467,1.41635968,0.00226241,0.07974806,0.38057832,0.00000000,0.78695997,0.00000000
-5.78989495,2.47829236,0.52797266,1.47124120,0.00263891,0.08028469,0.38207735,0.00000000,0.79358726,0.00000000
-5.78389195,2.53748781,0.52808908,1.52739474,0.00308033,0.08044748,0.38169151,0.00000000,0.79685197,0.00000000
-5.77788894,2.59441766,0.52616233,1.58551983,0.00359109,0.08025244,0.37949177,0.00000000,0.79694443,0.00000000
-5.77188594,2.65009256,0.52242896,1.64633248,0.00417524,0.07972171,0.37558182,0.00000000,0.79411392,0.00000000
-5.76588294,2.70555579,0.51716208,1.71052140,0.00483620,0.07888228,0.37009191,0.00000000,0.78865491,0.00000000
-5.75987994,2.76181887,0.51065857,1.77870179,0.00557642,0.07776461,0.36317229,0.00000000,0.78089202,0.00000000
-5.75387694,2.81979657,0.50322572,1.85136895,0.00639713,0.07640125,0.35498638,0.00000000,0.77116470,0.00000000
-5.74787394,2.88024447,0.49516779,1.92885385,0.00729797,0.07482549,0.34570419,0.00000000,0.75981228,0.00000000
-5.74187094,2.94370230,0.48677322,2.01128301,0.00827680,0.07307011,0.33549614,0.00000000,0.74716021,0.00000000
-5.73586793,3.01044622,0.47830309,2.09854512,0.00932943,0.07116629,0.32452772,0.00000000,0.73350813,0.00000000
-5.72986493,3.08045267,0.46998120,2.19026630,0.01044943,0.06914276,0.31295507,0.00000000,0.71912032,0.00000000
-5.72386193,3.15337608,0.46198640,2.28579594,0.01162810,0.06702516,0.30092167,0.00000000,0.70421887,0.00000000
-5.71785893,3.22854207,0.45444738,2.38420440,0.01285436,0.06483572,0.28855623,0.00000000,0.68897994,0.00000000
-5.71185593,3.30495694,0.44744004,2.48429358,0.01411487,0.06259308,0.27597170,0.00000000,0.67353298,0.00000000
-5.70585293,3.38133376,0.44098765,2.58462047,0.01539421,0.06031249,0.26326536,0.00000000,0.65796291,0.00000000
-5.69984992,3.45613414,0.43506357,2.68353365,0.01667513,0.05800611,0.25051987,0.00000000,0.64231495,0.00000000
-5.69384692,3.52762450,0.42959642,2.77922156,0.01793891,0.05568350,0.23780503,0.00000000,0.62660165,0.00000000
-5.68784392,3.59394444,0.42447732,2.86977117,0.01916588,0.05335231,0.22518008,0.00000000,0.61081175,0.00000000
-5.68184092,3.65318475,0.41956886,2.95323495,0.02033591,0.05101891,0.21269628,0.00000000,0.59492010,0.00000000
-5.67583792,3.70347145,0.41471525,3.02770358,0.02142904,0.04868915,0.20039964,0.00000000,0.57889831,0.00000000
-5.66983492,3.74305270,0.40975326,3.09138148,0.02242616,0.04636905,0.18833345,0.00000000,0.56272522,0.00000000
-5.66383192,3.77038450,0.40452322,3.14266218,0.02330958,0.04406545,0.17654058,0.00000000,0.54639696,0.00000000
-5.65782891,3.78421170,0.39887988,3.18020018,0.02406376,0.04178656,0.16506537,0.00000000,0.52993584,0.00000000
-5.65182591,3.78364069,0.39270232,3.20297640,0.02467587,0.03954241,0.15395504,0.00000000,0.51339786,0.00000000
-5.64582291,3.76820065,0.38590274,3.21035414,0.02513629,0.03734513,0.14326051,0.00000000,0.49687829,0.00000000
-5.63981991,3.73789062,0.37843361,3.20212327,0.02543908,0.03520920,0.13303675,0.00000000,0.48051539,0.00000000
-5.63381691,3.69321031,0.37029310,3.17853052,0.02558223,0.03315148,0.12334266,0.00000000,0.46449181,0.00000000
-5.62781391,3.63517332,0.36152832,3.14029450,0.02556786,0.03119115,0.11424041,0.00000000,0.44903389,0.00000000
-5.62181091,3.56530197,0.35223664,3.08860463,0.02540223,0.02934957,0.10579454,0.00000000,0.43440878,0.00000000
-5.61580790,3.48560387,0.34256473,3.02510395,0.02509554,0.02765002,0.09807071,0.00000000,0.42091949,0.00000000
-5.60980490,3.39853086,0.33270566,2.95185621,0.02466174,0.02611739,0.09113431,0.00000000,0.40889813,0.00000000
-5.60380190,3.30692190,0.32289407,2.87129837,0.02411802,0.02477774,0.08504889,0.00000000,0.39869747,0.00000000
-5.59779890,3.21393150,0.31339963,2.78618025,0.02348427,0.02365785,0.07987465,0.00000000,0.39068115,0.00000000
-5.59179590,3.12294633,0.30451905,2.69949318,0.02278249,0.02278473,0.07566683,0.00000000,0.38521279,0.00000000
-5.58579290,3.03749244,0.29656699,2.61439014,0.02203600,0.02218500,0.07247418,0.00000000,0.38264433,0.00000000
-5.57978989,2.96113612,0.28986600,2.53409975,0.02126869,0.02188432,0.07033752,0.00000000,0.38330397,0.00000000
-5.57378689,2.89738110,0.28473600,2.46183691,0.02050427,0.02190669,0.06928830,0.00000000,0.38748391,0.00000000
-5.56778389,2.84956530,0.28148346,2.40071234,0.01976550,0.02227374,0.06934730,0.00000000,0.39542841,0.00000000
-5.56178089,2.82075960,0.28039074,2.35364381,0.01907343,0.02300398,0.07052336,0.00000000,0.40732243,0.00000000
-5.55577789,2.81367166,0.28170565,2.32327110,0.01844682,0.02411201,0.07281223,0.00000000,0.42328110,0.00000000
-5.54977489,2.83055698,0.28563186,2.31187685,0.01790157,0.02560767,0.07619552,0.00000000,0.44334064,0.00000000
-5.54377189,2.87313964,0.29232004,2.32131529,0.01745026,0.02749529,0.08063972,0.00000000,0.46745077,0.00000000
