energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up
-3.34667334,11.71396742,0.00629199,0.21755287,0.75160854,8.74285973,0.44056490,1.54381122,1.37304613,0.00000000
-3.34067034,11.87416255,0.00672243,0.22020853,0.76742945,8.84609914,0.45543170,1.57174018,1.39533690,0.00000000
-3.33466733,12.04497460,0.00718064,0.22297524,0.78470993,8.95780175,0.47022625,1.60042198,1.41896537,0.00000000
-3.32866433,12.22356627,0.00766134,0.22583229,0.80322751,9.07595831,0.48473929,1.62942403,1.44343954,0.00000000
-3.32266133,12.40693593,0.00815833,0.22875808,0.82271854,9.19845531,0.49874799,1.65829489,1.46821775,0.00000000
-3.31665833,12.59205150,0.00866454,0.23173204,0.84288945,9.32316586,0.51202295,1.68658815,1.49273095,0.00000000
-3.31065533,12.77597852,0.00917225,0.23473622,0.86342867,9.44803499,0.52433582,1.71388588,1.51640551,0.00000000
-3.30465233,12.95599569,0.00967321,0.23775658,0.88401863,9.57115517,0.53546689,1.73982023,1.53868549,0.00000000
-3.29864932,13.12969249,0.01015888,0.24078367,0.90434714,9.69082862,0.54521260,1.76409218,1.55905335,0.00000000
-3.29264632,13.29504455,0.01062061,0.24381286,0.92411753,9.80561421,0.55339228,1.78648613,1.57704791,0.00000000
-3.28664332,13.45046378,0.01104991,0.24684382,0.94305719,9.91435720,0.55985406,1.80687982,1.59227905,0.00000000
-3.28064032,13.59482205,0.01143871,0.24987947,0.96092403,10.01620190,0.56447950,1.82524877,1.60443827,0.00000000
-3.27463732,13.72744856,0.01177956,0.25292439,0.97751069,10.11058759,0.56718685,1.84166519,1.61330489,0.00000000
-3.26863432,13.84810288,0.01206587,0.25598283,0.99264646,10.19722968,0.56793277,1.85629126,1.61874783,0.00000000
-3.26263132,13.95692679,0.01229211,0.25905636,1.00619701,10.27608843,0.56671247,1.86936738,1.62072294,0.00000000
-3.25662831,14.05437927,0.01245401,0.26214156,1.01806218,10.34732847,0.56355838,1.88119578,1.61926650,0.00000000
-3.25062531,14.14115992,0.01254864,0.26522772,1.02817214,10.41127260,0.55853740,1.89212070,1.61448533,0.00000000
-3.24462231,14.21812653,0.01257451,0.26829492,1.03648258,10.46835367,0.55174706,1.90250602,1.60654434,0.00000000
-3.23861931,14.28621269,0.01253161,0.27131254,1.04296921,10.51906807,0.54331075,1.91271180,1.59565240,0.00000000
-3.23261631,14.34635100,0.01242141,0.27423855,1.04762237,10.56393423,0.53337237,1.92307097,1.58204751,0.00000000
-3.22661331,14.39940709,0.01224675,0.27701944,1.05044204,10.60345896,0.52209075,1.93386742,1.56598211,0.00000000
-3.22061031,14.44612844,0.01201176,0.27959114,1.05143394,10.63811368,0.50963404,1.94531694,1.54770956,0.00000000
-3.21460730,14.48711105,0.01172171,0.28188077,1.05060693,10.66832188,0.49617456,1.95755189,1.52747241,0.00000000
-3.20860430,14.52278566,0.01138282,0.28380914,1.04797195,10.69445815,0.48188407,1.97061056,1.50549313,0.00000000
-3.20260130,14.55342361,0.01100204,0.28529411,1.04354269,10.71685829,0.46693000,1.98443182,1.48196773,0.00000000
-3.19659830,14.57916132,0.01058685,0.28625440,1.03733782,10.73583916,0.45147235,1.99885534,1.45706238,0.00000000
-3.19059530,14.60004073,0.01014504,0.28661376,1.02938463,10.75172608,0.43566169,2.01362744,1.43091313,0.00000000
-3.18459230,14.61606211,0.00968447,0.28630533,1.01972374,10.76488499,0.41963799,2.02841205,1.40362838,0.00000000
-3.17858929,14.62724482,0.00921291,0.28527573,1.00841440,10.77575637,0.40353033,2.04280646,1.37529384,0.00000000
-3.17258629,14.63369074,0.00873785,0.28348891,0.99553990,10.78488751,0.38745722,2.05636069,1.34597933,0.00000000
-3.16658329,14.63564545,0.00826636,0.28092918,0.98121261,10.79295991,0.37152753,2.06859961,1.31574683,0.00000000
-3.16058029,14.63355180,0.00780496,0.27760358,0.96557798,10.80080892,0.35584173,2.07904649,1.28465906,0.00000000
-3.15457729,14.62809161,0.00735961,0.27354314,0.94881718,10.80943312,0.34049325,2.08724682,1.25278802,0.00000000
-3.14857429,14.62021172,0.00693564,0.26880301,0.93114791,10.81999199,0.32556982,2.09279092,1.22022262,0.00000000
-3.14257129,14.61113193,0.00653776,0.26346159,0.91282311,10.83379077,0.31115460,2.09533453,1.18707516,0.00000000
-3.13656828,14.60233364,0.00617012,0.25761836,0.89412752,10.85225283,0.29732698,2.09461589,1.15348597,0.00000000
-3.13056528,14.59552936,0.00583634,0.25139085,0.87537198,10.87688057,0.28416302,2.09046895,1.11962610,0.00000000
-3.12456228,14.59261464,0.00553965,0.24491056,0.85688580,10.90920670,0.27173547,2.08283184,1.08569779,0.00000000
-3.11855928,14.59560527,0.00528295,0.23831837,0.83900738,10.95073883,0.26011334,2.07175036,1.05193298,0.00000000
-3.11255628,14.60656372,0.00506895,0.23175932,0.82207355,11.00290052,0.24936124,2.05737664,1.01858970,0.00000000
-3.10655328,14.62751950,0.00490028,0.22537731,0.80640823,11.06697264,0.23953839,2.03996299,0.98594695,0.00000000
-3.10055028,14.66038873,0.00477959,0.21930978,0.79231087,11.14403888,0.23069761,2.01985173,0.95429826,0.00000000
-3.09454727,14.70689831,0.00470967,0.21368273,0.78004538,11.23493914,0.22288423,1.99746147,0.92394434,0.00000000
-3.08854427,14.76851974,0.00469351,0.20860627,0.76983017,11.34023423,0.21613526,1.97327089,0.89518549,0.00000000
-3.08254127,14.84641734,0.00473442,0.20417091,0.76182974,11.46018465,0.21047879,1.94780095,0.86831397,0.00000000
-3.07653827,14.94141441,0.00483603,0.20044470,0.75614839,11.59474539,0.20593374,1.92159654,0.84360690,0.00000000
-3.07053527,15.05397993,0.00500236,0.19747141,0.75282647,11.74357782,0.20251013,1.89520860,0.82132009,0.00000000
-3.06453227,15.18423717,0.00523781,0.19526977,0.75183923,11.90607868,0.20020971,1.86917751,0.80168286,0.00000000
-3.05852926,15.33199377,0.00554716,0.19383369,0.75309851,12.08142499,0.19902715,1.84401871,0.78489430,0.00000000
-3.05252626,15.49679205,0.00593551,0.19313358,0.75645723,12.26863293,0.19895154,1.82021091,0.77112090,0.00000000
-3.04652326,15.67797626,0.00640823,0.19311844,0.76171631,12.46662750,0.19996828,1.79818756,0.76049560,0.00000000
-3.04052026,15.87477303,0.00697091,0.19371886,0.76863384,12.67431917,0.20206109,1.77833147,0.75311813,0.00000000
-3.03451726,16.08637968,0.00762918,0.19485053,0.77693604,12.89068332,0.20521412,1.76097286,0.74905659,0.00000000
-3.02851426,16.31205493,0.00838864,0.19641816,0.78632931,13.11483747,0.20941396,1.74639030,0.74834994,0.00000000
-3.02251126,16.55120598,0.00925467,0.19831963,0.79651288,13.34611186,0.21465136,1.73481441,0.75101119,0.00000000
-3.01650825,16.80346595,0.01023227,0.20045016,0.80719141,13.58410860,0.22092258,1.72643362,0.75703099,0.00000000
-3.01050525,17.06875638,0.01132584,0.20270631,0.81808686,13.82874547,0.22823023,1.72140139,0.76638143,0.00000000
-3.00450225,17.34732979,0.01253897,0.20498955,0.82894898,14.08028105,0.23658347,1.71984416,0.77901959,0.00000000
-2.99849925,17.63978885,0.01387424,0.20720943,0.83956409,14.33931868,0.24599759,1.72186938,0.79489073,0.00000000
-2.99249625,17.94707951,0.01533293,0.20928608,0.84976148,14.60678815,0.25649287,1.72757287,0.81393096,0.00000000
-2.98649325,18.27045734,0.01691483,0.21115204,0.85941735,14.88390487,0.26809281,1.73704495,0.83606898,0.00000000
-2.98049025,18.61142748,0.01861797,0.21275337,0.86845608,15.17210772,0.28082177,1.75037475,0.86122707,0.00000000
-2.97448724,18.97166042,0.02043847,0.21405005,0.87684882,15.47297799,0.29470217,1.76765240,0.88932106,0.00000000
-2.96848424,19.35288703,0.02237028,0.21501564,0.88460955,15.78814273,0.30975134,1.78896883,0.92025942,0.00000000
-2.96248124,19.75677776,0.02440513,0.21563646,0.89178906,16.11916692,0.32597817,1.81441306,0.95394146,0.00000000
-2.95647824,20.18481152,0.02653240,0.21591013,0.89846708,16.46743945,0.34337978,1.84406709,0.99025472,0.00000000
-2.95047524,20.63814095,0.02873910,0.21584383,0.90474320,16.83405848,0.36193845,1.87799856,1.02907187,0.00000000
-2.94447224,21.11746055,0.03100996,0.21545230,0.91072719,17.21972158,0.38161874,1.91625161,1.07024714,0.00000000
-2.93846923,21.62288449,0.03332751,0.21475574,0.91652920,17.62462617,0.40236524,1.95883635,1.11361260,0.00000000
-2.93246623,22.15384039,0.03567235,0.21377773,0.92225053,18.04838526,0.42410087,2.00571751,1.15897458,0.00000000
-2.92646323,22.70898440,0.03802338,0.21254339,0.92797551,18.48996251,0.44672587,2.05680293,1.20611043,0.00000000
-2.92046023,23.28614224,0.04035820,0.21107775,0.93376492,18.94763003,0.47011762,2.11193251,1.25476583,0.00000000
-2.91445723,23.88227933,0.04265350,0.20940450,0.93965125,19.41895103,0.49413113,2.17086846,1.30465302,0.00000000
-2.90845423,24.49350193,0.04488557,0.20754518,0.94563613,19.90078833,0.51860034,2.23328722,1.35545005,0.00000000
-2.90245123,25.11508968,0.04703074,0.20551878,0.95168995,20.38933852,0.54334011,2.29877402,1.40680131,0.00000000
-2.89644822,25.74155864,0.04906594,0.20334176,0.95775359,20.88019044,0.56814881,2.36682030,1.45831936,0.00000000
-2.89044522,26.36675267,0.05096919,0.20102847,0.96374213,21.36840567,0.59281148,2.43682459,1.50958819,0.00000000
-2.88444222,26.98395974,0.05272008,0.19859191,0.96955025,21.84861787,0.61710335,2.50809701,1.56016805,0.00000000
-2.87843922,27.58604906,0.05430015,0.19604470,0.97505892,22.31514713,0.64079372,2.57986770,1.60960147,0.00000000
-2.87243622,28.16562423,0.05569334,0.19340022,0.98014287,22.76212518,0.66365005,2.65129887,1.65742075,0.00000000
-2.86643322,28.71518715,0.05688621,0.19067381,0.98467859,23.18362713,0.68544215,2.72150052,1.70315646,0.00000000
-2.86043022,29.22730731,0.05786815,0.18788388,0.98855206,23.57380526,0.70594641,2.78954918,1.74634682,0.00000000
-2.85442721,29.69479135,0.05863155,0.18505292,0.99166612,23.92702091,0.72494999,2.85450936,1.78654767,0.00000000
-2.84842421,30.11084761,0.05917176,0.18220823,0.99394683,24.23797054,0.74225486,2.91545674,1.82334272,0.00000000
-2.84242121,30.46924125,0.05948710,0.17938238,0.99534860,24.50180279,0.75768171,2.97150246,1.85635360,0.00000000
-2.83641821,30.76443566,0.05957871,0.17661330,0.99585791,24.71422349,0.77107358,3.02181739,1.88524955,0.00000000
-2.83041521,30.99171657,0.05945036,0.17394405,0.99549535,24.87158654,0.78229924,3.06565558,1.90975607,0.00000000
-2.82441221,31.14729590,0.05910828,0.17142217,0.99431599,24.97096872,0.79125614,3.10237584,1.92966245,0.00000000
-2.81840920,31.22839285,0.05856085,0.16909865,0.99240814,25.01022714,0.79787299,3.13146045,1.94482761,0.00000000
-2.81240620,31.23329050,0.05781839,0.16702664,0.98989050,24.98803843,0.80211171,3.15253033,1.95518404,0.00000000
-2.80640320,31.16136654,0.05689290,0.16525980,0.98690791,24.90391911,0.80396887,3.16535586,1.96073969,0.00000000
-2.80040020,31.01309769,0.05579777,0.16385053,0.98362592,24.75822715,0.80347633,3.16986299,1.96157742,0.00000000
-2.79439720,30.79003768,0.05454765,0.16284795,0.98022436,24.55214469,0.80070115,3.16613423,1.95785224,0.00000000
-2.78839420,30.49476944,0.05315816,0.16229586,0.97689025,24.28764265,0.79574454,3.15440456,1.94978611,0.00000000
-2.78239120,30.13083277,0.05164578,0.16223075,0.97381020,23.96742805,0.78874001,3.13505246,1.93766060,0.00000000
-2.77638819,29.70262941,0.05002770,0.16267983,0.97116270,23.59487528,0.77985045,3.10858635,1.92180763,0.00000000
-2.77038519,29.21530815,0.04832168,0.16365929,0.96911048,23.17394310,0.76926437,3.07562722,1.90259851,0.00000000
-2.76438219,28.67463318,0.04654594,0.16517274,0.96779324,22.70907935,0.75719128,3.03688805,1.88043189,0.00000000
-2.75837919,28.08683961,0.04471909,0.16721005,0.96732095,22.20511602,0.74385629,2.99315103,1.85572097,0.00000000
-2.75237619,27.45848035,0.04285993,0.16974648,0.96776802,21.66715738,0.72949424,2.94524340,1.82888053,0.00000000
-2.74637319,26.79626938,0.04098742,0.17274229,0.96916853,21.10046462,0.71434330,2.89401304,1.80031443,0.00000000
-2.74037019,26.10692615,0.03912044,0.17614279,0.97151261,20.51034025,0.69863867,2.84030460,1.77040395,0.00000000
-2.73436718,25.39702625,0.03727767,0.17987889,0.97474433,19.90201601,0.68260623,2.78493716,1.73949769,0.00000000
-2.72836418,24.67286330,0.03547737,0.18386812,0.97876105,19.28054770,0.66645674,2.72868404,1.70790334,0.00000000
-2.72236118,23.94032630,0.03373714,0.18801618,0.98341441,18.65072028,0.65038069,2.67225545,1.67588168,0.00000000
-2.71635818,23.20479657,0.03207370,0.19221893,0.98851297,18.01696633,0.63454407,2.61628442,1.64364312,0.00000000
-2.71035518,22.47106706,0.03050258,0.19636481,0.99382647,17.38330017,0.61908528,2.56131624,1.61134683,0.00000000
-2.70435218,21.74328631,0.02903789,0.20033761,0.99909173,16.75326946,0.60411331,2.50780155,1.57910250,0.00000000
-2.69834917,21.02492790,0.02769205,0.20401955,1.00401986,16.12992528,0.58970719,2.45609311,1.54697444,0.00000000
-2.69234617,20.31878524,0.02647553,0.20729446,1.00830476,15.51581086,0.57591690,2.40644592,1.51498793,0.00000000
-2.68634317,19.62699057,0.02539663,0.21005118,1.01163251,14.91296822,0.56276536,2.35902063,1.48313720,0.00000000
-2.68034017,18.95105551,0.02446131,0.21218675,1.01369140,14.32296120,0.55025168,2.31388966,1.45139470,0.00000000
-2.67433717,18.29193034,0.02367307,0.21360952,1.01418220,13.74691276,0.53835516,2.27104582,1.41972104,0.00000000
-2.66833417,17.65007761,0.02303289,0.21424197,1.01282824,13.18555358,0.52704002,2.23041274,1.38807493,0.00000000
-2.66233117,17.02555600,0.02253919,0.21402308,1.00938495,12.63927895,0.51626034,2.19185686,1.35642277,0.00000000
-2.65632816,16.41810950,0.02218793,0.21291023,1.00364850,12.10821037,0.50596512,2.15520033,1.32474696,0.00000000
-2.65032516,15.82725745,0.02197274,0.21088049,0.99546303,11.59225855,0.49610298,2.12023437,1.29305287,0.00000000
-2.64432216,15.25238096,0.02188512,0.20793127,0.98472633,11.09118459,0.48662633,2.08673272,1.26137379,0.00000000
-2.63831916,14.69280203,0.02191471,0.20408029,0.97139366,10.60465651,0.47749478,2.05446458,1.22977364,0.00000000
-2.63231616,14.14785208,0.02204960,0.19936488,0.95547951,10.13229878,0.46867749,2.02320677,1.19834751,0.00000000
-2.62631316,13.61692769,0.02227669,0.19384061,0.93705735,9.67373333,0.46015459,1.99275467,1.16721978,0.00000000
-2.62031016,13.09953218,0.02258209,0.18757941,0.91625728,9.22861083,0.45191744,1.96293153,1.13654011,0.00000000
-2.61430715,12.59530239,0.02295151,0.18066706,0.89326181,8.79663217,0.44396781,1.93359599,1.10647756,0.00000000
-2.60830415,12.10402120,0.02337069,0.17320044,0.86829985,8.37756036,0.43631626,1.90464745,1.07721321,0.00000000
-2.60230115,11.62561680,0.02382577,0.16528438,0.84163935,7.97122377,0.42897959,1.87602913,1.04893171,0.00000000
-2.59629815,11.16015059,0.02430365,0.15702849,0.81357876,7.57751216,0.42197791,1.84772874,1.02181228,0.00000000
-2.59029515,10.70779584,0.02479233,0.14854386,0.78443782,7.19636707,0.41533131,1.81977674,0.99601971,0.00000000
-2.58429215,10.26880978,0.02528116,0.13994005,0.75454795,6.82776848,0.40905647,1.79224220,0.97169586,0.00000000
-2.57828914,9.84350155,0.02576103,0.13132217,0.72424269,6.47171955,0.40316353,1.76522653,0.94895207,0.00000000
-2.57228614,9.43219881,0.02622453,0.12278846,0.69384854,6.12823119,0.39765330,1.73885520,0.92786302,0.00000000
-2.56628314,9.03521521,0.02666597,0.11442811,0.66367653,5.79730790,0.39251516,1.71326799,0.90846217,0.00000000
-2.56028014,8.65282076,0.02708142,0.10631978,0.63401473,5.47893614,0.38772556,1.68860802,0.89073911,0.00000000
-2.55427714,8.28521682,0.02746861,0.09853044,0.60512204,5.17307604,0.38324747,1.66501022,0.87463893,0.00000000
-2.54827414,7.93251680,0.02782681,0.09111482,0.57722333,4.87965675,0.37903060,1.64258981,0.86006346,0.00000000
-2.54227114,7.59473329,0.02815665,0.08411531,0.55050600,4.59857567,0.37501245,1.62143122,0.84687442,0.00000000
-2.53626813,7.27177181,0.02845999,0.07756234,0.52511806,4.32970116,0.37112011,1.60157825,0.83489821,0.00000000
-2.53026513,6.96343116,0.02873966,0.07147511,0.50116775,4.07287825,0.36727272,1.58302586,0.82393204,0.00000000
-2.52426213,6.66940969,0.02899929,0.06586262,0.47872440,3.82793652,0.36338434,1.56571419,0.81375115,0.00000000
-2.51825913,6.38931694,0.02924316,0.06072501,0.45782077,3.59469940,0.35936724,1.54952507,0.80411672,0.00000000
-2.51225613,6.12268937,0.02947604,0.05605496,0.43845633,3.37299389,0.35513526,1.53428151,0.79478408,0.00000000
-2.50625313,5.86900949,0.02970317,0.05183927,0.42060167,3.16265982,0.35060721,1.51975004,0.78551103,0.00000000
-2.50025013,5.62772687,0.02993014,0.04806031,0.40420356,2.96355803,0.34571008,1.50564615,0.77606573,0.00000000
-2.49424712,5.39828016,0.03016303,0.04469756,0.38919065,2.77557659,0.34038196,1.49164246,0.76623406,0.00000000
-2.48824412,5.18011889,0.03040841,0.04172895,0.37547948,2.59863479,0.33457460,1.47737938,0.75582614,0.00000000
-2.48224112,4.97272411,0.03067351,0.03913202,0.36298062,2.43268456,0.32825541,1.46247790,0.74468192,0.00000000
-2.47623812,4.77562689,0.03096634,0.03688502,0.35160484,2.27770915,0.32140906,1.44655370,0.73267554,0.00000000
-2.47023512,4.58842398,0.03129590,0.03496770,0.34126886,2.13371918,0.31403843,1.42923217,0.71971867,0.00000000
-2.46423212,4.41078990,0.03167223,0.03336196,0.33190079,2.00074632,0.30616509,1.41016340,0.70576251,0.00000000
-2.45822911,4.24248496,0.03210663,0.03205228,0.32344480,1.87883474,0.29782928,1.38903659,0.69079877,0.00000000
-2.45222611,4.08335891,0.03261156,0.03102605,0.31586511,1.76803096,0.28908943,1.36559305,0.67485936,0.00000000
-2.44622311,3.93334991,0.03320069,0.03027362,0.30914896,1.66837228,0.28002125,1.33963716,0.65801521,0.00000000
-2.44022011,3.79247877,0.03388864,0.02978831,0.30330855,1.57987446,0.27071647,1.31104484,0.64037405,0.00000000
-2.43421711,3.66083876,0.03469070,0.02956629,0.29838187,1.50251910,0.26128134,1.27976893,0.62207746,0.00000000
-2.42821411,3.53858101,0.03562241,0.02960631,0.29443231,1.43624098,0.25183484,1.24584144,0.60329710,0.00000000
-2.42221111,3.42589628,0.03669896,0.02990944,0.29154711,1.38091617,0.24250669,1.20937249,0.58423053,0.00000000
-2.41620810,3.32299354,0.03793447,0.03047872,0.28983456,1.33635087,0.23343530,1.17054597,0.56509648,0.00000000
-2.41020510,3.23007631,0.03934124,0.03131875,0.28942022,1.30227181,0.22476549,1.12961228,0.54612987,0.00000000
-2.40420210,3.14731767,0.04092881,0.03243529,0.29044197,1.27831814,0.21664618,1.08687853,0.52757658,0.00000000
-2.39819910,3.07483500,0.04270308,0.03383481,0.29304431,1.26403548,0.20922800,1.04269672,0.50968817,0.00000000
-2.39219610,3.01266563,0.04466545,0.03552400,0.29737188,1.25887211,0.20266075,0.99745055,0.49271658,0.00000000
-2.38619310,2.96074442,0.04681193,0.03750932,0.30356257,1.26217773,0.19709085,0.95154148,0.47690889,0.00000000
-2.38019010,2.91888444,0.04913250,0.03979644,0.31174028,1.27320483,0.19265868,0.90537485,0.46250229,0.00000000
-2.37418709,2.88676170,0.05161052,0.04238969,0.32200771,1.29111297,0.18949580,0.85934653,0.44971910,0.00000000
-2.36818409,2.86390476,0.05422249,0.04529149,0.33443941,1.31497578,0.18772214,0.81383094,0.43876218,0.00000000
-2.36218109,2.84968985,0.05693798,0.04850173,0.34907525,1.34379096,0.18744308,0.76917069,0.42981047,0.00000000
-2.35617809,2.84334182,0.05971988,0.05201713,0.36591474,1.37649287,0.18874646,0.72566844,0.42301485,0.00000000
-2.35017509,2.84394114,0.06252498,0.05583059,0.38491225,1.41196785,0.19169958,0.68358102,0.41849427,0.00000000
-2.34417209,2.85043685,0.06530482,0.05993055,0.40597344,1.44907170,0.19634628,0.64311610,0.41633224,0.00000000
-2.33816908,2.86166496,0.06800692,0.06430041,0.42895317,1.48664917,0.20270407,0.60443126,0.41657365,0.00000000
-2.33216608,2.87637177,0.07057615,0.06891794,0.45365481,1.52355483,0.21076152,0.56763529,0.41922204,0.00000000
-2.32616308,2.89324138,0.07295641,0.07375488,0.47983124,1.55867494,0.22047597,0.53279164,0.42423738,0.00000000
-2.32016008,2.91092628,0.07509239,0.07877661,0.50718760,1.59094965,0.23177167,0.49992337,0.43153450,0.00000000
-2.31415708,2.92808010,0.07693149,0.08394202,0.53538561,1.61939487,0.24453859,0.46901954,0.44098221,0.00000000
-2.30815408,2.94339141,0.07842561,0.08920364,0.56404966,1.64312322,0.25863193,0.44004235,0.45240342,0.00000000
-2.30215108,2.95561732,0.07953300,0.09450793,0.59277433,1.66136339,0.27387259,0.41293473,0.46557622,0.00000000
-2.29614807,2.96361595,0.08021979,0.09979595,0.62113334,1.67347725,0.29004862,0.38762799,0.48023619,0.00000000
-2.29014507,2.96637677,0.08046140,0.10500423,0.64868962,1.67897418,0.30691781,0.36404911,0.49608007,0.00000000
-2.28414207,2.96304776,0.08024357,0.11006600,0.67500628,1.67752214,0.32421148,0.34212744,0.51277075,0.00000000
-2.27813907,2.95295883,0.07956308,0.11491263,0.69965816,1.66895500,0.34163948,0.32180043,0.52994379,0.00000000
-2.27213607,2.93564071,0.07842804,0.11947539,0.72224356,1.65327599,0.35889630,0.30301845,0.54721531,0.00000000
-2.26613307,2.91083900,0.07685784,0.12368729,0.74239586,1.63065693,0.37566830,0.28574840,0.56419120,0.00000000
-2.26013007,2.87852299,0.07488267,0.12748520,0.75979465,1.60143346,0.39164173,0.26997624,0.58047744,0.00000000
-2.25412706,2.83888905,0.07254272,0.13081186,0.77417586,1.56609619,0.40651148,0.25570829,0.59569128,0.00000000
-2.24812406,2.79235887,0.06988706,0.13361799,0.78534074,1.52527817,0.41999015,0.24297162,0.60947298,0.00000000
-2.24212106,2.73957237,0.06697227,0.13586422,0.79316319,1.47973905,0.43181720,0.23181347,0.62149761,0.00000000
-2.23611806,2.68137596,0.06386092,0.13752279,0.79759526,1.43034644,0.44176774,0.22229991,0.63148654,0.00000000
-2.23011506,2.61880629,0.06061988,0.13857902,0.79867062,1.37805511,0.44966065,0.21451395,0.63921816,0.00000000
-2.22411206,2.55307038,0.05731870,0.13903240,0.79650575,1.32388475,0.45536578,0.20855326,0.64453733,0.00000000
-2.21810905,2.48552255,0.05402799,0.13889722,0.79129902,1.26889699,0.45880962,0.20452766,0.64736312,0.00000000
-2.21210605,2.41763903,0.05081793,0.13820279,0.78332744,1.21417253,0.45997951,0.20255653,0.64769453,0.00000000
-2.20610305,2.35099110,0.04775694,0.13699322,0.77294142,1.16078890,0.45892588,0.20276643,0.64561379,0.00000000
-2.20010005,2.28721736,0.04491059,0.13532665,0.76055756,1.10979992,0.45576263,0.20528889,0.64128717,0.00000000
-2.19409705,2.22799613,0.04234071,0.13327416,0.74664985,1.06221696,0.45066536,0.21025847,0.63496300,0.00000000
-2.18809405,2.17501845,0.04010477,0.13091817,0.73173957,1.01899288,0.44386763,0.21781132,0.62696714,0.00000000
-2.18209105,2.12996238,0.03825547,0.12835064,0.71638411,0.98100870,0.43565537,0.22808402,0.61769583,0.00000000
-2.17608804,2.09446885,0.03684054,0.12567093,0.70116525,0.94906323,0.42635948,0.24121280,0.60760621,0.00000000
-2.17008504,2.07011941,0.03590266,0.12298349,0.68667702,0.92386568,0.41634709,0.25733300,0.59720481,0.00000000
-2.16408204,2.05841568,0.03547954,0.12039549,0.67351363,0.90603085,0.40601154,0.27657864,0.58703440,0.00000000
-2.15807904,2.06076049,0.03560403,0.11801439,0.66225755,0.89607677,0.39576164,0.29908198,0.57765950,0.00000000
-2.15207604,2.07844009,0.03630416,0.11594553,0.65346811,0.89442407,0.38601044,0.32497279,0.56965114,0.00000000
-2.14607304,2.11260713,0.03760321,0.11428985,0.64767052,0.90139659,0.37716392,0.35437716,0.56357118,0.00000000
-2.14007004,2.16426358,0.03951953,0.11314171,0.64534566,0.91722253,0.36960996,0.38741567,0.55995683,0.00000000
-2.13406703,2.23424309,0.04206633,0.11258688,0.64692043,0.94203549,0.36370786,0.42420073,0.55930547,0.00000000
-2.12806403,2.32319228,0.04525118,0.11270068,0.65275880,0.97587480,0.35977881,0.46483284,0.56206057,0.00000000
-2.12206103,2.43155056,0.04907536,0.11354630,0.66315349,1.01868466,0.35809754,0.50939593,0.56859873,0.00000000
-2.11605803,2.55952855,0.05353303,0.11517332,0.67831827,1.07031182,0.35888529,0.55795155,0.57921839,0.00000000
-2.11005503,2.70708518,0.05861024,0.11761645,0.69838093,1.13050163,0.36230443,0.61053222,0.59413043,0.00000000
-2.10405203,2.87390446,0.06428389,0.12089433,0.72337703,1.19889271,0.36845483,0.66713402,0.61345096,0.00000000
-2.09804902,3.05937280,0.07052058,0.12500873,0.75324455,1.27501056,0.37737197,0.72770900,0.63719653,0.00000000
-2.09204602,3.26255855,0.07727566,0.12994376,0.78781962,1.35826075,0.38902701,0.79215755,0.66528200,0.00000000
-2.08604302,3.48219561,0.08449235,0.13566555,0.82683380,1.44792264,0.40332879,0.86032161,0.69752114,0.00000000
-2.08004002,3.71667320,0.09210113,0.14212206,0.86991300,1.54314450,0.42012767,0.93197914,0.73363027,0.00000000
-2.07403702,3.96403398,0.10001961,0.14924333,0.91657876,1.64294123,0.43922126,1.00684050,0.77323479,0.00000000
-2.06803402,4.22198277,0.10815267,0.15694213,0.96625194,1.74619572,0.46036173,1.08454759,0.81587873,0.00000000
-2.06203102,4.48790754,0.11639328,0.16511503,1.01825941,1.85166492,0.48326478,1.16467593,0.86103710,0.00000000
-2.05602801,4.75891429,0.12462382,0.17364397,1.07184396,1.95799137,0.50761977,1.24674056,0.90813089,0.00000000
-2.05002501,5.03187638,0.13271796,0.18239836,1.12617747,2.06372077,0.53310091,1.33020568,0.95654433,0.00000000
-2.04402201,5.30349846,0.14054315,0.19123772,1.18037744,2.16732588,0.55937894,1.41449829,1.00564402,0.00000000
-2.03801901,5.57039386,0.14796358,0.20001474,1.23352665,2.26723636,0.58613318,1.49902561,1.05479917,0.00000000
-2.03201601,5.82917365,0.15484358,0.20857893,1.28469554,2.36187416,0.61306318,1.58319577,1.10340250,0.00000000
-2.02601301,6.07654458,0.16105134,0.21678047,1.33296659,2.44969322,0.63989972,1.66644102,1.15089070,0.00000000
-2.02001001,6.30941194,0.16646271,0.22447443,1.37746013,2.52922224,0.66641458,1.74824266,1.19676390,0.00000000
-2.01400700,6.52498332,0.17096507,0.23152504,1.41736037,2.59910853,0.69242858,1.82815615,1.24060306,0.00000000
-2.00800400,6.72086798,0.17446098,0.23780993,1.45194073,2.65816131,0.71781752,1.90583535,1.28208451,0.00000000
-2.00200100,6.89516712,0.17687147,0.24322408,1.48058724,2.70539201,0.74251568,1.98105416,1.32099087,0.00000000
-1.99599800,7.04654982,0.17813879,0.24768347,1.50281897,2.74004982,0.76651651,2.05372417,1.35721765,0.00000000
-1.98999500,7.17431019,0.17822853,0.25112804,1.51830440,2.76165041,0.78987043,2.12390683,1.39077510,0.00000000
-1.98399200,7.27840190,0.17713098,0.25352397,1.52687286,2.76999624,0.81267974,2.19181903,1.42178495,0.00000000
