energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-6.00000000,1.68411546,0.16105914,0.00000000,0.06334511,0.31848156,0.52405321,0.44603155
-5.99399700,1.76542091,0.16415618,0.00000000,0.06894079,0.33481593,0.54959785,0.46852513
-5.98799400,1.84654218,0.16717127,0.00000000,0.07464034,0.35123593,0.57491701,0.49105708
-5.98199100,1.92633209,0.17003461,0.00000000,0.08039758,0.36753912,0.59963379,0.51330754
-5.97598799,2.00362794,0.17267595,0.00000000,0.08616370,0.38351961,0.62336352,0.53495095
-5.96998499,2.07728536,0.17502748,0.00000000,0.09188822,0.39897352,0.64572511,0.55566529
-5.96398199,2.14621166,0.17702663,0.00000000,0.09752006,0.41370434,0.66635234,0.57514119
-5.95797899,2.20939744,0.17861861,0.00000000,0.10300858,0.42752793,0.68490479,0.59309065
-5.95197599,2.26594517,0.17975865,0.00000000,0.10830464,0.44027701,0.70107782,0.60925495
-5.94597299,2.31509394,0.18041385,0.00000000,0.11336167,0.45180504,0.71461138,0.62341158
-5.93996998,2.35623937,0.18056445,0.00000000,0.11813661,0.46198933,0.72529715,0.63537993
-5.93396698,2.38894822,0.18020472,0.00000000,0.12259075,0.47073336,0.73298390,0.64502548
-5.92796398,2.41296736,0.17934324,0.00000000,0.12669048,0.47796831,0.73758096,0.65226257
-5.92196098,2.42822685,0.17800267,0.00000000,0.13040785,0.48365374,0.73905953,0.65705548
-5.91595798,2.43483731,0.17621909,0.00000000,0.13372098,0.48777752,0.73745209,0.65941805
-5.90995498,2.43308202,0.17404083,0.00000000,0.13661429,0.49035499,0.73284992,0.65941172
-5.90395198,2.42340386,0.17152696,0.00000000,0.13907852,0.49142748,0.72539890,0.65714226
-5.89794897,2.40638819,0.16874550,0.00000000,0.14111060,0.49106024,0.71529378,0.65275525
-5.89194597,2.38274192,0.16577129,0.00000000,0.14271335,0.48933985,0.70277139,0.64643057
-5.88594297,2.35326991,0.16268382,0.00000000,0.14389497,0.48637126,0.68810281,0.63837608
-5.87993997,2.31884927,0.15956483,0.00000000,0.14466848,0.48227443,0.67158500,0.62882078
-5.87393697,2.28040252,0.15649593,0.00000000,0.14505096,0.47718080,0.65353219,0.61800753
-5.86793397,2.23887037,0.15355627,0.00000000,0.14506277,0.47122950,0.63426719,0.60618578
-5.86193097,2.19518485,0.15082017,0.00000000,0.14472667,0.46456355,0.61411296,0.59360435
-5.85592796,2.15024359,0.14835501,0.00000000,0.14406700,0.45732606,0.59338475,0.58050459
-5.84992496,2.10488589,0.14621915,0.00000000,0.14310876,0.44965646,0.57238283,0.56711396
-5.84392196,2.05987117,0.14446019,0.00000000,0.14187686,0.44168699,0.55138616,0.55364040
-5.83791896,2.01586046,0.14311340,0.00000000,0.14039534,0.43353944,0.53064701,0.54026751
-5.83191596,1.97340133,0.14220047,0.00000000,0.13868682,0.42532223,0.51038668,0.52715058
-5.82591296,1.93291667,0.14172865,0.00000000,0.13677197,0.41712808,0.49079242,0.51441384
-5.81990995,1.89469769,0.14169023,0.00000000,0.13466919,0.40903214,0.47201546,0.50214865
-5.81390695,1.85890144,0.14206247,0.00000000,0.13239444,0.40109082,0.45417035,0.49041297
-5.80790395,1.82555271,0.14280796,0.00000000,0.12996122,0.39334137,0.43733540,0.47923192
-5.80190095,1.79455059,0.14387548,0.00000000,0.12738075,0.38580214,0.42155432,0.46859944
-5.79589795,1.76567925,0.14520131,0.00000000,0.12466221,0.37847364,0.40683879,0.45848106
-5.78989495,1.73862273,0.14671096,0.00000000,0.12181319,0.37134037,0.39317205,0.44881755
-5.78389195,1.71298328,0.14832143,0.00000000,0.11884021,0.36437327,0.38051319,0.43952943
-5.77788894,1.68830246,0.14994370,0.00000000,0.11574928,0.35753276,0.36880209,0.43052205
-5.77188594,1.66408434,0.15148562,0.00000000,0.11254653,0.35077223,0.35796468,0.42169117
-5.76588294,1.63981980,0.15285493,0.00000000,0.10923882,0.34404184,0.34791836,0.41292870
-5.75987994,1.61501095,0.15396237,0.00000000,0.10583430,0.33729232,0.33857744,0.40412839
-5.75387694,1.58919463,0.15472479,0.00000000,0.10234289,0.33047874,0.32985819,0.39519134
-5.74787394,1.56196403,0.15506800,0.00000000,0.09877669,0.32356397,0.32168336,0.38603092
-5.74187094,1.53298730,0.15492943,0.00000000,0.09515018,0.31652157,0.31398603,0.37657702
-5.73586793,1.50202244,0.15426030,0.00000000,0.09148034,0.30933809,0.30671247,0.36677939
-5.72986493,1.46892774,0.15302730,0.00000000,0.08778656,0.30201450,0.29982404,0.35660998
-5.72386193,1.43366726,0.15121365,0.00000000,0.08409038,0.29456673,0.29329788,0.34606405
-5.71785893,1.39631118,0.14881958,0.00000000,0.08041510,0.28702530,0.28712656,0.33516024
-5.71185593,1.35703100,0.14586206,0.00000000,0.07678523,0.27943397,0.28131656,0.32393935
-5.70585293,1.31608997,0.14237398,0.00000000,0.07322580,0.27184755,0.27588580,0.31246217
-5.69984992,1.27382920,0.13840265,0.00000000,0.06976162,0.26432895,0.27086034,0.30080625
-5.69384692,1.23065040,0.13400788,0.00000000,0.06641645,0.25694567,0.26627043,0.28906204
-5.68784392,1.18699615,0.12925957,0.00000000,0.06321222,0.24976590,0.26214630,0.27732840
-5.68184092,1.14332877,0.12423512,0.00000000,0.06016820,0.24285452,0.25851377,0.26570788
-5.67583792,1.10010913,0.11901663,0.00000000,0.05730034,0.23626918,0.25539017,0.25430199
-5.66983492,1.05777641,0.11368819,0.00000000,0.05462065,0.23005674,0.25278069,0.24320662
-5.66383192,1.01673001,0.10833325,0.00000000,0.05213683,0.22425027,0.25067556,0.23250812
-5.65782891,0.97731458,0.10303231,0.00000000,0.04985195,0.21886685,0.24904813,0.22227987
-5.65182591,0.93980881,0.09786101,0.00000000,0.04776444,0.21390624,0.24785413,0.21257984
-5.64582291,0.90441863,0.09288862,0.00000000,0.04586821,0.20935059,0.24703207,0.20344908
-5.63981991,0.87127496,0.08817707,0.00000000,0.04415303,0.20516509,0.24650495,0.19491121
-5.63381691,0.84043593,0.08378043,0.00000000,0.04260503,0.20129971,0.24618302,0.18697288
-5.62781391,0.81189334,0.07974495,0.00000000,0.04120743,0.19769179,0.24596760,0.17962524
-5.62181091,0.78558265,0.07610942,0.00000000,0.03994129,0.19426934,0.24575564,0.17284614
-5.61580790,0.76139577,0.07290597,0.00000000,0.03878646,0.19095493,0.24544482,0.16660295
-5.60980490,0.73919563,0.07016100,0.00000000,0.03772248,0.18766989,0.24493885,0.16085588
-5.60380190,0.71883155,0.06789630,0.00000000,0.03672948,0.18433852,0.24415268,0.15556134
-5.59779890,0.70015423,0.06613016,0.00000000,0.03578907,0.18089224,0.24301721,0.15067545
-5.59179590,0.68302947,0.06487828,0.00000000,0.03488504,0.17727320,0.24148332,0.14615711
-5.58579290,0.66734954,0.06415457,0.00000000,0.03400399,0.17343734,0.23952482,0.14197073
-5.57978989,0.65304165,0.06397154,0.00000000,0.03313575,0.16935665,0.23714029,0.13808829
-5.57378689,0.64007280,0.06434038,0.00000000,0.03227363,0.16502049,0.23435348,0.13449067
-5.56778389,0.62845090,0.06527061,0.00000000,0.03141446,0.16043601,0.23121237,0.13116819
-5.56178089,0.61822203,0.06676936,0.00000000,0.03055844,0.15562756,0.22778688,0.12812034
-5.55577789,0.60946416,0.06884024,0.00000000,0.02970883,0.15063519,0.22416533,0.12535470
-5.54977489,0.60227777,0.07148201,0.00000000,0.02887149,0.14551237,0.22044980,0.12288528
-5.54377189,0.59677414,0.07468698,0.00000000,0.02805428,0.14032308,0.21675080,0.12073028
-5.53776888,0.59306200,0.07843936,0.00000000,0.02726643,0.13513844,0.21318133,0.11890941
-5.53176588,0.59123378,0.08271370,0.00000000,0.02651782,0.13003309,0.20985092,0.11744119
-5.52576288,0.59135218,0.08747351,0.00000000,0.02581834,0.12508152,0.20685974,0.11634015
-5.51975988,0.59343827,0.09267021,0.00000000,0.02517733,0.12035473,0.20429337,0.11561437
-5.51375688,0.59746190,0.09824259,0.00000000,0.02460297,0.11591709,0.20221834,0.11526328
-5.50775388,0.60333531,0.10411682,0.00000000,0.02410203,0.11182397,0.20067888,0.11527623
-5.50175088,0.61091043,0.11020711,0.00000000,0.02367956,0.10811995,0.19969493,0.11563154
-5.49574787,0.61998031,0.11641709,0.00000000,0.02333893,0.10483789,0.19926167,0.11629650
-5.48974487,0.63028482,0.12264188,0.00000000,0.02308188,0.10199882,0.19935060,0.11722802
-5.48374187,0.64152041,0.12877087,0.00000000,0.02290888,0.09961270,0.19991209,0.11837415
-5.47773887,0.65335363,0.13469099,0.00000000,0.02281954,0.09767997,0.20087938,0.11967626
-5.47173587,0.66543780,0.14029051,0.00000000,0.02281318,0.09619380,0.20217376,0.12107185
-5.46573287,0.67743190,0.14546318,0.00000000,0.02288946,0.09514288,0.20371082,0.12249777
-5.45972986,0.68902087,0.15011241,0.00000000,0.02304904,0.09451467,0.20540723,0.12389374
-5.45372686,0.69993605,0.15415543,0.00000000,0.02329429,0.09429881,0.20718805,0.12520593
-5.44772386,0.70997482,0.15752718,0.00000000,0.02362983,0.09449056,0.20899382,0.12639041
-5.44172086,0.71901809,0.16018368,0.00000000,0.02406306,0.09509409,0.21078740,0.12741623
-5.43571786,0.72704474,0.16210474,0.00000000,0.02460447,0.09612527,0.21256000,0.12826802
-5.42971486,0.73414198,0.16329586,0.00000000,0.02526781,0.09761398,0.21433605,0.12894785
-5.42371186,0.74051090,0.16378913,0.00000000,0.02606997,0.09960561,0.21617679,0.12947630
-5.41770885,0.74646662,0.16364310,0.00000000,0.02703069,0.10216172,0.21818214,0.12989254
-5.41170585,0.75243270,0.16294159,0.00000000,0.02817193,0.10535963,0.22049080,0.13025354
-5.40570285,0.75892987,0.16179135,0.00000000,0.02951708,0.10929107,0.22327841,0.13063221
-5.39969985,0.76655917,0.16031882,0.00000000,0.03108987,0.11405970,0.22675375,0.13111470
-5.39369685,0.77598002,0.15866590,0.00000000,0.03291314,0.11977760,0.23115305,0.13179681
-5.38769385,0.78788409,0.15698498,0.00000000,0.03500744,0.12656091,0.23673245,0.13277977
-5.38169085,0.80296567,0.15543343,0.00000000,0.03738952,0.13452451,0.24375895,0.13416548
-5.37568784,0.82188995,0.15416771,0.00000000,0.04007084,0.14377617,0.25249996,0.13605145
-5.36968484,0.84526031,0.15333736,0.00000000,0.04305611,0.15441028,0.26321186,0.13852564
-5.36368184,0.87358611,0.15307910,0.00000000,0.04634200,0.16650129,0.27612799,0.14166152
-5.35767884,0.90725227,0.15351125,0.00000000,0.04991604,0.18009739,0.29144642,0.14551342
-5.35167584,0.94649212,0.15472872,0.00000000,0.05375580,0.19521452,0.30931802,0.15011256
-5.34567284,0.99136482,0.15679879,0.00000000,0.05782850,0.21183102,0.32983530,0.15546388
-5.33966983,1.04173841,0.15975775,0.00000000,0.06209097,0.22988338,0.35302257,0.16154380
-5.33366683,1.09727954,0.16360870,0.00000000,0.06649010,0.24926314,0.37882776,0.16829915
-5.32766383,1.15745064,0.16832046,0.00000000,0.07096375,0.26981534,0.40711647,0.17564726
-5.32166083,1.22151487,0.17382770,0.00000000,0.07544214,0.29133865,0.43766866,0.18347732
-5.31565783,1.28854902,0.18003235,0.00000000,0.07984969,0.31358729,0.47017815,0.19165285
-5.30965483,1.35746426,0.18680617,0.00000000,0.08410720,0.33627482,0.50425533,0.20001548
-5.30365183,1.42703411,0.19399444,0.00000000,0.08813438,0.35907980,0.53943298,0.20838955
-5.29764882,1.49592871,0.20142067,0.00000000,0.09185257,0.38165318,0.57517550,0.21658772
-5.29164582,1.56275446,0.20889210,0.00000000,0.09518761,0.40362718,0.61089100,0.22441709
-5.28564282,1.62609730,0.21620587,0.00000000,0.09807259,0.42462554,0.64594625,0.23168574
-5.27963982,1.68456829,0.22315555,0.00000000,0.10045054,0.44427451,0.67968397,0.23820944
-5.27363682,1.73684950,0.22953791,0.00000000,0.10227680,0.46221455,0.71144176,0.24381811
-5.26763382,1.78173843,0.23515953,0.00000000,0.10352100,0.47811181,0.74057217,0.24836193
-5.26163082,1.81818918,0.23984312,0.00000000,0.10416855,0.49166938,0.76646302,0.25171670
-5.25562781,1.84534859,0.24343325,0.00000000,0.10422155,0.50263745,0.78855723,0.25378832
-5.24962481,1.86258586,0.24580127,0.00000000,0.10369906,0.51082215,0.80637122,0.25451618
-5.24362181,1.86951439,0.24684932,0.00000000,0.10263676,0.51609247,0.81951121,0.25387527
-5.23761881,1.86600476,0.24651315,0.00000000,0.10108588,0.51838520,0.82768663,0.25187701
-5.23161581,1.85218862,0.24476370,0.00000000,0.09911161,0.51770729,0.83072007,0.24856869
-5.22561281,1.82845296,0.24160756,0.00000000,0.09679084,0.51413578,0.82855319,0.24403165
-5.21960980,1.79542537,0.23708600,0.00000000,0.09420959,0.50781512,0.82124856,0.23837819
-5.21360680,1.75395079,0.23127297,0.00000000,0.09145992,0.49895208,0.80898709,0.23174746
-5.20760380,1.70506088,0.22427190,0.00000000,0.08863676,0.48780832,0.79206138,0.22430040
-5.20160080,1.64993742,0.21621172,0.00000000,0.08583453,0.47469119,0.77086518,0.21621411
-5.19559780,1.58987130,0.20724210,0.00000000,0.08314391,0.45994283,0.74587956,0.20767573
-5.18959480,1.52621901,0.19752821,0.00000000,0.08064866,0.44392843,0.71765643,0.19887627
-5.18359180,1.46035839,0.18724526,0.00000000,0.07842281,0.42702391,0.68680010,0.19000439
-5.17758879,1.39364564,0.17657305,0.00000000,0.07652831,0.40960365,0.65394799,0.18124069
-5.17158579,1.32737517,0.16569071,0.00000000,0.07501301,0.39202890,0.61975096,0.17275249
-5.16558279,1.26274404,0.15477190,0.00000000,0.07390934,0.37463716,0.58485460,0.16468932
-5.15957979,1.20082220,0.14398068,0.00000000,0.07323356,0.35773322,0.54988183,0.15717939
-5.15357679,1.14252947,0.13346806,0.00000000,0.07298555,0.34158204,0.51541778,0.15032697
-5.14757379,1.08862015,0.12336946,0.00000000,0.07314934,0.32640374,0.48199743,0.14421088
-5.14157079,1.03967524,0.11380308,0.00000000,0.07369415,0.31237093,0.45009628,0.13888398
-5.13556778,0.99610246,0.10486914,0.00000000,0.07457594,0.29960836,0.42012445,0.13437369
-5.12956478,0.95814356,0.09665007,0.00000000,0.07573950,0.28819478,0.39242404,0.13068345
-5.12356178,0.92588819,0.08921140,0.00000000,0.07712084,0.27816687,0.36726979,0.12779501
-5.11755878,0.89929340,0.08260337,0.00000000,0.07864993,0.26952501,0.34487267,0.12567137
-5.11155578,0.87820757,0.07686303,0.00000000,0.08025357,0.26224039,0.32538594,0.12426030
-5.10555278,0.86239746,0.07201676,0.00000000,0.08185830,0.25626319,0.30891330,0.12349817
-5.09954977,0.85157699,0.06808293,0.00000000,0.08339336,0.25153138,0.29551834,0.12331399
-5.09354677,0.84543628,0.06507457,0.00000000,0.08479338,0.24797957,0.28523494,0.12363347
-5.08754377,0.84366976,0.06300193,0.00000000,0.08600086,0.24554762,0.27807769,0.12438292
-5.08154077,0.84600175,0.06187471,0.00000000,0.08696840,0.24418838,0.27405196,0.12549283
-5.07553777,0.85220879,0.06170389,0.00000000,0.08766035,0.24387447,0.27316297,0.12690109
-5.06953477,0.86213738,0.06250301,0.00000000,0.08805418,0.24460349,0.27542330,0.12855556
-5.06353177,0.87571672,0.06428881,0.00000000,0.08814118,0.24640157,0.28085867,0.13041616
-5.05752876,0.89296570,0.06708131,0.00000000,0.08792677,0.24932511,0.28951141,0.13245614
-5.05152576,0.91399400,0.07090316,0.00000000,0.08743024,0.25346048,0.30144166,0.13466275
-5.04552276,0.93899718,0.07577842,0.00000000,0.08668399,0.25892188,0.31672613,0.13703707
-5.03951976,0.96824617,0.08173073,0.00000000,0.08573229,0.26584723,0.33545449,0.13959326
-5.03351676,1.00207125,0.08878105,0.00000000,0.08462973,0.27439243,0.35772354,0.14235705
-5.02751376,1.04084157,0.09694500,0.00000000,0.08343918,0.28472405,0.38362940,0.14536368
-5.02151076,1.08494081,0.10623000,0.00000000,0.08222961,0.29701094,0.41325818,0.14865527
-5.01550775,1.13474007,0.11663233,0.00000000,0.08107365,0.31141492,0.44667545,0.15227791
-5.00950475,1.19056918,0.12813426,0.00000000,0.08004506,0.32808108,0.48391514,0.15627828
-5.00350175,1.25268767,0.14070147,0.00000000,0.07921617,0.34712801,0.52496835,0.16070028
-4.99749875,1.32125673,0.15428082,0.00000000,0.07865542,0.36863851,0.56977273,0.16558157
-4.99149575,1.39631346,0.16879872,0.00000000,0.07842494,0.39265105,0.61820308,0.17095028
-4.98549275,1.47774872,0.18416017,0.00000000,0.07857847,0.41915254,0.67006360,0.17682198
-4.97948974,1.56528982,0.20024857,0.00000000,0.07915948,0.44807273,0.72508253,0.18319713
-4.97348674,1.65848892,0.21692640,0.00000000,0.08019957,0.47928055,0.78290946,0.19005904
-4.96748374,1.75671820,0.23403673,0.00000000,0.08171737,0.51258260,0.84311578,0.19737253
-4.96148074,1.85917210,0.25140567,0.00000000,0.08371772,0.54772409,0.90519838,0.20508335
-4.95547774,1.96487710,0.26884556,0.00000000,0.08619136,0.58439211,0.96858673,0.21311840
-4.94947474,2.07270875,0.28615891,0.00000000,0.08911502,0.62222137,1.03265322,0.22138679
-4.94347174,2.18141568,0.30314290,0.00000000,0.09245191,0.66080205,1.09672638,0.22978171
-4.93746873,2.28964959,0.31959431,0.00000000,0.09615269,0.69968969,1.16010662,0.23818305
-4.93146573,2.39600027,0.33531459,0.00000000,0.10015672,0.73841658,1.22208382,0.24646071
-4.92546273,2.49903406,0.35011499,0.00000000,0.10439373,0.77650427,1.28195600,0.25447834
-4.91945973,2.59733420,0.36382140,0.00000000,0.10878571,0.81347668,1.33904825,0.26209759
-4.91345673,2.68954125,0.37627878,0.00000000,0.11324900,0.84887308,1.39273105,0.26918239
-4.90745373,2.77439170,0.38735491,0.00000000,0.11769657,0.88226062,1.44243700,0.27560329
-4.90145073,2.85075307,0.39694333,0.00000000,0.12204028,0.91324553,1.48767529,0.28124154
-4.89544772,2.91765383,0.40496538,0.00000000,0.12619319,0.94148272,1.52804298,0.28599280
-4.88944472,2.97430688,0.41137115,0.00000000,0.13007177,0.96668321,1.56323277,0.28977023
-4.88344172,3.02012547,0.41613949,0.00000000,0.13359783,0.98861917,1.59303669,0.29250684
-4.87743872,3.05473116,0.41927685,0.00000000,0.13670042,1.00712632,1.61734570,0.29415714
-4.87143572,3.07795351,0.42081541,0.00000000,0.13931726,1.02210375,1.63614536,0.29469773
-4.86543272,3.08982196,0.42081020,0.00000000,0.14139596,1.03351121,1.64950771,0.29412724
-4.85942971,3.09055076,0.41933576,0.00000000,0.14289491,1.04136421,1.65758022,0.29246525
-4.85342671,3.08051777,0.41648227,0.00000000,0.14378376,1.04572732,1.66057222,0.28975060
-4.84742371,3.06023909,0.41235151,0.00000000,0.14404360,1.04670612,1.65874003,0.28603902
-4.84142071,3.03034066,0.40705286,0.00000000,0.14366688,1.04443845,1.65237142,0.28140033
-4.83541771,2.99152901,0.40069943,0.00000000,0.14265697,1.03908550,1.64177058,0.27591536
-4.82941471,2.94456261,0.39340463,0.00000000,0.14102749,1.03082331,1.62724438,0.26967274
-4.82341171,2.89022552,0.38527924,0.00000000,0.13880157,1.01983527,1.60909075,0.26276581
-4.81740870,2.82930459,0.37642918,0.00000000,0.13601077,1.00630593,1.58758976,0.25528972
-4.81140570,2.76257127,0.36695385,0.00000000,0.13269410,0.99041652,1.56299782,0.24733891
-4.80540270,2.69076871,0.35694532,0.00000000,0.12889690,0.97234238,1.53554524,0.23900501
-4.79939970,2.61460409,0.34648804,0.00000000,0.12466967,0.95225216,1.50543698,0.23037534
-4.79339670,2.53474641,0.33565929,0.00000000,0.12006706,0.93030888,1.47285638,0.22153188
-4.78739370,2.45182881,0.32453000,0.00000000,0.11514678,0.90667247,1.43797139,0.21255076
-4.78139070,2.36645472,0.31316602,0.00000000,0.10996858,0.88150334,1.40094269,0.20350230
-4.77538769,2.27920676,0.30162953,0.00000000,0.10459340,0.85496680,1.36193283,0.19445129
-4.76938469,2.19065704,0.28998063,0.00000000,0.09908247,0.82723758,1.32111569,0.18545772
-4.76338169,2.10137766,0.27827879,0.00000000,0.09349653,0.79850406,1.27868550,0.17657756
-4.75737869,2.01195004,0.26658412,0.00000000,0.08789506,0.76897174,1.23486441,0.16786362
-4.75137569,1.92297218,0.25495841,0.00000000,0.08233562,0.73886557,1.18990834,0.15936641
-4.74537269,1.83506263,0.24346570,0.00000000,0.07687318,0.70843071,1.14411018,0.15113474
-4.73936968,1.74886083,0.23217252,0.00000000,0.07155949,0.67793163,1.09780039,0.14321614
-4.73336668,1.66502324,0.22114764,0.00000000,0.06644245,0.64764938,1.05134449,0.13565704
-4.72736368,1.58421537,0.21046143,0.00000000,0.06156559,0.61787712,1.00513777,0.12850248
-4.72136068,1.50709989,0.20018471,0.00000000,0.05696751,0.58891399,0.95959724,0.12179565
-4.71535768,1.43432143,0.19038743,0.00000000,0.05268140,0.56105770,0.91515128,0.11557705
-4.70935468,1.36648883,0.18113697,0.00000000,0.04873461,0.53459611,0.87222760,0.10988343
-4.70335168,1.30415587,0.17249632,0.00000000,0.04514832,0.50979825,0.83123995,0.10474656
-4.69734867,1.24780160,0.16452224,0.00000000,0.04193726,0.48690528,0.79257450,0.10019189
-4.69134567,1.19781147,0.15726349,0.00000000,0.03910956,0.46612187,0.75657655,0.09623724
-4.68534267,1.15446040,0.15075922,0.00000000,0.03666676,0.44760847,0.72353821,0.09289159
-4.67933967,1.11789907,0.14503774,0.00000000,0.03460388,0.43147494,0.69368793,0.09015409
-4.67333667,1.08814425,0.14011566,0.00000000,0.03290970,0.41777589,0.66718233,0.08801328
-4.66733367,1.06507411,0.13599748,0.00000000,0.03156714,0.40650809,0.64410083,0.08644682
-4.66133067,1.04842903,0.13267589,0.00000000,0.03055385,0.39761009,0.62444358,0.08542149
-4.65532766,1.03781832,0.13013249,0.00000000,0.02984286,0.39096416,0.60813262,0.08489374
-4.64932466,1.03273271,0.12833928,0.00000000,0.02940342,0.38640067,0.59501660,0.08481070
-4.64332166,1.03256254,0.12726059,0.00000000,0.02920193,0.38370453,0.58487860,0.08511160
-4.63731866,1.03662082,0.12685563,0.00000000,0.02920290,0.38262364,0.57744696,0.08572960
-4.63131566,1.04417051,0.12708134,0.00000000,0.02937004,0.38287899,0.57240855,0.08659408
-4.62531266,1.05445485,0.12789564,0.00000000,0.02966733,0.38417587,0.56942385,0.08763299
-4.61930965,1.06672924,0.12926072,0.00000000,0.03006003,0.38621578,0.56814313,0.08877559
-4.61330665,1.08029352,0.13114627,0.00000000,0.03051568,0.38870856,0.56822297,0.08995500
-4.60730365,1.09452277,0.13353251,0.00000000,0.03100500,0.39138394,0.56934226,0.09111089
-4.60130065,1.10889542,0.13641270,0.00000000,0.03150258,0.39400230,0.57121686,0.09219177
-4.59529765,1.12301685,0.13979509,0.00000000,0.03198752,0.39636378,0.57361214,0.09315709
-4.58929465,1.13663750,0.14370395,0.00000000,0.03244375,0.39831561,0.57635280,0.09397882
-4.58329165,1.14966417,0.14817980,0.00000000,0.03286024,0.39975703,0.57932931,0.09464255
-4.57728864,1.16216391,0.15327842,0.00000000,0.03323090,0.40064176,0.58250063,0.09514800
-4.57128564,1.17435988,0.15906893,0.00000000,0.03355435,0.40097773,0.58589315,0.09550889
-4.56528264,1.18661929,0.16563067,0.00000000,0.03383338,0.40082424,0.58959560,0.09575213
-4.55927964,1.19943367,0.17304911,0.00000000,0.03407429,0.40028650,0.59375041,0.09591648
-4.55327664,1.21339217,0.18141081,0.00000000,0.03428608,0.39950803,0.59854174,0.09605053
-4.54727364,1.22914901,0.19079775,0.00000000,0.03447947,0.39866109,0.60418094,0.09621031
-4.54127064,1.24738653,0.20128114,0.00000000,0.03466592,0.39793583,0.61089002,0.09645641
-4.53526763,1.26877533,0.21291500,0.00000000,0.03485657,0.39752848,0.61888410,0.09685089
-4.52926463,1.29393346,0.22572992,0.00000000,0.03506126,0.39762940,0.62835373,0.09745405
-4.52326163,1.32338649,0.23972719,0.00000000,0.03528768,0.39841136,0.63944800,0.09832121
-4.51725863,1.35753036,0.25487373,0.00000000,0.03554056,0.40001886,0.65225937,0.09949964
-4.51125563,1.39659882,0.27109807,0.00000000,0.03582111,0.40255876,0.66681097,0.10102585
-4.50525263,1.44063698,0.28828763,0.00000000,0.03612670,0.40609291,0.68304723,0.10292317
-4.49924962,1.48948251,0.30628754,0.00000000,0.03645065,0.41063289,0.70082811,0.10520000
-4.49324662,1.54275516,0.32490125,0.00000000,0.03678243,0.41613734,0.71992753,0.10784852
-4.48724362,1.59985560,0.34389278,0.00000000,0.03710793,0.42251168,0.74003595,0.11084423
-4.48124062,1.65997352,0.36299084,0.00000000,0.03741006,0.42961054,0.76076709,0.11414599
-4.47523762,1.72210490,0.38189462,0.00000000,0.03766944,0.43724237,0.78166845,0.11769690
-4.46923462,1.78507781,0.40028108,0.00000000,0.03786532,0.44517634,0.80223526,0.12142576
-4.46323162,1.84758581,0.41781354,0.00000000,0.03797651,0.45315090,0.82192704,0.12524912
-4.45722861,1.90822752,0.43415118,0.00000000,0.03798242,0.46088367,0.84018621,0.12907384
-4.45122561,1.96555093,0.44895920,0.00000000,0.03786402,0.46808231,0.85645775,0.13280014
-4.44522261,2.01810043,0.46191909,0.00000000,0.03760476,0.47445559,0.87020911,0.13632478
-4.43921961,2.06446498,0.47273875,0.00000000,0.03719142,0.47972445,0.88094952,0.13954457
