energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.85592796,0.52620785,0.00889525,0.04133968,0.07627758,0.05520854,0.02196265,0.25512750,0.06096891,0.05696063
-5.84992496,0.56591526,0.00998972,0.04442749,0.07924015,0.06136402,0.02451664,0.27510039,0.06796849,0.05967531
-5.84392196,0.61405691,0.01115312,0.04824751,0.08348051,0.06835308,0.02734636,0.29907972,0.07634513,0.06326619
-5.83791896,0.67059906,0.01237548,0.05286494,0.08892858,0.07615906,0.03045124,0.32694325,0.08620651,0.06775203
-5.83191596,0.73548468,0.01364475,0.05834650,0.09551380,0.08475983,0.03382667,0.35855335,0.09767452,0.07314900
-5.82591296,0.80863686,0.01494701,0.06476053,0.10316616,0.09412797,0.03746387,0.39375898,0.11088660,0.07947122
-5.81990995,0.88996347,0.01626678,0.07217715,0.11181752,0.10423114,0.04134981,0.43239845,0.12599717,0.08673128
-5.81390695,0.97936319,0.01758733,0.08066841,0.12140309,0.11503267,0.04546727,0.47430300,0.14317888,0.09494101
-5.80790395,1.07673255,0.01889122,0.09030826,0.13186317,0.12649234,0.04979504,0.51930128,0.16262373,0.10411217
-5.80190095,1.18197378,0.02016083,0.10117253,0.14314509,0.13856739,0.05430811,0.56722437,0.18454374,0.11425718
-5.79589795,1.29500318,0.02137897,0.11333864,0.15520532,0.15121363,0.05897805,0.61791154,0.20917120,0.12538989
-5.78989495,1.41575937,0.02252959,0.12688511,0.16801166,0.16438676,0.06377342,0.67121622,0.23675817,0.13752614
-5.78389195,1.54421108,0.02359841,0.14189079,0.18154542,0.17804366,0.06866024,0.72701207,0.26757513,0.15068427
-5.77788894,1.68036370,0.02457362,0.15843378,0.19580351,0.19214371,0.07360256,0.78519885,0.30190858,0.16488540
-5.77188594,1.82426427,0.02544650,0.17659006,0.21080032,0.20665010,0.07856302,0.84570765,0.34005739,0.18015348
-5.76588294,1.97600413,0.02621194,0.19643174,0.22656915,0.22153094,0.08350349,0.90850525,0.38232779,0.19651504
-5.75987994,2.13571887,0.02686891,0.21802495,0.24316329,0.23676022,0.08838572,0.97359725,0.42902683,0.21399871
-5.75387694,2.30358510,0.02742073,0.24142749,0.26065635,0.25231849,0.09317201,1.04102962,0.48045439,0.23263429
-5.74787394,2.47981364,0.02787527,0.26668607,0.27914191,0.26819327,0.09782592,1.11088847,0.53689345,0.25245155
-5.74187094,2.66463910,0.02824485,0.29383335,0.29873230,0.28437908,0.10231293,1.18329780,0.59859908,0.27347865
-5.73586793,2.85830546,0.02854613,0.32288480,0.31955648,0.30087715,0.10660120,1.25841508,0.66578590,0.29574022
-5.72986493,3.06104792,0.02879966,0.35383534,0.34175691,0.31769468,0.11066218,1.33642453,0.73861455,0.31925511
-5.72386193,3.27307110,0.02902938,0.38665599,0.36548533,0.33484368,0.11447132,1.41752813,0.81717740,0.34403385
-5.71785893,3.49452390,0.02926189,0.42129055,0.39089766,0.35233954,0.11800863,1.50193447,0.90148387,0.37007585
-5.71185593,3.72547147,0.02952561,0.45765239,0.41814783,0.37019904,0.12125927,1.58984543,0.99144598,0.39736639
-5.70585293,3.96586499,0.02984987,0.49562149,0.44738073,0.38843813,0.12421389,1.68144105,1.08686472,0.42587353
-5.69984992,4.21551001,0.03026387,0.53504194,0.47872444,0.40706936,0.12686903,1.77686292,1.18741777,0.45554493
-5.69384692,4.47403420,0.03079562,0.57571988,0.51228189,0.42609903,0.12922714,1.87619638,1.29264939,0.48630473
-5.68784392,4.74085586,0.03147091,0.61742210,0.54812216,0.44552423,0.13129660,1.97945221,1.40196317,0.51805064
-5.68184092,5.01515419,0.03231231,0.65987548,0.58627177,0.46532970,0.13309141,2.08654828,1.51461814,0.55065130
-5.67583792,5.29584293,0.03333820,0.70276732,0.62670614,0.48548483,0.13463066,2.19729196,1.62972909,0.58394409
-5.66983492,5.58154877,0.03456198,0.74574677,0.66934176,0.50594070,0.13593780,2.31136401,1.74627132,0.61773355
-5.66383192,5.87059608,0.03599138,0.78842734,0.71402933,0.52662753,0.13703965,2.42830483,1.86309037,0.65179054
-5.65782891,6.16099962,0.03762794,0.83039072,0.76054830,0.54745253,0.13796526,2.54750387,1.97891685,0.68585236
-5.65182591,6.45046653,0.03946667,0.87119187,0.80860319,0.56829833,0.13874450,2.66819321,2.09238621,0.71962385
-5.64582291,6.73640909,0.04149597,0.91036536,0.85782208,0.58902230,0.13940673,2.78944591,2.20206344,0.75277973
-5.63981991,7.01596907,0.04369765,0.94743299,0.90775758,0.60945667,0.13997923,2.91018000,2.30647193,0.78496822
-5.63381691,7.28605442,0.04604731,0.98191253,0.95789055,0.62940979,0.14048583,3.02916861,2.40412604,0.81581590
-5.62781391,7.54338834,0.04851479,1.01332736,1.00763667,0.64866836,0.14094561,3.14505648,2.49356618,0.84493395
-5.62181091,7.78457043,0.05106489,1.04121699,1.05635593,0.66700104,0.14137176,3.25638308,2.57339557,0.87192557
-5.61580790,8.00614875,0.05365826,1.06514784,1.10336499,0.68416297,0.14177085,3.36161185,2.64231713,0.89639457
-5.60980490,8.20470114,0.05625244,1.08472433,1.14795210,0.69990149,0.14214227,3.45916523,2.69916943,0.91795474
-5.60380190,8.37692347,0.05880298,1.09959962,1.18939428,0.71396270,0.14247815,3.54746432,2.74296009,0.93623987
-5.59779890,8.51972189,0.06126470,1.10948569,1.22697623,0.72609872,0.14276370,3.62497215,2.77289551,0.95091409
-5.59179590,8.63030560,0.06359293,1.11416242,1.26001022,0.73607542,0.14297784,3.69023871,2.78840547,0.96168198
-5.58579290,8.70627657,0.06574485,1.11348527,1.28785644,0.74368013,0.14309428,3.74194628,2.78916180,0.96829822
-5.57978989,8.74571213,0.06768060,1.10739106,1.30994276,0.74872922,0.14308282,3.77895295,2.77509005,0.97057629
-5.57378689,8.74723670,0.06936448,1.09590179,1.32578330,0.75107501,0.14291097,3.80033237,2.74637371,0.96839571
-5.56778389,8.71007910,0.07076590,1.07912606,1.33499478,0.75061171,0.14254558,3.80540796,2.70345079,0.96170766
-5.56178089,8.63411232,0.07186017,1.05725812,1.33731007,0.74728007,0.14195465,3.79377970,2.64700265,0.95053840
-5.55577789,8.51987348,0.07262913,1.03057435,1.33258812,0.74107049,0.14110892,3.76534221,2.57793566,0.93499058
-5.54977489,8.36856233,0.07306146,0.99942741,1.32081999,0.73202435,0.13998338,3.72029298,2.49735627,0.91524195
-5.54377189,8.18201808,0.07315280,0.96423811,1.30213045,0.72023351,0.13855852,3.65913032,2.40654049,0.89154182
-5.53776888,7.96267476,0.07290569,0.92548528,1.27677509,0.70583793,0.13682126,3.58264077,2.30689907,0.86420506
-5.53176588,7.71349708,0.07232909,0.88369410,1.24513315,0.68902151,0.13476546,3.49187666,2.19993963,0.83360407
-5.52576288,7.43789916,0.07143791,0.83942318,1.20769623,0.67000638,0.13239215,3.38812466,2.08722728,0.80015888
-5.51975988,7.13964972,0.07025219,0.79325104,1.16505343,0.64904586,0.12970930,3.27286684,1.97034524,0.76432594
-5.51375688,6.82276781,0.06879623,0.74576229,1.11787361,0.62641652,0.12673130,3.14773602,1.85085692,0.72658590
-5.50775388,6.49141364,0.06709757,0.69753421,1.06688559,0.60240962,0.12347817,3.01446754,1.73027080,0.68743105
-5.50175088,6.14977928,0.06518599,0.64912412,1.01285711,0.57732249,0.11997449,2.87484972,1.61000928,0.64735278
-5.49574787,5.80198379,0.06309247,0.60105799,0.95657348,0.55145022,0.11624826,2.73067515,1.49138250,0.60682975
-5.48974487,5.45197713,0.06084822,0.55382061,0.89881687,0.52507792,0.11232970,2.58369507,1.37556781,0.56631703
-5.48374187,5.10345639,0.05848380,0.50784773,0.84034702,0.49847415,0.10825005,2.43557859,1.26359539,0.52623674
-5.47773887,4.75979738,0.05602835,0.46352020,0.78188410,0.47188550,0.10404050,2.28787844,1.15633997,0.48697044
-5.47173587,4.42400338,0.05350905,0.42116037,0.72409430,0.44553273,0.09973128,2.14200415,1.05451879,0.44885348
-5.46573287,4.09867222,0.05095067,0.38103050,0.66757856,0.41960838,0.09535096,1.99920352,0.95869522,0.41217135
-5.45972986,3.78598140,0.04837530,0.34333336,0.61286462,0.39427591,0.09092595,1.86055231,0.86928744,0.37715811
-5.45372686,3.48769053,0.04580229,0.30821460,0.56040248,0.36967030,0.08648025,1.72695207,0.78658148,0.34399675
-5.44772386,3.20515924,0.04324829,0.27576674,0.51056313,0.34589984,0.08203541,1.59913517,0.71074767,0.31282124
-5.44172086,2.93937798,0.04072744,0.24603448,0.46364021,0.32304894,0.07761065,1.47767604,0.64185935,0.28372004
-5.43571786,2.69100893,0.03825164,0.21902089,0.41985425,0.30118163,0.07322317,1.36300737,0.57991304,0.25674083
-5.42971486,2.46043373,0.03583087,0.19469428,0.37935895,0.28034553,0.06888851,1.25543964,0.52484882,0.23189589
-5.42371186,2.24780475,0.03347355,0.17299526,0.34224894,0.26057583,0.06462097,1.15518255,0.47657006,0.20916814
-5.41770885,2.05309678,0.03118691,0.15384373,0.30856852,0.24189919,0.06043398,1.06236675,0.43496162,0.18851712
-5.41170585,1.87615612,0.02897730,0.13714545,0.27832063,0.22433716,0.05634052,0.97706464,0.39990563,0.16988490
-5.40570285,1.71674477,0.02685046,0.12279806,0.25147580,0.20790902,0.05235337,0.89930888,0.37129451,0.15320147
-5.39969985,1.57457771,0.02481173,0.11069617,0.22798032,0.19263385,0.04848526,0.82910785,0.34904038,0.13838956
-5.39369685,1.44935178,0.02286619,0.10073551,0.20776351,0.17853179,0.04474895,0.76645723,0.33308094,0.12536857
-5.38769385,1.34076557,0.02101871,0.09281604,0.19074364,0.16562438,0.04115718,0.71134749,0.32338143,0.11405765
-5.38169085,1.24852990,0.01927395,0.08684387,0.17683249,0.15393419,0.03772247,0.66376706,0.31993281,0.10437786
-5.37568784,1.17236939,0.01763623,0.08273219,0.16593824,0.14348365,0.03445689,0.62370139,0.32274627,0.09625341
-5.36968484,1.11201578,0.01610950,0.08040114,0.15796695,0.13429324,0.03137172,0.59112836,0.33184455,0.08961205
-5.36368184,1.06719418,0.01469710,0.07977675,0.15282258,0.12637935,0.02847712,0.56601047,0.34725027,0.08438473
-5.35767884,1.03760383,0.01340161,0.08078915,0.15040575,0.11975171,0.02578179,0.54828470,0.36897215,0.08050465
-5.35167584,1.02289488,0.01222472,0.08337017,0.15061152,0.11441081,0.02329257,0.53785073,0.39698951,0.07790590
-5.34567284,1.02264324,0.01116701,0.08745052,0.15332640,0.11034534,0.02101423,0.53455847,0.43123605,0.07652175
-5.33966983,1.03632507,0.01022788,0.09295677,0.15842495,0.10752988,0.01894921,0.53819582,0.47158355,0.07628285
-5.33366683,1.06329300,0.00940540,0.09980828,0.16576627,0.10592302,0.01709748,0.54847743,0.51782645,0.07711547
-5.32766383,1.10275558,0.00869633,0.10791443,0.17519067,0.10546590,0.01545650,0.56503539,0.56966807,0.07893996
-5.32166083,1.15376164,0.00809610,0.11717207,0.18651683,0.10608145,0.01402127,0.58741250,0.62670939,0.08166949
-5.31565783,1.21519082,0.00759886,0.12746370,0.19953982,0.10767432,0.01278445,0.61505878,0.68844108,0.08520927
-5.30965483,1.28575132,0.00719765,0.13865621,0.21402999,0.11013153,0.01173661,0.64733160,0.75423940,0.08945633
-5.30365183,1.36398553,0.00688448,0.15060057,0.22973317,0.11332386,0.01086646,0.68349989,0.82336659,0.09429988
-5.29764882,1.44828412,0.00665061,0.16313231,0.24637207,0.11710802,0.01016127,0.72275244,0.89497597,0.09962232
-5.29164582,1.53690829,0.00648676,0.17607304,0.26364913,0.12132949,0.00960725,0.76421026,0.96812198,0.10530091
-5.28564282,1.62802008,0.00638339,0.18923289,0.28125060,0.12582597,0.00919001,0.80694284,1.04177508,0.11121012
-5.27963982,1.71971986,0.00633101,0.20241385,0.29885198,0.13043132,0.00889503,0.84998783,1.11484113,0.11722445
-5.27363682,1.81008982,0.00632048,0.21541397,0.31612448,0.13497991,0.00870813,0.89237357,1.18618485,0.12322192
-5.26763382,1.89724225,0.00634331,0.22803219,0.33274234,0.13931114,0.00861602,0.93314367,1.25465651,0.12908776
-5.26163082,1.97937070,0.00639199,0.24007373,0.34839088,0.14327409,0.00860678,0.97138300,1.31912097,0.13471858
-5.25562781,2.05480226,0.00646028,0.25135588,0.36277467,0.14673198,0.00867034,1.00624377,1.37848809,0.14002647
-5.24962481,2.12204893,0.00654346,0.26171375,0.37562584,0.14956640,0.00879899,1.03697113,1.43174317,0.14494320
-5.24362181,2.17985614,0.00663862,0.27100605,0.38671188,0.15168110,0.00898785,1.06292694,1.47797642,0.14942417
-5.23761881,2.22724626,0.00674483,0.27912043,0.39584279,0.15300515,0.00923528,1.08361100,1.51641009,0.15345196
-5.23161581,2.26355560,0.00686329,0.28597829,0.40287721,0.15349545,0.00954334,1.09867877,1.54642236,0.15703942
-5.22561281,2.28846311,0.00699745,0.29153874,0.40772725,0.15313837,0.00991817,1.10795493,1.56756682,0.16023200
-5.21960980,2.30200968,0.00715308,0.29580165,0.41036174,0.15195059,0.01037027,1.11144211,1.57958693,0.16310932
-5.21360680,2.30460708,0.00733820,0.29880951,0.41080795,0.14997899,0.01091481,1.10932464,1.58242475,0.16578575
-5.20760380,2.29703608,0.00756304,0.30064805,0.40915140,0.14729970,0.01157184,1.10196685,1.57622373,0.16841001
-5.20160080,2.28043375,0.00783987,0.30144559,0.40553402,0.14401633,0.01236632,1.08990624,1.56132544,0.17116367
-5.19559780,2.25627006,0.00818276,0.30137101,0.40015057,0.14025740,0.01332821,1.07384158,1.53826049,0.17425850
-5.18959480,2.22631466,0.00860728,0.30063037,0.39324343,0.13617320,0.01449223,1.05461640,1.50773393,0.17793272
-5.18359180,2.19259476,0.00913014,0.29946235,0.38509607,0.13193202,0.01589761,1.03319844,1.47060595,0.18244622
-5.17758879,2.15734541,0.00976876,0.29813254,0.37602531,0.12771611,0.01758759,1.01065564,1.42786855,0.18807470
-5.17158579,2.12295360,0.01054075,0.29692670,0.36637269,0.12371727,0.01960874,0.98812961,1.38061924,0.19510297
-5.16558279,2.09189801,0.01146336,0.29614328,0.35649529,0.12013241,0.02201005,0.96680717,1.33003262,0.20381750
-5.15957979,2.06668602,0.01255293,0.29608542,0.34675625,0.11715904,0.02484183,0.94789095,1.27733108,0.21449840
-5.15357679,2.04978980,0.01382428,0.29705254,0.33751535,0.11499096,0.02815435,0.93256978,1.22375556,0.22741105
-5.14757379,2.04358334,0.01529007,0.29933197,0.32911993,0.11381405,0.03199626,0.92198973,1.17053737,0.24279771
-5.14157079,2.05028206,0.01696023,0.30319077,0.32189650,0.11380245,0.03641285,0.91722644,1.11887198,0.26086925
-5.13556778,2.07188682,0.01884141,0.30886814,0.31614321,0.11511502,0.04144414,0.91925959,1.06989561,0.28179735
-5.12956478,2.11013368,0.02093649,0.31656846,0.31212347,0.11789221,0.04712283,0.92895003,1.02466510,0.30570756
-5.12356178,2.16645100,0.02324413,0.32645558,0.31006093,0.12225337,0.05347221,0.94702003,0.98414172,0.33267332
-5.11755878,2.24192496,0.02575852,0.33864813,0.31013590,0.12829444,0.06050418,0.97403745,0.94917905,0.36271146
-5.11155578,2.33727461,0.02846914,0.35321643,0.31248330,0.13608619,0.06821729,1.01040382,0.92051521,0.39577915
-5.10555278,2.45283709,0.03136075,0.37018088,0.31719225,0.14567287,0.07659506,1.05634700,0.89876919,0.43177275
-5.09954977,2.58856368,0.03441349,0.38951194,0.32430714,0.15707137,0.08560464,1.11191837,0.88444123,0.47052852
-5.09354677,2.74402658,0.03760311,0.41113173,0.33383029,0.17027087,0.09519586,1.17699485,0.87791677,0.51182528
-5.08754377,2.91843646,0.04090142,0.43491718,0.34572584,0.18523304,0.10530080,1.25128553,0.87947345,0.55538907
-5.08154077,3.11067011,0.04427679,0.46070453,0.35992482,0.20189270,0.11583403,1.33434293,0.88929055,0.60089952
-5.07553777,3.31930715,0.04769489,0.48829493,0.37633114,0.22015906,0.12669338,1.42557841,0.90746014,0.64799787
-5.06953477,3.54267471,0.05111939,0.51746102,0.39482814,0.23991746,0.13776154,1.52428147,0.93399909,0.69629623
-5.06353177,3.77889815,0.05451286,0.54795400,0.41528549,0.26103162,0.14890823,1.62964199,0.96886126,0.74538779
-5.05752876,4.02595612,0.05783767,0.57951089,0.43756602,0.28334633,0.15999312,1.74077501,1.01194887,0.79485737
-5.05152576,4.28173751,0.06105682,0.61186170,0.46153215,0.30669059,0.17086922,1.85674688,1.06312255,0.84429213
-5.04552276,4.54409830,0.06413487,0.64473605,0.48705171,0.33088111,0.18138687,1.97660188,1.12220928,0.89329167
-5.03951976,4.81091570,0.06703868,0.67786901,0.51400265,0.35572605,0.19139794,2.09938830,1.18900769,0.94147725
-5.03351676,5.08013759,0.06973814,0.71100589,0.54227664,0.38102889,0.20076028,2.22418279,1.26329058,0.98849969
-5.02751376,5.34982502,0.07220671,0.74390575,0.57178112,0.40659236,0.20934208,2.35011210,1.34480426,1.03404561
-5.02151076,5.61818640,0.07442189,0.77634366,0.60243995,0.43222230,0.21702607,2.47637116,1.43326497,1.07784175
-5.01550775,5.88360183,0.07636548,0.80811149,0.63419240,0.45773129,0.22371322,2.60223688,1.52835257,1.11965733
-5.00950475,6.14463710,0.07802368,0.83901756,0.66699062,0.48294183,0.22932592,2.72707686,1.62970193,1.15930442
-5.00350175,6.40004689,0.07938713,0.86888515,0.70079580,0.50768926,0.23381033,2.85035297,1.73689288,1.19663629
-4.99749875,6.64876794,0.08045072,0.89755011,0.73557307,0.53182390,0.23713786,2.97161949,1.84943923,1.23154421
-4.99149575,6.88990268,0.08121336,0.92485800,0.77128557,0.55521274,0.23930568,3.09051615,1.96677803,1.26395279
-4.98549275,7.12269516,0.08167759,0.95066091,0.80788787,0.57774040,0.24033622,3.20675658,2.08825994,1.29381428
-4.97948974,7.34650082,0.08184923,0.97481441,0.84531923,0.59930939,0.24027562,3.32011281,2.21314162,1.32110227
-4.97348674,7.56075244,0.08173689,0.99717489,0.88349698,0.61983977,0.23919137,3.43039695,2.34058110,1.34580518
-4.96748374,7.76492452,0.08135154,1.01759756,0.92231052,0.63926825,0.23716901,3.53744098,2.46963695,1.36791999
-4.96148074,7.95849854,0.08070608,1.03593537,0.96161609,0.65754672,0.23430827,3.64107613,2.59927169,1.38744642
-4.95547774,8.14093134,0.07981493,1.05203898,1.00123288,0.67464049,0.23071873,3.74111295,2.72835999,1.40438216
-4.94947474,8.31162874,0.07869366,1.06575781,1.04094050,0.69052621,0.22651521,3.83732343,2.85570167,1.41871903
-4.94347174,8.46992617,0.07735870,1.07694220,1.08047821,0.70518972,0.22181326,3.92942627,2.98003948,1.43044057
-4.93746873,8.61507770,0.07582708,1.08544661,1.11954590,0.71862393,0.21672472,4.01707629,3.10008113,1.43952087
-4.93146573,8.74625424,0.07411620,1.09113368,1.15780693,0.73082688,0.21135383,4.09985881,3.21452499,1.44592485
-4.92546273,8.86255131,0.07224374,1.09387884,1.19489282,0.74180001,0.20579385,4.17728931,3.32208860,1.44960974
-4.91945973,8.96300615,0.07022746,1.09357548,1.23040960,0.75154690,0.20012454,4.24881880,3.42153882,1.45052779
-4.91345673,9.04662341,0.06808521,1.09014005,1.26394577,0.76007238,0.19441034,4.31384452,3.51172259,1.44862988
-4.90745373,9.11240831,0.06583476,1.08351714,1.29508148,0.76738212,0.18869960,4.37172577,3.59159676,1.44386994
-4.90145073,9.15940545,0.06349385,1.07368396,1.32339882,0.77348261,0.18302456,4.42180399,3.66025605,1.43620987
-4.89544772,9.18674148,0.06108005,1.06065430,1.34849264,0.77838170,0.17740227,4.46342624,3.71695758,1.42562469
-4.88944472,9.19366935,0.05861078,1.04448136,1.36998178,0.78208931,0.17183620,4.49597089,3.76114111,1.41210772
-4.88344172,9.17961187,0.05610318,1.02525965,1.38752013,0.78461847,0.16631845,4.51887423,3.79244396,1.39567555
-4.87743872,9.14420228,0.05357412,1.00312557,1.40080722,0.78598649,0.16083243,4.53165673,3.81070997,1.37637245
-4.87143572,9.08731967,0.05104005,0.97825673,1.40959795,0.78621613,0.15535584,4.53394753,3.81599201,1.35427417
-4.86543272,9.00911736,0.04851695,0.95086995,1.41371104,0.78533662,0.14986360,4.52550608,3.80854803,1.32949082
-4.85942971,8.91004257,0.04602022,0.92121798,1.41303599,0.78338456,0.14433088,4.50623972,3.78883066,1.30216870
-4.85342671,8.79084641,0.04356458,0.88958505,1.40753814,0.78040443,0.13873568,4.47621638,3.75747102,1.27249107
-4.84742371,8.65258329,0.04116396,0.85628139,1.39726172,0.77644876,0.13306116,4.43567185,3.71525728,1.24067759
-4.84142071,8.49659973,0.03883137,0.82163678,1.38233080,0.77157794,0.12729739,4.38501120,3.66310907,1.20698258
-4.83541771,8.32451300,0.03657876,0.78599365,1.36294793,0.76585959,0.12144255,4.32480435,3.60204881,1.17169204
-4.82941471,8.13818022,0.03441695,0.74969957,1.33939060,0.75936754,0.11550353,4.25577600,3.53317117,1.13511949
-4.82341171,7.93965939,0.03235547,0.71309973,1.31200563,0.75218058,0.10949597,4.17879042,3.45761212,1.09760077
-4.81740870,7.73116393,0.03040244,0.67652953,1.28120166,0.74438087,0.10344366,4.09483186,3.37651864,1.05948799
-4.81140570,7.51501263,0.02856446,0.64030751,1.24743991,0.73605227,0.09737750,4.00498132,3.29102040,1.02114280
-4.80540270,7.29357697,0.02684653,0.60472901,1.21122361,0.72727857,0.09133413,3.91039079,3.20220446,0.98292915
-4.79939970,7.06922805,0.02525195,0.57006064,1.17308646,0.71814177,0.08535417,3.81225594,3.11109367,0.94520598
-4.79339670,6.84428492,0.02378226,0.53653588,1.13358040,0.70872044,0.07948036,3.71178822,3.01862951,0.90831988
-4.78739370,6.62096627,0.02243719,0.50435184,1.09326313,0.69908831,0.07375563,3.61018753,2.92565968,0.87259812
-4.78139070,6.40134691,0.02121469,0.47366734,1.05268587,0.68931299,0.06822126,3.50861602,2.83293027,0.83834231
-4.77538769,6.18732034,0.02011095,0.44460232,1.01238153,0.67945500,0.06291521,3.40817414,2.74108270,0.80582275
-4.76938469,5.98056819,0.01912046,0.41723855,0.97285381,0.66956697,0.05787064,3.30987914,2.65065461,0.77527383
-4.76338169,5.78253712,0.01823618,0.39162158,0.93456741,0.65969313,0.05311481,3.21464677,2.56208432,0.74689049
-4.75737869,5.59442322,0.01744967,0.36776377,0.89793970,0.64986887,0.04866829,3.12327629,2.47571812,0.72082589
-4.75137569,5.41716386,0.01675132,0.34564816,0.86333388,0.64012060,0.04454454,3.03643902,2.39181945,0.69719028
-4.74537269,5.25143653,0.01613059,0.32523309,0.83105393,0.63046564,0.04074981,2.95467048,2.31057928,0.67605104
-4.73936968,5.09766400,0.01557629,0.30645725,0.80134137,0.62091222,0.03728342,2.87836600,2.23212685,0.65743392
-4.73336668,4.95602527,0.01507692,0.28924484,0.77437371,0.61145964,0.03413830,2.80777987,2.15654010,0.64132524
-4.72736368,4.82647127,0.01462092,0.27351079,0.75026474,0.60209842,0.03130174,2.74302768,2.08385529,0.62767501
-4.72136068,4.70874478,0.01419705,0.25916557,0.72906646,0.59281071,0.02875636,2.68409188,2.01407532,0.61640083
-4.71535768,4.60240352,0.01379465,0.24611962,0.71077254,0.58357070,0.02648116,2.63083018,1.94717662,0.60739226
-4.70935468,4.50684599,0.01340394,0.23428705,0.69532317,0.57434539,0.02445258,2.58298672,1.88311458,0.60051565
-4.70335168,4.42133919,0.01301626,0.22358858,0.68261100,0.56509552,0.02264565,2.54020580,1.82182746,0.59561918
-4.69734867,4.34504781,0.01262425,0.21395371,0.67248816,0.55577678,0.02103497,2.50204772,1.76323916,0.59253787
-4.69134567,4.27706419,0.01222198,0.20532191,0.66477389,0.54634151,0.01959563,2.46800671,1.70726109,0.59109856
-4.68534267,4.21643879,0.01180508,0.19764309,0.65926271,0.53674055,0.01830402,2.43753034,1.65379350,0.59112457
-4.67933967,4.16221047,0.01137070,0.19087725,0.65573279,0.52692567,0.01713845,2.41004018,1.60272662,0.59244004
-4.67333667,4.11343628,0.01091751,0.18499346,0.65395435,0.51685213,0.01607963,2.38495313,1.55394202,0.59487378
-4.66733367,4.06922008,0.01044560,0.17996840,0.65369776,0.50648163,0.01511095,2.36170296,1.50731437,0.59826254
-4.66133067,4.02873968,0.00995633,0.17578439,0.65474125,0.49578535,0.01421863,2.33976142,1.46271391,0.60245385
-4.65532766,3.99127168,0.00945215,0.17242738,0.65687796,0.48474712,0.01339176,2.31865825,1.42000970,0.60730807
-4.64932466,3.95621371,0.00893640,0.16988478,0.65992211,0.47336639,0.01262216,2.29799966,1.37907362,0.61269999
-4.64332166,3.92310331,0.00841307,0.16814343,0.66371426,0.46166100,0.01190417,2.27748436,1.33978512,0.61851979
