energy_ev,total_up,total_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-6.00000000,1.21179013,-1.41808876,0.00557491,-0.00209046,0.21927214,-0.36293390,0.24320695,-0.51610656,0.44263657,-0.61808187,0.30767155,-0.29419891,0.00000000,-0.00000000,0.44063823,-0.38842604,0.04620047,-0.04538219
-5.99399700,1.19662152,-1.42442333,0.00618866,-0.00230572,0.21639232,-0.35544578,0.24187448,-0.49494425,0.43400891,-0.62044061,0.30412082,-0.30155781,0.00000000,-0.00000000,0.42990377,-0.40430925,0.04471732,-0.04530625
-5.98799400,1.18676213,-1.43356582,0.00683628,-0.00257200,0.21424823,-0.34827316,0.24164293,-0.47529745,0.42748114,-0.62280629,0.30226242,-0.30984993,0.00000000,-0.00000000,0.42016235,-0.42140548,0.04348138,-0.04546053
-5.98199100,1.18281107,-1.44481077,0.00751189,-0.00289109,0.21292338,-0.34139970,0.24248443,-0.45720150,0.42336086,-0.62491903,0.30227605,-0.31881414,0.00000000,-0.00000000,0.41159600,-0.43935242,0.04251830,-0.04580005
-5.97598799,1.18522182,-1.45744677,0.00820858,-0.00326429,0.21247621,-0.33480062,0.24434659,-0.44067263,0.42189968,-0.62652098,0.30430299,-0.32819427,0.00000000,-0.00000000,0.40434488,-0.45778466,0.04184856,-0.04628024
-5.96998499,1.19428176,-1.47078280,0.00891853,-0.00369233,0.21293611,-0.32844435,0.24715054,-0.42570928,0.42328293,-0.62736673,0.30844101,-0.33774874,0.00000000,-0.00000000,0.39850275,-0.47634479,0.04148691,-0.04685851
-5.96398199,1.21009784,-1.48417292,0.00963317,-0.00417522,0.21430087,-0.32229467,0.25079046,-0.41229362,0.42762169,-0.62723357,0.31474037,-0.34725928,0.00000000,-0.00000000,0.39411453,-0.49469360,0.04144192,-0.04749573
-5.95797899,1.23258866,-1.49703865,0.01034335,-0.00471214,0.21653541,-0.31631289,0.25513464,-0.40039312,0.43494734,-0.62593112,0.32320140,-0.35653833,0.00000000,-0.00000000,0.39117589,-0.51251913,0.04171579,-0.04815746
-5.95197599,1.26148310,-1.50888796,0.01103961,-0.00530136,0.21957211,-0.31046014,0.26002789,-0.38996211,0.44520864,-0.62330991,0.33377336,-0.36543492,0.00000000,-0.00000000,0.38963480,-0.52954409,0.04230431,-0.04881489
-5.94597299,1.29632544,-1.51933015,0.01171235,-0.00594014,0.22331243,-0.30469965,0.26529528,-0.38094316,0.45827147,-0.61926858,0.34635477,-0.37383879,0.00000000,-0.00000000,0.38939490,-0.54553156,0.04319698,-0.04944554
-5.93996998,1.33648631,-1.52808606,0.01235215,-0.00662464,0.22762978,-0.29899875,0.27074697,-0.37326841,0.47392123,-0.61375922,0.36079503,-0.38168262,0.00000000,-0.00000000,0.39032045,-0.56028860,0.04437725,-0.05003361
-5.93396698,1.38117910,-1.53499323,0.01295002,-0.00734991,0.23237360,-0.29333062,0.27618377,-0.36686058,0.49186763,-0.60679073,0.37689733,-0.38894233,0.00000000,-0.00000000,0.39224244,-0.57366786,0.04582294,-0.05057007
-5.92796398,1.42948099,-1.54000590,0.01349763,-0.00810984,0.23737424,-0.28767558,0.28140331,-0.36163378,0.51175172,-0.59842997,0.39442258,-0.39563549,0.00000000,-0.00000000,0.39496555,-0.58556704,0.04750677,-0.05105244
-5.92196098,1.48035760,-1.54318994,0.01398754,-0.00889723,0.24244860,-0.28202196,0.28620632,-0.35749404,0.53315508,-0.58880068,0.41309444,-0.40181791,0.00000000,-0.00000000,0.39827566,-0.59592650,0.04939692,-0.05148425
-5.91595798,1.53269046,-1.54471322,0.01441345,-0.00970384,0.24740614,-0.27636645,0.29040292,-0.35433975,0.55561052,-0.57808011,0.43260503,-0.40757877,0.00000000,-0.00000000,0.40194733,-0.60472505,0.05145770,-0.05187435
-5.90995498,1.58530626,-1.54483188,0.01477027,-0.01052052,0.25205509,-0.27071397,0.29381842,-0.35206182,0.57861426,-0.56649376,0.45262136,-0.41303434,0.00000000,-0.00000000,0.40575116,-0.61197440,0.05365026,-0.05223597
-5.90395198,1.63700682,-1.54387330,0.01505432,-0.01133732,0.25620866,-0.26507715,0.29629847,-0.35054398,0.60163903,-0.55430819,0.47279227,-0.41832073,0.00000000,-0.00000000,0.40946058,-0.61771249,0.05593334,-0.05258561
-5.89794897,1.68659897,-1.54221688,0.01526332,-0.01214375,0.25969078,-0.25947535,0.29771342,-0.34966301,0.62414775,-0.54182252,0.49275564,-0.42358602,0.00000000,-0.00000000,0.41285782,-0.62199627,0.05826401,-0.05294192
-5.89194597,1.73292349,-1.54027337,0.01539643,-0.01292895,0.26234149,-0.25393350,0.29796159,-0.34928931,0.64560734,-0.52935870,0.51214581,-0.42898211,0.00000000,-0.00000000,0.41573911,-0.62489425,0.06059843,-0.05332443
-5.88594297,1.77488216,-1.53846396,0.01545418,-0.01368196,0.26402158,-0.24848069,0.29697138,-0.34928766,0.66550235,-0.51725127,0.53060108,-0.43465660,0.00000000,-0.00000000,0.41791873,-0.62647932,0.06289258,-0.05375242
-5.87993997,1.81146255,-1.53720005,0.01543838,-0.01439196,0.26461631,-0.24314876,0.29470231,-0.34951845,0.68334785,-0.50583668,0.54777104,-0.44074519,0.00000000,-0.00000000,0.41923220,-0.62682228,0.06510306,-0.05424376
-5.87393697,1.84175980,-1.53686443,0.01535201,-0.01504859,0.26403833,-0.23797084,0.29114487,-0.34983929,0.69870135,-0.49544292,0.56332368,-0.44736469,0.00000000,-0.00000000,0.41953845,-0.62598637,0.06718774,-0.05481388
-5.86793397,1.86499508,-1.53779482,0.01519901,-0.01564216,0.26222950,-0.23298000,0.28631931,-0.35010718,0.71117338,-0.48637945,0.57695221,-0.45460713,0.00000000,-0.00000000,0.41872115,-0.62402309,0.06910652,-0.05547497
-5.86193097,1.88053041,-1.54027007,0.01498412,-0.01616393,0.25916174,-0.22820806,0.28027355,-0.35018093,0.72043636,-0.47892801,0.58838128,-0.46253495,0.00000000,-0.00000000,0.41668936,-0.62096955,0.07082198,-0.05623523
-5.85592796,1.88787973,-1.54449944,0.01471270,-0.01660632,0.25483685,-0.22368459,0.27308030,-0.34992416,0.72623171,-0.47333434,0.59737265,-0.47117758,0.00000000,-0.00000000,0.41337751,-0.61684740,0.07230003,-0.05709840
-5.84992496,1.88671606,-1.55061510,0.01439049,-0.01696309,0.24928543,-0.21943598,0.26483361,-0.34920831,0.72837476,-0.46980109,0.60373017,-0.48052927,0.00000000,-0.00000000,0.40874510,-0.61166328,0.07351051,-0.05806350
-5.84392196,1.87687480,-1.55866780,0.01402347,-0.01722952,0.24256495,-0.21548481,0.25564505,-0.34791590,0.72675763,-0.46848195,0.60730385,-0.49054842,0.00000000,-0.00000000,0.40277602,-0.60541075,0.07442776,-0.05912472
-5.83791896,1.85835343,-1.56862547,0.01361768,-0.01740246,0.23475711,-0.21184928,0.24563970,-0.34594361,0.72134989,-0.46947714,0.60799307,-0.50115811,0.00000000,-0.00000000,0.39547770,-0.59807347,0.07503110,-0.06027155
-5.83191596,1.83130755,-1.58037442,0.01317908,-0.01748042,0.22596457,-0.20854269,0.23495217,-0.34320520,0.71219716,-0.47283015,0.60574876,-0.51224793,0.00000000,-0.00000000,0.38688022,-0.58962932,0.07530529,-0.06148907
-5.82591296,1.79604381,-1.59372295,0.01271346,-0.01746358,0.21630728,-0.20557304,0.22372278,-0.33963387,0.69941757,-0.47852578,0.60057450,-0.52367679,0.00000000,-0.00000000,0.37703531,-0.58005516,0.07524086,-0.06275840
-5.81990995,1.75300984,-1.60840666,0.01222636,-0.01735370,0.20591858,-0.20294262,0.21209400,-0.33518417,0.68319658,-0.48648955,0.59252650,-0.53527677,0.00000000,-0.00000000,0.36601538,-0.56933192,0.07483438,-0.06405728
-5.81390695,1.70278161,-1.62409537,0.01172304,-0.01715408,0.19494106,-0.20064756,0.20020733,-0.32983316,0.66378014,-0.49658820,0.58171250,-0.54685760,0.00000000,-0.00000000,0.35391248,-0.55744962,0.07408858,-0.06536078
-5.80790395,1.64604873,-1.64040117,0.01120845,-0.01686942,0.18352257,-0.19867743,0.18820065,-0.32358079,0.64146654,-0.50863150,0.56828950,-0.55821177,0.00000000,-0.00000000,0.34083714,-0.54441200,0.07301246,-0.06664201
-5.80190095,1.58359794,-1.65688733,0.01068727,-0.01650565,0.17181231,-0.19701481,0.17620603,-0.31644952,0.61659738,-0.52237523,0.55246042,-0.56912008,0.00000000,-0.00000000,0.32691709,-0.53024044,0.07162113,-0.06787298
-5.79589795,1.51629544,-1.67307799,0.01016393,-0.01606978,0.15995725,-0.19563492,0.16434808,-0.30848314,0.58954792,-0.53752536,0.53446987,-0.57935745,0.00000000,-0.00000000,0.31229585,-0.51497702,0.06993565,-0.06902541
-5.78989495,1.44506835,-1.68846842,0.00964262,-0.01556969,0.14809890,-0.19450535,0.15274272,-0.29974492,0.56071710,-0.55374335,0.51459885,-0.58869879,0.00000000,-0.00000000,0.29713096,-0.49868652,0.06798266,-0.07007153
-5.78389195,1.37088589,-1.70253588,0.00912743,-0.01501396,0.13637055,-0.19358596,0.14149646,-0.29031511,0.53051768,-0.57065266,0.49315890,-0.59692497,0.00000000,-0.00000000,0.28159202,-0.48145717,0.06579396,-0.07098494
-5.77788894,1.29474063,-1.71475103,0.00862230,-0.01441163,0.12489502,-0.19282899,0.13070595,-0.28028808,0.49936675,-0.58784636,0.47048550,-0.60382865,0.00000000,-0.00000000,0.26585837,-0.46340035,0.06340586,-0.07174133
-5.77188594,1.21763028,-1.72458986,0.00813111,-0.01377205,0.11378294,-0.19217944,0.12045785,-0.26976909,0.46767689,-0.60489579,0.44693113,-0.60921992,0.00000000,-0.00000000,0.25011655,-0.44464909,0.06085856,-0.07231921
-5.76588294,1.14054036,-1.73154615,0.00765770,-0.01310470,0.10313157,-0.19157588,0.11082897,-0.25887096,0.43584825,-0.62136018,0.42285801,-0.61293160,0.00000000,-0.00000000,0.23455743,-0.42535558,0.05819532,-0.07270054
-5.75987994,1.06442813,-1.73514434,0.00720588,-0.01241902,0.09302419,-0.19095150,0.10188652,-0.24771085,0.40426161,-0.63679694,0.39863084,-0.61482419,0.00000000,-0.00000000,0.21937313,-0.40568791,0.05546160,-0.07287127
-5.75387694,0.99020794,-1.73495259,0.00677941,-0.01172424,0.08352991,-0.19023565,0.09368839,-0.23640711,0.37327275,-0.65077263,0.37460959,-0.61479027,0.00000000,-0.00000000,0.20475388,-0.38582611,0.05270416,-0.07282181
-5.74787394,0.91873836,-1.73059577,0.00638199,-0.01102933,0.07470400,-0.18935565,0.08628352,-0.22507658,0.34320798,-0.66287407,0.35114260,-0.61275832,0.00000000,-0.00000000,0.19088476,-0.36595785,0.04997008,-0.07254738
-5.74187094,0.85081119,-1.72176803,0.00601718,-0.01034281,0.06658859,-0.18823893,0.07971226,-0.21383215,0.31436103,-0.67271939,0.32856008,-0.60869570,0.00000000,-0.00000000,0.17794247,-0.34627387,0.04730582,-0.07204823
-5.73586793,0.78714231,-1.70824438,0.00568836,-0.00967274,0.05921368,-0.18681537,0.07400660,-0.20278086,0.28699114,-0.67996868,0.30716820,-0.60261085,0.00000000,-0.00000000,0.16609234,-0.32696348,0.04475622,-0.07132977
-5.72986493,0.72836468,-1.68989083,0.00539865,-0.00902659,0.05259840,-0.18501976,0.06919042,-0.19202246,0.26132229,-0.68433366,0.28724384,-0.59455443,0.00000000,-0.00000000,0.15548543,-0.30821024,0.04236362,-0.07040250
-5.72386193,0.67502318,-1.66667248,0.00515080,-0.00841119,0.04675244,-0.18279427,0.06527961,-0.18164828,0.23754360,-0.68558617,0.26903012,-0.58461937,0.00000000,-0.00000000,0.14625609,-0.29018794,0.04016692,-0.06928189
-5.71785893,0.62757148,-1.63865893,0.00494709,-0.00783273,0.04167759,-0.18009069,0.06228220,-0.17174066,0.21581048,-0.68356502,0.25273277,-0.57293963,0.00000000,-0.00000000,0.13851981,-0.27305710,0.03820085,-0.06798799
-5.71185593,0.58637067,-1.60602662,0.00478926,-0.00729665,0.03736930,-0.17687250,0.06019844,-0.16237250,0.19624668,-0.67818086,0.23851747,-0.55968783,0.00000000,-0.00000000,0.13237159,-0.25696192,0.03649522,-0.06654504
-5.70585293,0.55168966,-1.56905759,0.00467837,-0.00680765,0.03381818,-0.17311652,0.05902084,-0.15360718,0.17894686,-0.66941878,0.22650809,-0.54507142,0.00000000,-0.00000000,0.12788475,-0.24202779,0.03507430,-0.06498080
-5.69984992,0.52370720,-1.52813453,0.00461474,-0.00636963,0.03101139,-0.16881403,0.05873438,-0.14549850,0.16397953,-0.65733864,0.21678601,-0.52932767,0.00000000,-0.00000000,0.12511031,-0.22835944,0.03395642,-0.06332582
-5.69384692,0.50251535,-1.48373187,0.00459791,-0.00598568,0.02893394,-0.16397138,0.05931671,-0.13809074,0.15139033,-0.64207289,0.20939037,-0.51271750,0.00000000,-0.00000000,0.12407692,-0.21603948,0.03315358,-0.06161258
-5.68784392,0.48812435,-1.43640331,0.00462650,-0.00565803,0.02756974,-0.15861000,0.06073859,-0.13141864,0.14120532,-0.62382205,0.20431948,-0.49551827,0.00000000,-0.00000000,0.12479126,-0.20512753,0.03267131,-0.05987455
-5.68184092,0.48046869,-1.38676586,0.00469826,-0.00538803,0.02690241,-0.15276578,0.06296451,-0.12550736,0.13343424,-0.60284798,0.20153317,-0.47801574,0.00000000,-0.00000000,0.12723908,-0.19565978,0.03250862,-0.05814511
-5.67583792,0.47941429,-1.33548127,0.00481005,-0.00517614,0.02691594,-0.14648788,0.06595351,-0.12037238,0.12807358,-0.57946529,0.20095619,-0.46049554,0.00000000,-0.00000000,0.13138667,-0.18764890,0.03265816,-0.05645651
-5.66983492,0.48476672,-1.28323533,0.00495783,-0.00502189,0.02759498,-0.13983707,0.06966031,-0.11601925,0.12510939,-0.55403118,0.20248261,-0.44323448,0.00000000,-0.00000000,0.13718285,-0.18108438,0.03310656,-0.05483883
-5.66383192,0.49628016,-1.23071622,0.00513675,-0.00492388,0.02892503,-0.13288359,0.07403672,-0.11244336,0.12451971,-0.52693421,0.20598101,-0.42649199,0.00000000,-0.00000000,0.14456134,-0.17593319,0.03383487,-0.05331893
-5.65782891,0.51366707,-1.17859271,0.00534125,-0.00487976,0.03089224,-0.12570478,0.07903325,-0.10962979,0.12627660,-0.49858257,0.21130057,-0.41050210,0.00000000,-0.00000000,0.15344354,-0.17214071,0.03481921,-0.05191953
-5.65182591,0.53660833,-1.12749342,0.00556512,-0.00488631,0.03348310,-0.11838246,0.08460102,-0.10755310,0.13034771,-0.46939219,0.21827772,-0.39546637,0.00000000,-0.00000000,0.16374158,-0.16963216,0.03603153,-0.05065845
-5.64582291,0.56476361,-1.07798820,0.00580170,-0.00493939,0.03668392,-0.11100032,0.09069378,-0.10617750,0.13669738,-0.43977543,0.22674328,-0.38154813,0.00000000,-0.00000000,0.17536151,-0.16831424,0.03744051,-0.04954794
-5.63981991,0.59778166,-1.03057245,0.00604404,-0.00503403,0.04048017,-0.10364140,0.09726999,-0.10545715,0.14528726,-0.41013059,0.23652973,-0.36886831,0.00000000,-0.00000000,0.18820663,-0.16807732,0.03901257,-0.04859434
-5.63381691,0.63531028,-0.98565548,0.00628505,-0.00516453,0.04485566,-0.09638578,0.10429498,-0.10533687,0.15607650,-0.38083294,0.24747850,-0.35750305,0.00000000,-0.00000000,0.20218066,-0.16879797,0.04071288,-0.04779782
-5.62781391,0.67700554,-0.94355323,0.00651772,-0.00532452,0.04979174,-0.08930856,0.11174274,-0.10575331,0.16902151,-0.35222724,0.25944682,-0.34748346,0.00000000,-0.00000000,0.21719087,-0.17034204,0.04250646,-0.04715253
-5.62181091,0.72253993,-0.90448610,0.00673531,-0.00550707,0.05526642,-0.08247829,0.11959765,-0.10663649,0.18407524,-0.32462242,0.27231390,-0.33879734,0.00000000,-0.00000000,0.23315066,-0.17256821,0.04435927,-0.04664689
-5.61580790,0.77160897,-0.86858172,0.00693158,-0.00570490,0.06125354,-0.07595583,0.12785550,-0.10791194,0.20118625,-0.29828809,0.28598609,-0.33139308,0.00000000,-0.00000000,0.24998181,-0.17533199,0.04623921,-0.04626418
-5.60980490,0.82393595,-0.83588286,0.00710091,-0.00591047,0.06772203,-0.06979373,0.13652417,-0.10950318,0.22029729,-0.27345335,0.30040057,-0.32518537,0.00000000,-0.00000000,0.26761599,-0.17849028,0.04811707,-0.04598341
-5.60380190,0.87927447,-0.80635980,0.00723852,-0.00611620,0.07463524,-0.06403605,0.14562335,-0.11133468,0.24134377,-0.25030749,0.31552752,-0.32006277,0.00000000,-0.00000000,0.28599554,-0.18190615,0.04996730,-0.04578028
-5.59779890,0.93740850,-0.77992679,0.00734056,-0.00631463,0.08195047,-0.05871870,0.15518361,-0.11333512,0.26425192,-0.22900258,0.33137027,-0.31589649,0.00000000,-0.00000000,0.30507337,-0.18545401,0.05176862,-0.04562842
