energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Ti_p_up,Ti_d_up
-5.83191596,3.60899868,0.00137119,0.73247171,0.09716500,1.65631705,0.68624539,0.67655353,0.99302414,0.26498737
-5.82591296,3.61855739,0.00134762,0.74317868,0.09779467,1.65060461,0.69412841,0.68195639,0.99695052,0.26559231
-5.81990995,3.62683305,0.00132802,0.75466254,0.09817890,1.64218909,0.70229213,0.68781179,0.99853410,0.26630704
-5.81390695,3.63319863,0.00131169,0.76677903,0.09830168,1.63084860,0.71060653,0.69402846,0.99740629,0.26709498
-5.80790395,3.63713539,0.00129797,0.77936569,0.09815557,1.61647029,0.71893781,0.70050020,0.99329463,0.26792982
-5.80190095,3.63823893,0.00128622,0.79224735,0.09774125,1.59904681,0.72715254,0.70711012,0.98602245,0.26879519
-5.79589795,3.63622232,0.00127586,0.80524200,0.09706681,1.57866973,0.73512184,0.71373525,0.97550627,0.26968411
-5.78989495,3.63091628,0.00126637,0.81816710,0.09614685,1.55552072,0.74272569,0.72025161,0.96175123,0.27059825
-5.78389195,3.62226712,0.00125730,0.83084600,0.09500137,1.52986073,0.74985718,0.72653939,0.94484482,0.27154706
-5.77788894,3.61033257,0.00124826,0.84311431,0.09365460,1.50201775,0.75642655,0.73248817,0.92494912,0.27254672
-5.77188594,3.59527589,0.00123896,0.85482608,0.09213374,1.47237381,0.76236509,0.73800203,0.90229191,0.27361918
-5.76588294,3.57735868,0.00122918,0.86585953,0.09046769,1.44135152,0.76762855,0.74300439,0.87715686,0.27479106
-5.75987994,3.55693259,0.00121877,0.87612219,0.08868590,1.40940062,0.77220017,0.74744238,0.84987313,0.27609259
-5.75387694,3.53443022,0.00120766,0.88555538,0.08681716,1.37698504,0.77609309,0.75129062,0.82080469,0.27755647
-5.74787394,3.51035550,0.00119586,0.89413772,0.08488871,1.34457072,0.77935217,0.75455429,0.79033944,0.27921680
-5.74187094,3.48527367,0.00118342,0.90188773,0.08292532,1.31261438,0.78205497,0.75727140,0.75887860,0.28110782
-5.73586793,3.45980104,0.00117046,0.90886537,0.08094867,1.28155361,0.78431216,0.75951412,0.72682646,0.28326276
-5.72986493,3.43459485,0.00115716,0.91517261,0.07897688,1.25179826,0.78626695,0.76138917,0.69458073,0.28571247
-5.72386193,3.41034316,0.00114372,0.92095280,0.07702427,1.22372330,0.78809388,0.76303726,0.66252371,0.28848412
-5.71785893,3.38775510,0.00113039,0.92638918,0.07510121,1.19766322,0.78999680,0.76463160,0.63101444,0.29159982
-5.71185593,3.36755141,0.00111743,0.93170238,0.07321435,1.17390776,0.79220622,0.76637539,0.60038197,0.29507516
-5.70585293,3.35045552,0.00110514,0.93714705,0.07136682,1.15269923,0.79497590,0.76849864,0.57091990,0.29891797
-5.69984992,3.33718511,0.00109383,0.94300776,0.06955872,1.13423095,0.79857901,0.77125409,0.54288227,0.30312697
-5.69384692,3.32844407,0.00108384,0.94959425,0.06778767,1.11864698,0.80330371,0.77491253,0.51648075,0.30769074
-5.68784392,3.32491497,0.00107549,0.95723603,0.06604948,1.10604282,0.80944839,0.77975762,0.49188333,0.31258689
-5.68184092,3.32725162,0.00106914,0.96627661,0.06433886,1.09646695,0.81731647,0.78608015,0.46921419,0.31778154
-5.67583792,3.33607177,0.00106516,0.97706712,0.06265012,1.08992293,0.82721093,0.79417206,0.44855494,0.32322916
-5.66983492,3.35194955,0.00106389,0.98995969,0.06097795,1.08637203,0.83942863,0.80432010,0.42994688,0.32887292
-5.66383192,3.37540742,0.00106572,1.00530037,0.05931800,1.08573603,0.85425427,0.81679935,0.41339428,0.33464541
-5.65782891,3.40690733,0.00107101,1.02342165,0.05766750,1.08790009,0.87195424,0.83186660,0.39886831,0.34046995
-5.65182591,3.44684097,0.00108014,1.04463477,0.05602571,1.09271556,0.89277017,0.84975365,0.38631158,0.34626227
-5.64582291,3.49551884,0.00109346,1.06922155,0.05439420,1.10000262,0.91691240,0.87066065,0.37564298,0.35193269
-5.63981991,3.55315828,0.00111131,1.09742611,0.05277700,1.10955269,0.94455330,0.89474944,0.36676261,0.35738860
-5.63381691,3.61987048,0.00113398,1.12944633,0.05118061,1.12113060,0.97582053,0.92213715,0.35955662,0.36253729
-5.62781391,3.69564698,0.00116175,1.16542540,0.04961378,1.13447670,1.01079049,0.95289001,0.35390182,0.36728886
-5.62181091,3.78034602,0.00119481,1.20544344,0.04808722,1.14930887,1.04948198,0.98701767,0.34966988,0.37155919
-5.61580790,3.87367961,0.00123328,1.24950974,0.04661306,1.16532472,1.09185041,1.02446808,0.34673100,0.37527291
-5.60980490,3.97520223,0.00127720,1.29755573,0.04520430,1.18220411,1.13778270,1.06512326,0.34495714,0.37836606
-5.60380190,4.08430203,0.00132649,1.34942909,0.04387416,1.19961229,1.18709333,1.10879612,0.34422464,0.38078853
-5.59779890,4.20019582,0.00138095,1.40488953,0.04263530,1.21720371,1.23952173,1.15522864,0.34441635,0.38250605
-5.59179590,4.32192880,0.00144026,1.46360652,0.04149920,1.23462689,1.29473133,1.20409164,0.34542336,0.38350175
-5.58579290,4.44838001,0.00150395,1.52515936,0.04047541,1.25153032,1.35231066,1.25498635,0.34714627,0.38377723
-5.57978989,4.57827432,0.00157141,1.58904005,0.03957104,1.26756944,1.41177667,1.30744807,0.34949638,0.38335306
-5.57378689,4.71020144,0.00164190,1.65465908,0.03879021,1.28241482,1.47258047,1.36095191,0.35239653,0.38226885
-5.56778389,4.84264213,0.00171456,1.72135434,0.03813375,1.29576117,1.53411561,1.41492085,0.35578207,0.38058281
-5.56178089,4.97400131,0.00178840,1.78840318,0.03759903,1.30733715,1.59572890,1.46873599,0.35960164,0.37837091
-5.55577789,5.10264752,0.00186238,1.85503742,0.03717997,1.31691546,1.65673350,1.52174879,0.36381817,0.37572573
-5.54977489,5.22695743,0.00193536,1.92046106,0.03686720,1.32432290,1.71642427,1.57329528,0.36840977,0.37275494
-5.54377189,5.34536408,0.00200622,1.98387008,0.03664841,1.32944980,1.77409469,1.62271159,0.37337073,0.36957964
-5.53776888,5.45640678,0.00207381,2.04447397,0.03650886,1.33225831,1.82905507,1.66935063,0.37871239,0.36633253
-5.53176588,5.55878073,0.00213707,2.10151790,0.03643201,1.33278905,1.88065136,1.71259915,0.38446387,0.36315590
-5.52576288,5.65138390,0.00219499,2.15430499,0.03640020,1.33116546,1.92828379,1.75189476,0.39067246,0.36019957
-5.51975988,5.73335897,0.00224671,2.20221758,0.03639544,1.32759551,1.97142480,1.78674209,0.39740361,0.35761866
-5.51375688,5.80412807,0.00229151,2.24473665,0.03640020,1.32237044,2.00963531,1.81672759,0.40474036,0.35557133
-5.50775388,5.86341841,0.00232888,2.28145855,0.03639814,1.31586016,2.04257878,1.84153225,0.41278206,0.35421630
-5.50175088,5.91127725,0.00235847,2.31210824,0.03637480,1.30850543,2.07003232,1.86094172,0.42164234,0.35371024
-5.49574787,5.94807500,0.00238019,2.33654835,0.03631820,1.30080683,2.09189436,1.87485332,0.43144624,0.35420503
-5.48974487,5.97449620,0.00239412,2.35478367,0.03621932,1.29331086,2.10818843,1.88327961,0.44232661,0.35584470
-5.48374187,5.99151817,0.00240060,2.36696076,0.03607237,1.28659359,2.11906283,1.88634833,0.45441971,0.35876237
-5.47773887,6.00037834,0.00240013,2.37336271,0.03587501,1.28124258,2.12478614,1.88429858,0.46786027,0.36307688
-5.47173587,6.00253145,0.00239340,2.37439912,0.03562835,1.27783765,2.12573864,1.87747343,0.48277605,0.36888948
-5.46573287,5.99959862,0.00238125,2.37059190,0.03533679,1.27693149,2.12239997,1.86630918,0.49928232,0.37628049
-5.45972986,5.99331044,0.00236463,2.36255740,0.03500776,1.27903084,2.11533357,1.85132170,0.51747634,0.38530612
-5.45372686,5.98544683,0.00234455,2.35098573,0.03465136,1.28457916,2.10516842,1.83309045,0.53743216,0.39599565
-5.44772386,5.97777645,0.00232206,2.33661813,0.03427987,1.29394152,2.09257892,1.81224074,0.55919611,0.40834900
-5.44172086,5.97199830,0.00229820,2.32022351,0.03390726,1.30739241,2.07826376,1.78942507,0.58278314,0.42233502
-5.43571786,5.96968816,0.00227395,2.30257503,0.03354863,1.32510708,2.06292458,1.76530418,0.60817418,0.43789054
-5.42971486,5.97225217,0.00225021,2.28442788,0.03321970,1.34715654,2.04724536,1.74052872,0.63531480,0.45492028
-5.42371186,5.98088924,0.00222779,2.26649890,0.03293630,1.37350664,2.03187336,1.71572207,0.66411511,0.47329787
-5.41770885,5.99656377,0.00220733,2.24944909,0.03271393,1.40402094,2.01740232,1.69146509,0.69445104,0.49286784
-5.41170585,6.01998902,0.00218933,2.23386928,0.03256742,1.43846727,2.00435848,1.66828312,0.72616678,0.51344867
-5.40570285,6.05162149,0.00217413,2.22026952,0.03251059,1.47652743,1.99318992,1.64663582,0.75907831,0.53483677
-5.39969985,6.09166555,0.00216191,2.20907220,0.03255613,1.51780951,1.98425948,1.62690986,0.79297790,0.55681134
-5.39369685,6.14008725,0.00215269,2.20060900,0.03271539,1.56186209,1.97784119,1.60941467,0.82763907,0.57913979
-5.38769385,6.19663588,0.00214633,2.19512122,0.03299841,1.60818954,1.97412037,1.59438101,0.86282201,0.60158361
-5.38169085,6.26087130,0.00214259,2.19276315,0.03341389,1.65626775,1.97319676,1.58196233,0.89827898,0.62390435
-5.37568784,6.33219512,0.00214111,2.19360801,0.03396926,1.70555940,1.97509060,1.57223835,0.93375955,0.64586954
-5.36968484,6.40988369,0.00214144,2.19765562,0.03467075,1.75552821,1.97975093,1.56522064,0.96901532,0.66725810
-5.36368184,6.49312097,0.00214308,2.20484139,0.03552349,1.80565170,1.98706546,1.56085950,1.00380410,0.68786528
-5.35767884,6.58102960,0.00214549,2.21504573,0.03653153,1.85543192,1.99687163,1.55905195,1.03789333,0.70750664
-5.35167584,6.67269892,0.00214812,2.22810346,0.03769795,1.90440409,2.00896786,1.55964996,1.07106276,0.72602114
-5.34567284,6.76720881,0.00215044,2.24381270,0.03902482,1.95214306,2.02312479,1.56246881,1.10310646,0.74327318
-5.33966983,6.86364921,0.00215193,2.26194275,0.04051319,1.99826768,2.03909571,1.56729509,1.13383411,0.75915364
-5.33366683,6.96113486,0.00215213,2.28224087,0.04216303,2.04244335,2.05662587,1.57389396,1.16307199,0.77357984
-5.32766383,7.05881588,0.00215061,2.30443781,0.04397307,2.08438310,2.07546051,1.58201568,1.19066360,0.78649475
-5.32166083,7.15588471,0.00214701,2.32825202,0.04594074,2.12384759,2.09535122,1.59140112,1.21647021,0.79786549
-5.31565783,7.25158026,0.00214103,2.35339289,0.04806196,2.16064453,2.11606075,1.60178646,1.24037160,0.80768135
-5.30965483,7.34519028,0.00213244,2.37956308,0.05033104,2.19462777,2.13736628,1.61290697,1.26226688,0.81595151
-5.30365183,7.43605292,0.00212105,2.40646027,0.05274054,2.22569656,2.15906128,1.62450012,1.28207590,0.82270281
-5.29764882,7.52355845,0.00210676,2.43377875,0.05528115,2.25379511,2.18095622,1.63630817,1.29974081,0.82797762
-5.29164582,7.60715169,0.00208949,2.46121098,0.05794168,2.27891266,2.20287837,1.64808040,1.31522816,0.83183197
-5.28564282,7.68633575,0.00206925,2.48844948,0.06070908,2.30108396,2.22467089,1.65957528,1.32853115,0.83433423
-5.27963982,7.76067725,0.00204607,2.51518929,0.06356845,2.32039013,2.24619167,1.67056252,1.33967201,0.83556404
-5.27363682,7.82981281,0.00202005,2.54113088,0.06650324,2.33695963,2.26731184,1.68082531,1.34870429,0.83561183
-5.26763382,7.89345646,0.00199131,2.56598383,0.06949545,2.35096902,2.28791445,1.69016271,1.35571471,0.83457865
-5.26163082,7.95140733,0.00196004,2.58947093,0.07252583,2.36264313,2.30789317,1.69839215,1.36082449,0.83257614
-5.25562781,8.00355670,0.00192646,2.61133260,0.07557425,2.37225425,2.32715126,1.70535205,1.36418977,0.82972671
-5.24962481,8.04989365,0.00189083,2.63133153,0.07861994,2.38012002,2.34560068,1.71090435,1.36600095,0.82616348
-5.24362181,8.09050811,0.00185348,2.64925696,0.08164187,2.38659961,2.36316138,1.71493687,1.36648082,0.82202998
-5.23761881,8.12559073,0.00181476,2.66492863,0.08461906,2.39208800,2.37976059,1.71736518,1.36588134,0.81747932
-5.23161581,8.15542864,0.00177507,2.67819974,0.08753085,2.39700829,2.39533206,1.71813403,1.36447901,0.81267282
-5.22561281,8.18039669,0.00173485,2.68895905,0.09035712,2.40180197,2.40981523,1.71721785,1.36256904,0.80777789
-5.21960980,8.20094410,0.00169457,2.69713148,0.09307856,2.40691731,2.42315396,1.71462042,1.36045818,0.80296513
-5.21360680,8.21757636,0.00165474,2.70267755,0.09567671,2.41279621,2.43529513,1.71037360,1.35845668,0.79840478
-5.20760380,8.23083322,0.00161588,2.70559118,0.09813409,2.41985986,2.44618679,1.70453488,1.35686943,0.79426247
-5.20160080,8.24126320,0.00157851,2.70589633,0.10043420,2.42849372,2.45577601,1.69718414,1.35598675,0.79069452
-5.19559780,8.24939587,0.00154316,2.70364240,0.10256151,2.43903235,2.46400659,1.68841937,1.35607500,0.78784291
-5.18959480,8.25571310,0.00151032,2.69889868,0.10450137,2.45174495,2.47081658,1.67835179,1.35736750,0.78583022
-5.18359180,8.26062079,0.00148048,2.69174831,0.10623998,2.46682190,2.47613600,1.66710052,1.36005603,0.78475469
-5.17758879,8.26442242,0.00145403,2.68228202,0.10776433,2.48436329,2.47988478,1.65478702,1.36428324,0.78468584
-5.17158579,8.26729608,0.00143133,2.67059200,0.10906213,2.50436980,2.48197119,1.64152964,1.37013630,0.78566067
-5.16558279,8.26927629,0.00141265,2.65676645,0.11012183,2.52673655,2.48229105,1.62743863,1.37764204,0.78768092
-5.15957979,8.27024174,0.00139816,2.64088498,0.11093268,2.55125026,2.48072775,1.61261178,1.38676380,0.79071140
-5.15357679,8.26990988,0.00138793,2.62301526,0.11148486,2.57759011,2.47715336,1.59713098,1.39740007,0.79467962
-5.14757379,8.26783910,0.00138194,2.60321105,0.11176961,2.60533235,2.47143075,1.58105991,1.40938515,0.79947674
-5.14157079,8.26343847,0.00138004,2.58151176,0.11177949,2.63395874,2.46341695,1.56444290,1.42249179,0.80495995
-5.13556778,8.25598511,0.00138199,2.55794355,0.11150867,2.66286857,2.45296746,1.54730507,1.43643574,0.81095618
-5.12956478,8.24464851,0.00138743,2.53252172,0.11095322,2.69139412,2.43994159,1.52965364,1.45088229,0.81726696
-5.12356178,8.22852097,0.00139592,2.50525448,0.11011145,2.71881894,2.42420853,1.51148035,1.46545446,0.82367442
-5.11755878,8.20665288,0.00140696,2.47614751,0.10898418,2.74439859,2.40565388,1.49276479,1.47974281,0.82994805
-5.11155578,8.17809135,0.00141997,2.44520921,0.10757509,2.76738291,2.38418648,1.47347837,1.49331649,0.83585209
-5.10555278,8.14192064,0.00143434,2.41245613,0.10589089,2.78703931,2.35974514,1.45358876,1.50573535,0.84115315
-5.09954977,8.09730243,0.00144944,2.37791830,0.10394149,2.80267618,2.33230486,1.43306440,1.51656271,0.84562787
-5.09354677,8.04351439,0.00146467,2.34164406,0.10174007,2.81366550,2.30188249,1.41187889,1.52537843,0.84907029
-5.08754377,7.97998528,0.00147942,2.30370411,0.09930303,2.81946404,2.26854130,1.39001501,1.53179190,0.85129862
-5.08154077,7.90632504,0.00149316,2.26419446,0.09664983,2.81963222,2.23239429,1.36746802,1.53545465,0.85216124
-5.07553777,7.82234881,0.00150543,2.22323828,0.09380279,2.81385007,2.19360615,1.34424830,1.53607205,0.85154165
-5.06953477,7.72809379,0.00151585,2.18098631,0.09078670,2.80192971,2.15239368,1.32038302,1.53341390,0.84936236
-5.06353177,7.62382861,0.00152413,2.13761617,0.08762839,2.78382393,2.10902463,1.29591690,1.52732351,0.84558744
-5.05752876,7.51005488,0.00153012,2.09333033,0.08435626,2.75963066,2.06381503,1.27091211,1.51772501,0.84022385
-5.05152576,7.38750121,0.00153375,2.04835319,0.08099970,2.72959329,2.01712511,1.24544725,1.50462884,0.83332151
-5.04552276,7.25711045,0.00153508,2.00292735,0.07758852,2.69409689,1.96935398,1.21961577,1.48813500,0.82497226
-5.03951976,7.12002076,0.00153428,1.95730939,0.07415239,2.65366064,1.92093330,1.19352377,1.46843433,0.81530768
-5.03351676,6.97754198,0.00153162,1.91176550,0.07072026,2.60892700,1.87232021,1.16728754,1.44580760,0.80449616
-5.02751376,6.83112838,0.00152746,1.86656710,0.06731983,2.56064793,1.82398984,1.14103093,1.42062259,0.79273923
-5.02151076,6.68234936,0.00152222,1.82198698,0.06397710,2.50966910,1.77642758,1.11488289,1.39332929,0.78026741
-5.01550775,6.53285930,0.00151640,1.77829583,0.06071599,2.45691247,1.73012160,1.08897512,1.36445333,0.76733581
-5.00950475,6.38436794,0.00151053,1.73575965,0.05755798,2.40335812,1.68555560,1.06344021,1.33458792,0.75421962
-5.00350175,6.23861220,0.00150516,1.69463781,0.05452190,2.35002587,1.64320221,1.03841018,1.30438442,0.74120969
-4.99749875,6.09733033,0.00150083,1.65518196,0.05162383,2.29795724,1.60351707,1.01401553,1.27454180,0.72860818
-4.99149575,5.96223869,0.00149811,1.61763548,0.04887696,2.24819817,1.56693365,0.99038476,1.24579514,0.71672460
-4.98549275,5.83501143,0.00149749,1.58223355,0.04629169,2.20178279,1.53385879,0.96764432,1.21890326,0.70587197
-4.97948974,5.71726263,0.00149944,1.54920328,0.04387566,2.15971841,1.50466903,0.94591876,1.19463576,0.69636327
-4.97348674,5.61053060,0.00150438,1.51876388,0.04163393,2.12297166,1.47970732,0.92533109,1.17375932,0.68850799
-4.96748374,5.51626335,0.00151266,1.49112645,0.03956915,2.09245564,1.45928021,0.90600299,1.15702353,0.68260874
-4.96148074,5.43580451,0.00152456,1.46649307,0.03768178,2.06901786,1.44365517,0.88805483,1.14514617,0.67895766
-4.95547774,5.37037865,0.00154029,1.44505503,0.03597030,2.05342859,1.43305787,0.87160523,1.13879808,0.67783263
-4.94947474,5.32107513,0.00155995,1.42698992,0.03443150,2.04636932,1.42766924,0.85677009,1.13858770,0.67949301
-4.94347174,5.28882978,0.00158361,1.41245764,0.03306061,2.04842099,1.42762228,0.84366091,1.14504528,0.68417477
-4.93746873,5.27440407,0.00161120,1.40159521,0.03185161,2.06005174,1.43299839,0.83238241,1.15860727,0.69208512
-4.93146573,5.27836164,0.00164262,1.39451061,0.03079732,2.08160413,1.44382357,0.82302951,1.17960087,0.70339637
-4.92546273,5.30104273,0.00167763,1.39127595,0.02988958,2.11328189,1.46006427,0.81568367,1.20822927,0.71823931
-4.91945973,5.34253725,0.00171595,1.39192031,0.02911940,2.15513638,1.48162346,0.81040882,1.24455814,0.73669606
-4.91345673,5.40265797,0.00175719,1.39642273,0.02847702,2.20705339,1.50833718,0.80724718,1.28850374,0.75879285
-4.90745373,5.48091541,0.00180088,1.40470603,0.02795200,2.26874089,1.53997182,0.80621510,1.33982343,0.78449280
-4.90145073,5.57649661,0.00184649,1.41663184,0.02753326,2.33971863,1.57622296,0.80729938,1.39810925,0.81368937
-4.89544772,5.68824995,0.00189339,1.43199761,0.02720920,2.41931050,1.61671583,0.81045437,1.46278515,0.84620065
-4.88944472,5.81467815,0.00194088,1.45053594,0.02696766,2.50664088,1.66100826,0.81560006,1.53310853,0.88176527
-4.88344172,5.95394180,0.00198819,1.47191681,0.02679608,2.60063591,1.70859614,0.82262163,1.60817669,0.92004019
-4.87743872,6.10387484,0.00203450,1.49575283,0.02668156,2.70003074,1.75892193,0.83137053,1.68693848,0.96060091
-4.87143572,6.26201352,0.00207895,1.52160764,0.02661097,2.80338343,1.81138614,0.84166724,1.76821137,1.00294452
-4.86543272,6.42563930,0.00212062,1.54900747,0.02657113,2.90909616,1.86536182,0.85330584,1.85070395,1.04649582
-4.85942971,6.59183560,0.00215862,1.57745535,0.02654893,3.01544377,1.92021169,0.86606015,1.93304348,1.09061666
-4.85342671,6.75755723,0.00219202,1.60644761,0.02653163,3.12060955,1.97530747,0.87969143,2.01380800,1.13461846
-4.84742371,6.91971094,0.00221994,1.63549198,0.02650703,3.22272751,2.03005068,0.89395720,2.09156211,1.17777780
-4.84142071,7.07524413,0.00224155,1.66412634,0.02646374,3.31993003,2.08389408,0.90862077,2.16489527,1.21935459
-4.83541771,7.22123854,0.00225610,1.69193726,0.02639143,3.41039951,2.13636272,0.92346118,2.23246141,1.25861226
-4.82941471,7.35500499,0.00226293,1.71857739,0.02628111,3.49242200,2.18707341,0.93828278,2.29301833,1.29483936
-4.82341171,7.47417480,0.00226152,1.74378051,0.02612533,3.56444081,2.23575175,0.95292406,2.34546523,1.32737168
-4.81740870,7.57678374,0.00225148,1.76737364,0.02591839,3.62510768,2.28224531,0.96726516,2.38887698,1.35561382
-4.81140570,7.66134405,0.00223260,1.78928506,0.02565651,3.67332933,2.32653228,0.98123350,2.42253340,1.37905953
-4.80540270,7.72690085,0.00220485,1.80954796,0.02533791,3.70830707,2.36872470,0.99480724,2.44594239,1.39730959
-4.79939970,7.77306973,0.00216837,1.82829901,0.02496286,3.72956746,2.40906563,1.00801608,2.45885571,1.41008659
-4.79339670,7.80005311,0.00212352,1.84577203,0.02453365,3.73698249,2.44792019,1.02093939,2.46127657,1.41724569
-4.78739370,7.80863407,0.00207083,1.86228658,0.02405449,3.73077792,2.48576033,1.03370152,2.45345868,1.41878097
-4.78139070,7.80014735,0.00201100,1.87823196,0.02353132,3.71152938,2.52314377,1.04646442,2.43589665,1.41482685
-4.77538769,7.77642838,0.00194493,1.89404737,0.02297162,3.68014595,2.56068778,1.05941782,2.40930812,1.40565462
-4.76938469,7.73974234,0.00187363,1.91019880,0.02238412,3.63784186,2.59903879,1.07276737,2.37460829,1.39166396
-4.76338169,7.69269612,0.00179823,1.92715389,0.02177843,3.58609748,2.63883896,1.08672127,2.33287808,1.37337014
-4.75737869,7.63813716,0.00171996,1.94535578,0.02116473,3.52661104,2.68069123,1.10147595,2.28532708,1.35138716
-4.75137569,7.57904328,0.00164010,1.96519722,0.02055342,3.46124329,2.72512438,1.11720155,2.23325316,1.32640766
-4.74537269,7.51840869,0.00155992,1.98699608,0.01995469,3.39195730,2.77255956,1.13402785,2.17800019,1.29918062
-4.73936968,7.45913082,0.00148069,2.01097348,0.01937824,3.32075593,2.82328011,1.15203139,2.12091584,1.27048757
-4.73336668,7.40390295,0.00140363,2.03723557,0.01883295,3.24961957,2.87740591,1.17122452,2.06331106,1.24111846
-4.72736368,7.35511716,0.00132987,2.06575988,0.01832656,3.18044644,2.93487366,1.19154682,2.00642275,1.21184813
-4.72136068,7.31478124,0.00126040,2.09638684,0.01786555,3.11499780,2.99542418,1.21285968,1.95138113,1.18341417
-4.71535768,7.28445298,0.00119611,2.12881711,0.01745488,3.05484983,3.05859738,1.23494404,1.89918259,1.15649709
-4.70935468,7.26519376,0.00113768,2.16261475,0.01709798,3.00135383,3.12373549,1.25750190,1.85066899,1.13170316
-4.70335168,7.25754296,0.00108567,2.19721624,0.01679667,2.95560564,3.18999443,1.28016136,1.80651369,1.10955072
-4.69734867,7.26151330,0.00104040,2.23194516,0.01655121,2.91842483,3.25636326,1.30248534,1.76721426,1.09045989
-4.69134567,7.27660650,0.00100205,2.26603180,0.01636042,2.89034401,3.32169090,1.32398345,1.73309176,1.07474589
-4.68534267,7.30184783,0.00097060,2.29863711,0.01622177,2.87160760,3.38471926,1.34412683,1.70429592,1.06261602
-4.67933967,7.33583712,0.00094586,2.32887993,0.01613163,2.86217971,3.44412153,1.36236522,1.68081552,1.05416981
-4.67333667,7.37681358,0.00092749,2.35586656,0.01608542,2.86175991,3.49854421,1.37814565,1.66249289,1.04940227
-4.66733367,7.42273102,0.00091500,2.37872141,0.01607788,2.86980580,3.54665127,1.39093204,1.64904173,1.04820965
-4.66133067,7.47134015,0.00090780,2.39661764,0.01610331,2.88556102,3.58716874,1.40022481,1.64006697,1.05039741
-4.65532766,7.52027432,0.00090521,2.40880659,0.01615580,2.90808728,3.61892811,1.40557972,1.63508586,1.05568972
-4.64932466,7.56713537,0.00090646,2.41464485,0.01622949,2.93629911,3.64090690,1.40662529,1.63354918,1.06374027
-4.64332166,7.60957647,0.00091078,2.41361821,0.01631875,2.96899987,3.65226493,1.40307786,1.63486201,1.07414381
