energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.88594297,1.85737411,0.00572585,0.75431939,0.05193904,0.15746510,0.82438797,0.44526761
-5.87993997,1.82238001,0.00552880,0.74075235,0.05100628,0.15393994,0.80805195,0.43715527
-5.87393697,1.78038597,0.00531714,0.72413031,0.04996613,0.14996693,0.78746766,0.42758564
-5.86793397,1.73239486,0.00509471,0.70483696,0.04885114,0.14565001,0.76299776,0.41681307
-5.86193097,1.67949763,0.00486546,0.68329857,0.04769371,0.14109601,0.73507402,0.40510913
-5.85592796,1.62284072,0.00463341,0.65997157,0.04652493,0.13641139,0.70418596,0.39275460
-5.84992496,1.56359259,0.00440256,0.63532942,0.04537348,0.13169908,0.67086787,0.38003135
-5.84392196,1.50291059,0.00417681,0.60984928,0.04426475,0.12705557,0.63568461,0.36721454
-5.83791896,1.44190951,0.00395990,0.58399913,0.04321997,0.12256834,0.59921687,0.35456532
-5.83191596,1.38163311,0.00375536,0.55822565,0.04225565,0.11831378,0.56204639,0.34232434
-5.82591296,1.32302962,0.00356645,0.53294358,0.04138316,0.11435562,0.52474170,0.33070635
-5.81990995,1.26693203,0.00339610,0.50852670,0.04060863,0.11074388,0.48784499,0.31989605
-5.81390695,1.21404381,0.00324689,0.48530081,0.03993297,0.10751447,0.45186031,0.31004527
-5.80790395,1.16493013,0.00312101,0.46353892,0.03935218,0.10468922,0.41724380,0.30127149
-5.80190095,1.12001482,0.00302026,0.44345851,0.03885787,0.10227660,0.38439579,0.29365770
-5.79589795,1.07958249,0.00294600,0.42522105,0.03843792,0.10027268,0.35365528,0.28725355
-5.78989495,1.04378541,0.00289916,0.40893333,0.03807726,0.09866262,0.32529649,0.28207744
-5.78389195,1.01265435,0.00288026,0.39465066,0.03775879,0.09742233,0.29952763,0.27811954
-5.77788894,0.98611243,0.00288939,0.38238121,0.03746432,0.09652031,0.27649164,0.27534542
-5.77188594,0.96399106,0.00292623,0.37209161,0.03717547,0.09591958,0.25626861,0.27370005
-5.76588294,0.94604691,0.00299004,0.36371293,0.03687455,0.09557952,0.23887971,0.27311184
-5.75987994,0.93197900,0.00307972,0.35714709,0.03654538,0.09545761,0.22429221,0.27349668
-5.75387694,0.92144504,0.00319379,0.35227314,0.03617391,0.09551103,0.21242532,0.27476160
-5.74787394,0.91407627,0.00333042,0.34895310,0.03574876,0.09569787,0.20315660,0.27680801
-5.74187094,0.90949042,0.00348748,0.34703725,0.03526153,0.09597825,0.19632846,0.27953438
-5.73586793,0.90730222,0.00366253,0.34636869,0.03470700,0.09631500,0.19175483,0.28283824
-5.72986493,0.90713158,0.00385286,0.34678701,0.03408309,0.09667414,0.18922744,0.28661768
-5.72386193,0.90860917,0.00405555,0.34813106,0.03339076,0.09702509,0.18852187,0.29077213
-5.71785893,0.91137996,0.00426745,0.35024100,0.03263365,0.09734063,0.18940300,0.29520274
-5.71185593,0.91510464,0.00448529,0.35295958,0.03181773,0.09759675,0.19163001,0.29981231
-5.70585293,0.91945964,0.00470569,0.35613279,0.03095078,0.09777233,0.19496079,0.30450494
-5.69984992,0.92413605,0.00492518,0.35961013,0.03004189,0.09784877,0.19915574,0.30918558
-5.69384692,0.92883793,0.00514029,0.36324462,0.02910089,0.09780958,0.20398110,0.31375952
-5.68784392,0.93328043,0.00534761,0.36689266,0.02813783,0.09764002,0.20921169,0.31813199
-5.68184092,0.93718821,0.00554380,0.37041393,0.02716249,0.09732678,0.21463334,0.32220798
-5.67583792,0.94029437,0.00572567,0.37367154,0.02618398,0.09685776,0.22004475,0.32589231
-5.66983492,0.94234012,0.00589022,0.37653226,0.02521034,0.09622193,0.22525915,0.32909008
-5.66383192,0.94307553,0.00603471,0.37886729,0.02424836,0.09540927,0.23010565,0.33170742
-5.65782891,0.94226107,0.00615667,0.38055315,0.02330336,0.09441088,0.23443029,0.33365263
-5.65182591,0.93967031,0.00625396,0.38147311,0.02237918,0.09321907,0.23809692,0.33483758
-5.64582291,0.93509332,0.00632481,0.38151878,0.02147815,0.09182765,0.24098793,0.33517949
-5.63981991,0.92834086,0.00636782,0.38059202,0.02060125,0.09023213,0.24300479,0.33460283
-5.63381691,0.91924896,0.00638201,0.37860701,0.01974824,0.08843006,0.24406844,0.33304136
-5.62781391,0.90768383,0.00636682,0.37549241,0.01891789,0.08642131,0.24411962,0.33044022
-5.62181091,0.89354664,0.00632211,0.37119344,0.01810824,0.08420837,0.24311891,0.32675799
-5.61580790,0.87677811,0.00624817,0.36567389,0.01731684,0.08179657,0.24104683,0.32196849
-5.60980490,0.85736245,0.00614569,0.35891786,0.01654108,0.07919432,0.23790357,0.31606247
-5.60380190,0.83533068,0.00601580,0.35093116,0.01577838,0.07641323,0.23370874,0.30904885
-5.59779890,0.81076288,0.00585997,0.34174234,0.01502648,0.07346818,0.22850081,0.30095564
-5.59179590,0.78378951,0.00568004,0.33140320,0.01428365,0.07037735,0.22233645,0.29183033
-5.58579290,0.75459145,0.00547815,0.31998882,0.01354883,0.06716217,0.21528966,0.28173990
-5.57978989,0.72339897,0.00525674,0.30759708,0.01282180,0.06384717,0.20745071,0.27077024
-5.57378689,0.69048959,0.00501845,0.29434760,0.01210328,0.06045986,0.19892500,0.25902509
-5.56778389,0.65618486,0.00476612,0.28038032,0.01139493,0.05703051,0.18983173,0.24662462
-5.56178089,0.62084639,0.00450270,0.26585360,0.01069944,0.05359198,0.18030255,0.23370354
-5.55577789,0.58487118,0.00423123,0.25094205,0.01002050,0.05017944,0.17048017,0.22040890
-5.54977489,0.54868665,0.00395476,0.23583419,0.00936276,0.04683024,0.16051703,0.20689779
-5.54377189,0.51274549,0.00367628,0.22072999,0.00873179,0.04358371,0.15057407,0.19333482
-5.53776888,0.47752071,0.00339871,0.20583849,0.00813401,0.04048106,0.14081973,0.17988968
-5.53176588,0.44350109,0.00312482,0.19137560,0.00757667,0.03756532,0.13142904,0.16673480
-5.52576288,0.41118722,0.00285719,0.17756214,0.00706772,0.03488135,0.12258317,0.15404323
-5.51975988,0.38108837,0.00259818,0.16462220,0.00661580,0.03247592,0.11446909,0.14198686
-5.51375688,0.35372005,0.00234991,0.15278194,0.00623017,0.03039782,0.10727959,0.13073492
-5.50775388,0.32960245,0.00211420,0.14226866,0.00592066,0.02869805,0.10121349,0.12045288
-5.50175088,0.30925957,0.00189259,0.13331032,0.00569761,0.02742993,0.09647605,0.11130175
-5.49574787,0.29321868,0.00168634,0.12613516,0.00557182,0.02664932,0.09327930,0.10343768
-5.48974487,0.28200999,0.00149640,0.12097157,0.00555449,0.02641462,0.09184235,0.09701172
-5.48374187,0.27616596,0.00132346,0.11804775,0.00565713,0.02678675,0.09239135,0.09216988
-5.47773887,0.27621995,0.00116794,0.11759126,0.00589147,0.02782892,0.09515893,0.08905302
-5.47173587,0.28270359,0.00103002,0.11982797,0.00626932,0.02960614,0.10038301,0.08779672
-5.46573287,0.29614246,0.00090968,0.12498047,0.00680238,0.03218454,0.10830461,0.08853083
-5.45972986,0.31704971,0.00080670,0.13326554,0.00750204,0.03563026,0.11916468,0.09137857
-5.45372686,0.34591718,0.00072071,0.14489069,0.00837910,0.04000807,0.13319962,0.09645516
-5.44772386,0.38320397,0.00065120,0.16004956,0.00944347,0.04537958,0.15063560,0.10386573
-5.44172086,0.42932225,0.00059758,0.17891625,0.01070380,0.05180114,0.17168152,0.11370270
-5.43571786,0.48462064,0.00055913,0.20163855,0.01216705,0.05932136,0.19652083,0.12604239
-5.42971486,0.54936545,0.00053510,0.22833031,0.01383814,0.06797846,0.22530231,0.14094106
-5.42371186,0.62372044,0.00052467,0.25906315,0.01571942,0.07779734,0.25813012,0.15843058
-5.41770885,0.70772588,0.00052694,0.29385776,0.01781031,0.08878674,0.29505356,0.17851372
-5.41170585,0.80127800,0.00054100,0.33267545,0.02010686,0.10093633,0.33605698,0.20115946
-5.40570285,0.90410994,0.00056586,0.37541017,0.02260136,0.11421419,0.38105049,0.22629854
-5.39969985,1.01577557,0.00060051,0.42188169,0.02528213,0.12856464,0.42986192,0.25381956
-5.39369685,1.13563745,0.00064384,0.47183051,0.02813328,0.14390666,0.48223097,0.28356597
-5.38769385,1.26286019,0.00069473,0.52491489,0.03113464,0.16013313,0.53780586,0.31533429
-5.38169085,1.39641049,0.00075195,0.58071068,0.03426187,0.17711093,0.59614333,0.34887380
-5.37568784,1.53506464,0.00081425,0.63871422,0.03748664,0.19468212,0.65671228,0.38388795
-5.36968484,1.67742424,0.00088028,0.69834865,0.04077705,0.21266619,0.71890149,0.42003780
-5.36368184,1.82194041,0.00094868,0.75897373,0.04409815,0.23086349,0.78203158,0.45694731
-5.35767884,1.96694628,0.00101801,0.81989912,0.04741263,0.24905973,0.84537107,0.49421073
-5.35167584,2.11069725,0.00108684,0.88040097,0.05068170,0.26703158,0.90815636,0.53140182
-5.34567284,2.25141791,0.00115373,0.93974132,0.05386600,0.28455301,0.96961509,0.56808476
-5.33966983,2.38735416,0.00121726,0.99718966,0.05692662,0.30140244,1.02899205,0.60382627
-5.33366683,2.51682854,0.00127608,1.05204599,0.05982625,0.31737010,1.08557687,0.63820874
-5.32766383,2.63829678,0.00132892,1.10366446,0.06253018,0.33226560,1.13873211,0.67084358
-5.32166083,2.75040291,0.00137463,1.15147649,0.06500742,0.34592520,1.18792083,0.70138457
-5.31565783,2.85203063,0.00141220,1.19501247,0.06723158,0.35821842,1.23273207,0.72954029
-5.30965483,2.94234843,0.00144082,1.23392093,0.06918174,0.36905378,1.27290316,0.75508534
-5.30365183,3.02084622,0.00145985,1.26798432,0.07084307,0.37838324,1.30833757,0.77786967
-5.29764882,3.08736145,0.00146889,1.29713052,0.07220727,0.38620520,1.33911732,0.79782559
-5.29164582,3.14209339,0.00146777,1.32143942,0.07327275,0.39256567,1.36550912,0.81497210
-5.28564282,3.18560434,0.00145654,1.34114417,0.07404460,0.39755777,1.38796368,0.82941631
-5.27963982,3.21880753,0.00143548,1.35662695,0.07453425,0.40131925,1.40710802,0.84135176
-5.27363682,3.24294188,0.00140510,1.36840914,0.07475895,0.40402826,1.42373068,0.85105369
-5.26763382,3.25953425,0.00136610,1.37713631,0.07474092,0.40589742,1.43876048,0.85887136
-5.26163082,3.27035083,0.00131936,1.38355856,0.07450647,0.40716650,1.45323926,0.86521770
-5.25562781,3.27733914,0.00126589,1.38850683,0.07408478,0.40809391,1.46828969,0.87055663
-5.24962481,3.28256317,0.00120683,1.39286607,0.07350674,0.40894731,1.48507931,0.87538851
-5.24362181,3.28813393,0.00114337,1.39754637,0.07280365,0.40999393,1.50478197,0.88023422
-5.23761881,3.29613809,0.00107675,1.40345297,0.07200601,0.41149069,1.52853817,0.88561841
-5.23161581,3.30856742,0.00100821,1.41145631,0.07114231,0.41367474,1.55741567,0.89205249
-5.22561281,3.32725138,0.00093893,1.42236305,0.07023799,0.41675465,1.59237156,0.90001797
-5.21960980,3.35379525,0.00087004,1.43688921,0.06931463,0.42090267,1.63421729,0.90995055
-5.21360680,3.38952593,0.00080257,1.45563605,0.06838921,0.42624824,1.68358746,0.92222563
-5.20760380,3.43544675,0.00073744,1.47906960,0.06747379,0.43287296,1.74091347,0.93714547
-5.20160080,3.49220291,0.00067543,1.50750428,0.06657527,0.44080724,1.80640270,0.95492858
-5.19559780,3.56005805,0.00061717,1.54109118,0.06569552,0.45002867,1.88002372,0.97570146
-5.18959480,3.63888267,0.00056315,1.57981109,0.06483170,0.46046200,1.96149794,0.99949308
-5.18359180,3.72815428,0.00051372,1.62347256,0.06397677,0.47198084,2.05029779,1.02623214
-5.17758879,3.82696917,0.00046907,1.67171487,0.06312021,0.48441097,2.14565157,1.05574727
-5.17158579,3.93406505,0.00042928,1.72401589,0.06224881,0.49753488,2.24655476,1.08777018
-5.16558279,4.04785398,0.00039429,1.77970440,0.06134763,0.51109777,2.35178758,1.12194170
-5.15957979,4.16646430,0.00036394,1.83797674,0.06040090,0.52481436,2.45993858,1.15782057
-5.15357679,4.28779056,0.00033800,1.89791720,0.05939296,0.53837672,2.56943361,1.19489480
-5.14757379,4.40954995,0.00031614,1.95852166,0.05830910,0.55146257,2.67856987,1.23259521
-5.14157079,4.52934375,0.00029802,2.01872385,0.05713630,0.56374403,2.78555410,1.27031099
-5.13556778,4.64472218,0.00028322,2.07742362,0.05586391,0.57489650,2.88854437,1.30740664
-5.12956478,4.75325084,0.00027135,2.13351630,0.05448407,0.58460755,2.98569441,1.34323984
-5.12356178,4.85257709,0.00026198,2.18592243,0.05299209,0.59258541,3.07519939,1.37717974
-5.11755878,4.94049424,0.00025472,2.23361701,0.05138654,0.59856716,3.15534200,1.40862496
-5.11155578,5.01500180,0.00024921,2.27565718,0.04966932,0.60232605,3.22453752,1.43702074
-5.10555278,5.07435992,0.00024511,2.31120759,0.04784552,0.60367810,3.28137643,1.46187455
-5.09954977,5.11713613,0.00024215,2.33956249,0.04592314,0.60248757,3.32466310,1.48276955
-5.09354677,5.14224279,0.00024013,2.36016375,0.04391280,0.59867119,3.35344924,1.49937535
-5.08754377,5.14896392,0.00023890,2.37261406,0.04182728,0.59220116,3.36706061,1.51145571
-5.08154077,5.13697029,0.00023838,2.37668483,0.03968113,0.58310655,3.36511604,1.51887264
-5.07553777,5.10632208,0.00023860,2.37231834,0.03749013,0.57147328,3.34753765,1.52158693
-5.06953477,5.05745904,0.00023964,2.35962415,0.03527085,0.55744255,3.31455179,1.51965489
-5.06353177,4.99117832,0.00024169,2.33886976,0.03304020,0.54120772,3.26668040,1.51322159
-5.05752876,4.90860085,0.00024501,2.31046596,0.03081499,0.52300983,3.20472310,1.50251090
-5.05152576,4.81112775,0.00024994,2.27494756,0.02861157,0.50313172,3.12973040,1.48781275
-5.04552276,4.70038838,0.00025690,2.23295027,0.02644546,0.48189112,3.04296932,1.46946828
-5.03951976,4.57818239,0.00026639,2.18518484,0.02433109,0.45963279,2.94588256,1.44785368
-5.03351676,4.44641826,0.00027897,2.13240977,0.02228160,0.43672000,2.84004310,1.42336344
-5.02751376,4.30705088,0.00029524,2.07540359,0.02030862,0.41352563,2.72710599,1.39639396
-5.02151076,4.16202101,0.00031585,2.01493839,0.01842217,0.39042317,2.60875951,1.36732820
-5.01550775,4.01319892,0.00034147,1.95175537,0.01663060,0.36777785,2.48667756,1.33652228
-5.00950475,3.86233466,0.00037277,1.88654391,0.01494053,0.34593821,2.36247528,1.30429449
-5.00350175,3.71101672,0.00041040,1.81992461,0.01335688,0.32522836,2.23766960,1.27091734
-4.99749875,3.56064039,0.00045499,1.75243731,0.01188289,0.30594098,2.11364602,1.23661282
-4.99149575,3.41238664,0.00050709,1.68453403,0.01052022,0.28833137,1.99163262,1.20155098
-4.98549275,3.26721172,0.00056716,1.61657718,0.00926903,0.27261264,1.87268201,1.16585185
-4.97948974,3.12584705,0.00063555,1.54884254,0.00812810,0.25895199,1.75766124,1.12959017
-4.97348674,2.98880842,0.00071247,1.48152655,0.00709497,0.24746821,1.64724938,1.09280266
-4.96748374,2.85641336,0.00079795,1.41475719,0.00616609,0.23823035,1.54194232,1.05549719
-4.96148074,2.72880460,0.00089185,1.34860743,0.00533700,0.23125751,1.44206366,1.01766305
-4.95547774,2.60597815,0.00099382,1.28311029,0.00460245,0.22651977,1.34778062,0.97928175
-4.94947474,2.48781369,0.00110329,1.21827439,0.00395659,0.22393999,1.25912361,0.94033759
-4.94347174,2.37410555,0.00121946,1.15409910,0.00339314,0.22339668,1.17600814,0.90082722
-4.93746873,2.26459249,0.00134128,1.09058815,0.00290551,0.22472757,1.09825777,0.86076778
-4.93146573,2.15898481,0.00146752,1.02776124,0.00248697,0.22773394,1.02562677,0.82020312
-4.92546273,2.05698771,0.00159670,0.96566283,0.00213077,0.23218569,0.95782163,0.77920779
-4.91945973,1.95832017,0.00172717,0.90436792,0.00183027,0.23782680,0.89452045,0.73788865
-4.91345673,1.86272892,0.00185711,0.84398468,0.00157900,0.24438141,0.83538970,0.69638423
-4.90745373,1.76999765,0.00198459,0.78465392,0.00137081,0.25156014,0.78009797,0.65486189
-4.90145073,1.67995162,0.00210758,0.72654591,0.00119985,0.25906666,0.72832665,0.61351319
-4.89544772,1.59245847,0.00222404,0.66985474,0.00106071,0.26660451,0.67977751,0.57254772
-4.88944472,1.50742568,0.00233195,0.61479095,0.00094839,0.27388369,0.63417759,0.53218604
-4.88344172,1.42479592,0.00242937,0.56157292,0.00085836,0.28062730,0.59128156,0.49265202
-4.87743872,1.34454073,0.00251448,0.51041785,0.00078655,0.28657770,0.55087226,0.45416521
-4.87143572,1.26665376,0.00258567,0.46153264,0.00072935,0.29150227,0.51275953,0.41693352
-4.86543272,1.19114391,0.00264155,0.41510553,0.00068362,0.29519852,0.47677819,0.38114678
-4.85942971,1.11802919,0.00268100,0.37129872,0.00064662,0.29749832,0.44278528,0.34697128
-4.85342671,1.04733156,0.00270325,0.33024253,0.00061608,0.29827131,0.41065708,0.31454563
-4.84742371,0.97907299,0.00270782,0.29203104,0.00059005,0.29742719,0.38028611,0.28397798
-4.84142071,0.91327282,0.00269460,0.25671965,0.00056700,0.29491683,0.35157844,0.25534465
-4.83541771,0.84994629,0.00266386,0.22432422,0.00054566,0.29073234,0.32445125,0.22869008
-4.82941471,0.78910416,0.00261616,0.19482202,0.00052508,0.28490583,0.29883087,0.20402802
-4.82341171,0.73075297,0.00255243,0.16815394,0.00050457,0.27750712,0.27465120,0.18134366
-4.81740870,0.67489586,0.00247388,0.14422800,0.00048363,0.26864044,0.25185247,0.16059666
-4.81140570,0.62153355,0.00238197,0.12292372,0.00046198,0.25844013,0.23038033,0.14172466
-4.80540270,0.57066522,0.00227838,0.10409717,0.00043948,0.24706573,0.21018515,0.12464717
-4.79939970,0.52228918,0.00216494,0.08758623,0.00041611,0.23469643,0.19122139,0.10926956
-4.79339670,0.47640308,0.00204359,0.07321599,0.00039195,0.22152534,0.17344711,0.09548703
-4.78739370,0.43300373,0.00191633,0.06080391,0.00036718,0.20775352,0.15682349,0.08318824
-4.78139070,0.39208641,0.00178514,0.05016466,0.00034201,0.19358424,0.14131425,0.07225875
-4.77538769,0.35364388,0.00165197,0.04111437,0.00031670,0.17921757,0.12688518,0.06258384
-4.76938469,0.31766508,0.00151866,0.03347435,0.00029150,0.16484547,0.11350352,0.05405106
-4.76338169,0.28413377,0.00138692,0.02707403,0.00026669,0.15064754,0.10113749,0.04655213
-4.75737869,0.25302722,0.00125829,0.02175330,0.00024254,0.13678766,0.08975574,0.03998446
-4.75137569,0.22431519,0.00113413,0.01736422,0.00021929,0.12341137,0.07932700,0.03425226
-4.74537269,0.19795919,0.00101560,0.01377202,0.00019718,0.11064431,0.06981983,0.02926721
-4.73936968,0.17391236,0.00090362,0.01085561,0.00017641,0.09859151,0.06120248,0.02494886
-4.73336668,0.15211988,0.00079895,0.00850768,0.00015717,0.08733753,0.05344308,0.02122481
-4.72736368,0.13252000,0.00070212,0.00663438,0.00013961,0.07694750,0.04650991,0.01803067
-4.72136068,0.11504577,0.00061348,0.00515467,0.00012388,0.06746884,0.04037200,0.01530994
-4.71535768,0.09962738,0.00053323,0.00399955,0.00011012,0.05893360,0.03499986,0.01301376
-4.70935468,0.08619498,0.00046141,0.00311113,0.00009845,0.05136132,0.03036653,0.01110077
-4.70335168,0.07468202,0.00039797,0.00244158,0.00008901,0.04476222,0.02644865,0.00953684
-4.69734867,0.06502895,0.00034275,0.00195214,0.00008194,0.03914066,0.02322778,0.00829489
-4.69134567,0.05718702,0.00029555,0.00161209,0.00007742,0.03449867,0.02069177,0.00735479
-4.68534267,0.05112225,0.00025615,0.00139784,0.00007565,0.03083946,0.01883612,0.00670326
-4.67933967,0.04681922,0.00022429,0.00129202,0.00007686,0.02817077,0.01766538,0.00633382
-4.67333667,0.04428462,0.00019977,0.00128270,0.00008137,0.02650802,0.01719441,0.00624676
-4.66733367,0.04355040,0.00018241,0.00136269,0.00008951,0.02587705,0.01744949,0.00644916
-4.66133067,0.04467628,0.00017209,0.00152891,0.00010171,0.02631638,0.01846921,0.00695483
-4.65532766,0.04775160,0.00016878,0.00178184,0.00011845,0.02787900,0.02030502,0.00778420
-4.64932466,0.05289618,0.00017249,0.00212499,0.00014029,0.03063344,0.02302149,0.00896422
-4.64332166,0.06026021,0.00018337,0.00256452,0.00016785,0.03466425,0.02669601,0.01052800
-4.63731866,0.07002292,0.00020160,0.00310874,0.00020182,0.04007162,0.03141815,0.01251445
-4.63131566,0.08239009,0.00022749,0.00376773,0.00024293,0.04697027,0.03728830,0.01496760
-4.62531266,0.09759007,0.00026138,0.00455295,0.00029197,0.05548747,0.04441588,0.01793588
-4.61930965,0.11586855,0.00030368,0.00547679,0.00034974,0.06576025,0.05291682,0.02147100
-4.61330665,0.13748190,0.00035486,0.00655214,0.00041706,0.07793175,0.06291059,0.02562681
-4.60730365,0.16268925,0.00041539,0.00779191,0.00049473,0.09214683,0.07451648,0.03045771
-4.60130065,0.19174338,0.00048571,0.00920856,0.00058350,0.10854697,0.08784955,0.03601706
-4.59529765,0.22488064,0.00056626,0.01081356,0.00068405,0.12726463,0.10301605,0.04235528
-4.58929465,0.26231021,0.00065740,0.01261688,0.00079693,0.14841711,0.12010855,0.04951784
-4.58329165,0.30420288,0.00075941,0.01462647,0.00092260,0.17210028,0.13920103,0.05754319
-4.57728864,0.35067997,0.00087242,0.01684772,0.00106130,0.19838227,0.16034384,0.06646066
-4.57128564,0.40180252,0.00099644,0.01928297,0.00121310,0.22729730,0.18355903,0.07628840
-4.56528264,0.45756153,0.00113128,0.02193111,0.00137784,0.25884018,0.20883599,0.08703153
-4.55927964,0.51786937,0.00127658,0.02478715,0.00155511,0.29296140,0.23612778,0.09868041
-4.55327664,0.58255311,0.00143175,0.02784198,0.00174423,0.32956331,0.26534830,0.11120932
-4.54727364,0.65134993,0.00159599,0.03108219,0.00194425,0.36849744,0.29637040,0.12457553
-4.54127064,0.72390500,0.00176828,0.03448997,0.00215397,0.40956336,0.32902513,0.13871875
-4.53526763,0.79977223,0.00194737,0.03804317,0.00237188,0.45250891,0.36310222,0.15356118
-4.52926463,0.87841765,0.00213180,0.04171551,0.00259628,0.49703216,0.39835186,0.16900805
-4.52326163,0.95922583,0.00231994,0.04547685,0.00282519,0.54278489,0.43448763,0.18494870
-4.51725863,1.04150893,0.00250997,0.04929364,0.00305648,0.58937772,0.47119077,0.20125826
-4.51125563,1.12451826,0.00269995,0.05312943,0.00328785,0.63638652,0.50811538,0.21779975
-4.50525263,1.20745801,0.00288783,0.05694549,0.00351691,0.68336012,0.54489463,0.23442660
-4.49924962,1.28950057,0.00307150,0.06070151,0.00374120,0.72982894,0.58114760,0.25098565
-4.49324662,1.36980320,0.00324884,0.06435632,0.00395826,0.77531431,0.61648668,0.26732022
-4.48724362,1.44752510,0.00341775,0.06786866,0.00416569,0.81933816,0.65052518,0.28327345
-4.48124062,1.52184474,0.00357617,0.07119794,0.00436116,0.86143271,0.68288491,0.29869162
-4.47523762,1.59197653,0.00372217,0.07430501,0.00454253,0.90114994,0.71320361,0.31342739
-4.46923462,1.65718655,0.00385395,0.07715284,0.00470782,0.93807050,0.74114190,0.32734286
-4.46323162,1.71680681,0.00396988,0.07970724,0.00485529,0.97181180,0.76638970,0.34031226
-4.45722861,1.77024763,0.00406853,0.08193741,0.00498346,1.00203509,0.78867176,0.35222443
-4.45122561,1.81700794,0.00414871,0.08381654,0.00509116,1.02845139,0.80775256,0.36298462
-4.44522261,1.85668322,0.00420947,0.08532225,0.00517749,1.05082612,0.82344007,0.37251601
-4.43921961,1.88897102,0.00425013,0.08643695,0.00524190,1.06898237,0.83558872,0.38076062
-4.43321661,1.91367405,0.00427027,0.08714821,0.00528415,1.08280284,0.84410131,0.38767962
-4.42721361,1.93070081,0.00426977,0.08744891,0.00530432,1.09223041,0.84892992,0.39325330
-4.42121061,1.94006395,0.00424876,0.08733741,0.00530280,1.09726740,0.85007601,0.39748035
-4.41520760,1.94187647,0.00420768,0.08681758,0.00528029,1.09797369,0.84758943,0.40037691
-4.40920460,1.93634600,0.00414721,0.08589876,0.00523774,1.09446365,0.84156668,0.40197504
-4.40320160,1.92376733,0.00406832,0.08459559,0.00517639,1.08690218,0.83214829,0.40232102
-4.39719860,1.90451355,0.00397220,0.08292777,0.00509769,1.07549980,0.81951549,0.40147337
-4.39119560,1.87902603,0.00386027,0.08091975,0.00500327,1.06050718,0.80388606,0.39950077
-4.38519260,1.84780359,0.00373417,0.07860023,0.00489497,1.04220909,0.78550975,0.39647988
-4.37918959,1.81139119,0.00359569,0.07600170,0.00477472,1.02091801,0.76466303,0.39249323
-4.37318659,1.77036850,0.00344679,0.07315979,0.00464460,0.99696762,0.74164356,0.38762732
-4.36718359,1.72533870,0.00328955,0.07011260,0.00450672,0.97070643,0.71676436,0.38197086
-4.36118059,1.67691789,0.00312613,0.06689996,0.00436327,0.94249154,0.69034796,0.37561336
-4.35517759,1.62572539,0.00295875,0.06356271,0.00421645,0.91268292,0.66272051,0.36864405
-4.34917459,1.57237520,0.00278965,0.06014187,0.00406846,0.88163831,0.63420628,0.36115125
-4.34317159,1.51746900,0.00262105,0.05667793,0.00392146,0.84970889,0.60512248,0.35322209
-4.33716858,1.46159057,0.00245515,0.05321013,0.00377762,0.81723567,0.57577468,0.34494268
-4.33116558,1.40530192,0.00229405,0.04977578,0.00363902,0.78454695,0.54645291,0.33639859
-4.32516258,1.34914099,0.00213977,0.04640971,0.00350774,0.75195656,0.51742855,0.32767565
-4.31915958,1.29362067,0.00199417,0.04314379,0.00338577,0.71976287,0.48895198,0.31886092
-4.31315658,1.23922907,0.00185899,0.04000656,0.00327508,0.68824860,0.46125109,0.31004371
-4.30715358,1.18643048,0.00173579,0.03702297,0.00317756,0.65768107,0.43453055,0.30131659
