energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-2.87843922,1.45604232,0.00434979,0.03154817,0.13592037,0.65144475,0.10726124,0.71904916,0.14011511,0.00000000
-2.87243622,1.51266874,0.00449795,0.03272439,0.14162118,0.68931380,0.10774177,0.73639407,0.14733366,0.00000000
-2.86643322,1.58222789,0.00474965,0.03403994,0.14844544,0.73338061,0.10874839,0.76002445,0.15551296,0.00000000
-2.86043022,1.66443482,0.00510835,0.03548204,0.15631403,0.78345039,0.11023998,0.78987541,0.16460498,0.00000000
-2.85442721,1.75893472,0.00557723,0.03703704,0.16514182,0.83928508,0.11217701,0.82585181,0.17455419,0.00000000
-2.84842421,1.86531025,0.00615906,0.03869065,0.17483912,0.90060678,0.11452280,0.86783157,0.18529841,0.00000000
-2.84242121,1.98308745,0.00685618,0.04042818,0.18531301,0.96710113,0.11724436,0.91566789,0.19676969,0.00000000
-2.83641821,2.11174034,0.00767038,0.04223469,0.19646865,1.03842101,0.12031305,0.96919013,0.20889506,0.00000000
-2.83041521,2.25069442,0.00860274,0.04409518,0.20821054,1.11419053,0.12370484,1.02820388,0.22159733,0.00000000
-2.82441221,2.39932919,0.00965352,0.04599473,0.22044371,1.19400921,0.12740033,1.09248999,0.23479575,0.00000000
-2.81840920,2.55698015,0.01082195,0.04791855,0.23307480,1.27745656,0.13138444,1.16180307,0.24840666,0.00000000
-2.81240620,2.72294017,0.01210611,0.04985211,0.24601313,1.36409674,0.13564599,1.23586960,0.26234413,0.00000000
-2.80640320,2.89646069,0.01350276,0.05178115,0.25917155,1.45348327,0.14017695,1.31438586,0.27652051,0.00000000
-2.80040020,3.07675263,0.01500716,0.05369173,0.27246723,1.54516374,0.14497167,1.39701590,0.29084701,0.00000000
-2.79439720,3.26298722,0.01661299,0.05557021,0.28582223,1.63868405,0.15002590,1.48338973,0.30523418,0.00000000
-2.78839420,3.45429666,0.01831224,0.05740333,0.29916394,1.73359221,0.15533573,1.57310183,0.31959244,0.00000000
-2.78239120,3.64977454,0.02009517,0.05917818,0.31242522,1.82944141,0.16089661,1.66571002,0.33383258,0.00000000
-2.77638819,3.84847608,0.02195026,0.06088222,0.32554436,1.92579215,0.16670220,1.76073488,0.34786619,0.00000000
-2.77038519,4.04941809,0.02386432,0.06250341,0.33846482,2.02221340,0.17274342,1.85765948,0.36160619,0.00000000
-2.76438219,4.25157867,0.02582251,0.06403015,0.35113471,2.11828265,0.17900745,1.95592970,0.37496727,0.00000000
-2.75837919,4.45389675,0.02780852,0.06545150,0.36350612,2.21358498,0.18547689,2.05495492,0.38786635,0.00000000
-2.75237619,4.65527175,0.02980473,0.06675720,0.37553424,2.30771121,0.19212909,2.15410929,0.40022310,0.00000000
-2.74637319,4.85456347,0.03179247,0.06793785,0.38717647,2.40025535,0.19893562,2.25273348,0.41196043,0.00000000
-2.74037019,5.05059281,0.03375226,0.06898505,0.39839137,2.49081173,0.20586194,2.35013725,0.42300498,0.00000000
-2.73436718,5.24214370,0.03566411,0.06989153,0.40913781,2.57897206,0.21286734,2.44560264,0.43328766,0.00000000
-2.72836418,5.42796675,0.03750786,0.07065139,0.41937410,2.66432297,0.21990507,2.53838840,0.44274418,0.00000000
-2.72236118,5.60678536,0.03926351,0.07126015,0.42905741,2.74644432,0.22692282,2.62773541,0.45131559,0.00000000
-2.71635818,5.77730459,0.04091158,0.07171497,0.43814338,2.82490884,0.23386337,2.71287368,0.45894886,0.00000000
-2.71035518,5.93822340,0.04243345,0.07201470,0.44658609,2.89928327,0.24066554,2.79303082,0.46559737,0.00000000
-2.70435218,6.08825041,0.04381166,0.07216001,0.45433832,2.96913145,0.24726539,2.86744222,0.47122152,0.00000000
-2.69834917,6.22612332,0.04503031,0.07215336,0.46135227,3.03401939,0.25359757,2.93536290,0.47578917,0.00000000
-2.69234617,6.35063169,0.04607529,0.07199906,0.46758050,3.09352235,0.25959686,2.99608092,0.47927619,0.00000000
-2.68634317,6.46064266,0.04693458,0.07170315,0.47297721,3.14723374,0.26519982,3.04893213,0.48166682,0.00000000
-2.68034017,6.55512873,0.04759847,0.07127332,0.47749979,3.19477554,0.27034642,3.09331580,0.48295411,0.00000000
-2.67433717,6.63319653,0.04805976,0.07071878,0.48111048,3.23580970,0.27498165,3.12871066,0.48314008,0.00000000
-2.66833417,6.69411524,0.04831390,0.07005002,0.48377803,3.27004999,0.27905705,3.15469058,0.48223598,0.00000000
-2.66233117,6.73734313,0.04835906,0.06927862,0.48547935,3.29727344,0.28253197,3.17093928,0.48026225,0.00000000
-2.65632816,6.76255066,0.04819624,0.06841699,0.48620092,3.31733074,0.28537462,3.17726306,0.47724838,0.00000000
-2.65032516,6.76963849,0.04782918,0.06747807,0.48593986,3.33015475,0.28756280,3.17360090,0.47323264,0.00000000
-2.64432216,6.75874906,0.04726435,0.06647505,0.48470472,3.33576643,0.28908420,3.16003109,0.46826151,0.00000000
-2.63831916,6.73027056,0.04651078,0.06542105,0.48251560,3.33427760,0.28993642,3.13677387,0.46238902,0.00000000
-2.63231616,6.68483243,0.04557992,0.06432886,0.47940397,3.32589021,0.29012645,3.10418946,0.45567581,0.00000000
-2.62631316,6.62329223,0.04448541,0.06321060,0.47541181,3.31089178,0.28966995,3.06277150,0.44818800,0.00000000
-2.62031016,6.54671384,0.04324276,0.06207749,0.47059034,3.28964722,0.28859006,3.01313574,0.43999596,0.00000000
-2.61430715,6.45633798,0.04186909,0.06093954,0.46499837,3.26258730,0.28691599,2.95600447,0.43117280,0.00000000
-2.60830415,6.35354607,0.04038278,0.05980539,0.45870021,3.23019430,0.28468151,2.89218707,0.42179293,0.00000000
-2.60230115,6.23981929,0.03880305,0.05868205,0.45176354,3.19298571,0.28192321,2.82255779,0.41193044,0.00000000
-2.59629815,6.11669491,0.03714969,0.05757482,0.44425716,3.15149689,0.27867893,2.74803152,0.40165756,0.00000000
-2.59029515,5.98572209,0.03544260,0.05648717,0.43624888,3.10626380,0.27498624,2.66953882,0.39104323,0.00000000
-2.58429215,5.84841962,0.03370147,0.05542071,0.42780364,3.05780692,0.27088113,2.58800143,0.38015179,0.00000000
-2.57828914,5.70623795,0.03194552,0.05437520,0.41898204,3.00661733,0.26639708,2.50430942,0.36904195,0.00000000
-2.57228614,5.56052738,0.03019312,0.05334867,0.40983936,2.95314601,0.26156445,2.41930107,0.35776598,0.00000000
-2.56628314,5.41251424,0.02846164,0.05233757,0.40042513,2.89779693,0.25641027,2.33374639,0.34636931,0.00000000
-2.56028014,5.26328609,0.02676725,0.05133700,0.39078327,2.84092458,0.25095852,2.24833495,0.33489044,0.00000000
-2.55427714,5.11378644,0.02512478,0.05034096,0.38095278,2.78283581,0.24523071,2.16366844,0.32336122,0.00000000
-2.54827414,4.96481895,0.02354773,0.04934276,0.37096895,2.72379611,0.23924687,2.08025807,0.31180751,0.00000000
-2.54227114,4.81706030,0.02204820,0.04833535,0.36086496,2.66403955,0.23302688,1.99852648,0.30025013,0.00000000
-2.53626813,4.67108036,0.02063697,0.04731178,0.35067368,2.60378182,0.22659180,1.91881393,0.28870611,0.00000000
-2.53026513,4.52736793,0.01932362,0.04626560,0.34042963,2.54323514,0.21996550,1.84138772,0.27719007,0.00000000
-2.52426213,4.38635977,0.01811661,0.04519133,0.33017084,2.48262404,0.21317607,1.76645423,0.26571577,0.00000000
-2.51825913,4.24847064,0.01702343,0.04408485,0.31994046,2.42220062,0.20625718,1.69417237,0.25429764,0.00000000
-2.51225613,4.11412199,0.01605076,0.04294381,0.30978806,2.36225812,0.19924913,1.62466742,0.24295217,0.00000000
-2.50625313,3.98376700,0.01520458,0.04176793,0.29977029,2.30314158,0.19219957,1.55804432,0.23169928,0.00000000
-2.50025013,3.85791014,0.01449028,0.04055933,0.28995110,2.24525476,0.18516382,1.49439940,0.22056323,0.00000000
-2.49424712,3.73711974,0.01391276,0.03932265,0.28040123,2.18906255,0.17820472,1.43382975,0.20957342,0.00000000
-2.48824412,3.62203268,0.01347644,0.03806523,0.27119708,2.13508854,0.17139199,1.37643990,0.19876468,0.00000000
-2.48224112,3.51335077,0.01318524,0.03679709,0.26241907,2.08390771,0.16480118,1.32234521,0.18817729,0.00000000
-2.47623812,3.41182912,0.01304255,0.03553093,0.25414941,2.03613449,0.15851218,1.27167214,0.17785651,0.00000000
-2.47023512,3.31825734,0.01305111,0.03428195,0.24646960,1.99240685,0.15260742,1.22455544,0.16785188,0.00000000
-2.46423212,3.23343469,0.01321282,0.03306767,0.23945765,1.95336733,0.14716974,1.18113271,0.15821614,0.00000000
-2.45822911,3.15814098,0.01352865,0.03190767,0.23318531,1.91964188,0.14228021,1.14153681,0.14900388,0.00000000
-2.45222611,3.09310508,0.01399832,0.03082329,0.22771537,1.89181791,0.13801577,1.10588689,0.14027007,0.00000000
-2.44622311,3.03897291,0.01462016,0.02983724,0.22309930,1.87042261,0.13444700,1.07427868,0.13206842,0.00000000
-2.44022011,2.99627695,0.01539087,0.02897327,0.21937521,1.85590268,0.13163601,1.04677494,0.12444976,0.00000000
-2.43421711,2.96540906,0.01630528,0.02825571,0.21656645,1.84860660,0.12963458,1.02339657,0.11746049,0.00000000
-2.42821411,2.94659788,0.01735624,0.02770914,0.21468068,1.84877010,0.12848254,1.00411526,0.11114102,0.00000000
-2.42221111,2.93989223,0.01853443,0.02735787,0.21370970,1.85650559,0.12820661,0.98884799,0.10552455,0.00000000
-2.41620810,2.94515081,0.01982830,0.02722559,0.21362974,1.87179569,0.12881956,0.97745379,0.10063596,0.00000000
-2.41020510,2.96203883,0.02122407,0.02733488,0.21440249,1.89449114,0.13031983,0.96973300,0.09649101,0.00000000
-2.40420210,2.99003110,0.02270578,0.02770680,0.21597650,1.92431275,0.13269149,0.96542898,0.09309571,0.00000000
-2.39819910,3.02842130,0.02425538,0.02836035,0.21828907,1.96085703,0.13590473,0.96423213,0.09044614,0.00000000
-2.39219610,3.07633647,0.02585300,0.02931207,0.22126840,2.00360517,0.13991659,0.96578601,0.08852836,0.00000000
-2.38619310,3.13275584,0.02747719,0.03057548,0.22483591,2.05193449,0.14467203,0.96969517,0.08731871,0.00000000
-2.38019010,3.19653286,0.02910524,0.03216055,0.22890867,2.10513189,0.15010538,0.97553418,0.08678426,0.00000000
-2.37418709,3.26641942,0.03071366,0.03407326,0.23340173,2.16240868,0.15614187,0.98285756,0.08688353,0.00000000
-2.36818409,3.34109119,0.03227856,0.03631498,0.23823036,2.22291614,0.16269944,0.99120986,0.08756741,0.00000000
-2.36218109,3.41917324,0.03377620,0.03888205,0.24331211,2.28576153,0.16969058,1.00013578,0.08878013,0.00000000
-2.35617809,3.49926539,0.03518347,0.04176532,0.24856856,2.35002405,0.17702433,1.00918973,0.09046052,0.00000000
-2.35017509,3.57996669,0.03647840,0.04494976,0.25392696,2.41477076,0.18460816,1.01794456,0.09254327,0.00000000
-2.34417209,3.65989893,0.03764070,0.04841422,0.25932141,2.47907223,0.19235000,1.02599938,0.09496026,0.00000000
-2.33816908,3.73772891,0.03865221,0.05213131,0.26469393,2.54201796,0.20016001,1.03298615,0.09764202,0.00000000
-2.33216608,3.81218974,0.03949732,0.05606743,0.26999528,2.60273166,0.20795235,1.03857524,0.10051913,0.00000000
-2.32616308,3.88210098,0.04016340,0.06018301,0.27518547,2.66038633,0.21564680,1.04247969,0.10352365,0.00000000
-2.32016008,3.94638789,0.04064104,0.06443296,0.28023419,2.71421917,0.22317015,1.04445860,0.10659051,0.00000000
-2.31415708,4.00409972,0.04092430,0.06876736,0.28512101,2.76354625,0.23045744,1.04431944,0.10965878,0.00000000
-2.30815408,4.05442694,0.04101084,0.07313236,0.28983541,2.80777662,0.23745290,1.04191960,0.11267291,0.00000000
-2.30215108,4.09671713,0.04090195,0.07747127,0.29437666,2.84642568,0.24411066,1.03716723,0.11558378,0.00000000
-2.29614807,4.13048917,0.04060250,0.08172593,0.29875349,2.87912728,0.25039522,1.03002145,0.11834953,0.00000000
-2.29014507,4.15544511,0.04012076,0.08583813,0.30298363,2.90564402,0.25628156,1.02049198,0.12093631,0.00000000
-2.28414207,4.17147923,0.03946820,0.08975125,0.30709303,2.92587521,0.26175498,1.00863823,0.12331867,0.00000000
-2.27813907,4.17868339,0.03865915,0.09341189,0.31111498,2.93986189,0.26681071,0.99456783,0.12547977,0.00000000
-2.27213607,4.17734818,0.03771041,0.09677150,0.31508892,2.94778835,0.27145315,0.97843446,0.12741138,0.00000000
-2.26613307,4.16795925,0.03664078,0.09978799,0.31905899,2.94997976,0.27569494,0.96043507,0.12911350,0.00000000
-2.26013007,4.15118839,0.03547063,0.10242720,0.32307250,2.94689558,0.27955583,0.94080631,0.13059388,0.00000000
-2.25412706,4.12787923,0.03422132,0.10466414,0.32717808,2.93911883,0.28306138,0.91982012,0.13186726,0.00000000
-2.24812406,4.09902766,0.03291473,0.10648406,0.33142379,2.92734108,0.28624158,0.89777850,0.13295443,0.00000000
-2.24212106,4.06575739,0.03157271,0.10788319,0.33585519,2.91234396,0.28912947,0.87500753,0.13388121,0.00000000
-2.23611806,4.02929140,0.03021659,0.10886918,0.34051340,2.89497746,0.29175983,0.85185055,0.13467727,0.00000000
-2.23011506,3.99092017,0.02886674,0.10946122,0.34543333,2.87613607,0.29416792,0.82866086,0.13537504,0.00000000
-2.22411206,3.95196814,0.02754214,0.10968985,0.35064210,2.85673370,0.29638850,0.80579395,0.13600852,0.00000000
-2.21810905,3.91375941,0.02626006,0.10959636,0.35615779,2.83767842,0.29845506,0.78359959,0.13661227,0.00000000
-2.21210605,3.87758461,0.02503574,0.10923202,0.36198862,2.81984821,0.30039927,0.76241400,0.13722048,0.00000000
-2.20610305,3.84466986,0.02388224,0.10865691,0.36813247,2.80406884,0.30225082,0.74255250,0.13786621,0.00000000
-2.20010005,3.81614953,0.02281026,0.10793859,0.37457706,2.79109471,0.30403744,0.72430273,0.13858081,0.00000000
-2.19409705,3.79304368,0.02182811,0.10715052,0.38130048,2.78159359,0.30578528,0.70791891,0.13939351,0.00000000
-2.18809405,3.77624097,0.02094175,0.10637038,0.38827229,2.77613579,0.30751946,0.69361722,0.14033122,0.00000000
-2.18209105,3.76648765,0.02015484,0.10567819,0.39545505,2.77518797,0.30926473,0.68157252,0.14141847,0.00000000
-2.17608804,3.76438267,0.01946890,0.10515447,0.40280620,2.77911181,0.31104631,0.67191650,0.14267749,0.00000000
-2.17008504,3.77037854,0.01888353,0.10487823,0.41028027,2.78816707,0.31289060,0.66473723,0.14412841,0.00000000
-2.16408204,3.78478761,0.01839664,0.10492507,0.41783111,2.80251868,0.31482586,0.66008011,0.14578944,0.00000000
-2.15807904,3.80779257,0.01800471,0.10536524,0.42541434,2.82224703,0.31688263,0.65794998,0.14767713,0.00000000
-2.15207604,3.83946028,0.01770308,0.10626181,0.43298955,2.84736065,0.31909394,0.65831434,0.14980649,0.00000000
-2.14607304,3.87975765,0.01748626,0.10766886,0.44052238,2.87781021,0.32149514,0.66110729,0.15219115,0.00000000
-2.14007004,3.92856818,0.01734821,0.10962990,0.44798620,2.91350283,0.32412338,0.66623394,0.15484327,0.00000000
-2.13406703,3.98570802,0.01728264,0.11217638,0.45536341,2.95431574,0.32701676,0.67357512,0.15777342,0.00000000
-2.12806403,4.05094043,0.01728326,0.11532643,0.46264625,3.00010832,0.33021298,0.68299196,0.16099025,0.00000000
-2.12206103,4.12398770,0.01734399,0.11908384,0.46983707,3.05073182,0.33374788,0.69433025,0.16450009,0.00000000
-2.11605803,4.20453994,0.01745921,0.12343734,0.47694804,3.10603622,0.33765357,0.70742427,0.16830636,0.00000000
-2.11005503,4.29226037,0.01762390,0.12836024,0.48400033,3.16587392,0.34195650,0.72210006,0.17240900,0.00000000
-2.10405203,4.38678701,0.01783375,0.13381037,0.49102287,3.23010010,0.34667552,0.73817791,0.17680383,0.00000000
-2.09804902,4.48773122,0.01808527,0.13973050,0.49805062,3.29856999,0.35181993,0.75547427,0.18148187,0.00000000
-2.09204602,4.59467329,0.01837585,0.14604918,0.50512253,3.37113335,0.35738790,0.77380295,0.18642882,0.00000000
-2.08604302,4.70715601,0.01870374,0.15268200,0.51227929,3.44762668,0.36336504,0.79297571,0.19162464,0.00000000
-2.08004002,4.82467693,0.01906803,0.15953332,0.51956092,3.52786385,0.36972356,0.81280253,0.19704322,0.00000000
-2.07403702,4.94668019,0.01946862,0.16649834,0.52700436,3.61162583,0.37642177,0.83309150,0.20265238,0.00000000
-2.06803402,5.07254883,0.01990609,0.17346565,0.53464108,3.69865026,0.38340430,0.85364865,0.20841398,0.00000000
-2.06203102,5.20159828,0.02038157,0.18031996,0.54249488,3.78862169,0.39060268,0.87427778,0.21428429,0.00000000
-2.05602801,5.33307174,0.02089665,0.18694508,0.55057987,3.88116288,0.39793664,0.89478041,0.22021466,0.00000000
-2.05002501,5.46613781,0.02145317,0.19322700,0.55889880,3.97582798,0.40531574,0.91495609,0.22615227,0.00000000
-2.04402201,5.59989077,0.02205306,0.19905696,0.56744157,4.07209771,0.41264150,0.93460288,0.23204114,0.00000000
-2.03801901,5.73335339,0.02269814,0.20433434,0.57618421,4.16937694,0.41980978,0.95351834,0.23782325,0.00000000
-2.03201601,5.86548232,0.02338993,0.20896936,0.58508813,4.26699464,0.42671332,0.97150074,0.24343973,0.00000000
-2.02601301,5.99517562,0.02412947,0.21288540,0.59409971,4.36420627,0.43324435,0.98835072,0.24883204,0.00000000
-2.02001001,6.12128227,0.02491714,0.21602077,0.60315031,4.46019831,0.43929709,1.00387310,0.25394319,0.00000000
-2.01400700,6.24261299,0.02575251,0.21833011,0.61215656,4.55409481,0.44477003,1.01787896,0.25871880,0.00000000
-2.00800400,6.35795225,0.02663419,0.21978509,0.62102101,4.64496567,0.44956800,1.03018788,0.26310809,0.00000000
-2.00200100,6.46607086,0.02755978,0.22037457,0.62963310,4.73183630,0.45360381,1.04063022,0.26706467,0.00000000
-1.99599800,6.56573903,0.02852578,0.22010418,0.63787051,4.81369856,0.45679950,1.04904938,0.27054724,0.00000000
-1.98999500,6.65573973,0.02952765,0.21899540,0.64560082,4.88952262,0.45908719,1.05530408,0.27352000,0.00000000
-1.98399200,6.73488233,0.03055980,0.21708414,0.65268352,4.95826970,0.46040963,1.05927055,0.27595300,0.00000000
-1.97798899,6.80201649,0.03161578,0.21441903,0.65897234,5.01890563,0.46072034,1.06084464,0.27782229,0.00000000
-1.97198599,6.85604662,0.03268842,0.21105938,0.66431799,5.07041509,0.45998353,1.05994380,0.27910994,0.00000000
-1.96598299,6.89594698,0.03377005,0.20707311,0.66857113,5.11181665,0.45817392,1.05650895,0.27980406,0.00000000
-1.95997999,6.92077756,0.03485279,0.20253459,0.67158564,5.14217854,0.45527641,1.05050629,0.27989862,0.00000000
-1.95397699,6.92970085,0.03592882,0.19752258,0.67322217,5.16063507,0.45128581,1.04192880,0.27939341,0.00000000
-1.94797399,6.92199943,0.03699072,0.19211842,0.67335170,5.16640369,0.44620667,1.03079773,0.27829387,0.00000000
-1.94197099,6.89709418,0.03803176,0.18640437,0.67185930,5.15880229,0.44005315,1.01716368,0.27661103,0.00000000
-1.93596798,6.85456257,0.03904616,0.18046236,0.66864773,5.13726667,0.43284916,1.00110744,0.27436139,0.00000000
-1.92996498,6.79415654,0.04002938,0.17437295,0.66364081,5.10136743,0.42462850,0.98274044,0.27156688,0.00000000
-1.92396198,6.71581912,0.04097822,0.16821463,0.65678650,5.05082595,0.41543516,0.96220459,0.26825476,0.00000000
-1.91795898,6.61969875,0.04189098,0.16206341,0.64805948,4.98552858,0.40532368,0.93967163,0.26445747,0.00000000
-1.91195598,6.50616045,0.04276739,0.15599258,0.63746304,4.90553850,0.39435932,0.91534170,0.26021245,0.00000000
-1.90595298,6.37579267,0.04360854,0.15007264,0.62503030,4.81110440,0.38261825,0.88944113,0.25556177,0.00000000
-1.89994997,6.22940896,0.04441665,0.14437122,0.61082451,4.70266524,0.37018733,0.86221951,0.25055172,0.00000000
-1.89394697,6.06804365,0.04519472,0.13895307,0.59493848,4.58085064,0.35716366,0.83394574,0.24523207,0.00000000
-1.88794397,5.89294102,0.04594620,0.13387992,0.57749308,4.44647629,0.34365367,0.80490346,0.23965528,0.00000000
-1.88194097,5.70553774,0.04667446,0.12921015,0.55863475,4.30053432,0.32977185,0.77538562,0.23387541,0.00000000
-1.87593797,5.50743872,0.04738231,0.12499829,0.53853228,4.14417837,0.31563890,0.74568850,0.22794693,0.00000000
-1.86993497,5.30038685,0.04807147,0.12129434,0.51737274,3.97870397,0.30137958,0.71610530,0.22192332,0.00000000
-1.86393197,5.08622755,0.04874205,0.11814278,0.49535690,3.80552431,0.28712010,0.68691944,0.21585565,0.00000000
-1.85792896,4.86686930,0.04939219,0.11558150,0.47269418,3.62614254,0.27298533,0.65839799,0.20979106,0.00000000
-1.85192596,4.64424160,0.05001763,0.11364053,0.44959743,3.44212130,0.25909579,0.63078526,0.20377138,0.00000000
-1.84592296,4.42025212,0.05061152,0.11234066,0.42627768,3.25505061,0.24556463,0.60429695,0.19783180,0.00000000
-1.83991996,4.19674461,0.05116437,0.11169219,0.40293919,3.06651548,0.23249487,0.57911515,0.19199989,0.00000000
-1.83391696,3.97545960,0.05166411,0.11169365,0.37977485,2.87806421,0.21997677,0.55538422,0.18629477,0.00000000
-1.82791396,3.75799920,0.05209635,0.11233081,0.35696223,2.69117877,0.20808579,0.53320796,0.18072672,0.00000000
-1.82191096,3.54579770,0.05244478,0.11357595,0.33466037,2.50724822,0.19688100,0.51264809,0.17529725,0.00000000
-1.81590795,3.34009900,0.05269181,0.11538754,0.31300743,2.32754616,0.18640424,0.49372414,0.16999946,0.00000000
-1.80990495,3.14194165,0.05281919,0.11771030,0.29211929,2.15321273,0.17667998,0.47641474,0.16481892,0.00000000
-1.80390195,2.95215204,0.05280887,0.12047581,0.27208906,1.98524194,0.16771587,0.46066046,0.15973494,0.00000000
-1.79789895,2.77134560,0.05264386,0.12360368,0.25298749,1.82447420,0.15950416,0.44636780,0.15472211,0.00000000
-1.79189595,2.59993587,0.05230906,0.12700312,0.23486426,1.67159425,0.15202369,0.43341447,0.14975217,0.00000000
-1.78589295,2.43815046,0.05179218,0.13057515,0.21774992,1.52713410,0.14524260,0.42165563,0.14479601,0.00000000
-1.77988994,2.28605321,0.05108446,0.13421516,0.20165844,1.39148055,0.13912144,0.41093083,0.13982572,0.00000000
-1.77388694,2.14357101,0.05018140,0.13781590,0.18659019,1.26488657,0.13361679,0.40107153,0.13481668,0.00000000
-1.76788394,2.01052410,0.04908324,0.14127067,0.17253515,1.14748588,0.12868494,0.39190878,0.12974937,0.00000000
-1.76188094,1.88665821,0.04779531,0.14447682,0.15947623,1.03930968,0.12428578,0.38328091,0.12461105,0.00000000
-1.75587794,1.77167717,0.04632826,0.14733908,0.14739241,0.94030486,0.12038655,0.37504084,0.11939708,0.00000000
-1.74987494,1.66527439,0.04469796,0.14977298,0.13626180,0.85035262,0.11696526,0.36706295,0.11411180,0.00000000
-1.74387194,1.56716206,0.04292531,0.15170793,0.12606420,0.76928670,0.11401389,0.35924896,0.10876908,0.00000000
-1.73786893,1.47709671,0.04103584,0.15309000,0.11678328,0.69691058,0.11154087,0.35153303,0.10339237,0.00000000
-1.73186593,1.39490031,0.03905911,0.15388417,0.10840822,0.63301276,0.10957306,0.34388549,0.09801431,0.00000000
-1.72586293,1.32047608,0.03702807,0.15407605,0.10093475,0.57737983,0.10815690,0.33631536,0.09267595,0.00000000
-1.71985993,1.25381847,0.03497820,0.15367294,0.09436563,0.52980668,0.10735880,0.32887144,0.08742564,0.00000000
-1.71385693,1.19501704,0.03294666,0.15270414,0.08871051,0.49010380,0.10726458,0.32164195,0.08231756,0.00000000
-1.70785393,1.14425414,0.03097136,0.15122052,0.08398525,0.45810124,0.10797806,0.31475259,0.07741008,0.00000000
-1.70185093,1.10179654,0.02909006,0.14929337,0.08021075,0.43364953,0.10961867,0.30836317,0.07276390,0.00000000
-1.69584792,1.06798128,0.02733944,0.14701240,0.07741125,0.41661740,0.11231819,0.30266289,0.06844017,0.00000000
-1.68984492,1.04319639,0.02575424,0.14448319,0.07561240,0.40688667,0.11621656,0.29786409,0.06449853,0.00000000
-1.68384192,1.02785702,0.02436648,0.14182392,0.07483887,0.40434448,0.12145690,0.29419503,0.06099529,0.00000000
-1.67783892,1.02237783,0.02320469,0.13916159,0.07511192,0.40887351,0.12817984,0.29189149,0.05798161,0.00000000
-1.67183592,1.02714275,0.02229331,0.13662784,0.07644677,0.42034044,0.13651724,0.29118763,0.05550192,0.00000000
-1.66583292,1.04247307,0.02165208,0.13435448,0.07885003,0.43858340,0.14658551,0.29230629,0.05359247,0.00000000
-1.65982991,1.06859507,0.02129563,0.13246889,0.08231717,0.46339895,0.15847867,0.29544904,0.05228017,0.00000000
-1.65382691,1.10560855,0.02123302,0.13108941,0.08683035,0.49452930,0.17226153,0.30078632,0.05158156,0.00000000
-1.64782391,1.15345753,0.02146754,0.13032097,0.09235636,0.53165046,0.18796309,0.30844791,0.05150216,0.00000000
-1.64182091,1.21190438,0.02199647,0.13025096,0.09884518,0.57436207,0.20557049,0.31851427,0.05203600,0.00000000
-1.63581791,1.28050887,0.02281098,0.13094565,0.10622889,0.62217944,0.22502393,0.33100899,0.05316545,0.00000000
-1.62981491,1.35861312,0.02389621,0.13244720,0.11442128,0.67452853,0.24621265,0.34589272,0.05486134,0.00000000
-1.62381191,1.44533371,0.02523135,0.13477146,0.12331799,0.73074438,0.26897252,0.36305899,0.05708335,0.00000000
-1.61780890,1.53956170,0.02678992,0.13790659,0.13279747,0.79007329,0.29308519,0.38233212,0.05978067,0.00000000
-1.61180590,1.63997119,0.02854020,0.14181265,0.14272254,0.85167907,0.31827929,0.40346752,0.06289298,0.00000000
-1.60580290,1.74503672,0.03044570,0.14642215,0.15294263,0.91465341,0.34423364,0.42615448,0.06635158,0.00000000
-1.59979990,1.85305946,0.03246590,0.15164163,0.16329679,0.97803030,0.37058262,0.45002159,0.07008092,0.00000000
-1.59379690,1.96220166,0.03455704,0.15735423,0.17361708,1.04080403,0.39692356,0.47464462,0.07400021,0.00000000
-1.58779390,2.07052857,0.03667313,0.16342319,0.18373257,1.10195038,0.42282619,0.49955684,0.07802533,0.00000000
-1.58179090,2.17605660,0.03876695,0.16969618,0.19347357,1.16045030,0.44784374,0.52426146,0.08207078,0.00000000
-1.57578789,2.27680612,0.04079134,0.17601036,0.20267608,1.21531515,0.47152541,0.54824578,0.08605183,0.00000000
-1.56978489,2.37085696,0.04270037,0.18219793,0.21118614,1.26561247,0.49342983,0.57099659,0.08988661,0.00000000
-1.56378189,2.45640462,0.04445065,0.18809212,0.21886410,1.31049147,0.51313892,0.59201636,0.09349826,0.00000000
-1.55777889,2.53181502,0.04600262,0.19353321,0.22558845,1.34920684,0.53027171,0.61083943,0.09681693,0.00000000
-1.55177589,2.59567535,0.04732173,0.19837454,0.23125912,1.38114015,0.54449737,0.62704776,0.09978167,0.00000000
-1.54577289,2.64683928,0.04837956,0.20248814,0.23580017,1.40581767,0.55554710,0.64028542,0.10234209,0.00000000
-1.53976988,2.68446434,0.04915478,0.20576987,0.23916161,1.42292408,0.56322423,0.65027137,0.10445971,0.00000000
-1.53376688,2.70804003,0.04963386,0.20814374,0.24132053,1.43231118,0.56741200,0.65680987,0.10610908,0.00000000
-1.52776388,2.71740561,0.04981162,0.20956533,0.24228123,1.43400154,0.56807881,0.65979820,0.10727851,0.00000000
-1.52176088,2.71275663,0.04969148,0.21002413,0.24207460,1.42818679,0.56528064,0.65923121,0.10797040,0.00000000
-1.51575788,2.69464027,0.04928538,0.20954465,0.24075670,1.41522076,0.55916036,0.65520268,0.10820129,0.00000000
