energy_ev,total_up,Au_p_up,Au_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-6.00000000,3.23794757,0.97303893,2.26235062,0.09485308,0.01870673,0.67505653,0.00000000
-5.99399700,3.16080146,0.93418967,2.21015025,0.08784180,0.01809056,0.66546650,0.00000000
-5.98799400,3.08378708,0.89601948,2.15859999,0.08127505,0.01747851,0.65463288,0.00000000
-5.98199100,3.00719108,0.85854535,2.10808080,0.07516715,0.01686944,0.64248228,0.00000000
-5.97598799,2.93145790,0.82176997,2.05911587,0.06952759,0.01626214,0.62896898,0.00000000
-5.96998499,2.85719843,0.78569163,2.01237188,0.06436258,0.01565560,0.61407738,0.00000000
-5.96398199,2.78519291,0.75031333,1.96865541,0.05967670,0.01504907,0.59782372,0.00000000
-5.95797899,2.71638756,0.71565086,1.92890428,0.05547431,0.01444230,0.58025709,0.00000000
-5.95197599,2.65188495,0.68173952,1.89417392,0.05176086,0.01383558,0.56145945,0.00000000
-5.94597299,2.59292827,0.64863934,1.86561913,0.04854389,0.01322986,0.54154503,0.00000000
-5.93996998,2.54087989,0.61643870,1.84447139,0.04583384,0.01262679,0.52065888,0.00000000
-5.93396698,2.49719457,0.58525634,1.83201244,0.04364455,0.01202876,0.49897473,0.00000000
-5.92796398,2.46338801,0.55524167,1.82954455,0.04199346,0.01143889,0.47669222,0.00000000
-5.92196098,2.44100142,0.52657359,1.83835810,0.04090150,0.01086097,0.45403349,0.00000000
-5.91595798,2.43156282,0.49945789,1.85969725,0.04039276,0.01029946,0.43123930,0.00000000
-5.90995498,2.43654595,0.47412321,1.89472427,0.04049377,0.00975935,0.40856458,0.00000000
-5.90395198,2.45732767,0.45081590,1.94448349,0.04123257,0.00924606,0.38627370,0.00000000
-5.89794897,2.49514482,0.42979383,2.00986553,0.04263756,0.00876535,0.36463530,0.00000000
-5.89194597,2.55105157,0.41131934,2.09157272,0.04473608,0.00832315,0.34391705,0.00000000
-5.88594297,2.62587833,0.39565149,2.19008669,0.04755286,0.00792539,0.32438014,0.00000000
-5.87993997,2.72019338,0.38303791,2.30563885,0.05110830,0.00757788,0.30627386,0.00000000
-5.87393697,2.83426829,0.37370634,2.43818489,0.05541669,0.00728610,0.28983028,0.00000000
-5.86793397,2.96804836,0.36785621,2.58738410,0.06048441,0.00705504,0.27525914,0.00000000
-5.86193097,3.12112916,0.36565042,2.75258435,0.06630815,0.00688905,0.26274314,0.00000000
-5.85592796,3.29274010,0.36720754,2.93281355,0.07287332,0.00679165,0.25243372,0.00000000
-5.84992496,3.48173603,0.37259480,3.12677827,0.08015253,0.00676541,0.24444736,0.00000000
-5.84392196,3.68659761,0.38182197,3.33286996,0.08810445,0.00681177,0.23886271,0.00000000
-5.83791896,3.90544079,0.39483644,3.54917913,0.09667298,0.00693098,0.23571837,0.00000000
-5.83191596,4.13603586,0.41151968,3.77351755,0.10578680,0.00712198,0.23501163,0.00000000
-5.82591296,4.37583592,0.43168527,4.00344836,0.11535940,0.00738233,0.23669799,0.00000000
-5.81990995,4.62201445,0.45507862,4.23632363,0.12528963,0.00770823,0.24069164,0.00000000
-5.81390695,4.87151138,0.48137848,4.46932865,0.13546275,0.00809446,0.24686679,0.00000000
-5.80790395,5.12108665,0.51020037,4.69953209,0.14575203,0.00853448,0.25505991,0.00000000
-5.80190095,5.36738001,0.54110171,4.92394078,0.15602086,0.00902049,0.26507267,0.00000000
-5.79589795,5.60697557,0.57358887,5.13955759,0.16612528,0.00954355,0.27667576,0.00000000
-5.78989495,5.83646934,0.60712580,5.34344108,0.17591702,0.01009372,0.28961317,0.00000000
-5.78389195,6.05253794,0.64114409,5.53276498,0.18524672,0.01066029,0.30360714,0.00000000
-5.77788894,6.25200645,0.67505432,5.70487592,0.19396750,0.01123197,0.31836349,0.00000000
-5.77188594,6.43191349,0.70825829,5.85734769,0.20193851,0.01179716,0.33357721,0.00000000
-5.76588294,6.58957172,0.74016195,5.98803039,0.20902856,0.01234417,0.34893832,0.00000000
-5.75987994,6.72262193,0.77018842,6.09509310,0.21511952,0.01286155,0.36413770,0.00000000
-5.75387694,6.82907933,0.79779109,6.17705891,0.22010952,0.01333834,0.37887293,0.00000000
-5.74787394,6.90737099,0.82246614,6.23283136,0.22391565,0.01376434,0.39285395,0.00000000
-5.74187094,6.95636333,0.84376416,6.26171189,0.22647633,0.01413036,0.40580845,0.00000000
-5.73586793,6.97537957,0.86130070,6.26340796,0.22775294,0.01442849,0.41748684,0.00000000
-5.72986493,6.96420676,0.87476530,6.23803204,0.22773096,0.01465225,0.42766690,0.00000000
