energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up
-6.00000000,1.60541165,0.04209225,0.20409038,0.41480087,0.47331554,0.58059748,0.00000000
-5.99399700,1.52154451,0.04082328,0.19389206,0.39388081,0.45243607,0.54862103,0.00000000
-5.98799400,1.43756340,0.03937572,0.18377313,0.37402466,0.43101310,0.51668365,0.00000000
-5.98199100,1.35507876,0.03778136,0.17394013,0.35573072,0.40949120,0.48538938,0.00000000
-5.97598799,1.27567737,0.03607505,0.16459386,0.33947920,0.38832181,0.45533339,0.00000000
-5.96998499,1.20089127,0.03429376,0.15592448,0.32572319,0.36795257,0.42709275,0.00000000
-5.96398199,1.13216980,0.03247539,0.14810692,0.31488050,0.34881710,0.40121851,0.00000000
-5.95797899,1.07085488,0.03065776,0.14129687,0.30732659,0.33132536,0.37822884,0.00000000
-5.95197599,1.01815995,0.02887755,0.13562734,0.30338838,0.31585486,0.35860347,0.00000000
-5.94597299,0.97515245,0.02716932,0.13120572,0.30333905,0.30274283,0.34277913,0.00000000
-5.93996998,0.94273969,0.02556467,0.12811161,0.30739380,0.29227944,0.33114582,0.00000000
-5.93396698,0.92165797,0.02409143,0.12639524,0.31570633,0.28470220,0.32404379,0.00000000
-5.92796398,0.91246466,0.02277311,0.12607655,0.32836627,0.28019160,0.32176091,0.00000000
-5.92196098,0.91553278,0.02162838,0.12714500,0.34539731,0.27886790,0.32453017,0.00000000
-5.91595798,0.93104803,0.02067075,0.12956002,0.36675606,0.28078926,0.33252719,0.00000000
-5.90995498,0.95900780,0.01990842,0.13325213,0.39233176,0.28595109,0.34586761,0.00000000
-5.90395198,0.99922214,0.01934425,0.13812479,0.42194682,0.29428664,0.36460406,0.00000000
-5.89794897,1.05131657,0.01897585,0.14405680,0.45535816,0.30566885,0.38872304,0.00000000
-5.89194597,1.11473674,0.01879587,0.15090542,0.49225962,0.31991339,0.41814148,0.00000000
-5.88594297,1.18875505,0.01879233,0.15851001,0.53228536,0.33678292,0.45270333,0.00000000
-5.87993997,1.27247946,0.01894911,0.16669619,0.57501441,0.35599244,0.49217641,0.00000000
-5.87393697,1.36486463,0.01924649,0.17528048,0.61997643,0.37721576,0.53624984,0.00000000
-5.86793397,1.46472568,0.01966182,0.18407520,0.66665872,0.40009289,0.58453239,0.00000000
-5.86193097,1.57075478,0.02017018,0.19289363,0.71451446,0.42423836,0.63655229,0.00000000
-5.85592796,1.68154074,0.02074512,0.20155523,0.76297216,0.44925010,0.69175881,0.00000000
-5.84992496,1.79559154,0.02135944,0.20989073,0.81144619,0.47471897,0.74952602,0.00000000
-5.84392196,1.91135985,0.02198588,0.21774693,0.85934834,0.50023844,0.80915914,0.00000000
-5.83791896,2.02727113,0.02259792,0.22499114,0.90610005,0.52541428,0.86990353,0.00000000
-5.83191596,2.14175406,0.02317044,0.23151491,0.95114509,0.54987402,0.93095661,0.00000000
-5.82591296,2.25327237,0.02368036,0.23723703,0.99396244,0.57327577,0.99148243,0.00000000
-5.81990995,2.36035763,0.02410722,0.24210563,1.03407882,0.59531613,1.05062883,0.00000000
-5.81390695,2.46164164,0.02443362,0.24609925,1.07108065,0.61573698,1.10754671,0.00000000
-5.80790395,2.55588764,0.02464566,0.24922685,1.10462483,0.63433076,1.16141074,0.00000000
-5.80190095,2.64201889,0.02473308,0.25152674,1.13444795,0.65094416,1.21144092,0.00000000
-5.79589795,2.71914370,0.02468952,0.25306444,1.16037357,0.66547987,1.25692403,0.00000000
-5.78989495,2.78657540,0.02451240,0.25392954,1.18231703,0.67789653,1.29723407,0.00000000
-5.78389195,2.84384661,0.02420290,0.25423167,1.20028754,0.68820669,1.33185071,0.00000000
-5.77788894,2.89071656,0.02376569,0.25409580,1.21438736,0.69647287,1.36037481,0.00000000
-5.77188594,2.92717119,0.02320858,0.25365691,1.22480768,0.70280193,1.38254022,0.00000000
-5.76588294,2.95341552,0.02254213,0.25305439,1.23182140,0.70733796,1.39822104,0.00000000
-5.75987994,2.96985836,0.02177915,0.25242635,1.23577283,0.71025389,1.40743400,0.00000000
-5.75387694,2.97708986,0.02093415,0.25190398,1.23706449,0.71174231,1.41033546,0.00000000
-5.74787394,2.97585251,0.02002278,0.25160631,1.23614143,0.71200582,1.40721328,0.00000000
-5.74187094,2.96700690,0.01906127,0.25163545,1.23347364,0.71124732,1.39847363,0.00000000
-5.73586793,2.95149342,0.01806588,0.25207258,1.22953711,0.70966067,1.38462333,0.00000000
-5.72986493,2.93029169,0.01705241,0.25297481,1.22479434,0.70742217,1.36624851,0.00000000
-5.72386193,2.90437956,0.01603573,0.25437291,1.21967504,0.70468319,1.34399061,0.00000000
-5.71785893,2.87469332,0.01502943,0.25627022,1.21455794,0.70156421,1.31852072,0.00000000
-5.71185593,2.84209120,0.01404550,0.25864248,1.20975449,0.69815064,1.29051363,0.00000000
-5.70585293,2.80732164,0.01309415,0.26143876,1.20549515,0.69449051,1.26062270,0.00000000
-5.69984992,2.77099796,0.01218371,0.26458336,1.20191910,0.69059405,1.22945681,0.00000000
-5.69384692,2.73358038,0.01132054,0.26797864,1.19906781,0.68643531,1.19756040,0.00000000
-5.68784392,2.69536632,0.01050916,0.27150861,1.19688285,0.68195559,1.16539750,0.00000000
-5.68184092,2.65648931,0.00975230,0.27504310,1.19520815,0.67706849,1.13334037,0.00000000
-5.67583792,2.61692628,0.00905114,0.27844255,1.19379666,0.67166647,1.10166315,0.00000000
-5.66983492,2.57651292,0.00840548,0.28156302,1.19232119,0.66562841,1.07054059,0.00000000
-5.66383192,2.53496606,0.00781404,0.28426132,1.19038898,0.65882802,1.04005181,0.00000000
-5.65782891,2.49191188,0.00727469,0.28640020,1.18755935,0.65114251,1.01018848,0.00000000
-5.65182591,2.44691837,0.00678477,0.28785322,1.18336369,0.64246129,0.98086696,0.00000000
-5.64582291,2.39953040,0.00634128,0.28850932,1.17732684,0.63269427,0.95194339,0.00000000
-5.63981991,2.34930549,0.00594119,0.28827688,1.16898897,0.62177928,0.92323099,0.00000000
-5.63381691,2.29584854,0.00558162,0.28708705,1.15792679,0.60968847,0.89451840,0.00000000
-5.62781391,2.23884380,0.00526000,0.28489639,1.14377340,0.59643328,0.86558811,0.00000000
-5.62181091,2.17808253,0.00497422,0.28168866,1.12623564,0.58206773,0.83623405,0.00000000
-5.61580790,2.11348506,0.00472272,0.27747565,1.10510834,0.56669002,0.80627741,0.00000000
-5.60980490,2.04511630,0.00450449,0.27229712,1.08028475,0.55044217,0.77558010,0.00000000
-5.60380190,1.97319405,0.00431912,0.26621975,1.05176292,0.53350784,0.74405521,0.00000000
-5.59779890,1.89808989,0.00416674,0.25933523,1.01964757,0.51610824,0.71167419,0.00000000
-5.59179590,1.82032274,0.00404792,0.25175747,0.98414771,0.49849640,0.67847060,0.00000000
-5.58579290,1.74054548,0.00396361,0.24361902,0.94557004,0.48094991,0.64454045,0.00000000
-5.57978989,1.65952554,0.00391496,0.23506688,0.90430861,0.46376232,0.61003940,0.00000000
-5.57378689,1.57812031,0.00390320,0.22625779,0.86083131,0.44723372,0.57517714,0.00000000
-5.56778389,1.49724866,0.00392947,0.21735318,0.81566379,0.43166055,0.54020939,0.00000000
-5.56178089,1.41785997,0.00399466,0.20851398,0.76937172,0.41732528,0.50542821,0.00000000
-5.55577789,1.34090198,0.00409926,0.19989537,0.72254211,0.40448621,0.47115095,0.00000000
-5.54977489,1.26728888,0.00424318,0.19164192,0.67576450,0.39336778,0.43770873,0.00000000
-5.54377189,1.19787102,0.00442566,0.18388290,0.62961290,0.38415186,0.40543474,0.00000000
-5.53776888,1.13340737,0.00464516,0.17672838,0.58462907,0.37697033,0.37465298,0.00000000
-5.53176588,1.07454180,0.00489924,0.17026589,0.54130784,0.37189923,0.34566790,0.00000000
-5.52576288,1.02178389,0.00518457,0.16455799,0.50008485,0.36895482,0.31875515,0.00000000
-5.51975988,0.97549497,0.00549689,0.15964080,0.46132707,0.36809168,0.29415375,0.00000000
-5.51375688,0.93587969,0.00583105,0.15552342,0.42532637,0.36920301,0.27205990,0.00000000
-5.50775388,0.90298310,0.00618109,0.15218846,0.39229599,0.37212313,0.25262228,0.00000000
-5.50175088,0.87669325,0.00654035,0.14959346,0.36236999,0.37663216,0.23593910,0.00000000
-5.49574787,0.85674892,0.00690159,0.14767324,0.33560542,0.38246269,0.22205664,0.00000000
-5.48974487,0.84275197,0.00725719,0.14634302,0.31198688,0.38930829,0.21096924,0.00000000
-5.48374187,0.83418366,0.00759934,0.14550227,0.29143307,0.39683344,0.20262064,0.00000000
-5.47773887,0.83042424,0.00792026,0.14503898,0.27380507,0.40468466,0.19690647,0.00000000
-5.47173587,0.83077502,0.00821243,0.14483433,0.25891573,0.41250235,0.19367784,0.00000000
-5.46573287,0.83448207,0.00846878,0.14476748,0.24653983,0.41993285,0.19274575,0.00000000
-5.45972986,0.84076079,0.00868296,0.14472030,0.23642468,0.42664047,0.19388639,0.00000000
-5.45372686,0.84882059,0.00884949,0.14458192,0.22830058,0.43231885,0.19684701,0.00000000
-5.44772386,0.85788900,0.00896396,0.14425289,0.22189106,0.43670137,0.20135244,0.00000000
-5.44172086,0.86723454,0.00902313,0.14364888,0.21692249,0.43957029,0.20711202,0.00000000
-5.43571786,0.87618790,0.00902503,0.14270368,0.21313285,0.44076429,0.21382691,0.00000000
-5.42971486,0.88416100,0.00896905,0.14137161,0.21027959,0.44018417,0.22119768,0.00000000
-5.42371186,0.89066353,0.00885589,0.13962916,0.20814636,0.43779677,0.22893191,0.00000000
-5.41770885,0.89531668,0.00868753,0.13747585,0.20654871,0.43363688,0.23675183,0.00000000
-5.41170585,0.89786408,0.00846718,0.13493448,0.20533851,0.42780721,0.24440174,0.00000000
-5.40570285,0.89817953,0.00819910,0.13205058,0.20440730,0.42047674,0.25165493,0.00000000
-5.39969985,0.89627165,0.00788851,0.12889138,0.20368850,0.41187725,0.25832008,0.00000000
-5.39369685,0.89228539,0.00754136,0.12554411,0.20315842,0.40229859,0.26424674,0.00000000
-5.38769385,0.88650035,0.00716417,0.12211400,0.20283633,0.39208266,0.26932983,0.00000000
-5.38169085,0.87932595,0.00676382,0.11872179,0.20278336,0.38161643,0.27351285,0.00000000
-5.37568784,0.87129351,0.00634737,0.11550108,0.20310051,0.37132430,0.27678965,0.00000000
-5.36968484,0.86304538,0.00592182,0.11259539,0.20392559,0.36165975,0.27920474,0.00000000
-5.36368184,0.85532111,0.00549401,0.11015516,0.20542928,0.35309677,0.28085185,0.00000000
-5.35767884,0.84894092,0.00507039,0.10833456,0.20781031,0.34612095,0.28187095,0.00000000
-5.35167584,0.84478661,0.00465696,0.10728839,0.21128975,0.34122042,0.28244353,0.00000000
-5.34567284,0.84378015,0.00425913,0.10716882,0.21610451,0.33887679,0.28278646,0.00000000
-5.33966983,0.84686030,0.00388165,0.10812220,0.22250016,0.33955603,0.28314435,0.00000000
-5.33366683,0.85495764,0.00352856,0.11028591,0.23072315,0.34369933,0.28378087,0.00000000
-5.32766383,0.86896847,0.00320318,0.11378518,0.24101246,0.35171418,0.28496910,0.00000000
-5.32166083,0.88972816,0.00290810,0.11873004,0.25359111,0.36396545,0.28698131,0.00000000
-5.31565783,0.91798460,0.00264517,0.12521234,0.26865737,0.38076687,0.29007848,0.00000000
-5.30965483,0.95437246,0.00241559,0.13330298,0.28637631,0.40237285,0.29449993,0.00000000
-5.30365183,0.99938916,0.00221987,0.14304935,0.30687154,0.42897096,0.30045338,0.00000000
-5.29764882,1.05337320,0.00205795,0.15447312,0.33021789,0.46067519,0.30810584,0.00000000
-5.29164582,1.11648598,0.00192920,0.16756845,0.35643493,0.49752046,0.31757564,0.00000000
-5.28564282,1.18869780,0.00183250,0.18230081,0.38548197,0.53945854,0.32892589,0.00000000
-5.27963982,1.26977891,0.00176626,0.19860637,0.41725472,0.58635575,0.34215971,0.00000000
-5.27363682,1.35929631,0.00172853,0.21639227,0.45158386,0.63799276,0.35721729,0.00000000
-5.26763382,1.45661696,0.00171699,0.23553771,0.48823589,0.69406683,0.37397515,0.00000000
-5.26163082,1.56091756,0.00172900,0.25589592,0.52691633,0.75419661,0.39224755,0.00000000
-5.25562781,1.67120125,0.00176170,0.27729722,0.56727540,0.81792958,0.41179004,0.00000000
-5.24962481,1.78632091,0.00181201,0.29955289,0.60891604,0.88475230,0.43230528,0.00000000
-5.24362181,1.90500866,0.00187668,0.32245994,0.65140437,0.95410306,0.45345073,0.00000000
-5.23761881,2.02591076,0.00195239,0.34580671,0.69428195,1.02538689,0.47484828,0.00000000
-5.23161581,2.14762668,0.00203572,0.36937887,0.73707979,1.09799219,0.49609519,0.00000000
-5.22561281,2.26875123,0.00212330,0.39296586,0.77933332,1.17130863,0.51677635,0.00000000
-5.21960980,2.38791769,0.00221180,0.41636737,0.82059779,1.24474545,0.53647712,0.00000000
-5.21360680,2.50384058,0.00229803,0.43939947,0.86046344,1.31774929,0.55479641,0.00000000
-5.20760380,2.61535584,0.00237897,0.46190034,0.89856966,1.38982090,0.57135951,0.00000000
-5.20160080,2.72145682,0.00245186,0.48373498,0.93461736,1.46052968,0.58583022,0.00000000
-5.19559780,2.82132421,0.00251425,0.50479891,0.96837900,1.52952535,0.59792159,0.00000000
-5.18959480,2.91434849,0.00256405,0.52502040,0.99970559,1.59654617,0.60740506,0.00000000
-5.18359180,3.00014385,0.00259957,0.54436134,1.02853032,1.66142309,0.61411760,0.00000000
-5.17758879,3.07855282,0.00261956,0.56281635,1.05486848,1.72407965,0.61796633,0.00000000
-5.17158579,3.14964130,0.00262322,0.58041049,1.07881368,1.78452761,0.61893085,0.00000000
-5.16558279,3.21368458,0.00261023,0.59719546,1.10053047,1.84285852,0.61706272,0.00000000
