energy_ev,total_up,Hf_p_up,Hf_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-5.30365183,0.28280965,0.25855737,0.13100855,0.00081969,0.00002856,0.00069851,0.24426920
-5.29764882,0.26633630,0.24697271,0.12327748,0.00079292,0.00002541,0.00057055,0.23062666
-5.29164582,0.25635468,0.24146665,0.11848555,0.00078748,0.00002310,0.00046298,0.22251517
-5.28564282,0.25236622,0.24160765,0.11641240,0.00080141,0.00002155,0.00037322,0.21951252
-5.27963982,0.25385746,0.24695379,0.11682815,0.00083286,0.00002067,0.00029892,0.22118065
-5.27363682,0.26030462,0.25705520,0.11949578,0.00088008,0.00002038,0.00023790,0.22706961
-5.26763382,0.27117653,0.27145529,0.12417282,0.00094142,0.00002060,0.00018820,0.23672025
-5.26163082,0.28593659,0.28969089,0.13061264,0.00101531,0.00002128,0.00014807,0.24966616
-5.25562781,0.30404404,0.31129207,0.13856533,0.00110024,0.00002234,0.00011600,0.26543501
-5.24962481,0.32495514,0.33578191,0.14777859,0.00119480,0.00002373,0.00009065,0.28354994
-5.24362181,0.34812455,0.36267667,0.15799861,0.00129760,0.00002538,0.00007094,0.30353108
-5.23761881,0.37300731,0.39148675,0.16897132,0.00140736,0.00002723,0.00005593,0.32489774
-5.23161581,0.39906181,0.42171867,0.18044384,0.00152291,0.00002925,0.00004489,0.34717133
-5.22561281,0.42575367,0.45287827,0.19216654,0.00164320,0.00003136,0.00003728,0.36987920
-5.21960980,0.45256089,0.48447512,0.20389543,0.00176736,0.00003352,0.00003269,0.39255945
-5.21360680,0.47897993,0.51602815,0.21539510,0.00189481,0.00003568,0.00003090,0.41476664
-5.20760380,0.50453285,0.54707240,0.22644198,0.00202528,0.00003779,0.00003184,0.43607817
-5.20160080,0.52877499,0.57716646,0.23682787,0.00215894,0.00003982,0.00003560,0.45610131
-5.19559780,0.55130309,0.60590045,0.24636362,0.00229655,0.00004171,0.00004243,0.47448024
-5.18959480,0.57176337,0.63290423,0.25488274,0.00243955,0.00004345,0.00005278,0.49090320
-5.18359180,0.58985926,0.65785515,0.26224483,0.00259025,0.00004500,0.00006725,0.50510900
-5.17758879,0.60535824,0.68048531,0.26833854,0.00275200,0.00004634,0.00008666,0.51689278
-5.17158579,0.61809767,0.70058773,0.27308410,0.00292939,0.00004747,0.00011204,0.52611070
-5.16558279,0.62798907,0.71802113,0.27643504,0.00312843,0.00004838,0.00014466,0.53268318
-5.15957979,0.63502075,0.73271327,0.27837917,0.00335681,0.00004909,0.00018605,0.53659660
-5.15357679,0.63925863,0.74466228,0.27893876,0.00362405,0.00004963,0.00023797,0.53790324
-5.14757379,0.64084498,0.75393641,0.27816967,0.00394176,0.00005003,0.00030249,0.53671960
-5.14157079,0.63999545,0.76067166,0.27615981,0.00432381,0.00005033,0.00038195,0.53322288
-5.13556778,0.63699407,0.76506784,0.27302659,0.00478648,0.00005061,0.00047896,0.52764598
-5.12956478,0.63218668,0.76738292,0.26891379,0.00534856,0.00005093,0.00059642,0.52027103
-5.12356178,0.62597284,0.76792600,0.26398769,0.00603149,0.00005138,0.00073742,0.51142182
-5.11755878,0.61879652,0.76704912,0.25843281,0.00685926,0.00005205,0.00090528,0.50145526
-5.11155578,0.61113583,0.76513823,0.25244717,0.00785837,0.00005305,0.00110343,0.49075223
-5.10555278,0.60349199,0.76260350,0.24623745,0.00905763,0.00005450,0.00133535,0.47970807
-5.09954977,0.59637786,0.75986933,0.24001400,0.01048785,0.00005651,0.00160449,0.46872301
-5.09354677,0.59030626,0.75736416,0.23398588,0.01218146,0.00005919,0.00191411,0.45819265
-5.08754377,0.58577819,0.75551031,0.22835605,0.01417193,0.00006268,0.00226717,0.44849884
-5.08154077,0.58327120,0.75471414,0.22331676,0.01649317,0.00006708,0.00266618,0.44000103
-5.07553777,0.58322803,0.75535629,0.21904522,0.01917874,0.00007251,0.00311306,0.43302816
-5.06953477,0.58604569,0.75778247,0.21569959,0.02226101,0.00007907,0.00360892,0.42787134
-5.06353177,0.59206508,0.76229464,0.21341536,0.02577025,0.00008684,0.00415396,0.42477718
-5.05752876,0.60156133,0.76914267,0.21230212,0.02973367,0.00009589,0.00474727,0.42394207
-5.05152576,0.61473504,0.77851668,0.21244076,0.03417448,0.00010627,0.00538675,0.42550721
-5.04552276,0.63170465,0.79054015,0.21388122,0.03911093,0.00011800,0.00606895,0.42955468
-5.03951976,0.65250018,0.80526389,0.21664066,0.04455549,0.00013107,0.00678905,0.43610460
-5.03351676,0.67705862,0.82266130,0.22070236,0.05051415,0.00014546,0.00754083,0.44511330
-5.02751376,0.70522127,0.84262489,0.22601521,0.05698581,0.00016108,0.00831668,0.45647295
-5.02151076,0.73673341,0.86496466,0.23249392,0.06396193,0.00017785,0.00910774,0.47001253
-5.01550775,0.77124641,0.88940843,0.24002015,0.07142637,0.00019562,0.00990400,0.48550032
-5.00950475,0.80832275,0.91560445,0.24844441,0.07935547,0.00021425,0.01069455,0.50264814
-5.00350175,0.84744389,0.94312652,0.25758892,0.08771833,0.00023353,0.01146784,0.52111727
-4.99749875,0.88802113,0.97148182,0.26725147,0.09647733,0.00025326,0.01221198,0.54052612
-4.99149575,0.92940933,1.00012132,0.27721005,0.10558882,0.00027320,0.01291516,0.56045962
-4.98549275,0.97092320,1.02845285,0.28722847,0.11500398,0.00029313,0.01356597,0.58048008
-4.97948974,1.01185580,1.05585639,0.29706260,0.12466970,0.00031278,0.01415387,0.60013932
-4.97348674,1.05149862,1.08170132,0.30646722,0.13452962,0.00033194,0.01466954,0.61899181
-4.96748374,1.08916250,1.10536498,0.31520318,0.14452506,0.00035036,0.01510533,0.63660815
-4.96148074,1.12419869,1.12625182,0.32304468,0.15459595,0.00036784,0.01545555,0.65258861
-4.95547774,1.15601898,1.14381253,0.32978631,0.16468156,0.00038422,0.01571681,0.66657606
-4.94947474,1.18411418,1.15756215,0.33524965,0.17472122,0.00039935,0.01588822,0.67826774
-4.94347174,1.20806996,1.16709645,0.33928904,0.18465483,0.00041312,0.01597161,0.68742528
-4.93746873,1.22757944,1.17210579,0.34179641,0.19442316,0.00042549,0.01597153,0.69388258
-4.93146573,1.24245181,1.17238584,0.34270471,0.20396821,0.00043644,0.01589529,0.69755094
-4.92546273,1.25261659,1.16784460,0.34199007,0.21323331,0.00044601,0.01575280,0.69842144
-4.91945973,1.25812347,1.15850545,0.33967224,0.22216333,0.00045427,0.01555647,0.69656410
-4.91345673,1.25913761,1.14450609,0.33581368,0.23070493,0.00046134,0.01532082,0.69212414
-4.90745373,1.25593086,1.12609344,0.33051696,0.23880684,0.00046736,0.01506224,0.68531525
-4.90145073,1.24886928,1.10361489,0.32392086,0.24642041,0.00047250,0.01479851,0.67641041
-4.89544772,1.23839772,1.07750619,0.31619530,0.25350037,0.00047696,0.01454839,0.66573056
-4.88944472,1.22502227,1.04827685,0.30753530,0.26000573,0.00048090,0.01433113,0.65363174
-4.88344172,1.20929151,1.01649347,0.29815424,0.26590108,0.00048452,0.01416591,0.64049141
-4.87743872,1.19177736,0.98276209,0.28827691,0.27115796,0.00048799,0.01407138,0.62669449
-4.87143572,1.17305662,0.94771005,0.27813241,0.27575644,0.00049145,0.01406512,0.61261979
-4.86543272,1.15369378,0.91196831,0.26794741,0.27968672,0.00049502,0.01416312,0.59862765
-4.85942971,1.13422593,0.87615485,0.25793996,0.28295071,0.00049878,0.01437933,0.58504898
-4.85342671,1.11515013,0.84085959,0.24831407,0.28556330,0.00050277,0.01472522,0.57217651
-4.84742371,1.09691370,0.80663148,0.23925527,0.28755341,0.00050699,0.01520934,0.56025818
-4.84142071,1.07990745,0.77396788,0.23092732,0.28896451,0.00051141,0.01583704,0.54949327
-4.83541771,1.06446192,0.74330651,0.22347002,0.28985451,0.00051596,0.01661012,0.54003087
-4.82941471,1.05084633,0.71502004,0.21699827,0.29029504,0.00052053,0.01752669,0.53197100
-4.82341171,1.03927021,0.68941315,0.21160224,0.29036993,0.00052497,0.01858096,0.52536797
-4.81740870,1.02988704,0.66672216,0.20734868,0.29017297,0.00052916,0.01976327,0.52023584
-4.81140570,1.02279976,0.64711679,0.20428306,0.28980494,0.00053291,0.02106011,0.51655548
-4.80540270,1.01806760,0.63070402,0.20243268,0.28937009,0.00053605,0.02245428,0.51428311
-4.79939970,1.01571389,0.61753375,0.20181032,0.28897203,0.00053843,0.02392516,0.51335967
-4.79339670,1.01573443,0.60760585,0.20241845,0.28870946,0.00053988,0.02544909,0.51372075
-4.78739370,1.01810624,0.60087860,0.20425369,0.28867165,0.00054026,0.02699987,0.51530669
-4.78139070,1.02279619,0.59727791,0.20731145,0.28893423,0.00053946,0.02854933,0.51807242
-4.77538769,1.02976952,0.59670728,0.21159046,0.28955521,0.00053739,0.03006803,0.52199664
-4.76938469,1.03899776,0.59905800,0.21709709,0.29057163,0.00053399,0.03152601,0.52709017
-4.76338169,1.05046610,0.60421939,0.22384918,0.29199711,0.00052923,0.03289361,0.53340297
-4.75737869,1.06417979,0.61208856,0.23187935,0.29382014,0.00052312,0.03414228,0.54102961
-4.75137569,1.08016937,0.62257942,0.24123743,0.29600366,0.00051571,0.03524543,0.55011297
-4.74537269,1.09849462,0.63563045,0.25199192,0.29848560,0.00050708,0.03617922,0.56084579
-4.73936968,1.11924672,0.65121082,0.26423042,0.30118061,0.00049732,0.03692329,0.57346997
-4.73336668,1.14254850,0.66932453,0.27805865,0.30398285,0.00048659,0.03746139,0.58827328
-4.72736368,1.16855250,0.69001198,0.29359823,0.30676968,0.00047503,0.03778184,0.60558355
-4.72136068,1.19743648,0.71334898,0.31098286,0.30940616,0.00046284,0.03787791,0.62576005
-4.71535768,1.22939639,0.73944261,0.33035315,0.31175006,0.00045022,0.03774798,0.64918216
-4.70935468,1.26463662,0.76842411,0.35184997,0.31365720,0.00043737,0.03739554,0.67623550
-4.70335168,1.30335760,0.80043873,0.37560646,0.31498694,0.00042452,0.03682896,0.70729568
-4.69734867,1.34574105,0.83563269,0.40173894,0.31560733,0.00041189,0.03606120,0.74271003
-4.69134567,1.39193321,0.87413776,0.43033700,0.31540003,0.00039969,0.03510927,0.78277797
-4.68534267,1.44202666,0.91605397,0.46145298,0.31426445,0.00038813,0.03399359,0.82773043
-4.67933967,1.49604147,0.96143114,0.49509156,0.31212122,0.00037740,0.03273723,0.87770942
-4.67333667,1.55390656,1.01025020,0.53119962,0.30891468,0.00036769,0.03136518,0.93274829
-4.66733367,1.61544239,1.06240528,0.56965716,0.30461438,0.00035913,0.02990344,0.99275400
-4.66133067,1.68034584,1.11768751,0.61026974,0.29921566,0.00035185,0.02837825,1.05749212
-4.65532766,1.74817862,1.17577187,0.65276294,0.29273913,0.00034595,0.02681531,1.12657570
-4.64932466,1.81836007,1.23620775,0.69677947,0.28522933,0.00034149,0.02523904,1.19945887
-4.64332166,1.89016515,1.29841446,0.74187921,0.27675259,0.00033850,0.02367204,1.27543586
-4.63731866,1.96272858,1.36168216,0.78754265,0.26739423,0.00033698,0.02213452,1.35364614
-4.63131566,2.03505526,1.42517876,0.83317776,0.25725527,0.00033688,0.02064402,1.43308585
-4.62531266,2.10603720,1.48796309,0.87813052,0.24644886,0.00033814,0.01921511,1.51262569
-4.61930965,2.17447674,1.54900397,0.92169865,0.23509651,0.00034067,0.01785937,1.59103484
-4.61330665,2.23911537,1.60720497,0.96314853,0.22332444,0.00034435,0.01658530,1.66701044
-4.60730365,2.29866739,1.66143385,1.00173455,0.21126000,0.00034903,0.01539856,1.73921156
-4.60130065,2.35185691,1.71055582,1.03672029,0.19902844,0.00035455,0.01430210,1.80629661
-4.59529765,2.39745700,1.75346902,1.06740079,0.18675003,0.00036074,0.01329646,1.86696259
-4.58929465,2.43432906,1.78914090,1.09312481,0.17453768,0.00036743,0.01238012,1.91998474
-4.58329165,2.46146088,1.81664385,1.11331631,0.16249501,0.00037441,0.01154982,1.96425474
-4.57728864,2.47800146,1.83518832,1.12749408,0.15071494,0.00038150,0.01080094,1.99881599
-4.57128564,2.48329124,1.84415197,1.13528864,0.13927877,0.00038853,0.01012784,2.02289427
-4.56528264,2.47688599,1.84310346,1.13645562,0.12825574,0.00039532,0.00952421,2.03592248
-4.55927964,2.45857367,1.83181977,1.13088505,0.11770299,0.00040169,0.00898334,2.03755836
-4.55327664,2.42838316,1.81029611,1.11860595,0.10766587,0.00040750,0.00849840,2.02769451
-4.54727364,2.38658473,1.77874815,1.09978627,0.09817860,0.00041261,0.00806266,2.00646030
-4.54127064,2.33368240,1.73760649,1.07472794,0.08926508,0.00041690,0.00766967,1.97421574
-4.53526763,2.27039839,1.68750359,1.04385744,0.08093998,0.00042027,0.00731341,1.93153776
-4.52926463,2.19765094,1.62925401,1.00771239,0.07320983,0.00042265,0.00698836,1.87919972
-4.52326163,2.11652633,1.56382898,0.96692465,0.06607425,0.00042399,0.00668963,1.81814516
-4.51725863,2.02824672,1.49232647,0.92220097,0.05952716,0.00042426,0.00641296,1.74945734
-4.51125563,1.93413529,1.41593831,0.87430191,0.05355798,0.00042347,0.00615478,1.67432578
-4.50525263,1.83558028,1.33591579,0.82402003,0.04815274,0.00042165,0.00591224,1.59401159
-4.49924962,1.73399942,1.25353531,0.77215840,0.04329515,0.00041887,0.00568317,1.50981293
-4.49324662,1.63080627,1.17006540,0.71951003,0.03896751,0.00041523,0.00546613,1.42303202
-4.48724362,1.52737953,1.08673643,0.66683932,0.03515158,0.00041087,0.00526037,1.33494493
-4.48124062,1.42503625,1.00471387,0.61486582,0.03182926,0.00040594,0.00506585,1.24677504
-4.47523762,1.32500968,0.92507602,0.56425098,0.02898313,0.00040066,0.00488320,1.15967090
-4.46923462,1.22843196,0.84879637,0.51558802,0.02659692,0.00039526,0.00471375,1.07468876
-4.46323162,1.13632179,0.77673105,0.46939508,0.02465577,0.00038999,0.00455947,0.99278009
-4.45722861,1.04957672,0.70961107,0.42611150,0.02314643,0.00038514,0.00442301,0.91478362
-4.45122561,0.96896990,0.64803901,0.38609712,0.02205730,0.00038102,0.00430762,0.84142191
-4.44522261,0.89515037,0.59248982,0.34963408,0.02137838,0.00037794,0.00421718,0.77330158
-4.43921961,0.82864651,0.54331488,0.31693089,0.02110112,0.00037622,0.00415613,0.71091681
-4.43321661,0.76987175,0.50074881,0.28812814,0.02121824,0.00037617,0.00412946,0.65465527
-4.42721361,0.71913196,0.46491820,0.26330544,0.02172343,0.00037810,0.00414264,0.60480586
-4.42121061,0.67663385,0.43585162,0.24248908,0.02261113,0.00038228,0.00420161,0.56156758
-4.41520760,0.64249374,0.41349036,0.22565999,0.02387626,0.00038896,0.00431266,0.52505889
-4.40920460,0.61674646,0.39769932,0.21276158,0.02551400,0.00039834,0.00448242,0.49532714
-4.40320160,0.59935386,0.38827765,0.20370718,0.02751962,0.00041057,0.00471774,0.47235766
-4.39719860,0.59021292,0.38496900,0.19838684,0.02988842,0.00042576,0.00502561,0.45608216
-4.39119560,0.58916312,0.38747103,0.19667329,0.03261578,0.00044394,0.00541304,0.44638633
-4.38519260,0.59599326,0.39544424,0.19842696,0.03569726,0.00046510,0.00588694,0.44311653
-4.37918959,0.61044764,0.40852008,0.20350014,0.03912885,0.00048914,0.00645399,0.44608553
-4.37318659,0.63223155,0.42630832,0.21174005,0.04290727,0.00051592,0.00712044,0.45507724
-4.36718359,0.66101636,0.44840381,0.22299117,0.04703039,0.00054523,0.00789197,0.46985068
-4.36118059,0.69644393,0.47439270,0.23709660,0.05149756,0.00057682,0.00877344,0.49014297
-4.35517759,0.73813058,0.50385804,0.25389876,0.05631003,0.00061039,0.00976871,0.51567172
-4.34917459,0.78567046,0.53638486,0.27323938,0.06147117,0.00064562,0.01088037,0.54613659
-4.34317159,0.83863825,0.57156470,0.29495893,0.06698662,0.00068215,0.01210948,0.58122025
-4.33716858,0.89659111,0.60899937,0.31889560,0.07286420,0.00071960,0.01345534,0.62058876
-4.33116558,0.95906989,0.64830403,0.34488376,0.07911350,0.00075761,0.01491526,0.66389129
-4.32516258,1.02559925,0.68910929,0.37275214,0.08574524,0.00079582,0.01648426,0.71075940
-4.31915958,1.09568699,0.73106235,0.40232177,0.09277024,0.00083387,0.01815493,0.76080580
-4.31315658,1.16882234,0.77382703,0.43340368,0.10019802,0.00087144,0.01991726,0.81362280
-4.30715358,1.24447338,0.81708261,0.46579653,0.10803511,0.00090821,0.02175853,0.86878039
