energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,1.79324964,-2.66326716,0.64436560,-0.46532352,0.15034542,-0.06918368,0.80086174,-1.71431587,0.48650413,-0.88295376,0.01234967,-0.00632943,0.29371245,-1.22755069,0.72603058,-0.43143585,0.00000000,-0.00000000
-5.99399700,1.74571596,-2.60794314,0.62744957,-0.45389074,0.14470149,-0.06682022,0.76668970,-1.64228426,0.47020869,-0.87704379,0.01281379,-0.00643809,0.27997455,-1.20353298,0.70980539,-0.41858136,0.00000000,-0.00000000
-5.98799400,1.69622791,-2.54672318,0.60964183,-0.44325588,0.13893819,-0.06458352,0.73207536,-1.57011872,0.45395243,-0.86695147,0.01321762,-0.00650847,0.26614868,-1.17529235,0.69260136,-0.40681149,0.00000000,-0.00000000
-5.98199100,1.64539612,-2.47988269,0.59111197,-0.43337151,0.13314725,-0.06247385,0.69737638,-1.49830369,0.43791066,-0.85274914,0.01355199,-0.00653855,0.25233659,-1.14305855,0.67470426,-0.39607763,0.00000000,-0.00000000
-5.97598799,1.59381197,-2.40788804,0.57203914,-0.42420874,0.12742091,-0.06049496,0.66292004,-1.42733188,0.42223835,-0.83461598,0.01380929,-0.00652728,0.23862661,-1.10715479,0.65640074,-0.38634720,0.00000000,-0.00000000
-5.96998499,1.54203141,-2.33139598,0.55260585,-0.41576223,0.12184925,-0.05865491,0.62899773,-1.35770132,0.40706607,-0.81283494,0.01398367,-0.00647469,0.22509390,-1.06799322,0.63796777,-0.37760810,0.00000000,-0.00000000
-5.96398199,1.49056186,-2.25124584,0.53299258,-0.40805384,0.11651779,-0.05696683,0.59586169,-1.28991103,0.39249723,-0.78778630,0.01407124,-0.00638191,0.21180143,-1.02606711,0.61966343,-0.36987198,0.00000000,-0.00000000
-5.95797899,1.43985270,-2.16844466,0.51337330,-0.40113499,0.11150544,-0.05544940,0.56372365,-1.22445522,0.37860656,-0.75993807,0.01407029,-0.00625112,0.19880142,-0.98194026,0.60171936,-0.36317630,0.00000000,-0.00000000
-5.95197599,1.39028939,-2.08414601,0.49391213,-0.39508730,0.10688307,-0.05412713,0.53275541,-1.16181627,0.36543986,-0.72983358,0.01398127,-0.00608550,0.18613707,-0.93623365,0.58433514,-0.35758518,0.00000000,-0.00000000
-5.94597299,1.34219116,-1.99962316,0.47476098,-0.39002191,0.10271248,-0.05303041,0.50309084,-1.10245671,0.35301498,-0.69807692,0.01380688,-0.00588921,0.17384444,-0.88961022,0.56767487,-0.35318883,0.00000000,-0.00000000
