energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.88594297,2.29194008,0.00845999,0.02391774,0.94737558,0.43861602,0.02753525,1.53327835,0.70346661,0.15741748
-5.87993997,2.25186188,0.00819644,0.02377136,0.92958281,0.42453054,0.02794338,1.50817735,0.68667187,0.15615765
-5.87393697,2.20807785,0.00790423,0.02360150,0.91034733,0.40971022,0.02829370,1.48054863,0.66861933,0.15468757
-5.86793397,2.16102185,0.00758716,0.02340072,0.88987260,0.39434945,0.02857790,1.45067663,0.64953560,0.15301207
-5.86193097,2.11112810,0.00724916,0.02316283,0.86836482,0.37863740,0.02878806,1.41884564,0.62964849,0.15113578
-5.85592796,2.05881776,0.00689425,0.02288293,0.84602656,0.36275282,0.02891683,1.38533097,0.60918067,0.14906272
-5.84992496,2.00448767,0.00652644,0.02255754,0.82305102,0.34685961,0.02895763,1.35039160,0.58834402,0.14679612
-5.84392196,1.94850161,0.00614966,0.02218456,0.79961708,0.33110337,0.02890485,1.31426456,0.56733466,0.14433833
-5.83791896,1.89118443,0.00576769,0.02176323,0.77588549,0.31560890,0.02875400,1.27716114,0.54632904,0.14169085
-5.83191596,1.83281902,0.00538414,0.02129407,0.75199617,0.30047884,0.02850189,1.23926506,0.52548100,0.13885459
-5.82591296,1.77364606,0.00500239,0.02077871,0.72806674,0.28579330,0.02814675,1.20073253,0.50491991,0.13583021
-5.81990995,1.71386639,0.00462556,0.02021981,0.70419237,0.27161043,0.02768836,1.16169400,0.48474989,0.13261856
-5.81390695,1.65364567,0.00425649,0.01962080,0.68044666,0.25796789,0.02712808,1.12225742,0.46505010,0.12922124
-5.80790395,1.59312072,0.00389771,0.01898581,0.65688372,0.24488498,0.02646892,1.08251270,0.44587592,0.12564119
-5.80190095,1.53240728,0.00355147,0.01831937,0.63354107,0.23236533,0.02571549,1.04253699,0.42726103,0.12188325
-5.79589795,1.47160849,0.00321967,0.01762634,0.61044331,0.22039996,0.02487398,1.00240055,0.40922017,0.11795475
-5.78989495,1.41082358,0.00290392,0.01691171,0.58760623,0.20897050,0.02395203,0.96217263,0.39175248,0.11386593
-5.78389195,1.35015634,0.00260549,0.01618047,0.56504128,0.19805251,0.02295858,0.92192721,0.37484518,0.10963042
-5.77788894,1.28972279,0.00232533,0.01543749,0.54275991,0.18761857,0.02190371,0.88174820,0.35847750,0.10526541
-5.77188594,1.22965775,0.00206412,0.01468747,0.52077788,0.17764118,0.02079842,0.84173379,0.34262459,0.10079181
-5.76588294,1.17011989,0.00182223,0.01393488,0.49911896,0.16809532,0.01965438,0.80199985,0.32726128,0.09623420
-5.75987994,1.11129513,0.00159975,0.01318392,0.47781809,0.15896050,0.01848372,0.76268200,0.31236554,0.09162059
-5.75387694,1.05339817,0.00139653,0.01243855,0.45692371,0.15022241,0.01729871,0.72393655,0.29792139,0.08698210
-5.74787394,0.99667220,0.00121220,0.01170249,0.43649914,0.14187398,0.01611155,0.68593999,0.28392128,0.08235243
-5.74187094,0.94138670,0.00104619,0.01097928,0.41662291,0.13391603,0.01493413,0.64888727,0.27036777,0.07776723
-5.73586793,0.88783368,0.00089776,0.01027228,0.39738817,0.12635741,0.01377776,0.61298887,0.25727438,0.07326336
-5.72986493,0.83632238,0.00076603,0.00958482,0.37890091,0.11921474,0.01265302,0.57846681,0.24466579,0.06887810
-5.72386193,0.78717291,0.00065002,0.00892016,0.36127734,0.11251182,0.01156956,0.54554992,0.23257714,0.06464828
-5.71785893,0.74070898,0.00054869,0.00828161,0.34464047,0.10627878,0.01053599,0.51446840,0.22105275,0.06060946
-5.71185593,0.69725034,0.00046095,0.00767255,0.32911600,0.10055100,0.00955981,0.48544822,0.21014418,0.05679510
-5.70585293,0.65710511,0.00038569,0.00709652,0.31482782,0.09536807,0.00864732,0.45870537,0.19990782,0.05323579
-5.69984992,0.62056253,0.00032183,0.00655719,0.30189331,0.09077258,0.00780367,0.43444044,0.19040218,0.04995858
-5.69384692,0.58788646,0.00026831,0.00605845,0.29041875,0.08680915,0.00703287,0.41283376,0.18168496,0.04698643
-5.68784392,0.55930996,0.00022416,0.00560441,0.28049500,0.08352345,0.00633787,0.39404123,0.17381018,0.04433780
-5.68184092,0.53503116,0.00018845,0.00519941,0.27219374,0.08096149,0.00572066,0.37819122,0.16682550,0.04202637
-5.67583792,0.51521066,0.00016036,0.00484800,0.26556454,0.07916911,0.00518242,0.36538250,0.16076982,0.04006096
-5.66983492,0.49997051,0.00013916,0.00455496,0.26063273,0.07819162,0.00472364,0.35568341,0.15567136,0.03844554
-5.66383192,0.48939470,0.00012421,0.00432527,0.25739839,0.07807370,0.00434433,0.34913219,0.15154627,0.03717946
-5.65782891,0.48353103,0.00011499,0.00416407,0.25583634,0.07885941,0.00404413,0.34573836,0.14839789,0.03625780
-5.65182591,0.48239418,0.00011107,0.00407658,0.25589725,0.08059229,0.00382247,0.34548512,0.14621658,0.03567177
-5.64582291,0.48596954,0.00011211,0.00406807,0.25750963,0.08331547,0.00367877,0.34833244,0.14498017,0.03540932
-5.63981991,0.49421755,0.00011787,0.00414374,0.26058273,0.08707173,0.00361249,0.35422056,0.14465497,0.03545565
-5.63381691,0.50707791,0.00012818,0.00430858,0.26500999,0.09190329,0.00362326,0.36307372,0.14519713,0.03579391
-5.62781391,0.52447341,0.00014294,0.00456728,0.27067295,0.09785148,0.00371096,0.37480363,0.14655448,0.03640574
-5.62181091,0.54631277,0.00016208,0.00492399,0.27744536,0.10495590,0.00387567,0.38931254,0.14866839,0.03727184
-5.61580790,0.57249235,0.00018559,0.00538218,0.28519710,0.11325328,0.00411772,0.40649547,0.15147578,0.03837245
-5.60980490,0.60289617,0.00021348,0.00594438,0.29379789,0.12277587,0.00443757,0.42624155,0.15491105,0.03968774
-5.60380190,0.63739435,0.00024577,0.00661198,0.30312051,0.13354934,0.00483573,0.44843419,0.15890775,0.04119803
-5.59779890,0.67583989,0.00028245,0.00738493,0.31304325,0.14559036,0.00531261,0.47295017,0.16340003,0.04288397
-5.59179590,0.71806388,0.00032353,0.00826157,0.32345181,0.15890376,0.00586830,0.49965764,0.16832372,0.04472651
-5.58579290,0.76386964,0.00036898,0.00923835,0.33424028,0.17347958,0.00650242,0.52841325,0.17361706,0.04670684
-5.57978989,0.81302613,0.00041873,0.01030964,0.34531152,0.18929005,0.00721381,0.55905868,0.17922107,0.04880617
-5.57378689,0.86526126,0.00047268,0.01146758,0.35657687,0.20628675,0.00800037,0.59141697,0.18507964,0.05100550
-5.56778389,0.92025593,0.00053070,0.01270197,0.36795547,0.22439809,0.00885878,0.62528903,0.19113938,0.05328535
-5.56178089,0.97763928,0.00059264,0.01400025,0.37937325,0.24352749,0.00978431,0.66045078,0.19734934,0.05562551
-5.55577789,1.03698610,0.00065831,0.01534753,0.39076191,0.26355232,0.01077064,0.69665151,0.20366076,0.05800484
-5.54977489,1.09781681,0.00072754,0.01672674,0.40205798,0.28432380,0.01180975,0.73361358,0.21002681,0.06040113
-5.54377189,1.15960069,0.00080017,0.01811889,0.41320226,0.30566816,0.01289187,0.77103400,0.21640259,0.06279114
-5.53776888,1.22176243,0.00087609,0.01950334,0.42413961,0.32738894,0.01400545,0.80858805,0.22274531,0.06515073
-5.53176588,1.28369217,0.00095524,0.02085831,0.43481927,0.34927061,0.01513732,0.84593476,0.22901472,0.06745515
-5.52576288,1.34475882,0.00103769,0.02216129,0.44519567,0.37108342,0.01627282,0.88272444,0.23517386,0.06967947
-5.51975988,1.40432606,0.00112361,0.02338968,0.45522964,0.39258924,0.01739611,0.91860763,0.24118997,0.07179915
-5.51375688,1.46177046,0.00121335,0.02452136,0.46488989,0.41354830,0.01849046,0.95324531,0.24703555,0.07379068
-5.50775388,1.51650061,0.00130743,0.02553536,0.47415461,0.43372651,0.01953873,0.98631957,0.25268946,0.07563229
-5.50175088,1.56797625,0.00140657,0.02641244,0.48301282,0.45290295,0.02052382,1.01754417,0.25813788,0.07730465
-5.49574787,1.61572622,0.00151173,0.02713575,0.49146543,0.47087718,0.02142915,1.04667422,0.26337505,0.07879158
-5.48974487,1.65936404,0.00162405,0.02769131,0.49952555,0.48747600,0.02223920,1.07351433,0.26840361,0.08008059
-5.48374187,1.69859997,0.00174492,0.02806850,0.50721799,0.50255925,0.02294006,1.09792449,0.27323441,0.08116331
-5.47773887,1.73324883,0.00187587,0.02826040,0.51457781,0.51602422,0.02351983,1.11982331,0.27788582,0.08203573
-5.47173587,1.76323264,0.00201862,0.02826400,0.52164778,0.52780855,0.02396910,1.13918805,0.28238228,0.08269827
-5.46573287,1.78857806,0.00217496,0.02808029,0.52847484,0.53789119,0.02428130,1.15605156,0.28675239,0.08315555
-5.45972986,1.80940829,0.00234675,0.02771422,0.53510567,0.54629153,0.02445287,1.17049595,0.29102630,0.08341599
-5.45372686,1.82593020,0.00253577,0.02717451,0.54158166,0.55306656,0.02448346,1.18264354,0.29523279,0.08349123
-5.44772386,1.83841698,0.00274367,0.02647333,0.54793348,0.55830627,0.02437588,1.19264537,0.29939603,0.08339535
-5.44172086,1.84718773,0.00297191,0.02562586,0.55417577,0.56212744,0.02413604,1.20066825,0.30353229,0.08314399
-5.43571786,1.85258494,0.00322155,0.02464977,0.56030220,0.56466625,0.02377265,1.20688092,0.30764683,0.08275341
-5.42971486,1.85495153,0.00349327,0.02356465,0.56628148,0.56607005,0.02329693,1.21144054,0.31173122,0.08223961
-5.42371186,1.85460875,0.00378716,0.02239135,0.57205461,0.56648877,0.02272214,1.21448010,0.31576128,0.08161745
-5.41770885,1.85183650,0.00410274,0.02115135,0.57753370,0.56606647,0.02206311,1.21609804,0.31969585,0.08089998
-5.41170585,1.84685728,0.00443876,0.01986615,0.58260264,0.56493354,0.02133566,1.21635048,0.32347657,0.08009789
-5.40570285,1.83982491,0.00479325,0.01855664,0.58711976,0.56319988,0.02055602,1.21524688,0.32702871,0.07921928
-5.39969985,1.83081869,0.00516344,0.01724261,0.59092238,0.56094963,0.01974032,1.21274946,0.33026316,0.07826960
-5.39369685,1.81984349,0.00554574,0.01594228,0.59383324,0.55823760,0.01890401,1.20877639,0.33307942,0.07725189
-5.38769385,1.80683565,0.00593582,0.01467197,0.59566846,0.55508758,0.01806142,1.20320882,0.33536967,0.07616727
-5.38169085,1.79167449,0.00632861,0.01344581,0.59624673,0.55149275,0.01722535,1.19590122,0.33702343,0.07501563
-5.37568784,1.77419852,0.00671844,0.01227564,0.59539915,0.54741794,0.01640678,1.18669441,0.33793300,0.07379654
-5.36968484,1.75422548,0.00709913,0.01117091,0.59297938,0.54280379,0.01561468,1.17543073,0.33799893,0.07251019
-5.36368184,1.73157488,0.00746418,0.01013875,0.58887333,0.53757233,0.01485588,1.16197008,0.33713571,0.07115849
-5.35767884,1.70609153,0.00780692,0.00918408,0.58300802,0.53163386,0.01413511,1.14620617,0.33527696,0.06974606
-5.35167584,1.67766884,0.00812069,0.00830979,0.57535897,0.52489446,0.01345510,1.12808182,0.33238008,0.06828119
-5.34567284,1.64627016,0.00839908,0.00751697,0.56595583,0.51726396,0.01281673,1.10760236,0.32843010,0.06677663
-5.33966983,1.61194710,0.00863614,0.00680519,0.55488570,0.50866369,0.01221931,1.08484643,0.32344237,0.06525015
-5.33366683,1.57485344,0.00882652,0.00617278,0.54229417,0.49903365,0.01166088,1.05997333,0.31746405,0.06372485
-5.32766383,1.53525407,0.00896573,0.00561710,0.52838378,0.48833877,0.01113851,1.03322662,0.31057429,0.06222922
-5.32166083,1.49352809,0.00905022,0.00513484,0.51340999,0.47657384,0.01064868,1.00493349,0.30288310,0.06079681
-5.31565783,1.45016594,0.00907759,0.00472225,0.49767491,0.46376682,0.01018754,0.97550009,0.29452883,0.05946569
-5.30965483,1.40576072,0.00904661,0.00437534,0.48151884,0.44998054,0.00975128,0.94540275,0.28567452,0.05827753
-5.30365183,1.36099391,0.00895731,0.00409011,0.46531028,0.43531254,0.00933634,0.91517570,0.27650325,0.05727643
-5.29764882,1.31661618,0.00881095,0.00386262,0.44943449,0.41989316,0.00893964,0.88539559,0.26721255,0.05650762
-5.29164582,1.27342436,0.00861002,0.00368913,0.43428145,0.40388207,0.00855874,0.85666373,0.25800829,0.05601582
-5.28564282,1.23223537,0.00835813,0.00356614,0.42023338,0.38746331,0.00819190,0.82958672,0.24909827,0.05584369
-5.27963982,1.19385858,0.00805986,0.00349041,0.40765259,0.37083925,0.00783816,0.80475634,0.24068569,0.05603011
-5.27363682,1.15906765,0.00772069,0.00345892,0.39687001,0.35422368,0.00749729,0.78272963,0.23296280,0.05660852
-5.26763382,1.12857333,0.00734672,0.00346886,0.38817483,0.33783445,0.00716972,0.76400999,0.22610509,0.05760542
-5.26163082,1.10299822,0.00694455,0.00351757,0.38180568,0.32188606,0.00685645,0.74903004,0.22026606,0.05903902
-5.25562781,1.08285470,0.00652102,0.00360244,0.37794365,0.30658242,0.00655890,0.73813706,0.21557289,0.06091811
-5.24962481,1.06852693,0.00608306,0.00372088,0.37670736,0.29211023,0.00627880,0.73158145,0.21212307,0.06324127
-5.24362181,1.06025760,0.00563745,0.00387024,0.37815008,0.27863323,0.00601795,0.72950873,0.20998211,0.06599637
-5.23761881,1.05813991,0.00519066,0.00404774,0.38225925,0.26628750,0.00577816,0.73195525,0.20918240,0.06916046
-5.23161581,1.06211505,0.00474869,0.00425042,0.38895794,0.25517803,0.00556106,0.73884773,0.20972322,0.07270007
-5.22561281,1.07197505,0.00431694,0.00447515,0.39810847,0.24537656,0.00536796,0.75000658,0.21157172,0.07657178
-5.21960980,1.08737075,0.00390012,0.00471860,0.40951770,0.23692079,0.00519982,0.76515264,0.21466496,0.08072326
-5.21360680,1.10782441,0.00350220,0.00497723,0.42294387,0.22981490,0.00505710,0.78391694,0.21891275,0.08509457
-5.20760380,1.13274614,0.00312632,0.00524736,0.43810460,0.22403120,0.00493981,0.80585311,0.22420114,0.08961965
-5.20160080,1.16145339,0.00277487,0.00552521,0.45468560,0.21951278,0.00484740,0.83045147,0.23039642,0.09422815
-5.19559780,1.19319236,0.00244944,0.00580691,0.47234983,0.21617698,0.00477887,0.85715452,0.23734939,0.09884727
-5.18959480,1.22716049,0.00215090,0.00608863,0.49074664,0.21391949,0.00473273,0.88537271,0.24489972,0.10340364
-5.18359180,1.26252889,0.00187948,0.00636664,0.50952054,0.21261870,0.00470711,0.91450016,0.25288019,0.10782523
-5.17758879,1.29846384,0.00163483,0.00663736,0.52831934,0.21214031,0.00469979,0.94392948,0.26112075,0.11204312
-5.17158579,1.33414654,0.00141610,0.00689746,0.54680127,0.21234176,0.00470828,0.97306520,0.26945212,0.11599301
-5.16558279,1.36879048,0.00122208,0.00714394,0.56464111,0.21307646,0.00472992,1.00133554,0.27770894,0.11961664
-5.15957979,1.40165609,0.00105124,0.00737415,0.58153503,0.21419771,0.00476195,1.02820213,0.28573243,0.12286280
-5.15357679,1.43206225,0.00090184,0.00758593,0.59720428,0.21556205,0.00480157,1.05316757,0.29337248,0.12568817
-5.14757379,1.45939502,0.00077201,0.00777757,0.61139766,0.21703218,0.00484602,1.07578112,0.30048926,0.12805774
-5.14157079,1.48311346,0.00065985,0.00794793,0.62389308,0.21847936,0.00489269,1.09564235,0.30695441,0.12994508
-5.13556778,1.50275315,0.00056343,0.00809645,0.63449822,0.21978532,0.00493910,1.11240342,0.31265186,0.13133230
-5.12956478,1.51792783,0.00048092,0.00822318,0.64305072,0.22084375,0.00498301,1.12577007,0.31747845,0.13220979
-5.12356178,1.52832976,0.00041056,0.00832883,0.64941793,0.22156148,0.00502247,1.13550196,0.32134447,0.13257588
-5.11755878,1.53372934,0.00035073,0.00841480,0.65349664,0.22185940,0.00505583,1.14141264,0.32417409,0.13243636
-5.11155578,1.53397453,0.00029994,0.00848325,0.65521290,0.22167321,0.00508181,1.14336955,0.32590594,0.13180396
-5.10555278,1.52899052,0.00025689,0.00853706,0.65452210,0.22095404,0.00509952,1.14129433,0.32649382,0.13069790
-5.09954977,1.51877987,0.00022041,0.00857994,0.65140938,0.21966909,0.00510851,1.13516362,0.32590755,0.12914340
-5.09354677,1.50342324,0.00018948,0.00861642,0.64589041,0.21780222,0.00510878,1.12501037,0.32413390,0.12717128
-5.08754377,1.48308075,0.00016326,0.00865188,0.63801245,0.21535450,0.00510080,1.11092558,0.32117774,0.12481770
-5.08154077,1.45799348,0.00014103,0.00869255,0.62785553,0.21234474,0.00508555,1.09306022,0.31706302,0.12212385
-5.07553777,1.42848502,0.00012218,0.00874551,0.61553367,0.20880990,0.00506449,1.07162709,0.31183374,0.11913574
-5.06953477,1.39496241,0.00010622,0.00881864,0.60119574,0.20480542,0.00503958,1.04690222,0.30555467,0.11590401
-5.06353177,1.35791591,0.00009278,0.00892054,0.58502586,0.20040517,0.00501324,1.01922525,0.29831163,0.11248369
-5.05752876,1.31791721,0.00008154,0.00906043,0.56724306,0.19570121,0.00498831,0.98899868,0.29021130,0.10893380
-5.05152576,1.27561547,0.00007226,0.00924798,0.54809994,0.19080309,0.00496801,0.95668526,0.28138040,0.10531698
-5.04552276,1.23173083,0.00006477,0.00949312,0.52788027,0.18583677,0.00495582,0.92280359,0.27196423,0.10169885
-5.03951976,1.18704524,0.00005896,0.00980576,0.50689539,0.18094297,0.00495544,0.88792155,0.26212439,0.09814719
-5.03351676,1.14239046,0.00005473,0.01019555,0.48547934,0.17627508,0.00497063,0.85264758,0.25203590,0.09473102
-5.02751376,1.09863348,0.00005204,0.01067150,0.46398294,0.17199663,0.00500510,0.81762004,0.24188354,0.09151939
-5.02151076,1.05665954,0.00005089,0.01124164,0.44276685,0.16827821,0.00506239,0.78349472,0.23185771,0.08858009
-5.01550775,1.01735343,0.00005130,0.01191268,0.42219386,0.16529420,0.00514567,0.75093104,0.22214982,0.08597820
-5.00950475,0.98157962,0.00005329,0.01268959,0.40262072,0.16321908,0.00525769,0.72057739,0.21294738,0.08377459
-5.00350175,0.95016195,0.00005693,0.01357528,0.38438983,0.16222372,0.00540054,0.69305611,0.20442907,0.08202440
-4.99749875,0.92386375,0.00006230,0.01457031,0.36782098,0.16247157,0.00557565,0.66894873,0.19675990,0.08077560
-4.99149575,0.90336924,0.00006949,0.01567257,0.35320378,0.16411505,0.00578361,0.64878218,0.19008660,0.08006770
-4.98549275,0.88926688,0.00007859,0.01687719,0.34079071,0.16729212,0.00602412,0.63301630,0.18453363,0.07993065
-4.97948974,0.88203549,0.00008970,0.01817639,0.33079137,0.17212330,0.00629601,0.62203342,0.18019972,0.08038399
-4.97348674,0.88203366,0.00010293,0.01955954,0.32336799,0.17870916,0.00659721,0.61613017,0.17715526,0.08143637
-4.96748374,0.88949282,0.00011837,0.02101330,0.31863234,0.18712840,0.00692477,0.61551200,0.17544052,0.08308542
-4.96148074,0.90451441,0.00013611,0.02252186,0.31664423,0.19743661,0.00727503,0.62029046,0.17506480,0.08531793
-4.95547774,0.92707094,0.00015621,0.02406736,0.31741152,0.20966575,0.00764367,0.63048335,0.17600656,0.08811049
-4.94947474,0.95701116,0.00017870,0.02563035,0.32089156,0.22382437,0.00802590,0.64601769,0.17821446,0.09143040
-4.94347174,0.99406877,0.00020359,0.02719040,0.32699413,0.23989853,0.00841662,0.66673515,0.18160925,0.09523697
-4.93746873,1.03787442,0.00023083,0.02872672,0.33558543,0.25785342,0.00881065,0.69239990,0.18608644,0.09948303
-4.93146573,1.08797039,0.00026033,0.03021890,0.34649320,0.27763561,0.00920289,0.72270831,0.19151970,0.10411664
-4.92546273,1.14382723,0.00029196,0.03164763,0.35951251,0.29917577,0.00958858,0.75730006,0.19776470,0.10908289
-4.91945973,1.20486167,0.00032551,0.03299538,0.37441214,0.32239176,0.00996338,0.79577028,0.20466343,0.11432575
-4.91345673,1.27045500,0.00036071,0.03424707,0.39094117,0.34719200,0.01032363,0.83768208,0.21204867,0.11978984
-4.90745373,1.33997111,0.00039724,0.03539063,0.40883562,0.37347881,0.01066638,0.88257905,0.21974862,0.12542202
-4.90145073,1.41277340,0.00043470,0.03641745,0.42782482,0.40115168,0.01098950,0.92999713,0.22759137,0.13117282
-4.89544772,1.48823987,0.00047264,0.03732268,0.44763742,0.43011010,0.01129171,0.97947546,0.23540918,0.13699746
-4.88944472,1.56577574,0.00051056,0.03810540,0.46800671,0.46025600,0.01157249,1.03056570,0.24304244,0.14285664
-4.88344172,1.64482309,0.00054793,0.03876855,0.48867522,0.49149535,0.01183209,1.08283963,0.25034314,0.14871685
-4.87743872,1.72486711,0.00058416,0.03931877,0.50939840,0.52373900,0.01207129,1.13589456,0.25717771,0.15455035
-4.87143572,1.80543880,0.00061866,0.03976599,0.52994744,0.55690248,0.01229134,1.18935658,0.26342938,0.16033470
-4.86543272,1.88611408,0.00065084,0.04012293,0.55011101,0.59090484,0.01249369,1.24288149,0.26899972,0.16605199
-4.85942971,1.96650934,0.00068013,0.04040438,0.56969620,0.62566641,0.01267982,1.29615349,0.27380957,0.17168774
-4.85342671,2.04627404,0.00070596,0.04062648,0.58852841,0.66110564,0.01285101,1.34888186,0.27779929,0.17722951
-4.84742371,2.12508057,0.00072786,0.04080587,0.60645062,0.69713504,0.01300817,1.40079582,0.28092831,0.18266542
-4.84142071,2.20261235,0.00074537,0.04095879,0.62332191,0.73365664,0.01315163,1.45163812,0.28317418,0.18798254
-4.83541771,2.27855076,0.00075815,0.04110028,0.63901557,0.77055695,0.01328103,1.50115771,0.28453104,0.19316537
-4.82941471,2.35256212,0.00076594,0.04124330,0.65341688,0.80770207,0.01339526,1.54910211,0.28500770,0.19819437
-4.82341171,2.42428536,0.00076857,0.04139814,0.66642082,0.84493312,0.01349236,1.59521020,0.28462553,0.20304481
-4.81740870,2.49332169,0.00076599,0.04157173,0.67792994,0.88206240,0.01356965,1.63920577,0.28341599,0.20768586
-4.81140570,2.55922704,0.00075826,0.04176732,0.68785248,0.91887080,0.01362372,1.68079270,0.28141835,0.21208012
-4.80540270,2.62150803,0.00074553,0.04198417,0.69610107,0.95510661,0.01365066,1.71965219,0.27867728,0.21618353
-4.79939970,2.67962228,0.00072807,0.04221757,0.70259198,0.99048620,0.01364618,1.75544234,0.27524074,0.21994582
-4.79339670,2.73298326,0.00070624,0.04245897,0.70724516,1.02469669,0.01360586,1.78780061,0.27115814,0.22331141
-4.78739370,2.78096991,0.00068048,0.04269632,0.70998509,1.05740060,0.01352540,1.81634905,0.26647878,0.22622076
-4.78139070,2.82294091,0.00065130,0.04291460,0.71074240,1.08824267,0.01340087,1.84070241,0.26125082,0.22861210
-4.77538769,2.85825290,0.00061929,0.04309648,0.70945621,1.11685840,0.01322893,1.86047876,0.25552053,0.23042361
-4.76938469,2.88628223,0.00058504,0.04322314,0.70607718,1.14288420,0.01300709,1.87531233,0.24933203,0.23159574
-4.76338169,2.90644890,0.00054919,0.04327510,0.70057094,1.16596860,0.01273386,1.88486777,0.24272747,0.23207371
-4.75737869,2.91824167,0.00051238,0.04323316,0.69292181,1.18578404,0.01240889,1.88885535,0.23574746,0.23181004
-4.75137569,2.92124294,0.00047526,0.04307932,0.68313663,1.20203863,0.01203307,1.88704611,0.22843182,0.23076698
-4.74537269,2.91515197,0.00043844,0.04279762,0.67124827,1.21448719,0.01160856,1.87928614,0.22082053,0.22891867
-4.73936968,2.89980514,0.00040252,0.04237496,0.65731876,1.22294106,0.01113875,1.86550915,0.21295472,0.22625302
-4.73336668,2.87519205,0.00036808,0.04180178,0.64144170,1.22727602,0.01062814,1.84574661,0.20487775,0.22277313
-4.72736368,2.84146639,0.00033563,0.04107255,0.62374380,1.22743791,0.01008228,1.82013467,0.19663611,0.21849815
-4.72136068,2.79895086,0.00030566,0.04018618,0.60438538,1.22344557,0.00950751,1.78891751,0.18828025,0.21346361
-4.71535768,2.74813578,0.00027862,0.03914617,0.58355970,1.21539096,0.00891078,1.75244672,0.17986507,0.20772121
-4.70935468,2.68967140,0.00025493,0.03796064,0.56149115,1.20343645,0.00829944,1.71117670,0.17145023,0.20133790
-4.70335168,2.62435401,0.00023497,0.03664209,0.53843221,1.18780940,0.00768099,1.66565620,0.16310009,0.19439451
-4.69734867,2.55310677,0.00021909,0.03520715,0.51465936,1.16879432,0.00706281,1.61651629,0.15488333,0.18698387
-4.69134567,2.47695588,0.00020762,0.03367598,0.49046801,1.14672321,0.00645201,1.56445538,0.14687226,0.17920848
-4.68534267,2.39700347,0.00020088,0.03207172,0.46616662,1.12196441,0.00585519,1.51022190,0.13914180,0.17117793
-4.67933967,2.31439830,0.00019916,0.03041976,0.44207025,1.09491074,0.00527830,1.45459539,0.13176826,0.16300606
-4.67333667,2.23030560,0.00020276,0.02874694,0.41849370,1.06596748,0.00472648,1.39836685,0.12482782,0.15480805
-4.66733367,2.14587736,0.00021194,0.02708074,0.39574456,1.03554073,0.00420403,1.34231905,0.11839488,0.14669760
-4.66133067,2.06222414,0.00022696,0.02544850,0.37411629,1.00402683,0.00371432,1.28720764,0.11254029,0.13878408
-4.65532766,1.98038944,0.00024806,0.02387660,0.35388161,0.97180303,0.00325979,1.23374360,0.10732952,0.13117006
-4.64932466,1.90132728,0.00027545,0.02238977,0.33528635,0.93921991,0.00284198,1.18257759,0.10282080,0.12394901
-4.64332166,1.82588356,0.00030928,0.02101040,0.31854393,0.90659563,0.00246159,1.13428660,0.09906333,0.11720341
