energy_ev,total_up,Al_p_up,Al_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,2.62547372,0.13737888,0.00000000,2.19620954,1.22096880,0.94945502,0.00000000
-5.99399700,2.63513764,0.13615360,0.00000000,2.20887609,1.22389011,0.95682942,0.00000000
-5.98799400,2.64340688,0.13485299,0.00000000,2.22480585,1.22562144,0.96335537,0.00000000
-5.98199100,2.65138599,0.13356130,0.00000000,2.24474285,1.22672908,0.96937735,0.00000000
-5.97598799,2.66006780,0.13236170,0.00000000,2.26920955,1.22774768,0.97520120,0.00000000
-5.96998499,2.67027615,0.13133277,0.00000000,2.29846843,1.22915138,0.98107403,0.00000000
-5.96398199,2.68261564,0.13054513,0.00000000,2.33249369,1.23132748,0.98716696,0.00000000
-5.95797899,2.69743136,0.13005812,0.00000000,2.37095457,1.23455410,0.99356176,0.00000000
-5.95197599,2.71478083,0.12991691,0.00000000,2.41321183,1.23898304,1.00024210,0.00000000
-5.94597299,2.73442006,0.13015013,0.00000000,2.45832802,1.24462873,1.00709018,0.00000000
-5.93996998,2.75580474,0.13076812,0.00000000,2.50509161,1.25136417,1.01388885,0.00000000
-5.93396698,2.77810674,0.13176187,0.00000000,2.55205435,1.25892398,1.02032941,0.00000000
-5.92796398,2.80024543,0.13310290,0.00000000,2.59758060,1.26691449,1.02602451,0.00000000
-5.92196098,2.82093245,0.13474388,0.00000000,2.63990654,1.27483060,1.03052584,0.00000000
-5.91595798,2.83872765,0.13662016,0.00000000,2.67720685,1.28207834,1.03334533,0.00000000
-5.90995498,2.85210368,0.13865211,0.00000000,2.70766573,1.28800232,1.03397911,0.00000000
-5.90395198,2.85951584,0.14074811,0.00000000,2.72954916,1.29191638,1.03193268,0.00000000
-5.89794897,2.85947382,0.14280825,0.00000000,2.74127493,1.29313626,1.02674616,0.00000000
-5.89194597,2.85061182,0.14472839,0.00000000,2.74147715,1.29101245,1.01801815,0.00000000
-5.88594297,2.83175360,0.14640453,0.00000000,2.72906233,1.28496176,1.00542716,0.00000000
-5.87993997,2.80196943,0.14773728,0.00000000,2.70325443,1.27449616,0.98874935,0.00000000
-5.87393697,2.76062237,0.14863625,0.00000000,2.66362684,1.25924760,0.96787191,0.00000000
-5.86793397,2.70740202,0.14902416,0.00000000,2.61012017,1.23898768,0.94280145,0.00000000
-5.86193097,2.64234445,0.14884049,0.00000000,2.54304519,1.21364168,0.91366711,0.00000000
-5.85592796,2.56583794,0.14804462,0.00000000,2.46307120,1.18329625,0.88071846,0.00000000
-5.84992496,2.47861475,0.14661815,0.00000000,2.37120091,1.14820090,0.84431849,0.00000000
-5.84392196,2.38173001,0.14456660,0.00000000,2.26873335,1.10876343,0.80493218,0.00000000
-5.83791896,2.27652928,0.14192013,0.00000000,2.15721698,1.06553979,0.76311150,0.00000000
-5.83191596,2.16460673,0.13873354,0.00000000,2.03839565,1.01921917,0.71947764,0.00000000
-5.82591296,2.04775647,0.13508534,0.00000000,1.91415003,0.97060509,0.67470149,0.00000000
-5.81990995,1.92791929,0.13107618,0.00000000,1.78643742,0.92059364,0.62948337,0.00000000
-5.81390695,1.80712750,0.12682645,0.00000000,1.65723257,0.87014970,0.58453286,0.00000000
-5.80790395,1.68745001,0.12247339,0.00000000,1.52847195,0.82028234,0.54054960,0.00000000
-5.80190095,1.57093972,0.11816764,0.00000000,1.40200353,0.77201998,0.49820577,0.00000000
-5.79589795,1.45958493,0.11406945,0.00000000,1.27954357,0.72638644,0.45813076,0.00000000
-5.78989495,1.35526584,0.11034453,0.00000000,1.16264149,0.68437810,0.42089823,0.00000000
-5.78389195,1.25971702,0.10715986,0.00000000,1.05265343,0.64694287,0.38701593,0.00000000
-5.77788894,1.17449612,0.10467932,0.00000000,0.95072439,0.61496102,0.35691799,0.00000000
-5.77188594,1.10095879,0.10305939,0.00000000,0.85777861,0.58922813,0.33095983,0.00000000
-5.76588294,1.04023935,0.10244493,0.00000000,0.77451737,0.57043999,0.30941507,0.00000000
-5.75987994,0.99323682,0.10296513,0.00000000,0.70142317,0.55917947,0.29247444,0.00000000
-5.75387694,0.96060544,0.10472975,0.00000000,0.63876915,0.55590521,0.28024607,0.00000000
-5.74787394,0.94274909,0.10782563,0.00000000,0.58663227,0.56094196,0.27275696,0.00000000
-5.74187094,0.93981889,0.11231360,0.00000000,0.54490937,0.57447256,0.26995532,0.00000000
-5.73586793,0.95171365,0.11822590,0.00000000,0.51333458,0.59653162,0.27171347,0.00000000
-5.72986493,0.97808275,0.12556410,0.00000000,0.49149760,0.62700085,0.27783120,0.00000000
-5.72386193,1.01833153,0.13429772,0.00000000,0.47886169,0.66560654,0.28803960,0.00000000
-5.71785893,1.07162927,0.14436356,0.00000000,0.47478135,0.71191929,0.30200523,0.00000000
-5.71185593,1.13692025,0.15566588,0.00000000,0.47851903,0.76535646,0.31933491,0.00000000
-5.70585293,1.21293824,0.16807748,0.00000000,0.48926118,0.82518781,0.33958120,0.00000000
-5.69984992,1.29822511,0.18144181,0.00000000,0.50613353,0.89054477,0.36224873,0.00000000
-5.69384692,1.39115401,0.19557607,0.00000000,0.52821604,0.96043366,0.38680165,0.00000000
-5.68784392,1.48995752,0.21027531,0.00000000,0.55455757,1.03375303,0.41267217,0.00000000
-5.68184092,1.59276106,0.22531767,0.00000000,0.58419090,1.10931544,0.43927053,0.00000000
-5.67583792,1.69762127,0.24047035,0.00000000,0.61614798,1.18587323,0.46599609,0.00000000
-5.66983492,1.80256921,0.25549655,0.00000000,0.64947582,1.26214812,0.49224972,0.00000000
-5.66383192,1.90565729,0.27016282,0.00000000,0.68325293,1.33686393,0.51744705,0.00000000
-5.65782891,2.00500899,0.28424699,0.00000000,0.71660608,1.40878146,0.54103241,0.00000000
-5.65182591,2.09886976,0.29754596,0.00000000,0.74872723,1.47673458,0.56249294,0.00000000
-5.64582291,2.18565736,0.30988344,0.00000000,0.77889003,1.53966597,0.58137250,0.00000000
-5.63981991,2.26400969,0.32111706,0.00000000,0.80646547,1.59666141,0.59728469,0.00000000
-5.63381691,2.33282802,0.33114461,0.00000000,0.83093593,1.64698085,0.60992455,0.00000000
-5.62781391,2.39131363,0.33990916,0.00000000,0.85190707,1.69008502,0.61907836,0.00000000
-5.62181091,2.43899615,0.34740271,0.00000000,0.86911680,1.72565618,0.62463100,0.00000000
-5.61580790,2.47575175,0.35366816,0.00000000,0.88244089,1.75361197,0.62657053,0.00000000
-5.60980490,2.50181036,0.35879954,0.00000000,0.89189472,1.77411143,0.62498959,0.00000000
-5.60380190,2.51775093,0.36294037,0.00000000,0.89763088,1.78755280,0.62008359,0.00000000
-5.59779890,2.52448482,0.36628015,0.00000000,0.89993259,1.79456291,0.61214548,0.00000000
-5.59179590,2.52322744,0.36904915,0.00000000,0.89920299,1.79597844,0.60155731,0.00000000
-5.58579290,2.51545937,0.37151164,0.00000000,0.89595076,1.79281967,0.58877882,0.00000000
-5.57978989,2.50287813,0.37395791,0.00000000,0.89077241,1.78625772,0.57433343,0.00000000
-5.57378689,2.48734272,0.37669523,0.00000000,0.88433215,1.77757667,0.55879200,0.00000000
-5.56778389,2.47081285,0.38003839,0.00000000,0.87734003,1.76813189,0.54275519,0.00000000
-5.56178089,2.45528562,0.38429989,0.00000000,0.87052930,1.75930644,0.52683474,0.00000000
-5.55577789,2.44273188,0.38978048,0.00000000,0.86463395,1.75246719,0.51163458,0.00000000
-5.54977489,2.43503484,0.39676026,0.00000000,0.86036741,1.74892241,0.49773227,0.00000000
-5.54377189,2.43393341,0.40549067,0.00000000,0.85840310,1.74988247,0.48566149,0.00000000
-5.53776888,2.44097203,0.41618773,0.00000000,0.85935776,1.75642503,0.47589617,0.00000000
-5.53176588,2.45745904,0.42902676,0.00000000,0.86377792,1.76946594,0.46883673,0.00000000
-5.52576288,2.48443463,0.44413861,0.00000000,0.87213005,1.78973679,0.46479893,0.00000000
-5.51975988,2.52264931,0.46160757,0.00000000,0.88479451,1.81776959,0.46400565,0.00000000
-5.51375688,2.57255323,0.48147086,0.00000000,0.90206314,1.85388899,0.46658190,0.00000000
-5.50775388,2.63429636,0.50371968,0.00000000,0.92414045,1.89821182,0.47255300,0.00000000
-5.50175088,2.70773871,0.52830153,0.00000000,0.95114788,1.95065373,0.48184631,0.00000000
-5.49574787,2.79246998,0.55512374,0.00000000,0.98313046,2.01094212,0.49429602,0.00000000
-5.48974487,2.88783709,0.58405778,0.00000000,1.02006548,2.07863476,0.50965114,0.00000000
-5.48374187,2.99297835,0.61494423,0.00000000,1.06187211,2.15314283,0.52758619,0.00000000
-5.47773887,3.10686232,0.64759799,0.00000000,1.10842147,2.23375743,0.54771430,0.00000000
-5.47173587,3.22832982,0.68181353,0.00000000,1.15954627,2.31967826,0.56960225,0.00000000
-5.46573287,3.35613710,0.71736997,0.00000000,1.21504947,2.41004331,0.59278684,0.00000000
-5.45972986,3.48899872,0.75403572,0.00000000,1.27471142,2.50395846,0.61679206,0.00000000
-5.45372686,3.62562827,0.79157255,0.00000000,1.33829506,2.60052586,0.64114647,0.00000000
-5.44772386,3.76477578,0.82973908,0.00000000,1.40554905,2.69887013,0.66539999,0.00000000
-5.44172086,3.90526060,0.86829360,0.00000000,1.47620869,2.79816174,0.68913969,0.00000000
-5.43571786,4.04599884,0.90699621,0.00000000,1.54999497,2.89763688,0.71200378,0.00000000
-5.42971486,4.18602496,0.94561056,0.00000000,1.62661189,2.99661338,0.73369344,0.00000000
-5.42371186,4.32450704,0.98390506,0.00000000,1.70574256,3.09450258,0.75398194,0.00000000
-5.41770885,4.46075590,1.02165397,0.00000000,1.78704481,3.19081702,0.77272072,0.00000000
-5.41170585,4.59422829,1.05863828,0.00000000,1.87014669,3.28517407,0.78984231,0.00000000
-5.40570285,4.72452468,1.09464687,0.00000000,1.95464270,3.37729593,0.80535989,0.00000000
-5.39969985,4.85138221,1.12947771,0.00000000,2.04009137,3.46700610,0.81936362,0.00000000
-5.39369685,4.97466381,1.16293956,0.00000000,2.12601463,3.55422306,0.83201398,0.00000000
-5.38769385,5.09434403,1.19485396,0.00000000,2.21189943,3.63895138,0.84353232,0.00000000
-5.38169085,5.21049265,1.22505763,0.00000000,2.29720194,3.72127101,0.85418918,0.00000000
-5.37568784,5.32325680,1.25340523,0.00000000,2.38135422,3.80132495,0.86429086,0.00000000
-5.36968484,5.43284214,1.27977224,0.00000000,2.46377338,3.87930593,0.87416475,0.00000000
-5.36368184,5.53949387,1.30405795,0.00000000,2.54387272,3.95544228,0.88414421,0.00000000
-5.35767884,5.64347782,1.32618815,0.00000000,2.62107450,4.02998340,0.89455341,0.00000000
-5.35167584,5.74506202,1.34611750,0.00000000,2.69482346,4.10318498,0.90569288,0.00000000
-5.34567284,5.84449890,1.36383116,0.00000000,2.76460045,4.17529418,0.91782626,0.00000000
-5.33966983,5.94200829,1.37934560,0.00000000,2.82993529,4.24653493,0.93116865,0.00000000
-5.33366683,6.03776126,1.39270835,0.00000000,2.89041808,4.31709353,0.94587710,0.00000000
-5.32766383,6.13186488,1.40399665,0.00000000,2.94570809,4.38710475,0.96204331,0.00000000
-5.32166083,6.22434818,1.41331488,0.00000000,2.99553992,4.45663876,0.97968895,0.00000000
-5.31565783,6.31514953,1.42079091,0.00000000,3.03972621,4.52568914,0.99876344,0.00000000
-5.30965483,6.40410570,1.42657146,0.00000000,3.07815696,4.59416253,1.01914441,0.00000000
-5.30365183,6.49094336,1.43081669,0.00000000,3.11079546,4.66187035,1.04064058,0.00000000
-5.29764882,6.57527332,1.43369430,0.00000000,3.13767112,4.72852318,1.06299690,0.00000000
-5.29164582,6.65658848,1.43537349,0.00000000,3.15886983,4.79372839,1.08590178,0.00000000
-5.28564282,6.73426586,1.43601906,0.00000000,3.17452250,4.85699159,1.10899611,0.00000000
-5.27963982,6.80757364,1.43578612,0.00000000,3.18479279,4.91772234,1.13188370,0.00000000
-5.27363682,6.87568340,1.43481554,0.00000000,3.18986486,4.97524446,1.15414285,0.00000000
-5.26763382,6.93768813,1.43323064,0.00000000,3.18993220,5.02881112,1.17533870,0.00000000
-5.26163082,6.99262580,1.43113511,0.00000000,3.18518831,5.07762466,1.19503594,0.00000000
-5.25562781,7.03950831,1.42861243,0.00000000,3.17582016,5.12086069,1.21281164,0.00000000
-5.24962481,7.07735521,1.42572665,0.00000000,3.16200473,5.15769596,1.22826771,0.00000000
-5.24362181,7.10523114,1.42252469,0.00000000,3.14390916,5.18733915,1.24104283,0.00000000
-5.23761881,7.12228583,1.41903972,0.00000000,3.12169449,5.20906341,1.25082339,0.00000000
-5.23161581,7.12779494,1.41529565,0.00000000,3.09552268,5.22223936,1.25735328,0.00000000
-5.22561281,7.12120030,1.41131228,0.00000000,3.06556668,5.22636731,1.26044218,0.00000000
-5.21960980,7.10214744,1.40711085,0.00000000,3.03202260,5.22110706,1.25997224,0.00000000
-5.21360680,7.07051881,1.40271967,0.00000000,2.99512341,5.20630395,1.25590290,0.00000000
-5.20760380,7.02646102,1.39817951,0.00000000,2.95515303,5.18200988,1.24827374,0.00000000
-5.20160080,6.97040437,1.39354831,0.00000000,2.91245997,5.14849819,1.23720531,0.00000000
-5.19559780,6.90307385,1.38890527,0.00000000,2.86746948,5.10627142,1.22289783,0.00000000
