energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.62181091,4.68970105,-4.68970098,0.06733455,-0.06733455,0.75553205,-0.75553197,1.52122968,-1.52122972,1.67229519,-1.67229505,0.57098661,-0.57098664,0.00000000,-0.00000000,1.95615362,-1.95615372,0.00000000,-0.00000000
-5.61580790,4.61840565,-4.61840556,0.06455051,-0.06455051,0.77299503,-0.77299494,1.46452202,-1.46452207,1.69487153,-1.69487137,0.53695260,-0.53695263,0.00000000,-0.00000000,1.87974871,-1.87974880,0.00000000,-0.00000000
-5.60980490,4.55403037,-4.55403026,0.06180360,-0.06180361,0.79336082,-0.79336072,1.40742449,-1.40742453,1.72291477,-1.72291459,0.50160958,-0.50160962,0.00000000,-0.00000000,1.80328554,-1.80328563,0.00000000,-0.00000000
-5.60380190,4.49832986,-4.49832972,0.05915018,-0.05915018,0.81654179,-0.81654169,1.35077407,-1.35077411,1.75648402,-1.75648382,0.46550588,-0.46550593,0.00000000,-0.00000000,1.72809851,-1.72809859,0.00000000,-0.00000000
-5.59779890,4.45261098,-4.45261081,0.05663953,-0.05663953,0.84234240,-0.84234229,1.29537914,-1.29537917,1.79539245,-1.79539224,0.42917211,-0.42917215,0.00000000,-0.00000000,1.65540240,-1.65540247,0.00000000,-0.00000000
-5.59179590,4.41768115,-4.41768096,0.05431251,-0.05431251,0.87046097,-0.87046085,1.24198774,-1.24198776,1.83920745,-1.83920723,0.39310743,-0.39310747,0.00000000,-0.00000000,1.58625337,-1.58625344,0.00000000,-0.00000000
-5.58579290,4.39382330,-4.39382308,0.05220049,-0.05220050,0.90049685,-0.90049673,1.19126128,-1.19126130,1.88726275,-1.88726252,0.35776799,-0.35776803,0.00000000,-0.00000000,1.52151895,-1.52151901,0.00000000,-0.00000000
-5.57978989,4.38079821,-4.38079798,0.05032468,-0.05032469,0.93196287,-0.93196275,1.14375477,-1.14375479,1.93868236,-1.93868213,0.32355787,-0.32355791,0.00000000,-0.00000000,1.46185794,-1.46185799,0.00000000,-0.00000000
-5.57378689,4.37787411,-4.37787387,0.04869587,-0.04869587,0.96430250,-0.96430238,1.09990410,-1.09990411,1.99241528,-1.99241505,0.29082262,-0.29082266,0.00000000,-0.00000000,1.40771092,-1.40771096,0.00000000,-0.00000000
-5.56778389,4.38388120,-4.38388095,0.04731458,-0.04731458,0.99691113,-0.99691101,1.06002050,-1.06002050,2.04727953,-2.04727930,0.25984547,-0.25984551,0.00000000,-0.00000000,1.35930106,-1.35930109,0.00000000,-0.00000000
-5.56178089,4.39728808,-4.39728783,0.04617158,-0.04617159,1.02916043,-1.02916031,1.02429201,-1.02429201,2.10201336,-2.10201313,0.23084612,-0.23084615,0.00000000,-0.00000000,1.31664474,-1.31664477,0.00000000,-0.00000000
-5.55577789,4.41629537,-4.41629513,0.04524878,-0.04524878,1.06042456,-1.06042445,0.99279115,-0.99279114,2.15533121,-2.15533100,0.20398183,-0.20398186,0.00000000,-0.00000000,1.27957094,-1.27957096,0.00000000,-0.00000000
-5.54977489,4.43894119,-4.43894096,0.04452037,-0.04452038,1.09010698,-1.09010688,0.96548789,-0.96548788,2.20598157,-2.20598137,0.17935065,-0.17935067,0.00000000,-0.00000000,1.24774789,-1.24774790,0.00000000,-0.00000000
-5.54377189,4.46321250,-4.46321230,0.04395428,-0.04395428,1.11766632,-1.11766623,0.94226658,-0.94226656,2.25280366,-2.25280349,0.15699619,-0.15699621,0.00000000,-0.00000000,1.22071528,-1.22071529,0.00000000,-0.00000000
-5.53776888,4.48715600,-4.48715582,0.04351373,-0.04351373,1.14263995,-1.14263988,0.92294551,-0.92294549,2.29478019,-2.29478004,0.13691388,-0.13691390,0.00000000,-0.00000000,1.19792017,-1.19792018,0.00000000,-0.00000000
-5.53176588,4.50898235,-4.50898220,0.04315897,-0.04315897,1.16466397,-1.16466390,0.90729757,-0.90729755,2.33108309,-2.33108296,0.11905795,-0.11905797,0.00000000,-0.00000000,1.17875449,-1.17875449,0.00000000,-0.00000000
-5.52576288,4.52715831,-4.52715819,0.04284898,-0.04284898,1.18348826,-1.18348821,0.89507051,-0.89507048,2.36110999,-2.36110989,0.10334908,-0.10334910,0.00000000,-0.00000000,1.16259218,-1.16259218,0.00000000,-0.00000000
-5.51975988,4.54048159,-4.54048149,0.04254319,-0.04254319,1.19898600,-1.19898596,0.88600560,-0.88600557,2.38450940,-2.38450932,0.08968205,-0.08968206,0.00000000,-0.00000000,1.14882430,-1.14882431,0.00000000,-0.00000000
-5.51375688,4.54813492,-4.54813486,0.04220306,-0.04220306,1.21115670,-1.21115668,0.87985350,-0.87985347,2.40119313,-2.40119308,0.07793332,-0.07793333,0.00000000,-0.00000000,1.13689032,-1.13689032,0.00000000,-0.00000000
-5.50775388,4.54971675,-4.54971671,0.04179350,-0.04179350,1.22012281,-1.22012279,0.87638648,-0.87638644,2.41133551,-2.41133549,0.06796819,-0.06796820,0.00000000,-0.00000000,1.12630434,-1.12630434,0.00000000,-0.00000000
-5.50175088,4.54524750,-4.54524749,0.04128407,-0.04128407,1.22611977,-1.22611976,0.87540643,-0.87540640,2.41535933,-2.41535932,0.05964730,-0.05964731,0.00000000,-0.00000000,1.11667545,-1.11667546,0.00000000,-0.00000000
-5.49574787,4.53515198,-4.53515199,0.04064995,-0.04064995,1.22948027,-1.22948027,0.87674864,-0.87674861,2.41390940,-2.41390941,0.05283239,-0.05283239,0.00000000,-0.00000000,1.10772150,-1.10772151,0.00000000,-0.00000000
-5.48974487,4.52021965,-4.52021968,0.03987258,-0.03987258,1.23061334,-1.23061335,0.88028121,-0.88028117,2.40781545,-2.40781547,0.04739121,-0.04739121,0.00000000,-0.00000000,1.09927621,-1.09927622,0.00000000,-0.00000000
-5.48374187,4.50154605,-4.50154609,0.03894009,-0.03894009,1.22997971,-1.22997972,0.88590075,-0.88590071,2.39804632,-2.39804635,0.04320160,-0.04320160,0.00000000,-0.00000000,1.09128988,-1.09128989,0.00000000,-0.00000000
-5.47773887,4.48045962,-4.48045967,0.03784732,-0.03784732,1.22806460,-1.22806461,0.89352500,-0.89352495,2.38565829,-2.38565833,0.04015463,-0.04015463,0.00000000,-0.00000000,1.08382425,-1.08382426,0.00000000,-0.00000000
-5.47173587,4.45843887,-4.45843892,0.03659569,-0.03659569,1.22534970,-1.22534971,0.90308334,-0.90308329,2.37174054,-2.37174058,0.03815699,-0.03815699,0.00000000,-0.00000000,1.07704243,-1.07704244,0.00000000,-0.00000000
-5.46573287,4.43702543,-4.43702548,0.03519273,-0.03519274,1.22228587,-1.22228588,0.91450622,-0.91450617,2.35736075,-2.35736079,0.03713259,-0.03713259,0.00000000,-0.00000000,1.07119485,-1.07119486,0.00000000,-0.00000000
-5.45972986,4.41773861,-4.41773866,0.03365144,-0.03365144,1.21926822,-1.21926824,0.92771464,-0.92771459,2.34351411,-2.34351415,0.03702346,-0.03702345,0.00000000,-0.00000000,1.06660269,-1.06660270,0.00000000,-0.00000000
-5.45372686,4.40199672,-4.40199675,0.03198943,-0.03198944,1.21661490,-1.21661491,0.94261085,-0.94261079,2.33107842,-2.33107845,0.03779004,-0.03779003,0.00000000,-0.00000000,1.06363984,-1.06363983,0.00000000,-0.00000000
-5.44772386,4.39104976,-4.39104978,0.03022803,-0.03022804,1.21455090,-1.21455091,0.95907113,-0.95907107,2.32077779,-2.32077782,0.03941097,-0.03941096,0.00000000,-0.00000000,1.06271471,-1.06271470,0.00000000,-0.00000000
-5.44172086,4.38592751,-4.38592751,0.02839122,-0.02839122,1.21319775,-1.21319776,0.97694164,-0.97694158,2.31315675,-2.31315677,0.04188236,-0.04188235,0.00000000,-0.00000000,1.06425313,-1.06425312,0.00000000,-0.00000000
-5.43571786,4.38740541,-4.38740540,0.02650459,-0.02650459,1.21256958,-1.21256959,0.99603773,-0.99603767,2.30856592,-2.30856593,0.04521665,-0.04521663,0.00000000,-0.00000000,1.06868301,-1.06868299,0.00000000,-0.00000000
-5.42971486,4.39598978,-4.39598975,0.02459436,-0.02459436,1.21257579,-1.21257580,1.01614714,-1.01614708,2.30715976,-2.30715977,0.04944105,-0.04944104,0.00000000,-0.00000000,1.07642164,-1.07642162,0.00000000,-0.00000000
-5.42371186,4.41192233,-4.41192228,0.02268640,-0.02268640,1.21302996,-1.21302996,1.03703706,-1.03703700,2.30890599,-2.30890598,0.05459570,-0.05459569,0.00000000,-0.00000000,1.08786597,-1.08786593,0.00000000,-0.00000000
-5.41770885,4.43520268,-4.43520261,0.02080537,-0.02080538,1.21366447,-1.21366448,1.05846461,-1.05846455,2.31360567,-2.31360566,0.06073137,-0.06073135,0.00000000,-0.00000000,1.10338590,-1.10338586,0.00000000,-0.00000000
-5.41170585,4.46562639,-4.46562632,0.01897404,-0.01897404,1.21414982,-1.21414983,1.08019029,-1.08019024,2.32092233,-2.32092232,0.06790690,-0.06790688,0.00000000,-0.00000000,1.12332053,-1.12332048,0.00000000,-0.00000000
-5.40570285,4.50283507,-4.50283498,0.01721265,-0.01721265,1.21411744,-1.21411745,1.10199345,-1.10199340,2.33041788,-2.33041786,0.07618627,-0.07618624,0.00000000,-0.00000000,1.14797673,-1.14797667,0.00000000,-0.00000000
-5.39969985,4.54637414,-4.54637404,0.01553855,-0.01553855,1.21318457,-1.21318458,1.12368868,-1.12368864,2.34159282,-2.34159280,0.08563538,-0.08563535,0.00000000,-0.00000000,1.17762952,-1.17762946,0.00000000,-0.00000000
-5.39369685,4.59575390,-4.59575380,0.01396590,-0.01396591,1.21097982,-1.21097984,1.14514209,-1.14514205,2.35392799,-2.35392797,0.09631854,-0.09631851,0.00000000,-0.00000000,1.21252333,-1.21252325,0.00000000,-0.00000000
-5.38769385,4.65050881,-4.65050870,0.01250557,-0.01250557,1.20716785,-1.20716787,1.16628604,-1.16628601,2.36692519,-2.36692518,0.10829471,-0.10829467,0.00000000,-0.00000000,1.25287326,-1.25287317,0.00000000,-0.00000000
-5.38169085,4.71025069,-4.71025058,0.01116513,-0.01116513,1.20147176,-1.20147180,1.18713137,-1.18713134,2.38014406,-2.38014404,0.12161357,-0.12161353,0.00000000,-0.00000000,1.29886550,-1.29886540,0.00000000,-0.00000000
-5.37568784,4.77471171,-4.77471160,0.00994899,-0.00994899,1.19369226,-1.19369230,1.20777583,-1.20777581,2.39323297,-2.39323296,0.13631149,-0.13631145,0.00000000,-0.00000000,1.35065597,-1.35065586,0.00000000,-0.00000000
-5.36968484,4.84377406,-4.84377394,0.00885865,-0.00885865,1.18372230,-1.18372235,1.22840808,-1.22840806,2.40595232,-2.40595232,0.15240755,-0.15240750,0.00000000,-0.00000000,1.40836662,-1.40836650,0.00000000,-0.00000000
-5.36368184,4.91748403,-4.91748392,0.00789299,-0.00789299,1.17155690,-1.17155695,1.24930638,-1.24930636,2.41818890,-2.41818890,0.16989962,-0.16989957,0.00000000,-0.00000000,1.47207887,-1.47207874,0.00000000,-0.00000000
-5.35767884,4.99604965,-4.99604953,0.00704858,-0.00704859,1.15729756,-1.15729762,1.27083193,-1.27083192,2.42996079,-2.42996079,0.18876083,-0.18876078,0.00000000,-0.00000000,1.54182416,-1.54182402,0.00000000,-0.00000000
-5.35167584,5.07982174,-5.07982162,0.00632013,-0.00632014,1.14115154,-1.14115161,1.29341673,-1.29341671,2.44141295,-2.44141295,0.20893644,-0.20893639,0.00000000,-0.00000000,1.61757154,-1.61757139,0.00000000,-0.00000000
-5.34567284,5.16926004,-5.16925990,0.00570080,-0.00570080,1.12342596,-1.12342603,1.31754629,-1.31754627,2.45280410,-2.45280411,0.23034130,-0.23034125,0.00000000,-0.00000000,1.69921292,-1.69921276,0.00000000,-0.00000000
