energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-6.00000000,1.57176355,0.01493760,0.15349026,0.85696005,0.18154719,0.50082063,0.32292349,0.78182989,0.00000000
-5.99399700,1.60263241,0.01585342,0.15747746,0.88227835,0.18604081,0.51186032,0.32596077,0.79573317,0.00000000
-5.98799400,1.62628877,0.01671589,0.16057088,0.90273382,0.19008003,0.52084801,0.32751798,0.80559332,0.00000000
-5.98199100,1.64201053,0.01751008,0.16270972,0.91793359,0.19352995,0.52751956,0.32747715,0.81112323,0.00000000
-5.97598799,1.64923485,0.01822161,0.16385105,0.92757954,0.19626534,0.53165245,0.32575919,0.81212324,0.00000000
-5.96998499,1.64757443,0.01883708,0.16397101,0.93147715,0.19817479,0.53307316,0.32232549,0.80848681,0.00000000
-5.96398199,1.63682808,0.01934446,0.16306548,0.92954108,0.19916430,0.53166289,0.31717820,0.80020308,0.00000000
-5.95797899,1.61698516,0.01973351,0.16115009,0.92179751,0.19916033,0.52736139,0.31035912,0.78735640,0.00000000
-5.95197599,1.58822398,0.01999614,0.15825960,0.90838301,0.19811212,0.52016895,0.30194733,0.77012274,0.00000000
-5.94597299,1.55090428,0.02012662,0.15444681,0.88954014,0.19599321,0.51014625,0.29205573,0.74876330,0.00000000
-5.93996998,1.50555420,0.02012186,0.14978080,0.86560981,0.19280210,0.49741232,0.28082654,0.72361559,0.00000000
-5.93396698,1.45285248,0.01998149,0.14434489,0.83702091,0.18856209,0.48214061,0.26842621,0.69508250,0.00000000
-5.92796398,1.39360666,0.01970789,0.13823411,0.80427752,0.18332025,0.46455352,0.25503978,0.66361974,0.00000000
-5.92196098,1.32872818,0.01930615,0.13155247,0.76794433,0.17714558,0.44491540,0.24086493,0.62972228,0.00000000
-5.91595798,1.25920555,0.01878389,0.12441013,0.72863083,0.17012660,0.42352464,0.22610614,0.59391027,0.00000000
-5.90995498,1.18607665,0.01815103,0.11692049,0.68697482,0.16236827,0.40070502,0.21096895,0.55671512,0.00000000
-5.90395198,1.11040110,0.01741946,0.10919737,0.64362610,0.15398852,0.37679663,0.19565470,0.51866608,0.00000000
-5.89794897,1.03323389,0.01660268,0.10135240,0.59923064,0.14511452,0.35214702,0.18035580,0.48027792,0.00000000
-5.89194597,0.95560104,0.01571537,0.09349262,0.55441604,0.13587884,0.32710249,0.16525168,0.44204004,0.00000000
-5.88594297,0.87847811,0.01477297,0.08571850,0.50977861,0.12641565,0.30200031,0.15050559,0.40440729,0.00000000
-5.87993997,0.80277215,0.01379120,0.07812230,0.46587254,0.11685712,0.27716169,0.13626218,0.36779277,0.00000000
-5.87393697,0.72930751,0.01278564,0.07078685,0.42320128,0.10733013,0.25288606,0.12264593,0.33256269,0.00000000
-5.86793397,0.65881573,0.01177132,0.06378477,0.38221144,0.09795348,0.22944663,0.10976041,0.29903321,0.00000000
-5.86193097,0.59192950,0.01076238,0.05717817,0.34328919,0.08883547,0.20708727,0.09768833,0.26746944,0.00000000
-5.85592796,0.52918065,0.00977174,0.05101865,0.30675899,0.08007220,0.18602081,0.08649218,0.23808607,0.00000000
-5.84992496,0.47100170,0.00881086,0.04534777,0.27288462,0.07174639,0.16642872,0.07621554,0.21104984,0.00000000
-5.84392196,0.41773074,0.00788957,0.04019774,0.24187214,0.06392670,0.14846188,0.06688482,0.18648320,0.00000000
