energy_ev,total_up,N_s_up,N_p_up,Ni_p_up,Ni_d_up,S_s_up,S_p_up,W_p_up,W_d_up
-5.62781391,4.18070700,0.00574970,0.83780777,0.39811591,0.43563283,0.03879911,1.89389720,1.82330718,1.10406408
-5.62181091,4.16269329,0.00570241,0.84326283,0.39929933,0.43775164,0.03758730,1.87927001,1.79007269,1.10497716
-5.61580790,4.13914735,0.00568906,0.84598391,0.39890745,0.43807429,0.03646525,1.86304688,1.75490583,1.10535216
-5.60980490,4.10916899,0.00571162,0.84562224,0.39684781,0.43654751,0.03542533,1.84495310,1.71736756,1.10489775
-5.60380190,4.07218806,0.00577262,0.84193666,0.39306927,0.43316588,0.03446377,1.82483778,1.67717359,1.10337948
-5.59779890,4.02797850,0.00587504,0.83479975,0.38756379,0.42797278,0.03358072,1.80267755,1.63419905,1.10062368
-5.59179590,3.97665993,0.00602222,0.82419997,0.38036687,0.42105970,0.03278018,1.77857545,1.58847724,1.09651899
-5.58579290,3.91868716,0.00621772,0.81023971,0.37155649,0.41256408,0.03206973,1.75275534,1.54019325,1.09101578
-5.57978989,3.85482848,0.00646512,0.79312959,0.36125079,0.40266560,0.03146026,1.72555218,1.48967282,1.08412358
-5.57378689,3.78613410,0.00676792,0.77317925,0.34960443,0.39158125,0.03096542,1.69739874,1.43736735,1.07590683
-5.56778389,3.71389644,0.00712925,0.75078508,0.33680396,0.37955921,0.03060117,1.66880965,1.38383586,1.06647929
-5.56178089,3.63960394,0.00755176,0.72641555,0.32306220,0.36687182,0.03038511,1.64036322,1.32972485,1.05599736
-5.55577789,3.56489067,0.00803737,0.70059478,0.30861205,0.35380801,0.03033589,1.61268217,1.27574684,1.04465282
-5.54977489,3.49148355,0.00858710,0.67388495,0.29369983,0.34066535,0.03047248,1.58641384,1.22265861,1.03266507
-5.54377189,3.42114929,0.00920094,0.64686833,0.27857850,0.32774208,0.03081356,1.56221064,1.17123973,1.02027345
-5.53776888,3.35564281,0.00987766,0.62012955,0.26350090,0.31532938,0.03137682,1.54071160,1.12227217,1.00772961
-5.53176588,3.29665876,0.01061481,0.59423871,0.24871336,0.30370410,0.03217837,1.52252528,1.07652137,0.99529039
-5.52576288,3.24578741,0.01140862,0.56973588,0.23444980,0.29312225,0.03323214,1.50821469,1.03471924,0.98321115
-5.51975988,3.20447598,0.01225403,0.54711735,0.22092640,0.28381333,0.03454939,1.49828447,0.99754920,0.97173981
-5.51375688,3.17399600,0.01314480,0.52682399,0.20833724,0.27597571,0.03613826,1.49317042,0.96563352,0.96111153
-5.50775388,3.15541713,0.01407360,0.50923191,0.19685064,0.26977305,0.03800343,1.49323148,0.93952267,0.95154414
-5.50175088,3.14958740,0.01503221,0.49464548,0.18660654,0.26533187,0.04014582,1.49874409,0.91968686,0.94323423
-5.49574787,3.15711978,0.01601176,0.48329276,0.17771472,0.26274020,0.04256242,1.50989877,0.90650937,0.93635394
-5.48974487,3.17838468,0.01700297,0.47532318,0.17025396,0.26204723,0.04524618,1.52679855,0.90028151,0.93104842
-5.48374187,3.21350769,0.01799647,0.47080737,0.16427197,0.26326389,0.04818594,1.54945925,0.90119910,0.92743384
-5.47773887,3.26237227,0.01898306,0.46973894,0.15978607,0.26636425,0.05136651,1.57781103,0.90936012,0.92559602
-5.47173587,3.32462643,0.01995400,0.47203789,0.15678457,0.27128759,0.05476875,1.61170118,0.92476357,0.92558974
-5.46573287,3.39969312,0.02090131,0.47755553,0.15522856,0.27794090,0.05836971,1.65089783,0.94730932,0.92743853
-5.45972986,3.48678359,0.02181792,0.48608060,0.15505419,0.28620191,0.06214281,1.69509432,0.97679896,0.93113525
-5.45372686,3.58491351,0.02269790,0.49734631,0.15617525,0.29592219,0.06605811,1.74391435,1.01293782,0.93664322
-5.44772386,3.69292141,0.02353651,0.51103818,0.15848593,0.30693061,0.07008254,1.79691766,1.05533812,0.94389821
-5.44172086,3.80948934,0.02433030,0.52680236,0.16186374,0.31903662,0.07418022,1.85360630,1.10352349,0.95281107
-5.43571786,3.93316567,0.02507697,0.54425443,0.16617244,0.33203376,0.07831277,1.91343174,1.15693501,0.96327114
-5.42971486,4.06238988,0.02577535,0.56298826,0.17126505,0.34570293,0.08243970,1.97580263,1.21493890,0.97515043
-5.42371186,4.19551941,0.02642518,0.58258508,0.17698674,0.35981577,0.08651884,2.04009362,1.27683598,0.98830837
-5.41770885,4.33085840,0.02702691,0.60262237,0.18317767,0.37413786,0.09050675,2.10565499,1.34187292,1.00259718
-5.41170585,4.46668825,0.02758141,0.62268255,0.18967580,0.38843197,0.09435932,2.17182350,1.40925531,1.01786759
-5.40570285,4.60129953,0.02808970,0.64236141,0.19631952,0.40246124,0.09803232,2.23793403,1.47816223,1.03397473
-5.39969985,4.73302487,0.02855270,0.66127590,0.20295023,0.41599235,0.10148204,2.30333217,1.54776222,1.05078395
-5.39369685,4.86027221,0.02897095,0.67907142,0.20941476,0.42879876,0.10466608,2.36738727,1.61723006,1.06817629
-5.38769385,4.98155729,0.02934442,0.69542826,0.21556771,0.44066388,0.10754405,2.42950570,1.68576392,1.08605320
-5.38169085,5.09553468,0.02967230,0.71006716,0.22127360,0.45138429,0.11007844,2.48914385,1.75260234,1.10434043
-5.37568784,5.20102588,0.02995297,0.72275380,0.22640889,0.46077282,0.11223546,2.54582018,1.81704019,1.12299047
-5.36968484,5.29704351,0.03018395,0.73330209,0.23086378,0.46866164,0.11398588,2.59912582,1.87844305,1.14198352
-5.36368184,5.38281019,0.03036197,0.74157620,0.23454383,0.47490508,0.11530579,2.64873307,1.93625932,1.16132676
-5.35767884,5.45777111,0.03048311,0.74749129,0.23737127,0.47938225,0.11617739,2.69440113,1.99002940,1.18105165
-5.35167584,5.52159930,0.03054301,0.75101280,0.23928609,0.48199922,0.11658959,2.73597869,2.03939151,1.20120943
-5.34567284,5.57419312,0.03053713,0.75215441,0.24024673,0.48269087,0.11653846,2.77340290,2.08408388,1.22186467
-5.33966983,5.61566559,0.03046109,0.75097472,0.24023047,0.48142209,0.11602756,2.80669466,2.12394306,1.24308733
-5.33366683,5.64632576,0.03031091,0.74757277,0.23923345,0.47818847,0.11506801,2.83595022,2.15889854,1.26494343
-5.32766383,5.66665284,0.03008346,0.74208245,0.23727027,0.47301626,0.11367834,2.86132941,2.18896401,1.28748489
-5.32166083,5.67726423,0.02977666,0.73466625,0.23437324,0.46596166,0.11188417,2.88304102,2.21422571,1.31073898
-5.31565783,5.67887876,0.02938984,0.72550838,0.23059127,0.45710944,0.10971756,2.90132619,2.23482858,1.33469807
-5.30965483,5.67227732,0.02892390,0.71480756,0.22598840,0.44657084,0.10721620,2.91644059,2.25096122,1.35931025
-5.30365183,5.65826278,0.02838153,0.70276994,0.22064206,0.43448093,0.10442245,2.92863664,2.26284032,1.38447155
-5.29764882,5.63762159,0.02776723,0.68960222,0.21464114,0.42099543,0.10138213,2.93814688,2.27069590,1.41002025
-5.29164582,5.61108921,0.02708735,0.67550538,0.20808385,0.40628706,0.09814326,2.94516948,2.27475798,1.43573398
-5.28564282,5.57932149,0.02635005,0.66066928,0.20107552,0.39054169,0.09475479,2.94985716,2.27524568,1.46132982
-5.27963982,5.54287363,0.02556507,0.64526819,0.19372642,0.37395432,0.09126524,2.95231019,2.27235944,1.48646792
-5.27363682,5.50218817,0.02474359,0.62945760,0.18614967,0.35672500,0.08772146,2.95257410,2.26627676,1.51075843
-5.26763382,5.45759253,0.02389794,0.61337226,0.17845928,0.33905495,0.08416749,2.95064248,2.25715167,1.53377185
-5.26163082,5.40930638,0.02304128,0.59712554,0.17076845,0.32114288,0.08064358,2.94646474,2.24511794,1.55505237
-5.25562781,5.35745831,0.02218731,0.58081000,0.16318807,0.30318173,0.07718537,2.93995849,2.23029567,1.57413361
-5.24962481,5.30211056,0.02134988,0.56449920,0.15582564,0.28535575,0.07382341,2.93102586,2.21280071,1.59055630
-5.24362181,5.24329027,0.02054269,0.54825044,0.14878441,0.26783823,0.07058277,2.91957266,2.19275611,1.60388674
-5.23761881,5.18102506,0.01977896,0.53210826,0.14216286,0.25078958,0.06748300,2.90552927,2.17030480,1.61373547
-5.23161581,5.11538052,0.01907113,0.51610854,0.13605449,0.23435612,0.06453832,2.88887182,2.14562231,1.61977492
-5.22561281,5.04649721,0.01843064,0.50028280,0.13054780,0.21866924,0.06175797,2.86964221,2.11892871,1.62175529
-5.21960980,4.97462439,0.01786771,0.48466253,0.12572644,0.20384509,0.05914681,2.84796570,2.09049867,1.61951774
-5.21360680,4.90014837,0.01739115,0.46928322,0.12166952,0.18998469,0.05670603,2.82406463,2.06066882,1.61300422
-5.20760380,4.82361342,0.01700831,0.45418795,0.11845181,0.17717426,0.05443395,2.79826746,2.02984182,1.60226333
-5.20160080,4.74573370,0.01672494,0.43943023,0.11614398,0.16548595,0.05232691,2.77101221,1.99848663,1.58745206
-5.19559780,4.66739528,0.01654525,0.42507600,0.11481262,0.15497859,0.05038011,2.74284391,1.96713480,1.56883309
-5.18959480,4.58964791,0.01647185,0.41120475,0.11452008,0.14569856,0.04858845,2.71440616,1.93637292,1.54676803
-5.18359180,4.51368684,0.01650584,0.39790961,0.11532403,0.13768074,0.04694730,2.68642697,1.90683151,1.52170678
-5.17758879,4.44082556,0.01664687,0.38529656,0.11727672,0.13094931,0.04545303,2.65969950,1.87917090,1.49417369
-5.17158579,4.37246090,0.01689325,0.37348273,0.12042392,0.12551850,0.04410357,2.63505889,1.85406498,1.46475116
-5.16558279,4.31003235,0.01724203,0.36259398,0.12480367,0.12139332,0.04289866,2.61335611,1.83218358,1.43406156
-5.15957979,4.25497771,0.01768912,0.35276195,0.13044471,0.11857002,0.04183999,2.59543036,1.81417455,1.40274837
-5.15357679,4.20868758,0.01822944,0.34412067,0.13736481,0.11703656,0.04093116,2.58208134,1.80064654,1.37145733
-5.14757379,4.17246085,0.01885701,0.33680301,0.14556905,0.11677297,0.04017743,2.57404298,1.79215348,1.34081857
-5.14157079,4.14746371,0.01956509,0.33093720,0.15504814,0.11775168,0.03958545,2.57195978,1.78918162,1.31143041
-5.13556778,4.13469408,0.02034630,0.32664351,0.16577693,0.11993782,0.03916268,2.57636710,1.79213980,1.28384547
-5.12956478,4.13495331,0.02119270,0.32403134,0.17771325,0.12328959,0.03891689,2.58767635,1.80135359,1.25855950
-5.12356178,4.14882628,0.02209596,0.32319685,0.19079708,0.12775875,0.03885551,2.60616564,1.81706352,1.23600339
-5.11755878,4.17667091,0.02304743,0.32422116,0.20495032,0.13329118,0.03898498,2.63197645,1.83942752,1.21653830
-5.11155578,4.21861720,0.02403824,0.32716925,0.22007712,0.13982765,0.03931009,2.66511621,1.86852726,1.20045392
-5.10555278,4.27457564,0.02505944,0.33208951,0.23606479,0.14730468,0.03983341,2.70546672,1.90437817,1.18796975
-5.09954977,4.34425425,0.02610207,0.33901390,0.25278539,0.15565567,0.04055472,2.75279756,1.94694213,1.17923887
-5.09354677,4.42718286,0.02715730,0.34795864,0.27009792,0.16481206,0.04147063,2.80678386,1.99614232,1.17435392
-5.08754377,4.52274334,0.02821651,0.35892528,0.28785104,0.17470465,0.04257421,2.86702728,2.05187887,1.17335459
-5.08154077,4.63020345,0.02927139,0.37190204,0.30588625,0.18526493,0.04385484,2.93307878,2.11404438,1.17623619
-5.07553777,4.74875255,0.03031407,0.38686520,0.32404138,0.19642636,0.04529818,3.00446202,2.18253805,1.18295851
-5.06953477,4.87753660,0.03133722,0.40378042,0.34215423,0.20812560,0.04688625,3.08069570,2.25727717,1.19345454
-5.06353177,5.01569055,0.03233412,0.42260375,0.36006625,0.22030349,0.04859773,3.16131365,2.33820499,1.20763833
-5.05752876,5.16236584,0.03329881,0.44328229,0.37762608,0.23290575,0.05040830,3.24588122,2.42529401,1.22541164
-5.05152576,5.31675137,0.03422610,0.46575426,0.39469272,0.24588344,0.05229114,3.33400695,2.51854397,1.24666876
-5.04552276,5.47808645,0.03511170,0.48994851,0.41113837,0.25919290,0.05421757,3.42534865,2.61797407,1.27129945
-5.03951976,5.64566489,0.03595222,0.51578351,0.42685066,0.27279536,0.05615769,3.51961329,2.72360952,1.29918953
-5.03351676,5.81882985,0.03674521,0.54316563,0.44173431,0.28665609,0.05808111,3.61655065,2.83546260,1.33021927
-5.02751376,5.99695968,0.03748916,0.57198712,0.45571212,0.30074320,0.05995771,3.71594093,2.95350887,1.36425955
-5.02151076,6.17944566,0.03818343,0.60212369,0.46872540,0.31502604,0.06175832,3.81757696,3.07765988,1.40116605
-5.01550775,6.36566312,0.03882820,0.63343204,0.48073375,0.32947337,0.06345543,3.92124200,3.20773353,1.44077186
-5.00950475,6.55493798,0.03942434,0.66574753,0.49171437,0.34405137,0.06502383,4.02668471,3.34342409,1.48287892
-5.00350175,6.74651120,0.03997327,0.69888222,0.50166100,0.35872171,0.06644108,4.13359290,3.48427375,1.52724908
-4.99749875,6.93950393,0.04047674,0.73262367,0.51058254,0.37343957,0.06768797,4.24156785,3.62964769,1.57359525
-4.99149575,7.13288644,0.04093670,0.76673461,0.51850155,0.38815214,0.06874881,4.35010154,3.77871503,1.62157358
-4.98549275,7.32545360,0.04135499,0.80095373,0.52545274,0.40279732,0.06961158,4.45855843,3.93043734,1.67077733
-4.97948974,7.51580982,0.04173316,0.83499788,0.53148151,0.41730312,0.07026795,4.56616383,4.08356641,1.72073321
-4.97348674,7.70236560,0.04207221,0.86856560,0.53664272,0.43158757,0.07071326,4.67200031,4.23665260,1.77090081
-4.96748374,7.88334734,0.04237237,0.90134212,0.54099962,0.44555933,0.07094625,4.77501330,4.38806437,1.82067565
-4.96148074,8.05682152,0.04263294,0.93300571,0.54462312,0.45911913,0.07096883,4.87402637,4.53601908,1.86939611
-4.95547774,8.22073295,0.04285217,0.96323513,0.54759122,0.47216174,0.07078571,4.96776625,4.67862441,1.91635444
-4.94947474,8.37295634,0.04302708,0.99171814,0.54998871,0.48457875,0.07040401,5.05489696,4.81392910,1.96081167
-4.94347174,8.51135930,0.04315358,1.01816041,0.55190696,0.49626178,0.06983281,5.13406163,4.93998105,2.00201595
-4.93746873,8.63387390,0.04322640,1.04229471,0.55344374,0.50710615,0.06908281,5.20393028,5.05489031,2.03922379
-4.93146573,8.73857331,0.04323928,1.06388969,0.55470304,0.51701480,0.06816585,5.26325100,5.15689378,2.07172323
-4.92546273,8.82374952,0.04318520,1.08275802,0.55579458,0.52590223,0.06709463,5.31090204,5.24441857,2.09885787
-4.91945973,8.88798767,0.04305656,1.09876313,0.55683319,0.53369830,0.06588240,5.34594164,5.31614062,2.12005054
-4.91345673,8.93023264,0.04284562,1.11182447,0.55793769,0.54035173,0.06454271,5.36765283,5.37103532,2.13482543
-4.90745373,8.94984381,0.04254478,1.12192061,0.55922941,0.54583303,0.06308922,5.37558035,5.40841727,2.14282734
-4.90145073,8.94663429,0.04214704,1.12909025,0.56083020,0.55013672,0.06153565,5.36955738,5.42796694,2.14383689
-4.89544772,8.92089199,0.04164639,1.13343067,0.56286001,0.55328276,0.05989562,5.34972019,5.42974246,2.13778083
-4.88944472,8.87338056,0.04103820,1.13509394,0.56543402,0.55531711,0.05818270,5.31650965,5.41417570,2.12473666
-4.88344172,8.80531975,0.04031959,1.13428074,0.56865942,0.55631122,0.05641034,5.27065906,5.38205287,2.10493122
-4.87743872,8.71834572,0.03948974,1.13123221,0.57263199,0.55636069,0.05459191,5.21316893,5.33448035,2.07873306
-4.87143572,8.61445300,0.03855014,1.12622016,0.57743250,0.55558298,0.05274065,5.14526970,5.27283772,2.04663908
-4.86543272,8.49592116,0.03750473,1.11953613,0.58312324,0.55411427,0.05086970,5.06837452,5.19872037,2.00925588
-4.85942971,8.36522977,0.03636000,1.11147970,0.58974475,0.55210575,0.04899201,4.98402449,5.11387489,1.96727691
-4.85342671,8.22496632,0.03512492,1.10234694,0.59731298,0.54971931,0.04712028,4.89382938,5.02013068,1.92145645
-4.84742371,8.07773177,0.03381086,1.09241924,0.60581695,0.54712291,0.04526688,4.79940697,4.91933139,1.87258190
-4.84142071,7.92604887,0.03243138,1.08195330,0.61521727,0.54448587,0.04344365,4.70232425,4.81326969,1.82144571
-4.83541771,7.77227768,0.03100191,1.07117274,0.62544533,0.54197412,0.04166183,4.60404363,4.70362880,1.76881842
-4.82941471,7.61854271,0.02953942,1.06026160,0.63640361,0.53974574,0.03993184,4.50587663,4.59193342,1.71542412
-4.82341171,7.46667482,0.02806202,1.04936019,0.64796685,0.53794682,0.03826314,4.40894741,4.47951217,1.66191942
-4.81740870,7.31817047,0.02658849,1.03856331,0.65998430,0.53670786,0.03666404,4.31416754,4.36747302,1.60887690
-4.81140570,7.17416949,0.02513786,1.02792090,0.67228285,0.53614079,0.03514160,4.22222281,4.25669217,1.55677359
-4.80540270,7.03545157,0.02372894,1.01744101,0.68467114,0.53633659,0.03370154,4.13357218,4.14781612,1.50598476
-4.79939970,6.90245050,0.02237986,1.00709473,0.69694436,0.53736367,0.03234809,4.04845807,4.04127587,1.45678295
-4.79339670,6.77528430,0.02110769,0.99682287,0.70888959,0.53926687,0.03108405,3.96692679,3.93731163,1.40934198
-4.78739370,6.65379833,0.01992804,0.98654386,0.72029159,0.54206719,0.02991076,3.88885723,3.83600566,1.36374523
-4.78139070,6.53761808,0.01885476,0.97616235,0.73093875,0.54576199,0.02882815,3.81399547,3.73732077,1.31999744
-4.77538769,6.42620789,0.01789965,0.96557801,0.74062890,0.55032585,0.02783486,3.74199308,3.64114165,1.27803898
-4.76938469,6.31893175,0.01707223,0.95469412,0.74917489,0.55571178,0.02692835,3.67244638,3.54731626,1.23776171
-4.76338169,6.21511235,0.01637957,0.94342533,0.75640957,0.56185277,0.02610507,3.60493440,3.45569471,1.19902517
-4.75737869,6.11408534,0.01582622,0.93170422,0.76219011,0.56866370,0.02536057,3.53905336,3.36616341,1.16167238
-4.75137569,6.01524571,0.01541409,0.91948649,0.76640136,0.57604339,0.02468977,3.47444594,3.27867259,1.12554417
-4.74537269,5.91808448,0.01514247,0.90675441,0.76895823,0.58387683,0.02408702,3.41082403,3.19325603,1.09049154
-4.73936968,5.82221431,0.01500806,0.89351845,0.76980697,0.59203754,0.02354638,3.34798412,3.11004222,1.05638545
-4.73336668,5.72738370,0.01500505,0.87981722,0.76892530,0.60039002,0.02306167,3.28581523,3.02925677,1.02312385
-4.72736368,5.63347992,0.01512523,0.86571569,0.76632158,0.60879231,0.02262670,3.22429943,2.95121660,0.99063581
-4.72136068,5.54052194,0.01535816,0.85130199,0.76203286,0.61709868,0.02223530,3.16350584,2.87631667,0.95888298
-4.71535768,5.44864480,0.01569141,0.83668295,0.75612226,0.62516236,0.02188152,3.10357903,2.80501059,0.92785849
-4.70935468,5.35807756,0.01611076,0.82197891,0.74867556,0.63283848,0.02155963,3.04472331,2.73778653,0.89758395
-4.70335168,5.26911701,0.01660054,0.80731784,0.73979748,0.63998710,0.02126424,2.98718422,2.67514021,0.86810485
-4.69734867,5.18209965,0.01714393,0.79282949,0.72960769,0.64647641,0.02099036,2.93122896,2.61754677,0.83948496
-4.69134567,5.09737403,0.01772336,0.77863954,0.71823689,0.65218598,0.02073347,2.87712715,2.56543297,0.81180034
-4.68534267,5.01527568,0.01832090,0.76486436,0.70582309,0.65701009,0.02048953,2.82513325,2.51915156,0.78513335
-4.67933967,4.93610609,0.01891866,0.75160644,0.69250836,0.66086106,0.02025511,2.77547181,2.47895897,0.75956716
-4.67333667,4.86011711,0.01949930,0.73895074,0.67843613,0.66367243,0.02002738,2.72832631,2.44499735,0.73518107
-4.66733367,4.78750137,0.02004636,0.72696211,0.66374915,0.66540200,0.01980419,2.68383207,2.41728190,0.71204686
-4.66133067,4.71838903,0.02054480,0.71568378,0.64858816,0.66603441,0.01958416,2.64207354,2.39569376,0.69022633
-4.65532766,4.65285041,0.02098131,0.70513694,0.63309120,0.66558328,0.01936668,2.60308559,2.37997871,0.66976995
-4.64932466,4.59090403,0.02134472,0.69532138,0.61739355,0.66409271,0.01915197,2.56685861,2.36975154,0.65071665
-4.64332166,4.53252866,0.02162624,0.68621695,0.60162809,0.66163801,0.01894113,2.53334662,2.36450565,0.63309447
