energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.81390695,0.82113732,0.12111375,0.00129429,0.16898472,0.37591659,0.00000000,0.22337507,0.15860049
-5.80790395,0.81433035,0.11859630,0.00128915,0.17192329,0.36735784,0.00000000,0.20822351,0.16290482
-5.80190095,0.80696414,0.11566667,0.00127739,0.17512375,0.35804895,0.00000000,0.19531640,0.16677352
-5.79589795,0.79860314,0.11231776,0.00125964,0.17837364,0.34795616,0.00000000,0.18428067,0.17010375
-5.78989495,0.78894911,0.10856422,0.00123675,0.18148539,0.33711327,0.00000000,0.17479249,0.17281433
-5.78389195,0.77784649,0.10444097,0.00120976,0.18430211,0.32561812,0.00000000,0.16658100,0.17484904
-5.77788894,0.76528341,0.10000100,0.00117993,0.18670256,0.31362680,0.00000000,0.15942997,0.17617935
-5.77188594,0.75138835,0.09531284,0.00114861,0.18860518,0.30134607,0.00000000,0.15317766,0.17680656
-5.76588294,0.73642312,0.09045769,0.00111731,0.18997108,0.28902432,0.00000000,0.14771518,0.17676298
-5.75987994,0.72077235,0.08552637,0.00108756,0.19080588,0.27694150,0.00000000,0.14298350,0.17611246
-5.75387694,0.70493001,0.08061630,0.00106095,0.19116028,0.26539860,0.00000000,0.13896953,0.17494991
-5.74787394,0.68948356,0.07582855,0.00103903,0.19112940,0.25470680,0.00000000,0.13570129,0.17340001
-5.74187094,0.67509599,0.07126511,0.00102329,0.19085077,0.24517704,0.00000000,0.13324260,0.17161493
-5.73586793,0.66248646,0.06702652,0.00101511,0.19050098,0.23711001,0.00000000,0.13168728,0.16977128
-5.72986493,0.65240988,0.06320984,0.00101571,0.19029115,0.23078710,0.00000000,0.13115313,0.16806615
-5.72386193,0.64563578,0.05990696,0.00102615,0.19046110,0.22646232,0.00000000,0.13177571,0.16671240
-5.71785893,0.64292718,0.05720347,0.00104726,0.19127251,0.22435557,0.00000000,0.13370218,0.16593333
-5.71185593,0.64501945,0.05517777,0.00107962,0.19300108,0.22464718,0.00000000,0.13708508,0.16595677
-5.70585293,0.65259988,0.05390060,0.00112356,0.19592792,0.22747394,0.00000000,0.14207626,0.16700871
-5.69984992,0.66628817,0.05343486,0.00117915,0.20033039,0.23292652,0.00000000,0.14882098,0.16930670
-5.69384692,0.68661807,0.05383558,0.00124617,0.20647245,0.24104835,0.00000000,0.15745220,0.17305307
-5.68784392,0.71402077,0.05515005,0.00132414,0.21459504,0.25183576,0.00000000,0.16808520,0.17842821
-5.68184092,0.74881002,0.05741795,0.00141233,0.22490647,0.26523949,0.00000000,0.18081252,0.18558409
-5.67583792,0.79116957,0.06067140,0.00150977,0.23757329,0.28116720,0.00000000,0.19569929,0.19463815
-5.66983492,0.84114304,0.06493493,0.00161530,0.25271183,0.29948702,0.00000000,0.21277909,0.20566776
-5.66383192,0.89862650,0.07022510,0.00172760,0.27038077,0.32003190,0.00000000,0.23205039,0.21870553
-5.65782891,0.96336401,0.07655002,0.00184522,0.29057498,0.34260445,0.00000000,0.25347359,0.23373548
-5.65182591,1.03494635,0.08390850,0.00196665,0.31322086,0.36698225,0.00000000,0.27696891,0.25069044
-5.64582291,1.11281298,0.09228888,0.00209037,0.33817360,0.39292325,0.00000000,0.30241502,0.26945063
-5.63981991,1.19625730,0.10166772,0.00221489,0.36521639,0.42017109,0.00000000,0.32964863,0.28984374
-5.63381691,1.28443534,0.11200822,0.00233880,0.39406177,0.44846014,0.00000000,0.35846499,0.31164643
-5.62781391,1.37637768,0.12325856,0.00246081,0.42435535,0.47752003,0.00000000,0.38861951,0.33458740
-5.62181091,1.47100440,0.13535028,0.00257982,0.45568179,0.50707953,0.00000000,0.41983020,0.35835203
-5.61580790,1.56714300,0.14819676,0.00269492,0.48757291,0.53686960,0.00000000,0.45178134,0.38258848
-5.60980490,1.66354871,0.16169206,0.00280542,0.51951805,0.56662561,0.00000000,0.48412791,0.40691511
-5.60380190,1.75892695,0.17571012,0.00291082,0.55097609,0.59608875,0.00000000,0.51650100,0.43092920
-5.59779890,1.85195740,0.19010468,0.00301089,0.58138901,0.62500655,0.00000000,0.54851401,0.45421649
-5.59179590,1.94131909,0.20470976,0.00310556,0.61019650,0.65313273,0.00000000,0.57976942,0.47636155
-5.58579290,2.02571599,0.21934113,0.00319493,0.63685115,0.68022660,0.00000000,0.60986608,0.49695833
-5.57978989,2.10390242,0.23379856,0.00327923,0.66083362,0.70605209,0.00000000,0.63840685,0.51562082
-5.57378689,2.17470778,0.24786903,0.00335877,0.68166738,0.73037684,0.00000000,0.66500629,0.53199331
-5.56778389,2.23705980,0.26133083,0.00343387,0.69893227,0.75297144,0.00000000,0.68929834,0.54575989
-5.56178089,2.29000603,0.27395848,0.00350481,0.71227658,0.77360927,0.00000000,0.71094373,0.55665285
-5.55577789,2.33273277,0.28552825,0.00357179,0.72142701,0.79206699,0.00000000,0.72963692,0.56445983
-5.54977489,2.36458125,0.29582423,0.00363486,0.72619628,0.80812599,0.00000000,0.74511251,0.56902917
-5.54377189,2.38506051,0.30464462,0.00369389,0.72648801,0.82157485,0.00000000,0.75715083,0.57027360
-5.53776888,2.39385687,0.31180794,0.00374854,0.72229885,0.83221284,0.00000000,0.76558272,0.56817194
-5.53176588,2.39083977,0.31715901,0.00379826,0.71371771,0.83985445,0.00000000,0.77029333,0.56276897
-5.52576288,2.37606392,0.32057427,0.00384226,0.70092232,0.84433472,0.00000000,0.77122490,0.55417336
-5.51975988,2.34976778,0.32196630,0.00387956,0.68417324,0.84551520,0.00000000,0.76837848,0.54255390
-5.51375688,2.31236860,0.32128721,0.00390900,0.66380575,0.84329026,0.00000000,0.76181461,0.52813429
-5.50775388,2.26445417,0.31853073,0.00392933,0.64022000,0.83759336,0.00000000,0.75165290,0.51118663
-5.50175088,2.20677161,0.31373290,0.00393919,0.61386984,0.82840288,0.00000000,0.73807067,0.49202398
-5.49574787,2.14021362,0.30697137,0.00393725,0.58525100,0.81574729,0.00000000,0.72130064,0.47099233
-5.48974487,2.06580255,0.29836310,0.00392225,0.55488888,0.79970910,0.00000000,0.70162769,0.44846234
-5.48374187,1.98467282,0.28806087,0.00389309,0.52332674,0.78042749,0.00000000,0.67938499,0.42482103
-5.47773887,1.89805204,0.27624844,0.00384886,0.49111447,0.75809922,0.00000000,0.65494928,0.40046391
-5.47173587,1.80724151,0.26313488,0.00378893,0.45879844,0.73297785,0.00000000,0.62873580,0.37578770
-5.46573287,1.71359630,0.24894807,0.00371300,0.42691265,0.70537105,0.00000000,0.60119254,0.35118374
-5.45972986,1.61850549,0.23392784,0.00362111,0.39597143,0.67563613,0.00000000,0.57279433,0.32703244
-5.45372686,1.52337286,0.21831895,0.00351368,0.36646360,0.64417391,0.00000000,0.54403651,0.30369862
-5.44772386,1.42959827,0.20236426,0.00339150,0.33884828,0.61142111,0.00000000,0.51542848,0.28152794
-5.44172086,1.33855998,0.18629838,0.00325573,0.31355208,0.57784154,0.00000000,0.48748716,0.26084415
-5.43571786,1.25159802,0.17034195,0.00310785,0.29096744,0.54391642,0.00000000,0.46073029,0.24194727
-5.42971486,1.16999862,0.15469684,0.00294962,0.27145200,0.51013410,0.00000000,0.43566980,0.22511236
-5.42371186,1.09497967,0.13954230,0.00278304,0.25532860,0.47697965,0.00000000,0.41280512,0.21058886
-5.41770885,1.02767714,0.12503229,0.00261027,0.24288558,0.44492451,0.00000000,0.39261656,0.19860014
-5.41170585,0.96913231,0.11129382,0.00243356,0.23437708,0.41441660,0.00000000,0.37555871,0.18934321
-5.40570285,0.92027961,0.09842637,0.00225518,0.23002310,0.38587111,0.00000000,0.36205388,0.18298830
-5.39969985,0.88193507,0.08650238,0.00207739,0.23000897,0.35966214,0.00000000,0.35248570,0.17967823
-5.39369685,0.85478508,0.07556848,0.00190232,0.23448419,0.33611548,0.00000000,0.34719284,0.17952736
-5.38769385,0.83937560,0.06564754,0.00173192,0.24356041,0.31550251,0.00000000,0.34646286,0.18262016
-5.38169085,0.83610179,0.05674121,0.00156798,0.25730865,0.29803536,0.00000000,0.35052653,0.18900929
-5.37568784,0.84519822,0.04883294,0.00141200,0.27575577,0.28386343,0.00000000,0.35955242,0.19871332
-5.36968484,0.86672993,0.04189111,0.00126524,0.29888039,0.27307109,0.00000000,0.37364220,0.21171410
-5.36368184,0.90058481,0.03587237,0.00112868,0.32660858,0.26567684,0.00000000,0.39282665,0.22795403
-5.35767884,0.94646765,0.03072482,0.00100298,0.35880946,0.26163366,0.00000000,0.41706273,0.24733340
-5.35167584,1.00389649,0.02639112,0.00088857,0.39529128,0.26083067,0.00000000,0.44623174,0.26970798
-5.34567284,1.07220194,0.02281130,0.00078558,0.43579824,0.26309611,0.00000000,0.48013903,0.29488719
-5.33966983,1.15052985,0.01992528,0.00069394,0.48000842,0.26820149,0.00000000,0.51851519,0.32263310
-5.33366683,1.23784819,0.01767507,0.00061335,0.52753331,0.27586698,0.00000000,0.56101909,0.35266041
-5.32766383,1.33295821,0.01600661,0.00054334,0.57791907,0.28576803,0.00000000,0.60724273,0.38463778
-5.32166083,1.43451052,0.01487119,0.00048331,0.63064985,0.29754301,0.00000000,0.65671804,0.41819045
-5.31565783,1.54102595,0.01422660,0.00043256,0.68515329,0.31080194,0.00000000,0.70892547,0.45290444
-5.30965483,1.65092104,0.01403793,0.00039030,0.74080817,0.32513602,0.00000000,0.76330437,0.48833226
-5.30365183,1.76253802,0.01427802,0.00035576,0.79695419,0.34012794,0.00000000,0.81926486,0.52400000
-5.29764882,1.87417835,0.01492772,0.00032814,0.85290362,0.35536263,0.00000000,0.87620088,0.55941585
-5.29164582,1.98413915,0.01597583,0.00030670,0.90795453,0.37043816,0.00000000,0.93350411,0.59407965
-5.28564282,2.09075147,0.01741891,0.00029076,0.96140524,0.38497659,0.00000000,0.99057825,0.62749324
-5.27963982,2.19241904,0.01926082,0.00027973,1.01256945,0.39863436,0.00000000,1.04685337,0.65917144
-5.27363682,2.28765644,0.02151213,0.00027317,1.06079164,0.41111186,0.00000000,1.10179961,0.68865299
-5.26763382,2.37512513,0.02418947,0.00027075,1.10546219,0.42216185,0.00000000,1.15494004,0.71551143
-5.26163082,2.45366635,0.02731462,0.00027232,1.14603168,0.43159644,0.00000000,1.20586208,0.73936523
-5.25562781,2.52232947,0.03091364,0.00027789,1.18202394,0.43929229,0.00000000,1.25422732,0.75988707
-5.24962481,2.58039505,0.03501587,0.00028768,1.21304743,0.44519382,0.00000000,1.29977932,0.77681184
-5.24362181,2.62739173,0.03965292,0.00030210,1.23880461,0.44931438,0.00000000,1.34234927,0.78994303
-5.23761881,2.66310650,0.04485757,0.00032175,1.25909909,0.45173514,0.00000000,1.38185959,0.79915757
-5.23161581,2.68758816,0.05066272,0.00034746,1.27384028,0.45260195,0.00000000,1.41832522,0.80440868
-5.22561281,2.70114389,0.05710039,0.00038025,1.28304559,0.45212016,0.00000000,1.45185292,0.80572693
-5.21960980,2.70432936,0.06420066,0.00042135,1.28684012,0.45054761,0.00000000,1.48263860,0.80321934
-5.21360680,2.69793274,0.07199072,0.00047214,1.28545392,0.44818613,0.00000000,1.51096304,0.79706664
-5.20760380,2.68295337,0.08049395,0.00053420,1.27921688,0.44537191,0.00000000,1.53718598,0.78751882
-5.20160080,2.66057579,0.08972908,0.00060923,1.26855158,0.44246499,0.00000000,1.56173909,0.77488907
-5.19559780,2.63213998,0.09970933,0.00069901,1.25396414,0.43983842,0.00000000,1.58511782,0.75954632
-5.18959480,2.59910873,0.11044165,0.00080541,1.23603335,0.43786728,0.00000000,1.60787232,0.74190655
-5.18359180,2.56303305,0.12192598,0.00093027,1.21539836,0.43691812,0.00000000,1.63059774,0.72242314
-5.17758879,2.52551622,0.13415442,0.00107541,1.19274510,0.43733899,0.00000000,1.65392368,0.70157636
-5.17158579,2.48817756,0.14711053,0.00124250,1.16879178,0.43945031,0.00000000,1.67850317,0.67986242
-5.16558279,2.45261640,0.16076848,0.00143307,1.14427357,0.44353694,0.00000000,1.70500087,0.65778210
-5.15957979,2.42037695,0.17509230,0.00164836,1.11992693,0.44984138,0.00000000,1.73408068,0.63582941
-5.15357679,2.39291464,0.19003496,0.00188930,1.09647368,0.45855834,0.00000000,1.76639262,0.61448038
-5.14757379,2.37156456,0.20553765,0.00215643,1.07460529,0.46983061,0.00000000,1.80255905,0.59418221
-5.14157079,2.35751229,0.22152900,0.00244982,1.05496748,0.48374633,0.00000000,1.84316013,0.57534317
-5.13556778,2.35176778,0.23792445,0.00276906,1.03814563,0.50033744,0.00000000,1.88871870,0.55832339
-5.12956478,2.35514269,0.25462581,0.00311318,1.02465127,0.51957947,0.00000000,1.93968468,0.54342672
-5.12356178,2.36823153,0.27152116,0.00348067,1.01490986,0.54139238,0.00000000,1.99641915,0.53089405
-5.11755878,2.39139706,0.28848500,0.00386941,1.00925041,0.56564250,0.00000000,2.05917856,0.52089812
-5.11155578,2.42476038,0.30537895,0.00427677,1.00789691,0.59214537,0.00000000,2.12809927,0.51354005
-5.10555278,2.46819585,0.32205293,0.00469958,1.01096219,0.62066956,0.00000000,2.20318296,0.50884779
-5.09954977,2.52133121,0.33834692,0.00513422,1.01844407,0.65094114,0.00000000,2.28428357,0.50677642
-5.09354677,2.58355296,0.35409331,0.00557668,1.03022429,0.68264891,0.00000000,2.37109615,0.50721036
-5.08754377,2.65401698,0.36911987,0.00602268,1.04607001,0.71545022,0.00000000,2.46314832,0.50996762
-5.08154077,2.73166428,0.38325316,0.00646775,1.06563819,0.74897713,0.00000000,2.55979506,0.51480562
-5.07553777,2.81524167,0.39632251,0.00690735,1.08848252,0.78284311,0.00000000,2.66021727,0.52142877
-5.06953477,2.90332684,0.40816418,0.00733699,1.11406304,0.81664974,0.00000000,2.76342473,0.52949737
-5.06353177,2.99435733,0.41862575,0.00775234,1.14175806,0.84999360,0.00000000,2.86826383,0.53863755
-5.05752876,3.08666275,0.42757042,0.00814934,1.17087817,0.88247307,0.00000000,2.97343045,0.54845208
-5.05152576,3.17849956,0.43488110,0.00852429,1.20068208,0.91369477,0.00000000,3.07748813,0.55853145
-5.04552276,3.26808733,0.44046396,0.00887390,1.23039370,0.94327981,0.00000000,3.17889142,0.56846513
-5.03951976,3.35364592,0.44425144,0.00919536,1.25922032,0.97086938,0.00000000,3.27601428,0.57785248
-5.03351676,3.43343249,0.44620440,0.00948635,1.28637117,0.99612988,0.00000000,3.36718295,0.58631295
-5.02751376,3.50577757,0.44631334,0.00974505,1.31107599,1.01875733,0.00000000,3.45071268,0.59349549
-5.02151076,3.56911926,0.44459869,0.00997011,1.33260318,1.03848110,0.00000000,3.52494737,0.59908661
-5.01550775,3.62203508,0.44110997,0.01016060,1.35027689,1.05506706,0.00000000,3.58830102,0.60281714
-5.00950475,3.66327044,0.43592413,0.01031598,1.36349274,1.06832002,0.00000000,3.63929968,0.60446744
-5.00350175,3.69176350,0.42914289,0.01043600,1.37173176,1.07808562,0.00000000,3.67662258,0.60387096
-4.99749875,3.70666572,0.42088942,0.01052064,1.37457196,1.08425180,0.00000000,3.69914087,0.60091619
-4.99149575,3.70735791,0.41130444,0.01057004,1.37169755,1.08674977,0.00000000,3.70595254,0.59554705
-4.98549275,3.69346130,0.40054203,0.01058447,1.36290523,1.08555475,0.00000000,3.69641221,0.58776176
-4.97948974,3.66484373,0.38876523,0.01056421,1.34810768,1.08068634,0.00000000,3.67015432,0.57761037
-4.97348674,3.62162056,0.37614177,0.01050962,1.32733393,1.07220870,0.00000000,3.62710889,0.56519110
-4.96748374,3.56415064,0.36284007,0.01042105,1.30072682,1.06023037,0.00000000,3.56750890,0.55064565
-4.96148074,3.49302711,0.34902563,0.01029889,1.26853755,1.04490380,0.00000000,3.49188880,0.53415386
-4.95547774,3.40906344,0.33485800,0.01014358,1.23111751,1.02642441,0.00000000,3.40107422,0.51592758
-4.94947474,3.31327491,0.32048832,0.00995567,1.18890779,1.00502906,0.00000000,3.29616277,0.49620436
-4.94347174,3.20685581,0.30605749,0.00973587,1.14242657,0.98099388,0.00000000,3.17849692,0.47524084
-4.93746873,3.09115297,0.29169496,0.00948509,1.09225492,0.95463120,0.00000000,3.04962955,0.45330617
-4.93146573,2.96763613,0.27751809,0.00920452,1.03902152,0.92628555,0.00000000,2.91128362,0.43067559
-4.92546273,2.83786570,0.26363189,0.00889570,0.98338663,0.89632861,0.00000000,2.76530736,0.40762427
-4.91945973,2.70345890,0.25012921,0.00856050,0.92602599,0.86515318,0.00000000,2.61362667,0.38442160
-4.91345673,2.56605491,0.23709105,0.00820122,0.86761509,0.83316603,0.00000000,2.45819633,0.36132595
-4.90745373,2.42728010,0.22458712,0.00782055,0.80881422,0.80078005,0.00000000,2.30095204,0.33858004
-4.90145073,2.28871418,0.21267631,0.00742155,0.75025484,0.76840558,0.00000000,2.14376464,0.31640701
-4.89544772,2.15185832,0.20140726,0.00700764,0.69252750,0.73644148,0.00000000,1.98839833,0.29500707
-4.88944472,2.01810615,0.19081870,0.00658253,0.63617175,0.70526615,0.00000000,1.83647403,0.27455507
-4.88344172,1.88871847,0.18093983,0.00615015,0.58166808,0.67522889,0.00000000,1.68943901,0.25519871
-4.87743872,1.76480259,0.17179049,0.00571454,0.52943214,0.64664204,0.00000000,1.54854355,0.23705757
-4.87143572,1.64729671,0.16338141,0.00527978,0.47981117,0.61977434,0.00000000,1.41482501,0.22022290
-4.86543272,1.53696001,0.15571433,0.00484987,0.43308267,0.59484581,0.00000000,1.28909951,0.20475823
-4.85942971,1.43436857,0.14878230,0.00442865,0.38945510,0.57202443,0.00000000,1.17196099,0.19070052
-4.85342671,1.33991711,0.14257004,0.00401970,0.34907051,0.55142496,0.00000000,1.06378715,0.17806214
-4.84742371,1.25382640,0.13705448,0.00362626,0.31200871,0.53310985,0.00000000,0.96475158,0.16683327
-4.84142071,1.17615589,0.13220556,0.00325114,0.27829282,0.51709233,0.00000000,0.87484122,0.15698487
-4.83541771,1.10682071,0.12798724,0.00289675,0.24789583,0.50334143,0.00000000,0.79387800,0.14847188
-4.82941471,1.04561241,0.12435874,0.00256497,0.22074777,0.49178881,0.00000000,0.72154358,0.14123676
-4.82341171,0.99222216,0.12127599,0.00225723,0.19674330,0.48233685,0.00000000,0.65740607,0.13521299
-4.81740870,0.94626557,0.11869326,0.00197447,0.17574930,0.47486770,0.00000000,0.60094746,0.13032859
-4.81140570,0.90730762,0.11656481,0.00171719,0.15761220,0.46925262,0.00000000,0.55159081,0.12650936
-4.80540270,0.87488689,0.11484661,0.00148550,0.14216486,0.46536124,0.00000000,0.50872613,0.12368180
-4.79939970,0.84853781,0.11349790,0.00127914,0.12923268,0.46307005,0.00000000,0.47173422,0.12177557
-4.79339670,0.82781012,0.11248259,0.00109760,0.11863894,0.46226982,0.00000000,0.44000770,0.12072533
-4.78739370,0.81228471,0.11177047,0.00094014,0.11020913,0.46287134,0.00000000,0.41296883,0.12047205
-4.78139070,0.80158552,0.11133797,0.00080590,0.10377433,0.46480950,0.00000000,0.39008382,0.12096356
-4.77538769,0.79538708,0.11116871,0.00069394,0.09917358,0.46804521,0.00000000,0.37087341,0.12215456
-4.76938469,0.79341785,0.11125357,0.00060333,0.09625532,0.47256551,0.00000000,0.35491997,0.12400595
-4.76338169,0.79545966,0.11159047,0.00053322,0.09487805,0.47838171,0.00000000,0.34187109,0.12648370
-4.75737869,0.80134376,0.11218381,0.00048286,0.09491023,0.48552607,0.00000000,0.33144023,0.12955732
-4.75137569,0.81094414,0.11304372,0.00045167,0.09622969,0.49404718,0.00000000,0.32340469,0.13319809
-4.74537269,0.82416922,0.11418506,0.00043928,0.09872270,0.50400467,0.00000000,0.31760153,0.13737720
-4.73936968,0.84095262,0.11562643,0.00044553,0.10228284,0.51546370,0.00000000,0.31392188,0.14206401
-4.73336668,0.86124415,0.11738909,0.00047049,0.10680990,0.52848968,0.00000000,0.31230427,0.14722455
-4.72736368,0.88500180,0.11949614,0.00051444,0.11220893,0.54314376,0.00000000,0.31272747,0.15282044
-4.72136068,0.91218554,0.12197167,0.00057790,0.11838969,0.55947947,0.00000000,0.31520332,0.15880837
-4.71535768,0.94275358,0.12484031,0.00066154,0.12526635,0.57754074,0.00000000,0.31976988,0.16514014
-4.70935468,0.97666115,0.12812689,0.00076617,0.13275783,0.59736153,0.00000000,0.32648529,0.17176340
-4.70335168,1.01386224,0.13185639,0.00089270,0.14078854,0.61896699,0.00000000,0.33542243,0.17862306
-4.69734867,1.05431367,0.13605408,0.00104205,0.14928959,0.64237599,0.00000000,0.34666452,0.18566322
-4.69134567,1.09798133,0.14074577,0.00121509,0.15820035,0.66760480,0.00000000,0.36030170,0.19282963
-4.68534267,1.14484760,0.14595815,0.00141256,0.16747034,0.69467132,0.00000000,0.37642828,0.20007242
-4.67933967,1.19491926,0.15171906,0.00163501,0.17706112,0.72359945,0.00000000,0.39514068,0.20734896
-4.67333667,1.24823459,0.15805760,0.00188268,0.18694814,0.75442302,0.00000000,0.41653570,0.21462660
-4.66733367,1.30486888,0.16500402,0.00215544,0.19712230,0.78718854,0.00000000,0.44070880,0.22188513
-4.66133067,1.36493705,0.17258928,0.00245273,0.20759097,0.82195637,0.00000000,0.46775223,0.22911859
-4.65532766,1.42859265,0.18084422,0.00277348,0.21837838,0.85879977,0.00000000,0.49775260,0.23633641
-4.64932466,1.49602245,0.18979822,0.00311603,0.22952514,0.89780141,0.00000000,0.53078765,0.24356359
-4.64332166,1.56743623,0.19947760,0.00347814,0.24108682,0.93904740,0.00000000,0.56692223,0.25083987
-4.63731866,1.64305171,0.20990345,0.00385696,0.25313146,0.98261858,0.00000000,0.60620318,0.25821781
-4.63131566,1.72307486,0.22108929,0.00424900,0.26573607,1.02857957,0.00000000,0.64865318,0.26575979
-4.62531266,1.80767623,0.23303844,0.00465021,0.27898214,1.07696579,0.00000000,0.69426375,0.27353413
-4.61930965,1.89696435,0.24574134,0.00505599,0.29295029,1.12776933,0.00000000,0.74298755,0.28161024
-4.61330665,1.99095739,0.25917307,0.00546129,0.30771428,1.18092419,0.00000000,0.79473017,0.29005337
-4.60730365,2.08955490,0.27329097,0.00586069,0.32333455,1.23629210,0.00000000,0.84934204,0.29891890
-4.60130065,2.19251094,0.28803288,0.00624855,0.33985171,1.29364959,0.00000000,0.90661062,0.30824675
-4.59529765,2.29941091,0.30331591,0.00661909,0.35728021,1.35267759,0.00000000,0.96625359,0.31805602
-4.58929465,2.40965335,0.31903600,0.00696662,0.37560263,1.41295427,0.00000000,1.02791347,0.32834040
-4.58329165,2.52243866,0.33506834,0.00728560,0.39476484,1.47395204,0.00000000,1.09115408,0.33906453
-4.57728864,2.63676594,0.35126877,0.00757087,0.41467247,1.53503926,0.00000000,1.15545955,0.35016159
-4.57128564,2.75143894,0.36747614,0.00781776,0.43518890,1.59548725,0.00000000,1.22023597,0.36153249
-4.56528264,2.86508184,0.38351564,0.00802222,0.45613507,1.65448248,0.00000000,1.28481627,0.37304657
-4.55927964,2.97616473,0.39920302,0.00818098,0.47729117,1.71114409,0.00000000,1.34846835,0.38454404
-4.55327664,3.08303856,0.41434961,0.00829158,0.49840040,1.76454607,0.00000000,1.41040648,0.39584017
-4.54727364,3.18397857,0.42876789,0.00835251,0.51917462,1.81374361,0.00000000,1.46980597,0.40673092
-4.54127064,3.27723474,0.44227757,0.00836319,0.53930191,1.85780258,0.00000000,1.52582083,0.41699996
-4.53526763,3.36108744,0.45471181,0.00832402,0.55845569,1.89583099,0.00000000,1.57760380,0.42642685
-4.52926463,3.43390619,0.46592343,0.00823633,0.57630519,1.92701118,0.00000000,1.62432840,0.43479577
-4.52326163,3.49420894,0.47579082,0.00810234,0.59252670,1.95063131,0.00000000,1.66521215,0.44190472
-4.51725863,3.54071948,0.48422336,0.00792509,0.60681537,1.96611480,0.00000000,1.69954011,0.44757460
-4.51125563,3.57242035,0.49116604,0.00770832,0.61889684,1.97304638,0.00000000,1.72668795,0.45165770
-4.50525263,3.58859900,0.49660323,0.00745638,0.62853841,1.97119356,0.00000000,1.74614346,0.45404536
-4.49924962,3.58888481,0.50056119,0.00717405,0.63555898,1.96052237,0.00000000,1.75752581,0.45467428
-4.49324662,3.57327554,0.50310948,0.00686648,0.63983759,1.94120685,0.00000000,1.76060142,0.45353128
