energy_ev,total_up,Ge_p_up,Ge_d_up,Nb_p_up,Nb_d_up,Se_s_up,Se_p_up
-5.82591296,1.87796150,0.36090606,0.00000000,1.16779947,0.59708340,0.02774089,0.72361730
-5.81990995,1.87485351,0.36220559,0.00000000,1.16328556,0.59669043,0.02888595,0.72187149
-5.81390695,1.86616996,0.36291233,0.00000000,1.15568321,0.59439312,0.02991148,0.71764224
-5.80790395,1.85167457,0.36293393,0.00000000,1.14484044,0.59012463,0.03080190,0.71085199
-5.80190095,1.83121628,0.36218179,0.00000000,1.13064576,0.58384854,0.03154358,0.70146659
-5.79589795,1.80473851,0.36057466,0.00000000,1.11303626,0.57556114,0.03212527,0.68949822
-5.78989495,1.77228676,0.35804235,0.00000000,1.09200467,0.56529320,0.03253843,0.67500715
-5.78389195,1.73401418,0.35452931,0.00000000,1.06760531,0.55311105,0.03277752,0.65810242
-5.77788894,1.69018484,0.34999809,0.00000000,1.03995849,0.53911707,0.03284023,0.63894141
-5.77188594,1.64117468,0.34443233,0.00000000,1.00925338,0.52344940,0.03272762,0.61772819
-5.76588294,1.58747000,0.33783948,0.00000000,0.97574914,0.50628107,0.03244424,0.59471083
-5.75987994,1.52966350,0.33025279,0.00000000,0.93977425,0.48781834,0.03199810,0.57017768
-5.75387694,1.46844795,0.32173271,0.00000000,0.90172418,0.46829851,0.03140058,0.54445282
-5.74787394,1.40460761,0.31236759,0.00000000,0.86205726,0.44798704,0.03066629,0.51789068
-5.74187094,1.33900753,0.30227349,0.00000000,0.82128913,0.42717414,0.02981282,0.49087013
-5.73586793,1.27258108,0.29159319,0.00000000,0.77998568,0.40617084,0.02886039,0.46378812
-5.72986493,1.20631571,0.28049444,0.00000000,0.73875483,0.38530464,0.02783149,0.43705299
-5.72386193,1.14123740,0.26916724,0.00000000,0.69823730,0.36491470,0.02675040,0.41107772
-5.71785893,1.07839398,0.25782044,0.00000000,0.65909647,0.34534670,0.02564269,0.38627302
-5.71185593,1.01883749,0.24667759,0.00000000,0.62200767,0.32694744,0.02453467,0.36304059
-5.70585293,0.96360594,0.23597218,0.00000000,0.58764694,0.31005906,0.02345280,0.34176651
-5.69984992,0.91370451,0.22594233,0.00000000,0.55667944,0.29501319,0.02242310,0.32281470
-5.69384692,0.87008665,0.21682510,0.00000000,0.52974760,0.28212482,0.02147055,0.30652077
-5.68784392,0.83363504,0.20885053,0.00000000,0.50745915,0.27168612,0.02061849,0.29318604
-5.68184092,0.80514281,0.20223556,0.00000000,0.49037508,0.26396014,0.01988805,0.28307176
-5.67583792,0.78529520,0.19717802,0.00000000,0.47899768,0.25917462,0.01929761,0.27639378
-5.66983492,0.77465197,0.19385077,0.00000000,0.47375878,0.25751588,0.01886236,0.27331744
-5.66383192,0.77363098,0.19239628,0.00000000,0.47500824,0.25912298,0.01859382,0.27395300
-5.65782891,0.78249326,0.19292166,0.00000000,0.48300321,0.26408234,0.01849958,0.27835147
-5.65182591,0.80133018,0.19549448,0.00000000,0.49789810,0.27242292,0.01858298,0.28650128
-5.64582291,0.83005326,0.20013942,0.00000000,0.51973588,0.28411233,0.01884299,0.29832565
-5.63981991,0.86838719,0.20683598,0.00000000,0.54844110,0.29905394,0.01927420,0.31368115
-5.63381691,0.91586675,0.21551732,0.00000000,0.58381498,0.31708534,0.01986685,0.33235749
-5.62781391,0.97183834,0.22607047,0.00000000,0.62553331,0.33797844,0.02060705,0.35407883
-5.62181091,1.03546651,0.23833789,0.00000000,0.67314747,0.36144127,0.02147713,0.37850682
-5.61580790,1.10574614,0.25212051,0.00000000,0.72608914,0.38712190,0.02245602,0.40524558
-5.60980490,1.18152055,0.26718226,0.00000000,0.78367913,0.41461437,0.02351987,0.43384870
-5.60380190,1.26150551,0.28325601,0.00000000,0.84514037,0.44346690,0.02464268,0.46382824
-5.59779890,1.34431902,0.30005093,0.00000000,0.90961536,0.47319213,0.02579707,0.49466581
-5.59179590,1.42851651,0.31726089,0.00000000,0.97618773,0.50327936,0.02695506,0.52582543
-5.58579290,1.51263039,0.33457398,0.00000000,1.04390750,0.53320851,0.02808898,0.55676793
-5.57978989,1.59521294,0.35168251,0.00000000,1.11181941,0.56246528,0.02917233,0.58696642
-5.57378689,1.67488121,0.36829348,0.00000000,1.17899334,0.59055719,0.03018063,0.61592244
-5.56778389,1.75036187,0.38413873,0.00000000,1.24455553,0.61702965,0.03109226,0.64318193
-5.56178089,1.82053456,0.39898476,0.00000000,1.30771930,0.64148169,0.03188918,0.66835059
-5.55577789,1.88447132,0.41264138,0.00000000,1.36781377,0.66358032,0.03255753,0.69110771
-5.54977489,1.94147035,0.42496905,0.00000000,1.42430892,0.68307302,0.03308815,0.71121785
-5.54377189,1.99108222,0.43588427,0.00000000,1.47683553,0.69979761,0.03347688,0.72853970
-5.53776888,2.03312673,0.44536291,0.00000000,1.52519866,0.71368886,0.03372463,0.74303152
-5.53176588,2.06769928,0.45344098,0.00000000,1.56938352,0.72478141,0.03383742,0.75475265
-5.52576288,2.09516586,0.46021289,0.00000000,1.60955300,0.73320863,0.03382602,0.76386099
-5.51975988,2.11614631,0.46582702,0.00000000,1.64603640,0.73919733,0.03370552,0.77060618
-5.51375688,2.13148617,0.47047873,0.00000000,1.67930956,0.74305830,0.03349472,0.77531865
-5.50775388,2.14221792,0.47440110,0.00000000,1.70996704,0.74517301,0.03321531,0.77839496
-5.50175088,2.14951306,0.47785361,0.00000000,1.73868718,0.74597688,0.03289099,0.78027986
-5.49574787,2.15462692,0.48110933,0.00000000,1.76619194,0.74593982,0.03254642,0.78144586
-5.48974487,2.15883872,0.48444117,0.00000000,1.79320304,0.74554481,0.03220620,0.78237119
-5.48374187,2.16338942,0.48810774,0.00000000,1.82039689,0.74526555,0.03189386,0.78351703
-5.47773887,2.16942036,0.49233950,0.00000000,1.84836049,0.74554404,0.03163077,0.78530526
-5.47173587,2.17791555,0.49732600,0.00000000,1.87755074,0.74676932,0.03143528,0.78809761
-5.46573287,2.18965056,0.50320461,0.00000000,1.90825940,0.74925817,0.03132192,0.79217726
-5.45972986,2.20515028,0.51005150,0.00000000,1.94058572,0.75323891,0.03130073,0.79773384
-5.45372686,2.22465798,0.51787531,0.00000000,1.97441838,0.75883898,0.03137684,0.80485256
-5.44772386,2.24811707,0.52661376,0.00000000,2.00942795,0.76607692,0.03155018,0.81350796
-5.44172086,2.27516656,0.53613354,0.00000000,2.04507036,0.77485919,0.03181552,0.82356269
-5.43571786,2.30515064,0.54623343,0.00000000,2.08060154,0.78498213,0.03216260,0.83477139
-5.42971486,2.33714180,0.55665065,0.00000000,2.11510258,0.79613870,0.03257654,0.84678950
-5.42371186,2.36997667,0.56707004,0.00000000,2.14751416,0.80793012,0.03303842,0.85918655
-5.41770885,2.40230267,0.57713577,0.00000000,2.17667880,0.81988152,0.03352606,0.87146346
-5.41170585,2.43263343,0.58646506,0.00000000,2.20138862,0.83146106,0.03401487,0.88307281
-5.40570285,2.45941031,0.59466316,0.00000000,2.22043647,0.84210161,0.03447884,0.89344138
-5.39969985,2.48106712,0.60133906,0.00000000,2.23266765,0.85122404,0.03489155,0.90199377
-5.39369685,2.49609513,0.60612108,0.00000000,2.23703000,0.85826087,0.03522723,0.90817601
-5.38769385,2.50310529,0.60867173,0.00000000,2.23261971,0.86267950,0.03546175,0.91147823
-5.38169085,2.50088503,0.60870118,0.00000000,2.21872085,0.86400368,0.03557352,0.91145526
-5.37568784,2.48844713,0.60597861,0.00000000,2.19483682,0.86183256,0.03554433,0.90774438
-5.36968484,2.46506869,0.60034121,0.00000000,2.16071243,0.85585635,0.03536000,0.90007946
-5.36368184,2.43031877,0.59170029,0.00000000,2.11634583,0.84586809,0.03501085,0.88830099
-5.35767884,2.38407377,0.58004437,0.00000000,2.06199003,0.83177100,0.03449207,0.87236175
-5.35167584,2.32652045,0.56543919,0.00000000,1.99814431,0.81358144,0.03380378,0.85232794
-5.34567284,2.25814672,0.54802481,0.00000000,1.92553627,0.79142724,0.03295101,0.82837592
-5.33966983,2.17972134,0.52800985,0.00000000,1.84509575,0.76554190,0.03194341,0.80078501
-5.33366683,2.09226374,0.50566348,0.00000000,1.75792206,0.73625493,0.03079488,0.76992659
-5.32766383,1.99700579,0.48130532,0.00000000,1.66524643,0.70397894,0.02952300,0.73625038
-5.32166083,1.89534757,0.45529406,0.00000000,1.56839135,0.66919435,0.02814836,0.70026847
-5.31565783,1.78880926,0.42801508,0.00000000,1.46872887,0.63243221,0.02669388,0.66253793
-5.30965483,1.67898141,0.39986787,0.00000000,1.36763956,0.59425624,0.02518394,0.62364274
-5.30365183,1.56747565,0.37125360,0.00000000,1.26647380,0.55524466,0.02364367,0.58417583
-5.29764882,1.45587783,0.34256347,0.00000000,1.16651672,0.51597275,0.02209813,0.54472188
-5.29164582,1.34570515,0.31416812,0.00000000,1.06895795,0.47699656,0.02057159,0.50584156
-5.28564282,1.23836868,0.28640861,0.00000000,0.97486688,0.43883855,0.01908686,0.46805744
-5.27963982,1.13514216,0.25958907,0.00000000,0.88517386,0.40197539,0.01766475,0.43184232
-5.27363682,1.03713771,0.23397117,0.00000000,0.80065754,0.36682828,0.01632356,0.39760973
-5.26763382,0.94528862,0.20977055,0.00000000,0.72193798,0.33375586,0.01507874,0.36570717
-5.26163082,0.86033918,0.18715509,0.00000000,0.64947540,0.30304971,0.01394266,0.33641163
-5.25562781,0.78284101,0.16624491,0.00000000,0.58357369,0.27493243,0.01292441,0.30992767
-5.24962481,0.71315547,0.14711390,0.00000000,0.52438813,0.24955790,0.01202986,0.28638758
-5.24362181,0.65146118,0.12979261,0.00000000,0.47193647,0.22701354,0.01126164,0.26585354
-5.23761881,0.59776588,0.11427219,0.00000000,0.42611249,0.20732436,0.01061935,0.24832145
-5.23161581,0.55192171,0.10050914,0.00000000,0.38670127,0.19045812,0.01009975,0.23372610
-5.22561281,0.51364288,0.08843055,0.00000000,0.35339543,0.17633168,0.00969706,0.22194747
-5.21960980,0.48252507,0.07793968,0.00000000,0.32581174,0.16481780,0.00940328,0.21281781
-5.21360680,0.45806566,0.06892151,0.00000000,0.30350734,0.15575241,0.00920858,0.20612922
-5.20760380,0.43968417,0.06124827,0.00000000,0.28599548,0.14894189,0.00910166,0.20164160
-5.20160080,0.42674244,0.05478452,0.00000000,0.27276013,0.14417027,0.00907017,0.19909063
-5.19559780,0.41856403,0.04939196,0.00000000,0.26326946,0.14120615,0.00910109,0.19819580
-5.18959480,0.41445260,0.04493362,0.00000000,0.25698800,0.13980922,0.00918116,0.19866810
-5.18359180,0.41370909,0.04127755,0.00000000,0.25338746,0.13973635,0.00929723,0.20021749
-5.17758879,0.41564754,0.03829997,0.00000000,0.25195627,0.14074717,0.00943665,0.20255991
-5.17158579,0.41960937,0.03588773,0.00000000,0.25220778,0.14260921,0.00958756,0.20542384
-5.16558279,0.42497637,0.03394040,0.00000000,0.25368745,0.14510246,0.00973925,0.20855621
-5.15957979,0.43118207,0.03237167,0.00000000,0.25597884,0.14802355,0.00988237,0.21172778
-5.15357679,0.43772178,0.03111046,0.00000000,0.25870880,0.15118943,0.01000920,0.21473780
-5.14757379,0.44416105,0.03010147,0.00000000,0.26155170,0.15444065,0.01011382,0.21741794
-5.14157079,0.45014280,0.02930552,0.00000000,0.26423296,0.15764410,0.01019227,0.21963549
-5.13556778,0.45539292,0.02869951,0.00000000,0.26653179,0.16069543,0.01024263,0.22129575
-5.12956478,0.45972433,0.02827615,0.00000000,0.26828334,0.16352092,0.01026508,0.22234359
-5.12356178,0.46303961,0.02804355,0.00000000,0.26938002,0.16607883,0.01026194,0.22276415
-5.11755878,0.46533189,0.02802458,0.00000000,0.26977233,0.16836025,0.01023762,0.22258272
-5.11155578,0.46668424,0.02825611,0.00000000,0.26946875,0.17038931,0.01019853,0.22186375
-5.10555278,0.46726725,0.02878818,0.00000000,0.26853509,0.17222279,0.01015300,0.22070899
-5.09954977,0.46733497,0.02968301,0.00000000,0.26709288,0.17394894,0.01011113,0.21925484
-5.09354677,0.46721904,0.03101393,0.00000000,0.26531699,0.17568571,0.01008456,0.21766888
-5.08754377,0.46732118,0.03286420,0.00000000,0.26343237,0.17757809,0.01008632,0.21614575
-5.08154077,0.46810383,0.03532564,0.00000000,0.26170978,0.17979480,0.01013051,0.21490222
-5.07553777,0.47007935,0.03849716,0.00000000,0.26046056,0.18252423,0.01023207,0.21417181
-5.06953477,0.47379763,0.04248309,0.00000000,0.26003051,0.18596962,0.01040647,0.21419883
-5.06353177,0.47983237,0.04739118,0.00000000,0.26079266,0.19034376,0.01066937,0.21523205
-5.05752876,0.48876633,0.05333056,0.00000000,0.26313916,0.19586303,0.01103627,0.21751809
-5.05152576,0.50117565,0.06040920,0.00000000,0.26747233,0.20274121,0.01152215,0.22129470
-5.04552276,0.51761372,0.06873127,0.00000000,0.27419491,0.21118293,0.01214110,0.22678396
-5.03951976,0.53859483,0.07839416,0.00000000,0.28369974,0.22137714,0.01290594,0.23418577
-5.03351676,0.56457811,0.08948524,0.00000000,0.29635915,0.23349070,0.01382780,0.24367157
-5.02751376,0.59595214,0.10207853,0.00000000,0.31251408,0.24766227,0.01491574,0.25537858
-5.02151076,0.63302071,0.11623115,0.00000000,0.33246366,0.26399685,0.01617642,0.26940473
-5.01550775,0.67599027,0.13197986,0.00000000,0.35645515,0.28256096,0.01761369,0.28580447
-5.00950475,0.72495949,0.14933770,0.00000000,0.38467508,0.30337886,0.01922831,0.30458550
-5.00350175,0.77991144,0.16829088,0.00000000,0.41724163,0.32642991,0.02101764,0.32570682
-4.99749875,0.84070884,0.18879616,0.00000000,0.45419900,0.35164724,0.02297550,0.34907796
-4.99149575,0.90709275,0.21077884,0.00000000,0.49551392,0.37891785,0.02509193,0.37455973
-4.98549275,0.97868500,0.23413154,0.00000000,0.54107474,0.40808425,0.02735322,0.40196638
-4.97948974,1.05499453,0.25871399,0.00000000,0.59069335,0.43894769,0.02974191,0.43106934
-4.97348674,1.13542779,0.28435383,0.00000000,0.64411008,0.47127288,0.03223696,0.46160244
-4.96748374,1.21930294,0.31084870,0.00000000,0.70100154,0.50479433,0.03481400,0.49326850
-4.96148074,1.30586776,0.33796958,0.00000000,0.76099124,0.53922386,0.03744574,0.52574726
-4.95547774,1.39432072,0.36546535,0.00000000,0.82366272,0.57425942,0.04010243,0.55870429
-4.94947474,1.48383466,0.39306860,0.00000000,0.88857465,0.60959463,0.04275253,0.59180076
-4.94347174,1.57358222,0.42050243,0.00000000,0.95527716,0.64492900,0.04536337,0.62470358
-4.93746873,1.66276207,0.44748819,0.00000000,1.02332887,0.67997821,0.04790193,0.65709573
-4.93146573,1.75062500,0.47375373,0.00000000,1.09231339,0.71448417,0.05033574,0.68868612
-4.92546273,1.83649859,0.49904200,0.00000000,1.16185473,0.74822441,0.05263368,0.71921881
-4.91945973,1.91980937,0.52311947,0.00000000,1.23163042,0.78102029,0.05476687,0.74848099
-4.91345673,2.00010138,0.54578420,0.00000000,1.30138181,0.81274368,0.05670945,0.77630934
-4.90745373,2.07705011,0.56687292,0.00000000,1.37092067,0.84332169,0.05843936,0.80259449
-4.90145073,2.15047096,0.58626703,0.00000000,1.44013170,0.87273910,0.05993889,0.82728327
-4.89544772,2.22032173,0.60389702,0.00000000,1.50897077,0.90103842,0.06119522,0.85037854
-4.88944472,2.28669876,0.61974509,0.00000000,1.57745889,0.92831722,0.06220065,0.87193658
-4.88344172,2.34982674,0.63384584,0.00000000,1.64567227,0.95472301,0.06295277,0.89206206
-4.87743872,2.41004269,0.64628501,0.00000000,1.71372898,0.98044562,0.06345438,0.91090086
-4.87143572,2.46777458,0.65719605,0.00000000,1.78177318,1.00570743,0.06371314,0.92863091
-4.86543272,2.52351581,0.66675497,0.00000000,1.84995776,1.03075184,0.06374124,0.94545172
-4.85942971,2.57779672,0.67517344,0.00000000,1.91842655,1.05583055,0.06355467,0.96157286
-4.85342671,2.63115452,0.68269049,0.00000000,1.98729719,1.08119010,0.06317257,0.97720220
-4.84742371,2.68410332,0.68956323,0.00000000,2.05664573,1.10705847,0.06261637,0.99253442
-4.84142071,2.73710563,0.69605695,0.00000000,2.12649381,1.13363230,0.06190895,1.00774049
-4.83541771,2.79054692,0.70243499,0.00000000,2.19679910,1.16106537,0.06107372,1.02295860
-4.82941471,2.84471441,0.70894881,0.00000000,2.26744949,1.18945895,0.06013386,1.03828710
-4.82341171,2.89978108,0.71582867,0.00000000,2.33826104,1.21885445,0.05911157,1.05377976
-4.81740870,2.95579559,0.72327525,0.00000000,2.40897965,1.24922869,0.05802740,1.06944363
-4.81140570,3.01267827,0.73145244,0.00000000,2.47928598,1.28049205,0.05689985,1.08523943
-4.80540270,3.07022324,0.74048160,0.00000000,2.54880299,1.31248944,0.05574498,1.10108448
-4.79939970,3.12810609,0.75043739,0.00000000,2.61710537,1.34500402,0.05457628,1.11685785
-4.79339670,3.18589630,0.76134516,0.00000000,2.68372998,1.37776334,0.05340465,1.13240721
-4.78739370,3.24307353,0.77318010,0.00000000,2.74818656,1.41044760,0.05223852,1.14755704
-4.78139070,3.29904644,0.78586789,0.00000000,2.80996796,1.44269941,0.05108410,1.16211741
-4.77538769,3.35317295,0.79928688,0.00000000,2.86855937,1.47413450,0.04994564,1.17589283
-4.76938469,3.40478054,0.81327162,0.00000000,2.92344619,1.50435299,0.04882583,1.18869054
-4.76338169,3.45318577,0.82761764,0.00000000,2.97412045,1.53295043,0.04772619,1.20032769
-4.75737869,3.49771185,0.84208718,0.00000000,3.02008599,1.55952833,0.04664733,1.21063700
-4.75137569,3.53770386,0.85641583,0.00000000,3.06086252,1.58370358,0.04558934,1.21947062
-4.74537269,3.57254115,0.87031987,0.00000000,3.09598918,1.60511674,0.04455199,1.22670213
-4.73936968,3.60164686,0.88350393,0.00000000,3.12502811,1.62343875,0.04353492,1.23222661
-4.73336668,3.62449485,0.89566912,0.00000000,3.14756841,1.63837619,0.04253768,1.23595908
-4.72736368,3.64061433,0.90652106,0.00000000,3.16323112,1.64967515,0.04155981,1.23783168
-4.72136068,3.64959293,0.91577788,0.00000000,3.17167544,1.65712376,0.04060076,1.23778990
-4.71535768,3.65107871,0.92317790,0.00000000,3.17260625,1.66055379,0.03965981,1.23578860
-4.70935468,3.64478190,0.92848666,0.00000000,3.16578294,1.65984138,0.03873599,1.23178814
-4.70335168,3.63047700,0.93150341,0.00000000,3.15102911,1.65490736,0.03782798,1.22575132
-4.69734867,3.60800559,0.93206652,0.00000000,3.12824279,1.64571737,0.03693406,1.21764145
-4.69134567,3.57728038,0.93005794,0.00000000,3.09740623,1.63228195,0.03605203,1.20742199
-4.68534267,3.53829045,0.92540647,0.00000000,3.05859487,1.61465689,0.03517932,1.19505791
-4.67933967,3.49110762,0.91808971,0.00000000,3.01198437,1.59294376,0.03431302,1.18051877
-4.67333667,3.43589377,0.90813482,0.00000000,2.95785522,1.56729077,0.03345010,1.16378359
-4.66733367,3.37290852,0.89561795,0.00000000,2.89659426,1.53789393,0.03258755,1.14484702
-4.66133067,3.30251675,0.88066248,0.00000000,2.82869277,1.50499815,0.03172272,1.12372666
-4.65532766,3.22519533,0.86343630,0.00000000,2.75474085,1.46889839,0.03085354,1.10047085
-4.64932466,3.14153822,0.84414807,0.00000000,2.67541843,1.42994040,0.02997883,1.07516651
-4.64332166,3.05225957,0.82304293,0.00000000,2.59148294,1.38852102,0.02909856,1.04794636
-4.63731866,2.95819396,0.80039768,0.00000000,2.50375446,1.34508760,0.02821408,1.01899507
-4.63131566,2.86029353,0.77651578,0.00000000,2.41309887,1.30013645,0.02732826,0.98855373
-4.62531266,2.75962155,0.75172222,0.00000000,2.32040994,1.25421019,0.02644561,0.95692229
-4.61930965,2.65734249,0.72635869,0.00000000,2.22659115,1.20789364,0.02557225,0.92445964
-4.61330665,2.55470834,0.70077877,0.00000000,2.13253808,1.16180845,0.02471580,0.89158118
-4.60730365,2.45304156,0.67534366,0.00000000,2.03912208,1.11660616,0.02388524,0.85875375
-4.60130065,2.35371491,0.65041803,0.00000000,1.94717574,1.07295994,0.02309057,0.82648811
-4.59529765,2.25812847,0.62636623,0.00000000,1.85748071,1.03155491,0.02234254,0.79532910
-4.58929465,2.16768450,0.60354866,0.00000000,1.77075775,0.99307725,0.02165219,0.76584383
-4.58329165,2.08376056,0.58231804,0.00000000,1.68765932,0.95820226,0.02103046,0.73860822
-4.57728864,2.00768157,0.56301564,0.00000000,1.60876427,0.92758154,0.02048775,0.71419241
-4.57128564,1.94069142,0.54596718,0.00000000,1.53457438,0.90182952,0.02003343,0.69314547
-4.56528264,1.88392462,0.53147824,0.00000000,1.46551244,0.88150969,0.01967554,0.67597993
-4.55927964,1.83837886,0.51982925,0.00000000,1.40192123,0.86712074,0.01942034,0.66315659
-4.55327664,1.80488890,0.51126988,0.00000000,1.34406313,0.85908297,0.01927211,0.65507014
-4.54727364,1.78410250,0.50601296,0.00000000,1.29211990,0.85772535,0.01923291,0.65203594
-4.54127064,1.77645908,0.50422806,0.00000000,1.24619254,0.86327363,0.01930244,0.65427842
-4.53526763,1.78217163,0.50603496,0.00000000,1.20630090,0.87583976,0.01947807,0.66192149
-4.52926463,1.80121262,0.51149721,0.00000000,1.17238330,0.89541322,0.01975483,0.67498115
-4.52326163,1.83330443,0.52061622,0.00000000,1.14429624,0.92185444,0.02012560,0.69336066
-4.51725863,1.87791491,0.53332617,0.00000000,1.12181446,0.95489085,0.02058131,0.71684850
-4.51125563,1.93425849,0.54949022,0.00000000,1.10463181,0.99411580,0.02111117,0.74511905
-4.50525263,2.00130337,0.56889822,0.00000000,1.09236337,1.03899066,0.02170306,0.77773640
-4.49924962,2.07778487,0.59126647,0.00000000,1.08454913,1.08885027,0.02234384,0.81416096
-4.49324662,2.16222511,0.61623956,0.00000000,1.08065970,1.14291182,0.02301973,0.85375901
-4.48724362,2.25295891,0.64339458,0.00000000,1.08010431,1.20028727,0.02371669,0.89581500
-4.48124062,2.34816551,0.67224768,0.00000000,1.08224113,1.25999895,0.02442082,0.93954625
-4.47523762,2.44590546,0.70226299,0.00000000,1.08639006,1.32099823,0.02511865,0.98411986
-4.46923462,2.54416200,0.73286359,0.00000000,1.09184758,1.38218686,0.02579749,1.02867125
-4.46323162,2.64088570,0.76344435,0.00000000,1.09790344,1.44244026,0.02644566,1.07232401
-4.45722861,2.73404120,0.79338611,0.00000000,1.10385866,1.50063237,0.02705275,1.11421034
-4.45122561,2.82165463,0.82207089,0.00000000,1.10904405,1.55566112,0.02760972,1.15349151
-4.44522261,2.90186022,0.84889734,0.00000000,1.11283867,1.60647385,0.02810904,1.18937784
-4.43921961,2.97294455,0.87329613,0.00000000,1.11468739,1.65209186,0.02854469,1.22114729
-4.43321661,3.03338709,0.89474454,0.00000000,1.11411674,1.69163328,0.02891216,1.24816241
-4.42721361,3.08189552,0.91277977,0.00000000,1.11074835,1.72433349,0.02920840,1.26988479
-4.42121061,3.11743481,0.92701049,0.00000000,1.10430947,1.74956254,0.02943164,1.28588682
-4.41520760,3.13924913,0.93712629,0.00000000,1.09463986,1.76683893,0.02958133,1.29586024
-4.40920460,3.14687591,0.94290466,0.00000000,1.08169503,1.77583935,0.02965790,1.29962137
-4.40320160,3.14015175,0.94421535,0.00000000,1.06554546,1.77640418,0.02966265,1.29711289
-4.39719860,3.11921020,0.94102204,0.00000000,1.04637200,1.76853869,0.02959752,1.28840222
-4.39119560,3.08447170,0.93338136,0.00000000,1.02445767,1.75240990,0.02946495,1.27367676
-4.38519260,3.03662633,0.92143934,0.00000000,1.00017619,1.72833939,0.02926772,1.25323610
-4.37918959,2.97661007,0.90542561,0.00000000,0.97397789,1.69679242,0.02900888,1.22748183
-4.37318659,2.90557580,0.88564558,0.00000000,0.94637359,1.65836388,0.02869158,1.19690524
-4.36718359,2.82486007,0.86247096,0.00000000,0.91791713,1.61376144,0.02831909,1.16207350
-4.36118059,2.73594700,0.83632912,0.00000000,0.88918733,1.56378679,0.02789474,1.12361484
-4.35517759,2.64043053,0.80769151,0.00000000,0.86077017,1.50931548,0.02742192,1.08220325
-4.34917459,2.53997637,0.77706175,0.00000000,0.83324174,1.45127596,0.02690412,1.03854322
-4.34317159,2.43628477,0.74496372,0.00000000,0.80715269,1.39062873,0.02634498,0.99335492
-4.33716858,2.33105525,0.71192997,0.00000000,0.78301470,1.32834595,0.02574828,0.94736034
-4.33116558,2.22595412,0.67849091,0.00000000,0.76128935,1.26539223,0.02511807,0.90127048
-4.32516258,2.12258573,0.64516494,0.00000000,0.74237979,1.20270706,0.02445861,0.85577408
-4.31915958,2.02246773,0.61244984,0.00000000,0.72662521,1.14118927,0.02377445,0.81152775
-4.31315658,1.92701098,0.58081559,0.00000000,0.71429835,1.08168376,0.02307041,0.76914787
-4.30715358,1.83750408,0.55069859,0.00000000,0.70560585,1.02497084,0.02235157,0.72920397
