energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-2.90245123,0.00360542,0.00000000,0.00019613,0.00048341,0.00260724,0.00001799,0.00065549,0.00049237,0.00029395
-2.89644822,0.00455567,0.00000000,0.00024576,0.00060622,0.00330611,0.00002314,0.00081045,0.00062605,0.00037013
-2.89044522,0.00575953,0.00000000,0.00030924,0.00076310,0.00418816,0.00002953,0.00101188,0.00079431,0.00046700
-2.88444222,0.00726093,0.00000000,0.00038884,0.00095966,0.00528589,0.00003743,0.00126666,0.00100341,0.00058803
-2.87843922,0.00911033,0.00000000,0.00048720,0.00120241,0.00663645,0.00004711,0.00158298,0.00126046,0.00073728
-2.87243622,0.01136440,0.00000000,0.00060732,0.00149869,0.00828143,0.00005886,0.00197025,0.00157344,0.00091926
-2.86643322,0.01408551,0.00000000,0.00075250,0.00185662,0.01026652,0.00007301,0.00243892,0.00195108,0.00113897
-2.86043022,0.01734088,0.00000000,0.00092634,0.00228497,0.01264093,0.00008992,0.00300040,0.00240281,0.00140179
-2.85442721,0.02120152,0.00000000,0.00113264,0.00279301,0.01545661,0.00010996,0.00366675,0.00293856,0.00171340
-2.84842421,0.02574075,0.00000000,0.00137535,0.00339031,0.01876718,0.00013351,0.00445050,0.00356862,0.00207964
-2.84242121,0.03103239,0.00000000,0.00165846,0.00408648,0.02262663,0.00016095,0.00536424,0.00430338,0.00250637
-2.83641821,0.03714857,0.00000000,0.00198589,0.00489090,0.02708780,0.00019265,0.00642029,0.00515303,0.00299929
-2.83041521,0.04415726,0.00000000,0.00236137,0.00581236,0.03220050,0.00022896,0.00763023,0.00612722,0.00356371
-2.82441221,0.05211948,0.00000000,0.00278830,0.00685869,0.03800956,0.00027020,0.00900441,0.00723471,0.00420433
-2.81840920,0.06108632,0.00000000,0.00326956,0.00803638,0.04455263,0.00031662,0.01055141,0.00848299,0.00492499
-2.81240620,0.07109586,0.00000000,0.00380741,0.00935012,0.05185805,0.00036840,0.01227752,0.00987781,0.00572839
-2.80640320,0.08217017,0.00000000,0.00440329,0.01080242,0.05994256,0.00042565,0.01418618,0.01142283,0.00661585
-2.80040020,0.09431248,0.00000000,0.00505769,0.01239320,0.06880938,0.00048837,0.01627751,0.01311923,0.00758706
-2.79439720,0.10750472,0.00000000,0.00577006,0.01411947,0.07844638,0.00055645,0.01854780,0.01496541,0.00863985
-2.78839420,0.12170562,0.00000000,0.00653867,0.01597507,0.08882477,0.00062963,0.02098926,0.01695669,0.00977001
-2.78239120,0.13684950,0.00000000,0.00736059,0.01795044,0.09989826,0.00070757,0.02358972,0.01908523,0.01097121
-2.77638819,0.15284600,0.00000000,0.00823165,0.02003265,0.11160291,0.00078973,0.02633259,0.02133994,0.01223492
-2.77038519,0.16958074,0.00000000,0.00914652,0.02220538,0.12385765,0.00087549,0.02919693,0.02370661,0.01355045
-2.76438219,0.18691716,0.00000000,0.01009878,0.02444920,0.13656568,0.00096407,0.03215780,0.02616815,0.01490510
-2.75837919,0.20469939,0.00000000,0.01108109,0.02674193,0.14961668,0.00105461,0.03518669,0.02870496,0.01628433
-2.75237619,0.22275637,0.00000000,0.01208538,0.02905916,0.16288983,0.00114613,0.03825224,0.03129550,0.01767215
-2.74637319,0.24090689,0.00000000,0.01310313,0.03137491,0.17625760,0.00123760,0.04132110,0.03391687,0.01905146
-2.74037019,0.25896555,0.00000000,0.01412568,0.03366241,0.18959016,0.00132795,0.04435892,0.03654562,0.02040455
-2.73436718,0.27674943,0.00000000,0.01514449,0.03589501,0.20276037,0.00141609,0.04733154,0.03915855,0.02171368
-2.72836418,0.29408510,0.00000001,0.01615155,0.03804707,0.21564896,0.00150098,0.05020615,0.04173351,0.02296160
-2.72236118,0.31081578,0.00000001,0.01713965,0.04009498,0.22814990,0.00158161,0.05295258,0.04425028,0.02413221
-2.71635818,0.32680825,0.00000001,0.01810274,0.04201807,0.24017557,0.00165711,0.05554444,0.04669129,0.02521113
-2.71035518,0.34195917,0.00000002,0.01903614,0.04379947,0.25166150,0.00172668,0.05796027,0.04904224,0.02618626
-2.70435218,0.35620058,0.00000003,0.01993677,0.04542692,0.26257053,0.00178972,0.06018449,0.05129266,0.02704825
-2.69834917,0.36950421,0.00000004,0.02080328,0.04689337,0.27289617,0.00184575,0.06220813,0.05343615,0.02779095
-2.69234617,0.38188440,0.00000006,0.02163611,0.04819740,0.28266486,0.00189449,0.06402938,0.05547051,0.02841168
-2.68634317,0.39339953,0.00000009,0.02243742,0.04934354,0.29193725,0.00193584,0.06565384,0.05739758,0.02891140
-2.68034017,0.40415184,0.00000012,0.02321104,0.05034227,0.30080826,0.00196987,0.06709450,0.05922296,0.02929478
-2.67433717,0.41428574,0.00000018,0.02396218,0.05120987,0.30940604,0.00199680,0.06837147,0.06095543,0.02957008
-2.66833417,0.42398460,0.00000025,0.02469722,0.05196808,0.31788984,0.00201701,0.06951141,0.06260627,0.02974900
-2.66233117,0.43346637,0.00000036,0.02542339,0.05264362,0.32644694,0.00203096,0.07054678,0.06418846,0.02984627
-2.65632816,0.44297818,0.00000050,0.02614837,0.05326753,0.33528887,0.00203922,0.07151495,0.06571583,0.02987934
-2.65032516,0.45279026,0.00000070,0.02687995,0.05387445,0.34464699,0.00204240,0.07245710,0.06720223,0.02986779
-2.64432216,0.46318946,0.00000096,0.02762568,0.05450186,0.35476776,0.00204112,0.07341716,0.06866074,0.02983287
-2.63831916,0.47447277,0.00000132,0.02839252,0.05518929,0.36590783,0.00203602,0.07444065,0.07010305,0.02979692
-2.63231616,0.48694104,0.00000180,0.02918656,0.05597766,0.37832921,0.00202767,0.07557368,0.07153908,0.02978282
-2.62631316,0.50089318,0.00000243,0.03001283,0.05690855,0.39229457,0.00201662,0.07686196,0.07297676,0.02981351
-2.62031016,0.51662108,0.00000326,0.03087512,0.05802371,0.40806290,0.00200333,0.07834998,0.07442213,0.02991152
-2.61430715,0.53440520,0.00000435,0.03177597,0.05936465,0.42588550,0.00198823,0.08008040,0.07587975,0.03009854
-2.60830415,0.55451102,0.00000575,0.03271660,0.06097231,0.44600235,0.00197167,0.08209351,0.07735328,0.03039515
-2.60230115,0.57718625,0.00000756,0.03369709,0.06288697,0.46863886,0.00195399,0.08442696,0.07884643,0.03082057
-2.59629815,0.60265865,0.00000986,0.03471643,0.06514812,0.49400291,0.00193551,0.08711554,0.08036400,0.03139248
-2.59029515,0.63113435,0.00001276,0.03577272,0.06779454,0.52228207,0.00191657,0.09019117,0.08191305,0.03212694
-2.58429215,0.66279654,0.00001641,0.03686338,0.07086439,0.55364100,0.00189755,0.09368290,0.08350421,0.03303832
-2.57828914,0.69780420,0.00002094,0.03798533,0.07439524,0.58821886,0.00187895,0.09761701,0.08515278,0.03413935
-2.57228614,0.73629087,0.00002653,0.03913517,0.07842419,0.62612675,0.00186138,0.10201706,0.08687985,0.03544112
-2.56628314,0.77836318,0.00003338,0.04030933,0.08298781,0.66744503,0.00184557,0.10690396,0.08871307,0.03695309
-2.56028014,0.82409906,0.00004168,0.04150418,0.08812203,0.71222066,0.00183248,0.11229587,0.09068717,0.03868320
-2.55427714,0.87354555,0.00005169,0.04271611,0.09386178,0.76046444,0.00182321,0.11820814,0.09284408,0.04063777
-2.54827414,0.92671620,0.00006363,0.04394147,0.10024057,0.81214829,0.00181906,0.12465295,0.09523260,0.04282158
-2.54227114,0.98358809,0.00007777,0.04517663,0.10728978,0.86720262,0.00182152,0.13163897,0.09790760,0.04523772
-2.53626813,1.04409846,0.00009437,0.04641777,0.11503768,0.92551383,0.00183219,0.13917076,0.10092871,0.04788752
-2.53026513,1.10814105,0.00011369,0.04766088,0.12350832,0.98692205,0.00185282,0.14724813,0.10435857,0.05077038
-2.52426213,1.17556232,0.00013599,0.04890153,0.13272014,1.05121923,0.00188518,0.15586528,0.10826059,0.05388351
-2.51825913,1.24615752,0.00016149,0.05013478,0.14268434,1.11814750,0.00193105,0.16500992,0.11269634,0.05722172
-2.51225613,1.31966690,0.00019039,0.05135500,0.15340320,1.18739805,0.00199210,0.17466226,0.11772266,0.06077708
-2.50625313,1.39577209,0.00022286,0.05255575,0.16486815,1.25861034,0.00206985,0.18479401,0.12338851,0.06453859
-2.50025013,1.47409282,0.00025899,0.05372968,0.17705789,1.33137183,0.00216556,0.19536736,0.12973184,0.06849185
-2.49424712,1.55418418,0.00029881,0.05486848,0.18993648,1.40521828,0.00228012,0.20633400,0.13677640,0.07261873
-2.48824412,1.63553468,0.00034230,0.05596281,0.20345164,1.47963450,0.00241404,0.21763428,0.14452889,0.07689701
-2.48224112,1.71756523,0.00038929,0.05700236,0.21753322,1.55405590,0.00256729,0.22919658,0.15297631,0.08130018
-2.47623812,1.79962946,0.00043957,0.05797585,0.23209204,1.62787077,0.00273932,0.24093681,0.16208399,0.08579722
-2.47023512,1.88101556,0.00049279,0.05887118,0.24701923,1.70042356,0.00292894,0.25275835,0.17179409,0.09035252
-2.46423212,1.96095013,0.00054850,0.05967555,0.26218616,1.77101940,0.00313436,0.26455233,0.18202503,0.09492599
-2.45822911,2.03860415,0.00060615,0.06037560,0.27744502,1.83892997,0.00335315,0.27619827,0.19267162,0.09947320
-2.45222611,2.11310163,0.00066506,0.06095767,0.29263021,1.90340110,0.00358229,0.28756534,0.20360626,0.10394587
-2.44622311,2.18353091,0.00072451,0.06140801,0.30756052,1.96366218,0.00381818,0.29851410,0.21468100,0.10829239
-2.44022011,2.24895888,0.00078366,0.06171310,0.32204218,2.01893757,0.00405676,0.30889871,0.22573061,0.11245870
-2.43421711,2.30844807,0.00084162,0.06185989,0.33587271,2.06846000,0.00429359,0.31856978,0.23657647,0.11638921
-2.42821411,2.36107631,0.00089748,0.06183619,0.34884543,2.11148590,0.00452393,0.32737761,0.24703128,0.12002809
-2.42221111,2.40595875,0.00095031,0.06163098,0.36075470,2.14731230,0.00474296,0.33517588,0.25690438,0.12332054
-2.41620810,2.44227134,0.00099921,0.06123480,0.37140144,2.17529507,0.00494583,0.34182556,0.26600749,0.12621431
-2.41020510,2.46927535,0.00104332,0.06064006,0.38059902,2.19486762,0.00512789,0.34719903,0.27416065,0.12866119
-2.40420210,2.48634151,0.00108188,0.05984145,0.38817899,2.20555958,0.00528482,0.35118412,0.28119816,0.13061861
-2.39819910,2.49297313,0.00111423,0.05883622,0.39399658,2.20701444,0.00541274,0.35368796,0.28697416,0.13205109
-2.39219610,2.48882665,0.00113986,0.05762449,0.39793569,2.19900532,0.00550839,0.35464040,0.29136772,0.13293162
-2.38619310,2.47372881,0.00115843,0.05620946,0.39991299,2.18144790,0.00556925,0.35399690,0.29428714,0.13324279
-2.38019010,2.44768916,0.00116975,0.05459758,0.39988104,2.15440967,0.00559358,0.35174058,0.29567324,0.13297775
-2.37418709,2.41090723,0.00117388,0.05279861,0.39783023,2.11811482,0.00558054,0.34788351,0.29550161,0.13214081
-2.36818409,2.36377357,0.00117103,0.05082561,0.39378938,2.07294419,0.00553019,0.34246693,0.29378360,0.13074771
-2.36218109,2.30686458,0.00116166,0.04869476,0.38782495,2.01943004,0.00544351,0.33556049,0.29056607,0.12882559
-2.35617809,2.24093085,0.00114640,0.04642521,0.38003901,1.95824554,0.00532237,0.32726051,0.28593000,0.12641257
-2.35017509,2.16687963,0.00112606,0.04403865,0.37056582,1.89018947,0.00516944,0.31768730,0.27998790,0.12355699
-2.34417209,2.08575201,0.00110161,0.04155894,0.35956745,1.81616639,0.00498819,0.30698162,0.27288039,0.12031643
-2.33816908,1.99869581,0.00107417,0.03901157,0.34722846,1.73716342,0.00478269,0.29530054,0.26477196,0.11675645
-2.33216608,1.90693542,0.00104494,0.03642311,0.33375002,1.65422434,0.00455755,0.28281285,0.25584623,0.11294914
-2.32616308,1.81173997,0.00101519,0.03382063,0.31934364,1.56842243,0.00431780,0.26969415,0.24630097,0.10897162
-2.32016008,1.71439121,0.00098622,0.03123105,0.30422495,1.48083301,0.00406869,0.25612201,0.23634306,0.10490447
-2.31415708,1.61615259,0.00095931,0.02868058,0.28860765,1.39250713,0.00381565,0.24227128,0.22618372,0.10083023
-2.30815408,1.51824078,0.00093568,0.02619420,0.27269803,1.30444730,0.00356411,0.22830983,0.21603412,0.09683195
-2.30215108,1.42180073,0.00091648,0.02379512,0.25669015,1.21758628,0.00331938,0.21439484,0.20610147,0.09299193
-2.29614807,1.32788508,0.00090271,0.02150447,0.24076195,1.13276979,0.00308660,0.20066978,0.19658591,0.08939060
-2.29014507,1.23743853,0.00089523,0.01934091,0.22507225,1.05074345,0.00287063,0.18726219,0.18767796,0.08610563
-2.28414207,1.15128735,0.00089469,0.01732052,0.20975890,0.97214427,0.00267596,0.17428221,0.17955674,0.08321118
-2.27813907,1.07013397,0.00090156,0.01545665,0.19493775,0.89749667,0.00250674,0.16182198,0.17238872,0.08077735
-2.27213607,0.99455624,0.00091607,0.01375998,0.18070271,0.82721276,0.00236667,0.14995571,0.16632701,0.07886983
-2.26613307,0.92501089,0.00093825,0.01223859,0.16712650,0.76159643,0.00225903,0.13874040,0.16151095,0.07754953
-2.26013007,0.86184033,0.00096787,0.01089818,0.15426212,0.70085053,0.00218664,0.12821715,0.15806598,0.07687241
-2.25412706,0.80528192,0.00100451,0.00974225,0.14214482,0.64508658,0.00215191,0.11841274,0.15610334,0.07688923
-2.24812406,0.75547886,0.00104753,0.00877246,0.13079434,0.59433608,0.00215677,0.10934159,0.15571983,0.07764533
-2.24212106,0.71249177,0.00109612,0.00798886,0.12021737,0.54856273,0.00220275,0.10100770,0.15699721,0.07918031
-2.23611806,0.67631020,0.00114931,0.00739023,0.11040998,0.50767491,0.00229092,0.09340672,0.16000122,0.08152764
-2.23011506,0.64686329,0.00120601,0.00697436,0.10135995,0.47153764,0.00242192,0.08652773,0.16478030,0.08471414
-2.22411206,0.62402928,0.00126505,0.00673829,0.09304883,0.43998363,0.00259593,0.08035497,0.17136394,0.08875938
-2.21810905,0.60764337,0.00132521,0.00667855,0.08545377,0.41282310,0.00281269,0.07486918,0.17976067,0.09367494
-2.21210605,0.59750382,0.00138529,0.00679127,0.07854901,0.38985200,0.00307142,0.07004871,0.18995600,0.09946369
-2.20610305,0.59337649,0.00144412,0.00707236,0.07230699,0.37085871,0.00337086,0.06587030,0.20191033,0.10611897
-2.20010005,0.59499783,0.00150060,0.00751748,0.06669921,0.35562910,0.00370920,0.06230957,0.21555703,0.11362384
-2.19409705,0.60207672,0.00155378,0.00812215,0.06169677,0.34395027,0.00408408,0.05934124,0.23080108,0.12195045
-2.18809405,0.61429562,0.00160282,0.00888161,0.05727072,0.33561295,0.00449259,0.05693919,0.24751821,0.13105955
-2.18209105,0.63131145,0.00164710,0.00979086,0.05339219,0.33041306,0.00493121,0.05507625,0.26555508,0.14090025
-2.17608804,0.65275653,0.00168617,0.01084453,0.05003247,0.32815255,0.00539591,0.05372406,0.28473031,0.15141007
-2.17008504,0.67824026,0.00171978,0.01203685,0.04716304,0.32863983,0.00588209,0.05285275,0.30483677,0.16251534
-2.16408204,0.70735158,0.00174791,0.01336152,0.04475554,0.33169008,0.00638466,0.05243074,0.32564500,0.17413195
-2.15807904,0.73966269,0.00177073,0.01481174,0.04278185,0.33712558,0.00689814,0.05242455,0.34690777,0.18616654
-2.15207604,0.77473396,0.00178858,0.01638018,0.04121418,0.34477620,0.00741668,0.05279875,0.36836575,0.19851801
-2.14607304,0.81212008,0.00180198,0.01805896,0.04002527,0.35448019,0.00793422,0.05351604,0.38975398,0.21107949
-2.14007004,0.85137734,0.00181158,0.01983980,0.03918861,0.36608515,0.00844460,0.05453747,0.41080901,0.22374047
-2.13406703,0.89207162,0.00181812,0.02171403,0.03867877,0.37944921,0.00894170,0.05582280,0.43127631,0.23638926
-2.12806403,0.93378676,0.00182243,0.02367283,0.03847165,0.39444221,0.00941956,0.05733100,0.45091761,0.24891554
-2.12206103,0.97613287,0.00182533,0.02570728,0.03854489,0.41094678,0.00987256,0.05902086,0.46951795,0.26121292
-2.11605803,1.01875396,0.00182764,0.02780862,0.03887803,0.42885909,0.01029556,0.06085166,0.48689177,0.27318141
-2.11005503,1.06133440,0.00183012,0.02996832,0.03945278,0.44808902,0.01068402,0.06278391,0.50288807,0.28472969
-2.10405203,1.10360379,0.00183346,0.03217830,0.04025309,0.46855961,0.01103412,0.06478002,0.51739409,0.29577697
-2.09804902,1.14533958,0.00183821,0.03443094,0.04126506,0.49020559,0.01134286,0.06680501,0.53033740,0.30625453
-2.09204602,1.18636742,0.00184479,0.03671914,0.04247680,0.51297091,0.01160813,0.06882707,0.54168634,0.31610667
-2.08604302,1.22655883,0.00185347,0.03903628,0.04387807,0.53680515,0.01182872,0.07081798,0.55144867,0.32529118
-2.08004002,1.26582629,0.00186434,0.04137609,0.04545977,0.56165898,0.01200436,0.07275343,0.55966866,0.33377913
-2.07403702,1.30411593,0.00187733,0.04373242,0.04721339,0.58747858,0.01213563,0.07461313,0.56642267,0.34155425
-2.06803402,1.34139812,0.00189220,0.04609900,0.04913027,0.61419953,0.01222397,0.07638071,0.57181358,0.34861174
-2.06203102,1.37765649,0.00190855,0.04846907,0.05120091,0.64174015,0.01227150,0.07804352,0.57596447,0.35495665
-2.05602801,1.41287611,0.00192585,0.05083499,0.05341418,0.66999492,0.01228099,0.07959217,0.57901178,0.36060206
-2.05002501,1.44703147,0.00194345,0.05318784,0.05575670,0.69882825,0.01225566,0.08102001,0.58109854,0.36556702
-2.04402201,1.48007516,0.00196062,0.05551701,0.05821224,0.72806915,0.01219906,0.08232245,0.58236803,0.36987457
-2.03801901,1.51192810,0.00197657,0.05780992,0.06076133,0.75750710,0.01211492,0.08349626,0.58295821,0.37354979
-2.03201601,1.54247204,0.00199047,0.06005169,0.06338106,0.78688977,0.01200704,0.08453889,0.58299730,0.37661829
-2.02601301,1.57154496,0.00200153,0.06222507,0.06604513,0.81592271,0.01187911,0.08544774,0.58260079,0.37910499
-2.02001001,1.59893999,0.00200899,0.06431046,0.06872416,0.84427145,0.01173465,0.08621963,0.58186987,0.38103345
-2.01400700,1.62440810,0.00201216,0.06628604,0.07138626,0.87156604,0.01157689,0.08685035,0.58089154,0.38242574
-2.00800400,1.64766457,0.00201047,0.06812826,0.07399791,0.89740806,0.01140878,0.08733438,0.57974011,0.38330296
-2.00200100,1.66839919,0.00200347,0.06981231,0.07652498,0.92138003,0.01123291,0.08766485,0.57848009,0.38368620
-1.99599800,1.68628968,0.00199088,0.07131293,0.07893406,0.94305680,0.01105152,0.08783363,0.57717001,0.38359810
-1.98999500,1.70101766,0.00197258,0.07260527,0.08119380,0.96201856,0.01086657,0.08783171,0.57586708,0.38306466
-1.98399200,1.71228647,0.00194865,0.07366591,0.08327637,0.97786500,0.01067979,0.08764965,0.57463198,0.38211740
-1.97798899,1.71983963,0.00191933,0.07447397,0.08515889,0.99022973,0.01049274,0.08727834,0.57353358,0.38079546
-1.97198599,1.72347896,0.00188504,0.07501212,0.08682476,0.99879457,0.01030688,0.08670967,0.57265309,0.37914768
-1.96598299,1.72308132,0.00184640,0.07526773,0.08826477,1.00330275,0.01012370,0.08593741,0.57208718,0.37723425
-1.95997999,1.71861267,0.00180413,0.07523371,0.08947796,1.00357044,0.00994476,0.08495801,0.57194987,0.37512791
-1.95397699,1.71013874,0.00175910,0.07490934,0.09047216,0.99949599,0.00977179,0.08377136,0.57237276,0.37291455
-1.94797399,1.69783126,0.00171226,0.07430079,0.09126416,0.99106628,0.00960672,0.08238141,0.57350355,0.37069287
-1.94197099,1.68196944,0.00166461,0.07342146,0.09187937,0.97835999,0.00945170,0.08079667,0.57550280,0.36857335
-1.93596798,1.66293617,0.00161717,0.07229195,0.09235120,0.96154726,0.00930912,0.07903044,0.57853887,0.36667611
-1.92996498,1.64120905,0.00157095,0.07093977,0.09271989,0.94088612,0.00918158,0.07710089,0.58278139,0.36512804
-1.92396198,1.61734654,0.00152686,0.06939879,0.09303103,0.91671536,0.00907178,0.07503076,0.58839341,0.36405903
-1.91795898,1.59196964,0.00148573,0.06770836,0.09333375,0.88944460,0.00898251,0.07284700,0.59552266,0.36359747
-1.91195598,1.56574014,0.00144827,0.06591218,0.09367860,0.85954166,0.00891651,0.07058000,0.60429247,0.36386528
-1.90595298,1.53933623,0.00141500,0.06405698,0.09411535,0.82751800,0.00887631,0.06826277,0.61479263,0.36497268
-1.89994997,1.51342689,0.00138629,0.06219107,0.09469064,0.79391289,0.00886416,0.06592987,0.62707111,0.36701279
-1.89394697,1.48864619,0.00136230,0.06036280,0.09544575,0.75927696,0.00888188,0.06361631,0.64112677,0.37005664
-1.88794397,1.46556880,0.00134300,0.05861894,0.09641447,0.72415597,0.00893068,0.06135639,0.65690393,0.37414857
-1.88194097,1.44468818,0.00132819,0.05700322,0.09762128,0.68907540,0.00901112,0.05918253,0.67428902,0.37930255
-1.87593797,1.42639832,0.00131750,0.05555487,0.09907983,0.65452661,0.00912298,0.05712424,0.69310988,0.38549954
-1.86993497,1.41098035,0.00131041,0.05430745,0.10079189,0.62095507,0.00926518,0.05520723,0.71313776,0.39268616
-1.86393197,1.39859451,0.00130630,0.05328775,0.10274683,0.58875117,0.00943576,0.05345264,0.73409239,0.40077491
-1.85792896,1.38927814,0.00130448,0.05251515,0.10492158,0.55824376,0.00963191,0.05187664,0.75564993,0.40964596
-1.85192596,1.38294992,0.00130424,0.05200109,0.10728118,0.52969680,0.00984993,0.05049013,0.77745378,0.41915064
-1.84592296,1.37942020,0.00130488,0.05174896,0.10977991,0.50330889,0.01008539,0.04929887,0.79912790,0.42911654
-1.83991996,1.37840705,0.00130580,0.05175428,0.11236289,0.47921575,0.01033317,0.04830374,0.82029218,0.43935413
-1.83391696,1.37955735,0.00130650,0.05200516,0.11496816,0.45749527,0.01058763,0.04750140,0.84057935,0.44966474
-1.82791396,1.38247198,0.00130664,0.05248309,0.11752916,0.43817478,0.01084275,0.04688505,0.85965274,0.45984948
-1.82191096,1.38673390,0.00130609,0.05316391,0.11997742,0.42124006,0.01109236,0.04644547,0.87722405,0.46971894
-1.81590795,1.39193775,0.00130494,0.05401905,0.12224548,0.40664556,0.01133029,0.04617214,0.89307046,0.47910308
-1.80990495,1.39771956,0.00130352,0.05501692,0.12426982,0.39432524,0.01155058,0.04605445,0.90705011,0.48786090
-1.80390195,1.40378494,0.00130243,0.05612435,0.12599364,0.38420347,0.01174771,0.04608292,0.91911521,0.49588954
-1.79789895,1.40993430,0.00130255,0.05730809,0.12736948,0.37620528,0.01191677,0.04625032,0.92932196,0.50313202
-1.79189595,1.41608368,0.00130496,0.05853631,0.12836147,0.37026551,0.01205362,0.04655269,0.93783664,0.50958347
-1.78589295,1.42227976,0.00131101,0.05977994,0.12894704,0.36633640,0.01215506,0.04699014,0.94493728,0.51529524
-1.77988994,1.42870823,0.00132223,0.06101390,0.12911820,0.36439303,0.01221892,0.04756737,0.95101054,0.52037650
-1.77388694,1.43569452,0.00134027,0.06221806,0.12888209,0.36443648,0.01224418,0.04829391,0.95654351,0.52499328
-1.76788394,1.44369647,0.00136692,0.06337799,0.12826091,0.36649436,0.01223092,0.04918401,0.96211052,0.52936449
-1.76188094,1.45328898,0.00140396,0.06448534,0.12729116,0.37061872,0.01218041,0.05025616,0.96835510,0.53375520
-1.75587794,1.46514073,0.00145317,0.06553791,0.12602226,0.37688140,0.01209500,0.05153228,0.97596753,0.53846707
-1.74987494,1.47998392,0.00151620,0.06653939,0.12451453,0.38536685,0.01197801,0.05303650,0.98565869,0.54382631
-1.74387194,1.49857782,0.00159453,0.06749873,0.12283664,0.39616300,0.01183365,0.05479376,0.99813107,0.55016954
-1.73786893,1.52166794,0.00168938,0.06842921,0.12106275,0.40935040,0.01166682,0.05682804,1.01404799,0.55782808
-1.73186593,1.54994227,0.00180167,0.06934722,0.11926920,0.42499022,0.01148289,0.05916051,1.03400228,0.56711130
-1.72586293,1.58398687,0.00193190,0.07027085,0.11753125,0.44311184,0.01128755,0.06180761,1.05848584,0.57828987
-1.71985993,1.62424280,0.00208015,0.07121833,0.11591971,0.46370064,0.01108650,0.06477906,1.08786133,0.59157954
-1.71385693,1.67096680,0.00224602,0.07220638,0.11449782,0.48668667,0.01088533,0.06807612,1.12233756,0.60712644
-1.70785393,1.72419779,0.00242859,0.07324862,0.11331840,0.51193510,0.01068920,0.07168999,1.16194978,0.62499461
-1.70185093,1.78373131,0.00262641,0.07435410,0.11242152,0.53923881,0.01050273,0.07560063,1.20654610,0.64515644
-1.69584792,1.84910353,0.00283750,0.07552607,0.11183275,0.56831410,0.01032980,0.07977591,1.25578099,0.66748679
-1.68984492,1.91958630,0.00305939,0.07676099,0.11156198,0.59879958,0.01017342,0.08417141,1.30911649,0.69176109
-1.68384192,1.99419399,0.00328915,0.07804794,0.11160307,0.63025891,0.01003567,0.08873061,1.36583151,0.71765788
-1.67783892,2.07170243,0.00352343,0.07936847,0.11193422,0.66218733,0.00991764,0.09338583,1.42503912,0.74476569
-1.67183592,2.15067965,0.00375859,0.08069690,0.11251895,0.69402191,0.00981946,0.09805962,1.48571140,0.77259424
-1.66583292,2.22952741,0.00399072,0.08200100,0.11330793,0.72515548,0.00974037,0.10266680,1.54671093,0.80058959
-1.65982991,2.30653203,0.00421584,0.08324318,0.11424124,0.75495350,0.00967875,0.10711698,1.60682775,0.82815248
-1.65382691,2.37992242,0.00442993,0.08438211,0.11525118,0.78277353,0.00963237,0.11131740,1.66482015,0.85465934
-1.64782391,2.44793282,0.00462909,0.08537452,0.11626536,0.80798625,0.00959846,0.11517623,1.71945757,0.87948483
-1.64182091,2.50886741,0.00480967,0.08617742,0.11721008,0.82999742,0.00957394,0.11860584,1.76956350,0.90202487
-1.63581791,2.56116382,0.00496836,0.08675035,0.11801357,0.84826958,0.00955562,0.12152626,1.81405649,0.92171930
-1.62981491,2.60345269,0.00510235,0.08705767,0.11860929,0.86234267,0.00954040,0.12386839,1.85198721,0.93807274
-1.62381191,2.63461038,0.00520934,0.08707085,0.11893883,0.87185264,0.00952543,0.12557700,1.88256988,0.95067301
-1.61780890,2.65380251,0.00528771,0.08677051,0.11895451,0.87654714,0.00950834,0.12661327,1.90520651,0.95920601
-1.61180590,2.66051638,0.00533652,0.08614823,0.11862145,0.87629772,0.00948735,0.12695690,1.91950293,0.96346649
-1.60580290,2.65458094,0.00535557,0.08520792,0.11791911,0.87110788,0.00946142,0.12660748,1.92527592,0.96336424
-1.59979990,2.63617367,0.00534538,0.08396689,0.11684225,0.86111684,0.00943031,0.12558530,1.92255140,0.95892551
-1.59379690,2.60581427,0.00530726,0.08245631,0.11540128,0.84659880,0.00939467,0.12393141,1.91155391,0.95028982
-1.58779390,2.56434610,0.00524319,0.08072128,0.11362212,0.82795784,0.00935605,0.12170696,1.89268836,0.93770223
-1.58179090,2.51290645,0.00515583,0.07882032,0.11154544,0.80571886,0.00931688,0.11899189,1.86651519,0.92150196
-1.57578789,2.45288753,0.00504845,0.07682445,0.10922560,0.78051494,0.00928047,0.11588305,1.83372065,0.90210777
-1.56978489,2.38589044,0.00492484,0.07481578,0.10672913,0.75307177,0.00925092,0.11249177,1.79508392,0.88000117
-1.56378189,2.31367436,0.00478927,0.07288570,0.10413307,0.72418994,0.00923306,0.10894096,1.75144303,0.85570832
-1.55777889,2.23810359,0.00464635,0.07113278,0.10152305,0.69472560,0.00923233,0.10536197,1.70366146,0.82978151
-1.55177589,2.16109461,0.00450104,0.06966031,0.09899143,0.66557049,0.00925469,0.10189120,1.65259712,0.80278126
-1.54577289,2.08456542,0.00435847,0.06857374,0.09663532,0.63763178,0.00930651,0.09866666,1.59907530,0.77525966
-1.53976988,2.01038877,0.00422396,0.06797791,0.09455472,0.61181241,0.00939440,0.09582449,1.54386666,0.74774576
