energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.71785893,3.84483754,0.00409147,0.79710802,0.24669785,0.25081164,0.92996042,1.27984112,0.12191064,1.28471665
-5.71185593,3.93803301,0.00398828,0.81109707,0.25293090,0.25771796,0.98668961,1.29288661,0.12723403,1.32512792
-5.70585293,4.04057201,0.00393409,0.82799276,0.26101287,0.26494946,1.04931531,1.31025956,0.13221607,1.36748983
-5.69984992,4.15288797,0.00392412,0.84831940,0.27092618,0.27242055,1.11828128,1.33269845,0.13678773,1.41139293
-5.69384692,4.27551853,0.00395317,0.87259755,0.28267040,0.28005952,1.19403390,1.36093922,0.14088718,1.45649858
-5.68784392,4.40906628,0.00401578,0.90132367,0.29625931,0.28780921,1.27699400,1.39568849,0.14446105,1.50254096
-5.68184092,4.55414824,0.00410635,0.93494799,0.31171620,0.29562685,1.36752487,1.43759412,0.14746546,1.54932443
-5.67583792,4.71133682,0.00421929,0.97385143,0.32906793,0.30348297,1.46589778,1.48721440,0.14986683,1.59671694
-5.66983492,4.88109534,0.00434917,1.01832263,0.34833809,0.31135979,1.57225682,1.54498708,0.15164238,1.64464004
-5.66383192,5.06371227,0.00449084,1.06853604,0.36953961,0.31924901,1.68658499,1.61119984,0.15278038,1.69305655
-5.65782891,5.25923803,0.00463954,1.12453235,0.39266748,0.32714942,1.80867375,1.68596380,0.15328020,1.74195690
-5.65182591,5.46742897,0.00479107,1.18620236,0.41769194,0.33506438,1.93809812,1.76919147,0.15315204,1.79134541
-5.64582291,5.68770242,0.00494186,1.25327540,0.44455277,0.34299953,2.07419942,1.86058088,0.15241644,1.84122742
-5.63981991,5.91910676,0.00508905,1.32531326,0.47315504,0.35096077,2.21607750,1.95960702,0.15110372,1.89159852
-5.63381691,6.16030931,0.00523056,1.40171037,0.50336674,0.35895283,2.36259377,2.06552163,0.14925306,1.94243658
-5.62781391,6.40960433,0.00536513,1.48170090,0.53501846,0.36697839,2.51238610,2.17736229,0.14691157,1.99369721
-5.62181091,6.66494201,0.00549235,1.56437286,0.56790530,0.37503791,2.66389571,2.29397085,0.14413319,2.04531303
-5.61580790,6.92397831,0.00561259,1.64868918,0.60179101,0.38313013,2.81540582,2.41402116,0.14097747,2.09719657
-5.60980490,7.18414399,0.00572699,1.73351535,0.63641402,0.39125316,2.96509082,2.53605558,0.13750831,2.14924668
-5.60380190,7.44273013,0.00583737,1.81765268,0.67149520,0.39940600,3.11107435,2.65852894,0.13379262,2.20135761
-5.59779890,7.69698615,0.00594613,1.89987610,0.70674677,0.40759049,3.25149368,2.77985847,0.12989893,2.25342997
-5.59179590,7.94422556,0.00605611,1.97897497,0.74188191,0.41581319,3.38456776,2.89847771,0.12589601,2.30538250
-5.58579290,8.18193373,0.00617044,2.05379531,0.77662433,0.42408730,3.50866540,3.01289210,0.12185151,2.35716343
-5.57978989,8.40787207,0.00629240,2.12328144,0.81071731,0.43243411,3.62237040,3.12173370,0.11783058,2.40876018
-5.57378689,8.62017260,0.00642524,2.18651526,0.84393154,0.44088404,3.72454021,3.22381254,0.11389461,2.46020644
-5.56778389,8.81741772,0.00657201,2.24275122,0.87607123,0.44947684,3.81435494,3.31816204,0.11009999,2.51158567
-5.56178089,8.99870037,0.00673538,2.29144538,0.90697815,0.45826118,3.89135407,3.40407634,0.10649708,2.56303030
-5.55577789,9.16366118,0.00691755,2.33227705,0.93653335,0.46729315,3.95545889,3.48113752,0.10312921,2.61471647
-5.54977489,9.31250037,0.00712009,2.36516196,0.96465637,0.47663415,4.00697925,3.54923144,0.10003199,2.66685426
-5.54377189,9.44596353,0.00734384,2.39025617,0.99130226,0.48634790,4.04660419,3.60855112,0.09723266,2.71967382
-5.53776888,9.56530208,0.00758891,2.40795071,1.01645643,0.49649687,4.07537674,3.65958764,0.09474981,2.77340836
-5.53176588,9.67221062,0.00785459,2.41885688,1.04012794,0.50713838,4.09465427,3.70310871,0.09259324,2.82827471
-5.52576288,9.76874442,0.00813945,2.42378308,1.06234178,0.51832039,4.10605603,3.74012608,0.09076411,2.88445311
-5.51975988,9.85722170,0.00844134,2.42370408,1.08313056,0.53007755,4.11140068,3.77185309,0.08925533,2.94206728
-5.51375688,9.94011568,0.00875758,2.41972430,1.10252656,0.54242737,4.11263668,3.79965446,0.08805214,3.00116639
-5.50775388,10.01994206,0.00908504,2.41303644,1.12055452,0.55536715,4.11176880,3.82499048,0.08713300,3.06171010
-5.50175088,10.09914738,0.00942033,2.40487751,1.13722588,0.56887150,4.11078408,3.84935799,0.08647054,3.12355774
-5.49574787,10.18000342,0.00976007,2.39648397,1.15253480,0.58289085,4.11158050,3.87423075,0.08603276,3.18646262
-5.48974487,10.26451228,0.01010103,2.38904767,1.16645638,0.59735097,4.11590111,3.90100149,0.08578428,3.25007172
-5.48374187,10.35432577,0.01044040,2.38367442,1.17894710,0.61215340,4.12527638,3.93092781,0.08568766,3.31393104
-5.47773887,10.45068187,0.01077603,2.38134647,1.18994749,0.62717704,4.14097649,3.96508392,0.08570468,3.37749635
-5.47173587,10.55435985,0.01110659,2.38289018,1.19938683,0.64228052,4.16397506,4.00431972,0.08579764,3.44014866
-5.46573287,10.66565475,0.01143177,2.38894981,1.20718941,0.65730547,4.19492522,4.04922829,0.08593048,3.50121367
-5.45972986,10.78437078,0.01175245,2.39996798,1.21328203,0.67208036,4.23414808,4.10012279,0.08606976,3.55998405
-5.45372686,10.90983266,0.01207074,2.41617322,1.21760207,0.68642489,4.28163345,4.15702291,0.08618557,3.61574340
-5.44772386,11.04091294,0.01239006,2.43757460,1.22010558,0.70015455,4.33705197,4.21965107,0.08625205,3.66779063
-5.44172086,11.17607348,0.01271509,2.46396347,1.22077478,0.71308545,4.39977769,4.28743811,0.08624785,3.71546357
-5.43571786,11.31341835,0.01305171,2.49492169,1.21962455,0.72503893,4.46891959,4.35953796,0.08615626,3.75816087
-5.42971486,11.45075607,0.01340684,2.52983619,1.21670734,0.73584611,4.54336064,4.43485065,0.08596522,3.79536111
-5.42371186,11.58566850,0.01378823,2.56791886,1.21211625,0.74535204,4.62180264,4.51205271,0.08566705,3.82663867
-5.41770885,11.71558445,0.01420419,2.60823146,1.20598611,0.75341946,4.70281522,4.58963425,0.08525807,3.85167574
-5.41170585,11.83785580,0.01466330,2.64971436,1.19849247,0.75993208,4.78488739,4.66594132,0.08473807,3.87027055
-5.40570285,11.94983446,0.01517402,2.69121860,1.18984862,0.76479729,4.86647994,4.73922277,0.08410973,3.88234151
-5.39969985,12.04894838,0.01574437,2.73154014,1.18030080,0.76794833,4.94607716,4.80768008,0.08337792,3.88792779
-5.39369685,12.13277531,0.01638148,2.76945553,1.17012197,0.76934576,5.02223660,4.86951909,0.08254904,3.88718647
-5.38769385,12.19911271,0.01709125,2.80375791,1.15960439,0.76897844,5.09363534,4.92300217,0.08163041,3.88038686
-5.38169085,12.24604255,0.01787798,2.83329255,1.14905165,0.76686372,5.15911182,4.96649945,0.08062966,3.86790239
-5.37568784,12.27198973,0.01874401,2.85699073,1.13877032,0.76304720,5.21770201,4.99853767,0.07955425,3.85020075
-5.36968484,12.27577275,0.01968949,2.87390128,1.12906185,0.75760171,5.26866905,5.01784531,0.07841107,3.82783269
-5.36368184,12.25664552,0.02071213,2.88321862,1.12021500,0.75062585,5.31152587,5.02339253,0.07720619,3.80142002
-5.35767884,12.21432910,0.02180707,2.88430665,1.11249916,0.74224201,5.34604994,5.01442475,0.07594469,3.77164330
-5.35167584,12.14903256,0.02296687,2.87671775,1.10615885,0.73259386,5.37229017,4.99048874,0.07463057,3.73922965
-5.34567284,12.06146227,0.02418151,2.86020625,1.10140948,0.72184361,5.39056572,4.95145038,0.07326690,3.70494085
-5.33966983,11.95281906,0.02543859,2.83473604,1.09843460,0.71016895,5.40145694,4.89750342,0.07185588,3.66956226
-5.33366683,11.82478341,0.02672351,2.80048209,1.09738457,0.69775987,5.40578888,4.82916900,0.07039910,3.63389253
-5.32766383,11.67948879,0.02801990,2.75782587,1.09837658,0.68481544,5.40460783,4.74728595,0.06889783,3.59873438
-5.32166083,11.51948388,0.02930997,2.70734496,1.10149597,0.67154070,5.39915200,4.65299217,0.06735329,3.56488639
-5.31565783,11.34768461,0.03057504,2.64979716,1.10679854,0.65814377,5.39081692,4.54769782,0.06576699,3.53313584
-5.30965483,11.16731735,0.03179606,2.58609981,1.11431371,0.64483311,5.38111698,4.43305131,0.06414103,3.50425250
-5.30365183,10.98185456,0.03295424,2.51730507,1.12404823,0.63181526,5.37164407,4.31089916,0.06247840,3.47898307
-5.29764882,10.79494470,0.03403159,2.44457202,1.13599016,0.61929274,5.36402454,4.18324124,0.06078319,3.45804605
-5.29164582,10.61033788,0.03501151,2.36913650,1.15011276,0.60746240,5.35987572,4.05218274,0.05906082,3.44212681
-5.28564282,10.43180896,0.03587933,2.29227982,1.16637821,0.59651391,5.36076296,3.91988445,0.05731812,3.43187224
-5.27963982,10.26307967,0.03662275,2.21529719,1.18474060,0.58662845,5.36815839,3.78851278,0.05556339,3.42788489
-5.27363682,10.10774118,0.03723226,2.13946676,1.20514836,0.57797751,5.38340225,3.66019084,0.05380638,3.43071601
-5.26763382,9.96917849,0.03770140,2.06602026,1.22754556,0.57072154,5.40766750,3.53695185,0.05205815,3.44085732
-5.26163082,9.85049786,0.03802689,1.99611584,1.25187237,0.56500849,5.44192863,3.42069595,0.05033090,3.45873131
-5.25562781,9.75445837,0.03820874,1.93081362,1.27806430,0.56097209,5.48693508,3.31315119,0.04863769,3.48467994
-5.24962481,9.68340882,0.03825005,1.87105465,1.30605052,0.55872977,5.54318979,3.21583945,0.04699212,3.51895201
-5.24362181,9.63923087,0.03815691,1.81764332,1.33575118,0.55838027,5.61093329,3.13004771,0.04540794,3.56168938
-5.23761881,9.62328970,0.03793800,1.77123356,1.36707397,0.56000090,5.69013351,3.05680503,0.04389862,3.61291255
-5.23161581,9.63639314,0.03760419,1.73231896,1.39991015,0.56364457,5.78048162,2.99686555,0.04247692,3.67250643
-5.22561281,9.67876057,0.03716806,1.70122663,1.43413023,0.56933672,5.88139386,2.95069732,0.04115445,3.74020687
-5.21960980,9.75000254,0.03664333,1.67811486,1.46957975,0.57707230,5.99201937,2.91847734,0.03994120,3.81558921
-5.21360680,9.84911252,0.03604433,1.66297443,1.50607529,0.58681301,6.11125383,2.90009242,0.03884518,3.89805952
-5.20760380,9.97447142,0.03538539,1.65563318,1.54340118,0.59848506,6.23775876,2.89514598,0.03787204,3.98684978
-5.20160080,10.12386600,0.03468036,1.65576395,1.58130704,0.61197764,6.36998584,2.90297051,0.03702484,4.08101772
-5.19559780,10.29452147,0.03394211,1.66289522,1.61950664,0.62714231,6.50620595,2.92264547,0.03630379,4.17945216
-5.18959480,10.48314844,0.03318213,1.67642456,1.65767798,0.64379364,6.64454205,2.95302034,0.03570622,4.28088428
-5.18359180,10.68600411,0.03241026,1.69563415,1.69546503,0.66171096,6.78300522,2.99274241,0.03522658,4.38390523
-5.17758879,10.89896653,0.03163446,1.71970844,1.73248096,0.68064165,6.91953293,3.04028881,0.03485650,4.48698987
-5.17158579,11.11762099,0.03086074,1.74775319,1.76831305,0.70030574,7.05202852,3.09400216,0.03458510,4.58852643
-5.16558279,11.33735635,0.03009320,1.77881576,1.80252902,0.72040188,7.17840109,3.15212909,0.03439925,4.68685137
-5.15957979,11.55346924,0.02933416,1.81190608,1.83468486,0.74061458,7.29660460,3.21286079,0.03428403,4.78028844
-5.15357679,11.76127325,0.02858436,1.84601785,1.86433369,0.76062248,7.40467557,3.27437460,0.03422321,4.86719087
-5.14757379,11.95621019,0.02784328,1.88014963,1.89103561,0.78010754,7.50076836,3.33487563,0.03419983,4.94598523
-5.14157079,12.13396021,0.02710953,1.91332522,1.91436814,0.79876468,7.58318759,3.39263734,0.03419679,5.01521549
-5.13556778,12.29054763,0.02638118,1.94461302,1.93393698,0.81631178,7.65041714,3.44603994,0.03419747,5.07358571
-5.12956478,12.42243921,0.02565624,1.97314390,1.94938665,0.83249956,7.70114550,3.49360561,0.03418638,5.11999985
-5.12356178,12.52663219,0.02493304,1.99812727,1.96041085,0.84712103,7.73428726,3.53402964,0.03414975,5.15359735
-5.11755878,12.60072942,0.02421059,2.01886495,1.96676205,0.86002018,7.74900090,3.56620647,0.03407606,5.17378302
-5.11155578,12.64299938,0.02348897,2.03476278,1.96826004,0.87109965,7.74470283,3.58925021,0.03395657,5.18025029
-5.10555278,12.65241961,0.02276953,2.04533960,1.96479927,0.88032693,7.72107803,3.60250901,0.03378569,5.17299689
-5.09954977,12.62870225,0.02205515,2.05023359,1.95635446,0.88773904,7.67808737,3.60557295,0.03356130,5.15233238
-5.09354677,12.57230108,0.02135034,2.04920602,1.94298454,0.89344519,7.61597186,3.59827566,0.03328494,5.11887701
-5.08754377,12.48440006,0.02066126,2.04214230,1.92483444,0.89762750,7.53525394,3.58068955,0.03296190,5.07355212
-5.08154077,12.36688357,0.01999568,2.02905049,1.90213484,0.90053944,7.43673573,3.55311519,0.03260112,5.01756180
-5.07553777,12.22228935,0.01936281,2.01005749,1.87519958,0.90250204,7.32149434,3.51606530,0.03221507,4.95236661
-5.06953477,12.05374532,0.01877312,1.98540299,1.84442074,0.90389772,7.19087398,3.47024412,0.03181941,4.87964965
-5.06353177,11.86489207,0.01823803,1.95543155,1.81026152,0.90516188,7.04647467,3.41652290,0.03143257,4.80127600
-5.05752876,11.65979284,0.01776953,1.92058295,1.77324683,0.90677235,6.89013737,3.35591251,0.03107523,4.71924646
-5.05152576,11.44283365,0.01737985,1.88138126,1.73395200,0.90923677,6.72392537,3.28953402,0.03076967,4.63564686
-5.04552276,11.21861600,0.01708095,1.83842285,1.69298965,0.91307836,6.55010174,3.21858834,0.03053905,4.55259421
-5.03951976,10.99184523,0.01688412,1.79236362,1.65099534,0.91882016,6.37110301,3.14432589,0.03040663,4.47218135
-5.03351676,10.76721755,0.01679952,1.74390600,1.60861225,0.92696843,6.18950922,3.06801707,0.03039495,4.39642152
-5.02751376,10.54930911,0.01683573,1.69378584,1.56647557,0.93799550,6.00801075,2.99092460,0.03052492,4.32719478
-5.02151076,10.34247024,0.01699934,1.64275955,1.52519707,0.95232273,5.82937250,2.91427835,0.03081502,4.26619778
-5.01550775,10.15072819,0.01729463,1.59159194,1.48535058,0.97030407,5.65639613,2.83925325,0.03128046,4.21489866
-5.00950475,9.97770137,0.01772319,1.54104474,1.44745889,0.99221105,5.49188129,2.76695084,0.03193237,4.17449879
-5.00350175,9.82652762,0.01828379,1.49186623,1.41198277,1.01821950,5.33858662,2.69838467,0.03277718,4.14590245
-4.99749875,9.69980893,0.01897214,1.44478201,1.37931244,1.04839900,5.19919143,2.63446975,0.03381599,4.12969608
-4.99149575,9.59957395,0.01978092,1.40048697,1.34976209,1.08270519,5.07625885,2.57601584,0.03504421,4.12613750
-4.98549275,9.52725932,0.02069978,1.35963848,1.32356758,1.12097572,4.97220104,2.52372450,0.03645128,4.13515600
-4.97948974,9.48370980,0.02171551,1.32285068,1.30088734,1.16293000,4.88924677,2.47818930,0.03802060,4.15636315
-4.97348674,9.46919636,0.02281226,1.29068972,1.28180660,1.20817291,4.82941167,2.43989875,0.03972970,4.18907396
-4.96748374,9.48345078,0.02397193,1.26366972,1.26634440,1.25620263,4.79447096,2.40924116,0.04155057,4.23233769
-4.96148074,9.52571420,0.02517453,1.24224925,1.25446310,1.30642231,4.78593436,2.38651078,0.04345027,4.28497686
-4.95547774,9.59479667,0.02639870,1.22682796,1.24607976,1.35815530,4.80502289,2.37191439,0.04539164,4.34563296
-4.94947474,9.68914428,0.02762225,1.21774321,1.24107853,1.41066338,4.85264694,2.36557760,0.04733429,4.41281667
-4.94347174,9.80690993,0.02882269,1.21526638,1.23932337,1.46316739,4.92938534,2.36755022,0.04923567,4.48496057
-4.93746873,9.94602410,0.02997786,1.21959886,1.24067023,1.51486938,5.03546499,2.37781019,0.05105233,4.56047185
-4.93146573,10.10426182,0.03106644,1.23086744,1.24497784,1.56497555,5.17074121,2.39626577,0.05274115,4.63778275
-4.92546273,10.27930289,0.03206851,1.24911946,1.25211641,1.61271881,5.33467896,2.42275574,0.05426070,4.71539655
-4.91945973,10.46878251,0.03296598,1.27431753,1.26197367,1.65738032,5.52633568,2.45704782,0.05557247,4.79192715
-4.91345673,10.67033082,0.03374304,1.30633444,1.27445773,1.69830889,5.74434682,2.49883561,0.05664210,4.86613072
-4.90745373,10.88160023,0.03438641,1.34494841,1.28949676,1.73493760,5.98691536,2.54773436,0.05744039,4.93692820
-4.90145073,11.10028075,0.03488563,1.38983919,1.30703523,1.76679699,6.25180703,2.60327654,0.05794425,5.00341818
-4.89544772,11.32410424,0.03523308,1.44058561,1.32702722,1.79352431,6.53635304,2.66490764,0.05813731,5.06488009
-4.88944472,11.55083921,0.03542409,1.49666495,1.34942701,1.81486861,6.83746196,2.73198328,0.05801038,5.12076808
-4.88344172,11.77827874,0.03545685,1.55745465,1.37417790,1.83069156,7.15164257,2.80376818,0.05756159,5.17069665
-4.87743872,12.00422420,0.03533222,1.62223676,1.40119967,1.84096424,7.47503874,2.87943788,0.05679634,5.21441951
-4.87143572,12.22646786,0.03505356,1.69020540,1.43037602,1.84576011,7.80347725,2.95808364,0.05572695,5.25180320
-4.86543272,12.44277753,0.03462645,1.76047733,1.46154251,1.84524485,8.13252848,3.03872076,0.05437206,5.28279774
-4.85942971,12.65088568,0.03405840,1.83210546,1.49447622,1.83966351,8.45757955,3.12030068,0.05275593,5.30740599
-4.85342671,12.84848570,0.03335850,1.90409532,1.52888784,1.82932585,8.77391844,3.20172637,0.05090747,5.32565413
-4.84742371,13.03323659,0.03253715,1.97542376,1.56441683,1.81459065,9.07682684,3.28187083,0.04885921,5.33756475
-4.84142071,13.20277717,0.03160569,2.04505943,1.60063033,1.79584968,9.36167913,3.35959789,0.04664620,5.34313445
-4.83541771,13.35474977,0.03057617,2.11198437,1.63702601,1.77351217,9.62404389,3.43378455,0.04430489,5.34231693
-4.82941471,13.48683281,0.02946105,2.17521571,1.67303890,1.74799034,9.85978437,3.50334381,0.04187203,5.33501258
-4.82341171,13.59678071,0.02827300,2.23382679,1.70805215,1.71968669,10.06515391,3.56724705,0.03938367,5.32106478
-4.81740870,13.68246915,0.02702470,2.28696674,1.74141119,1.68898326,10.23688250,3.62454483,0.03687420,5.30026301
-4.81140570,13.74194333,0.02572866,2.33387778,1.77244069,1.65623335,10.37225093,3.67438521,0.03437559,5.27235205
-4.80540270,13.77346644,0.02439712,2.37390953,1.80046365,1.62175563,10.46914955,3.71602882,0.03191678,5.23704657
-4.79939970,13.77556569,0.02304195,2.40652987,1.82482149,1.58583071,10.52611919,3.74886014,0.02952316,5.19404985
-4.79339670,13.74707337,0.02167453,2.43133193,1.84489443,1.54870005,10.54237276,3.77239445,0.02721631,5.14307526
-4.78739370,13.68716070,0.02030572,2.44803725,1.86012091,1.51056687,10.51779702,3.78628073,0.02501384,5.08386901
-4.78139070,13.59536283,0.01894578,2.45649493,1.87001534,1.47159882,10.45293460,3.79030026,0.02292940,5.01623269
-4.77538769,13.47159368,0.01760431,2.45667738,1.87418313,1.43193196,10.34894777,3.78436173,0.02097276,4.94004407
-4.76938469,13.31615019,0.01629022,2.44867278,1.87233254,1.39167568,10.20756566,3.76849324,0.01915014,4.85527510
-4.76338169,13.12970604,0.01501167,2.43267515,1.86428268,1.35091818,10.03101791,3.74283190,0.01746442,4.76200589
-4.75737869,12.91329538,0.01377605,2.40897241,1.84996743,1.30973208,9.82195760,3.70761209,0.01591562,4.66043404
-4.75137569,12.66828784,0.01258991,2.37793337,1.82943523,1.26817991,9.58337721,3.66315299,0.01450123,4.55087892
-4.74537269,12.39635627,0.01145896,2.33999423,1.80284487,1.22631910,9.31852097,3.60984620,0.01321670,4.43378078
-4.73936968,12.09943890,0.01038802,2.29564522,1.77045767,1.18420642,9.03079719,3.54814425,0.01205585,4.30969486
-4.73336668,11.77969798,0.00938103,2.24541806,1.73262645,1.14190154,8.72369375,3.47855036,0.01101124,4.17928116
-4.72736368,11.43947664,0.00844104,2.18987441,1.68978212,1.09946988,8.40069955,3.40160987,0.01007462,4.04329037
-4.72136068,11.08125584,0.00757027,2.12959594,1.64241855,1.05698453,8.06523422,3.31790342,0.00923720,3.90254716
-4.71535768,10.70761275,0.00677006,2.06517583,1.59107645,1.01452740,7.72058776,3.22804194,0.00848998,3.75793149
-4.70935468,10.32118209,0.00604099,1.99721187,1.53632715,0.97218967,7.36987129,3.13266306,0.00782401,3.61035933
-4.70335168,9.92462106,0.00538292,1.92630097,1.47875699,0.93007166,7.01597926,3.03242873,0.00723054,3.46076352
-4.69734867,9.52057849,0.00479505,1.85303490,1.41895286,0.88828221,6.66156313,2.92802345,0.00670125,3.31007587
-4.69134567,9.11166852,0.00427601,1.77799682,1.35748959,0.84693774,6.30901578,2.82015277,0.00622833,3.15921114
-4.68534267,8.70044848,0.00382393,1.70175850,1.29491937,0.80616113,5.96046588,2.70954139,0.00580458,3.00905358
-4.67933967,8.28940086,0.00343655,1.62487764,1.23176360,0.76608046,5.61778063,2.59693046,0.00542345,2.86044634
-4.67333667,7.88091866,0.00311128,1.54789518,1.16850704,0.72682780,5.28257547,2.48307382,0.00507912,2.71418395
-4.66733367,7.47729347,0.00284529,1.47133230,1.10559443,0.68853800,4.95622923,2.36873273,0.00476645,2.57100777
-4.66133067,7.08070575,0.00263558,1.39568695,1.04342913,0.65134766,4.63990284,2.25466918,0.00448102,2.43160429
-4.65532766,6.69321655,0.00247904,1.32142988,0.98237367,0.61539412,4.33456031,2.14163776,0.00421912,2.29660577
-4.64932466,6.31676012,0.00237250,1.24900022,0.92275164,0.58081468,4.04099049,2.03037624,0.00397766,2.16659289
-4.64332166,5.95313712,0.00231277,1.17880071,0.86485080,0.54774585,3.75982840,1.92159526,0.00375422,2.04209869
