energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.81990995,3.56476043,0.00596630,0.38884305,1.80812051,0.46011521,0.91204641,1.07003964,0.01111614,1.61400897
-5.81390695,3.55293316,0.00626771,0.37473488,1.83597098,0.46527999,0.90743654,1.05049627,0.01093909,1.63620679
-5.80790395,3.54597310,0.00657592,0.36105628,1.86702430,0.47148044,0.90448255,1.03251657,0.01073049,1.66064563
-5.80190095,3.54386537,0.00688822,0.34788806,1.90088660,0.47866643,0.90301659,1.01629718,0.01049010,1.68710644
-5.79589795,3.54642015,0.00720195,0.33529107,1.93704824,0.48676472,0.90280903,1.00198435,0.01021870,1.71528310
-5.78989495,3.55328013,0.00751453,0.32330688,1.97489514,0.49568002,0.90357638,0.98967307,0.00991798,1.74478742
-5.78389195,3.56393426,0.00782348,0.31195897,2.01372429,0.50529680,0.90499139,0.97940769,0.00959037,1.77515774
-5.77788894,3.57773742,0.00812646,0.30125467,2.05276283,0.51548188,0.90669494,0.97118413,0.00923894,1.80587081
-5.77188594,3.59393505,0.00842126,0.29118743,2.09119028,0.52608774,0.90830911,0.96495343,0.00886719,1.83635656
-5.76588294,3.61169200,0.00870584,0.28173958,2.12816300,0.53695649,0.90945100,0.96062640,0.00847893,1.86601533
-5.75987994,3.63012409,0.00897826,0.27288520,2.16284001,0.54792429,0.90974670,0.95807927,0.00807817,1.89423677
-5.75387694,3.64833116,0.00923671,0.26459307,2.19440919,0.55882599,0.90884482,0.95715989,0.00766891,1.92041973
-5.74787394,3.66543017,0.00947945,0.25682960,2.22211281,0.56949996,0.90642908,0.95769433,0.00725510,1.94399222
-5.74187094,3.68058675,0.00970476,0.24956153,2.24527131,0.57979267,0.90222942,0.95949345,0.00684051,1.96443060
-5.73586793,3.69304400,0.00991096,0.24275833,2.26330439,0.58956299,0.89603130,0.96235927,0.00642868,1.98127708
-5.72986493,3.70214710,0.01009632,0.23639422,2.27574847,0.59868589,0.88768274,0.96609082,0.00602282,1.99415478
-5.72386193,3.70736294,0.01025907,0.23044981,2.28226987,0.60705536,0.87709903,0.97048932,0.00562584,2.00277959
-5.71785893,3.70829380,0.01039738,0.22491319,2.28267311,0.61458656,0.86426485,0.97536258,0.00524027,2.00696832
-5.71185593,3.70468498,0.01050936,0.21978058,2.27690405,0.62121683,0.84923392,0.98052852,0.00486828,2.00664278
-5.70585293,3.69642598,0.01059306,0.21505663,2.26504789,0.62690585,0.83212623,0.98581781,0.00451169,2.00182967
-5.69984992,3.68354593,0.01064654,0.21075429,2.24732211,0.63163464,0.81312313,0.99107588,0.00417196,1.99265623
-5.69384692,3.66620361,0.01066790,0.20689437,2.22406487,0.63540381,0.79246055,0.99616414,0.00385023,1.97934210
-5.68784392,3.64467305,0.01065535,0.20350498,2.19571954,0.63823089,0.77042077,1.00096093,0.00354733,1.96218775
-5.68184092,3.61932596,0.01060730,0.20062085,2.16281612,0.64014719,0.74732318,1.00536214,0.00326384,1.94156017
-5.67583792,3.59061214,0.01052243,0.19828265,2.12595056,0.64119415,0.72351444,1.00928181,0.00300004,1.91787667
-5.66983492,3.55903916,0.01039980,0.19653637,2.08576298,0.64141963,0.69935854,1.01265296,0.00275605,1.89158753
-5.66383192,3.52515267,0.01023891,0.19543297,2.04291584,0.64087428,0.67522716,1.01542861,0.00253175,1.86315852
-5.65782891,3.48951840,0.01003980,0.19502803,1.99807302,0.63960817,0.65149061,1.01758325,0.00232691,1.83305407
-5.65182591,3.45270667,0.00980310,0.19538182,1.95188065,0.63766801,0.62850980,1.01911465,0.00214115,1.80172192
-5.64582291,3.41528023,0.00953007,0.19655932,1.90495049,0.63509497,0.60662931,1.02004598,0.00197401,1.76957994
-5.63981991,3.37778552,0.00922261,0.19863044,1.85784628,0.63192333,0.58617162,1.02042812,0.00182500,1.73700560
-5.63381691,3.34074758,0.00888329,0.20167026,1.81107351,0.62817992,0.56743273,1.02034191,0.00169358,1.70432841
-5.62781391,3.30466808,0.00851529,0.20575903,1.76507263,0.62388444,0.55067887,1.01990001,0.00157927,1.67182550
-5.62181091,3.27002605,0.00812233,0.21098204,1.72021562,0.61905047,0.53614426,1.01924826,0.00148165,1.63972031
-5.61580790,3.23728047,0.00770863,0.21742896,1.67680580,0.61368716,0.52402973,1.01856603,0.00140038,1.60818410
-5.60980490,3.20687375,0.00727878,0.22519274,1.63508023,0.60780141,0.51450204,1.01806533,0.00133529,1.57733998
-5.60380190,3.17923523,0.00683765,0.23436784,1.59521446,0.60140033,0.50769349,1.01798856,0.00128636,1.54726888
-5.59779890,3.15478358,0.00639024,0.24504776,1.55732875,0.59449382,0.50370180,1.01860449,0.00125378,1.51801698
-5.59179590,3.13392744,0.00594159,0.25732179,1.52149552,0.58709701,0.50258998,1.02020260,0.00123797,1.48960391
-5.58579290,3.11706350,0.00549663,0.27127118,1.48774707,0.57923240,0.50438609,1.02308561,0.00123956,1.46203120
-5.57978989,3.10457164,0.00506009,0.28696456,1.45608335,0.57093160,0.50908283,1.02756044,0.00125945,1.43529024
-5.57378689,3.09680695,0.00463636,0.30445300,1.42647913,0.56223639,0.51663688,1.03392780,0.00129873,1.40936949
-5.56778389,3.09408870,0.00422942,0.32376478,1.39889034,0.55319909,0.52696821,1.04247067,0.00135870,1.38426030
-5.56178089,3.09668669,0.00384279,0.34490010,1.37325926,0.54388218,0.53995930,1.05344212,0.00144085,1.35996123
-5.55577789,3.10480561,0.00347942,0.36782610,1.34951845,0.53435726,0.55545457,1.06705304,0.00154674,1.33648047
-5.54977489,3.11856809,0.00314171,0.39247244,1.32759337,0.52470311,0.57326009,1.08346010,0.00167800,1.31383660
-5.54377189,3.13799762,0.00283145,0.41872769,1.30740376,0.51500335,0.59314391,1.10275463,0.00183623,1.29205739
-5.53776888,3.16300218,0.00254987,0.44643689,1.28886386,0.50534338,0.61483707,1.12495298,0.00202288,1.27117716
-5.53176588,3.19335974,0.00229761,0.47540044,1.27188169,0.49580708,0.63803554,1.14998862,0.00223918,1.25123261
-5.52576288,3.22870670,0.00207476,0.50537457,1.25635760,0.48647333,0.66240318,1.17770672,0.00248601,1.23225769
-5.51975988,3.26853004,0.00188092,0.53607341,1.24218233,0.47741240,0.68757580,1.20786122,0.00276383,1.21427772
-5.51375688,3.31216406,0.00171524,0.56717289,1.22923481,0.46868258,0.71316633,1.24011499,0.00307249,1.19730327
-5.50775388,3.35879224,0.00157644,0.59831613,1.21738001,0.46032719,0.73877099,1.27404287,0.00341123,1.18132408
-5.50175088,3.40745452,0.00146292,0.62912050,1.20646704,0.45237194,0.76397642,1.30913792,0.00377850,1.16630362
-5.49574787,3.45706026,0.00137277,0.65918593,1.19632776,0.44482311,0.78836747,1.34482055,0.00417196,1.15217445
-5.48974487,3.50640657,0.00130385,0.68810429,1.18677603,0.43766636,0.81153559,1.38045049,0.00458839,1.13883487
-5.48374187,3.55420184,0.00125386,0.71546947,1.17760788,0.43086644,0.83308724,1.41534121,0.00502369,1.12614717
-5.47773887,3.59909370,0.00122035,0.74088782,1.16860259,0.42436775,0.85265244,1.44877640,0.00547291,1.11393750
-5.47173587,3.63970082,0.00120083,0.76398852,1.15952494,0.41809587,0.86989275,1.48002799,0.00593028,1.10199774
-5.46573287,3.67464742,0.00119277,0.78443346,1.15012842,0.41195984,0.88450866,1.50837527,0.00638929,1.09008921
-5.45972986,3.70259948,0.00119368,0.80192634,1.14015962,0.40585536,0.89624602,1.53312431,0.00684286,1.07794830
-5.45372686,3.72230140,0.00120113,0.81622053,1.12936350,0.39966858,0.90490126,1.55362719,0.00728346,1.06529372
-5.44772386,3.73261178,0.00121281,0.82712543,1.11748956,0.39328043,0.91032530,1.56930036,0.00770330,1.05183526
-5.44172086,3.73253715,0.00122656,0.83451113,1.10429858,0.38657137,0.91242589,1.57964142,0.00809458,1.03728360
-5.43571786,3.72126216,0.00124042,0.83831114,1.08956965,0.37942617,0.91116843,1.58424387,0.00844967,1.02136076
-5.42971486,3.69817522,0.00125260,0.83852312,1.07310731,0.37173879,0.90657519,1.58280910,0.00876138,1.00381082
-5.42371186,3.66288852,0.00126158,0.83520765,1.05474833,0.36341680,0.89872299,1.57515534,0.00902315,0.98441024
-5.41770885,3.61525143,0.00126609,0.82848504,1.03436788,0.35438549,0.88773944,1.56122317,0.00922933,0.96297739
-5.41170585,3.55535685,0.00126510,0.81853035,1.01188466,0.34459117,0.87379793,1.54107733,0.00937532,0.93938074
-5.40570285,3.48354004,0.00125790,0.80556694,0.98726482,0.33400375,0.85711150,1.51490486,0.00945774,0.91354532
-5.39969985,3.40037006,0.00124400,0.78985863,0.96052435,0.32261829,0.83792586,1.48300959,0.00947457,0.88545713
-5.39369685,3.30663395,0.00122322,0.77170099,0.93172979,0.31045561,0.81651194,1.44580323,0.00942521,0.85516514
-5.38769385,3.20331443,0.00119560,0.75141200,0.90099724,0.29756180,0.79315798,1.40379341,0.00931048,0.82278095
-5.38169085,3.09156198,0.00116143,0.72932250,0.86848958,0.28400679,0.76816172,1.35756929,0.00913264,0.78847591
-5.37568784,2.97266255,0.00112121,0.70576674,0.83441218,0.26988201,0.74182283,1.30778526,0.00889528,0.75247606
-5.36968484,2.84800214,0.00107561,0.68107356,0.79900721,0.25529718,0.71443587,1.25514339,0.00860318,0.71505496
-5.36368184,2.71903000,0.00102547,0.65555830,0.76254672,0.24037661,0.68628398,1.20037553,0.00826221,0.67652490
-5.35767884,2.58722169,0.00097172,0.62951582,0.72532517,0.22525494,0.65763360,1.14422561,0.00787904,0.63722688
-5.35167584,2.45404375,0.00091541,0.60321495,0.68765131,0.21007278,0.62873018,1.08743289,0.00746101,0.59751989
-5.34567284,2.32092118,0.00085762,0.57689433,0.64984023,0.19497225,0.59979520,1.03071677,0.00701585,0.55776995
-5.33966983,2.18920889,0.00079945,0.55075986,0.61220561,0.18009275,0.57102432,0.97476361,0.00655146,0.51833943
-5.33366683,2.06016801,0.00074198,0.52498367,0.57505263,0.16556706,0.54258677,0.92021593,0.00607568,0.47957720
-5.32766383,1.93494754,0.00068628,0.49970462,0.53867175,0.15151799,0.51462580,0.86766406,0.00559608,0.44180985
-5.32166083,1.81457163,0.00063334,0.47503003,0.50333360,0.13805562,0.48726019,0.81764040,0.00511978,0.40533439
-5.31565783,1.69993218,0.00058407,0.45103865,0.46928494,0.12527525,0.46058642,0.77061599,0.00465329,0.37041263
-5.30965483,1.59178648,0.00053931,0.42778440,0.43674580,0.11325608,0.43468153,0.72699913,0.00420240,0.33726731
-5.30365183,1.49075908,0.00049978,0.40530071,0.40590780,0.10206055,0.40960628,0.68713573,0.00377205,0.30607998
-5.29764882,1.39734703,0.00046608,0.38360514,0.37693341,0.09173444,0.38540842,0.65131082,0.00336633,0.27699066
-5.29164582,1.31192751,0.00043871,0.36270400,0.34995602,0.08230751,0.36212592,0.61975069,0.00298843,0.25009896
-5.28564282,1.23476674,0.00041805,0.34259663,0.32508071,0.07379466,0.33978983,0.59262522,0.00264066,0.22546652
-5.27963982,1.16602932,0.00040434,0.32327922,0.30238547,0.06619749,0.31842675,0.57005002,0.00232448,0.20312055
-5.27363682,1.10578709,0.00039772,0.30474790,0.28192274,0.05950617,0.29806072,0.55208785,0.00204058,0.18305817
-5.26763382,1.05402692,0.00039822,0.28700100,0.26372093,0.05370148,0.27871445,0.53874925,0.00178892,0.16525119
-5.26163082,1.01065694,0.00040571,0.27004046,0.24778620,0.04875694,0.26040999,0.52999233,0.00156888,0.14965124
-5.25562781,0.97551126,0.00041999,0.25387234,0.23410394,0.04464094,0.24316875,0.52572154,0.00137928,0.13619490
-5.24962481,0.94835308,0.00044072,0.23850655,0.22264036,0.04131877,0.22701102,0.52578606,0.00121850,0.12480868
-5.24362181,0.92887666,0.00046746,0.22395588,0.21334391,0.03875458,0.21195510,0.52997767,0.00108463,0.11541373
-5.23761881,0.91670871,0.00049965,0.21023452,0.20614674,0.03691317,0.19801618,0.53802898,0.00097545,0.10793012
-5.23161581,0.91140971,0.00053664,0.19735622,0.20096622,0.03576151,0.18520517,0.54961223,0.00088861,0.10228070
-5.22561281,0.91247604,0.00057769,0.18533231,0.19770661,0.03527017,0.17352750,0.56433926,0.00082164,0.09839437
-5.21960980,0.91934353,0.00062196,0.17416980,0.19626098,0.03541454,0.16298222,0.58176321,0.00077205,0.09620892
-5.21360680,0.93139300,0.00066853,0.16386966,0.19651338,0.03617574,0.15356132,0.60138228,0.00073734,0.09567332
-5.20760380,0.94795832,0.00071644,0.15442547,0.19834145,0.03754148,0.14524957,0.62264583,0.00071510,0.09674941
-5.20160080,0.96833713,0.00076467,0.14582261,0.20161921,0.03950663,0.13802466,0.64496301,0.00070300,0.09941316
-5.19559780,0.99180427,0.00081217,0.13803795,0.20622025,0.04207360,0.13185797,0.66771386,0.00069883,0.10365537
-5.18959480,1.01762754,0.00085790,0.13104011,0.21202101,0.04525246,0.12671554,0.69026262,0.00070056,0.10948175
-5.18359180,1.04508544,0.00090084,0.12479025,0.21890415,0.04906090,0.12255960,0.71197298,0.00070628,0.11691249
-5.17758879,1.07348583,0.00094001,0.11924339,0.22676176,0.05352379,0.11935014,0.73222447,0.00071431,0.12598114
-5.17158579,1.10218492,0.00097450,0.11435005,0.23549825,0.05867255,0.11704674,0.75042956,0.00072312,0.13673287
-5.16558279,1.13060524,0.00100351,0.11005813,0.24503267,0.06454413,0.11561021,0.76605053,0.00073140,0.14922196
-5.15957979,1.15825165,0.00102633,0.10631496,0.25530038,0.07117961,0.11500422,0.77861535,0.00073803,0.16350861
-5.15357679,1.18472433,0.00104240,0.10306929,0.26625369,0.07862244,0.11519644,0.78773169,0.00074209,0.17965502
-5.14757379,1.20972783,0.00105134,0.10027304,0.27786157,0.08691638,0.11615939,0.79309849,0.00074286,0.19772077
-5.14157079,1.23307543,0.00105288,0.09788289,0.29010828,0.09610298,0.11787074,0.79451425,0.00073983,0.21775761
-5.13556778,1.25468841,0.00104696,0.09586140,0.30299076,0.10621884,0.12031298,0.79188181,0.00073265,0.23980374
-5.12956478,1.27459008,0.00103367,0.09417768,0.31651516,0.11729257,0.12347270,0.78520922,0.00072115,0.26387782
-5.12356178,1.29289476,0.00101328,0.09280765,0.33069242,0.12934171,0.12733916,0.77460660,0.00070534,0.28997293
-5.11755878,1.30979220,0.00098620,0.09173375,0.34553317,0.14236954,0.13190258,0.76027941,0.00068535,0.31805064
-5.11155578,1.32552834,0.00095298,0.09094426,0.36104232,0.15636205,0.13715201,0.74251815,0.00066146,0.34803570
-5.10555278,1.34038342,0.00091428,0.09043226,0.37721362,0.17128523,0.14307306,0.72168532,0.00063403,0.37981146
-5.09954977,1.35464883,0.00087087,0.09019426,0.39402449,0.18708279,0.14964566,0.69820016,0.00060354,0.41321654
-5.09354677,1.36860386,0.00082358,0.09022874,0.41143160,0.20367445,0.15684188,0.67252209,0.00057049,0.44804288
-5.08754377,1.38249405,0.00077326,0.09053452,0.42936748,0.22095509,0.16462421,0.64513352,0.00053545,0.48403561
-5.08154077,1.39651222,0.00072081,0.09110930,0.44773837,0.23879476,0.17294424,0.61652305,0.00049901,0.52089483
-5.07553777,1.41078344,0.00066710,0.09194830,0.46642377,0.25703965,0.18174197,0.58716961,0.00046174,0.55827948
-5.06953477,1.42535484,0.00061295,0.09304312,0.48527750,0.27551420,0.19094585,0.55752851,0.00042421,0.59581336
-5.06353177,1.44019087,0.00055916,0.09438099,0.50413064,0.29402422,0.20047350,0.52801961,0.00038695,0.63309310
-5.05752876,1.45517426,0.00050643,0.09594432,0.52279598,0.31236100,0.21023325,0.49901822,0.00035044,0.66969805
-5.05152576,1.47011250,0.00045537,0.09771066,0.54107405,0.33030639,0.22012620,0.47084891,0.00031511,0.70520164
-5.04552276,1.48474951,0.00040653,0.09965297,0.55876016,0.34763859,0.23004902,0.44378206,0.00028130,0.73918378
-5.03951976,1.49878154,0.00036031,0.10174031,0.57565239,0.36413842,0.23989700,0.41803333,0.00024932,0.77124395
-5.03351676,1.51187632,0.00031706,0.10393870,0.59155975,0.37959590,0.24956743,0.39376546,0.00021940,0.80101414
-5.02751376,1.52369416,0.00027700,0.10621223,0.60631034,0.39381682,0.25896296,0.37109220,0.00019168,0.82817122
-5.02151076,1.53390949,0.00024026,0.10852426,0.61975878,0.40662890,0.26799478,0.35008382,0.00016626,0.85244797
-5.01550775,1.54223165,0.00020689,0.11083867,0.63179254,0.41788741,0.27658541,0.33077357,0.00014317,0.87364227
-5.00950475,1.54842326,0.00017689,0.11312094,0.64233673,0.42747978,0.28467095,0.31316478,0.00012241,0.89162388
-5.00350175,1.55231520,0.00015014,0.11533926,0.65135710,0.43532912,0.29220257,0.29723783,0.00010391,0.90633831
-4.99749875,1.55381712,0.00012653,0.11746523,0.65886081,0.44139628,0.29914720,0.28295669,0.00008757,0.91780760
-4.99149575,1.55292281,0.00010586,0.11947446,0.66489513,0.44568052,0.30548736,0.27027463,0.00007327,0.92612788
-4.98549275,1.54971010,0.00008793,0.12134680,0.66954387,0.44821854,0.31122010,0.25913873,0.00006086,0.93146355
-4.97948974,1.54433529,0.00007252,0.12306632,0.67292183,0.44908203,0.31635519,0.24949314,0.00005020,0.93403862
-4.97348674,1.53702246,0.00005938,0.12462099,0.67516755,0.44837380,0.32091252,0.24128095,0.00004110,0.93412527
-4.96748374,1.52804836,0.00004827,0.12600213,0.67643465,0.44622264,0.32491911,0.23444478,0.00003341,0.93203039
-4.96148074,1.51772391,0.00003895,0.12720373,0.67688241,0.44277727,0.32840561,0.22892612,0.00002697,0.92808065
-4.95547774,1.50637338,0.00003121,0.12822161,0.67666594,0.43819956,0.33140291,0.22466384,0.00002161,0.92260695
-4.94947474,1.49431262,0.00002483,0.12905248,0.67592668,0.43265746,0.33393861,0.22159186,0.00001719,0.91592885
-4.94347174,1.48182780,0.00001961,0.12969318,0.67478368,0.42631794,0.33603405,0.21963663,0.00001358,0.90834011
-4.93746873,1.46915590,0.00001538,0.13013987,0.67332620,0.41934032,0.33770175,0.21871444,0.00001065,0.90009576
-4.93146573,1.45646824,0.00001197,0.13038746,0.67160815,0.41187040,0.33894362,0.21872912,0.00000829,0.89140159
-4.92546273,1.44385805,0.00000925,0.13042927,0.66964454,0.40403548,0.33974998,0.21957024,0.00000641,0.88240653
-4.91945973,1.43133293,0.00000710,0.13025687,0.66741035,0.39594073,0.34009955,0.22111216,0.00000492,0.87319836
-4.91345673,1.41881267,0.00000541,0.12986028,0.66484183,0.38766691,0.33996033,0.22321397,0.00000375,0.86380281
-4.90745373,1.40613249,0.00000409,0.12922832,0.66184010,0.37926958,0.33929139,0.22572064,0.00000284,0.85418624
-4.90145073,1.39305169,0.00000307,0.12834934,0.65827702,0.37077977,0.33804550,0.22846514,0.00000213,0.84426159
-4.89544772,1.37926706,0.00000229,0.12721200,0.65400287,0.36220599,0.33617242,0.23127161,0.00000159,0.83389727
-4.88944472,1.36443035,0.00000170,0.12580633,0.64885546,0.35353746,0.33362260,0.23395950,0.00000118,0.82292845
-4.88344172,1.34816877,0.00000125,0.12412481,0.64267020,0.34474831,0.33035116,0.23634832,0.00000087,0.81117009
-4.87743872,1.33010721,0.00000091,0.12216343,0.63529052,0.33580243,0.32632194,0.23826290,0.00000064,0.79843091
-4.87143572,1.30989106,0.00000066,0.11992273,0.62657802,0.32665869,0.32151121,0.23953887,0.00000047,0.78452759
-4.86543272,1.28720817,0.00000048,0.11740870,0.61642189,0.31727619,0.31591093,0.24002793,0.00000034,0.76929833
-4.85942971,1.26180877,0.00000034,0.11463339,0.60474698,0.30761924,0.30953139,0.23960287,0.00000025,0.75261502
-4.85342671,1.23352216,0.00000024,0.11161533,0.59152006,0.29766176,0.30240290,0.23816176,0.00000020,0.73439338
-4.84742371,1.20226933,0.00000017,0.10837961,0.57675406,0.28739089,0.29457650,0.23563142,0.00000016,0.71460059
-4.84142071,1.16807078,0.00000013,0.10495758,0.56050983,0.27680955,0.28612367,0.23196974,0.00000015,0.69325986
-4.83541771,1.13104925,0.00000009,0.10138629,0.54289562,0.26593794,0.27713490,0.22716678,0.00000015,0.67045201
-4.82941471,1.09142711,0.00000007,0.09770752,0.52406404,0.25481382,0.26771724,0.22124475,0.00000018,0.64631377
-4.82341171,1.04951884,0.00000007,0.09396657,0.50420688,0.24349167,0.25799095,0.21425670,0.00000023,0.62103317
-4.81740870,1.00571899,0.00000006,0.09021079,0.48354803,0.23204081,0.24808539,0.20628411,0.00000030,0.59484223
-4.81140570,0.96048640,0.00000007,0.08648799,0.46233480,0.22054261,0.23813432,0.19743349,0.00000042,0.56800742
-4.80540270,0.91432561,0.00000009,0.08284471,0.44082830,0.20908700,0.22827097,0.18783221,0.00000059,0.54081860
-4.79939970,0.86776653,0.00000012,0.07932448,0.41929321,0.19776851,0.21862295,0.17762378,0.00000083,0.51357687
-4.79339670,0.82134357,0.00000016,0.07596626,0.39798762,0.18668211,0.20930741,0.16696275,0.00000115,0.48658223
-4.78739370,0.77557520,0.00000022,0.07280294,0.37715333,0.17591906,0.20042666,0.15600967,0.00000160,0.46012154
-4.78139070,0.73094520,0.00000030,0.06986016,0.35700727,0.16556305,0.19206442,0.14492611,0.00000221,0.43445752
-4.77538769,0.68788630,0.00000041,0.06715541,0.33773416,0.15568684,0.18428297,0.13387020,0.00000303,0.40981927
-4.76938469,0.64676716,0.00000056,0.06469754,0.31948109,0.14634952,0.17712126,0.12299274,0.00000412,0.38639477
-4.76338169,0.60788307,0.00000075,0.06248654,0.30235382,0.13759457,0.17059410,0.11243400,0.00000557,0.36432560
-4.75737869,0.57145076,0.00000101,0.06051384,0.28641531,0.12944877,0.16469249,0.10232144,0.00000747,0.34370416
-4.75137569,0.53760729,0.00000134,0.05876291,0.27168610,0.12192202,0.15938496,0.09276834,0.00000996,0.32457322
-4.74537269,0.50641295,0.00000178,0.05721024,0.25814672,0.11500788,0.15461994,0.08387320,0.00001317,0.30692796
-4.73936968,0.47785774,0.00000234,0.05582654,0.24574163,0.10868508,0.15032895,0.07572014,0.00001730,0.29071989
-4.73336668,0.45187082,0.00000305,0.05457829,0.23438472,0.10291947,0.14643047,0.06837992,0.00002256,0.27586276
-4.72736368,0.42833242,0.00000394,0.05342934,0.22396569,0.09766659,0.14283421,0.06191161,0.00002921,0.26223963
-4.72136068,0.40708717,0.00000507,0.05234260,0.21435715,0.09287459,0.13944572,0.05636480,0.00003755,0.24971093
-4.71535768,0.38795836,0.00000647,0.05128172,0.20542204,0.08848724,0.13617085,0.05178198,0.00004793,0.23812300
-4.70935468,0.37076198,0.00000819,0.05021272,0.19702080,0.08444696,0.13292014,0.04820109,0.00006073,0.22731642
-4.70335168,0.35532005,0.00001030,0.04910535,0.18901817,0.08069776,0.12961267,0.04565802,0.00007641,0.21713411
-4.69734867,0.34147248,0.00001287,0.04793432,0.18128922,0.07718776,0.12617941,0.04418881,0.00009545,0.20742842
-4.69134567,0.32908680,0.00001595,0.04668022,0.17372429,0.07387134,0.12256578,0.04383147,0.00011838,0.19806723
-4.68534267,0.31806551,0.00001964,0.04533007,0.16623287,0.07071084,0.11873341,0.04462729,0.00014577,0.18893861
-4.67933967,0.30835070,0.00002400,0.04387767,0.15874612,0.06767758,0.11466113,0.04662148,0.00017824,0.17995415
-4.67333667,0.29992581,0.00002912,0.04232352,0.15121820,0.06475247,0.11034493,0.04986311,0.00021638,0.17105071
-4.66733367,0.29281465,0.00003508,0.04067450,0.14362628,0.06192591,0.10579735,0.05440433,0.00026084,0.16219077
-4.66133067,0.28707777,0.00004196,0.03894325,0.13596952,0.05919728,0.10104594,0.06029887,0.00031221,0.15336145
-4.65532766,0.28280663,0.00004982,0.03714735,0.12826705,0.05657396,0.09613124,0.06759981,0.00037106,0.14457240
-4.64932466,0.28011585,0.00005874,0.03530833,0.12055526,0.05406995,0.09110427,0.07635690,0.00043792,0.13585278
-4.64332166,0.27913413,0.00006876,0.03345054,0.11288443,0.05170429,0.08602368,0.08661329,0.00051322,0.12724754
