energy_ev,total_up,Al_p_up,Al_d_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,3.31642941,0.24477801,0.00000000,1.44004815,0.36948344,1.03654265,0.00000000
-5.99399700,3.16843934,0.22892339,0.00000000,1.36694711,0.35556798,1.00908517,0.00000000
-5.98799400,3.02893667,0.21377292,0.00000000,1.29616727,0.34294857,0.98461801,0.00000000
-5.98199100,2.89934831,0.19949524,0.00000000,1.22856702,0.33175466,0.96313925,0.00000000
-5.97598799,2.78067122,0.18622644,0.00000000,1.16482566,0.32206342,0.94452477,0.00000000
-5.96998499,2.67346534,0.17406826,0.00000000,1.10543498,0.31389912,0.92853749,0.00000000
-5.96398199,2.57786365,0.16308750,0.00000000,1.05069890,0.30723442,0.91484143,0.00000000
-5.95797899,2.49359842,0.15331669,0.00000000,1.00074067,0.30199352,0.90301992,0.00000000
-5.95197599,2.42004197,0.14475584,0.00000000,0.95551681,0.29805695,0.89259719,0.00000000
-5.94597299,2.35625956,0.13737530,0.00000000,0.91483695,0.29526785,0.88306226,0.00000000
-5.93996998,2.30107187,0.13111948,0.00000000,0.87838812,0.29343946,0.87389418,0.00000000
-5.93396698,2.25312404,0.12591122,0.00000000,0.84576227,0.29236349,0.86458728,0.00000000
-5.92796398,2.21095827,0.12165673,0.00000000,0.81648562,0.29181915,0.85467564,0.00000000
-5.92196098,2.17308693,0.11825086,0.00000000,0.79004841,0.29158233,0.84375549,0.00000000
-5.91595798,2.13806328,0.11558237,0.00000000,0.76593397,0.29143484,0.83150498,0.00000000
-5.90995498,2.10454735,0.11353928,0.00000000,0.74364570,0.29117315,0.81770030,0.00000000
-5.90395198,2.07136465,0.11201383,0.00000000,0.72273128,0.29061645,0.80222799,0.00000000
-5.89794897,2.03755589,0.11090706,0.00000000,0.70280325,0.28961384,0.78509291,0.00000000
-5.89194597,2.00241652,0.11013288,0.00000000,0.68355543,0.28805026,0.76642181,0.00000000
-5.88594297,1.96552508,0.10962135,0.00000000,0.66477488,0.28585115,0.74646279,0.00000000
-5.87993997,1.92676009,0.10932131,0.00000000,0.64634938,0.28298561,0.72558064,0.00000000
-5.87393697,1.88630533,0.10920209,0.00000000,0.62827036,0.27946810,0.70424866,0.00000000
-5.86793397,1.84464419,0.10925440,0.00000000,0.61063156,0.27535855,0.68303733,0.00000000
-5.86193097,1.80254352,0.10949036,0.00000000,0.59362385,0.27076100,0.66260044,0.00000000
-5.85592796,1.76102828,0.10994265,0.00000000,0.57752656,0.26582081,0.64365920,0.00000000
-5.84992496,1.72134794,0.11066290,0.00000000,0.56269580,0.26072061,0.62698486,0.00000000
-5.84392196,1.68493613,0.11171931,0.00000000,0.54955042,0.25567509,0.61338039,0.00000000
-5.83791896,1.65336492,0.11319368,0.00000000,0.53855612,0.25092481,0.60366163,0.00000000
-5.83191596,1.62829506,0.11517787,0.00000000,0.53020814,0.24672930,0.59863824,0.00000000
-5.82591296,1.61142381,0.11776984,0.00000000,0.52501326,0.24335959,0.59909484,0.00000000
-5.81990995,1.60443147,0.12106946,0.00000000,0.52347143,0.24109035,0.60577241,0.00000000
-5.81390695,1.60892818,0.12517411,0.00000000,0.52605748,0.24019205,0.61935041,0.00000000
-5.80790395,1.62640199,0.13017430,0.00000000,0.53320356,0.24092300,0.64042941,0.00000000
-5.80190095,1.65816954,0.13614940,0.00000000,0.54528232,0.24352182,0.66951473,0.00000000
-5.79589795,1.70533021,0.14316361,0.00000000,0.56259156,0.24820025,0.70700098,0.00000000
-5.78989495,1.76872489,0.15126232,0.00000000,0.58534046,0.25513664,0.75315789,0.00000000
-5.78389195,1.84890022,0.16046897,0.00000000,0.61363776,0.26447007,0.80811749,0.00000000
-5.77788894,1.94607907,0.17078245,0.00000000,0.64748218,0.27629544,0.87186310,0.00000000
-5.77188594,2.06013808,0.18217522,0.00000000,0.68675541,0.29065945,0.94422039,0.00000000
-5.76588294,2.19059295,0.19459211,0.00000000,0.73121782,0.30755764,1.02485079,0.00000000
-5.75987994,2.33659192,0.20795001,0.00000000,0.78050715,0.32693256,1.11324791,0.00000000
-5.75387694,2.49691797,0.22213821,0.00000000,0.83414036,0.34867307,1.20873708,0.00000000
-5.74787394,2.66999994,0.23701974,0.00000000,0.89151865,0.37261485,1.31047861,0.00000000
-5.74187094,2.85393266,0.25243335,0.00000000,0.95193579,0.39854207,1.41747488,0.00000000
-5.73586793,3.04650587,0.26819637,0.00000000,1.01458959,0.42619021,1.52858159,0.00000000
-5.72986493,3.24524165,0.28410815,0.00000000,1.07859643,0.45525006,1.64252317,0.00000000
-5.72386193,3.44743948,0.29995419,0.00000000,1.14300848,0.48537272,1.75791230,0.00000000
-5.71785893,3.65022824,0.31551065,0.00000000,1.20683329,0.51617561,1.87327319,0.00000000
-5.71185593,3.85062371,0.33054932,0.00000000,1.26905534,0.54724924,1.98706837,0.00000000
-5.70585293,4.04559036,0.34484273,0.00000000,1.32865873,0.57816481,2.09772823,0.00000000
-5.69984992,4.23210560,0.35816932,0.00000000,1.38465069,0.60848226,2.20368267,0.00000000
-5.69384692,4.40722503,0.37031850,0.00000000,1.43608495,0.63775868,2.30339402,0.00000000
-5.68784392,4.56814661,0.38109548,0.00000000,1.48208442,0.66555705,2.39539023,0.00000000
-5.68184092,4.71227217,0.39032571,0.00000000,1.52186243,0.69145481,2.47829750,0.00000000
-5.67583792,4.83726453,0.39785871,0.00000000,1.55474186,0.71505236,2.55087126,0.00000000
-5.66983492,4.94109872,0.40357136,0.00000000,1.58017174,0.73598116,2.61202477,0.00000000
-5.66383192,5.02210592,0.40737044,0.00000000,1.59774070,0.75391132,2.66085440,0.00000000
-5.65782891,5.07900932,0.40919434,0.00000000,1.60718702,0.76855849,2.69666104,0.00000000
-5.65182591,5.11095098,0.40901408,0.00000000,1.60840519,0.77968994,2.71896712,0.00000000
-5.64582291,5.11750945,0.40683350,0.00000000,1.60144875,0.78712974,2.72752886,0.00000000
-5.63981991,5.09870805,0.40268862,0.00000000,1.58652974,0.79076286,2.72234357,0.00000000
-5.63381691,5.05501400,0.39664645,0.00000000,1.56401474,0.79053822,2.70365215,0.00000000
-5.62781391,4.98732892,0.38880307,0.00000000,1.53441809,0.78647055,2.67193667,0.00000000
-5.62181091,4.89697133,0.37928120,0.00000000,1.49839241,0.77864111,2.62791354,0.00000000
-5.61580790,4.78565199,0.36822738,0.00000000,1.45671712,0.76719715,2.57252244,0.00000000
-5.60980490,4.65544287,0.35580881,0.00000000,1.41028519,0.75235014,2.50691144,0.00000000
-5.60380190,4.50874084,0.34220990,0.00000000,1.36008868,0.73437287,2.43241884,0.00000000
-5.59779890,4.34822672,0.32762882,0.00000000,1.30720334,0.71359530,2.35055199,0.00000000
-5.59179590,4.17682076,0.31227386,0.00000000,1.25277264,0.69039928,2.26296359,0.00000000
-5.58579290,3.99763505,0.29635993,0.00000000,1.19799140,0.66521226,2.17142583,0.00000000
-5.57978989,3.81392373,0.28010510,0.00000000,1.14408910,0.63849994,2.07780263,0.00000000
-5.57378689,3.62903131,0.26372726,0.00000000,1.09231303,0.61075803,1.98402028,0.00000000
-5.56778389,3.44633972,0.24744104,0.00000000,1.04391098,0.58250333,1.89203675,0.00000000
-5.56178089,3.26921445,0.23145483,0.00000000,1.00011369,0.55426403,1.80380977,0.00000000
-5.55577789,3.10095016,0.21596807,0.00000000,0.96211670,0.52656974,1.72126408,0.00000000
-5.54977489,2.94471608,0.20116879,0.00000000,0.93106150,0.49994105,1.64625789,0.00000000
-5.54377189,2.80350184,0.18723134,0.00000000,0.90801614,0.47487919,1.58054897,0.00000000
-5.53776888,2.68006400,0.17431438,0.00000000,0.89395497,0.45185567,1.52576074,0.00000000
-5.53176588,2.57687426,0.16255909,0.00000000,0.88973794,0.43130247,1.48334875,0.00000000
-5.52576288,2.49606985,0.15208767,0.00000000,0.89608952,0.41360264,1.45456819,0.00000000
-5.51975988,2.43940736,0.14300202,0.00000000,0.91357783,0.39908191,1.44044320,0.00000000
