energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.48374187,2.23780192,0.01434367,0.04384978,0.79927271,0.63882145,0.00102920,1.53739488,0.38068175,0.25121354
-5.47773887,2.30144652,0.01347255,0.04616953,0.80576970,0.66263743,0.00108166,1.57610678,0.37687851,0.26272613
-5.47173587,2.36529191,0.01260965,0.04844782,0.81222511,0.68714524,0.00114158,1.61504003,0.37315690,0.27392971
-5.46573287,2.42911881,0.01176526,0.05066471,0.81872004,0.71228076,0.00120965,1.65411521,0.36961322,0.28472658
-5.45972986,2.49265952,0.01094822,0.05279981,0.82531059,0.73795826,0.00128649,1.69321641,0.36632450,0.29502139
-5.45372686,2.55561140,0.01016582,0.05483268,0.83202990,0.76407433,0.00137266,1.73219893,0.36334942,0.30472383
-5.44772386,2.61765215,0.00942383,0.05674329,0.83889119,0.79051273,0.00146868,1.77089823,0.36072989,0.31375124
-5.44172086,2.67845577,0.00872654,0.05851240,0.84589123,0.81714989,0.00157495,1.80913937,0.35849320,0.32203100
-5.43571786,2.73770793,0.00807689,0.06012212,0.85301384,0.84386054,0.00169184,1.84674612,0.35665449,0.32950259
-5.42971486,2.79511960,0.00747660,0.06155629,0.86023327,0.87052307,0.00181961,1.88354906,0.35521921,0.33611925
-5.42371186,2.85043810,0.00692641,0.06280090,0.86751707,0.89702422,0.00195846,1.91939205,0.35418559,0.34184911
-5.41770885,2.90345482,0.00642620,0.06384452,0.87482826,0.92326273,0.00210854,1.95413672,0.35354673,0.34667571
-5.41170585,2.95400910,0.00597525,0.06467855,0.88212689,0.94915170,0.00226996,1.98766463,0.35329240,0.35059803
-5.40570285,3.00198822,0.00557239,0.06529748,0.88937075,0.97461929,0.00244280,2.01987717,0.35341033,0.35362987
-5.39969985,3.04732372,0.00521623,0.06569904,0.89651564,0.99960797,0.00262715,2.05069340,0.35388719,0.35579873
-5.39369685,3.08998443,0.00490527,0.06588426,0.90351511,1.02407207,0.00282314,2.08004604,0.35470905,0.35714426
-5.38769385,3.12996690,0.00463803,0.06585740,0.91032004,1.04797397,0.00303100,2.10787625,0.35586166,0.35771634
-5.38169085,3.16728419,0.00441322,0.06562586,0.91687824,1.07127920,0.00325104,2.13412764,0.35733034,0.35757294
-5.37568784,3.20195386,0.00422974,0.06519995,0.92313423,1.09395067,0.00348374,2.15874030,0.35909985,0.35677784
-5.36968484,3.23398623,0.00408677,0.06459255,0.92902946,1.11594266,0.00372973,2.18164518,0.36115414,0.35539839
-5.36368184,3.26337372,0.00398378,0.06381880,0.93450300,1.13719491,0.00398986,2.20275969,0.36347614,0.35350325
-5.35767884,3.29008218,0.00392051,0.06289561,0.93949278,1.15762730,0.00426516,2.22198459,0.36604761,0.35116048
-5.35167584,3.31404457,0.00389699,0.06184125,0.94393729,1.17713568,0.00455690,2.23920269,0.36884907,0.34843575
-5.34567284,3.33515772,0.00391341,0.06067480,0.94777764,1.19558908,0.00486648,2.25427940,0.37185978,0.34539091
-5.33966983,3.35328188,0.00397013,0.05941566,0.95095992,1.21282870,0.00519549,2.26706502,0.37505782,0.34208284
-5.33366683,3.36824335,0.00406757,0.05808306,0.95343733,1.22866880,0.00554558,2.27739865,0.37842015,0.33856264
-5.32766383,3.37983958,0.00420612,0.05669554,0.95517224,1.24289960,0.00591840,2.28511340,0.38192259,0.33487506
-5.32166083,3.38784639,0.00438602,0.05527054,0.95613763,1.25529203,0.00631553,2.29004240,0.38553971,0.33105826
-5.31565783,3.39202673,0.00460728,0.05382397,0.95631784,1.26560425,0.00673832,2.29202517,0.38924463,0.32714365
-5.30965483,3.39214010,0.00486957,0.05236990,0.95570855,1.27358941,0.00718781,2.29091393,0.39300849,0.32315602
-5.30365183,3.38795220,0.00517212,0.05092024,0.95431571,1.27900447,0.00766455,2.28657923,0.39679993,0.31911363
-5.29764882,3.37924392,0.00551361,0.04948459,0.95215369,1.28161942,0.00816850,2.27891465,0.40058421,0.31502852
-5.29164582,3.36581921,0.00589207,0.04807010,0.94924242,1.28122649,0.00869890,2.26784021,0.40432236,0.31090673
-5.28564282,3.34751143,0.00630484,0.04668149,0.94560403,1.27764878,0.00925413,2.25330428,0.40797019,0.30674857
-5.27963982,3.32418786,0.00674851,0.04532104,0.94125892,1.27074793,0.00983161,2.23528395,0.41147736,0.30254894
-5.27363682,3.29575230,0.00721885,0.04398881,0.93622168,1.26043026,0.01042777,2.21378394,0.41478663,0.29829763
-5.26763382,3.26214575,0.00771084,0.04268281,0.93049724,1.24665132,0.01103796,2.18883427,0.41783327,0.29397964
-5.26163082,3.22334553,0.00821871,0.04139934,0.92407729,1.22941841,0.01165649,2.16048685,0.42054489,0.28957560
-5.25562781,3.17936307,0.00873591,0.04013329,0.91693765,1.20879109,0.01227665,2.12881146,0.42284163,0.28506224
-5.24962481,3.13024081,0.00925529,0.03887858,0.90903647,1.18487980,0.01289081,2.09389151,0.42463691,0.28041295
-5.24362181,3.07604876,0.00976915,0.03762854,0.90031366,1.15784260,0.01349056,2.05581995,0.42583858,0.27559851
-5.23761881,3.01688108,0.01026937,0.03637637,0.89069168,1.12788032,0.01406684,2.01469560,0.42635074,0.27058793
-5.23161581,2.95285324,0.01074764,0.03511554,0.88007760,1.09523058,0.01461022,1.97062056,0.42607592,0.26534945
-5.22561281,2.88410008,0.01119559,0.03384021,0.86836645,1.06016078,0.01511107,1.92369849,0.42491775,0.25985159
-5.21960980,2.81077497,0.01160500,0.03254556,0.85544578,1.02296076,0.01555988,1.87403437,0.42278397,0.25406445
-5.21360680,2.73305034,0.01196801,0.03122809,0.84120110,0.98393530,0.01594752,1.82173536,0.41958960,0.24796095
-5.20760380,2.65111936,0.01227734,0.02988587,0.82552204,0.94339689,0.01626549,1.76691312,0.41526019,0.24151814
-5.20160080,2.56519891,0.01252649,0.02851867,0.80830886,0.90165908,0.01650626,1.70968697,0.40973506,0.23471854
-5.19559780,2.47553329,0.01270993,0.02712805,0.78947901,0.85903070,0.01666346,1.65018807,0.40297016,0.22755131
-5.18959480,2.38239849,0.01282323,0.02571736,0.76897328,0.81581092,0.01673212,1.58856391,0.39494070,0.22001330
-5.18359180,2.28610652,0.01286324,0.02429166,0.74676139,0.77228552,0.01670888,1.52498294,0.38564317,0.21211001
-5.17758879,2.18700924,0.01282820,0.02285758,0.72284657,0.72872405,0.01659208,1.45963895,0.37509673,0.20385615
-5.17158579,2.08550138,0.01271772,0.02142313,0.69726888,0.68537814,0.01638187,1.39275462,0.36334393,0.19527600
-5.16558279,1.98202213,0.01253291,0.01999744,0.67010722,0.64248046,0.01608020,1.32458411,0.35045059,0.18640351
-5.15957979,1.87705507,0.01227626,0.01859052,0.64147975,0.60024463,0.01569080,1.25541422,0.33650499,0.17728200
-5.15357679,1.77112607,0.01195162,0.01721298,0.61154276,0.55886543,0.01521910,1.18556402,0.32161622,0.16796355
-5.14757379,1.66479912,0.01156407,0.01587571,0.58048804,0.51851946,0.01467202,1.11538283,0.30591179,0.15850815
-5.14157079,1.55867004,0.01111979,0.01458969,0.54853886,0.47936599,0.01405782,1.04524645,0.28953474,0.14898252
-5.13556778,1.45335819,0.01062586,0.01336567,0.51594468,0.44154769,0.01338583,0.97555192,0.27264011,0.13945874
-5.12956478,1.34949654,0.01009006,0.01221403,0.48297495,0.40519144,0.01266622,0.90671079,0.25539110,0.13001271
-5.12356178,1.24772033,0.00952068,0.01114454,0.44991217,0.37040882,0.01190965,0.83914140,0.23795505,0.12072243
-5.11755878,1.14865503,0.00892626,0.01016630,0.41704460,0.33729645,0.01112705,0.77326034,0.22049928,0.11166632
-5.11155578,1.05290380,0.00831537,0.00928758,0.38465885,0.30593616,0.01032926,0.70947363,0.20318710,0.10292152
-5.10555278,0.96103531,0.00769643,0.00851576,0.35303274,0.27639493,0.00952682,0.64816791,0.18617406,0.09456217
-5.09954977,0.87357224,0.00707747,0.00785734,0.32242869,0.24872475,0.00872969,0.58970206,0.16960457,0.08665793
-5.09354677,0.79098099,0.00646596,0.00731784,0.29308779,0.22296242,0.00794702,0.53439964,0.15360908,0.07927260
-5.08754377,0.71366310,0.00586871,0.00690183,0.26522486,0.19912946,0.00718703,0.48254246,0.13830176,0.07246288
-5.08154077,0.64194850,0.00529170,0.00661290,0.23902466,0.17723204,0.00645684,0.43436546,0.12377894,0.06627744
-5.07553777,0.57609097,0.00474002,0.00645365,0.21463912,0.15726117,0.00576237,0.39005311,0.11011807,0.06075610
-5.06953477,0.51626588,0.00421786,0.00642563,0.19218589,0.13919315,0.00510836,0.34973741,0.09737752,0.05592934
-5.06353177,0.46257005,0.00372844,0.00652930,0.17174799,0.12299022,0.00449830,0.31349744,0.08559687,0.05181795
-5.05752876,0.41502380,0.00327406,0.00676399,0.15337452,0.10860154,0.00393452,0.28136049,0.07479785,0.04843290
-5.05152576,0.37357498,0.00285617,0.00712778,0.13708238,0.09596447,0.00341823,0.25330456,0.06498572,0.04577541
-5.04552276,0.33810454,0.00247537,0.00761743,0.12285877,0.08500608,0.00294964,0.22926203,0.05615112,0.04383722
-5.03951976,0.30843367,0.00213159,0.00822830,0.11066437,0.07564485,0.00252808,0.20912445,0.04827215,0.04260097
-5.03351676,0.28433188,0.00182411,0.00895427,0.10043700,0.06779262,0.00215209,0.19274806,0.04131670,0.04204075
-5.02751376,0.26552600,0.00155172,0.00978769,0.09209564,0.06135653,0.00181964,0.17995989,0.03524483,0.04212284
-5.02151076,0.25170951,0.00131280,0.01071933,0.08554453,0.05624111,0.00152816,0.17056423,0.03001117,0.04280649
-5.01550775,0.24255223,0.00110546,0.01173845,0.08067740,0.05235029,0.00127477,0.16434923,0.02556722,0.04404487
-5.00950475,0.23770978,0.00092762,0.01283284,0.07738152,0.04958940,0.00105636,0.16109349,0.02186346,0.04578617
-5.00350175,0.23683290,0.00077713,0.01398901,0.07554154,0.04786696,0.00086971,0.16057237,0.01885123,0.04797475
-4.99749875,0.23957618,0.00065183,0.01519235,0.07504301,0.04709641,0.00071157,0.16256391,0.01648441,0.05055244
-4.99149575,0.24560611,0.00054966,0.01642749,0.07577556,0.04719750,0.00057878,0.16685434,0.01472061,0.05345982
-4.98549275,0.25460824,0.00046869,0.01767857,0.07763552,0.04809751,0.00046832,0.17324274,0.01352223,0.05663774
-4.97948974,0.26629336,0.00040720,0.01892973,0.08052810,0.04973218,0.00037736,0.18154509,0.01285700,0.06002863
-4.97348674,0.28040239,0.00036369,0.02016550,0.08436900,0.05204623,0.00030327,0.19159727,0.01269830,0.06357799
-4.96748374,0.29670997,0.00033692,0.02137135,0.08908539,0.05499365,0.00024370,0.20325718,0.01302512,0.06723569
-4.96148074,0.31502652,0.00032589,0.02253413,0.09461631,0.05853759,0.00019654,0.21640563,0.01382165,0.07095721
-4.95547774,0.33519870,0.00032988,0.02364259,0.10091246,0.06264981,0.00015997,0.23094619,0.01507665,0.07470465
-4.94947474,0.35710823,0.00034842,0.02468780,0.10793528,0.06730990,0.00013240,0.24680373,0.01678260,0.07844761
-4.94347174,0.38066892,0.00038123,0.02566355,0.11565554,0.07250396,0.00011249,0.26392184,0.01893453,0.08216370
-4.93746873,0.40582210,0.00042824,0.02656669,0.12405128,0.07822316,0.00009912,0.28225903,0.02152881,0.08583880
-4.93146573,0.43253042,0.00048953,0.02739727,0.13310532,0.08446177,0.00009141,0.30178390,0.02456172,0.08946692
-4.92546273,0.46077033,0.00056526,0.02815871,0.14280229,0.09121514,0.00008862,0.32246945,0.02802800,0.09304981
-4.91945973,0.49052338,0.00065564,0.02885777,0.15312549,0.09847737,0.00009021,0.34428667,0.03191938,0.09659614
-4.91345673,0.52176681,0.00076087,0.02950436,0.16405343,0.10623904,0.00009574,0.36719779,0.03622315,0.10012044
-4.90745373,0.55446385,0.00088105,0.03011135,0.17555657,0.11448476,0.00010491,0.39114944,0.04092084,0.10364169
-4.90145073,0.58855411,0.00101616,0.03069417,0.18759413,0.12319106,0.00011750,0.41606619,0.04598704,0.10718183
-4.89544772,0.62394470,0.00116598,0.03127036,0.20011131,0.13232435,0.00013337,0.44184472,0.05138850,0.11076405
-4.88944472,0.66050261,0.00133003,0.03185897,0.21303705,0.14183933,0.00015242,0.46834915,0.05708338,0.11441104
-4.88344172,0.69804871,0.00150751,0.03248004,0.22628253,0.15167781,0.00017457,0.49540777,0.06302098,0.11814337
-4.87743872,0.73635397,0.00169731,0.03315387,0.23974050,0.16176811,0.00019975,0.52281157,0.06914168,0.12197794
-4.87143572,0.77513823,0.00189791,0.03390040,0.25328563,0.17202505,0.00022791,0.55031473,0.07537733,0.12592662
-4.86543272,0.81407168,0.00210742,0.03473852,0.26677580,0.18235060,0.00025895,0.57763724,0.08165205,0.12999528
-4.85942971,0.85277921,0.00232357,0.03568547,0.28005449,0.19263526,0.00029273,0.60446973,0.08788332,0.13418304
-4.85342671,0.89084756,0.00254370,0.03675621,0.29295418,0.20276004,0.00032909,0.63048025,0.09398354,0.13848198
-4.84742371,0.92783513,0.00276484,0.03796291,0.30530054,0.21259905,0.00036778,0.65532303,0.09986184,0.14287716
-4.84142071,0.96328388,0.00298373,0.03931453,0.31691745,0.22202259,0.00040851,0.67864864,0.10542618,0.14734707
-4.83541771,0.99673309,0.00319688,0.04081641,0.32763246,0.23090070,0.00045091,0.70011529,0.11058565,0.15186439
-4.82941471,1.02773410,0.00340072,0.04247003,0.33728255,0.23910688,0.00049454,0.71940065,0.11525290,0.15639698
-4.82341171,1.05586556,0.00359160,0.04427289,0.34571993,0.24652193,0.00053891,0.73621366,0.11934651,0.16090923
-4.81740870,1.08074821,0.00376597,0.04621841,0.35281747,0.25303770,0.00058345,0.75030575,0.12279340,0.16536340
-4.81140570,1.10205867,0.00392047,0.04829603,0.35847360,0.25856062,0.00062755,0.76148079,0.12553098,0.16972111
-4.80540270,1.11954137,0.00405201,0.05049139,0.36261643,0.26301472,0.00067055,0.76960335,0.12750910,0.17394480
-4.79939970,1.13301806,0.00415789,0.05278661,0.36520677,0.26634422,0.00071178,0.77460478,0.12869159,0.17799905
-4.79339670,1.14239446,0.00423590,0.05516066,0.36623991,0.26851530,0.00075054,0.77648662,0.12905742,0.18185179
-4.78739370,1.14766356,0.00428439,0.05758985,0.36574613,0.26951722,0.00078617,0.77532134,0.12860145,0.18547519
-4.78139070,1.14890558,0.00430231,0.06004841,0.36378980,0.26936252,0.00081802,0.77125019,0.12733461,0.18884640
-4.77538769,1.14628438,0.00428928,0.06250905,0.36046712,0.26808645,0.00084550,0.76447819,0.12528359,0.19194790
-4.76938469,1.14004068,0.00424559,0.06494371,0.35590266,0.26574564,0.00086809,0.75526669,0.12249013,0.19476760
-4.76338169,1.13048242,0.00417216,0.06732419,0.35024480,0.26241592,0.00088538,0.74392355,0.11900976,0.19729865
-4.75737869,1.11797272,0.00407056,0.06962291,0.34366030,0.25818966,0.00089705,0.73079182,0.11491024,0.19953904
-4.75137569,1.10291605,0.00394291,0.07181362,0.33632830,0.25317258,0.00090291,0.71623704,0.11026962,0.20149094
-4.74537269,1.08574349,0.00379184,0.07387209,0.32843408,0.24748015,0.00090290,0.70063422,0.10517411,0.20315996
-4.73936968,1.06689770,0.00362037,0.07577673,0.32016279,0.24123400,0.00089713,0.68435482,0.09971580,0.20455436
-4.73336668,1.04681839,0.00343183,0.07750922,0.31169353,0.23455821,0.00088582,0.66775459,0.09399033,0.20568422
-4.72736368,1.02592907,0.00322975,0.07905502,0.30319404,0.22757581,0.00086938,0.65116272,0.08809459,0.20656075
-4.72136068,1.00462570,0.00301774,0.08040384,0.29481628,0.22040567,0.00084834,0.63487294,0.08212463,0.20719568
-4.71535768,0.98326768,0.00279940,0.08154998,0.28669305,0.21315978,0.00082336,0.61913675,0.07617363,0.20760098
-4.70935468,0.96217162,0.00257820,0.08249261,0.27893570,0.20594111,0.00079528,0.60415931,0.07033026,0.20778866
-4.70335168,0.94160804,0.00235744,0.08323595,0.27163321,0.19884213,0.00076499,0.59009781,0.06467726,0.20777094
-4.69734867,0.92180100,0.00214009,0.08378938,0.26485232,0.19194385,0.00073355,0.57706249,0.05929033,0.20756066
-4.69134567,0.90293036,0.00192884,0.08416735,0.25863894,0.18531564,0.00070207,0.56511996,0.05423738,0.20717183
-4.68534267,0.88513658,0.00172595,0.08438930,0.25302033,0.17901546,0.00067176,0.55429855,0.04957805,0.20662048
-4.67933967,0.86852714,0.00153331,0.08447938,0.24800824,0.17309067,0.00064386,0.54459524,0.04536350,0.20592544
-4.67333667,0.85318443,0.00135240,0.08446609,0.24360235,0.16757921,0.00061969,0.53598358,0.04163643,0.20510930
-4.66733367,0.83917393,0.00118426,0.08438179,0.23979410,0.16251097,0.00060059,0.52842207,0.03843129,0.20419909
-4.66133067,0.82655243,0.00102958,0.08426204,0.23657034,0.15790929,0.00058789,0.52186238,0.03577461,0.20322694
-4.65532766,0.81537518,0.00088868,0.08414486,0.23391675,0.15379246,0.00058296,0.51625685,0.03368542,0.20223030
-4.64932466,0.80570171,0.00076156,0.08406985,0.23182066,0.15017504,0.00058714,0.51156470,0.03217568,0.20125190
-4.64332166,0.79759960,0.00064794,0.08407710,0.23027310,0.14706891,0.00060172,0.50775672,0.03125069,0.20033919
