energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.87993997,7.01771932,2.80329065,0.67416722,0.02481675,1.19569444,0.09107407,3.41320408,2.72443469,1.46206734
-5.87393697,6.92353627,2.73473805,0.66274856,0.02444846,1.19309441,0.09120642,3.35442353,2.69976377,1.44060693
-5.86793397,6.83386498,2.66522681,0.65113970,0.02410120,1.19326845,0.09167680,3.29486047,2.67315886,1.41943752
-5.86193097,6.75133573,2.59575777,0.63956977,0.02378401,1.19670544,0.09251270,3.23571550,2.64544859,1.39917606
-5.85592796,6.67845009,2.52726939,0.62826514,0.02350462,1.20385343,0.09373699,3.17816372,2.61748546,1.38042747
-5.84992496,6.61751480,2.46061769,0.61744436,0.02326937,1.21510603,0.09536702,3.12332611,2.59012401,1.36376894
-5.84392196,6.57057693,2.39655905,0.60731287,0.02308299,1.23078879,0.09741375,3.07224112,2.56419788,1.34973425
-5.83791896,6.53936215,2.33573613,0.59805778,0.02294863,1.25114626,0.09988087,3.02583758,2.54049653,1.33879880
-5.83191596,6.52521823,2.27866736,0.58984266,0.02286772,1.27633009,0.10276393,2.98490934,2.51974236,1.33136557
-5.82591296,6.52906580,2.22574010,0.58280272,0.02284004,1.30638864,0.10604965,2.95009285,2.50256916,1.32775266
-5.81990995,6.55135854,2.17720772,0.57704045,0.02286372,1.34125882,0.10971522,2.92184828,2.48950281,1.32818279
-5.81390695,6.59205473,2.13319042,0.57262198,0.02293536,1.38076050,0.11372794,2.90044503,2.48094507,1.33277523
-5.80790395,6.65060212,2.09367985,0.56957431,0.02305012,1.42459417,0.11804506,2.88595235,2.47716130,1.34154068
-5.80190095,6.72593731,2.05854717,0.56788364,0.02320190,1.47234211,0.12261385,2.87823554,2.47827261,1.35437922
-5.79589795,6.81650079,2.02755426,0.56749486,0.02338349,1.52347339,0.12737207,2.87695801,2.48425310,1.37108182
-5.78989495,6.92026776,2.00036759,0.56831228,0.02358684,1.57735286,0.13224874,2.88158955,2.49493217,1.39133527
-5.78389195,7.03479450,1.97657429,0.57020175,0.02380323,1.63325400,0.13716531,2.89142041,2.51000206,1.41473063
-5.77788894,7.15727911,1.95569978,0.57299397,0.02402354,1.69037538,0.14203710,2.90558108,2.52903018,1.44077482
-5.77188594,7.28463499,1.93722627,0.57648902,0.02423854,1.74786018,0.14677509,2.92306704,2.55147563,1.46890510
-5.76588294,7.41357441,1.92061152,0.58046195,0.02443906,1.80481821,0.15128798,2.94276769,2.57670924,1.49850569
-5.75987994,7.54069921,1.90530721,0.58466922,0.02461632,1.86034938,0.15548437,2.96349849,2.60403590,1.52892606
-5.75387694,7.66259532,1.89077614,0.58885572,0.02476211,1.91356790,0.15927518,2.98403508,2.63271825,1.55949985
-5.74787394,7.77592723,1.87650792,0.59276220,0.02486898,1.96362590,0.16257597,3.00314831,2.66200040,1.58956381
-5.74187094,7.87752884,1.86203245,0.59613272,0.02493049,2.00973555,0.16530930,3.01963876,2.69113060,1.61847572
-5.73586793,7.96448707,1.84693095,0.59872199,0.02494126,2.05118878,0.16740686,3.03236960,2.71938167,1.64563069
-5.72986493,8.03421505,1.83084426,0.60030219,0.02489714,2.08737348,0.16881142,3.04029678,2.74606850,1.67047496
-5.72386193,8.08451240,1.81347838,0.60066917,0.02479521,2.11778573,0.16947844,3.04249549,2.77056171,1.69251683
-5.71785893,8.11361051,1.79460719,0.59964775,0.02463387,2.14203753,0.16937727,3.03818206,2.79229733,1.71133428
-5.71185593,8.12020180,1.77407269,0.59709605,0.02441275,2.15985978,0.16849201,3.02673107,2.81078226,1.72657919
-5.70585293,8.10345277,1.75178289,0.59290868,0.02413268,2.17110066,0.16682182,3.00768700,2.82559579,1.73797818
-5.69984992,8.06300116,1.72770800,0.58701886,0.02379557,2.17571978,0.16438086,2.98077073,2.83638765,1.74533041
-5.69384692,7.99893891,1.70187515,0.57939934,0.02340434,2.17377861,0.16119770,2.94588083,2.84287338,1.74850277
-5.68784392,7.91178246,1.67436233,0.57006235,0.02296272,2.16542805,0.15731440,2.90309012,2.84482777,1.74742308
-5.68184092,7.80243330,1.64529204,0.55905850,0.02247510,2.15089400,0.15278519,2.85263812,2.84207746,1.74207194
-5.67583792,7.67213117,1.61482497,0.54647485,0.02194642,2.13046197,0.14767484,2.79491993,2.83449358,1.73247411
-5.66983492,7.52240305,1.58315438,0.53243236,0.02138194,2.10446172,0.14205682,2.73047233,2.82198541,1.71868991
-5.66383192,7.35501058,1.55050120,0.51708267,0.02078712,2.07325278,0.13601132,2.65995791,2.80449570,1.70080757
-5.65782891,7.17189852,1.51711029,0.50060465,0.02016747,2.03721170,0.12962316,2.58414782,2.78199828,1.67893681
-5.65182591,6.97514644,1.48324775,0.48320057,0.01952841,1.99672163,0.12297975,2.50390398,2.75449819,1.65320416
-5.64582291,6.76692516,1.44919939,0.46509229,0.01887521,1.95216455,0.11616905,2.42016122,2.72203435,1.62375020
-5.63981991,6.54945907,1.41527004,0.44651742,0.01821284,1.90391641,0.10927779,2.33390979,2.68468445,1.59072870
-5.63381691,6.32499488,1.38178362,0.42772570,0.01754595,1.85234490,0.10238972,2.24617869,2.64257170,1.55430753
-5.62781391,6.09577661,1.34908348,0.40897545,0.01687882,1.79780986,0.09558422,2.15802001,2.59587261,1.51467103
-5.62181091,5.86402639,1.31753282,0.39053048,0.01621534,1.74066553,0.08893505,2.07049431,2.54482498,1.47202332
-5.61580790,5.63193011,1.28751468,0.37265714,0.01555898,1.68126429,0.08250944,1.98465724,2.48973526,1.42659217
-5.60980490,5.40162681,1.25943121,0.35562186,0.01491284,1.61996111,0.07636742,1.90154718,2.43098437,1.37863280
-5.60380190,5.17520036,1.23370192,0.33968889,0.01427965,1.55711809,0.07056136,1.82217392,2.36903113,1.32843102
-5.59779890,4.95467236,1.21076064,0.32511839,0.01366180,1.49310839,0.06513585,1.74750825,2.30441271,1.27630540
-5.59179590,4.74199484,1.19105111,0.31216487,0.01306140,1.42831900,0.06012765,1.67847221,2.23774162,1.22260797
-5.58579290,4.53904202,1.17502091,0.30107570,0.01248029,1.36315210,0.05556600,1.61593003,2.16969901,1.16772318
-5.57978989,4.34760015,1.16311415,0.29208992,0.01192009,1.29802447,0.05147291,1.56067954,2.10102443,1.11206512
-5.57378689,4.16935526,1.15576256,0.28543705,0.01138225,1.23336510,0.04786371,1.51344400,2.03250218,1.05607298
-5.56778389,4.00587853,1.15337562,0.28133593,0.01086809,1.16961095,0.04474758,1.47486436,1.96494494,1.00020477
-5.56178089,3.85860973,1.15632971,0.27999344,0.01037880,1.10720113,0.04212819,1.44549179,1.89917531,0.94492991
-5.55577789,3.72883888,1.16495671,0.28160301,0.00991551,1.04656982,0.04000431,1.42578068,1.83600617,0.89072069
-5.54977489,3.61768705,1.17953239,0.28634291,0.00947927,0.98813843,0.03837050,1.41608203,1.77622071,0.83804329
-5.54377189,3.52608700,1.20026505,0.29437407,0.00907107,0.93230738,0.03721763,1.41663728,1.72055320,0.78734870
-5.53776888,3.45476450,1.22728466,0.30583747,0.00869187,0.87944820,0.03653344,1.42757287,1.66967126,0.73906396
-5.53176588,3.40422121,1.26063301,0.32085103,0.00834255,0.82989611,0.03630299,1.44889530,1.62416057,0.69358421
-5.52576288,3.37471999,1.30025518,0.33950594,0.00802396,0.78394389,0.03650903,1.48048720,1.58451246,0.65126577
-5.51975988,3.36627328,1.34599270,0.36186246,0.00773686,0.74183700,0.03713224,1.52210423,1.55111504,0.61242051
-5.51375688,3.37863517,1.39757862,0.38794526,0.00748194,0.70377037,0.03815144,1.57337322,1.52424788,0.57731177
-5.50775388,3.41129754,1.45463491,0.41773830,0.00725976,0.66988691,0.03954364,1.63379151,1.50408041,0.54615161
-5.50175088,3.46349073,1.51667223,0.45117967,0.00707080,0.64027772,0.04128403,1.70272789,1.49067374,0.51909969
-5.49574787,3.53418866,1.58309236,0.48815624,0.00691537,0.61498385,0.04334591,1.77942517,1.48398564,0.49626324
-5.48974487,3.62211858,1.65319329,0.52849870,0.00679364,0.59399941,0.04570060,1.86300466,1.48387806,0.47769834
-5.48374187,3.72577533,1.72617714,0.57197710,0.00670562,0.57727584,0.04831724,1.95247278,1.49012657,0.46341193
-5.47773887,3.84343997,1.80116072,0.61829732,0.00665113,0.56472679,0.05116267,2.04672989,1.50243123,0.45336453
-5.47173587,3.97320249,1.87718880,0.66709877,0.00662985,0.55623364,0.05420130,2.14458158,1.52042802,0.44747327
-5.46573287,4.11298840,1.95324977,0.71795367,0.00664125,0.55165094,0.05739510,2.24475245,1.54370032,0.44561517
-5.45972986,4.26058881,2.02829357,0.77036821,0.00668466,0.55081177,0.06070357,2.34590241,1.57179002,0.44763035
-5.45372686,4.41369374,2.10125139,0.82378591,0.00675923,0.55353275,0.06408393,2.44664549,1.60420761,0.45332516
-5.44772386,4.56992810,2.17105696,0.87759327,0.00686397,0.55961834,0.06749135,2.54557093,1.64044135,0.46247519
-5.44172086,4.72689000,2.23666869,0.93112789,0.00699777,0.56886467,0.07087941,2.64126635,1.67996510,0.47482803
-5.43571786,4.88219081,2.29709237,0.98368895,0.00715938,0.58106254,0.07420062,2.73234255,1.72224507,0.49010610
-5.42971486,5.03349634,2.35140357,1.03455006,0.00734744,0.59599988,0.07740716,2.81745946,1.76674550,0.50800933
-5.42371186,5.17856840,2.39876936,1.08297399,0.00756052,0.61346360,0.08045167,2.89535267,1.81293371,0.52821816
-5.41770885,5.31530590,2.43846849,1.12822913,0.00779705,0.63324112,0.08328821,2.96485976,1.86028464,0.55039678
-5.41170585,5.44178475,2.46990949,1.16960698,0.00805543,0.65512150,0.08587326,3.02494564,1.90828533,0.57419678
-5.40570285,5.55629527,2.49264607,1.20644023,0.00833392,0.67889659,0.08816676,3.07472624,1.95643970,0.59926141
-5.39969985,5.65737632,2.50638920,1.23812066,0.00863072,0.70436204,0.09013314,3.11348953,2.00427373,0.62523035
-5.39369685,5.74384500,2.51101545,1.26411626,0.00894393,0.73131855,0.09174227,3.14071319,2.05134128,0.65174511
-5.38769385,5.81482082,2.50657116,1.28398677,0.00927154,0.75957317,0.09297038,3.15607823,2.09723063,0.67845493
-5.38169085,5.86974351,2.49327225,1.29739713,0.00961141,0.78894078,0.09380071,3.15947788,2.14157151,0.70502304
-5.37568784,5.90838358,2.47149952,1.30412813,0.00996132,0.81924573,0.09422409,3.15102142,2.18404256,0.73113311
-5.36968484,5.93084503,2.44178946,1.30408394,0.01031889,0.85032351,0.09423924,3.13103258,2.22437870,0.75649557
-5.36368184,5.93755984,2.40482090,1.29729595,0.01068165,0.88202232,0.09385280,3.10004250,2.26237824,0.78085365
-5.35767884,5.92927415,2.36139763,1.28392306,0.01104701,0.91420447,0.09307920,3.05877730,2.29790890,0.80398874
-5.35167584,5.90702636,2.31242780,1.26424811,0.01141228,0.94674744,0.09194019,3.00814079,2.33091262,0.82572472
-5.34567284,5.87211761,2.25890043,1.23867071,0.01177472,0.97954447,0.09046418,2.94919254,2.36140842,0.84593125
-5.33966983,5.82607558,2.20185995,1.20769683,0.01213157,1.01250460,0.08868539,2.88312238,2.38949302,0.86452559
-5.33366683,5.77061255,2.14237956,1.17192544,0.01248006,1.04555204,0.08664278,2.81122182,2.41533891,0.88147280
-5.32766383,5.70757928,2.08153419,1.13203281,0.01281752,1.07862494,0.08437886,2.73485358,2.43918962,0.89678453
-5.32166083,5.63891599,2.02037400,1.08875510,0.01314139,1.11167345,0.08193849,2.65542001,2.46135227,0.91051608
-5.31565783,5.56660212,1.95989924,1.04286981,0.01344930,1.14465728,0.07936760,2.57433155,2.48218744,0.92276205
-5.30965483,5.49260651,1.90103718,0.99517687,0.01373915,1.17754271,0.07671190,2.49297600,2.50209660,0.93365077
-5.30365183,5.41883949,1.84462190,0.94647988,0.01400913,1.21029932,0.07401577,2.41268958,2.52150757,0.94333760
-5.29764882,5.34710830,1.79137745,0.89756813,0.01425779,1.24289657,0.07132118,2.33473047,2.54085848,0.95199754
-5.29164582,5.27907707,1.74190482,0.84919998,0.01448410,1.27530032,0.06866680,2.26025544,2.56058076,0.95981745
-5.28564282,5.21623233,1.69667300,0.80208783,0.01468745,1.30746961,0.06608732,2.19029995,2.58108187,0.96698818
-5.27963982,5.15985486,1.65601433,0.75688515,0.01486767,1.33935374,0.06361287,2.12576211,2.60272844,0.97369686
-5.27363682,5.11099819,1.62012401,0.71417569,0.01502506,1.37088986,0.06126878,2.06739061,2.62583035,0.98011989
-5.26763382,5.07047406,1.58906375,0.67446498,0.01516033,1.40200125,0.05907537,2.01577653,2.65062650,0.98641662
-5.26163082,5.03884483,1.56276916,0.63817414,0.01527459,1.43259624,0.05704807,1.97134902,2.67727271,0.99272405
-5.25562781,5.01642255,1.54106050,0.60563591,0.01536931,1.46256808,0.05519763,1.93437461,2.70583234,0.99915275
-5.24962481,5.00327433,1.52365638,0.57709287,0.01544623,1.49179561,0.05353043,1.90495990,2.73626998,1.00578403
-5.24362181,4.99923367,1.51018972,0.55269760,0.01550734,1.52014489,0.05204898,1.88305731,2.76844850,1.01266847
-5.23761881,5.00391704,1.50022546,0.53251466,0.01555476,1.54747175,0.05075243,1.86847356,2.80212969,1.01982570
-5.23161581,5.01674528,1.49327935,0.51652419,0.01559071,1.57362534,0.04963715,1.86088067,2.83697877,1.02724560
-5.22561281,5.03696920,1.48883720,0.50462701,0.01561743,1.59845250,0.04869733,1.85982907,2.87257243,1.03489063
-5.21960980,5.06369885,1.48637395,0.49665095,0.01563713,1.62180304,0.04792554,1.86476258,2.90841068,1.04269934
-5.21360680,5.09593572,1.48537206,0.49235837,0.01565194,1.64353577,0.04731332,1.87503511,2.94393206,1.05059084
-5.20760380,5.13260743,1.48533850,0.49145460,0.01566389,1.66352508,0.04685166,1.88992855,2.97853191,1.05847009
-5.20160080,5.17260402,1.48582019,0.49359727,0.01567490,1.68166810,0.04653148,1.90867183,3.01158323,1.06623388
-5.19559780,5.21481515,1.48641705,0.49840624,0.01568678,1.69789187,0.04634399,1.93046071,3.04245949,1.07377720
-5.18959480,5.25816722,1.48679278,0.50547406,0.01570124,1.71216054,0.04628102,1.95447793,3.07055873,1.08099979
-5.18359180,5.30165937,1.48668278,0.51437675,0.01571996,1.72448208,0.04633525,1.97991338,3.09532787,1.08781271
-5.17758879,5.34439721,1.48589914,0.52468459,0.01574455,1.73491407,0.04650035,2.00598370,3.11628645,1.09414442
-5.17158579,5.38562296,1.48433271,0.53597276,0.01577665,1.74356832,0.04677108,2.03195093,3.13304870,1.09994636
-5.16558279,5.42474063,1.48195205,0.54783160,0.01581793,1.75061366,0.04714328,2.05713951,3.14534279,1.10519744
-5.15957979,5.46133507,1.47879955,0.55987606,0.01587013,1.75627670,0.04761379,2.08095114,3.15302634,1.10990745
-5.15357679,5.49518341,1.47498471,0.57175412,0.01593503,1.76083997,0.04818028,2.10287694,3.15609717,1.11411881
-5.14757379,5.52625820,1.47067492,0.58315403,0.01601446,1.76463745,0.04884109,2.12250621,3.15469851,1.11790679
-5.14157079,5.55472120,1.46608407,0.59380986,0.01611025,1.76804702,0.04959489,2.13953173,3.14911804,1.12137769
-5.13556778,5.58090775,1.46145940,0.60350546,0.01622415,1.77148005,0.05044042,2.15375090,3.13978052,1.12466531
-5.12956478,5.60530179,1.45706701,0.61207637,0.01635777,1.77536822,0.05137607,2.16506295,3.12723394,1.12792539
-5.12356178,5.62850207,1.45317666,0.61940999,0.01651243,1.78014785,0.05239953,2.17346204,3.11212955,1.13132840
-5.11755878,5.65118103,1.45004640,0.62544367,0.01668909,1.78624234,0.05350740,2.17902668,3.09519635,1.13505089
-5.11155578,5.67403782,1.44790764,0.63016111,0.01688813,1.79404344,0.05469484,2.18190592,3.07721120,1.13926566
-5.10555278,5.69774788,1.44695128,0.63358719,0.01710930,1.80389202,0.05595520,2.18230295,3.05896569,1.14413140
-5.09954977,5.72291144,1.44731553,0.63578140,0.01735154,1.81605942,0.05727980,2.18045704,3.04123139,1.14978206
-5.09354677,5.75000387,1.44907593,0.63683048,0.01761289,1.83073033,0.05865776,2.17662475,3.02472505,1.15631683
-5.08754377,5.77933065,1.45223811,0.63684040,0.01789040,1.84798805,0.06007589,2.17106138,3.01007561,1.16379101
-5.08154077,5.81098970,1.45673355,0.63592825,0.01818010,1.86780321,0.06151878,2.16400386,2.99779453,1.17220852
-5.07553777,5.84484341,1.46241884,0.63421448,0.01847699,1.89002652,0.06296896,2.15565582,2.98825120,1.18151648
-5.06953477,5.88050247,1.46907819,0.63181575,0.01877512,1.91438635,0.06440724,2.14617591,2.98165456,1.19160215
-5.06353177,5.91732268,1.47642952,0.62883886,0.01906764,1.94049130,0.06581312,2.13566976,2.97804198,1.20229272
-5.05752876,5.95441552,1.48413364,0.62537592,0.01934698,1.96783799,0.06716538,2.12418626,2.97727607,1.21335781
-5.05152576,5.99067217,1.49180628,0.62150101,0.01960508,1.99582395,0.06844271,2.11171800,2.97904956,1.22451486
-5.04552276,6.02480017,1.49903239,0.61726838,0.01983354,2.02376504,0.06962447,2.09820599,2.98289803,1.23543716
-5.03951976,6.05537098,1.50538211,0.61271214,0.02002398,2.05091689,0.07069138,2.08354812,2.98821988,1.24576415
-5.03351676,6.08087617,1.51042758,0.60784738,0.02016825,2.07649943,0.07162629,2.06761068,2.99430252,1.25511361
-5.02751376,6.09978934,1.51375988,0.60267250,0.02025879,2.09972342,0.07241489,2.05024220,3.00035348,1.26309516
-5.02151076,6.11063075,1.51500523,0.59717254,0.02028883,2.11981796,0.07304627,2.03128856,3.00553488,1.26932446
-5.01550775,6.11203121,1.51383966,0.59132305,0.02025274,2.13605771,0.07351345,2.01060834,3.00899964,1.27343750
-5.00950475,6.10279222,1.51000146,0.58509446,0.02014616,2.14778874,0.07381367,1.98808736,3.00992769,1.27510430
-5.00350175,6.08193916,1.50330086,0.57845633,0.01996629,2.15445186,0.07394854,1.96365153,3.00756052,1.27404144
-4.99749875,6.04876524,1.49362642,0.57138147,0.01971190,2.15560265,0.07392404,1.93727700,3.00123266,1.27002298
-4.99149575,6.00286406,1.48094794,0.56384939,0.01938351,2.15092724,0.07375024,1.90899728,2.99039872,1.26288927
-4.98549275,5.94414968,1.46531586,0.55584922,0.01898331,2.14025351,0.07344094,1.87890671,2.97465499,1.25255327
-4.97948974,5.87286337,1.44685714,0.54738170,0.01851513,2.12355723,0.07301308,1.84716021,2.95375501,1.23900446
-4.97348674,5.78956747,1.42576817,0.53846032,0.01798433,2.10096321,0.07248601,1.81396955,2.92761860,1.22230999
-4.96748374,5.69512690,1.40230493,0.52911168,0.01739763,2.07274144,0.07188076,1.77959634,2.89633432,1.20261327
-4.96148074,5.59067992,1.37677117,0.51937501,0.01676286,2.03929868,0.07121912,1.74434239,2.86015576,1.18013023
-4.95547774,5.47759978,1.34950525,0.50930105,0.01608875,2.00116589,0.07052282,1.70853813,2.81949189,1.15514324
-4.94947474,5.35744959,1.32086637,0.49895049,0.01538461,1.95898223,0.06981269,1.67252987,2.77489239,1.12799337
-4.94347174,5.23193265,1.29122092,0.48839205,0.01466009,1.91347618,0.06910788,1.63666673,2.72702869,1.09907098
-4.93746873,5.10284061,1.26092954,0.47770044,0.01392486,1.86544475,0.06842522,1.60128804,2.67667173,1.06880527
-4.93146573,4.97200160,1.23033565,0.46695431,0.01318835,1.81573129,0.06777873,1.56671196,2.62466739,1.03765305
-4.92546273,4.84123053,1.19975573,0.45623434,0.01245950,1.76520287,0.06717919,1.53322577,2.57191060,1.00608711
-4.91945973,4.71228293,1.16947179,0.44562158,0.01174655,1.71472775,0.06663401,1.50107842,2.51931899,0.97458457
-4.91345673,4.58681386,1.13972614,0.43519602,0.01105683,1.66515369,0.06614714,1.47047540,2.46780697,0.94361544
-4.90745373,4.46634260,1.11071849,0.42503546,0.01039668,1.61728752,0.06571921,1.44157607,2.41826094,0.91363171
-4.90145073,4.35222372,1.08260535,0.41521468,0.00977130,1.57187650,0.06534775,1.41449336,2.37151618,0.88505717
-4.89544772,4.24562456,1.05550134,0.40580470,0.00918475,1.52959178,0.06502759,1.38929546,2.32833603,0.85827810
-4.88944472,4.14750904,1.02948222,0.39687226,0.00863990,1.49101423,0.06475131,1.36600921,2.28939355,0.83363508
-4.88344172,4.05862731,1.00458920,0.38847930,0.00813852,1.45662284,0.06450973,1.34462475,2.25525600,0.81141588
-4.87743872,3.97951082,0.98083418,0.38068240,0.00768130,1.42678585,0.06429245,1.32510085,2.22637233,0.79184971
-4.87143572,3.91047205,0.95820542,0.37353212,0.00726800,1.40175457,0.06408843,1.30737066,2.20306366,0.77510272
-4.86543272,3.85160846,0.93667338,0.36707227,0.00689754,1.38165999,0.06388651,1.29134726,2.18551690,0.76127498
-4.85942971,3.80281002,0.91619634,0.36133900,0.00656814,1.36651219,0.06367584,1.27692891,2.17378142,0.75039888
-4.85342671,3.76376996,0.89672568,0.35635981,0.00627749,1.35620241,0.06344640,1.26400355,2.16776884,0.74243900
-4.84742371,3.73399830,0.87821048,0.35215258,0.00602290,1.35050773,0.06318928,1.25245276,2.16725582,0.73729355
-4.84142071,3.71283810,0.86060149,0.34872467,0.00580142,1.34909828,0.06289703,1.24215483,2.17188979,0.73479733
-4.83541771,3.69948431,0.84385452,0.34607223,0.00561004,1.35154686,0.06256387,1.23298738,2.18119766,0.73472620
-4.82941471,3.69300506,0.82793309,0.34417988,0.00544579,1.35734068,0.06218584,1.22482948,2.19459731,0.73680299
-4.82341171,3.69236555,0.81281066,0.34302082,0.00530586,1.36589517,0.06176089,1.21756362,2.21141180,0.74070487
-4.81740870,3.69645434,0.79847245,0.34255765,0.00518772,1.37656941,0.06128891,1.21107780,2.23088605,0.74607192
-4.81140570,3.70411199,0.78491700,0.34274386,0.00508923,1.38868302,0.06077173,1.20526784,2.25220584,0.75251679
-4.80540270,3.71416179,0.77215767,0.34352607,0.00500867,1.40153411,0.06021303,1.20004040,2.27451879,0.75963530
-4.79939970,3.72544213,0.76022409,0.34484713,0.00494481,1.41441770,0.05961827,1.19531652,2.29695682,0.76701758
-4.79339670,3.73683995,0.74916378,0.34665000,0.00489698,1.42664443,0.05899454,1.19103610,2.31865972,0.77425950
-4.78739370,3.74732452,0.73904377,0.34888231,0.00486505,1.43755877,0.05835039,1.18716301,2.33879919,0.78097411
-4.78139070,3.75598064,0.72995251,0.35150146,0.00484945,1.44655639,0.05769568,1.18369092,2.35660268,0.78680261
-4.77538769,3.76204015,0.72200180,0.35448017,0.00485118,1.45310008,0.05704132,1.18064952,2.37137632,0.79142459
-4.76938469,3.76491082,0.71532873,0.35781207,0.00487177,1.45673371,0.05639911,1.17811103,2.38252617,0.79456707
-4.76338169,3.76420124,0.71009757,0.36151719,0.00491324,1.45709381,0.05578143,1.17619636,2.38957714,0.79601216
-4.75737869,3.75974087,0.70650149,0.36564710,0.00497805,1.45391836,0.05520104,1.17508080,2.39218867,0.79560290
-4.75137569,3.75159414,0.70476378,0.37028923,0.00506906,1.44705246,0.05467075,1.17499874,2.39016676,0.79324712
-4.74537269,3.74006776,0.70513870,0.37557014,0.00518944,1.43645077,0.05420323,1.17624686,2.38347158,0.78891927
-4.73936968,3.72571079,0.70791148,0.38165761,0.00534259,1.42217657,0.05381067,1.17918560,2.37222058,0.78265995
-4.73336668,3.70930701,0.71339762,0.38876102,0.00553205,1.40439762,0.05350457,1.18423839,2.35668655,0.77457335
-4.72736368,3.69185959,0.72194105,0.39713003,0.00576136,1.38337896,0.05329545,1.19188846,2.33729087,0.76482265
-4.72136068,3.67456827,0.73391128,0.40705136,0.00603401,1.35947294,0.05319264,1.20267294,2.31459209,0.75362357
-4.71535768,3.65879960,0.74969922,0.41884354,0.00635326,1.33310708,0.05320407,1.21717415,2.28927003,0.74123631
-4.70935468,3.64605100,0.76971179,0.43284973,0.00672203,1.30477003,0.05333611,1.23600814,2.26210625,0.72795631
-4.70335168,3.63790966,0.79436519,0.44942859,0.00714276,1.27499649,0.05359341,1.25981057,2.23396136,0.71410412
-4.69734867,3.63600754,0.82407685,0.46894351,0.00761728,1.24435145,0.05397881,1.28922007,2.20575014,0.70001477
-4.69134567,3.64197369,0.85925618,0.49175030,0.00814669,1.21341450,0.05449328,1.32485961,2.17841534,0.68602711
-4.68534267,3.65738559,0.90029429,0.51818386,0.00873120,1.18276470,0.05513591,1.36731627,2.15290121,0.67247352
-4.67933967,3.68372071,0.94755271,0.54854416,0.00937008,1.15296650,0.05590389,1.41711998,2.13012753,0.65967017
-4.67333667,3.72231010,1.00135166,0.58308196,0.01006150,1.12455724,0.05679262,1.47472198,2.11096533,0.64790840
-4.66733367,3.77429517,1.06195785,0.62198503,0.01080252,1.09803635,0.05779576,1.54047375,2.09621484,0.63744729
-4.66133067,3.84058930,1.12957247,0.66536516,0.01158899,1.07385661,0.05890539,1.61460716,2.08658653,0.62850768
-4.65532766,3.92184525,1.20431964,0.71324679,0.01241563,1.05241754,0.06011210,1.69721675,2.08268579,0.62126775
-4.64932466,4.01842962,1.28623586,0.76555765,0.01327600,1.03406087,0.06140522,1.78824500,2.08500151,0.61586023
-4.64332166,4.13040513,1.37526077,0.82212209,0.01416259,1.01906797,0.06277299,1.88747115,2.09389874,0.61237121
