energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-6.00000000,0.95908549,0.00129269,0.01940584,0.07797314,0.10631833,0.28658247,0.48526841,0.01680252,0.31617565
-5.99399700,0.88801807,0.00121150,0.01752501,0.07043966,0.10010118,0.27486191,0.44490491,0.01529626,0.29387992
-5.98799400,0.82034918,0.00115534,0.01580770,0.06373135,0.09428526,0.26427316,0.40581779,0.01385553,0.27271132
-5.98199100,0.75665271,0.00112759,0.01425835,0.05783985,0.08890015,0.25482245,0.36842774,0.01249630,0.25284512
-5.97598799,0.69742296,0.00113221,0.01288072,0.05275788,0.08396980,0.24651453,0.33309740,0.01123285,0.23443328
-5.96998499,0.64308050,0.00117389,0.01167831,0.04848123,0.07951406,0.23935903,0.30013043,0.01007783,0.21760688
-5.96398199,0.59398145,0.00125808,0.01065465,0.04501066,0.07555035,0.23337707,0.26977319,0.00904225,0.20247973
-5.95797899,0.55042954,0.00139105,0.00981367,0.04235356,0.07209554,0.22860778,0.24221849,0.00813570,0.18915267
-5.95197599,0.51268985,0.00157998,0.00916004,0.04052539,0.06916778,0.22511427,0.21761124,0.00736650,0.17771845
-5.94597299,0.48100340,0.00183294,0.00869948,0.03955080,0.06678828,0.22298874,0.19605526,0.00674192,0.16826669
-5.93996998,0.45560127,0.00215886,0.00843898,0.03946436,0.06498275,0.22235646,0.17762090,0.00626840,0.16088852
-5.93396698,0.43671737,0.00256750,0.00838701,0.04031087,0.06378263,0.22337809,0.16235280,0.00595178,0.15568074
-5.92796398,0.42459873,0.00306930,0.00855358,0.04214512,0.06322575,0.22625012,0.15027746,0.00579748,0.15274886
-5.92196098,0.41951247,0.00367523,0.00895019,0.04503108,0.06335651,0.23120326,0.14140989,0.00581059,0.15220901
-5.91595798,0.42174870,0.00439651,0.00958972,0.04904040,0.06422541,0.23849844,0.13575924,0.00599598,0.15418827
-5.90995498,0.43161885,0.00524438,0.01048606,0.05425035,0.06588800,0.24842046,0.13333292,0.00635825,0.15882331
-5.90395198,0.44944928,0.00622967,0.01165375,0.06074095,0.06840309,0.26126936,0.13413905,0.00690164,0.16625734
-5.89794897,0.47556994,0.00736238,0.01310729,0.06859155,0.07183048,0.27734951,0.13818715,0.00762984,0.17663529
-5.89194597,0.51029866,0.00865122,0.01486051,0.07787676,0.07622804,0.29695674,0.14548715,0.00854571,0.19009733
-5.88594297,0.55392145,0.01010310,0.01692568,0.08866194,0.08164837,0.32036407,0.15604669,0.00965096,0.20677106
-5.87993997,0.60666968,0.01172257,0.01931258,0.10099830,0.08813516,0.34780618,0.16986705,0.01094573,0.22676253
-5.87393697,0.66869533,0.01351129,0.02202749,0.11491786,0.09571940,0.37946363,0.18693804,0.01242815,0.25014663
-5.86793397,0.74004547,0.01546751,0.02507225,0.13042845,0.10441557,0.41544719,0.20723206,0.01409394,0.27695723
-5.86193097,0.82063753,0.01758564,0.02844320,0.14750898,0.11421813,0.45578332,0.23069798,0.01593594,0.30717767
-5.85592796,0.91023681,0.01985587,0.03213038,0.16610537,0.12509836,0.50040131,0.25725522,0.01794376,0.34073214
-5.84992496,1.00843789,0.02226388,0.03611670,0.18612716,0.13700184,0.54912311,0.28678846,0.02010351,0.37747850
-5.84392196,1.11465130,0.02479079,0.04037750,0.20744531,0.14984685,0.60165641,0.31914359,0.02239756,0.41720321
-5.83791896,1.22809695,0.02741313,0.04488019,0.22989132,0.16352355,0.65759177,0.35412526,0.02480457,0.45961874
-5.83191596,1.34780526,0.03010312,0.04958428,0.25325781,0.17789452,0.71640409,0.39149633,0.02729952,0.50436396
-5.82591296,1.47262682,0.03282907,0.05444171,0.27730078,0.19279623,0.77745900,0.43097969,0.02985405,0.55100768
-5.81990995,1.60125097,0.03555597,0.05939754,0.30174351,0.20804195,0.84002407,0.47226240,0.03243689,0.59905570
-5.81390695,1.73223310,0.03824627,0.06439096,0.32628223,0.22342570,0.90328485,0.51500229,0.03501445,0.64796106
-5.80790395,1.86403021,0.04086084,0.06935663,0.35059316,0.23872730,0.96636526,0.55883695,0.03755163,0.69713750
-5.80190095,1.99504348,0.04335997,0.07422633,0.37434100,0.25371843,1.02835177,0.60339467,0.04001265,0.74597560
-5.79589795,2.12366644,0.04570459,0.07893080,0.39718836,0.26816928,1.08832042,0.64830710,0.04236211,0.79386099
-5.78989495,2.24833663,0.04785738,0.08340180,0.41880582,0.28185570,1.14536562,0.69322300,0.04456593,0.84019406
-5.78389195,2.36758848,0.04978398,0.08757414,0.43888216,0.29456641,1.19862952,0.73782242,0.04659246,0.88441008
-5.77788894,2.48010497,0.05145406,0.09138778,0.45713429,0.30611008,1.24733059,0.78183062,0.04841340,0.92599889
-5.77188594,2.58476528,0.05284228,0.09478974,0.47331639,0.31632177,1.29078995,0.82503087,0.05000469,0.96452323
-5.76588294,2.68068608,0.05392915,0.09773584,0.48722781,0.32506858,1.32845442,0.86727543,0.05134727,0.99963461
-5.75987994,2.76725404,0.05470153,0.10019199,0.49871926,0.33225410,1.35991480,0.90849398,0.05242761,1.03108598
-5.75387694,2.84414770,0.05515306,0.10213530,0.50769708,0.33782151,1.38491870,0.94869875,0.05323806,1.05874040
-5.74787394,2.91134719,0.05528422,0.10355453,0.51412518,0.34175512,1.40337710,0.98798588,0.05377691,1.08257516
-5.74187094,2.96913100,0.05510216,0.10445021,0.51802473,0.34408024,1.41536431,1.02653274,0.05404832,1.10268109
-5.73586793,3.01805962,0.05462030,0.10483418,0.51947146,0.34486149,1.42111141,1.06459085,0.05406189,1.11925690
-5.72986493,3.05894657,0.05385767,0.10472875,0.51859087,0.34419953,1.42099335,1.10247468,0.05383211,1.13259879
-5.72386193,3.09281801,0.05283809,0.10416541,0.51555139,0.34222635,1.41551053,1.14054642,0.05337760,1.14308582
-5.71785893,3.12086263,0.05158919,0.10318316,0.51055619,0.33909951,1.40526576,1.17919728,0.05272022,1.15116157
-5.71185593,3.14437434,0.05014132,0.10182665,0.50383373,0.33499546,1.39093777,1.21882607,0.05188404,1.15731314
-5.70585293,3.16469028,0.04852645,0.10014418,0.49562789,0.33010234,1.37325269,1.25981580,0.05089441,1.16204827
-5.69984992,3.18312712,0.04677710,0.09818560,0.48618792,0.32461263,1.35295478,1.30250943,0.04977687,1.16587193
-5.69384692,3.20091881,0.04492525,0.09600032,0.47575893,0.31871595,1.33077801,1.34718584,0.04855630,1.16926329
-5.68784392,3.21915852,0.04300148,0.09363555,0.46457331,0.31259234,1.30741959,1.39403710,0.04725603,1.17265423
-5.68184092,3.23874763,0.04103419,0.09113469,0.45284339,0.30640634,1.28351677,1.44314830,0.04589724,1.17641036
-5.67583792,3.26035396,0.03904897,0.08853611,0.44075581,0.30030201,1.25962763,1.49448093,0.04449841,1.18081547
-5.66983492,3.28438118,0.03706822,0.08587236,0.42846760,0.29439922,1.23621674,1.54786079,0.04307507,1.18605988
-5.66383192,3.31095057,0.03511092,0.08316966,0.41610426,0.28879109,1.21364578,1.60297118,0.04163963,1.19223336
-5.65782891,3.33989580,0.03319258,0.08044790,0.40375953,0.28354275,1.19216941,1.65935208,0.04020146,1.19932263
-5.65182591,3.37077083,0.03132537,0.07772089,0.39149693,0.27869142,1.17193609,1.71640540,0.03876715,1.20721357
-5.64582291,3.40287020,0.02951837,0.07499707,0.37935283,0.27424750,1.15299338,1.77340658,0.03734081,1.21569784
-5.63981991,3.43526077,0.02777793,0.07228030,0.36734051,0.27019683,1.13529720,1.82952222,0.03592457,1.22448358
-5.63381691,3.46682313,0.02610814,0.06957104,0.35545524,0.26650362,1.11872422,1.88383315,0.03451907,1.23320939
-5.62781391,3.49630084,0.02451126,0.06686743,0.34367969,0.26311417,1.10308654,1.93536229,0.03312406,1.24146124
-5.62181091,3.52235517,0.02298829,0.06416650,0.33198954,0.25996093,1.08814788,1.98310617,0.03173889,1.24879113
-5.61580790,3.54362295,0.02153941,0.06146536,0.32035886,0.25696682,1.07364036,2.02606894,0.03036306,1.25473694
-5.60980490,3.55877510,0.02016443,0.05876215,0.30876502,0.25404957,1.05928120,2.06329745,0.02899666,1.25884250
-5.60380190,3.56657335,0.01886319,0.05605696,0.29719290,0.25112600,1.04478861,2.09391600,0.02764074,1.26067712
-5.59779890,3.56592303,0.01763591,0.05335246,0.28563830,0.24811595,1.02989635,2.11715930,0.02629760,1.25985375
