energy_ev,total_up,In_p_up,In_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.77788894,1.95573212,0.04053412,0.00896078,1.26279955,0.68504040,0.00575462,0.47958232
-5.77188594,1.92778788,0.03961937,0.00899540,1.25090270,0.67206808,0.00576781,0.44933996
-5.76588294,1.90313481,0.03898040,0.00901675,1.24057597,0.66059759,0.00575808,0.42094291
-5.75987994,1.88134850,0.03859791,0.00902278,1.23156960,0.65048033,0.00572347,0.39447072
-5.75387694,1.86193974,0.03844943,0.00901182,1.22360857,0.64154054,0.00566296,0.36996083
-5.74787394,1.84438499,0.03851064,0.00898263,1.21641133,0.63358651,0.00557644,0.34741405
-5.74187094,1.82815795,0.03875674,0.00893447,1.20970915,0.62642216,0.00546478,0.32680086
-5.73586793,1.81276123,0.03916385,0.00886719,1.20326527,0.61985856,0.00532981,0.30806827
-5.72986493,1.79775681,0.03971045,0.00878127,1.19689320,0.61372502,0.00517422,0.29114684
-5.72386193,1.78279406,0.04037864,0.00867783,1.19047321,0.60787926,0.00500153,0.27595754
-5.71785893,1.76763423,0.04115528,0.00855867,1.18396650,0.60221634,0.00481597,0.26241837
-5.71185593,1.75217022,0.04203294,0.00842625,1.17742607,0.59667584,0.00462231,0.25045018
-5.70585293,1.73644062,0.04301054,0.00828364,1.17100393,0.59124710,0.00442577,0.23998164
-5.69984992,1.72063735,0.04409365,0.00813450,1.16495378,0.58597218,0.00423182,0.23095317
-5.69384692,1.70510606,0.04529451,0.00798301,1.15962914,0.58094633,0.00404605,0.22331953
-5.68784392,1.69033918,0.04663158,0.00783373,1.15547629,0.57631586,0.00387398,0.21705106
-5.68184092,1.67696136,0.04812879,0.00769157,1.15302230,0.57227346,0.00372093,0.21213362
-5.67583792,1.66570771,0.04981439,0.00756159,1.15285804,0.56905098,0.00359183,0.20856708
-5.66983492,1.65739530,0.05171947,0.00744891,1.15561673,0.56690993,0.00349115,0.20636257
-5.66383192,1.65288889,0.05387624,0.00735853,1.16194858,0.56613000,0.00342273,0.20553865
-5.65782891,1.65306219,0.05631610,0.00729516,1.17249231,0.56699605,0.00338969,0.20611657
-5.65182591,1.65875602,0.05906755,0.00726311,1.18784471,0.56978407,0.00339439,0.20811493
-5.64582291,1.67073528,0.06215416,0.00726608,1.20852930,0.57474667,0.00343831,0.21154400
-5.63981991,1.68964649,0.06559255,0.00730703,1.23496568,0.58209885,0.00352208,0.21640011
-5.63381691,1.71597801,0.06939066,0.00738804,1.26744074,0.59200462,0.00364543,0.22266034
-5.62781391,1.75002482,0.07354618,0.00751021,1.30608338,0.60456519,0.00380721,0.23027792
-5.62181091,1.79185972,0.07804554,0.00767354,1.35084403,0.61980933,0.00400546,0.23917869
-5.61580790,1.84131269,0.08286321,0.00787693,1.40148021,0.63768645,0.00423743,0.24925868
-5.60980490,1.89795949,0.08796163,0.00811809,1.45754919,0.65806284,0.00449970,0.26038323
-5.60380190,1.96112063,0.09329161,0.00839363,1.51840838,0.68072133,0.00478825,0.27238763
-5.59779890,2.02987101,0.09879339,0.00869905,1.58322399,0.70536448,0.00509860,0.28507939
-5.59179590,2.10306012,0.10439808,0.00902890,1.65098782,0.73162130,0.00542593,0.29824195
-5.58579290,2.17934223,0.11002973,0.00937689,1.72054177,0.75905725,0.00576523,0.31163994
-5.57978989,2.25721538,0.11560759,0.00973607,1.79060936,0.78718698,0.00611146,0.32502543
-5.57378689,2.33506746,0.12104884,0.01009900,1.85983284,0.81548945,0.00645964,0.33814515
-5.56778389,2.41122748,0.12627123,0.01045800,1.92681461,0.84342452,0.00680504,0.35074820
-5.56178089,2.48401954,0.13119596,0.01080538,1.99016084,0.87045036,0.00714326,0.36259380
-5.55577789,2.55181709,0.13575016,0.01113364,2.04852565,0.89604070,0.00747038,0.37345879
-5.54977489,2.61309495,0.13986929,0.01143571,2.10065361,0.91970124,0.00778296,0.38314447
-5.54377189,2.66647659,0.14349905,0.01170517,2.14541870,0.94098428,0.00807816,0.39148228
-5.53776888,2.71077462,0.14659674,0.01193636,2.18185797,0.95950102,0.00835373,0.39833826
-5.53176588,2.74502269,0.14913214,0.01212460,2.20919842,0.97493083,0.00860799,0.40361586
-5.52576288,2.76849756,0.15108777,0.01226624,2.22687597,0.98702738,0.00883980,0.40725714
-5.51975988,2.78073053,0.15245851,0.01235871,2.23454582,0.99562119,0.00904848,0.40924219
-5.51375688,2.78150837,0.15325070,0.01240056,2.23208404,1.00061885,0.00923374,0.40958704
-5.50775388,2.77086396,0.15348076,0.01239142,2.21958071,1.00199913,0.00939553,0.40834005
-5.50175088,2.74905786,0.15317347,0.01233192,2.19732519,0.99980634,0.00953399,0.40557717
-5.49574787,2.71655234,0.15235990,0.01222360,2.16578481,0.99414151,0.00964928,0.40139633
-5.48974487,2.67397954,0.15107532,0.01206876,2.12557827,0.98515225,0.00974152,0.39591139
-5.48374187,2.62210607,0.14935714,0.01187036,2.07744546,0.97302170,0.00981066,0.38924589
-5.47773887,2.56179601,0.14724292,0.01163182,2.02221550,0.95795767,0.00985647,0.38152718
-5.47173587,2.49397452,0.14476874,0.01135689,1.96077455,0.94018225,0.00987844,0.37288108
-5.46573287,2.41959387,0.14196789,0.01104952,1.89403514,0.91992286,0.00987585,0.36342736
-5.45972986,2.33960350,0.13886996,0.01071370,1.82290836,0.89740486,0.00984770,0.35327640
-5.45372686,2.25492522,0.13550046,0.01035338,1.74827999,0.87284621,0.00979288,0.34252689
-5.44772386,2.16643430,0.13188074,0.00997238,1.67099123,0.84645416,0.00971015,0.33126483
-5.44172086,2.07494680,0.12802848,0.00957431,1.59182461,0.81842405,0.00959830,0.31956356
-5.43571786,1.98121269,0.12395837,0.00916257,1.51149488,0.78893990,0.00945625,0.30748492
-5.42971486,1.88591455,0.11968311,0.00874031,1.43064475,0.75817651,0.00928317,0.29508108
-5.42371186,1.78967059,0.11521459,0.00831046,1.34984483,0.72630259,0.00907858,0.28239699
-5.41770885,1.69304126,0.11056500,0.00787572,1.26959697,0.69348461,0.00884249,0.26947317
-5.41170585,1.59653789,0.10574802,0.00743863,1.19034023,0.65989065,0.00857543,0.25634843
-5.40570285,1.50063240,0.10077976,0.00700155,1.11245840,0.62569392,0.00827857,0.24306252
-5.39969985,1.40576685,0.09567953,0.00656676,1.03628821,0.59107563,0.00795369,0.22965830
-5.39369685,1.31236180,0.09047032,0.00613641,0.96212739,0.55622673,0.00760321,0.21618331
-5.38769385,1.22082282,0.08517895,0.00571262,0.89024200,0.52134845,0.00723015,0.20269080
-5.38169085,1.13154469,0.07983597,0.00529744,0.82087227,0.48665159,0.00683805,0.18923993
-5.37568784,1.04491290,0.07447526,0.00489284,0.75423699,0.45235443,0.00643090,0.17589533
-5.36968484,0.96130266,0.06913332,0.00450075,0.69053600,0.41867957,0.00601300,0.16272608
-5.36368184,0.88107555,0.06384846,0.00412301,0.62995103,0.38584989,0.00558886,0.14980411
-5.35767884,0.80457436,0.05865981,0.00376134,0.57264503,0.35408380,0.00516306,0.13720226
-5.35167584,0.73211653,0.05360628,0.00341732,0.51876027,0.32359025,0.00474009,0.12499213
-5.34567284,0.66398695,0.04872560,0.00309234,0.46841566,0.29456371,0.00432427,0.11324185
-5.33966983,0.60043068,0.04405335,0.00278758,0.42170360,0.26717950,0.00391959,0.10201397
-5.33366683,0.54164622,0.03962218,0.00250400,0.37868687,0.24158972,0.00352965,0.09136355
-5.32766383,0.48777979,0.03546122,0.00224226,0.33939580,0.21791994,0.00315754,0.08133659
-5.32166083,0.43892110,0.03159567,0.00200276,0.30382619,0.19626696,0.00280584,0.07196890
-5.31565783,0.39510083,0.02804661,0.00178561,0.27193802,0.17669751,0.00247653,0.06328534
-5.30965483,0.35629002,0.02483101,0.00159061,0.24365523,0.15924809,0.00217105,0.05529961
-5.30365183,0.32240125,0.02196197,0.00141729,0.21886655,0.14392581,0.00189024,0.04801446
-5.29764882,0.29329177,0.01944906,0.00126491,0.19742744,0.13071017,0.00163444,0.04142223
-5.29164582,0.26876806,0.01729884,0.00113249,0.17916299,0.11955556,0.00140349,0.03550580
-5.28564282,0.24859187,0.01551537,0.00101884,0.16387159,0.11039443,0.00119680,0.03023981
-5.27963982,0.23248720,0.01410084,0.00092258,0.15132945,0.10314086,0.00101343,0.02559197
-5.27363682,0.22014797,0.01305606,0.00084220,0.14129540,0.09769425,0.00085215,0.02152456
-5.26763382,0.21124612,0.01238097,0.00077609,0.13351616,0.09394317,0.00071151,0.01799588
-5.26163082,0.20543959,0.01207500,0.00072257,0.12773156,0.09176894,0.00058991,0.01496175
-5.25562781,0.20238013,0.01213724,0.00067994,0.12367976,0.09104895,0.00048564,0.01237675
-5.24962481,0.20172048,0.01256649,0.00064651,0.12110216,0.09165950,0.00039699,0.01019550
-5.24362181,0.20312083,0.01336114,0.00062066,0.11974794,0.09347814,0.00032223,0.00837362
-5.23761881,0.20625430,0.01451878,0.00060080,0.11937806,0.09638538,0.00025972,0.00686856
-5.23161581,0.21081140,0.01603578,0.00058550,0.11976871,0.10026579,0.00020786,0.00564026
-5.22561281,0.21650324,0.01790655,0.00057340,0.12071402,0.10500844,0.00016520,0.00465154
-5.21960980,0.22306375,0.02012289,0.00056332,0.12202810,0.11050684,0.00013039,0.00386843
-5.21360680,0.23025068,0.02267310,0.00055421,0.12354644,0.11665826,0.00010221,0.00326026
-5.20760380,0.23784556,0.02554117,0.00054519,0.12512646,0.12336275,0.00007959,0.00279963
-5.20160080,0.24565282,0.02870600,0.00053553,0.12664759,0.13052180,0.00006158,0.00246234
-5.19559780,0.25349809,0.03214073,0.00052467,0.12801056,0.13803689,0.00004736,0.00222716
-5.18959480,0.26122599,0.03581220,0.00051222,0.12913632,0.14580802,0.00003622,0.00207562
-5.18359180,0.26869756,0.03968067,0.00049791,0.12996442,0.15373242,0.00002757,0.00199171
-5.17758879,0.27578757,0.04369978,0.00048161,0.13045113,0.16170354,0.00002091,0.00196163
-5.17158579,0.28238195,0.04781685,0.00046332,0.13056736,0.16961049,0.00001584,0.00197346
-5.16558279,0.28837553,0.05197346,0.00044315,0.13029636,0.17733802,0.00001201,0.00201697
-5.15957979,0.29367032,0.05610635,0.00042129,0.12963164,0.18476713,0.00000916,0.00208332
-5.15357679,0.29817438,0.06014877,0.00039798,0.12857480,0.19177633,0.00000707,0.00216490
-5.14757379,0.30180147,0.06403193,0.00037354,0.12713374,0.19824362,0.00000558,0.00225514
-5.14157079,0.30447157,0.06768685,0.00034831,0.12532103,0.20404901,0.00000454,0.00234838
-5.13556778,0.30611207,0.07104635,0.00032266,0.12315272,0.20907771,0.00000389,0.00243979
-5.12956478,0.30665979,0.07404712,0.00029696,0.12064744,0.21322362,0.00000353,0.00252524
-5.12356178,0.30606357,0.07663187,0.00027158,0.11782586,0.21639316,0.00000344,0.00260133
-5.11755878,0.30428733,0.07875139,0.00024685,0.11471061,0.21850924,0.00000360,0.00266529
-5.11155578,0.30131338,0.08036651,0.00022311,0.11132636,0.21951505,0.00000401,0.00271502
-5.10555278,0.29714581,0.08144974,0.00020066,0.10770029,0.21937770,0.00000469,0.00274903
-5.09954977,0.29181371,0.08198674,0.00017978,0.10386265,0.21809131,0.00000569,0.00276652
-5.09354677,0.28537406,0.08197735,0.00016071,0.09984749,0.21567962,0.00000708,0.00276728
-5.08754377,0.27791410,0.08143624,0.00014368,0.09569348,0.21219782,0.00000893,0.00275177
-5.08154077,0.26955299,0.08039320,0.00012890,0.09144462,0.20773370,0.00001138,0.00272108
-5.07553777,0.26044282,0.07889295,0.00011658,0.08715094,0.20240784,0.00001455,0.00267690
-5.06953477,0.25076871,0.07699460,0.00010692,0.08286905,0.19637317,0.00001864,0.00262153
-5.06353177,0.24074812,0.07477078,0.00010014,0.07866255,0.18981359,0.00002384,0.00255781
-5.05752876,0.23062944,0.07230635,0.00009646,0.07460224,0.18294199,0.00003042,0.00248913
-5.05152576,0.22068974,0.06969698,0.00009615,0.07076614,0.17599763,0.00003867,0.00241935
-5.04552276,0.21123190,0.06704746,0.00009951,0.06723926,0.16924299,0.00004892,0.00235276
-5.03951976,0.20258118,0.06446989,0.00010687,0.06411330,0.16296019,0.00006156,0.00229402
-5.03351676,0.19508127,0.06208176,0.00011863,0.06148596,0.15744710,0.00007702,0.00224811
-5.02751376,0.18908979,0.06000402,0.00013521,0.05946021,0.15301314,0.00009577,0.00222029
-5.02151076,0.18497350,0.05835904,0.00015711,0.05814330,0.14997491,0.00011834,0.00221597
-5.01550775,0.18310303,0.05726868,0.00018486,0.05764557,0.14865154,0.00014527,0.00224071
-5.00950475,0.18384715,0.05685228,0.00021900,0.05807904,0.14935986,0.00017715,0.00230011
-5.00350175,0.18756668,0.05722463,0.00026014,0.05955582,0.15240933,0.00021457,0.00239971
-4.99749875,0.19460787,0.05849396,0.00030887,0.06218627,0.15809674,0.00025814,0.00254495
-4.99149575,0.20529536,0.06075990,0.00036576,0.06607696,0.16670055,0.00030845,0.00274105
-4.98549275,0.21992464,0.06411132,0.00043136,0.07132835,0.17847500,0.00036604,0.00299290
-4.97948974,0.23875411,0.06862424,0.00050615,0.07803238,0.19364397,0.00043143,0.00330492
-4.97348674,0.26199684,0.07435956,0.00059050,0.08626979,0.21239467,0.00050502,0.00368102
-4.96748374,0.28981235,0.08136096,0.00068469,0.09610740,0.23487126,0.00058714,0.00412438
-4.96148074,0.32229833,0.08965269,0.00078882,0.10759537,0.26116865,0.00067798,0.00463736
-4.95547774,0.35948307,0.09923757,0.00090282,0.12076454,0.29132673,0.00077758,0.00522140
-4.94947474,0.40131864,0.11009523,0.00102642,0.13562395,0.32532524,0.00088583,0.00587684
-4.94347174,0.44767544,0.12218054,0.00115912,0.15215880,0.36307976,0.00100242,0.00660283
-4.93746873,0.49833850,0.13542265,0.00130020,0.17032879,0.40443911,0.00112685,0.00739726
-4.93146573,0.55300607,0.14972446,0.00144869,0.19006723,0.44918449,0.00125843,0.00825668
-4.92546273,0.61129085,0.16496282,0.00160339,0.21128089,0.49703077,0.00139628,0.00917627
-4.91945973,0.67272428,0.18098946,0.00176290,0.23385081,0.54763019,0.00153932,0.01014986
-4.91345673,0.73676400,0.19763281,0.00192561,0.25763405,0.60057861,0.00168633,0.01116997
-4.90745373,0.80280477,0.21470066,0.00208980,0.28246665,0.65542445,0.00183595,0.01222795
-4.90145073,0.87019270,0.23198371,0.00225363,0.30816752,0.71168027,0.00198674,0.01331412
-4.89544772,0.93824251,0.24925997,0.00241522,0.33454349,0.76883679,0.00213722,0.01441802
-4.88944472,1.00625752,0.26629984,0.00257274,0.36139523,0.82637899,0.00228588,0.01552862
-4.88344172,1.07355171,0.28287192,0.00272446,0.38852400,0.88380393,0.00243130,0.01663471
-4.87743872,1.13947317,0.29874908,0.00286882,0.41573894,0.94063947,0.00257216,0.01772521
-4.87143572,1.20342799,0.31371492,0.00300451,0.44286470,0.99646349,0.00270733,0.01878958
-4.86543272,1.26490371,0.32757008,0.00313056,0.46974917,1.05092249,0.00283589,0.01981822
-4.85942971,1.32349134,0.34013835,0.00324637,0.49627089,1.10374907,0.00295719,0.02080285
-4.85342671,1.37890488,0.35127226,0.00335176,0.52234598,1.15477728,0.00307090,0.02173696
-4.84742371,1.43099761,0.36085794,0.00344705,0.54793416,1.20395522,0.00317701,0.02261614
-4.84142071,1.47977410,0.36881898,0.00353303,0.57304378,1.25135413,0.00327591,0.02343844
-4.83541771,1.52539760,0.37511923,0.00361100,0.59773534,1.29717361,0.00336830,0.02420458
-4.82941471,1.56819214,0.37976434,0.00368273,0.62212375,1.34174244,0.00345528,0.02491820
-4.82341171,1.60863931,0.38280195,0.00375044,0.64637876,1.38551505,0.00353827,0.02558594
-4.81740870,1.64736963,0.38432062,0.00381676,0.67072392,1.42906349,0.00361898,0.02621742
-4.81140570,1.68514888,0.38444742,0.00388464,0.69543382,1.47306526,0.00369938,0.02682518
-4.80540270,1.72285988,0.38334435,0.00395730,0.72082988,1.51828746,0.00378165,0.02742445
-4.79939970,1.76148035,0.38120370,0.00403809,0.74727472,1.56556777,0.00386810,0.02803284
-4.79339670,1.80205770,0.37824254,0.00413048,0.77516534,1.61579295,0.00396111,0.02866992
-4.78739370,1.84568182,0.37469658,0.00423788,0.80492541,1.66987586,0.00406307,0.02935667
-4.78139070,1.89345664,0.37081349,0.00436357,0.83699672,1.72873166,0.00417627,0.03011496
-4.77538769,1.94647165,0.36684617,0.00451063,0.87183028,1.79325402,0.00430290,0.03096681
-4.76938469,2.00577421,0.36304583,0.00468182,0.90987703,1.86429233,0.00444490,0.03193373
-4.76338169,2.07234341,0.35965550,0.00487955,0.95157851,1.94263028,0.00460398,0.03303598
-4.75737869,2.14706626,0.35690381,0.00510577,0.99735761,2.02896658,0.00478152,0.03429189
-4.75137569,2.23071664,0.35499937,0.00536193,1.04760946,2.12389811,0.00497855,0.03571712
-4.74537269,2.32393726,0.35412590,0.00564898,1.10269255,2.22790572,0.00519568,0.03732411
-4.73936968,2.42722493,0.35443805,0.00596734,1.16292013,2.34134268,0.00543316,0.03912147
-4.73336668,2.54091884,0.35605813,0.00631685,1.22855180,2.46442576,0.00569077,0.04111363
-4.72736368,2.66519192,0.35907367,0.00669685,1.29978544,2.59722869,0.00596790,0.04330048
-4.72136068,2.80004489,0.36353583,0.00710612,1.37674927,2.73967767,0.00626352,0.04567720
-4.71535768,2.94530262,0.36945869,0.00754296,1.45949427,2.89154861,0.00657620,0.04823431
-4.70935468,3.10061266,0.37681931,0.00800520,1.54798688,3.05246583,0.00690415,0.05095770
-4.70335168,3.26544544,0.38555852,0.00849021,1.64210217,3.22190186,0.00724527,0.05382898
-4.69734867,3.43909608,0.39558246,0.00899498,1.74161761,3.39917824,0.00759716,0.05682581
-4.69134567,3.62068769,0.40676472,0.00951611,1.84620780,3.58346721,0.00795720,0.05992241
-4.68534267,3.80917607,0.41894911,0.01004990,1.95544033,3.77379443,0.00832257,0.06309019
-4.67933967,4.00335613,0.43195293,0.01059230,2.06877323,3.96904277,0.00869036,0.06629832
-4.67333667,4.20187000,0.44557072,0.01113905,2.18555427,4.16795765,0.00905756,0.06951446
-4.66733367,4.40321741,0.45957849,0.01168563,2.30502254,4.36915415,0.00942117,0.07270544
-4.66133067,4.60576835,0.47373830,0.01222733,2.42631265,4.57112633,0.00977823,0.07583786
-4.65532766,4.80777862,0.48780307,0.01275928,2.54846164,4.77225913,0.01012587,0.07887876
-4.64932466,5.00740813,0.50152174,0.01327653,2.67041896,4.97084321,0.01046137,0.08179615
-4.64332166,5.20274242,0.51464450,0.01377403,2.79105933,5.16509279,0.01078217,0.08455947
-4.63731866,5.39181702,0.52692800,0.01424674,2.90919845,5.35316666,0.01108593,0.08713996
-4.63131566,5.57264475,0.53814054,0.01468966,3.02361137,5.53319218,0.01137052,0.08951100
-4.62531266,5.74324527,0.54806698,0.01509790,3.13305297,5.70329195,0.01163405,0.09164832
-4.61930965,5.90167660,0.55651333,0.01546678,3.23628015,5.86161264,0.01187486,0.09353013
-4.61330665,6.04606768,0.56331078,0.01579185,3.33207506,6.00635549,0.01209151,0.09513725
-4.60730365,6.17465139,0.56831912,0.01606901,3.41926878,6.13580758,0.01228276,0.09645314
-4.60130065,6.28579700,0.57142946,0.01629457,3.49676470,6.24837314,0.01244754,0.09746398
-4.59529765,6.37804131,0.57256600,0.01646536,3.56356094,6.34260411,0.01258495,0.09815867
-4.58929465,6.45011763,0.57168706,0.01657874,3.61877125,6.41722904,0.01269418,0.09852888
-4.58329165,6.50098179,0.56878501,0.01663270,3.66164380,6.47117976,0.01277453,0.09856911
-4.57728864,6.52983469,0.56388550,0.01662595,3.69157742,6.50361501,0.01282536,0.09827676
-4.57128564,6.53614073,0.55704568,0.01655788,3.70813497,6.51394058,0.01284608,0.09765223
-4.56528264,6.51964191,0.54835172,0.01642869,3.71105362,6.50182554,0.01283616,0.09669906
-4.55927964,6.48036725,0.53791576,0.01623931,3.70025184,6.46721426,0.01279514,0.09542401
-4.55327664,6.41863745,0.52587229,0.01599149,3.67583320,6.41033399,0.01272264,0.09383720
-4.54727364,6.33506476,0.51237425,0.01568772,3.63808679,6.33169785,0.01261842,0.09195221
-4.54127064,6.23054813,0.49758896,0.01533124,3.58748448,6.23210322,0.01248244,0.08978612
-4.53526763,6.10626374,0.48169406,0.01492599,3.52467506,6.11262546,0.01231490,0.08735952
-4.52926463,5.96365093,0.46487362,0.01447652,3.45047544,5.97460697,0.01211633,0.08469645
-4.52326163,5.80439389,0.44731448,0.01398797,3.36585885,5.81964165,0.01188771,0.08182427
-4.51725863,5.63039923,0.42920306,0.01346598,3.27194046,5.64955488,0.01163049,0.07877342
-4.51125563,5.44376960,0.41072251,0.01291657,3.16996037,5.46637902,0.01134671,0.07557713
-4.50525263,5.24677382,0.39205048,0.01234608,3.06126426,5.27232496,0.01103903,0.07227107
-4.49924962,5.04181390,0.37335734,0.01176104,2.94728205,5.06974971,0.01071083,0.06889286
-4.49324662,4.83138932,0.35480492,0.01116810,2.82950462,4.86112078,0.01036619,0.06548164
-4.48724362,4.61805934,0.33654572,0.01057390,2.70945937,4.64897779,0.01000992,0.06207753
-4.48124062,4.40440401,0.31872266,0.00998499,2.58868471,4.43589215,0.00964755,0.05872108
-4.47523762,4.19298465,0.30146906,0.00940771,2.46870427,4.22442561,0.00928523,0.05545283
-4.46923462,3.98630473,0.28490907,0.00884811,2.35100140,4.01708873,0.00892970,0.05231279
-4.46323162,3.78677209,0.26915834,0.00831188,2.23699447,3.81630026,0.00858817,0.04934007
-4.45722861,3.59666343,0.25432488,0.00780424,2.12801377,3.62434853,0.00826817,0.04657251
-4.45122561,3.41809189,0.24051004,0.00732990,2.02528057,3.44335577,0.00797740,0.04404651
-4.44522261,3.25297853,0.22780964,0.00689301,1.92988889,3.27524641,0.00772357,0.04179682
-4.43921961,3.10302826,0.21631500,0.00649710,1.84279045,3.12171996,0.00751420,0.03985652
-4.43321661,2.96971063,0.20611402,0.00614506,1.76478329,2.98422914,0.00735643,0.03825703
-4.42721361,2.85424568,0.19729202,0.00583913,1.69650394,2.86396356,0.00725683,0.03702821
-4.42121061,2.75759485,0.18993246,0.00558089,1.63842356,2.76183896,0.00722121,0.03619852
-4.41520760,2.68045654,0.18411733,0.00537125,1.59084773,2.67849201,0.00725445,0.03579514
-4.40920460,2.62326611,0.17992714,0.00521050,1.55391962,2.61428027,0.00736032,0.03584414
-4.40320160,2.58619962,0.17744061,0.00509829,1.52762633,2.56928674,0.00754137,0.03637057
-4.39719860,2.56918069,0.17673367,0.00503371,1.51180785,2.54332860,0.00779877,0.03739848
-4.39119560,2.57188988,0.17787814,0.00501527,1.50616810,2.53596924,0.00813229,0.03895080
-4.38519260,2.59377598,0.18093970,0.00504099,1.51028762,2.54653318,0.00854020,0.04104917
-4.37918959,2.63406864,0.18597538,0.00510840,1.52363738,2.57412317,0.00901927,0.04371353
-4.37318659,2.69179215,0.19303054,0.00521463,1.54559320,2.61763901,0.00956481,0.04696166
-4.36718359,2.76577993,0.20213549,0.00535642,1.57545047,2.67579783,0.01017073,0.05080842
-4.36118059,2.85468997,0.21330170,0.00553017,1.61243884,2.74715553,0.01082964,0.05526507
-4.35517759,2.95702115,0.22651803,0.00573202,1.65573668,2.83012933,0.01153298,0.06033826
-4.34917459,3.07113077,0.24174693,0.00595785,1.70448511,2.92302143,0.01227121,0.06602915
-4.34317159,3.19525356,0.25892094,0.00620338,1.75780158,3.02404373,0.01303404,0.07233237
-4.33716858,3.32752253,0.27793975,0.00646418,1.81479296,3.13134382,0.01381063,0.07923513
-4.33116558,3.46599188,0.29866801,0.00673575,1.87456800,3.24303205,0.01458986,0.08671631
-4.32516258,3.60866209,0.32093412,0.00701357,1.93624921,3.35720965,0.01536062,0.09474580
-4.31915958,3.75350717,0.34453017,0.00729315,1.99898417,3.47199762,0.01611205,0.10328398
-4.31315658,3.89850393,0.36921327,0.00757010,2.06195583,3.58556594,0.01683388,0.11228151
-4.30715358,4.04166260,0.39470826,0.00784016,2.12439208,3.69616263,0.01751659,0.12167935
