energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-3.10655328,4.93180474,0.00431766,0.04395165,0.51358331,3.28278036,0.27514281,1.09980558,0.04045180,0.14657567
-3.10055028,4.92048264,0.00429214,0.04296508,0.49967309,3.27489554,0.26805404,1.09931156,0.04008795,0.14379754
-3.09454727,4.91780187,0.00427842,0.04227114,0.48675635,3.26851669,0.26249214,1.10497627,0.03982037,0.14145684
-3.08854427,4.92301491,0.00427632,0.04184394,0.47480141,3.26332230,0.25845073,1.11646121,0.03963709,0.13952762
-3.08254127,4.93520385,0.00428529,0.04165424,0.46375917,3.25890755,0.25589802,1.13336306,0.03952446,0.13797616
-3.07653827,4.95330586,0.00430443,0.04167030,0.45356613,3.25479548,0.25477873,1.15522445,0.03946764,0.13676246
-3.07053527,4.97614041,0.00433259,0.04185872,0.44414748,3.25044996,0.25501646,1.18154440,0.03945103,0.13584185
-3.06453227,5.00243777,0.00436841,0.04218521,0.43542012,3.24529001,0.25651668,1.21178846,0.03945871,0.13516668
-3.05852926,5.03086826,0.00441041,0.04261532,0.42729565,3.23870501,0.25917019,1.24539850,0.03947492,0.13468804
-3.05252626,5.06007176,0.00445710,0.04311504,0.41968315,3.23007051,0.26285692,1.28180213,0.03948436,0.13435749
-3.04652326,5.08868725,0.00450708,0.04365144,0.41249192,3.21876418,0.26745004,1.32042196,0.03947261,0.13412868
-3.04052026,5.11538205,0.00455918,0.04419310,0.40563401,3.20418172,0.27282035,1.36068464,0.03942635,0.13395889
-3.03451726,5.13888057,0.00461250,0.04471060,0.39902655,3.18575243,0.27884067,1.40202997,0.03933369,0.13381050
-3.02851426,5.15799229,0.00466661,0.04517686,0.39259394,3.16295421,0.28539029,1.44392001,0.03918433,0.13365215
-3.02251126,5.17163878,0.00472155,0.04556750,0.38626974,3.13532776,0.29235919,1.48584825,0.03896978,0.13345983
-3.01650825,5.17887935,0.00477796,0.04586108,0.37999843,3.10248974,0.29965209,1.52734883,0.03868344,0.13321768
-3.01050525,5.17893483,0.00483709,0.04603934,0.37373681,3.06414461,0.30719198,1.56800579,0.03832074,0.13291858
-3.00450225,5.17120915,0.00490088,0.04608737,0.36745518,3.02009499,0.31492319,1.60746192,0.03787917,0.13256444
-2.99849925,5.15530779,0.00497190,0.04599376,0.36113812,2.97025007,0.32281369,1.64542722,0.03735836,0.13216625
-2.99249625,5.13105258,0.00505339,0.04575065,0.35478497,2.91463190,0.33085668,1.68168640,0.03676000,0.13174383
-2.98649325,5.09849203,0.00514912,0.04535377,0.34840982,2.85337923,0.33907116,1.71610520,0.03608788,0.13132532
-2.98049025,5.05790638,0.00526336,0.04480245,0.34204113,2.78674858,0.34750158,1.74863498,0.03534774,0.13094635
-2.97448724,5.00980676,0.00540074,0.04409951,0.33572082,2.71511235,0.35621638,1.77931526,0.03454724,0.13064900
-2.96848424,4.95492796,0.00556608,0.04325111,0.32950291,2.63895385,0.36530549,1.80827381,0.03369573,0.13048040
-2.96248124,4.89421436,0.00576427,0.04226657,0.32345171,2.55885910,0.37487673,1.83572394,0.03280413,0.13049122
-2.95647824,4.82879909,0.00600000,0.04115806,0.31763949,2.47550563,0.38505124,1.86195885,0.03188469,0.13073391
-2.95047524,4.75997661,0.00627765,0.03994034,0.31214383,2.38964834,0.39595801,1.88734303,0.03095070,0.13126075
-2.94447224,4.68916929,0.00660100,0.03863028,0.30704462,2.30210289,0.40772775,1.91230072,0.03001623,0.13212188
-2.93846923,4.61788891,0.00697308,0.03724653,0.30242081,2.21372700,0.42048620,1.93730169,0.02909578,0.13336325
-2.93246623,4.54769440,0.00739594,0.03580897,0.29834707,2.12540035,0.43434722,1.96284495,0.02820399,0.13502461
-2.92646323,4.48014720,0.00787051,0.03433824,0.29489050,2.03800373,0.44940591,1.98944078,0.02735522,0.13713768
-2.92046023,4.41676606,0.00839643,0.03285525,0.29210744,1.95239820,0.46573200,2.01759190,0.02656324,0.13972436
-2.91445723,4.35898307,0.00897198,0.03138068,0.29004065,1.86940509,0.48336399,2.04777465,0.02584092,0.14279541
-2.90845423,4.30810275,0.00959396,0.02993450,0.28871695,1.78978744,0.50230415,2.08042091,0.02519984,0.14634934
-2.90245123,4.26526601,0.01025774,0.02853553,0.28814537,1.71423382,0.52251466,2.11590178,0.02465009,0.15037174
-2.89644822,4.23142048,0.01095726,0.02720107,0.28831602,1.64334485,0.54391537,2.15451375,0.02419999,0.15483506
-2.89044522,4.20729854,0.01168516,0.02594658,0.28919979,1.57762303,0.56638294,2.19646806,0.02385598,0.15969896
-2.88444222,4.19340387,0.01243291,0.02478538,0.29074874,1.51746614,0.58975189,2.24188384,0.02362247,0.16491103
-2.87843922,4.19000701,0.01319102,0.02372855,0.29289740,1.46316416,0.61381726,2.29078537,0.02350181,0.17040816
-2.87243622,4.19714989,0.01394929,0.02278477,0.29556475,1.41489989,0.63833900,2.34310359,0.02349438,0.17611824
-2.86643322,4.21465884,0.01469709,0.02196031,0.29865699,1.37275269,0.66304793,2.39868167,0.02359863,0.18196231
-2.86043022,4.24216508,0.01542370,0.02125907,0.30207082,1.33670515,0.68765305,2.45728444,0.02381129,0.18785713
-2.85442721,4.27913131,0.01611861,0.02068267,0.30569717,1.30665204,0.71184980,2.51861086,0.02412754,0.19371781
-2.84842421,4.32488274,0.01677185,0.02023063,0.30942518,1.28241087,0.73532921,2.58230899,0.02454133,0.19946064
-2.84242121,4.37864064,0.01737433,0.01990052,0.31314624,1.26373345,0.75778725,2.64799227,0.02504557,0.20500598
-2.83641821,4.43955637,0.01791813,0.01968821,0.31675792,1.25031763,0.77893414,2.71525631,0.02563251,0.21028083
-2.83041521,4.50674385,0.01839675,0.01958807,0.32016757,1.24181876,0.79850331,2.78369496,0.02629391,0.21522130
-2.82441221,4.57930875,0.01880532,0.01959325,0.32329538,1.23786004,0.81625937,2.85291465,0.02702143,0.21977462
-2.81840920,4.65637269,0.01914076,0.01969587,0.32607687,1.23804159,0.83200507,2.92254615,0.02780671,0.22390069
-2.81240620,4.73709139,0.01940187,0.01988727,0.32846462,1.24194769,0.84558668,2.99225303,0.02864170,0.22757308
-2.80640320,4.82066589,0.01958934,0.02015823,0.33042911,1.24915222,0.85689785,3.06173609,0.02951867,0.23077947
-2.80040020,4.90634668,0.01970572,0.02049912,0.33195887,1.25922226,0.86588165,3.13073385,0.03043037,0.23352143
-2.79439720,4.99343108,0.01975532,0.02090013,0.33305973,1.27172000,0.87253084,3.19901879,0.03137005,0.23581366
-2.78839420,5.08125453,0.01974402,0.02135136,0.33375343,1.28620334,0.87688645,3.26638993,0.03233144,0.23768270
-2.78239120,5.16917703,0.01967906,0.02184303,0.33407560,1.30222558,0.87903478,3.33266225,0.03330868,0.23916515
-2.77638819,5.25656653,0.01956880,0.02236555,0.33407339,1.31933475,0.87910301,3.39765377,0.03429628,0.24030562
-2.77038519,5.34278080,0.01942240,0.02290969,0.33380278,1.33707303,0.87725376,3.46117144,0.03528899,0.24115442
-2.76438219,5.42714997,0.01924954,0.02346665,0.33332596,1.35497690,0.87367890,3.52299689,0.03628172,0.24176520
-2.75837919,5.50896165,0.01906013,0.02402824,0.33270875,1.37257840,0.86859284,3.58287319,0.03726940,0.24219262
-2.75237619,5.58745023,0.01886394,0.02458695,0.33201845,1.38940802,0.86222585,3.64049393,0.03824699,0.24249032
-2.74637319,5.66179205,0.01867040,0.02513610,0.33132212,1.40499929,0.85481736,3.69549541,0.03920934,0.24270912
-2.74037019,5.73110732,0.01848831,0.02566992,0.33068547,1.41889525,0.84660993,3.74745292,0.04015125,0.24289564
-2.73436718,5.79446935,0.01832563,0.02618373,0.33017233,1.43065687,0.83784371,3.79588146,0.04106746,0.24309147
-2.72836418,5.85092116,0.01818930,0.02667397,0.32984486,1.43987290,0.82875178,3.84024136,0.04195275,0.24333278
-2.72236118,5.89949877,0.01808515,0.02713837,0.32976422,1.44617101,0.81955630,3.87994843,0.04280203,0.24365044
-2.71635818,5.93926011,0.01801777,0.02757593,0.32999179,1.44922957,0.81046556,3.91438843,0.04361050,0.24407060
-2.71035518,5.96931798,0.01799047,0.02798699,0.33059067,1.44878937,0.80167181,3.94293503,0.04437381,0.24461561
-2.70435218,5.98887512,0.01800536,0.02837322,0.33162723,1.44466481,0.79334972,3.96497037,0.04508823,0.24530521
-2.69834917,5.99725913,0.01806327,0.02873753,0.33317263,1.43675352,0.78565544,3.97990693,0.04575087,0.24615785
-2.69234617,5.99395520,0.01816392,0.02908396,0.33530399,1.42504399,0.77872598,3.98720974,0.04635982,0.24719196
-2.68634317,5.97863429,0.01830596,0.02941749,0.33810495,1.40962046,0.77267870,3.98641739,0.04691431,0.24842713
-2.68034017,5.95117500,0.01848708,0.02974382,0.34166561,1.39066460,0.76761091,3.97716094,0.04741481,0.24988489
-2.67433717,5.91167754,0.01870414,0.03006903,0.34608156,1.36845371,0.76359929,3.95917948,0.04786315,0.25158928
-2.66833417,5.86046868,0.01895330,0.03039928,0.35145203,1.34335519,0.76069923,3.93233180,0.04826249,0.25356674
-2.66233117,5.79809732,0.01923015,0.03074042,0.35787709,1.31581742,0.75894381,3.89660344,0.04861734,0.25584569
-2.65632816,5.72532063,0.01952980,0.03109758,0.36545402,1.28635722,0.75834280,3.85210907,0.04893345,0.25845549
-2.65032516,5.64308144,0.01984706,0.03147480,0.37427305,1.25554442,0.75888147,3.79909007,0.04921771,0.26142500
-2.64432216,5.55247810,0.02017649,0.03187463,0.38441249,1.22398403,0.76051953,3.73790787,0.04947796,0.26478076
-2.63831916,5.45472831,0.02051255,0.03229784,0.39593374,1.19229685,0.76319030,3.66903348,0.04972278,0.26854488
-2.63231616,5.35112895,0.02084969,0.03274313,0.40887635,1.16109923,0.76680035,3.59303394,0.04996126,0.27273292
-2.62631316,5.24301395,0.02118242,0.03320696,0.42325346,1.13098299,0.77122973,3.51055669,0.05020273,0.27735168
-2.62031016,5.13171225,0.02150542,0.03368347,0.43904792,1.10249618,0.77633304,3.42231260,0.05045652,0.28239731
-2.61430715,5.01850807,0.02181363,0.03416455,0.45620949,1.07612565,0.78194142,3.32905859,0.05073163,0.28785371
-2.60830415,4.90460507,0.02210227,0.03463996,0.47465311,1.05228201,0.78786556,3.23158074,0.05103650,0.29369141
-2.60230115,4.79109612,0.02236697,0.03509764,0.49425868,1.03128769,0.79389971,3.13067835,0.05137872,0.29986712
-2.59629815,4.67893954,0.02260380,0.03552410,0.51487221,1.01336839,0.79982672,3.02714962,0.05176483,0.30632378
-2.59029515,4.56894256,0.02280937,0.03590491,0.53630850,0.99864822,0.80542388,2.92177923,0.05220006,0.31299145
-2.58429215,4.46175224,0.02298081,0.03622526,0.55835514,0.98714869,0.81046944,2.81532793,0.05268813,0.31978867
-2.57828914,4.35785354,0.02311592,0.03647063,0.58077771,0.97879123,0.81474953,2.70852423,0.05323114,0.32662457
-2.57228614,4.25757392,0.02321315,0.03662742,0.60332602,0.97340320,0.81806529,2.60205797,0.05382935,0.33340133
-2.56628314,4.16109376,0.02327166,0.03668365,0.62574087,0.97072685,0.82023973,2.49657558,0.05448113,0.34001712
-2.56028014,4.06846127,0.02329135,0.03662952,0.64776122,0.97043079,0.82112425,2.39267679,0.05518289,0.34636910
-2.55427714,3.97961091,0.02327289,0.03645809,0.66913131,0.97212332,0.82060430,2.29091241,0.05592905,0.35235667
-2.54827414,3.89438385,0.02321774,0.03616567,0.68960745,0.97536715,0.81860410,2.19178292,0.05671203,0.35788446
-2.54227114,3.81254947,0.02312812,0.03575226,0.70896407,0.97969471,0.81509016,2.09573762,0.05752236,0.36286519
-2.53626813,3.73382675,0.02300704,0.03522179,0.72699899,0.98462361,0.81007339,2.00317413,0.05834875,0.36722211
-2.53026513,3.65790467,0.02285823,0.03458229,0.74353750,0.98967168,0.80360982,1.91443813,0.05917828,0.37089109
-2.52426213,3.58446090,0.02268613,0.03384581,0.75843530,0.99437106,0.79579988,1.82982323,0.05999664,0.37382211
-2.51825913,3.51317825,0.02249578,0.03302837,0.77158030,0.99828108,0.78678619,1.74957097,0.06078836,0.37598027
-2.51225613,3.44375877,0.02229276,0.03214964,0.78289312,1.00099955,0.77675015,1.67387103,0.06153716,0.37734631
-2.50625313,3.37593505,0.02208307,0.03123259,0.79232669,1.00217235,0.76590726,1.60286163,0.06222632,0.37791656
-2.50025013,3.30947916,0.02187298,0.03030300,0.79986493,1.00150110,0.75450162,1.53663029,0.06283909,0.37770250
-2.49424712,3.24420894,0.02166886,0.02938891,0.80552068,0.99874906,0.74279945,1.47521493,0.06335916,0.37672997
-2.48824412,3.17999220,0.02147705,0.02852002,0.80933331,0.99374499,0.73108228,1.41860545,0.06377103,0.37503802
-2.48224112,3.11674883,0.02130360,0.02772700,0.81136594,0.98638542,0.71963961,1.36674576,0.06406058,0.37267761
-2.47623812,3.05445117,0.02115413,0.02704081,0.81170261,0.97663503,0.70876158,1.31953627,0.06421543,0.36971010
-2.47023512,2.99312272,0.02103358,0.02649201,0.81044554,0.96452558,0.69873160,1.27683689,0.06422537,0.36620569
-2.46423212,2.93283554,0.02094599,0.02611003,0.80771249,0.95015328,0.68981925,1.23847030,0.06408274,0.36224183
-2.45822911,2.87370631,0.02089440,0.02592246,0.80363437,0.93367487,0.68227351,1.20422568,0.06378272,0.35790160
-2.45222611,2.81589118,0.02088058,0.02595442,0.79835295,0.91530243,0.67631653,1.17386251,0.06332353,0.35327209
-2.44622311,2.75957959,0.02090499,0.02622788,0.79201882,0.89529714,0.67213793,1.14711463,0.06270658,0.34844283
-2.44022011,2.70498699,0.02096665,0.02676105,0.78478930,0.87396205,0.66988988,1.12369427,0.06193648,0.34350418
-2.43421711,2.65234670,0.02106314,0.02756779,0.77682646,0.85163397,0.66968285,1.10329615,0.06102103,0.33854583
-2.42821411,2.60190093,0.02119059,0.02865712,0.76829489,0.82867476,0.67158228,1.08560144,0.05997098,0.33365520
-2.42221111,2.55389128,0.02134379,0.03003273,0.75935937,0.80546204,0.67560611,1.07028173,0.05879986,0.32891587
-2.41620810,2.50854881,0.02151633,0.03169260,0.75018225,0.78237964,0.68172336,1.05700284,0.05752358,0.32440611
-2.41020510,2.46608416,0.02170081,0.03362869,0.74092061,0.75980794,0.68985368,1.04542860,0.05616008,0.32019732
-2.40420210,2.42667796,0.02188907,0.03582676,0.73172318,0.73811439,0.69986804,1.03522455,0.05472885,0.31635263
-2.39819910,2.39047201,0.02207249,0.03826629,0.72272713,0.71764443,0.71159054,1.02606167,0.05325048,0.31292555
-2.39219610,2.35756155,0.02224232,0.04092051,0.71405486,0.69871313,0.72480145,1.01762005,0.05174613,0.30995881
-2.38619310,2.32798908,0.02239003,0.04375665,0.70581093,0.68159772,0.73924138,1.00959258,0.05023706,0.30748335
-2.38019010,2.30174006,0.02250758,0.04673630,0.69807922,0.66653138,0.75461660,1.00168865,0.04874414,0.30551765
-2.37418709,2.27874069,0.02258782,0.04981597,0.69092069,0.65369831,0.77060554,0.99363777,0.04728743,0.30406724
-2.36818409,2.25885807,0.02262473,0.05294784,0.68437171,0.64323042,0.78686619,0.98519317,0.04588578,0.30312466
-2.36218109,2.24190265,0.02261366,0.05608066,0.67844322,0.63520552,0.80304443,0.97613515,0.04455647,0.30266970
-2.35617809,2.22763287,0.02255153,0.05916085,0.67312072,0.62964722,0.81878298,0.96627421,0.04331494,0.30267002
-2.35017509,2.21576199,0.02243696,0.06213369,0.66836529,0.62652635,0.83373078,0.95545377,0.04217456,0.30308215
-2.34417209,2.20596644,0.02227028,0.06494471,0.66411546,0.62576383,0.84755252,0.94355240,0.04114647,0.30385277
-2.33816908,2.19789557,0.02205352,0.06754106,0.66028998,0.62723476,0.85993796,0.93048543,0.04023940,0.30492028
-2.33216608,2.19118203,0.02179033,0.06987300,0.65679137,0.63077356,0.87061076,0.91620582,0.03945968,0.30621661
-2.32616308,2.18545236,0.02148579,0.07189530,0.65350996,0.63617977,0.87933648,0.90070424,0.03881113,0.30766912
-2.32016008,2.18033722,0.02114617,0.07356860,0.65032844,0.64322438,0.88592934,0.88400823,0.03829508,0.30920261
-2.31415708,2.17548071,0.02077872,0.07486065,0.64712644,0.65165620,0.89025753,0.86618047,0.03791040,0.31074134
-2.30815408,2.17054828,0.02039127,0.07574737,0.64378513,0.66120820,0.89224670,0.84731616,0.03765356,0.31221085
-2.30215108,2.16523303,0.01999201,0.07621361,0.64019149,0.67160344,0.89188154,0.82753951,0.03751867,0.31353985
-2.29614807,2.15926008,0.01958905,0.07625372,0.63624210,0.68256048,0.88920527,0.80699945,0.03749764,0.31466167
-2.29014507,2.15238890,0.01919019,0.07587177,0.63184626,0.69379824,0.88431692,0.78586470,0.03758026,0.31551566
-2.28414207,2.14441390,0.01880260,0.07508150,0.62692843,0.70504010,0.87736671,0.76431837,0.03775442,0.31604831
-2.27813907,2.13516322,0.01843251,0.07390584,0.62142980,0.71601737,0.86854935,0.74255215,0.03800627,0.31621404
-2.27213607,2.12449635,0.01808511,0.07237625,0.61530911,0.72647220,0.85809581,0.72076048,0.03832053,0.31597585
-2.26613307,2.11230080,0.01776430,0.07053171,0.60854262,0.73616007,0.84626383,0.69913476,0.03868077,0.31530578
-2.26013007,2.09848847,0.01747269,0.06841743,0.60112355,0.74485193,0.83332744,0.67785793,0.03906978,0.31418513
-2.25412706,2.08299224,0.01721153,0.06608342,0.59306090,0.75233625,0.81956621,0.65709950,0.03947000,0.31260465
-2.24812406,2.06576326,0.01698081,0.06358293,0.58437796,0.75842111,0.80525457,0.63701137,0.03986400,0.31056463
-2.24212106,2.04676931,0.01677937,0.06097081,0.57511052,0.76293641,0.79065175,0.61772453,0.04023500,0.30807502
-2.23611806,2.02599482,0.01660507,0.05830184,0.56530522,0.76573637,0.77599283,0.59934676,0.04056740,0.30515547
-2.23011506,2.00344243,0.01645506,0.05562922,0.55501781,0.76670231,0.76148136,0.58196145,0.04084741,0.30183557
-2.22411206,1.97913646,0.01632603,0.05300310,0.54431178,0.76574565,0.74728383,0.56562760,0.04106359,0.29815503
-2.21810905,1.95312798,0.01621454,0.05046938,0.53325726,0.76281111,0.73352631,0.55038091,0.04120742,0.29416398
-2.21210605,1.92550133,0.01611735,0.04806872,0.52193029,0.75787996,0.72029338,0.53623605,0.04127377,0.28992327
-2.20610305,1.89638164,0.01603170,0.04583577,0.51041246,0.75097304,0.70762931,0.52318978,0.04126141,0.28550487
-2.20010005,1.86594275,0.01595570,0.04379881,0.49879087,0.74215338,0.69554150,0.51122499,0.04117325,0.28099204
-2.19409705,1.83441502,0.01588849,0.04197954,0.48715839,0.73152820,0.68400586,0.50031527,0.04101660,0.27647960
-2.18809405,1.80209228,0.01583058,0.04039322,0.47561403,0.71924996,0.67297375,0.49042989,0.04080325,0.27207382
-2.18209105,1.76933709,0.01578389,0.03904908,0.46426330,0.70551625,0.66238023,0.48153884,0.04054931,0.26789217
-2.17608804,1.73658390,0.01575193,0.03795087,0.45321856,0.69056837,0.65215299,0.47361772,0.04027501,0.26406265
-2.17008504,1.70433922,0.01573971,0.03709761,0.44259895,0.67468839,0.64222147,0.46665221,0.04000422,0.26072273
-2.16408204,1.67317861,0.01575372,0.03648451,0.43253009,0.65819467,0.63252567,0.46064180,0.03976384,0.25801780
-2.15807904,1.64373986,0.01580166,0.03610380,0.42314313,0.64143582,0.62302419,0.45560263,0.03958308,0.25609908
-2.15207604,1.61671246,0.01589221,0.03594576,0.41457328,0.62478312,0.61370094,0.45156918,0.03949250,0.25512100
-2.14607304,1.59282324,0.01603462,0.03599948,0.40695769,0.60862171,0.60457026,0.44859474,0.03952305,0.25523798
-2.14007004,1.57281851,0.01623833,0.03625372,0.40043265,0.59334058,0.59568004,0.44675053,0.03970495,0.25660075
-2.13406703,1.55744307,0.01651238,0.03669750,0.39513020,0.57932185,0.58711280,0.44612353,0.04006659,0.25935213
-2.12806403,1.54741675,0.01686499,0.03732058,0.39117420,0.56692954,0.57898463,0.44681293,0.04063336,0.26362251
-2.12206103,1.54340928,0.01730292,0.03811378,0.38867598,0.55649833,0.57144189,0.44892550,0.04142662,0.26952504
-2.11605803,1.54601434,0.01783099,0.03906909,0.38772975,0.54832258,0.56465610,0.45256996,0.04246268,0.27715078
-2.11005503,1.55572395,0.01845160,0.04017961,0.38840796,0.54264623,0.55881702,0.45785059,0.04375190,0.28656384
-2.10405203,1.57290406,0.01916428,0.04143938,0.39075680,0.53965369,0.55412448,0.46486035,0.04529806,0.29779694
-2.09804902,1.59777266,0.01996537,0.04284298,0.39479213,0.53946242,0.55077917,0.47367392,0.04709779,0.31084733
-2.09204602,1.63038122,0.02084784,0.04438518,0.40049596,0.54211718,0.54897299,0.48434086,0.04914036,0.32567356
-2.08604302,1.67060063,0.02180118,0.04606038,0.40781384,0.54758652,0.54887931,0.49687932,0.05140760,0.34219304
-2.08004002,1.71811231,0.02281146,0.04786218,0.41665319,0.55576149,0.55064373,0.51127055,0.05387418,0.36028077
-2.07403702,1.77240525,0.02386158,0.04978286,0.42688295,0.56645681,0.55437555,0.52745458,0.05650812,0.37976932
-2.06803402,1.83277933,0.02493161,0.05181292,0.43833441,0.57941448,0.56014067,0.54532722,0.05927153,0.40045015
-2.06203102,1.89835531,0.02599929,0.05394082,0.45080347,0.59430979,0.56795584,0.56473874,0.06212166,0.42207641
-2.05602801,1.96809126,0.02704068,0.05615268,0.46405426,0.61075967,0.57778493,0.58549415,0.06501208,0.44436720
-2.05002501,2.04080528,0.02803083,0.05843221,0.47782412,0.62833301,0.58953701,0.60735531,0.06789419,0.46701317
-2.04402201,2.11520386,0.02894467,0.06076069,0.49182970,0.64656280,0.60306659,0.63004483,0.07071868,0.48968352
-2.03801901,2.18991519,0.02975772,0.06311719,0.50577414,0.66495964,0.61817592,0.65325163,0.07343730,0.51203401
-2.03201601,2.26352628,0.03044703,0.06547881,0.51935503,0.68302623,0.63461926,0.67663800,0.07600446,0.53371592
-2.02601301,2.33462263,0.03099191,0.06782110,0.53227288,0.70027230,0.65210893,0.69984799,0.07837897,0.55438558
-2.02001001,2.40182926,0.03137466,0.07011856,0.54423975,0.71622952,0.67032297,0.72251685,0.08052563,0.57371414
-2.01400700,2.46385139,0.03158119,0.07234519,0.55498784,0.73046591,0.68891413,0.74428101,0.08241663,0.59139729
-2.00800400,2.51951340,0.03160153,0.07447512,0.56427758,0.74259906,0.70751975,0.76478854,0.08403277,0.60716442
-2.00200100,2.56779447,0.03143011,0.07648327,0.57190487,0.75230786,0.72577224,0.78370932,0.08536445,0.62078703
-1.99599800,2.60785947,0.03106595,0.07834596,0.57770736,0.75934215,0.74330978,0.80074485,0.08641225,0.63208584
-1.98999500,2.63908384,0.03051266,0.08004152,0.58156928,0.76352998,0.75978680,0.81563705,0.08718717,0.64093641
-1.98399200,2.66107143,0.02977823,0.08155090,0.58342472,0.76478212,0.77488386,0.82817582,0.08771050,0.64727298
-1.97798899,2.67366419,0.02887473,0.08285808,0.58325922,0.76309364,0.78831652,0.83820493,0.08801322,0.65109025
-1.97198599,2.67694363,0.02781781,0.08395051,0.58110953,0.75854248,0.79984300,0.84562608,0.08813504,0.65244309
-1.96598299,2.67122335,0.02662612,0.08481939,0.57706154,0.75128503,0.80927011,0.85040080,0.08812300,0.65144401
-1.95997999,2.65703319,0.02532067,0.08545983,0.57124648,0.74154882,0.81645746,0.85255019,0.08802970,0.64825858
-1.95397699,2.63509535,0.02392404,0.08587087,0.56383548,0.72962270,0.82131962,0.85215236,0.08791128,0.64309882
-1.94797399,2.60629331,0.02245972,0.08605541,0.55503272,0.71584477,0.82382619,0.84933776,0.08782510,0.63621483
-1.94197099,2.57163488,0.02095132,0.08601994,0.54506744,0.70058858,0.82399984,0.84428249,0.08782728,0.62788507
-1.93596798,2.53221078,0.01942194,0.08577423,0.53418512,0.68424822,0.82191230,0.83719993,0.08797023,0.61840549
-1.92996498,2.48915052,0.01789350,0.08533085,0.52263822,0.66722286,0.81767861,0.82833102,0.08830019,0.60807812
-1.92396198,2.44357735,0.01638625,0.08470459,0.51067682,0.64990131,0.81144981,0.81793360,0.08885494,0.59719951
-1.91795898,2.39656440,0.01491833,0.08391181,0.49853959,0.63264743,0.80340438,0.80627135,0.08966177,0.58604955
-1.91195598,2.34909371,0.01350547,0.08296979,0.48644548,0.61578684,0.79373902,0.79360287,0.09073586,0.57488106
-1.90595298,2.30202018,0.01216076,0.08189601,0.47458645,0.59959553,0.78265896,0.78017136,0.09207909,0.56391077
-1.89994997,2.25604198,0.01089459,0.08070746,0.46312167,0.58429090,0.77036848,0.76619543,0.09367935,0.55331198
-1.89394697,2.21167871,0.00971464,0.07942001,0.45217324,0.57002550,0.75706203,0.75186162,0.09551053,0.54320923
-1.88794397,2.16925842,0.00862598,0.07804790,0.44182395,0.55688383,0.74291645,0.73731883,0.09753301,0.53367525
-1.88194097,2.12891399,0.00763131,0.07660326,0.43211683,0.54488209,0.72808453,0.72267508,0.09969481,0.52473033
-1.87593797,2.09058905,0.00673110,0.07509591,0.42305683,0.53397113,0.71269046,0.70799674,0.10193334,0.51634415
-1.86993497,2.05405312,0.00592399,0.07353319,0.41461435,0.52404217,0.69682725,0.69331029,0.10417757,0.50843989
-1.86393197,2.01892524,0.00520702,0.07192006,0.40673062,0.51493504,0.68055617,0.67860649,0.10635075,0.50090052
-1.85792896,1.98470482,0.00457602,0.07025931,0.39932454,0.50644859,0.66390840,0.66384675,0.10837336,0.49357695
-1.85192596,1.95080830,0.00402591,0.06855201,0.39230086,0.49835269,0.64688859,0.64897139,0.11016630,0.48629754
-1.84592296,1.91660973,0.00355105,0.06679807,0.38555915,0.49040119,0.62948013,0.63390933,0.11165415,0.47887867
-1.83991996,1.88148331,0.00314550,0.06499685,0.37900320,0.48234528,0.61165188,0.61858868,0.11276828,0.47113568
-1.83391696,1.84484579,0.00280333,0.06314801,0.37255050,0.47394664,0.59336582,0.60294761,0.11344984,0.46289388
-1.82791396,1.80619671,0.00251884,0.06125221,0.36614111,0.46498971,0.57458528,0.58694507,0.11365233,0.45399879
-1.82191096,1.76515446,0.00228674,0.05931195,0.35974580,0.45529258,0.55528314,0.57057054,0.11334370,0.44432552
-1.81590795,1.72148662,0.00210237,0.05733231,0.35337273,0.44471606,0.53544966,0.55385241,0.11250792,0.43378652
-1.80990495,1.67513299,0.00196175,0.05532149,0.34707250,0.43317056,0.51509936,0.53686458,0.11114594,0.42233753
-1.80390195,1.62622043,0.00186170,0.05329138,0.34094126,0.42062051,0.49427680,0.51973071,0.10927589,0.40998151
-1.79789895,1.57506880,0.00179990,0.05125784,0.33512156,0.40708627,0.47306064,0.50262597,0.10693277,0.39677025
-1.79189595,1.52218789,0.00177486,0.04924079,0.32980094,0.39264352,0.45156617,0.48577618,0.10416729,0.38280382
-1.78589295,1.46826543,0.00178593,0.04726416,0.32520808,0.37742024,0.42994593,0.46945416,0.10104426,0.36822783
-1.77988994,1.41414700,0.00183326,0.04535552,0.32160676,0.36159149,0.40838860,0.45397360,0.09764042,0.35322863
-1.77388694,1.36080864,0.00191770,0.04354565,0.31928755,0.34537248,0.38711627,0.43968047,0.09404175,0.33802688
-1.76788394,1.30932349,0.00204069,0.04186777,0.31855769,0.32901002,0.36638021,0.42694237,0.09034058,0.32286965
-1.76188094,1.26082394,0.00220419,0.04035676,0.31972932,0.31277313,0.34645548,0.41613627,0.08663238,0.30802152
-1.75587794,1.21646089,0.00241051,0.03904812,0.32310659,0.29694296,0.32763469,0.40763503,0.08301256,0.29375508
-1.74987494,1.17736174,0.00266215,0.03797697,0.32897201,0.28180262,0.31022115,0.40179328,0.07957325,0.28034122
-1.74387194,1.14458887,0.00296170,0.03717690,0.33757256,0.26762738,0.29452181,0.39893314,0.07640024,0.26803965
