energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.62181091,1.77118382,-2.24760079,1.31510516,-1.86215373,0.39161518,-0.46651846,0.01085760,-0.00680746,0.46556235,-0.63626723,0.24743207,-0.26995229,0.45867987,-0.47107624,0.51490446,-0.69144867,0.00000000,-0.00000000
-5.61580790,1.77262422,-2.17045507,1.32189440,-1.76898043,0.39091451,-0.44437376,0.01115406,-0.00715297,0.46546279,-0.60252451,0.25354765,-0.26806132,0.45903330,-0.46908080,0.51533560,-0.67561515,0.00000000,-0.00000000
-5.60980490,1.77214057,-2.10176193,1.32753073,-1.69074814,0.38940499,-0.42553378,0.01140081,-0.00749332,0.46416267,-0.57484930,0.26003411,-0.26627554,0.45829611,-0.46655227,0.51609566,-0.65900756,0.00000000,-0.00000000
-5.60380190,1.76991542,-2.04150855,1.33166970,-1.62704252,0.38710977,-0.40989073,0.01159409,-0.00782455,0.46161555,-0.55299491,0.26693513,-0.26463646,0.45656520,-0.46351665,0.51733643,-0.64187538,0.00000000,-0.00000000
-5.59779890,1.76627959,-1.98950564,1.33412968,-1.57716237,0.38409947,-0.39727066,0.01173100,-0.00814247,0.45783764,-0.53659549,0.27429981,-0.26318783,0.45396863,-0.46000089,0.51923065,-0.62447919,0.00000000,-0.00000000
-5.59179590,1.76168727,-1.94540992,1.33487473,-1.54016289,0.38048566,-0.38744396,0.01180957,-0.00844273,0.45290035,-0.52518622,0.28217902,-0.26197468,0.45066188,-0.45603245,0.52196491,-0.60708420,0.00000000,-0.00000000
-5.58579290,1.75668729,-1.90875016,1.33399353,-1.51490209,0.37641313,-0.38013670,0.01182882,-0.00872092,0.44692128,-0.51822461,0.29062148,-0.26104263,0.44682324,-0.45163973,0.52573188,-0.58995469,0.00000000,-0.00000000
-5.57978989,1.75189181,-1.87895542,1.33167549,-1.50008850,0.37205115,-0.37504246,0.01178876,-0.00897271,0.44005435,-0.51511225,0.29966982,-0.26043738,0.44264829,-0.44685324,0.53072204,-0.57334936,0.00000000,-0.00000000
-5.57378689,1.74794389,-1.85538462,1.32818547,-1.49432870,0.36758438,-0.37183424,0.01169043,-0.00919398,0.43247935,-0.51521622,0.30935679,-0.26020439,0.43834385,-0.44170731,0.53711523,-0.55751775,0.00000000,-0.00000000
-5.56778389,1.74548528,-1.83735602,1.32383828,-1.49617307,0.36320364,-0.37017596,0.01153578,-0.00938092,0.42439156,-0.51788959,0.31970186,-0.26038864,0.43412142,-0.43624232,0.54507253,-0.54269757,0.00000000,-0.00000000
-5.56178089,1.74512573,-1.82417563,1.31897424,-1.50415871,0.35909699,-0.36973348,0.01132765,-0.00953019,0.41599176,-0.52249037,0.33070835,-0.26103443,0.43019034,-0.43050702,0.55472854,-0.52911281,0.00000000,-0.00000000
-5.55577789,1.74741519,-1.81516341,1.31393665,-1.51684830,0.35544157,-0.37018453,0.01106965,-0.00963899,0.40747704,-0.52839869,0.34236132,-0.26218510,0.42675098,-0.42456069,0.56618460,-0.51697252,0.00000000,-0.00000000
-5.54977489,1.75281988,-1.80967633,1.30905234,-1.53286436,0.35239641,-0.37122757,0.01076607,-0.00970521,0.39903290,-0.53503157,0.35462629,-0.26388266,0.42398811,-0.41847502,0.57950320,-0.50646987,0.00000000,-0.00000000
-5.54377189,1.76170320,-1.80712739,1.30461558,-1.55091813,0.35009654,-0.37258918,0.01042175,-0.00972746,0.39082665,-0.54185531,0.36744896,-0.26616718,0.42206484,-0.41233519,0.59470376,-0.49778142,0.00000000,-0.00000000
-5.53776888,1.77431205,-1.80700006,1.30087606,-1.56983273,0.34864857,-0.37402996,0.01004192,-0.00970514,0.38300247,-0.54839521,0.38075587,-0.26907602,0.42111731,-0.40624014,0.61176014,-0.49106618,0.00000000,-0.00000000
-5.53176588,1.79076910,-1.80885765,1.29803094,-1.58856065,0.34812787,-0.37534869,0.00963207,-0.00963844,0.37567807,-0.55424256,0.39445614,-0.27264274,0.42125029,-0.40030179,0.63059993,-0.48646447,0.00000000,-0.00000000
-5.52576288,1.81107105,-1.81234743,1.29622091,-1.60619529,0.34857737,-0.37638482,0.00919785,-0.00952833,0.36894306,-0.55905897,0.40844407,-0.27689585,0.42253408,-0.39464313,0.65110569,-0.48409625,0.00000000,-0.00000000
-5.51975988,1.83509266,-1.81719973,1.29552997,-1.62197713,0.35000791,-0.37701934,0.00874492,-0.00937654,0.36285884,-0.56257814,0.42260260,-0.28185736,0.42500270,-0.38939515,0.67311803,-0.48405902,0.00000000,-0.00000000
-5.51375688,1.86259632,-1.82322225,1.29598859,-1.63529472,0.35240008,-0.37717389,0.00827882,-0.00918546,0.35745982,-0.56460520,0.43680748,-0.28754122,0.42865350,-0.38469286,0.69644053,-0.48642516,0.00000000,-0.00000000
-5.50775388,1.89324625,-1.83029027,1.29757937,-1.64568114,0.35570737,-0.37680850,0.00780490,-0.00895808,0.35275586,-0.56501392,0.45093183,-0.29395175,0.43344818,-0.38067036,0.72084627,-0.49123901,0.00000000,-0.00000000
-5.50175088,1.92662666,-1.83833364,1.30024473,-1.65280668,0.35986024,-0.37591804,0.00732824,-0.00869787,0.34873563,-0.56374212,0.46485100,-0.30108221,0.43931532,-0.37745539,0.74608568,-0.49851373,0.00000000,-0.00000000
-5.49574787,1.96226268,-1.84732156,1.30389585,-1.65646841,0.36477109,-0.37452755,0.00685356,-0.00840868,0.34537051,-0.56078554,0.47844745,-0.30891353,0.44615400,-0.37516362,0.77189537,-0.50822827,0.00000000,-0.00000000
-5.48974487,1.99964292,-1.85724631,1.30842189,-1.65657755,0.37033959,-0.37268684,0.00638520,-0.00809460,0.34261888,-0.55619057,0.49161529,-0.31741352,0.45383860,-0.37389302,0.79800753,-0.52032475,0.00000000,-0.00000000
-5.48374187,2.03824250,-1.86810709,1.31369915,-1.65314546,0.37645826,-0.37046469,0.00592708,-0.00775988,0.34043053,-0.55004634,0.50426441,-0.32653641,0.46222437,-0.37371871,0.82415938,-0.53470661,0.00000000,-0.00000000
-5.47773887,2.07754528,-1.87989520,1.31959928,-1.64626913,0.38301781,-0.36794281,0.00548266,-0.00740878,0.33875080,-0.54247639,0.51632383,-0.33622307,0.47115351,-0.37468858,0.85010221,-0.55123771,0.00000000,-0.00000000
-5.47173587,2.11706418,-1.89258154,1.32599621,-1.63611673,0.38991217,-0.36520994,0.00505497,-0.00704550,0.33752436,-0.53363041,0.52774419,-0.34640181,0.48046144,-0.37682009,0.87560959,-0.56974290,0.00000000,-0.00000000
-5.46573287,2.15635849,-1.90610740,1.33277135,-1.62291406,0.39704279,-0.36235652,0.00464662,-0.00667408,0.33669854,-0.52367629,0.53849920,-0.35698983,0.48998288,-0.38009843,0.90048420,-0.59001010,0.00000000,-0.00000000
-5.45972986,2.19504755,-1.92037903,1.33981704,-1.60693224,0.40432214,-0.35946985,0.00425974,-0.00629836,0.33622585,-0.51279292,0.54858594,-0.36789533,0.49955755,-0.38447618,0.92456292,-0.61179398,0.00000000,-0.00000000
-5.45372686,2.23281989,-1.93526649,1.34703805,-1.58847699,0.41167618,-0.35663030,0.00389609,-0.00592190,0.33606584,-0.50116366,0.55802403,-0.37902027,0.50903508,-0.38987466,0.94771998,-0.63482149,0.00000000,-0.00000000
-5.44772386,2.26943779,-1.95060680,1.35435133,-1.56787968,0.41904586,-0.35390836,0.00355703,-0.00554796,0.33618623,-0.48897101,0.56685369,-0.39026352,0.51827892,-0.39618679,0.96986790,-0.65879891,0.00000000,-0.00000000
-5.44172086,2.30473692,-1.96621094,1.36168429,-1.54549009,0.42638745,-0.35136286,0.00324353,-0.00517949,0.33656326,-0.47639228,0.57513284,-0.40152449,0.52716917,-0.40328148,0.99095614,-0.68342026,0.00000000,-0.00000000
-5.43571786,2.33862144,-1.98187433,1.36897176,-1.52167078,0.43367187,-0.34904022,0.00295624,-0.00481912,0.33718140,-0.46359628,0.58293328,-0.41270682,0.53560416,-0.41100919,1.01096765,-0.70837688,0.00000000,-0.00000000
-5.42971486,2.37105489,-1.99738984,1.37615234,-1.49679269,0.44088307,-0.34697460,0.00269546,-0.00446916,0.33803244,-0.45074121,0.59033623,-0.42372223,0.54350079,-0.41920839,1.02991343,-0.73336742,0.00000000,-0.00000000
-5.42371186,2.40204764,-2.01256223,1.38316427,-1.47123164,0.44801565,-0.34518900,0.00246123,-0.00413162,0.33911416,-0.43797336,0.59742753,-0.43449399,0.55079370,-0.42771264,1.04782539,-0.75810814,0.00000000,-0.00000000
-5.41770885,2.43164175,-2.02722294,1.38994145,-1.44536530,0.45507179,-0.34369693,0.00225328,-0.00380825,0.34042862,-0.42542659,0.60429251,-0.44496007,0.55743348,-0.43635768,1.06474812,-0.78234253,0.00000000,-0.00000000
-5.41170585,2.45989420,-2.04124388,1.39640998,-1.41957015,0.46205783,-0.34250455,0.00207111,-0.00350051,0.34198026,-0.41322245,0.61101112,-0.45507563,0.56338400,-0.44498831,1.08072983,-0.80585000,0.00000000,-0.00000000
-5.40570285,2.48685964,-2.05454913,1.40248548,-1.39421807,0.46898061,-0.34161303,0.00191399,-0.00320966,0.34377388,-0.40147065,0.61765322,-0.46481473,0.56861923,-0.45346448,1.09581321,-0.82845295,0.00000000,-0.00000000
-5.39969985,2.51257379,-2.06712339,1.40807155,-1.36967225,0.47584391,-0.34102082,0.00178099,-0.00293671,0.34581268,-0.39026976,0.62427458,-0.47417109,0.57311978,-0.46166639,1.11002668,-0.85002168,0.00000000,-0.00000000
-5.39369685,2.53703838,-2.07901642,1.41305947,-1.34628218,0.48264505,-0.34072575,0.00167100,-0.00268249,0.34809643,-0.37970789,0.63091346,-0.48315781,0.57686941,-0.46949810,1.12337654,-0.87047697,0.00000000,-0.00000000
-5.38769385,2.56020873,-2.09034275,1.41732913,-1.32437765,0.48937205,-0.34072662,0.00158277,-0.00244765,0.35061987,-0.36986336,0.63758822,-0.49180607,0.57985185,-0.47688964,1.13584066,-0.88978988,0.00000000,-0.00000000
-5.38169085,2.58198465,-2.10127664,1.42075125,-1.30426192,0.49600130,-0.34102428,0.00151492,-0.00223267,0.35337144,-0.36080503,0.64429576,-0.50016285,0.58204818,-0.48379741,1.14736388,-0.90797876,0.00000000,-0.00000000
-5.37568784,2.60220524,-2.11204217,1.42319055,-1.28620418,0.50249601,-0.34162201,0.00146599,-0.00203784,0.35633228,-0.35259243,0.65101109,-0.50828760,0.58343485,-0.49020284,1.15785565,-0.92510367,0.00000000,-0.00000000
-5.36968484,2.62064782,-2.12289902,1.42450975,-1.27043172,0.50880554,-0.34252531,0.00143442,-0.00186333,0.35947568,-0.34527558,0.65768777,-0.51624831,0.58398262,-0.49610954,1.16718989,-0.94125829,0.00000000,-0.00000000
-5.36368184,2.63703119,-2.13412481,1.42457403,-1.25712223,0.51486553,-0.34374092,0.00141861,-0.00170913,0.36276690,-0.33889454,0.66425939,-0.52411690,0.58365642,-0.50153908,1.17520728,-0.95655989,0.00000000,-0.00000000
-5.35767884,2.65102301,-2.14599485,1.42325553,-1.24639678,0.52059894,-0.34527546,0.00141694,-0.00157507,0.36616334,-0.33347881,0.67064183,-0.53196441,0.58241614,-0.50652569,1.18171967,-0.97113783,0.00000000,-0.00000000
-5.35167584,2.66225078,-2.15876084,1.42043769,-1.23831402,0.52591793,-0.34713355,0.00142779,-0.00146086,0.36961507,-0.32904654,0.67673615,-0.53985607,0.58021822,-0.51111036,1.18651660,-0.98512135,0.00000000,-0.00000000
-5.34567284,2.67031595,-2.17262964,1.41601898,-1.23286602,0.53072642,-0.34931579,0.00144954,-0.00136605,0.37306573,-0.32560382,0.68243212,-0.54784671,0.57701817,-0.51533459,1.18937346,-0.99862730,0.00000000,-0.00000000
