energy_ev,total_up,total_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.95535045,-1.57345809,2.64166199,-1.46793466,0.79083633,-0.35156517,0.00308503,-0.00287304,0.80390067,-0.48588166,0.48849516,-0.20912212,0.39480728,-0.20721304,0.92722067,-0.42421223,0.00000000,-0.00000000
-5.99399700,3.04519591,-1.66474209,2.70904427,-1.56503646,0.80911143,-0.36689301,0.00304645,-0.00302574,0.81741030,-0.50727770,0.50938806,-0.22903852,0.41653863,-0.22311173,0.97090321,-0.45953535,0.00000000,-0.00000000
-5.98799400,3.13377356,-1.76048859,2.77780495,-1.66564847,0.82750750,-0.38366239,0.00302098,-0.00317320,0.83218916,-0.52975226,0.52886228,-0.25010225,0.43781287,-0.23993429,1.01226730,-0.49692830,0.00000000,-0.00000000
-5.98199100,3.22100472,-1.86016622,2.84862586,-1.76916848,0.84615454,-0.40167617,0.00300966,-0.00331444,0.84862177,-0.55304951,0.54665087,-0.27225143,0.45842208,-0.25771049,1.05081937,-0.53634030,0.00000000,-0.00000000
-5.97598799,3.30681008,-1.96322279,2.92218780,-1.87496157,0.86516718,-0.42073695,0.00301305,-0.00344867,0.86706243,-0.57692372,0.56251281,-0.29540131,0.47816205,-0.27645812,1.08610731,-0.57768547,0.00000000,-0.00000000
-5.96998499,3.39110903,-2.06908070,2.99914762,-1.98236374,0.88463902,-0.44064956,0.00303117,-0.00357529,0.88782192,-0.60114418,0.57624106,-0.31944140,0.49683726,-0.29617741,1.11773470,-0.62083459,0.00000000,-0.00000000
-5.96398199,3.47381718,-2.17713176,3.08011191,-2.09068703,0.90463724,-0.46122313,0.00306354,-0.00369387,0.91115444,-0.62549957,0.58766951,-0.34423300,0.51426557,-0.31684547,1.14537318,-0.66560746,0.00000000,-0.00000000
-5.95797899,3.55484173,-2.28673267,3.16560792,-2.19922663,0.92519749,-0.48227290,0.00310914,-0.00380415,0.93724520,-0.64980213,0.59667839,-0.36960755,0.53028242,-0.33841103,1.16877241,-0.71176649,0.00000000,-0.00000000
-5.95197599,3.63407437,-2.39720219,3.25605199,-2.30727078,0.94631915,-0.50362210,0.00316648,-0.00390597,0.96619906,-0.67389150,0.60319783,-0.39536593,0.54474430,-0.36078984,1.18776701,-0.75901205,0.00000000,-0.00000000
-5.94597299,3.71138177,-2.50782126,3.35171649,-2.41411357,0.96796125,-0.52510391,0.00323363,-0.00399922,0.99803056,-0.69763858,0.60720941,-0.42127888,0.55753153,-0.38386116,1.20228018,-0.80698006,0.00000000,-0.00000000
-5.93996998,3.78659387,-2.61783696,3.45269668,-2.51907105,0.99003904,-0.54656371,0.00330827,-0.00408386,1.03265585,-0.72094937,0.60874562,-0.44708883,0.56855001,-0.40746560,1.21232373,-0.85524247,0.00000000,-0.00000000
-5.93396698,3.85949080,-2.72647101,3.55887886,-2.62150021,1.01242163,-0.56786172,0.00338779,-0.00415980,1.06988682,-0.74376867,0.60788724,-0.47251309,0.57773212,-0.43140471,1.21799459,-0.90331076,0.00000000,-0.00000000
-5.92796398,3.92978920,-2.83293317,3.66991174,-2.72082063,1.03493075,-0.58887603,0.00346932,-0.00422693,1.10942793,-0.76608369,0.60475889,-0.49724853,0.58503664,-0.45544239,1.21946802,-0.95064284,0.00000000,-0.00000000
-5.92196098,3.99712909,-2.93643921,3.78518292,-2.81653754,1.05734078,-0.60950581,0.00354989,-0.00428502,1.15087612,-0.78792723,0.59952286,-0.52097770,0.59044794,-0.47930844,1.21698784,-0.99665330,0.00000000,-0.00000000
-5.91595798,4.06106264,-3.03623319,3.90380255,-2.90826538,1.07938050,-0.62967472,0.00362645,-0.00433376,1.19372396,-0.80938024,0.59237175,-0.54337623,0.59397436,-0.50270402,1.21085433,-1.04072684,0.00000000,-0.00000000
-5.90995498,4.12104614,-3.13161270,4.02459594,-2.99575005,1.10073638,-0.64933418,0.00369604,-0.00437273,1.23736642,-0.83057324,0.58352018,-0.56412130,0.59564610,-0.52530918,1.20141040,-1.08223458,0.00000000,-0.00000000
-5.90395198,4.17643645,-3.22195580,4.14610679,-3.07888830,1.12105771,-0.66846616,0.00375585,-0.00440140,1.28111126,-0.85168635,0.57319609,-0.58290093,0.59551279,-0.54679202,1.18902690,-1.12055254,0.00000000,-0.00000000
-5.89794897,4.22649300,-3.30674777,4.26661227,-3.15774227,1.13996355,-0.68708516,0.00380332,-0.00441913,1.32419297,-0.87294737,0.56163215,-0.59942363,0.59364083,-0.56681924,1.17408767,-1.15508175,0.00000000,-0.00000000
-5.89194597,4.27038629,-3.38560575,4.38415058,-3.23254738,1.15705138,-0.70523904,0.00383623,-0.00442526,1.36579013,-0.89462754,0.54905754,-0.61342806,0.59011079,-0.58506759,1.15697536,-1.18526893,0.00000000,-0.00000000
-5.88594297,4.30721325,-3.45829916,4.49656118,-3.30371194,1.17190734,-0.72300836,0.00385280,-0.00441908,1.40504584,-0.91703463,0.53569072,-0.62469228,0.58501499,-0.60123572,1.13805846,-1.21062693,0.00000000,-0.00000000
-5.87993997,4.33601947,-3.52476391,4.60153692,-3.37180723,1.18411784,-0.74050380,0.00385173,-0.00439993,1.44109060,-0.94050319,0.52173329,-0.63304199,0.57845543,-0.61505587,1.11768037,-1.23075372,0.00000000,-0.00000000
-5.87393697,4.35582805,-3.58510878,4.69668693,-3.43754713,1.19328209,-0.75786169,0.00383226,-0.00436726,1.47306705,-0.96538171,0.50736536,-0.63835757,0.57054204,-0.62630473,1.09615079,-1.24534925,0.00000000,-0.00000000
-5.86793397,4.36567396,-3.63961264,4.77960815,-3.50175717,1.19902530,-0.77523734,0.00379423,-0.00432065,1.50015571,-0.99201716,0.49274246,-0.64057925,0.56139150,-0.63481304,1.07373985,-1.25422898,0.00000000,-0.00000000
-5.86193097,4.36464280,-3.68871170,4.84796289,-3.56533348,1.20101189,-0.79279643,0.00373804,-0.00425991,1.52160086,-1.02073683,0.47799403,-0.63971038,0.55112649,-0.64047326,1.05067509,-1.25733348,0.00000000,-0.00000000
-5.85592796,4.35191205,-3.73297687,4.89955942,-3.62919281,1.19895830,-0.81070447,0.00366470,-0.00418513,1.53673549,-1.05182847,0.46322357,-0.63581842,0.53987527,-0.64324500,1.02714107,-1.25473354,0.00000000,-0.00000000
-5.84992496,4.32679304,-3.77308176,4.93243207,-3.69421573,1.19264484,-0.82911499,0.00357579,-0.00409669,1.54500441,-1.08551912,0.44851006,-0.62903358,0.52777170,-0.64315789,1.00328176,-1.24663040,0.00000000,-0.00000000
-5.84392196,4.28877136,-3.80976266,4.94491731,-3.76118540,1.18192598,-0.84815670,0.00347342,-0.00399534,1.54598455,-1.12195402,0.43391075,-0.61954526,0.51495542,-0.64031163,0.97920497,-1.23335100,0.00000000,-0.00000000
-5.83791896,4.23754364,-3.84377255,4.93572222,-3.83072540,1.16673878,-0.86792059,0.00336019,-0.00388219,1.53940143,-1.16117640,0.41946475,-0.60759619,0.50157211,-0.63487332,0.95498861,-1.21533845,0.00000000,-0.00000000
-5.83191596,4.17304859,-3.87583160,4.90398212,-3.90323997,1.14710874,-0.88844742,0.00323910,-0.00375872,1.52514128,-1.20310954,0.40519737,-0.59347481,0.48777373,-0.62707211,0.93068817,-1.19313811,0.00000000,-0.00000000
-5.82591296,4.09549040,-3.90657717,4.84930451,-3.97886039,1.12315313,-0.90971674,0.00311350,-0.00362675,1.50325804,-1.24754239,0.39112466,-0.57750599,0.47371851,-0.61719140,0.90634485,-1.16737991,0.00000000,-0.00000000
-5.81990995,4.00535309,-3.93651640,4.77179700,-4.05740138,1.09508121,-0.93163788,0.00298698,-0.00348845,1.47397491,-1.29411979,0.37725805,-0.56004066,0.45957059,-0.60555911,0.88199372,-1.13875772,0.00000000,-0.00000000
-5.81390695,3.90340468,-3.96598452,4.67207786,-4.13833066,1.06319152,-0.95404402,0.00286332,-0.00334626,1.43768038,-1.34233836,0.36360868,-0.54144481,0.44549930,-0.59253632,0.85767141,-1.10800668,0.00000000,-0.00000000
-5.80790395,3.79069052,-3.99511165,4.55126838,-4.22075448,1.02786620,-0.97668964,0.00274637,-0.00320284,1.39491871,-1.39154899,0.35019116,-0.52208830,0.43167787,-0.57850488,0.83342277,-1.07587952,0.00000000,-0.00000000
-5.80190095,3.66851585,-4.02380066,4.41096731,-4.30342124,0.98956242,-0.99925195,0.00263999,-0.00306101,1.34637535,-1.44096618,0.33702664,-0.50233394,0.41828155,-0.56385470,0.80930623,-1.04312291,0.00000000,-0.00000000
-5.79589795,3.53841797,-4.05171774,4.25320833,-4.38474414,0.94880136,-1.02133661,0.00254795,-0.00292367,1.29285769,-1.48968457,0.32414493,-0.48252744,0.40548524,-0.54897101,0.78539737,-1.01045475,0.00000000,-0.00000000
-5.78989495,3.40212899,-4.07829679,4.08040242,-4.46284274,0.90615497,-1.04248745,0.00247389,-0.00279371,1.23527201,-1.53670221,0.31158576,-0.46298845,0.39346058,-0.53422238,0.76179069,-0.97854335,0.00000000,-0.00000000
-5.78389195,3.26153064,-4.10275762,3.89526753,-4.53560243,0.86223118,-1.06220027,0.00242123,-0.00267397,1.17459743,-1.58095011,0.29939898,-0.44400304,0.38237257,-0.51994988,0.73859944,-0.94798924,0.00000000,-0.00000000
-5.77788894,3.11860294,-4.12413738,3.70074860,-4.60074940,0.81765782,-1.07993994,0.00239311,-0.00256713,1.11185791,-1.62132675,0.28764382,-0.42581796,0.37237592,-0.50645773,0.71595362,-0.91931012,0.00000000,-0.00000000
-5.77188594,2.97536874,-4.14133360,3.49993120,-4.65593788,0.77306616,-1.09516018,0.00239238,-0.00247567,1.04809343,-1.65673638,0.27638733,-0.40863661,0.36361116,-0.49400578,0.69399629,-0.89292947,0.00000000,-0.00000000
-5.76588294,2.83383642,-4.15315646,3.29595247,-4.69884554,0.72907432,-1.10732517,0.00242155,-0.00240179,0.98433123,-1.68612928,0.26570213,-0.39261692,0.35620076,-0.48280408,0.67287853,-0.86916890,0.00000000,-0.00000000
-5.75987994,2.69594305,-4.15838743,3.09191272,-4.72727239,0.68627135,-1.11593169,0.00248272,-0.00234741,0.92155834,-1.70854217,0.25566357,-0.37787092,0.35024540,-0.47300948,0.65275332,-0.84824443,0.00000000,-0.00000000
-5.75387694,2.56350021,-4.15584111,2.89079110,-4.73923824,0.64520244,-1.12053099,0.00257764,-0.00231408,0.86069615,-1.72313684,0.24634654,-0.36446603,0.34582055,-0.46472437,0.63376885,-0.83026642,0.00000000,-0.00000000
-5.74787394,2.43814455,-4.14442663,2.69536839,-4.73307364,0.60635567,-1.12074899,0.00270761,-0.00230303,0.80257801,-1.72923517,0.23782220,-0.35242775,0.34297355,-0.45799747,0.61606165,-0.81524300,0.00000000,-0.00000000
-5.74187094,2.32129501,-4.12320547,2.50815943,-4.70749975,0.57015077,-1.11630396,0.00287351,-0.00231513,0.74793035,-1.72634859,0.23015472,-0.34174348,0.34172136,-0.45282633,0.59974991,-0.80308662,0.00000000,-0.00000000
-5.73586793,2.21411803,-4.09144235,2.33135718,-4.66169297,0.53693023,-1.10702064,0.00307579,-0.00235090,0.69735794,-1.71420078,0.22339829,-0.33236738,0.34204907,-0.44916155,0.58492758,-0.79362315,0.00000000,-0.00000000
-5.72986493,2.11750204,-4.04864687,2.16678997,-4.59533118,0.50695291,-1.09284015,0.00331442,-0.00241058,0.65133349,-1.69274227,0.21759457,-0.32422569,0.34390928,-0.44691222,0.57165944,-0.78660324,0.00000000,-0.00000000
-5.72386193,2.03204190,-3.99460366,2.01589254,-4.50861920,0.48039034,-1.07382523,0.00358891,-0.00249409,0.61019183,-1.66215626,0.21277071,-0.31722259,0.34722242,-0.44595241,0.55997752,-0.78171527,0.00000000,-0.00000000
-5.71785893,1.95803362,-3.92938980,1.87969136,-4.40229265,0.45732575,-1.05016040,0.00389828,-0.00260114,0.57412857,-1.62285545,0.20893803,-0.31124603,0.35187805,-0.44612833,0.54987911,-0.77859933,0.00000000,-0.00000000
-5.71185593,1.89547912,-3.85337914,1.75880359,-4.27760001,0.43775572,-1.02214742,0.00424107,-0.00273125,0.54320301,-1.57547004,0.20609152,-0.30617349,0.35773707,-0.44726588,0.54132641,-0.77686192,0.00000000,-0.00000000
-5.70585293,1.84410083,-3.76723360,1.65344909,-4.13626424,0.42159449,-0.99019593,0.00461528,-0.00288375,0.51734505,-1.52082748,0.20421006,-0.30187737,0.36463486,-0.44917824,0.53424800,-0.77609066,0.00000000,-0.00000000
-5.69984992,1.80336494,-3.67188235,1.56347401,-3.98042630,0.40868043,-0.95481016,0.00501838,-0.00305791,0.49636568,-1.45992512,0.20325745,-0.29823002,0.37238514,-0.45167321,0.52854180,-0.77586875,0.00000000,-0.00000000
-5.69384692,1.77251243,-3.56849051,1.48838455,-3.81257335,0.39878471,-0.91657216,0.00544731,-0.00325287,0.47997034,-1.39389698,0.20318417,-0.29510801,0.38078466,-0.45456012,0.52407971,-0.77578858,0.00000000,-0.00000000
-5.68784392,1.75059635,-3.45841919,1.42738893,-3.63545568,0.39162167,-0.87612255,0.00589850,-0.00346774,0.46777481,-1.32397638,0.20392977,-0.29239586,0.38961824,-0.45765596,0.52071342,-0.77546434,0.00000000,-0.00000000
-5.68184092,1.73652381,-3.34317923,1.37944554,-3.45199624,0.38686045,-0.83413967,0.00636779,-0.00370158,0.45932279,-1.25145598,0.20542576,-0.28998899,0.39866437,-0.46079063,0.51828123,-0.77454319,0.00000000,-0.00000000
-5.67583792,1.72910114,-3.22438090,1.34331539,-3.26519708,0.38413769,-0.79131805,0.00685057,-0.00395340,0.45410462,-1.17764716,0.20759888,-0.28779596,0.40770093,-0.46381114,0.51661555,-0.77271467,0.00000000,-0.00000000
-5.66983492,1.72708021,-3.10368212,1.31761662,-3.07804687,0.38307062,-0.74834722,0.00734170,-0.00422215,0.45157641,-1.10384037,0.21037461,-0.28573994,0.41651099,-0.46658465,0.51555070,-0.76971835,0.00000000,-0.00000000
-5.66383192,1.72920455,-2.98273734,1.30087915,-2.89343308,0.38327033,-0.70589163,0.00783567,-0.00450669,0.45117911,-1.03126801,0.21368067,-0.28375955,0.42488852,-0.46900036,0.51493059,-0.76534935,0.00000000,-0.00000000
-5.65782891,1.73425337,-2.86314919,1.29159767,-2.71406246,0.38435454,-0.66457241,0.00832656,-0.00480577,0.45235664,-0.96107114,0.21745038,-0.28180901,0.43264383,-0.47097020,0.51461609,-0.75946181,0.00000000,-0.00000000
-5.65182591,1.74108216,-2.74642462,1.28828122,-2.54239204,0.38595967,-0.62495169,0.00880822,-0.00511795,0.45457280,-0.89427118,0.22162571,-0.27985778,0.43960856,-0.47242844,0.51449158,-0.75197023,0.00000000,-0.00000000
-5.64582291,1.74865838,-2.63393681,1.28949799,-2.38057297,0.38775173,-0.58751968,0.00927430,-0.00544158,0.45732636,-0.83174726,0.22615988,-0.27788969,0.44564017,-0.47333028,0.51447047,-0.74284877,0.00000000,-0.00000000
-5.63981991,1.75609136,-2.52689401,1.29391412,-2.23040812,0.38943561,-0.55268509,0.00971845,-0.00577475,0.46016394,-0.77421976,0.23101931,-0.27590172,0.45062576,-0.47364975,0.51449952,-0.73212872,0.00000000,-0.00000000
-5.63381691,1.76265530,-2.42631584,1.30032551,-2.09332408,0.39076269,-0.52076870,0.01013436,-0.00611522,0.46269031,-0.72224012,0.23618488,-0.27390244,0.45448511,-0.47337692,0.51456171,-0.71989426,0.00000000,-0.00000000
-5.62781391,1.76780498,-2.33301733,1.30768226,-1.97035732,0.39153632,-0.49200026,0.01051597,-0.00646044,0.46457607,-0.67618683,0.24165236,-0.27191039,0.45717288,-0.47251482,0.51467747,-0.70627687,0.00000000,-0.00000000
